Index Title,Zevachim
Zevachim 29a:1,"Beabsichtigungen<sup>445</sup><i class=""footnote"">fn1065,Wodurch das Opfer ungültig u. die Verwerflichkeit aufgehoben wird. Die W.e <span dir=""rtl"">לא יחשב</span> werden als Imperativ aufgefaßt: es soll nicht gedacht, beabsichtigt werden.</i>hinzukommen. <i>Verwerflich,</i> das ist [das Essen] außerhalb des Raumes. <i>Soll es sein,</i> dies lehrt, daß sie miteinander vereinigt<sup>446</sup><i class=""footnote"">fn1066,Zum erforderlichen Quantum einer Olive; wenn man eine halbe Olive außerhalb der Frist u. eine halbe außerhalb des Raumes zu essen beabsichtigt, so ist das Opfer untauglich; cf. infra Fol. 29b.</i>werden. <i>Die Person, die davon ißt,</i> dies<sup>447</sup><i class=""footnote"">fn1067,Die Strafandrohung.</i>bezieht sich auf eines und nicht auf beides, und zwar auf [das Essen] außerhalb der Frist, denn es ist durch [das Wort] <i>Schuld</i> vom Übriggebliebenen zu folgern, dem es hinsichtlich der Frist und des Privataltars gleicht. R. Papa sprach zu Raba: Wofür ist nach dir<sup>448</sup><i class=""footnote"">fn1068,Wenn beides aus Lev. 7,18 entnommen wird.</i>[das Wort] <i>dritten</i> im Abschnitte ‘Heilig sollt ihr sein’ zu verwenden? – Dieses deutet auf die Dreifachheit des Raumes: durch das Blut, das Fleisch und die Opferteile<sup>449</sup><i class=""footnote"">fn1069,Wenn man beabsichtigt hat, das Fleisch außerhalb des Tempelhofes zu essen, wo das Sprengen des Blutes, das Essen des Fleisches u. die Aufräucherung der Opferteile verboten sind; hat man aber beabsichtigt es im Innern des Tempels zu essen, wo zwar das Essen des Fleisches u, die Aufräucherung der Opferteile, aber nicht das Blutsprengen verboten ist, so ist es nicht untauglich.</i>. – Dies geht ja schon aus dem ersten Schriftverse hervor: <i>wenn gegessen tuer den sollte,</i> wo der Allbarmherzige das Wort <i>dritten</i> gebraucht!? R. Aši sagte: Ich trug folgendes R. Mathna vor : wenn nur dieser, so könnte man auslegen : <i>dritten,</i> speziell<sup>450</sup><i class=""footnote"">fn1070,Nur ein Ort der Dreifachheit, außerhalb des Tempelhofes.</i>, <i>verwerflich,</i> generell, und dies wäre eine Hinzufügung des Generellen zum Speziellen, wonach auch andere Orte einzuschließen wären, so lehrt er uns."
Zevachim 29a:2,"Die Rabbanan lehrten: <i>Wenn gegessen werden sollte vom Fleische der Schlachtung seines Heilsopfers;</i> hierzu sagte R. Elie͑zer: Neige dein Ohr, es zu hören: die Schrift spricht von dem Falle, wenn man<sup>451</sup><i class=""footnote"">fn1071,Bei der Herrichtung des Opfers.</i>beabsichtigt, vom Opfer am dritten Tage zu essen. Vielleicht ist dem nicht so, sondern von dem Falle, wenn man am dritten Tage vom Opfer ißt? Ich will dir sagen: sollte [das Opfer] denn, wenn es bereits tauglich<sup>452</sup><i class=""footnote"">fn1072,Durch das Blutsprengen, wodurch auch die Sühne erlangt wird.</i>war, nachher untauglich werden!? R. A͑qiba sprach zu ihm: Wir finden dies ja auch bei männlichen und weiblichen Flußbehafteten<sup>453</sup><i class=""footnote"">fn1073,Nach Ablauf der Unreinheitsdauer beginnen die Tage der Reinheit; wenn sie aber nach 4 oder 5 Tagen Fluß bemerken, so sind sie rückwirkend unrein.</i>und bei der Flußverdächtigen<sup>454</sup><i class=""footnote"">fn1074,Die ebenfalls ev. rückwirkend unrein ist.</i> ; diese befinden sich im Zustande der Reinheit, sobald sie aber [Fluß] bemerken, ist dies hinfällig; ebenso hast du dich nicht darüber zu wundern, wenn es, nachdem es tauglich war, zurück untauglich wird. Jener erwiderte: Es heißt: <i>der darbringt,</i> es wird nur bei der Darbringung untauglich, nicht aber am dritten [Tage], Wenn man aber sagen wollte, unter <i>darbringt</i> sei der darbringende Priester<sup>455</sup><i class=""footnote"">fn1075,Er werde dadurch untauglich.</i>zu verstehen, so heißt es <i>es,</i> die Schrift spricht demnach vom Opfer und nicht vom Priester. Ben A͑zaj erklärte: <i>Es,</i> worauf deutet dies? Da es heißt:<sup>456</sup><i class=""footnote"">fn1076,Dt. 23,22.</i><i>du sollst nicht versäumen es einzulösen,</i> so könnte man glauben, auch das versäumt [eingelöste] Gelübde mache nicht wohlgefällig, so heißt es <i>es,</i> nur dieses macht nicht wohlgefällig, wohl aber macht das versäumt dargebrachte Gelübde wohlgefällig. Andere erklären: <i>Es soll nicht angerechnet werden,</i> es wird durch das Rechnen<sup>457</sup><i class=""footnote"">fn1077,Wenn man bei der Herrichtung rechnet, davon nach Ablauf der Frist zu essen.</i>untauglich, nicht aber wird es durch den dritten [Tag] untauglich. – Woher entnimmt Ben A͑zaj, daß die Schrift vom Opfer und nicht vom Priester spricht? – Wenn du willst, sage ich, er entnehme dies aus [der Auslegung] der Anderen; wenn du aber willst, sage ich, aus den Worten: <i>nicht wohlgefällig,</i> denn das Opfer ist es, was wohlgefällig macht. – Wieso entnimmt Ben A͑zaj die Lehre, daß nur dieses nicht wohlgefällig mache, nicht aber das versäumt dargebrachte Gelübde, hieraus, dies geht ja aus einer Lehre der Anderen hervor !? Es wird nämlich gelehrt : Andere sagen : Man könnte glauben, das Erstgeborene gleiche,"
Zevachim 29b:1,"wenn das Jahr<sup>458</sup><i class=""footnote"">fn1078,Dieses muß im ersten Lebensjahre dargebracht werden.</i>verstrichen ist, untauglich gewordenen<sup>459</sup><i class=""footnote"">fn1079,Durch Gebrechen.</i>Opfern und sei untauglich, so heißt es :<sup>460</sup><i class=""footnote"">fn1080,Dt. 14,23.</i><i>du sollst vor dem Herrn, deinem Gott, essen &c. den Zehnten deines Getreides &c. [und das Erstgeborene &c.].</i> Er vergleicht das Erstgeborene mit dem Zehnten : wie der Zehnt nicht von einem Jahre zum anderen untauglich wird, ebenso wird auch das Erstgeborene nicht von einem Jahre zum anderen untauglich!? – Dies<sup>461</sup><i class=""footnote"">fn1081,Die Folgerung aus dem W.e ‘es’.</i>ist nötig; man könnte glauben, dies gelte nur vom Erstgeborenen, das nicht wohlgefällig zu machen hat, Opfer aber, die wohlgefällig zu machen haben, machen nicht<sup>462</sup><i class=""footnote"">fn1082,Wenn man sie verspätet dargebracht hat.</i>wohlgefällig, so lehrt er uns. – Aber dies ist ja auch aus folgendem zu entnehmen :<sup>456</sup><i class=""footnote"">fn1076,Dt. 23,22.</i><i>es haftet eine Sünde an dir,</i> nicht aber haftet eine Sünde an deinem Opfer<sup>463</sup><i class=""footnote"">fn1083,Es wird nicht untauglich, wenn es verspätet dargebracht worden ist.</i>!? – Dies deutet darauf: <i>es haftet eine Sünde an dir,</i> nicht aber haftet eine Sünde an deiner Frau. R. Elea͑zar, nach anderen R. Joḥanan, sagte nämlich: Einem Menschen stirbt seine Frau nur deshalb, weil man von ihm Geld zu verlangen, und er keines hat, denn es heißt :<sup>464</sup><i class=""footnote"">fn1084,Pr. 22,27.</i><i>warum soll man dir das Lager unter dir wegnehmen, wenn du nicht bezahlen kannst.</i> Man könnte somit glauben, sie sterbe auch wegen der Sünde des Versäumens, so lehrt er uns."
Zevachim 29b:2,"«Andere erklären, es wird nur durch das Rechnen untauglich, nicht aber wird es durch den dritten [Tag] untauglich.» Wofür verwendet R. Eliezer [die Worte] <i>es soll nicht angerechnet werden</i>? – Diese verwendet er für eine Lehre R. Jannajs, denn R. Jannaj sagte : Woher, daß die Beabsichtigungen<sup>445</sup><i class=""footnote"">fn1065,Wodurch das Opfer ungültig u. die Verwerflichkeit aufgehoben wird. Die W.e <span dir=""rtl"">לא יחשב</span> werden als Imperativ aufgefaßt: es soll nicht gedacht, beabsichtigt werden.</i>einander aufheben? Es heißt: <i>es soll nicht angerechnet</i> <i>werden,</i> es dürfen keine anderen Beabsichtigungen hinzukommen. R. Mari aber lehrte : R. Jannaj sagte : Woher, daß, wenn jemand bei den Opfern Unzulässiges beabsichtigt, er zu geißeln ist? Es heißt: <i>es soll nicht angerechnet</i><sup>465</sup><i class=""footnote"">fn1085,Als Imperativ : er soll nicht rechnen, dh. keine [unzulässigen] Bestimmungen treffen; auf die Übertretung eines Verbotes ist die Geißelung gesetzt.</i><i>werden.</i> R. Aši sprach zu R. Mari: Dies ist ja ein Verbot, wobei keine Tätigkeit ausgeübt wird, und wegen eines Verbotes, wobei keine Tätigkeit ausgeübt wird, ist ja nicht zu geißeln!? Dieser erwiderte : Nach R. Jehuda, welcher sagt, wegen eines Verbotes, durch welches keine Tätigkeit ausgeübt wird, sei zu geißeln."
Zevachim 29b:3,"<sup>iii</sup> <b>D</b><small>IE</small> R<small>EGEL HIERBEI IST: WENN MAN SCHLACHTET,</small> [<small>DAS</small> B<small>LUT</small>] <small>AUFNIMMT, HINBRINGT ODER SPRENGT IN DER</small> A<small>BSICHT, AUSSERHALB DES</small> R<small>AUMES EINE</small> O<small>LIVE VON DEM, WAS ZU ESSEN</small><sup>466</sup><i class=""footnote"">fn1086,Das Fleisch.</i><small>IST, ZU ESSEN, ODER VON DEM, WAS AUFZURÄUCHERN</small><sup>467</sup><i class=""footnote"">fn1087,Die Opferteile.</i><small>IST, AUFZURÄUCHERN, SO IST ES UNTAUGLICH, UND MAN VERFÄLLT NICHT DER</small> A<small>USROTTUNG ; WENN ABER AUSSERHALB DER</small> F<small>RIST, SO IST ES VERWERFLICH, UND MAN VERFÄLLT DER</small> A<small>USROTTUNG, NUR MUSS DIE</small> D<small>ARBRINGUNG DES</small> E<small>RLAUBTMACHENDEN NACH</small> V<small>ORSCHRIFT ERFOLGT</small><sup>468</sup><i class=""footnote"">fn1088,Wenn das Blutsprengen, wodurch das Opfer, der Genuß des Fleisches, erlaubt wird, nicht durch irgend einen Umstand ungültig geworden ist.</i><small>SEIN</small> <sup>iv</sup>. A<small>UFWELCHE</small> W<small>EISE ERFOLGT DIE</small> D<small>ARBRINGUNG DES</small> E<small>RLAUBTMACHENDEN NACH</small> V<small>ORSCHRIFT?</small> H<small>AT MAN STILLSCHWEIGEND GESCHLACHTET UND AUSSERHALB DER</small> F<small>RIST</small><sup>469</sup><i class=""footnote"">fn1089,Dh. wenn man während dieser Verrichtung beabsichtigt hat, davon außerhalb der Frist bezw. außerhalb des Raumes zu essen.</i>[<small>DAS</small> B<small>LUT</small>] <small>AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, ODER AUSSERHALB DER</small> F<small>RIST GESCHLACHTET</small><sup>469</sup><i class=""footnote"">fn1089,Dh. wenn man während dieser Verrichtung beabsichtigt hat, davon außerhalb der Frist bezw. außerhalb des Raumes zu essen.</i><small>UND STILLSCHWEIGEND</small> [<small>DAS</small> B<small>LUT</small>] <small>AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, ODER AUSSERHALB DER</small> F<small>RIST GESCHLACHTET,</small> [<small>DAS</small> B<small>LUT</small>] <small>AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, SO IST DIE</small> D<small>ARBRINGUNG DES</small> E<small>RLAUBTMACHENDEN NACH</small> V<small>ORSCHRIFT</small><sup>470</sup><i class=""footnote"">fn1090,Hierbei war nur eine unzulässige Absicht u. wurde durch eine andere nicht aufgehoben.</i><small>ERFOLGT.</small> A<small>UF WELCHE</small> W<small>EISE ERFOLGT DIE</small> D<small>ARBRINGUNG DES</small> E<small>RLAUBTMACHENDEN NICHT NACH</small> V<small>ORSCHRIFT?</small> H<small>AT MAN AUSSERHALB DES</small> R<small>AUMES GESCHLACHTET UND AUSSERHALB DER</small> F<small>RIST</small> [<small>DAS</small> B<small>LUT</small>] <small>AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, ODER AUSSERHALB DER</small> F<small>RIST GESCHLACHTET UND AUSSERHALB DES</small> R<small>AUMES</small> [<small>DAS</small> B<small>LUT</small>] <small>AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, ODER AUSSERHALB DES</small> R<small>AUMES</small> (<small>UND DER</small> F<small>RIST</small>) <small>GESCHLACHTET</small>, [<small>DAS</small> B<small>LUT</small>] <small>AUFGENOMMEN, HINGEBRACHT UND GESPRENGT</small><sup>471</sup><i class=""footnote"">fn1091,Durch die Untauglichkeit des Opfers (durch die Absicht, außerhalb des Raumes zu essen, bezw. die Herrichtung auf anderen Namen) wird die Verwerflichkeit aufgehoben.</i>, <small>ODER DAS</small> P<small>ESAḤOPFER ODER DAS</small> S<small>ÜNDOPFER AUF EINEN ANDEREN</small> N<small>AMEN GESCHLACHTET UND</small> [<small>DAS</small> B<small>LUT</small>] <small>AUSSERHALB DER</small> F<small>RIST AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, ODER SIE AUSSERHALB DER</small> F<small>RIST GESCHLACHTET UND</small> [<small>DAS</small> B<small>LUT</small>] <small>AUF EINEN ANDEREN</small> N<small>AMEN AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, ODER SIE AUF EINEN ANDEREN</small> N<small>AMEN GESCHLACHTET, DAS</small> B<small>LUT AUFGENOMMEN, HINGEBRACHT UND GESPRENGT, SO IST DIE</small> D<small>ARBRINGUNG DES</small> E<small>RLAUBTMACHENDEN NICHT NACH</small> V<small>ORSCHRIFT ERFOLGT.</small> [B<small>EABSICHTIGT MAN</small>] <small>EINE</small> O<small>LIVE</small><sup>472</sup><i class=""footnote"">fn1092,Ein olivengroßes Stück, Mindestquantum, durch welches das Opfer untauglich od. verwerflich wird.</i><small>AUSSERHALB UND EINE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE, ODER EINE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE UND EINE</small> O<small>LIVE AUSSERHALB, ODER EINE HALBE</small> O<small>LIVE AUSSERHALB UND EINE HALBE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE, ODER EINE HALBE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE UND EINE HALBE</small> O<small>LIVE AUSSERHALB ZU ESSEN, SO IST ES UNTAUGLICH, UND MAN VERFÄLLT NICHT DER</small> A<small>USROTTUNG</small>. R. J<small>EHUDA SAGTE</small> : D<small>IE</small> R<small>EGEL HIERBEI IST : WENN DIE</small> A<small>BSICHT HINSICHTLICH DER</small> F<small>RIST DER</small> A<small>BSICHT HINSICHTLICH DES</small> R<small>AUMES VORANGING, SO IST ES VERWERFLICH</small><sup>473</sup><i class=""footnote"">fn1093,Die spätere unzulässige Absicht (hinsichtl. des Raumes) hebt die Verwerflichkeit nicht auf; wenn sie aber vorher erfolgt ist, so tritt die Verwerflichkeit nicht ein.</i>, <small>UND MAN VERFÄLLT DER</small> A<small>USROTTUNG, UND WENN DIE</small> A<small>BSICHT HINSICHTLICH DES</small> R<small>AUMES DER</small> A<small>BSICHT HINSICHTLICH DER</small> F<small>RIST VORANGING, SO IST ES UNTAUGLICH</small><sup>473</sup><i class=""footnote"">fn1093,Die spätere unzulässige Absicht (hinsichtl. des Raumes) hebt die Verwerflichkeit nicht auf; wenn sie aber vorher erfolgt ist, so tritt die Verwerflichkeit nicht ein.</i>, <small>UND MAN VERFÄLLT NICHT DER</small> A<small>USROTTUNG.</small> D<small>IE</small> W<small>EISEN SAGEN, IN BEIDEN</small> F<small>ÄLLEN SEI ES UNTAUGLICH, UND MAN VERFALLE NICHT DER</small> A<small>USROTTUNG.</small> [B<small>EABSICHTIGT MAN</small>] <small>EINE HALBE</small> O<small>LIVE ZU ESSEN</small><sup>474</sup><i class=""footnote"">fn1094,Außerhalb der Frist od. des Raumes.</i><small>UND EINE HALBE</small> O<small>LIVE AUFZURÄUCHERN, SO IST ES TAUGLICH, DENN DAS</small> E<small>SSEN UND DAS</small> A<small>UFRÄUCHERN WERDEN NICHT VEREINIGT</small><sup>475</sup><i class=""footnote"">fn1095,In beiden Fällen ist das erforderliche Quantum nicht vorhanden u. das Opfer wird nicht untauglich.</i>."
Zevachim 29b:4,"GEMARA. Ilpha sagte: Sie streiten<sup>476</sup><i class=""footnote"">fn1096,Über den Fall, wenn man die Absicht hat, eine Olive außerhalb der Frist u. eine außerhalb des Raumes zu essen.</i>nur bei zwei Verrichtungen<sup>477</sup><i class=""footnote"">fn1097,Wenn die Absicht hinsichtlich der einen während der einen Verrichtung u. hinsichtl. der anderen während einer anderen Verrichtung erfolgt ist.</i>, bei einer Verrichtung aber stimmen alle überein, daß dies eine Vermischung der Beabsichtigungen<sup>478</sup><i class=""footnote"">fn1098,Die Verwerflichkeit ist auch nach RJ. aufgehoben.</i>sei. R. Joḥanan aber sagt, sie streiten auch bei einer Verrichtung. – Einleuchtend ist die Erklärung Ilphas, denn wenn die erste Lehre von zwei Verrichtungen spricht, spricht auch die andere von zwei Verrichtungen, nach R. Joḥanan aber spricht die erste Lehre von zwei Verrichtungen und die andere von einer Verrichtung!? – Allerdings, die erste Lehre spricht von zwei Verrichtungen und die andere"
Zevachim 30a:1,"sowohl von einer Verrichtung als auch von zwei Verrichtungen. – Wir haben gelernt: R. Jehuda sagte: Die Regel hierbei ist: wenn die Absicht hinsichtlich der Frist der Absicht hinsichtlich des Raumes voranging, so ist es verwerflich, und man verfällt der Ausrottung. Erklärlich ist diese Regel nach R. Joḥanan<sup>479</sup><i class=""footnote"">fn1099,Sie schließt auch den Fall ein, wenn dies während einer Verrichtung erfolgt ist.</i>, welche Bedeutung aber hat diese Regel nach Ilpha<sup>480</sup><i class=""footnote"">fn1100,Wenn er nur hinsichtlich des einen Falls streitet, so schließt ja die Regel nichts weiter ein.</i> !? – Dies ist ein Einwand."
Zevachim 30a:2,"Dort haben wir gelernt: [Sagte jemand:] dieses sei Eingetauschtes auf das Brandopfer, Eingetauschtes auf das Heilsopfer, so ist es Eingetauschtes auf das Brandopfer<sup>481</sup><i class=""footnote"">fn1101,Mit dem 1. Satz ist der Eintausch gültig u. das Vieh heilig, u. ein solches kann keine weitere Heiligkeit annehmen.</i> – so R. Meír; R. Jose sprach: Hat er es<sup>482</sup><i class=""footnote"">fn1102,Beides einzutauschen.</i>von vornherein beabsichtigt, so sind, da man nicht zwei Namen gleichzeitig aussprechen<sup>483</sup><i class=""footnote"">fn1103,Nur aus diesem Grunde nannte er zuerst das eine u. erst nachher das andere.</i>kann, seine Worte gültig<sup>484</sup><i class=""footnote"">fn1104,Das Vieh ist zu halten, bis es ein Gebrechen bekommt u. zur Opferung untauglich ist, sodann zu verkaufen u. der Erlös für beide Opfer zu verwenden.</i>, wenn er aber, nachdem er ‘Eingetauschtes auf das Brandopfer’ gesagt hat, sich überlegt und ‘Eingetauschtes auf das Heilsopfer’ sagt, so ist es Eingetauschtes eines Brandopfers. Sie fragten: Wie ist es, wenn er gesagt hat: dieses sei auf das Brandopfer und das Heilsopfer<sup>485</sup><i class=""footnote"">fn1105,Ob bei einer solchen Fassung, wo beides in einem Satze genannt wird, RM. beipflichte, daß beides gültig sei.</i>eingetauscht? Wie ist es, wenn er ‘zur Hälfte’ gesagt<sup>486</sup><i class=""footnote"">fn1106,Eine Hälfte auf das Brandopfer u. eine Hälfte auf das Heilsopfer.</i>hat? Abajje erwiderte: Diesbezüglich pflichtet R. Meír entschieden bei. Raba erwiderte: Auch hierüber streiten sie. Raba sprach zu Abajje: Wieso sagst du, R. Meír pflichte diesbezüglich entschieden bei, beim Schlachten<sup>487</sup><i class=""footnote"">fn1107,Eines Opfers, wenn man hierbei beabsichtigt, eine Olive außerhalb der Frist und eine außerhalb des Raumes zu essen.</i>gleicht es ja dem Falle von der Teilung<sup>488</sup><i class=""footnote"">fn1108,Da er durch die 2. unzulässige Absicht nicht von der ersten zurücktritt.</i>, dennoch streiten<sup>489</sup><i class=""footnote"">fn1109,Wie weiter erörtert wird, vertritt RM. die Ansicht R. Jehudas, daß die erste Beschlußfassung bestehen bleibe.</i>sie!? Dieser erwiderte: Du glaubst wohl, das Schlachten erlange Gültigkeit erst mit der Beendigung<sup>490</sup><i class=""footnote"">fn1110,Beide Beschlußfassungen treffen dann zusammen.</i>, das Schlachten hat Gültigkeit von Beginn bis zur Beendigung, und unsere Mišna spricht von dem Falle, wenn er gesagt hat: das erste Halsgefäß<sup>491</sup><i class=""footnote"">fn1111,Beim Schlachten müssen beide Halsgefäße, die Luftröhre u. die Speiseröhre, durchschnitten werden.</i>außerhalb der Frist und das zweite Halsgefäß außerhalb des Raumes<sup>492</sup><i class=""footnote"">fn1112,Dies gleicht dem oben gelehrten Falle von 2 verschiedenen, von einander getrennten Beschlußfassungen.</i>. – Beim Abhäufen<sup>493</sup><i class=""footnote"">fn1113,Beim Abheben des Haufens vom Speisopfer.</i>gleicht es ja der Teilung, dennoch streiten<sup>494</sup><i class=""footnote"">fn1114,Cf. Men. Fol. 12a.</i>sie!? – Da handelt es sich ebenfalls um den Fall, wenn er gesagt hat: den Haufen von der Speise außerhalb der Frist, den Haufen Weihrauch außerhalb des Raumes. – Beim Haufen des Speise-Sündöpfers kommt ja kein Weihrauch hinzu, dennoch streiten sie!? – Sie streiten nicht. R. Asi sagte: Wenn du sagen willst, daß sie wohl streiten, so streiten sie über die Schritte<sup>495</sup><i class=""footnote"">fn1115,Wenn er die unzulässigen Absichten beim Hinbringen gehegt hat, hinsichtlich der Frist bei einem Schritte u. hinsichtlich des Raumes bei einem anderen; dies gleicht dem Falle von 2 getrennten Beschlußfassungen.</i>. R. Simi b. Aši lehrte wie Abajje und R. Hona b. Nathan lehrte wie Raba."
Zevachim 30a:3,"Als R. Dimi kam, sagte er: R. Meír lehrte dies nach der Ansicht R. Jehudas, welcher sagt, man richte sich nach der ersten Fassung. Es wird nämlich gelehrt: R. Jehuda sagte: Die Regel hierbei ist: wenn die Absicht hinsichtlich der Frist der Absicht hinsichtlich des Raumes voranging, so"
Zevachim 30b:1,"ist es verwerflich, und man verfällt der Ausrottung. Abajje sprach zu ihm: Rabba b. Bar Ḥana sagte ja aber im Namen R. Joḥanans, wenn man R. Meír und R. Jose näher bringt, streiten sie nicht<sup>496</sup><i class=""footnote"">fn1116,Auch RM. ist nicht der Ansicht R. Jehudas.</i>!? – Streiten sie etwa nicht, sie streiten ja!? Dieser erwiderte: Sie streiten über das, worüber sie den Streit führen, und sie streiten nicht über das, worüber sie keinen<sup>497</sup><i class=""footnote"">fn1117,Ob die erste Beschlußfassung gültig sei; beide streiten gegen R. Jehuda.</i>Streit führen. R. Jiçḥaq b. Joseph sagte nämlich im Namen R. Joḥanans: Alle stimmen überein, daß, wenn er gesagt hat: es sei auf das eine, und nachher: es sei auf das andere eingetauscht, es nicht eingetauscht sei, und wenn: der eine Tausch sei nur dann gültig, wenn der andere gültig ist, es eingetauscht<sup>498</sup><i class=""footnote"">fn1118,Zur Hälfte; vgl. S. 103 Anm. 484.</i>sei, sie streiten nur über den Fall, wenn er gesagt hat: eingetauscht auf das Brandopfer, eingetauscht auf das Heilsopfer. R. Meír ist der Ansicht, da er sagen sollte : eingetauscht auf das Brandopfer und das Heilsopfer, aber gesagt hat: eingetauscht auf das Brandopfer, eingetauscht auf das Heilsopfer, so ist zu ersehen, daß er zurücktreten wollte; R. Jose aber ist der Ansicht, hätte er gesagt: eingetauscht auf das Brandopfer und das Heilsopfer, so wäre dies zu verstehen, die Hälfte auf das Brandopfer und die Hälfte auf das Heilsopfer, daher sagte er: eingetauscht auf das Brandopfer, eingetauscht auf das Heilsopfer, das heißt: das ganze auf das Brandopfer, das ganze auf das Heilsopfer. Jener entgegnete: Er sagt, sie streiten darüber<sup>499</sup><i class=""footnote"">fn1119,Über die erste Beschlußfassung.</i>nicht, ich aber sage, sie streiten wohl."
Zevachim 30b:2,"U͑la, nach anderen R. Oša͑ja, sprach: Wissen vielleicht die Genossen in Babylonien, ob es in unserer Mišna ‘Olive, Olive’ oder ‘Olive und Olive’<sup>500</sup><i class=""footnote"">fn1120,In dem in der Mišna gelehrten Fall, über den RJ. u. die Weisen streiten; nach der 1. Lesart sind es 2 von einander getrennte Sätze, nach der 2. gehören sie zusammen.</i>heißt? Heißt es ‘Olive, Olive’, wenn aber ‘Olive und Olive’, sind alle der Ansicht, daß dies eine Vereinigung der Bestimmungen sei, oder aber heißt es ‘Olive und Olive’, sogar dies gilt nach R. Jehuda als geteilt, und um so mehr, wenn ‘Olive, Olive’. – Komm und höre: Levi fragte Rabbi, wie es denn<sup>501</sup><i class=""footnote"">fn1121,Nach RJ.</i>sei, wenn man beabsichtigt hat, am folgenden Tage eine Olive außerhalb zu essen, und dieser erwiderte ihm: das ist eine bedeutende Frage; dies ist eine Vermischung der Bestimmungen. Hierauf sprach R.Šimo͑n b. Rabbi vor ihm: Dies ist ja unsere Mišna: [beabsichtigt man] eine Olive außerhalb und eine Olive am folgenden Tage, oder eine Olive am folgenden Tage und eine Olive außerhalb, oder eine halbe Olive außerhalb und eine halbe Olive am folgenden Tage, oder eine halbe Olive am folgenden Tage und eine halbe Olive außerhalb zu essen, so ist es untauglich und man verfällt nicht der Ausrottung. Anders aber<sup>502</sup><i class=""footnote"">fn1122,Wenn man beabsichtigt hat, dasselbe Stück außerhalb der Frist u. des Raumes zu essen.</i>ist es eine Vermischung der Beabsichligungen!? Jener erwiderte: Er richtete an mich eine wissenschaftliche Frage, und du erwiderst, dies sei unsere Mišna; dich lehrte ich beides<sup>503</sup><i class=""footnote"">fn1123,Beide Lesarten, ‘Olive, Olive’ u. ‘Olive und Olive’, daß nämlich RJ. seine Ansicht in beiden Fällen vertrete.</i>, daher ist dir dies nicht fraglich, ihn aber lehrte ich nur eines, und da er die Jünger beides lernen hörte, so war es ihm fraglich, ob das, was ich ihn lehrte, genau zu nehmen sei, während es im von ihnen gelernten Falle eine Vermischung der Beabsichtigungen sei, oder das von ihnen gelernte genau zu nehmen sei, während ich das eine nur fortgelassen habe, und wenn ich ihm dies fortgelassen habe, so kann ich ihnen jenes fortgelassen haben. Welche Lesart lehrte er ihn nun, wollte man sagen, ‘Olive und Olive’, so ist ja jenes<sup>503</sup><i class=""footnote"">fn1124,Der Fall, wenn er beide Sätze durch die Verbindungspartikel nicht verbunden hat.</i>keine Fortlassung<sup>504</sup><i class=""footnote"">fn1125,Es ist selbstverständlich, daß es in diesem Falle nach RJ. 2 Sätze sind.</i>; wahrscheinlich lehrte er ihn ‘Olive, Olive’. – Sollte er ihn doch über ‘Olive und Olive’ gefragt haben!? – Er dachte: ich werde ihn über eines fragen, und [aus seiner Antwort] beides entnehmen. Frage ich nur über ‘Olive und Olive’, so gilt dies allerdings, wenn er mir entscheidet, es gehöre zusammen, um so mehr [von der Wendung], ‘eine Olive am folgenden Tage außerhalb des Raumes’ ; wenn er mir aber entscheidet, dies sei zu trennen, so bleibt es fraglich, wie es denn sei, wenn man ‘eine Olive am folgenden Tage außerhalb des Raumes’ [gesagt hat]. – Aber auch jetzt<sup>505</sup><i class=""footnote"">fn1126,Wenn er ihn über den letztgenannten Fall fragt.</i>gilt dies ja allerdings, wenn er entscheidet, [die Wendung] ‘eine Olive am folgenden Tage außerhalb des Raumes’ gelte als getrennt, um so mehr von ‘Olive und Olive’, wenn er aber entscheidet, es gehöre zusammen, so bleibt es ja noch hinsichtlich ‘Olive und"
Zevachim 31a:1,"Olive’ fraglich!? – Dann<sup>506</sup><i class=""footnote"">fn1127,Wenn er der Ansicht ist, ‘Olive und Olive’ gehören zusammen.</i>könnte er<sup>507</sup><i class=""footnote"">fn1128,Bei seiner Antwort hinsichtlich des Falles, wenn man gesagt hat: eine Olive am folgenden Tage außerhalb des Raumes.</i>ärgerlich werden: wenn ‘Olive und Olive’ zusammen<sup>508</sup><i class=""footnote"">fn1129,Da er ihn nur die Lesart ‘Olive, Olive’ lehrte.</i>gehören, um wieviel mehr [bei der Wendung] ‘eine Olive am folgenden Tage außerhalb des Raumes’."
