siman,seif,responsa,text
27,1,"(ש""ך סק""ב)","@11(השמטה:) בדברי רבינו אצל הדבור הוי חזקה בכולו. @33(מצאתי וז""ל) וגם בלא""ה יש לומר דכל הבהמה הוי בחזקת איסור היינו דראוי לומר שלא נשחטה כראוי בדי שנשאר אמ""ה זמן יותר דנשארה באיסורה בשעת פרכוס עד שתמות. וגם אלו באת לאכלו בעודה מפרכסת היינו דנין דהוי חזקה שלא נשחטה כראוי ואסור עתה משום אמ""ה בחזקה הראשונה ממילא כיון שכבר היינו דנין מכח החזקה בשעת הפרכוס דלא נשחטה כראוי ממילא גם אחר שתמות ממש א""א לחזור ולדון דנשחטה כראוי וכו': "
28,3,"(ש""ך סק""י) וא""י לקבל הדם בכלי. קשה לי הא כה""ג אסור משום ביטול כלי מהיכנו ע' ש""ע א""ח (סי' רס""ה) ואולי י""ל דבא לומר אף אם יש לו כלי מחובר לקרקע דכה""ג הי' ראוי לשחוט ע""ג כלי זה דלא נקרא ביטול כלי מהיכנו כיון דבלא""ה הכלי מחובר וא""א לטלטלו בשבת וע' מג""א (סי' של""ה סק""ד) מוכח דס""ל דאף בשופך לתוך כלי מחובר מקרי ביטול כלי מהיכנו [אבל כבר כתבתי שם על הגליון דזה דברי תימה] ואולי י""ל דמשום מצות כיסוי מותר לבטל כלי מהיכנו ע' רש""י שבת (דף קנ""ה ע""ב) ומג""א (סימן (רס""ג) [רס""ו]) ועדיין צ""ע דדלמא הכא גרע דבעידן דעובר על ביטול כלי מהיכנו עדיין אינו מקיים מצות כיסוי וגם הוא ספק חיוב כיסוי:","@88(סי' כ""ח ש""ך סק""י) @11וא""י לקבל הדם בכלי. @33קשה לי הא כה""ג אסור משום ביטול כלי מהיכנו ע' ש""ע א""ח (סי' רס""ה) ואולי י""ל דבא לומר אף אם יש לו כלי מחובר לקרקע דכה""ג הי' ראוי לשחוט ע""ג כלי זה דלא נקרא ביטול כלי מהיכנו כיון דבלא""ה הכלי מחובר וא""א לטלטלו בשבת וע' מנ""א (סי' של""ה סק""ד) מוכח דס""ל דאף בשופך לתוך כלי מחובר מקרי ביטול כלי מהיכנו וצ""ע. ואולי י""ל דמשום מצות כיסוי מותר לבטל כלי מהיכנו ע' רש""י שבת (דף קנ""ה ע""ב) ומג""א (סימן רס""ג) ועדיין צ""ע דדלמא הכא גרע דבעידן דעובר על ביטול כלי מהיכנו עדיין אינו מקיים מצות כיסוי וגם הוא ספק חיוב כיסוי "
28,5,"(ש""ך סקי""ב) אבל בדיעבד. לענ""ד הא שם באמת לא נתקיים מצות כיסוי אלא כיון דהדם מכוסה אין חיוב לכסות ומה""ט אם חזר ונתגלה חייב לכסות וא""כ ה""נ י""ל דאם לא נתן העפר מלמטה אינו מחוייב לכסות אבל מ""מ אם חזר ונתגלה חייב לכסות וא""כ ונתן הוא דוקא דמצות כיסוי הוא דוקא בנתן הוא ה""נ י""ל דהיכי במצא עפר תיחוח ושחט עליה דלא קיים מצות כיסוי ואם נתגלה כיון דדם מגולה חיוב עליו לכסות והיכי דצריך לגרור הדם וליתן עפר למטה כדין כיסוי ובפשוטו הא נ""מ בשחט ע""ג עפר תיחוח אם צריך לגרור הדם וליתן עפר תיחוח וכל שהדם מגולה וחייב לכסות חייב בנתינת עפר למטה ודמי ממש ללא היה עפר למטה דצריך לגרור כדאיתא בסעיף ז'. ה""נ לדעת הא' בהי' עפר תיחוח מעצמו למטה הוי כאין עפר כלל למטה:","לענ""ד הא שם באמת לא נתקיים מצות כיסוי אלא כיון דהדם מכוסה אין חיוב לכסות ומה""ט אם חזר ונתגלה חייב לכסות וא""כ ה""נ י""ל דאם לא נתן העפר מלמטה אינו מחוייב לכסות אבל מ""מ אם חזר ונתגלה חייב לכסות וא""כ ונתן הוא דוקא דמצות כיסוי הוא דוקא בנתן הוא ה""נ י""ל דהיכי במצא עפר תיחוח ושחט עליה דלא קיים מצות כיסוי ואם נתגלה כיון דדם מגולה חיוב עליו לכסות והיכי דצריך לגרור הדם וליתן עפר למטה כדין כיסוי ובפשוטו הא נ""מ בשחט ע""ג עפר תיחוח אם צריך לגרור הדם וליתן עפר תיחוח וכל שהדם מגולה וחייב לכסות חייב בנתינת עפר למטה ודמי ממש ללא היה עפר למטה דצריך לגרור כדאיתא בסעיף ז'. ה""נ לדעת הא' בהי' עפר תיחוח מעצמו למטה הוי כאין עפר כלל למטה:"
28,7,"(סעיף ז') צריך לגרור הדם. זהו מדברי הרשב""א שלמד כן מההיא דדם שעל הסכין דמבואר בסוגי' דגריר לה וההיא דסעיף י""ד שחט בהמה ואח""כ חי' חייב לכסות ומבואר דסוגיין דמכסה רק למעלה ול""צ לגרור זהו באמת קושי' תוס' והניחו בקושי' וע' בש""ך סק""כ ולעד""נ די""ל דבאמת דינו שוה והיינו למ""ש הרא""ה הא דפשיטא ליה להש""ס דדם שעל הסכין צריך גרירה. משום דל""ש ענין כיסוי על הסכין ולא יקשה לו דבכיסה בלא עפר תיחוח א""צ לגרור כיון דראוי לבילה ומש""ה בשחט בהמה ואח""כ חי' א""צ לגרור אלא דפרכי' על קדשים דבאת לפטור לגמרי כיון דליכא עפר למטה ואינו ראוי לבילה ע""ז פרכי' דמ""מ לגרור כמו בדם שעל הסכין דל""ש כיסוי על הסכין וגורר ומכסה ולשיטת הרשב""א די""ל דעל הסכין שייך ג""כ כיסוי אלא דדיוקא דהש""ס מלשון חייב לכסות ולא קתני מכסהו בעפר ולכאורה קשה הא הך דיוקא מצי למידק ג""כ מגופא דברייתא דבהמה ואח""כ חי' דקתני ג""כ חייב לכסות ונ""ל דהדיוק רק מדלא קתני מכסהו בעפר שלא נטעה דבעי' גרירה משום עפר דלמטה אבל מברייתא דשחט בהמה י""ל דסמך אמאי דקתני חי' ואח""כ בהמה פטור מלכסות ול""צ גרירא א""כ מוכח דבהמה ואח""כ חיה דחייב היינו בלא גרירא ואי דחי' ואח""כ בהמה הטעם משום דהוי ככסהו הרוח י""ל באמת דבמידי דלא עפר ל""ש כיסוי ומדפטור ע""כ דלא מצרכי' גרירא בכיסוי כלל לזה דייק רק מדם שעל הסכין דאיכא למטעי דסמכה בגרירה והו""ל למתני בהדיא מכסהו בעפר לפ""ז י""ל דרהיטא דשמעתין כך היא דבתחלה פריך נהי דלא אפשר למעבד למטה וכו' מי לא תניא שחט בהמה היינו דממנ""פ אם חייב לכסות היינו הגרירה ה""נ לגרור ואף את""ל דמכסה בלא גרירה ה""נ נעביד למעלה וע""ז משני דלא מיירי בגרירה והתם די בכסוי למעלה דכל הראוי לבילה אבל בקדשים דא""ר לבילה פטור לגמרי וע""ז פרכי' מדם שעל הסכין דהיינו בגרירה ה""נ לגרור ובאמת כיון דמוכרח מדם שעל הסכין דגריר לה ה""נ בשחט בהמה ואח""כ חי' גריר לה והא דחיה ואח""כ בהמה פטור היינו דכל דמכוסה אף במידי דלאו עפר הוא פטור מלכסות דמ""מ מכוסה הוא. וכסהו הרוח היינו אף במידי דלא הוי עפר ודוק:","@22(סעיף ז') @11צריך לגרור הדם. @33זהו מדברי הרשב""א שלמד כן מההיא דדם שעל הסכין דמבואר בסוגי' דגריר לה וההיא דסעיף י""ד שחט בהמה ואח""כ חי' חייב לכסות ומבואר דסוגיין דמכסה רק למעלה ול""צ לגרור זהו באמת קושי' תוס' והניחו בקושי' וע' בש""ך סק""כ ולעד""נ די""ל דבאמת דינו שוה והיינו למ""ש הרא""ה הא דפשיטא ליה להש""ס דדם שעל הסכין צריך גרירה. משום דל""ש ענין כיסוי על הסכין ולא י""ל דבכיסה בלא עפר תיחוח א""צ לגרור כיון דראוי לבילה ומש""ה בשחט בהמה ואח""כ חי' א""צ לגרור אלא דפרכי' על קדשים דבאת לפטור לגמרי כיון דליכא עפר למטה ואינו ראוי לבילה ע""ז פרכי' דמ""מ לגרור כמו בדם שעל הסכין דל""ש כיסוי על הסכין וגורר ומכסה ולשיטת הרשב""א די""ל דעל הסכין שייך ג""כ כיסוי אלא דדיוקא דהש""ס מלשון חייב לכסות ולא קתני מכסהו בעפר ולכאורה קשה הא הך דיוקא מצי למידק ג""כ מגופא דברייתא דבהמה ואח""כ חי' דקתני ג""כ חייב לכסות ונ""ל דהדיוק רק מדלא קתני מכסהו בעפר שלא נטעה דבעי' גרירה משום עפר דלמטה אבל מברייתא דשחט בהמה י""ל דסמך אמאי דקתני חי' ואה""כ בהמה פטור מלכסות ול""צ גרירא א""כ מוכח דבהמה ואח""כ חיה דחייב היינו בלא גרירא ואי דחי' ואח""כ בהמה הטעם משום דהוי ככסהו הרוח י""ל באמת דבמידי דלא עפר ל""ש כיסוי ומדפטור ע""כ דלא מצרכי' גרירא בכיסוי כלל לזה דייק רק מדם שעל הסכין דאיכא למטעי דסמכה בגרירה והו""ל למתני בהדיא מכסהו בעפר לפ""ז י""ל דרהיטא דשמעתין כך היא דבתחלה פריך נהי דלא אפשר למעבד למטה וכו' מי לא תניא שחט בהמה היינו דממנ""פ אם חייב לכסות היינו הגרירה ה""נ לגרור ואף את""ל דמכסה בלא גרירה ה""נ נעביד למעלה וע""ז משני דלא מיירי בגרירה והתם די בכסוי למעלה דכל הראוי לבילה אבל בקדשים דא""ר לבילה פטור לגמרי וע""ז פרכי' מדם שעל הסכין דהיינו בגרירה ה""נ לגרור ובאמת כיון דמוכרח מדם שעל הסכין דגריר לה ה""נ בשחט בהמה ואח""כ חי' גריר לה והא דהיה ואח""כ בהמה פטור היינו דכל דמכוסה אף במידי דלאו עפר הוא פטור מלכסות דמ""מ מכוסה הוא. וכסהו הרוח היינו אף במידי דלא הוי עפר ודוק: "
28,9,"(סעיף ט') כיסוי א' לכולם. מבואר בסוגיא דרבנן ס""ל דאו עוף לא בעי לאורויי דצריך כיסוי לחי' בפ""ע ועוף בפ""ע אלא דאו אתי לחלק ור""י ס""ל דלחלק מדמו נפקא וע""כ דאו אתי דמכסה לכל א' בפ""ע וע' בתוספות שם ביאור דבריהם אף דר""י מספקא ליה אם חוששין לזרע אב ולפי הצד דחוששים מוכח דס""ל כר' יונתן דל""צ לחלק כמבואר ר""פ או""ב דהא בהא תליא מ""מ הש""ס בעי לשנויי לאידך צד דאין חוששין לזרע אב והיינו כר' יאשיה לזה מתרץ דמ""ש מדמו ואף דעדיין קשה קצת דהו""מ למימר דהא דסבר ר""י דמכסה לחי' בפ""ע ועוף בפ""ע היינו מספק כיון דמספקא ליה אם חוששין לזרע אב. והיינו דמספקא ליה אם כר' יאשי' או כר""י מש""ה ה""נ מחמיר דדלמא כר' יונתן ול""צ או לחלק ואתי' לאורויי דמכסה לזה בפ""ע צ""ל דניחא יותר לומר דר""י ס""ל דמדין ודאי צריך לכסות לזה בפ""ע אמנם מ""מ קשה לדינא אחרי דאנן קיי""ל דהוי ספק אם חוששין לזרע אב א""כ ממילא להלכה אנן מספקי' אם כר' יאשיה אם כר""י. נפסוק גם הכא לחומרא דצריך לכסות לכל א' בפ""ע. אח""ז רב מצאתי בעזה""י שעמד בזה בת' מהר""ם לובלין ונדחק בזה. ומה""ט קשה לי לקמן (סי' רט""ז סי""ז) בהג""ה מי שהשביע את בנו וכו' שלא ילוה בלא רשות ראובן ושמעון ומת א' מהם דיכול להלוות ברשות השני. ומקורו מת' הרשב""א ומטעם דקיי""ל כר' יונתן ע""ש. והא להלכה ע""כ מספקא אם הלכה כר' יונתן או כר' יאשי' מדקיי""ל בספיקא אם חוששין לזרע אב. והא בהא תליא וצע""ג:","@22(סעיף ט') @11כיסוי א' לכולם. מבואר בסוגיא דרבנן ס""ל דאו עוף לא בעי לאורויי דצריך כיסוי לחי' בפ""ע ועוף בפ""ע אלא דאו אתי לחלק ור""י ס""ל דלחלק מדמו נפקא וע""כ דאו אתי דמכסה לכל א' בפ""ע וע' בתוספות שם ביאור דבריהם אף דר""י מספקא ליה אם חוששין לזרע אב ולפי הצד דחוששי' מוכח דס""ל כר' יונתן דל""צ לחלק כמבואר ר""פ או""ב דהא בהא תליא מ""מ הש""ס בעי לשנויי לאידך צד דאין חוששין לזרע אב והיינו כר' יאשיה לזה מתרץ דמ""ש מדמו ואף דעדיין קשה קצת דהו""מ למימר דהא דסבר ר""י דמכסה לחי' בפ""ע ועוף בפ""ע היינו מספק כיון דמספקא ליה אם חוששין לזרע אב. והיינו דמספקא ליה אם כר' יאשי' או כר""י מש""ה ה""נ מחמיר דדלמא כר' יונתן ול""צ או לחלק ואתי' לאורויי דמכסה לזה בפ""ע צ""ל דניחא יותר לומר דר""י ס""ל דמדין ודאי צריך לכסות לזה בפ""ע אמנם מ""מ קשה לדינא אחרי דאנן קיי""ל דהוי ספק אם חוששין לזרע אב א""כ ממילא להלכה אנן מספקי' אם כר' יאשיה אם כר""י. נפסוק גם הכא לחומרא דצריך לכסות לכל א' בפ""ע. אח""ז רב מצאתי בעזה""י שעמד בזה בת' מהר""ם לובלין ונדחק בזה. ומה""ט קשה לי לקמן (סי' רט""ז סי""ז) בהג""ה מי שהשביע את בנו וכו' שלא ילוה בלא רשות ראובן ושמעון ומת א' מהם דיכול להלוות ברשות השני. ומקורו מת' הרשב""א ומטעם דקיי""ל כר' יונתן ע""ש. והא להלכה ע""כ מספקא אם הלכה כר' יונתן או כר' יאשי' מדקיי""ל בספיקא אם חוששין לזרע אב. והא בהא תליא וצע""ג: "
28,11,"(סעיף י""א) ואם חזר ונתגלה חייב לכסות. בלא ברכה. ובכוי כה""ג י""ל דא""צ לכסות דהוי ס""ס שמא הוא בהמה. ושמא יש דיחוי אצל מצות. ומ""מ יש לדון דב' הספיקות לא נולדו יחד דתיכף כששחט נתחייב בכיסוי מספק ואח""כ כשכסהו הרוח נולד הספק השני אם יש דיחוי אצל מצות וכתבתי בתשובה באורך אם גם בס""ס דדינא צריך שיולדו ביחד.","@22(סעיף י""א) @11ואין חזר ונתגלח חייב לכסות. @33בלא ברכה. ובכוי כה""ג י""ל דא""צ לכסות דהוי ס""ס שמא הוא בהמה. ושמא יש דיחוי אצל מצות. ומ""מ יש לדון דב' הספיקות לא נולדו יחד דתיכף כששחט נתחייב בכיסוי מספק ואח""כ כשכסהו הרוח נולד הספק השני אם יש דיחוי אצל מצות ודו""ק: "
28,12,"(ש""ך ס""ק ט""ז) דאין תורת דיחוי אצל מצות. גם זה רק מספק דשמא אין דיחוי אצל מצות ומכסה בלא ברכה:","@22(ש""ך ס""ק ט""ז) @11דאין תורת דיחוי אצל מצות. @33גם זה רק מספק דשמא אין דיחוי אצל מצות ומכסה בלא ברכה: "
28,20,"(סעיף כ') ואם נמצאת ספק טריפה מכסה בלא ברכה. ע' בתה""ד דהאריך דלא חיישינן שע""י שיראו דמכסים יאכלו הבשר ושפיר יאמרו דמכסה מספק. וכתב אף דאינו ראיה מהא דמכסי' כוי דהתם שאני דבעיא נמי סימני חי' בקרנים וטלפים. מ""מ הואיל ולא אשכחן ההיא חששא אלא בחש""ו והתם רוב מעשיהם מקולקלים לא גמרי' מינייהו לספיקא אחרינא עכ""ל ותמיהני למה כתב זאת בדרך הכרעה מבלי ראיה הא ע""כ מוכרח כן מכח קושית תוס' בסוגי' ד""ה סיפא נמי דאיך מדמו או""ב דאסור מספק לעשות מעשה לכיסוי דהוי שב ואל תעשה והוצרכו לתירוצם דס""ל לסוגיא דבספק בודאי מחייבים בכיסוי ולא חיישינן שיאמרו שחיטה מעלי' אע""כ דרוב מעשיהם מקולקלים. א""כ גם באו""ב לשתרי עיי""ש. הרי מוכח להדיא דבספק מחייב בכיסוי. וביותר הא מסקי' דרבנן אכולה מלתא פליגי הרי דחכמים מחייבים בשחיטת חש""ו דכיסוי הרי אף דעכ""פ שחיטתן אסורה מספק. מ""מ מחייבים בכיסוי ול""ח שיאמרו שחיטה מעלי' הוא ור""מ דפוטר מכיסוי הא מתיר ג""כ באו""ב וע""כ דס""ל רוב מעשיהם מקולקלים. מש""ה פוטר מכיסוי. אבל לענין זה דבספק מחייב בכיסוי לא מצינו דפליג על רבנן. וזהו ראיה ברורה שאין עליה תשובה. וראיתי בפמ""ג שביאר בכוונת הב""ח דאף בספק בלא חזקת איסור פטור מכיסוי מדינא. כיון דאסור מספק אינו בכלל אשר יאכל. וזה ג""כ תמוה הא חכמים מחייבים בחש""ו בכיסוי וכנ""ל ומסתמא הנך חכמים דר""מ היינו חכמים דמתני' שמקודם דבשוחט ונמצא טריפה פטור מכיסוי. והיינו מקרא דאשר יאכל כדאיתא בסוגיא דשם. וביותר דאף אם נרצה לדחוק דהנך חכמים לאו היינו אינך חכמים וס""ל דבאמת טריפה חייב לכסות. ומש""ה ג""כ ספק בשחיטה חייב בכיסוי מספק. מ""מ יקשה היא גופא מנ""ל דפליגי רבנן גם ארישא מכח קושית המקשן דמ""ש או""ב מכיסוי. דלמא באמת הנך רבנן הם אינהו רבנן דררשי אשר יאכל. מש""ה גם בספק פטור כיון דאינו רשאי לאכול אע""כ דכל ספק חייב בכיסוי מספק דשמא אינו טריפה והוא בכלל אשר יאכל וברור:","@22(סעיף כ') @11ואם נמצאת ספק טריפה מכסה בלא ברכה. @33ע' בתה""ד דהאריך דלא חיישינן שע""י שיראו דמכסים יאכלו הבשר ושפיר יאמרו דמכסה מספק. וכתב אף דאינו ראיה מהא דמכסי' כוי דהתם שאני דבעיא נמי סימני חי' בקרנים וטלפים. מ""מ הואיל ולא אשכחן ההיא חששא אלא בחש""ו והתם רוב מעשיהם מקולקלים לא גמרי' מינייהו לספיקא אחרינא עכ""ל ותמיהני למה כתב זאת בדרך הכרעה מבלי ראיה הא ע""כ מוכרח כן מכח קושית תוס' בסוגי' ד""ה סיפא נמי דאיך מדמו או""ב דאסור מספק לעשות מעשה לכיסוי דהוי שב ואל תעשה והוצרכו לתירוצם דס""ל לסוגיא דבספק בודאי מחייבים בכיסוי ולא חיישינן שיאמרו שחיטה מעלי' אע""כ דרוב מעשיהם מקולקלים. א""כ גם באו""ב לשתרי עיי""ש. הרי מוכח להדיא דבספק מחייב בכיסוי. וביותר הא מסקי' דרבנן אכולה מלתא פליגי הרי דחכמים מחייבים בשחיטת חש""ו דכיסוי הרי אף דעכ""פ שחיטתן אסורה מספק. מ""מ מחייבים בכיסוי ול""ח שיאמרו שחיטה מעלי' הוא ור""מ דפוטר מכיסוי הא מתיר ג""כ באו""ב וע""כ דס""ל רוב מעשיהם מקולקלים. מש""ה פוטר מכיסוי. אבל לענין זה דבספק מחייב בכיסוי לא מצינו דפליג על רבנן. וזהו ראיה ברורה שאין עליה תשובה. וראיתי בפמ""ג שביאר בכוונת הב""ח דאף בספק בלא חזקת איסור פטור מכיסוי מדינא. כיון דאסור מספק אינו בכלל אשר יאכל. וזה ג""כ תמוה הא חכמים מחייבים בחש""ו בכיסוי וכנ""ל ומסתמא הנך חכמים דר""מ היינו חכמים דמתני' שמקודם דבשוחט ונמצא טריפה פטור מכיסוי. והיינו מקרא דאשר יאכל כדאיתא בסוגיא דשם. וביותר דאף אם נרצה לדחוק דהנך חכמים לאו היינו אינך חכמים וס""ל דבאמת טריפה חייב לכסות. ומש""ה ג""כ ספק בשחיטה חייב בכיסוי מספק. מ""מ יקשה היא גופא מנ""ל דפליגי רבנן גם ארישא מכח קושית המקשן דמ""ש או""ב מכיסוי. דלמא באמת הנך רבנן הם אינהו רבנן דדרשי אשר יאכל. מש""ה גם בספק פטור כיון דאינו רשאי לאכול אע""כ דכל ספק חייב בכיסוי מספק דשמא אינו טריפה והוא בכלל אשר יאכל וברור: @44עוד@55 כתב הפמ""ג שם דאפילו טריפות דרבנן פטור מכיסוי דמ""מ אינו בכלל אשר יאכל. וזהו נסתר מסוגיא דחולין (דף כ""ז ע""ב) מיתיבי הנוחר והמעקר וכו' נחירתו זו שחיטתו הא מ""מ מדרבנן אסור בנחירה: @44אמנם@55 זהו יש לדחות דשפיר פריך דהא הך מתני' דהנוחר היינו סיפא דמתני' דהשוחט ונמצא טרפה היינו דתחלה קתני דבטריפה פליגי ועלה קתני דהנוחר והמעקר לכ""ע פטור. וא""כ פריך שפיר דמאן דמחייב בטריפה דלא דריש אשר יאכל אלא דנחירה לא הוי שחיטה כלל ממילא אם אין שחיטה לענין מה""ת נימא נחירתו זהו שחיטתו אלא דאסור לאכול מדרבנן והוי רק כמו טריפה חייב לכסות. ועל דרך זה פרכי' עוד ת""ש השוחט וצריך לדם כיצד עושה נוחרו או מעקרו היינו ג""כ על דרך זה דכיון דבעי' דוקא נוחרו ולא סגי לעשותו טריפה. ע""כ דס""ל דטריפה חייב בכיסוי מש""ה נימא נחירתו זהו שחיטתו. אמנם מ""מ מוכח מסוגיא דחולין (דף פ""ו ע""א) לא מבעי צא וטרוף דשחיטה שא""ר וכו' אלא אפי' צא נחור וכו' כאשר צויתיך הרי אלו אין שחיטה לעוף מה""ת היה מחוייב בכיסוי אף דטריפה פטור וטעמא דר' מקרא דאשר יאכל כדאי' שם להדיא הרי מוכח דאיסור דרבנן לא מפקע ממצות כיסוי: "
28,20,"עוד כתב הפמ""ג שם דאפילו טריפות דרבנן פטור מכיסוי דמ""מ אינו בכלל אשר יאכל. וזהו נסתר מסוגיא דחולין (דף כ""ז ע""ב) מיתיבי הנוחר והמעקר וכו' נחירתו זו שחיטתו הא מ""מ מדרבנן אסור בנחירה:",
28,20,"אמנם זהו יש לדחות דשפיר פריך דהא הך מתני' דהנוחר היינו סיפא דמתני' דהשוחט ונמצא טרפה היינו דתחלה קתני דבטריפה פליגי ועלה קתני דהנוחר והמעקר לכ""ע פטור. וא""כ פריך שפיר דמאן דמחייב בטריפה דלא דריש אשר יאכל אלא דנחירה לא הוי שחיטה כלל ממילא אם אין שחיטה (לענין) [לעוף] מה""ת נימא נחירתו זהו שחיטתו אלא דאסור לאכול מדרבנן והוי רק כמו טריפה חייב לכסות. ועל דרך זה פרכי' עוד ת""ש השוחט וצריך לדם כיצד עושה נוחרו או מעקרו היינו ג""כ על דרך זה דכיון דבעי' דוקא נוחרו ולא סגי לעשותו טריפה. ע""כ דס""ל דטריפה חייב בכיסוי מש""ה נימא נחירתו זהו שחיטתו. אמנם מ""מ מוכח מסוגיא דחולין (דף פ""ו ע""א) לא מבעי צא וטרוף דשחיטה שא""ר וכו' אלא אפי' צא נחור וכו' כאשר צויתיך הרי אלו אין שחיטה לעוף מה""ת היה מחוייב בכיסוי אף דטריפה פטור וטעמא דר' מקרא דאשר יאכל כדאי' שם להדיא הרי מוכח דאיסור דרבנן לא מפקע ממצות כיסוי:",
30,2,"(ש""ך סק""ד) אלא משום דסוף הקרום ליפסק. תמוה לי הא אדרבה מבואר בתוס' שם דבפחת' לא חשיב לה כיון דהוא רק משום דסוף הקרום ליפסק וא""כ מדפרכי' לחשוב גולגולת שנחבסה ברובה מוכח דזה טריפה מצד עצמות' וא""כ אם באנו להטריף הגולגולת נקבים שאין בהם חסרון ע""כ מדין נחבסה הוא וא""כ הוא מצד עצמו וצע""ג (אחר כך מצאתי בעזה""י שעמדו בזה האחרונים):","@88(סימן ל' ש""ך סק""ד) @11אלא משום דסוף הקרום ליפסק. @33תמוה לי הא אדרבה מבואר בתוס' שם דבפחת' לא חשיב לה כיון דהוא רק משום דסוף הקרום ליפסק וא""כ מדפרכי' לחשוב גולגולת שנחבסה ברובה מוכח דזה טריפה מצד עצמות' וא""כ אם באנו להטריף הגולגולת נקבים שאין בהם חסרון ע""כ מדין נחבסה הוא וא""כ הוא מצד עצמו וצע""ג (אחר כך מצאתי בעזה""י שעמדו בזה האחרונים): "
30,2,"(סעיף ב' הג""ה) דל""ח בבהמה לנקיבת קרום של מוח. ומ""מ בעי בדיקה במראית עין היטב שלא ניקב הקרום. תב""ש:","@22(סעיף ב' הג""ה) @11דל""ח בבהמה לנקיבת קרום של מוח. @33ומ""מ בעי בדיקה במראית עין היטב שלא ניקב הקרום. תב""ש: "
30,2,"(שם בהג""ה) אפי' בעוף דיבשה. ומ""מ אינו דומה ממש לעוף המים דבעוף המים יש לומר דבנקב כ""ש אפילו ע""י חולי טריפה כיון דליכא מגין על העור ובעוף דיבשה כיון דלא היה ע""י הכאה ל""ח לנקיבת הקרום גם בעוף היבשה ע""י קוץ מהני שהיית יב""ח וכ""ז בנקב משהו אבל אם נפחת כשיעור לפי ערך של סלע בבהמה טריפה ודאי אף ע""י חולי ולא מהני יב""ח:","@22(שם בהג""ה ב') @11אפי' בעוף דיבשה. @33ומ""מ אינו דומה ממש לעוף המים דבעוף המים יש לומר דבנקב כ""ש אפילו ע""י חולי טריפה כיון דליכא מגין על העור ובעוף דיבשה כיון דלא היה ע""י הכאה ל""ח לנקיבת הקרום גם בעוף היבשה ע""י קוץ מהני שהיית יב""ח וכ""ז בנקב משהו אבל אם נפחת כשיעור לפי ערך של סלע בבהמה טריפה ודאי אף ע""י חולי ולא מהני יב""ח: "
31,1,"(סעיף א' בהג""ה) והכי נהוג אם לא במקום הפ""מ. היינו בניקב ע""י חולי שרואין שלא שלט בתחתון אבל ע""י קוץ אפי' בבהמה י""ל דטריפה אף בהפ""מ דשמא ניקב התחתון ע' בש""ך סק""ח. ובפמ""ג שם:","@88(סימן ל""א ס""א בהג""ה) @11והכי נהוג אם לא במקום הפ""מ. @33היינו בניקב ע""י חולי שרואין שלא שלט בתחתון אבל ע""י קוץ אפי' בבהמה י""ל דטריפה אף בהפ""מ דשמא ניקב התחתון ע' בש""ך סק""ה. ובפמ""ג שם: "
31,2,"(ש""ך סק""ג) כדלקמן סי' ל""ב. ואין אנו בקיאי' בשיעור זה ולזה כל שנתמעך משהו מהמוח חיישי' שמא הוא שיעורו. ב""ח. והיינו במגולה אותו מעט לקרום אבל במוח מקיפו מכל צד כשר ואם הוא ספק אם המוח מקיפו לכאורה יש לדון דהוי ס""ס שמא לא הגיע לשיעור מסמוס ואת""ל הגיע שמא היה מכוסה במוח ואף דהך ספק אם הגיע למסמוס היינו ספק חסרון ידיעה מכל מקום יש להקל בהפ""מ כמו דפסק הרמ""א בסי' ק""י:","@22(ש""ך סק""ג) @11כדלקמן סי' ל""ב. @33ואין אנו בקיאי' בשיעור זה ולזה כל שנתמעך משהו מהמוח חיישי' שמא הוא שיעורו. ב""ח. והיינו במגולה אותו מעט לקרום אבל במוח מקיפו מכל צד כשר ואם הוא ספק אם המוח מקיפו לכאורה יש לדון דהוי ס""ס שמא לא הגיע לשיעור מסמוס ואת""ל הגיע שמא היה מכוסה במוח ואף דהך ספק אם הגיע למסמוס היינו ספק חסרון ידיעה מכל מקום יש להקל בהפ""מ כמו דפסק הרמ""א בסי' ק""י: "
31,2,"(ט""ז סק""ג) פשיטא שיש לאסור ואם חי אחר שנענע בראשה יב""ח י""ל דמותר בלי בדיקה. ואם אחר שחיטה נמצא שאין המוח מקיף המים אם לא שהתה יב""ח בודאי אסור החלב מן הנענוע ואילך ואם שהתה יב""ח נראה דהחלב שקודם יב""ח שרי ואח""כ צ""ע:","@22(ט""ז סק""ג) @11פשיטא שיש לאסור ואם חי אחר שנענע בראשה יב""ח י""ל דמותר בלי בדיקה. @33ואם אחר שחיטה נמצא שאין המוח מקיף המים אם לא שהתה יב""ח בודאי אסור החלב מן הנענוע ואילך ואם שהתה יב""ח נראה דהחלב שקודם יב""ח שרי ואח""כ צ""ע: "
31,3,"(סעיף ג') כגון בחוטם כשירה. והיינו באין שם רושם וקורט דם. כנה""ג:","@22(סעיף ג') @11כגון בחוטם כשירה. @33והיינו באין שם רושם וקורט דם. כנה""ג: "
32,3,(סעיף ג') מפני כבדו טריפה. מספק איבעיא דלא איפשטא:,@22(שם סעיף ג') @11מפני כבדו טריפה. @33מספק איבעיא דלא איפשטא:
