Perek:Comment, Off-by, Comment Text
""2:97, -2,  ""@45{$}(צה)@46 מלמד שהואחהייב בטיפול הבאתן. כי אל פתח אהל מועד קרא יתירה הוא כי הכהן לא יקריבנו בחוץ: 
""2:98, -2,  ""@45{$}(צו)@46 שנטמא למתים. וזהו מאשר חטא על הנפש. 
""2:99, -2,  ""@45{$}(צז)@46 מעכבין את הכפרה. כדאמרינן הביא כפרתו אוכל בקדשים. חוץ מזה שאף קודם שהביא אשמו מתחיל למנות ימי נזירותו בטהרה: 
""2:100, -2,  ""@45{$}(צח)@46 ולא שנה למנין עולם. שהפבש נצרך להיות בן שנתו מיום ליום: 
""2:101, -2,  ""@45{$}(צט)@46 ואין רתגלחת סותרת הכל. שאם נזר יותר מל' יום וגילח באמצע אינו סותר אלא ל' יום דאין גידול פרע פחות מל' יום משא"כ בטומאה שסותרת הכל : 
""2:102, -2,  ""@45{$}(ק)@46 לעשות ימים שלאחר נזירתו וכו'. שאם השלים ימי נזירותו ועדיין לא הביא קרבן אסור לטמא למתים ולשתות יין עד שיביא הקרבן: 
""2:103, -2,  ""@45{$}(קא)@46 ואהר נזיר עולם. נזיר עולם מגלח מי"ב חודש לי"ב חודש ומביא ג' בהמות לקרבן חטאת עינה ושלמים ואם נעמא מביא קרבן טומאה: 
""2:104, -2,  ""@45{$}(קב)@46 שיביא את י ?צמו. עיין בספורנו על התודה שנתן תבלין בדרשה זו גם לרידפי הפשט: 
""2:105, -2,  ""@45{$}(קג)@46 לימד לנזיר וכו'. פי' שהג' בהמות מצות מחולקות הם. ע"כ אם גילח על אחת משלשתן יצא ועי' (נזיר מ"ה) גבי תגלחת טהרה: 
""2:106, -2,  ""@45{$}(קד)@46 אין בכלל אלא מה שבפרט. פי' שאין טעון ד' מיני חלות כמו בתודה רק מצות ורקיקין: 
""2:107, -2,  ""@45{$}(קה)@46 ואת האיל וכו' על סל המצות. ועשה הכהן את מנחתו ואת נסכו הלא כבר כתיב בפ' נסכים שאיל צריך נסכים אלא מפני שיצא מן הכלל שצריך לחם ה"א שא"צ נסכים ע"כ כתיב כאן את מנחתו ואת נסכו וזהו שמסיים והחזירו הכתוב לכללו: 
""2:108, -2,  ""@45{$}(קו)@46 וגלח הנזיר וכו'. כל הפיסקא משובשת וכצ"ל. וגלח הנזיר פתח אוה"מ בשלמים הכתוב מדבר (היינו שיגלח אחר שחיטת שלמים. ופתח אוה"מ פירוש השלמים ששם שוחטים שלמים) לפי שאין דרך כבוד שיהיה מגלח פתח אוה"מ. ר' יצחק אומר אינו צריך הרי הוא אומר ולקח את שער ראש נזרו ונתן על האש אשר תחת זבח השלמים מי שאינו מחוסר אלא לקיחה ונתינה יצא זה (היינו אם נאמר שיגלח פתח אוה"מ ממש) שיהיה מחוסר לקיחה ונתינה והבאה: 
""2:109, -2,  ""@45{$}(קז)@46 וזה שאמר פתח אוה"מ וכו'. גם בכאן משובש וכצ"ל. וגלח הנזיר פתח אוה"מ הא אין שם פתח אהל מועד לא היה מגלח. והכוונה שיהיה האוה"מ פתוח בעת התגלחת: 
""2:110, -2,  ""@45{$}(קח)@46 אפילו בגבולין. היינו נוב וגבעון ושילה: 
""2:111, -2,  ""@45{$}(קט)@46 אין בשילה אלא שלמה. עי' (חולין צ"ח:): 
""2:112, -2,  ""@45{$}(קי)@46 אלו אחר התגלחו וכו'. היינו התנופה הוא אחר התגלחו אבל הבאת קרבנותיו קודם הגילוח כדכתיב בהדיא בקרא: 
""2:113, -2,  ""@45{$}(קיא)@46 לפני ה' במזרח. עיין (מנחות ס"א:) פרש"י אף במזרח קרינן לפני ה': 
""2:114, -2,  ""@45{$}(קיב)@46 ויצא זה מכללם. פי' בזה נשתנה משאר שלמים שנותנים רק חזה ושוק ובשלמי נזיר נותן אף הזרוע לכהן: 
""2:115, -2,  ""@45{$}(קיג)@46 אחר כל המעשים. היינו אחר התגלחת ואחר הקרבן: 
""2:116, -2,  ""@45{$}(קיד)@46 לא בא מקרא זה לחדש כלום כצ"ל והוא דברי ר"י בספרי: 
""2:117, -2,  ""@45{$}(קטו)@46 לומר לך זאת תורת הנזיר לדורות. הוא דברי ר' יאשיה בספרי. ובכאן הרכיב המחבר שני דעות ביחד: 
""2:118, -2,  ""@45{$}(קטז)@46 קרבנו לה על נזרו וכו'. ירושלמי פ"ב דנזיר. שאם הפריש קרבן נזירות קודם שנדר בנזיר אינו קדוש: 
""2:119, -2,  ""@45{$}(קיז)@46 לה' על נזרו ולא קרבן אחרים. בספרי הגי' ולא קרבן אחר על נזרו וחכם הספרדי מפרש אפי' על קרבן שהפריש אביו אינו מגלח אבל מגלח על מעות סתומים שהפריש אביו לנזירתו: 
""2:120, -2,  ""@45{$}(קיח)@46 ע"מ לגלח על מאה עולות. קורא אני עליו כפי נדרו ואסור לשתות יין עד שיקריב את כולם: 
""2:121, -2,  ""@45{$}(קיט)@46 שאל ר"א את רשב"י כצ"ל י 
""2:122, 58,  ""@45{$}(קפ)@46 רבותינו אמרו. (נזיר ה') מאמר בן פדא: 
""2:123, -2,  ""@45{$}(קכא)@46 שקדושת נזיר כקדושת כה"ג. ששניהן אין מטמאין לקרובים: 
""2:124, -2,  ""@45{$}(קכב)@46 זה כלל בתורה. הלשון אינו מדוקדק והכוונה שדברים הנעשים בכהנים אז נאמר הדבור רק לאהרן ולבניו כמו הכא גבי ברכת כהנים בישראל מעשה ישראל כמו פרשת עריות אשר זה רק לישראל ולא לגרים. ואם דבר בישראל ומעשה בכל אדם כגון שארי הדינים צריך להביא הגרים מיתורא דקרא. ועיין בקרא גבי שחוטי חוץ (ויקרא י"ז) שנוהג בכהנים ובישראל נאמר דבר אל אהרן ואל בניו ואל כל בני ישראל: 
""2:125, -2,  ""@45{$}(קכג)@46 ושרת בעמירה דכתיב ושרת וכו'. וקשה הלא בקרא דלעיל כתיב ג"כ לעמוד לפני ה' לשרתו הרי שרות בעמידה. וכבר עמד בזה הג' ר"ע איגר בגליון הש"ס (סוטה ל"ח.): 
""2:126, -2,  ""@45{$}(קכד)@46 שיהיה כל הקהל כולו שומע כצ"ל: 
""2:127, -2,  ""@45{$}(קכה)@46 והוא עונה. קאי על הכהן: 
""2:128, -2,  ""@45{$}(קכו)@46 כענין שנאמר. אך את נפשו שמור כצ"ל (איוב ב'): 
""2:129, -2,  ""@45{$}(קכז)@46 וכן הוא אומר קרית חנה דוד. דורש העיר הזאת היתה חינו של דוד ושלום ושקט אתו על ישראל בימיו: 
""2:130, -2,  ""@45{$}(קכח)@46 ששינה קדוש. היינו הקדוש ברוך הוא: 
""2:131, -2,  ""@45{$}(קכט)@46 ששינה מלאך. שדיבר עם מנוח מפני השלום שלאשה אמר הנה נא את עקרה ולא דיבר זה למנוח: 
""2:132, -2,  ""@45{$}(קל)@46 וכנגד אלו האותיות חילק יחזקאל. עיין (ב"ב צ'.) בתוס' ד"ה והשקל והר"ר משולם אומר דנקט קרא חשבון זה (היינו כ' שקלים כ"ה שקלים ט"ו שקלים) כנגד ברכת כהנים ביברכך ט"ו אותיות ביאר כ' בישא כ"ה ומסיים התוס' ושמא במדרש הוא כך והוא כאן לפנינו בדברי המחבר שהוא נחשב ג"כ מן המדרשים: 
""2:133, -2,  ""@45{$}(קלא)@46 כותבין את השם בג' יודיין. אולי הכוונה כי היה מנהגם כשהיו כותבין שם הוי"ה היו מסמנים אותו ג' יודי"ן בכדי שלא לכתוב השם על ניירות וכן מקודם היה המנהג ג"כ בסידורי תפלה היה המדפיס מציין השם ב' יודי"ן. 
""2:134, -2,  ""@45{$}(קלב)@46 במקדש בשם המפורש ובמדינה בכנוי כצ"ל: 
""2:135, -2,  ""@45{$}(קלג)@46 ונפילתן בחוץ. בספרי המלאך מדדן מתים עד שיצאו ונפלו בעזרה: 
""2:136, -2,  ""@45{$}(קלד)@46 רי"א. בספרי וכן (מנחות נ"ז:) הגי' ר"י אומר מדת הלח נמשחו מבפנים ונמשחו מבחוץ מדת היבש נמשחו מבפנים ולא נמשחו מבחוץ ופו': 
""2:137, -2,  ""@45{$}(קלה)@46 בנראה הביאום. אולי צ"ל בנדבה הביאום: 
""2:138, -2,  ""@45{$}(קלו)@46 את שתי העגלות ואת ארבעת הבקר נתן לבני גרשון כפי עבודתם שבני גרשון וכו' כצ"ל: 
""2:139, -2,  ""@45{$}(קלז)@46 אבל בני מררי. שעבודתם כבדה נתן להם את ארבעת העגלות ואת שמונת הבקר. 
""2:140, -2,  ""@45{$}(קלח)@46 המזבח. מסיים בספרי ולא קיבל משה מהם עד שנאמר לו מפי הקב"ה יקריבו את קרבנם לחנוכת המזבח: 
""2:141, -2,  ""@45{$}(קלט)@46 אע"פ שלא שוו במשקל כצ"ל. והיינו שבשניהם היה מדה אחת סולת וע"ז מקשה מה הפרש יש בין קערה למזרק. היאך יכול להיות ששניהם ישוו במדה אחרי שהקערה משקלה ק"ל והמזרק ע'. ע"ז משנה זו גלדה עבה היינו הקערה והמזרק גלדו דק: 
""2:142, -2,  ""@45{$}(קמ)@46 רבותינו אמרו כו'. (חגיגה כ"ג:): 
""2:143, -2,  ""@45{$}(קמא)@46 היא של זהב ומשקלה של כסף כצ"ל ומביא ראיה שנאמר כנ זהב הכפות עשרים ומאה שקל הרי שהיתה של זהב ומשקלה של כסף. וכ"ה בספרי וצ"ל ששקלי זהב אין משקלם שוה לשקלי כסף: 
""2:144, -2,  ""@45{$}(קמב)@46 מלמד שכולם כשרים לעולה כצ"ל והיינו הפר והאיל והכבש כולם הקריבו עולות: 
""2:145, -2,  ""@45{$}(קמג)@46 זה מביא קרבן נדבה. היינו הקטורת בנדבה והוראת שעה היתה: 
""2:146, -2,  ""@45{$}(קמד)@46 זה דוחה את השבת. כי הנשיאים הקריבו יום אחר יום וקרבן שבט אפרים היה ביום השביעי בשבת כמו שמסיים: 
""2:147, -2,  ""@45{$}(קמה)@46 ואת הטומאה. כי עדיין לא הוזה עליהם אפר הפרה כי הפרה נעשית ביום השני כאמור לעיל: 
""2:148, -2,  ""@45{$}(קמו)@46 שבא ראובן. וזה ששינה כאן הלשון הקריב שהקריב על כרחו של ראובן: 
""2:149, -2,  ""@45{$}(קמז)@46 שנמשח וכו' שביום שנמשח בו ביום הקריבו הנשיאים כצ"ל: 
""2:150, -2,  ""@45{$}(קמח)@46 כך שוו כולם בזכות. היינו ששכר כולם שוה אף שהקריבו יום אחר יום: 
""2:151, -2,  ""@45{$}(קמט)@46 ושוקלם כולם כאחד כצ"ל וכן הגיה הגר"א בספרי. והיינו אם שקלן אח"כ בבת אחת אי אפשר שיהיה משקלם שוה: 
""2:152, -2,  ""@45{$}(קנ)@46 זהו שאמר היא של זהב וכו'. מבואר לעיל: 
""2:153, -2,  ""@45{$}(קנא)@46 וגמרינן אמר רב וכו'. כל המאמר (שבת צ"ח) וראיתי בפי' הר"ן על שבת (נדפס מחדש בווארשא) האריך ג"כ ודבריו מה שבין דפני עגלה לגלגלים משתי רוחותיה קרו ליה צידי. וצד זה אמה וטופח ומחצה וזה השני כמו כן שהם שתי אמות ומחצה בין שתי הצדדים. ובין שתי נמי שתים ומחצה כלומר רוחב העגלה זהו רוחב שבין שתי דופנות העגלה. למה לי רוחב. העגלה שתי אמות ומחצה באמתא ופלגא סניא ברחב הקרש ומתרץ שלא יהו הקרשים מתעכבין בהוצאה ובהכנסה דרך ר"ה י"ו אמה ביצד המיסרי שהעגלה רחבה שתי אמות ומחצה ושתי צדדיה חמש אמות. ובין עגלה לעגלה חמש אמות. וכן לעגלה שניה חמש אמות הרי מ"ו אמות. ואמה לבן לוי שהיה מסבב לעגלות לתקן הקרשים שמקום אדם אמה: פירוש אטבי בזמן שלא היו הקרשים על הענלות והיו עליהם אטבי והם עמודי ברזל שסומכין עליהן את הקרשים כמו צואר של קורות משום הכי הוו רשות הרבים שלא היו על העגלות אלא אלו השפודים בלבד אבל אם הונחו הקרשים בין הענלות רשות היחיד הוה אלא יש מלבנות העגלה. כלומר שלא היתה העגלה מקורה. אמר רב עגלות תחתיהן וביניהן וצידיהן רשות הרבים. אמר אביי בין עגלה לעגלה כמלא ארך עגלה וכמה ארך עגלה המש והקשינו עלה כיון ששלשה קרשים מונחים בדרא בתראה על כל עגלה. והקרשין מונחין לרחבן. כל קרש רחבו אמה וחצי הרי אלו ד' אמות ומחצה למה לי למהוי ארך עגלה ה' אמות. בארבע ופלגא סגיא. כי היכי דלא נדחקו קרשים הרויח להם חצי אמה על עגלה זו מלא ורוחבה וחמש אמות מן הקרש בין עגלה לעגלה. כי עשר אמות אורך הקרש ולפי זאת הקשינו למה לי למהוי שתים ומחצה רוחב עגלה בפחות מיכן סניא כי אפשר שיהא הקרש אמה אחת מיכן על זו ואמה על זו או שתי אמות על זו ושתי אמות על זו וכו' הלכתא: מותאמים קצת לדברי המחבר: 
""2:154, -2,  ""@45{$}(קנב)@46 ת"ל ונועדתי כו'. עיין בספרי כי בא הכתוב השלישי והכריע ביניהם. 
""2:155, -2,  ""@45{$}(קנג)@46 שמא תאמר קול נמוך ת"ל את הקול כצ"ל ומה הוא הקול המפורש בכתובים קול ה' בכח ובכאן חסר ומשובש. 
""3:60, -60,  ""@45{$}(ם)@46 במוקצים בקצינים. חסר וכצ"ל חד אמר במוקצים היינו הרשעים שבקצה המחנה וח"א בכשרים שבהם ודורש בקצה המחנה בקצינים שבמחנה: 
""3:86, -1,  ""@45{$}(פה)@46 שהיתה פורחת ועולה כגזון של צמר כצ"ל: 
""3:87, -1,  ""@45{$}(פו)@46 אמר רב חנן בר רבא כצ"ל עיין (יומא ע"ה). 
""3:88, -1,  ""@45{$}(פז)@46 כדרך יום כה כלפי צפון וכדרך יום כה כלפי דרום כצ"ל: 
""3:89, -1,  ""@45{$}(פח)@46 מלמר שהן טעונין שחיטה. עיין (יומא ע"ה) הגי' משמיה דריב"ק כמו הכא שירד עם המן לישראל דבר הטעון שחיטה. ותיבת עם המן ט"ס בבבלי וצ"ל כמו הכא שדרש רק כי השליו טעון שחיטה ותמיהני על מגיהי הש"ס שלא הרגישו בזה. (הערני לזה ידידי ר' זאב ליבערט מפינסק): 
""3:90, -1,  ""@45{$}(פט)@46 כיון שנתנו לתוך פיו כצ"ל. 
""3:91, -1,  ""@45{$}(צ)@46 מלמד שלא הביא הקב"ה עליהם וכו'. בז"א ביאר שלומד מג"ש כתיב הכא ויך ה' בעם וכתיב התם ויך בכורי מצרים. 
""3:92, -1,  ""@45{$}(צא)@46 נקרא שם המקום. ולא שהיה שמו מקודם לכן: 
""3:93, -1,  ""@45{$}(צב)@46 הכל צופים וכו'. בספרי צפורה צפו וראו מה נאה: 
""3:94, -1,  ""@45{$}(צג)@46 רק מיעוט ואך מיעוט. ואין מיעוט אחר מיעוע אלא לרבות שגם באבות העולם דבר: 
""3:95, -1,  ""@45{$}(צד)@46 אף משה רבינו שמע שנאמר וישמע ה' והאיש משה כצ"ל: 
""3:96, -1,  ""@45{$}(צה)@46 הכל ענו בזה. פי' הכל אמרו שמשה עניו: 
""3:97, -1,  ""@45{$}(צו)@46 רוח ה'. וסיפא דקרא לבשר ענוים שלחני: 
""3:98, -1,  ""@45{$}(צז)@46 מושכו למה שהוא רוצה. פי' שאם שלשה עומדים ואחד רוצה לדבר סוד עם חבירו לא יאמר להשני קרב אלי היינו גש הלאה אלא מושך עצמו לצד אותו שרוצה לדבר אתו (זית רענן): 
""3:99, -1,  ""@45{$}(צח)@46 שאין אומרים וכו'. חסר בכאן מלת ד"א: 
""3:100, -1,  ""@45{$}(צט)@46 במראה ולא בחידות במראה זו מראה דבור יכול מראה שכינה ממש וכו' כצ"ל: 
""3:101, -1,  ""@45{$}(ק)@46 לא דברתם וכו'. כי עבד מלך מלך: 
""3:102, -1,  ""@45{$}(קא)@46 נמצאת מפסיד לאחותו וכו'. עיין זבחים (ק"ב.) תוס' ד"ה אני מסגירה שהקשו במה היה מפסידה הא דאין רואה את הנגעים כש"כ שהיתה טהורה: 
""3:103, -1,  ""@45{$}(קב)@46 למדנו שהיה אהרן דורש אין אדם רואה נגעי קרוביו כצ"ל: 
""4:103, 47,  ""@45{$}(קנ)@46 על כנפי בגדיהם. שומע אני אף בעלת שלוש בעלת חמש בעלת שש וכו' במשמע ת"ל על ארבע כנפות כסותך יצאו אלו כצ"ל: 
""4:115, 61,  ""@45{$}(קעו)@46 דכתיב מהחל חרמש בקמה. ודורש בקומה לשון מעומד: 
""4:116, 291,  ""@45{$}(קשז)@46 ועכשיו חייב מלקות. בגמ' ליתא ולא ידעתי פירושו ואולי כוונתו מלקות מרדות: 
""5:60, -60,  ""@45{$}(ם)@46 אזהרה לב"ד. הגר"א בספרי מוחק זה וגורס את חלבו ממנו אזהרה ללוים שלא יהיו תורמין אלא מן המובחר: 
""6:58, -1,  ""@45{$}(נז)@46 ולא בהיסט. היינו הטמא מת אינו מטמא את חבירו אם הסיטו (היינו הניעו ולא נגע בו) אבל המת עצמו מטמא ג"כ בהיסט: 
""6:59, -1,  ""@45{$}(נח)@46 מה ראה לסמוך. (מ"ק כ"ח). 
""6:60, -1,  ""@45{$}(נט)@46 והלא פרשה פרה וכו'. הוא לשון המחבר ולא לשון הגמרא: 
""6:61, -1,  ""@45{$}(ס)@46 והלכה כר"ג. (מ"ק פ"יג במשנה שם): 
""6:62, -1,  ""@45{$}(סא)@46 אבל אינו עולה וכו' כל המאמר משובש וכצ"ל אבל אם מת בר"ה (וה"ה בשאר יו"ט) עולה במנין שבעה ואינו מפסיק האבילות אחר שלא נהג אבילות שעה אחת קודם יו"ט: 
""6:63, -1,  ""@45{$}(סב)@46 והלכה כרשב"א (מ"ק כ"א ע"ב) ושם ר' שמעון סתמא. והיינו כשגדול הבית בבית אז הבא מונה עמהם: 
""6:64, -1,  ""@45{$}(סג)@46 בא ממקום קרוב. שבא ביום השביעי. קודם שעמדו המנחמין. וזה שתפס המחבר בלשונו שבא ממקום קרוב היינו קודם שעמדו המנחמין. 
""6:65, -1,  ""@45{$}(סד)@46  פנים כנגד פנים. כוונתו כי הם הריבו ג"כ עם אהרן רק למשה הריבו פנים כנגד פנים ולא עם אהרן שהי' רודף שלום לא העיזו לו לדבר בפניו. ועיין בילקוט כעין זה. 
""6:66, -1,  ""@45{$}(סה)@46 חזרו ושתפו את אהרן. שאמרו ולמה הבאתם וכו' לשון רבים: 
""6:67, -1,  ""@45{$}(סו)@46 נתנו מקום לשעה. היינו שלא השיבו כלום לישראל רק הלכו לאוה"מ לבקש רחמים: 
""6:68, -1,  ""@45{$}(סז)@46 ואהרן עומד. ורואה לכך נענש ג"כ אהרן: 
""6:69, -1,  ""@45{$}(סח)@46 ונחלים ישטופו. עיין ברבה וכן (מדרש תהלים מזמור ע"ח) ששטפו הרבה לצני הדור שלא היו מאמינים בו: 
""6:70, -1,  ""@45{$}(סט)@46 לא כ"ש. שנשלח שלוחים אליו: 
""6:71, -1,  ""@45{$}(ע)@46 ואתן לעשו את הר שעיר. ע"כ אמר בארצך: 
""6:72, -1,  ""@45{$}(עא)@46 זה הוא שאמר הכתוב אתם עוברים. וסיפא דקרא ויראו מכם. והיינו כי בני עשו יראו שלא יעשו להם ישראל רעה משנאת עשו ליעקב: 
""6:73, -1,  ""@45{$}(עב)@46 על מעשה שנהיה וכו'. אולי כוונתו כמו שפרש"י מפני שנתחברו לעשו הרשע חסרו הצדיק הזה. 
""6:74, -1,  ""@45{$}(עג)@46 קחנו בדברים. הוקשה לשון קח שלא שייך על בעלי חיים: 
""6:75, -1,  ""@45{$}(עד)@46 אמר הלך התייר שלהם. פי' שנסתלקו ענני הכבוד ע"כ בא להלחם: 
""6:76, -1,  ""@45{$}(עה)@46 כל המתרעם. (סנהדרין ק"י): 
""6:77, -1,  ""@45{$}(עו)@46 שני. מצורעים וכו' והמצורעים שמותם את והב. 
""6:78, -2,  ""@45{$}(עו)@46 דכתיב כי רק עוג וכו'. ערשו ערש ברזל הלא היא ברבת בני עמון הרי שעיר רבות שהיתה לעמון לקתה סיחון מאתו במלחמה: 
""6:79, -2,  ""@45{$}(עז)@46 יו"ד וא"ו משתמשים כמו. שפו ואנם (בראשית לו) כתיב שפי ואונם שפו בוא"ו ובד"ה א' א' כתיב שפי ואונם שפי ביו"ד הרי יו"ד וא"ו מתחלפים: 
""6:80, -2,  ""@45{$}(עח)@46 מרוב שידול. פי' מרוב השתדלות שחמדו לעבור את נחלי ארנון: 
""6:81, -2,  ""@45{$}(עט)@46 מי יתן סופה וסערה. היינו סופה וסערה לעבור את נחלי ארנון: 
