Perek:Comment, Off-by, Comment Text
""1:59, -1,  ""@45{$}(נח)@46 ארבעה מלכים. וזה ד' שמות הם שמות המלכים שרצו כאו"א שיקראו על שמו: 
""1:60, -1,  ""@45{$}(נט)@46 ואמרו רבותינו. (סוטה מב:) חצי שבחו דורש וחץ לשון חצי: 
""2:16, 61,  ""@45{$}(עז)@46 אתה החלות וכו'. דריש החלות מלשון לא יחל דברו: 
""2:36, -1,  ""@45{$}(לה)@46 ועשיתם הרע בעיני ה' אלהיך אשר אמר אנכי ה' אלהיך כצ"ל: 
""2:37, -1,  ""@45{$}(לו)@46 ולא היו עושין אלא להכעיס. דורש תיבת להכעיסו: 
""2:38, -1,  ""@45{$}(לז)@46 העיד בכם נוטה שמים וכו'. עיין בראב"ע מה שכתב בזה: 
""2:39, -1,  ""@45{$}(לח)@46 מהר של מרי עלמא תתנ"ב שנה כצ"ל וכ"ה (בסנהדרין שם): 
""2:40, -1,  ""@45{$}(לט)@46 פירוש עובדי עבודת כוכבים. עיין בתרגום ובפרש"י שהכוונה אחרי כי יהיו משועבדים לעובדי והם עובדי עבודת כוכבים: 
""2:68, 392,  ""@45{$}(סת)@46 ששמו של הקב"ה בו'. במדרש תהלים מזמור צ"ד בבאורי (אות י') בארתי כי ה' הוא רחמים ואין הקב"ה מייחד שמו על הרעה כמו שמצאנו דרשתם גבי גדעון כשביקש שלא יהיה טל על הארץ רק על הגיזה לבדה כתיב ויהי כן סתמא ולא נזכר שם ה'. אבל יסורין הם לטובה ע"כ כתיב כי ה' אלהיך מיסרך. ועיין בספרי הרבה דרשות בקבלת היסורין: 
""2:78, 392,  ""@45{$}(עת)@46 יכול על מזוזה ממש. היינו שיכתוב על עובי הפצימין: 
""3:4, -1,  ""@45{$}(ג)@46 אין מאחר צביונם. דורש חרצובות לשתי תיבות מאחר צביונם ועיין שם במדרש תהלים ובביאורי בם"ד: 
""3:5, -1,  ""@45{$}(ד)@46 וכשם שאמר משה והיה עקב תשמעון. וסיפא דקרא ושמר לך את הברית והחסד כן אמר אסף אך טוב לישראל אלהים לברי לבב היינו לצדיקים: 
""3:6, -1,  ""@45{$}(ה)@46 דאמר ר"ל וכו' (ע"ז י"ח.): 
""3:7, -1,  ""@45{$}(ו)@46 עונות שאדם דש בעקביו בעוה"ז כצ"ל: 
""3:8, -1,  ""@45{$}(ז)@46 על האדמה אשר ה' אלהיך נותן לך מכאן וכו' כצ"ל: 
""3:9, -1,  ""@45{$}(ח)@46 כענין ואל בקצפך תוכיחני. ומלת אל מושך ג"כ על ובחמתך תיסרני כמו שהיה כתיב ואל בחמתך תיסרני: 
""3:10, -1,  ""@45{$}(ט)@46 מדעת התורה. כי הפסוק מדבר לדורות הבאים ג"כ והאיך שייך לומר אשר ידעת כי רק דור שיצאו ממצרים ידעו. ומה גם כעת מדבר עם באי הארץ הדור החדש שלא יצאו ממצרים. ומביא ראיה מקרא הלא ידעת אם לא שמעת אלהי עולם וגו' ושם ג"כ הפירוש הלא ידעת מדעת התורה אם לא שמעת היינו משקול הדעת שאלהי עולם ה': 
""3:11, -1,  ""@45{$}(י)@46 שכך אמרו חז"ל (ב"מ ק"ז): 
""3:12, -1,  ""@45{$}(יא)@46 תכלה אותם. וע"ז שייך לשון אכילה כמו הסנה איננו אוכל: 
""3:13, -1,  ""@45{$}(יב)@46 לא תחמוד וכו'. מכאן אמרו וכו' (ע"ז נ"ב.) שמואל רמי כתיב לא תחמוד וכתיב ולקחת לך (סיפא דקרא דהכא) הא כיצד פיסלו לאלוה לא תחמוד פסלו מאלוה היינו שבטלו אז ולקחת לך והם כמו דברי המחבר: 
""3:14, -1,  ""@45{$}(יג)@46 כל היודע בטיב ע"ז. (ע"ז מג.) והיינו עובד כוכבים קטן אינו יכול לבטל: 
""3:15, -1,  ""@45{$}(יד)@46 כל שכיוצא בו נעבד (שם מ"א) ע"ש כל הסוגיא: 
""3:16, -1,  ""@45{$}(טו)@46 כיצד היו קוראין אותה (שם מו): 
""3:17, -1,  ""@45{$}(טז)@46 ולא היה נעצר להם. פי' אף שהיה יורד בכל יום אעפ"כ לא היה מתקיים מיום ליום וזה היה העינוי שלהם כמו שמסיים: 
""3:18, -1,  ""@45{$}(יז)@46 לא בא לרגלך צוקה. דורש בצקה לשון צוק וצרה. ועיין בתרגום שתרגם ומסנאך לא יחיפו פי' כפי הענין ולא כפי המלה: 
""3:19, -1,  ""@45{$}(יח)@46 מרוב שלמות. היינו מרוב בגדים שהיה להם. ועיין ראב"ע שמביא פי' זה והרמב"ן דחה דבריו: 
""3:20, -1,  ""@45{$}(יט)@46 קמחי דחיטי ר"י אמר בפה"א וכו' כצ"ל: 
""3:21, -1,  ""@45{$}(כ)@46 רב ושמואל וכו'. (ברכות לו:) כל שיש בו מה' מינים: 
""3:22, -1,  ""@45{$}(כא)@46 והשותה שמן זית לבדו. (ברכות ל"ה) אי דשתי לי' אזוקי קא מזיק ע"כ אינו מברך כלל: 
""3:23, -1,  ""@45{$}(כב)@46 תבשיל של שלק וכו'. היינו שאין נאכלין כמות שהן חיין ע"כ אם בשלו מברך במ"מ: 
""3:24, -1,  ""@45{$}(כג)@46 אע"פ שיש בו חלב ודבש וכו'. כי קמח הוא העיקר: 
""3:25, -1,  ""@45{$}(כד)@46 ומי שנסתפק לו אם בירך וכו'. אם משבעת המינים שהם דאורייתא צריך לברך. ספק התפלל אל יתפלל שתפלה דרבנן וכן כוונתו הכא: 
""3:26, -1,  ""@45{$}(כה)@46 ושנו חכמים הנוטל ידיו וכו' (סוטה ד:): 
""3:27, -1,  ""@45{$}(כו)@46 כדי שתצא הזוהמא. (רש"י שם). (נ.ז) ואין נוטלין מיד ליד אפילו מן הנהר וכו'. שאין כאן לא נטילה ולא טבילה והוא כדברי הרשב"א עיין שו"ע א"ח: 
""3:30, -1,  ""@45{$}(כט)@46 מה הם בנביא.לדעתי צ"ל הגירסא להיפך שקאי על קרא דהכא העידותי בכם היום מה אתם בנביא כדכתיב העידותי אף הגוים בנביא כי מצאנו כמה נבואות שניבא ירמיה ושארי נביאים על האומות. ועיין איכה רבתי בא"ב תנינא בפסוק הפך עלי בלהות הלשון כגוים אשר ה' מאביד מפניכם מה אלו בכהן ונביא אף אלו בכהן ונביא: 
""3:31, -1,  ""@45{$}(ל)@46 של מה שזוממין. היינו מה שחושבין: 
""3:32, -1,  ""@45{$}(לא)@46 ג' פעמים למה. פי' ג' פעמים כתוב הלשון צדקת: 
""3:33, -1,  ""@45{$}(לב)@46 ולהלן הוא אומר ושני הלוחות בידו. היינו ביד אחת: 
""3:34, -1,  ""@45{$}(לג)@46 לא נתכוון משה. קאי על סיפא דקרא ואשליך את עפרו אל הנחל: 
""3:35, -1,  ""@45{$}(לד)@46 גדולה תפלה ממע"ט (ברכות ל"ב): 
""3:36, -1,  ""@45{$}(לה)@46 לוחות שהיה שניהם שוים. בתנחומא לחת כתיב חסר שלא היו גדולים זה מזה אלא שניהם שוים והיתה פסולת שניהם שוים: 
""3:37, -1,  ""@45{$}(לו)@46 ד"א אבנים. משום שם רועה אבן ישראל כצ"ל. ופי' דורש אבנים לשון יסוד (עלעמענט) כמו משם רועה אבן ישראל ג"כ הכוונה יסוד ישראל: 
""3:38, -1,  ""@45{$}(לז)@46 זה שאמר הכהוב יקר בעיני ה'. עיין ילקוט חוקת בשם הילמדנו כי הפסוק הזה נדרש על מיתת בני אהרן: 
""3:39, -1,  ""@45{$}(לח)@46 לשרתו וכו' מקיש וכו' אף ברכת כהנים בכשרים ותמימים. דברי המחבר צ"ע כי אם נלמד מקרא דהכא לפסול בברכת כהנים בעלי מומים להקיש לשירות היה לנו לפסול אף מומין שבסתר ובאמת פסולי מומין בברכת כהנים הוא רק במום שבגלוי (מגילה כ"ד) כל כהן שיש בו מום אינו עולה לדוכן מפני שהעם מסתכלין בו וכן מסיים בגמ' מומין שאמרו דווקא בפניו ידיו ורגליו: 
""3:40, -1,  ""@45{$}(לט)@46 אלו מ' דאחרונים. דכתיב ויאמר ה' קום לך למסע לפני העם וכו' והוא אחר שנתרצה הקב"ה מעון העגל והוא אחרי מ' האחרונים שניתן הלוחות השניים: 
""3:41, -1,  ""@45{$}(מ)@46 משל לאדם שמבקשין ממנו וכו' (ברכות ל"ג): 
""3:42, -1,  ""@45{$}(מא)@46 אמר ר' יוחנן כל מקום וכו' (מגילה לא.): 
""3:43, -1,  ""@45{$}(מב)@46 מהם זקנים יוצא מצרים. היינו אותן שהיו יותר מבן ס' בעת יציאתם ממצרים לא נגזרה עליהם גזירה: 
""3:44, -1,  ""@45{$}(מג)@46 היה מדבר עמם פא"פ. קאי על הפרשה הראשונה שמע ישראל אתה עובר היום וכו': 
""3:45, -1,  ""@45{$}(מד)@46 וא"י נקראת ארץ וכו'. כן הוא (תענית ט) ודורש א"י משקה אותה הקדוש ברוך הוא בעצמו וכל העולם ע"י שליח שנאמר הנותן מטר על פני ארץ זו א"י ושולח מים היינו ע"י שליח על פני חוצות הוא כל העולם כולה: 
""3:46, -2,  ""@45{$}(מד)@46 הרי זה קרוי ד' שמות. לעיל סוף פרשת דברים: 
""3:47, -2,  ""@45{$}(מה)@46 ואע"פ שהיתה מפסולת א"י. עיין לעיל בפ' דברים והאמורי יקראו לו שניר הוא שלג ומפני הקרירות יקרא חרמון לשון חרם שאינו מוציא פירות וזה שאמר שהיתה מפסולת של א"י: 
""3:48, -2,  ""@45{$}(מו)@46 וכן בכ"מ כמו ודנה וכו'. מביא ראיה כי קרית סנה הוא ג"כ קרית ספר אשר דביר נקראת על שמה. והכל מחביבות המקום נקרא כמה שמות. וראיתי מי שכתב שקרית סנה וסנה בלשון ערבי לימוד ושנון כמו בעברי קרית ספר: 
""3:49, -2,  ""@45{$}(מז)@46 קלה להוציאה פירותיה (כתובות קיב): 
""3:50, -2,  ""@45{$}(מח)@46 מקום נמוך שותה. ששם אין גשמים רק מה ששותה מנהר נילוס: 
""3:51, -2,  ""@45{$}(מט)@46 ואלו הן הארצות. היינו שי"ב פעמים נאמר בקרא ארץ. בכאן חסר ובספרי חשיב כולם כסדר: 
""3:52, -2,  ""@45{$}(נ)@46 למטר השמים וכו'. שיהיה עננים וכו' חסר כאן ועיין ספרי: 
""3:53, -2,  ""@45{$}(נא)@46 להפריש ממנה חלה וכו'. כי הוא חובת הארץ דוקא: 
""3:54, -2,  ""@45{$}(נב)@46 עתים לטובה עתים לרעה וכו'. (ר"ה י"ז:) ע"ש: 
""3:55, -2,  ""@45{$}(נג)@46 וכי התבואה וכו'. וכי תבואה עומדת בארץ כל השנה הרי נקצרת בזמנה. ובספרי הגי' וכי יש פירות בשדה כל השנה: 
""3:56, -2,  ""@45{$}(נד)@46 שכל שנה שרשה וכו'. (ר"ה טז): 
""3:57, -2,  ""@45{$}(נה)@46 שנתחייבו בתלמוד קודם המעשה. פי' אף קודם שבאו לארץ והיו מצות שלא היו נוהגות במדבר אבל בתלמוד תורה נתחייבו תיכף בקבלת התורה: 
""3:58, -2,  ""@45{$}(נו)@46 כי ריב לה' עם. עם יושבי הארץכי אין אמת ואין חסד כצ"ל ומה שבנתיים מיותר: 
""3:59, -2,  ""@45{$}(נז)@46 גדול ת"ת שקודם לחלה (קידושין מ): 
""3:60, -3,  ""@45{$}(נז)@46 כשומע מפי חכם כשומע מפי משה כשומע מפי הקב"ה כצ"ל: 
""3:61, -3,  ""@45{$}(נח)@46 אשר אנכי מצוך היום. היא דרשה בפני עצמה: 
""3:62, -3,  ""@45{$}(נט)@46 שלא יהא לבו של אדם חלוק וכו'. היינו שלא יהרהר בדברים אחרים. ובספרי ה"ג אזהרה לכהנים שלא יהרהרו בשעת עבודה שלא לפסול הקרבן: 
""3:63, -3,  ""@45{$}(ס)@46 יורה שמורה הבריות (תענית ו'): 
""3:64, -3,  ""@45{$}(סא)@46 שלא תהא מצטער. דורש בשדך שהוא מיותר משדה שלך יהיה גם כן עשב לבהמתך: 
""3:65, -4,  ""@45{$}(סא)@46 ועשב לעבודת האדם. ופשתן האדם עובד בו ועושה ממנו בגדים: 
""3:66, -4,  ""@45{$}(סב)@46 כשבהמתך אוכלת ושובעת. כוונתו כי ואכלת ושבעת קאי ועל ונתתי עשב בשדך לבהמתך וע"י זה עובדת בכח וזו ואכלת ושבעת: 
""3:67, -4,  ""@45{$}(סג)@46 אלא שמאחרין הטובה וכו'. מכילתא יתרו פרשה ו' ודורש אחרים לשון איחור: 
""3:68, -4,  ""@45{$}(סד)@46 שומעני שהם כלים מהעולם כצ"ל וכ"ה בספרי: 
""3:69, -4,  ""@45{$}(סה)@46 מה להלן חרב וכו'. בספרי מסיים פסוקים חרון אף על כל החמשה מיני פורעניות: 
""3:70, -4,  ""@45{$}(סו)@46 שיהיו עננים טעונים גשמים ועומדין כצ"ל: 
""3:71, -4,  ""@45{$}(סז)@46 ק"ו למי שלא נאמר בו מהרה. והיינו האומות ובספרי מסיים הקרא (יחזקאל ל"ח) מימים רבים תפקד באחרית השנים: 
""3:72, -4,  ""@45{$}(סח)@46 דומין ליום. דורש כימי השמים כיום שהוא מאיר: 
""3:73, -4,  ""@45{$}(סט)@46 אין עץ אלא תורה וכו'. והרי הדברים ק"ו ומה אם התורה שלא נבראת אלא לכבודן של ישראל הרי היא קיימת לעולמי עולמים ק"ו לצדיקים שבשבילם נברא העולם כצ"ל וכ"ה בספרי: 
""3:74, -4,  ""@45{$}(ע)@46 ונוח לאבדן ככלי זכוכית (חגיגה טו) וחסר לשון כאן לא יערכנה זהב וזכוכית וכלי פז אלו דברי תורה שקשים לקנותן ככלי זהב ופז ונוח לאבדן ככלי זכוכית כצ"ל: 
""3:75, -4,  ""@45{$}(עא)@46 והאיך הוא עצל אחרי שקנה שדה וכרם אלא מפני שהוא לא השביחן כצ"ל ופי' ויתקלקל אח"כ וכ"ה בספרי המאמר בארוכה: 
""3:76, -4,  ""@45{$}(עב)@46 אם שמע אדם וכו' קאי על הקרא כי אם שמור תשמרון שאם שמע דבר מדברי תורה ראשון ומקיימו כשם שהראשון מתקיים בידו כך האחרונים מתקיימין בידו כצ"ל: 
""3:77, -4,  ""@45{$}(עג)@46 שלא יאמר וכו'. בספרי הלשון שלא תאמר הריני לומד פרשה קשה ומניח את הקלה כו' אלא כל המצוה הזאת מדרש הלכות ואגדות והמחבר קיצר בלשון: 
""3:78, -4,  ""@45{$}(עד)@46 גם אני מרבה אבי שבשמים. וזהו ולדבקה בו. ועיין ראב"ע שכתב לזה סוד גדול. ועיין רמב"ן: 
""3:79, -4,  ""@45{$}(עה)@46 מה שדין עליכם. הלשון אינו מדוקדק. והכוונה המצות שצויתי אתכם: 
""3:80, -4,  ""@45{$}(עו)@46 לרבות מסייעיהן. דורש את כל הגוים כל לרבות שירצו לעזור אותם אף הם. יפלו. וכמו שמצאנו (יהושע ט) ויהי כשמוע כל המלכים כו' וכולם נפלו בחרב יהושע: 
""3:81, -4,  ""@45{$}(עז)@46 ולא מן כל המדבר. שהמדבר בעצמו אינו ארץ ישראל: 
""3:82, -4,  ""@45{$}(עח)@46 אפילו כעוג. דריש איש המיוחד: 
""4:16, -1,  ""@45{$}(בוז)@46 דושנה של יריחו. שהוא ת"ק אמה על ת"ק אמה כמו מקום המקדש ונתנו כל אותן השנים קודם שנבנה הבית לבני קני וכו': 
""4:66, -1,  ""@45{$}(סה)@46 מפרסמין את החניפים. (יומא פ"ו): 
""4:67, -1,  ""@45{$}(סו)@46 זה הענן.לא ידעתי לפרשו וט"ס ואולי צ"ל כמו שהוא בספרי אחרי ה' תלכו זו מ"ע: 
""4:68, -1,  ""@45{$}(סז)@46 לא אונס וכו'. מלת ההוא דריש למעט (הגר"א בא"א): 
""4:69, -1,  ""@45{$}(סח)@46 שאפילו אין עליך אלא שפדך מבית עבדים די כצ"ל: 
""4:70, -1,  ""@45{$}(סט)@46 נאמר כאן הדחה. (סנהדרין פ"ט): 
""4:71, -1,  ""@45{$}(ע)@46 כענין שנאמד אשר הסתה אותו איזבל אשתו. ותרגם יונתן דאטעית יתיה איזבל אתתי': 
""4:72, -1,  ""@45{$}(עא)@46 או אשת חיקך זו נשואה. כדכתיב משוכבת חיקך ואומר ואתנה נשי אדוניך בחיקך. ועיין פרש"י: 
""4:73, -62,  ""@45{$}(טב)@46 אומות העולם וכו'. דריש מדכתיב ואבותיך: 
""4:74, -1,  ""@45{$}(עג)@46 אע"פ שהזהרתיך וכו'. דורש לא תאבה לא תהא תאב לו ותאהבנו כפרש"י (ואולי אבה משורש אהב מאותיות המתהפכות כמו כבש כשב): 
""4:75, -1,  ""@45{$}(עד)@46 מכאן אמרו מחזירין מחזירין וכו'. (סנהדרין לב.): 
""4:76, -1,  ""@45{$}(עה)@46 אלא לא מת באבן אחד יומת באבנים הרבה כצ"ל: 
""4:77, -1,  ""@45{$}(עו)@46 ונאמר להלן הדחה. גבי נביא שקר: 
""4:78, -1,  ""@45{$}(עז)@46 משמרין אותו וכו'. (סנהדרין פ"ט.): 
""4:79, -1,  ""@45{$}(עח)@46 כדבר הרע הזה יצא המגפף וכו' כצ"ל: 
""4:80, -1,  ""@45{$}(עט)@46 מכאן אמרו מדכתיב באחת עריך אין עושין ג' עיירות מודחות בא"י יכול אף שתים לא ת"ל עריך (לשון רבים) ושתים עושין כצ"ל: 
""4:81, -1,  ""@45{$}(פ)@46 שלא נתנה לבית דירה. שלא נתחלקה לשבטים: 
""4:82, -1,  ""@45{$}(פא)@46 ולא יושבי עיר אחרת. שצריך להיות המדיחין מתוכה (סנהדרין קי"א): 
""4:83, -1,  ""@45{$}(פב)@46 ודרשת וחקרת ושאלת היטב ונאמר והוגד לך וכו' ודרשת היטב וכו' כצ"ל: 
""4:84, -1,  ""@45{$}(פג)@46 לרבות גרים וכו'. נעשתה התועבה הזאת בקרבך לרבות גרים ועבדים וכו' כצ"ל: 
""4:85, -1,  ""@45{$}(פד)@46 מכאן אמרו החמרין וכו'. (סנהדרין קי"א): 
""4:86, -2,  ""@45{$}(פד)@46 הרי אלו מצילין אותם.פי' אם רוב אנשי העיר הדיחו והחמרין והגמלין משלימין המועט ואותן אותן רוב הרי אלו מצילין אותם שאין ממונם אבד אלא נידונין כיחידים (רש"י): 
""4:87, -2,  ""@45{$}(פה)@46 מכאן אמרו נכסי צדיקים. (שכ.) ונכסי צדיקים היינו אותם שבעיר שלא הודחו עמהם: 
""4:88, -2,  ""@45{$}(פו)@46 לא בהמת הקדש. היינו בכורות ומעשרות שבתוכה (תמורה ח.) והכוונה אף שיש להם חלק בגוה ולא ממעטינן ליה מקרא דלקמיה ולא שלל שמים: 
""4:89, -2,  ""@45{$}(פז)@46 וכתבי קדש. היינו מה שכתבו קודם שהודחו. אבל אם כתבו אח"כ ס"ת שכתבו מין ישרף: 
""4:90, -2,  ""@45{$}(פח)@46 מכאן אמרו מקל וכו'. (ע"ז מ"ט.): 
""4:91, -2,  ""@45{$}(פט)@46 א"ר יהורה אם נוהגים וכו'. (קדושין ל"ו): 
""4:92, -2,  ""@45{$}(צ)@46 יכול לא יהיו חייבין וכו'. (מכות כ:): 
""4:93, -2,  ""@45{$}(צא)@46 ונאמר להלן לא תזבח שור ושה אשר יהיו בו מום מה להלן וכו' כצ"ל. ודע כי בספרי הובא ג"כ דברי ר' אליעזר מנין לצורם אוזן בכור ואוכל ממנו עובר בל"ת שנאמר לא תאכל כל תועבה ועיין (בכורות לא.) ומי קניס ר"א לעולם. ובתוס' הקשו ע"ז הרי בספרי הכא סובר ר"א דמדאורייתא אסור. והנה רש"י בחומש מביא דברי הספרי והרב המזרחי הרבה לפלפל בדברי רש"י גם הזרע אברהם מפרש הספרי אולם כפי הכלל שכתב הרא"ש במס' ב"ק בפרק מרובה בפיסקא צינור שחקקו וז"ל וטובא איכא מילי דרבנן דאסמכוה רבנן אקראי בת"כ כגון מעשר פירות וירק ודריש להו בספרי מקראי. ובזה ספו תמו כל הפלפולים בזה. ויונח ג"כ דעת נפש היפה. דברי התוס' (תמורה ד:) ד"ה רבא שכתבו הלשון ובזה ניחא למה לא נאסר צרם אוזן בכור מכל מה שתעבתי לך הרי הוא בבל תאכל כמו בשר וחלב. שח"ו לומר שנעלם מהם דברי הספרי ומה גם כי בבכורות הביאו בעצמם דברי הספרי. אך הכל כפי הכלל שכתבתי בשם הרא"ש. ורבינו הגר"א בא"א הביא על האי קרא שלא תאכלו כל תועבה כל שתעבתי לך הרי הוא בבל תאכל לימד על בשר בחלב שאסור בהנאה ד"א על פסולי המוקדשין והשמיט הך דצרם אוזן בכור. ואכמ"ל: 
""4:94, -2,  ""@45{$}(צב)@46 ריה"א זה שור הבר. (חולין פ"ו) ושם ר' יוסי סתמא וסובר מין חיה הוא וחלבו מותר: 
""4:95, -2,  ""@45{$}(צג)@46 מלמד שחיה בכלל בהמה (חולין עא.): 
""4:96, -2,  ""@45{$}(צד)@46 למדנו לבהמה טמאה. היינו שאין לה שום סימן טהרה: 
