masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem,prev found match,next found match,index
Eruvin,פני משה,1,6,8b,"אבני בנין וכו'. תוספתא היא בפ""ק ויש שם ט""ס:",אבני בנין וכו',,,no ref,JTmock Eruvin 1:6:1,JTmock Eruvin 1:6:3,233
Eruvin,פני משה,1,6,9a,אמר ר' עולא. דכך אנן קיימינן להך מתניתא דכהנא דקאמר ובלבד שלא תהא הקורה משוכה יותר מעשר דבמשוך הכותל באורך זה מזה משלש אמות ועד ארבע הוא כדמסיק ואזיל:,אמר ר' עולא,,,no ref,JTmock Eruvin 1:6:5,JTmock Eruvin 1:6:6,252
Eruvin,פני משה,1,8,10a,יותר מכאן. אפילו פרצה אחת שהיא יותר מעשר אוסרת כל המחיצה ואפילו בעומד מרובה דכל יותר מעשר לאו פתחא היא ואם עשה לה צורת הפתח מותר ואפי' היא יותר מעשר. ובלבד שלא יהא הפרוץ מרובה על העומד במחיצה זו:,יותר מכאן,,,no ref,JTmock Eruvin 1:8:1,JTmock Eruvin 1:8:2,284
Eruvin,פני משה,1,8,10a,משלשה ועד ארבעה. ולא ארבעה בכלל:,משלשה ועד ארבעה,,,no ref,JTmock Eruvin 1:8:4,JTmock Eruvin 1:8:3,290
Eruvin,פני משה,1,9,11b,"טטרפיליות שבכרמים. ובסוכה גריס שבכרכים והן הגזוזטראות היוצאין מכותלי הבתים אסור לטלטל תחתיהן מפני שהן סוף תקרה ולא נעשו משום היתר קורה. א""נ אקורה עצמה קאי היוצא משני צדדיה אסור לטלטל תחתיהן מפני שהן סוף תקרה:",טטרפיליות שבכרמים,,,no ref,JTmock Eruvin 1:9:5,JTmock Eruvin 1:9:6,327
Eruvin,פני משה,2,1,13b,*מותר להקריב. הפסין לבאר ולעשות היקף קצר ביניהן ובלבד שיהא שם ריוח בכדי שתהא פרה ראשה ורובה בפנים מן הפסין ושותה אבל בציר מהכי לא דחיישינן שמא ימשך אחריה ויוציא הדלי מחוץ לפסין:,מותר להקריב,,,no ref,JTmock Eruvin 2:1:1,,392
Eruvin,פני משה,2,1,13b,ומותר להרחיק. הפסין כל שהוא רוצה לעשות ההיקף גדול:,ומותר להרחיק,,,no ref,,,393
Eruvin,פני משה,2,1,13b,"ובלבד שירבה בפסין. פשוטין בכל רוח ורוח בכדי שלא יהא בין פס לחבירו יותר מי""ג אמה ושליש לר' יהודה שהלכה כמותו וכן לר""מ למאי דאית ליה:",ובלבד שירבה בפסין,,,no ref,,JTmock Eruvin 2:1:2,394
Eruvin,פני משה,2,1,15b,מותר להקריב וכו' והוא שיעורא כשיעור הזה. כלומר ואם יש כאן השיעור הזה שהוא כדי שתהא פרה רובה בפנים ושותה מותר אפילו לגמל שהוא כולו מבחוץ ואינו יכול להכנס ואם פחות מכשיעור הזה אסור אפילו לגדי שיכול להכנס שם כולו דלא פלוג רבנן בשיעור:,מותר להקריב וכו' והוא שיעורא כשיעור הזה,,,no ref,JTmock Eruvin 2:1:10,JTmock Eruvin 2:2:2,463
Eruvin,פני משה,2,3,16a,@22ממני' @11רבי יהודה אומר עד בית סאתים. @33יכול הוא לעשות ההיקף סביב הבאר ולא יותר:,ממני',,,no ref,JTmock Eruvin 2:2:3,JTmock Eruvin 2:3:1,470
Eruvin,פני משה,2,3,16a,"@22גמ' @11על דעתיה דר' יהודה. @33דס""ל לא התירו בפסי ביראות אלא עד סאתים כדקתני במתני' דלקמן באר עצמה מהו שתעלה ממדת סאתים או דנימא סאתים סביב הבאר ואין הבאר בכלל:",על דעתיה דר' יהודה,,,no ref,JTmock Eruvin 2:3:1,JTmock Eruvin 2:3:2,478
Eruvin,פני משה,2,4,16a,@22מתני' @11ר' יהודה אומר אם היתה דרך הרבי' מפסקת. @33שהיה דרך שרבים בוקעי' בה מפסקת בין הפסים:,ר' יהודה אומר אם היתה דרך הרבי',,,no ref,JTmock Eruvin 2:3:2,JTmock Eruvin 2:4:1,480
Eruvin,פני משה,2,4,16b,פיסקא. אחד באר הרבים וכו'. מה בין בור הרבים וכו' בור הרבים יש לו קול. אם נפסקו המים ומדכרי אהדדי שלא לסמוך על הפסין אבל של יחיד אין לו קול ואתי לידי תקלה:,פיסקא,,,no ref,JTmock Eruvin 2:4:2,JTmock Eruvin 2:4:3,492
Eruvin,פני משה,2,5,16b,*אלא בור וכו'. כלומר אחד מהן כבית דירה חשיבא:,אלא בור וכו',,,no ref,JTmock Eruvin 2:5:1,,500
Eruvin,פני משה,2,5,16b,"ר""ע אומר אפי' אין בה וכו'. ולא הוקף לדירה שרי עד בית סאתים אבל בהוקף לדירה אפילו טובא נמי שרי ות""ק דאמרו לו במתני' דלעיל נמי כוותיה ס""ל בהוקף לדירה אלא בשלא הוקף לדירה דת""ק שרי בית סאתים ור""ע לא שרי אלא שבעים ושיריים על שבעים ושיריים ואיכא בינייהו דבר מועט מה ששבעים ושיריים וכו' פחות הוא מבית סאתים והלכה כת""ק בהא דעד בית סאתים שרי בשלא הוקף לדירה דמחצר המשכן ילפינן כדמפרשינן בגמ':","ר""ע אומר אפי' אין בה וכו'",,,no ref,,,501
Eruvin,פני משה,2,5,16b,"*ר""א אומר אם היה אורכה וכו'. דס""ל דדוקא במרובע הוא דשרו רבנן בית סאתים בשלא הוקף לדירה ור' יוסי ס""ל אפילו אורכה כשנים ברחבה שרי כשהיא בשיעור בית סאתים על בית סאתים ולא בעינן מרובעת ארכה כרחבה דוקא והלכה כר' יוסי. אבל אם היה ארכה יתר על שנים כרחבה אפילו אמה אחת אין מטלטלין בה אלא בד' אמות דבית סאתים שלא הוקף לדירה שמותר לטלטל בכולו מחצר המשכן ילפינן ולא היה אלא ארכו כשנים ברחבו:","ר""א אומר אם היה אורכה וכו'",,,no ref,,JTmock Eruvin 2:5:2,502
Eruvin,פני משה,2,5,17b,ור' יוסי וכו' הדא מסייעא לר' יונתן. דחצר המשכן ארכו כשנים ברחבו:,ור' יוסי וכו' הדא מסייעא לר' יונתן,,,no ref,JTmock Eruvin 2:7:1,JTmock Eruvin 2:7:2,524
Eruvin,פני משה,3,1,18b,"בכל מערבין וכו' בין כר""ע בין כר' ישמעאל דפליגי לקמן בכסף מעשר הוא דאתיא אבל האי כללא דכסף מעשר לא אתיא אלא כר""ע ברם כר' ישמעאל הא שמעינן מיניה ומדרשא דידיה דהאי כללא לאו דוקא הוא דהכל משמע אפי' כמהין ופטריות ודגים וחגבים בכלל ולר' ישמעאל אין נלקחין הן בכסף מעשר והך פלוגתא עיקרה לעיל בפ""א דמעשר שני בהלכה ה' היא:","בכל מערבין וכו' בין כר""ע בין כר'",,,no ref,JTmock Eruvin 3:1:3,JTmock Eruvin 3:1:4,560
Eruvin,פני משה,3,1,18b,"א""ר יוסי טעמא שאין מערבין במים ומלח לפי שאין הגוף ניזון מהם ואנן מידי דאוכל ומזון בעינן בעירוב:","א""ר יוסי טעמא שאין מערבין במים ומלח",,,no ref,JTmock Eruvin 3:1:4,JTmock Eruvin 3:1:5,562
Eruvin,פני משה,3,1,19b,"ופריך הואיל וכך מעתה אפי' בין הקברות נמי ראוי הוא לעבור על השבות ולאכול שכן הוא ראוי ליכנס וכו' וכלומר דנהי דהא לא מצית אמרת דאיהו גופיה יכנס בשעת קנויות עירוב ע""י שידה תיבה ומגדל שהרי צריך להניח העירוב שם וזה אי אפשר שא""כ יטמא עצמו כשיוציא ידו להניחו מיהו מ""מ משכחת לה בכה""ג שישלח עירובו ע""י ישראל מבעוד יום ולהניחו שם וכשיעשה כך אז ראוי היא הכהן עצמו שהעירוב בשבילו וצריך שיכול לילך לשם דהוא ועירובו במקום אחד בעינן והרי יש לו תקנה להכנס שם בשידה תיבה ומגדל ואפי' לאכול שם בשעת קניית העירוב שהוא בין השמשות וכיצד שיעשה לו חור פחות מטפח באותה השידה בכדי שלא יכנס הטומאה דפחות מטפח אינו מביא את הטומאה ויתחוב בכוש או בקיסם בהעירוב שמונח שם דרך החור ולהביאו אצלו ולאכול ואין כאן אלא משום שבות בטילטול הכוש והקיסם ויכול הוא לעבור על השבות דקיי""ל כל דבר שהוא משום שבות לא גזרו עליו בין השמשות ולא משני מידי:",ופריך הואיל וכך מעתה אפי' בין הקברות,,,no ref,JTmock Eruvin 3:1:10,JTmock Eruvin 3:2:1,594
Eruvin,פני משה,3,8,25b,"וכן ביצה וכו' ולא הודו לו חכמים. בשני י""ט של ר""ה:",וכן ביצה וכו' ולא הודו לו חכמים,,,no ref,JTmock Eruvin 3:8:1,JTmock Eruvin 3:8:2,740
Eruvin,פני משה,4,4,28b,"בלא מתכוין. שלא היה יודע בשחשיכה שהוא בתחום עירו ולא היה נתכוין להיות שביתתו בעיר אלא במקומו ואעפ""כ נכנס להיות כבני עירו והלכה כר' יהודה:",בלא מתכוין,,,no ref,JTmock Eruvin 4:5:1,JTmock Eruvin 4:5:2,843
Eruvin,פני משה,4,4,28b,אשכח. ברייתא דתני שכך המעשה בשחרית זרחה החמה ואמרו לו המוצאים אותו רבי הרי העיר לפניך היכנס ואם היה יודע שהוא בתוך התחום והיה בלבו לכך לא היה מתעכב שם עד זריחת השמש:,אשכח,,,no ref,JTmock Eruvin 4:5:2,JTmock Eruvin 4:5:1,845
Eruvin,פני משה,4,7,29b,*זהו שאמרו העני מערב ברגליו. כגון זה שבא בדרך והוי כעני שאין עמו פת:,זהו שאמרו העני מערב ברגליו,,,no ref,JTmock Eruvin 4:7:1,,876
Eruvin,פני משה,4,7,29b,"ר""מ אומר אין לנו אלא עני. קסבר ר""מ דעיקר עירוב בפת וקילא הוא דאקילו גבי עני או זה שבא בדרך דהוי כעני שיכול לערב ברגליו ור' יהודה סבר עיקר עירוב ברגל ואחד עני ואחד עשיר שלא אמרו מערבין בפת אלא להקל על העשיר שלא יצטרך להטריח ולצאת לערב ברגליו ומערב בפת ע""י שישלח ביד אחר להניח לו והלכה כר' יהודה והכל מודים שהאומר שביתתי במקום פלוני לא מהני אלא א""כ הוא עני שאין מטריחין אותו להניח עירוב בפת או מי שבא בדרך והיה ירא שמא תחשך והוא רוצה לקנות שביתה במקום פלוני ודוקא אם יש שהות ביום כדי שיכול להגיע לאותו מקום שביתה קודם שתחשך אם היה רץ בכל כחו והיה מקום השביתה מקום מסויים וכן צריך שלא יהיה בינו ובין המקום שביתה כשתחשך יותר מאלפים אמה ואם חסר אחת מאלו לא קנה לו שביתה במקום פלוני ואין לו אלא אלפי' אמה לכל רוח ממקום שהוא עומד בו כשחשיכה:","ר""מ אומר אין לנו אלא עני",,,no ref,,JTmock Eruvin 4:7:2,877
Eruvin,פני משה,4,7,29b,"זו היא שאמרו העני וכו' ומפרש פלוגתייהו ר""מ סבר וכו' כדפרישית במתני':",זו היא שאמרו העני וכו' ומפרש פלוגתייהו,,,no ref,JTmock Eruvin 4:7:2,JTmock Eruvin 4:8:3,879
Eruvin,פני משה,5,1,30b,לדעת לעות וגו'. ולעות מלשון עת כלומר שהעת בא שצריך לאור:,לדעת לעות וגו',,,no ref,JTmock Eruvin 5:1:3,JTmock Eruvin 5:1:4,905
Eruvin,פני משה,5,7,36a,"@22מתני' @11אנשי עיר גדולה וכו' @33לפי נוסחא דהמתניתין בנותן את עירובו מתפרשא שהנותן את עירובו בתוך העיר בין אנשי עיר גדולה שנתנו עירובן בתוך העיר קטנה ובין אנשי עיר קטנה שנתנו עירובן בעיר גדולה מהלכין את כולה לפי שהנותן עירובו בעיר כל העיר נחשבת לו כארבע אמות וכדמפרש התנא כיצד מי שהיה בעיר גדולה ונתן את עירובו וכו'. ואית דגרסי במתני' אנשי עיר גדולה מהלכין את כל עיר קטנה ואין אנשי עיר קטנה מהלכין את כל העיר גדולה והכי גריס לה הכא בגמרא ולפי הך גירסא האי כיצד לא מיתפרשא וכדקאמר בגמרא לית כאן כיצד וסמי מכאן אלא מילתא אחריתא קתני מי שהיה בעיר גדולה וכו' ורישא דמתני' לאו בנותן את עירובו מיירי אלא במודד וה""ק אנשי עיר גדולה שהיתה להן עיר קטנה בתוך אלפים שלהן ומונין מעירן והולכין מהלכין את כל העיר קטנה כלומר שנחשבת להן כולה כארבע אמות הואיל והיא בתוך האלפים שלהן ומשלימין מדת התחום חוצה לה אבל אין אנשי עיר קטנה מהלכין את כל העיר גדולה כארבע אמות לפי שמדת אלפים שלהן כלה בתוך העיר הגדולה ואין הולכין בה אלא עד סוף תחומן:",אנשי עיר גדולה וכו' לפי נוסחא דהמתניתין,,,no ref,JTmock Eruvin 5:6:2,JTmock Eruvin 5:7:1,1056
Eruvin,פני משה,5,7,36b,"ר' עקיבא. פליג וס""ל שהנותן את עירובו בעיר אין כל העיר נחשבת לו כארבע אמות ואין מונין לו האלפים אלא ממקום עירובו ואין הלכה כר""ע:",ר' עקיבא,,,no ref,JTmock Eruvin 5:7:1,,1058
Eruvin,פני משה,5,7,36b,"*אי אתם מודים לי בנותן את עירובו על פי המערה. כלומר בתוכה שאין לו וכו' אמרו לו אימתי בזמן שאין בה דיורין שנפרצו חומותיה ואינה ראויה לדיורין אבל אם ראויה היא לדיורין אע""פ שאין בה עכשיו דיורין נחשבת כולה כארבע אמות וכן עיר שחרבה ויש לה חומה סביב מהלך את כולה וחוצה לה אלפים אמה ואפי' היא גדולה כאנטוכיא:",אי אתם מודים לי בנותן את עירובו,,,no ref,,,1059
Eruvin,פני משה,5,7,36b,נמצא קל תוכה. של מערה מעל גבה שאם נתן עירובו על גבה של מערה אין לו אלא ממקום עירובו אלפים לפי שגבה אין ראוי לדיורין אם נתן בתוכה מהלך את כולה וחוצה לה אלפים אמה:,נמצא קל תוכה,,,no ref,,,1060
Eruvin,פני משה,5,7,36b,"ולמודד שאמרו וכו'. כלומר אף על פי שחלוקין חכמים על ר""ע בנותן את עירובו וסבירא להו דכל העיר נחשבת לו כד' אמות מודים הן במודד ממקום שביתתו שאמרו חכמים שנותנין לו אלפים אמה שאפי' סוף מידתו כלתה במערה ואפי' במערה שיש בה דיורין אין לו אלא עד סוף מידתו במקום שכלתה המדה ומשם ולהלן אין לו כלום:",ולמודד שאמרו וכו',,,no ref,,JTmock Eruvin 5:7:2,1061
Eruvin,פני משה,5,7,37a,"אמר להן ר""ע וכו' קל הוא הקונה שביתה בקרפף וכו'. מדברי חכמים למדנו דמחלקין בנותן עירובו בין מקום שיש בו דיורין לבין מקום שאין בו דיורין א""כ מצינו שקל הוא הקונה שביתה בקרפף דבזה מהלך את כולו וחוצה לו אלפים אמה שהרי יש לו מחיצות וכל הקרפף נחשב לו כד' אמות אבל אם נתן עירובו בקרפף הואיל ואין בו דיורין אין לו אלא ממקום עירובו אלפים אמה:","אמר להן ר""ע וכו' קל הוא הקונה",,,no ref,JTmock Eruvin 5:7:6,JTmock Eruvin 5:8:2,1080
Eruvin,פני משה,6,1,38a,"*אמר ר""ג מעשה בצדוקי אחד. התם בגמרא פריך צדוקי מאן דכר שמיה וקאמר חסורי מיחסרא והכי קתני וצדוקי הרי הוא כנכרי ועד שישכיר רשותו ור""ג אומר אינו כעכו""ם ומעשה בצדוקי אחד שהיה דר עמנו בירושלים בחצר שבמבוי ובטל רשותו ואמר לנו אבא מהרו והוציאו את כל הכלים למבוי והחזיקו בו עד שלא יוציא הצדוקי כליו תחילה ויחזיר ויחזיק ברשותו מפני שהמבטל רשותו וחזר בו והוציא הרי זה אוסר וש""מ דאינו כעכו""ם דאי כעכו""ם ואגירו מיניה רשותו היכי מצי למיהדר ביה ואע""ג דמפיק לא אסר דהא נקט דמי:","אמר ר""ג מעשה בצדוקי אחד",,,no ref,JTmock Eruvin 6:1:1,,1097
Eruvin,פני משה,6,1,38a,"ר' יהודה אומר בלשון אחרת. אמר להן וכלומר דר' יהודה קאמר דלעולם ר""ג ס""ל צדוקי הרי הוא כעכו""ם ומהך מעשה לאו ראייה היא דלא כך אמר להן אלא בלשון אחרת מהרו ועשו צרכיכם מבע""י ולא עד שלא יוציא כליו אלא עד שלא יצא היום ויאסר עליכם שהרי יכול הוא לחזור בו מביטול רשותו ושמא יחזור בו. ומסקנא דצדוקים בזמן הזה שהן משמרין שבת בפרהסיא ואין מחללין אלא בצנעא ואינם מודים בתורת עירוב אינם כעכו""ם ויכול הוא לבטל רשותו שדוקא המחלל שבת בפרהסיא הרי הוא כעכו""ם ואין לו ביטול רשות אלא שוכרין ממנו כדרך ששוכרין מן הנכרי:",ר' יהודה אומר בלשון אחרת,,,no ref,,JTmock Eruvin 6:1:2,1098
Eruvin,פני משה,6,1,39a,"ר' אחא. קאמר דלענין שיש להצדוקי דין ביטול רשות כ""ע מודים שיש לו ומה פליגין אם יכול לחזור בו דר""מ סבר יכול הוא לחזור בו ורבנן סברי אינו יכול לחזור בו. ופריך לר""מ דיכול לחזור בו ואת אומר מהרו וכלומר אסוף דבריו הוא דפריך דקאמר מהרו והוציאו עד שלא יוציא ויאסר עליכם דמשמע אם יוציאו בתחלה שוב אין כאן חשש אם יוציא אח""כ הרי מיהת יכול הוא לחזור בו ומשני אע""ג וכו' מידה הוא בשזכו הן במבוי תחלה שוב אינו יכול לחזור בו ותני כן וכו' כדלעיל:",ר' אחא,,,no ref,JTmock Eruvin 6:2:5,JTmock Eruvin 6:3:1,1123
Eruvin,פני משה,6,4,40a,"@22גמ' @11מאימתי נותנין רשות כן היא מתני' מאימתי מבטלין רשות וכו'. @33כלומר דכך צריך לפרש דבביטול רשות עצמו פליגי אם מותר בשבת כדפרישית במתני' דלא תימא לפרש דבזמן נתינת רשות הוא דפליגי דלבית שמאי אם נותן רשותו מבעוד יום נמי מהני ולבית הלל דווקא משתחשך משום דבשעה שתהא חלה הנתינה בעינן וצריכה היא לכך וזהו משתחשך הלכך קמ""ל דבהתירא הוא דפליגי והיינו דמסיים הש""ס כיני מתניתא ב""ה אומרים משתחשך וכלומר דהשתא שפיר מיתפרשא המתני' דבית הלל אומרים משתחשך והיינו אף משתחשך דלא כן דאם תפרש דבזמן שתהא הנתינה חלה הוא דפליגי א""כ היא מתניתא מקולי ב""ש ומחומרי ב""ה ואמאי לא קחשיב לה בעדיות אלא כדאמרן:",מאימתי נותנין רשות כן היא מתני' מאימתי,,,no ref,JTmock Eruvin 6:4:1,JTmock Eruvin 6:4:3,1153
Eruvin,פני משה,6,8,42b,@22מתני' @11חמש חצרות פתוחות זו לזו ופתוחות למבוי. @33בגמרא קאמר דמאן דסבירא ליה אין המבוי ניתר בלחי או קורה עד שיהו ב' חצרות פתוחות לו ובתים פתוחים לכל חצר והכי קיימא לן לא תני במתני' פתוחות זו לזו דמכיון שפתוחות זו לזו ומעורבות יחד דרך פתחיהן נעשו כחצר אחת ולא תנינן אלא פתוחות למבוי:,חמש חצרות פתוחות זו לזו ופתוחות למבוי,,,no ref,JTmock Eruvin 6:7:5-8:1,JTmock Eruvin 6:8:1,1245
Eruvin,פני משה,7,1,45a,"פחות מד' על ד'. לאו כפתח הוא שאינו כמקום חשוב או שהיא כולו למעלה מי' הואיל ואין מהחלל כלום בתוך העשרה לאו פתח הוא ומערבין שנים שאפי' לא יהיה כל גובה הכותל יותר מי' מחיצה מעלייתא היא ואין מערבין אחד ואסורות זע""ז להשתמש דרך ראש הכותל ודרך אותו חלון ודרך חורין וסדקין וכל זה דוקא בחלון שבין ב' חצרות אבל בחלון שבין ב' בתים אפי' היה למעלה מעשרה אם רצו מערבין א' דביתא כמאן דמליא דמי והוא שיהיה בו ד' על ד' וכן בחלון שבין בית לעלייה ואף על פי שאין ביניהם סולם ויש בו ד' על ד' אם רצו מערבין עירוב אחד:",פחות מד' על ד',,,no ref,JTmock Eruvin 7:1:1,JTmock Eruvin 7:1:2,1319
Eruvin,פני משה,7,2,46b,ר' חנן בעי. גרסינן מתלפא שיטתיה דר' בא תמן אמר וכו'. כלומר דאכתי היא גופה קשיא דכמו דהתם אמרינן את רואה אותו כאלו מלא עפר ואוף הכא בכותל שבין ב' חצרות נימא נמי כן:,ר' חנן בעי,,,no ref,JTmock Eruvin 7:2:2,JTmock Eruvin 7:2:3,1353
Eruvin,פני משה,7,2,47a,ארבע אמות אם לא הוה על כל פני הכותל אלא במשך ד' אמות מהרוחב שלו הוי מיעוט ומערבין אחד ואין מערבין שנים:,ארבע אמות אם לא הוה על כל,,,no ref,JTmock Eruvin 7:2:5,JTmock Eruvin 7:2:6,1359
Eruvin,פני משה,7,6,47b,*נתן עליו נסר. כעין גשר משפתו לשפתו והוא רחב ד' הוי כפתח:,נתן עליו נסר,,,no ref,JTmock Eruvin 7:3:1,,1367
Eruvin,פני משה,7,6,47b,"וכן שתי כצוצריות. הבולטין מן החצרות ויוצאות לרה""ר והן זו כנגד זו ונתן נסר רחב ד' מזו לזו:",וכן שתי כצוצריות,,,no ref,,,1368
Eruvin,פני משה,7,6,47b,פחות מכאן. מרוחב ד' שאינו נוח לעבור עליו מערבין שנים ואין מערבין אחד:,פחות מכאן,,,no ref,,JTmock Eruvin 7:3:2,1369
Eruvin,פני משה,7,6,47b,"ואפי' רוק. ולקמן בפ' כיצד צולין דאיתא נמי להא גריס ואפי' רק ובפ""ט דנזיר בהלכה ב' גריס ואפי' ריק והיינו הך ולישנא קלילא הוא וכמו רקיק חררה דקה ורכה ואהתם קאי דקאמ' שם לענין טומאה בבית ויש חלון בין בית לבית ובו פותח טפח שמביא את הטומאה לבית האחר ואם נתן בחלון דבר המבטלו בטל וממעט בפותח טפח וס""ל לר""ל דרקיק שנתנו בחלון ג""כ ממעט דמתוך שהוא דק נרקב הוא מלחות שבחלון ונמאס ומסתמא מבטל ליה:",ואפי' רוק,,,no ref,JTmock Eruvin 7:3:2,JTmock Eruvin 7:4:2,1375
Eruvin,פני משה,7,6,48b,"*נתמעט האוכל. לאח""כ מן השיעור המפורש במתני' דלקמן מוסיף עליו ומזכה ואינו צריך להודיע לבני החצר או לבני המבוי שעירב והוסיף בשבילן לפי שזכות הוא להן וזכין לאדם שלא בפניו:",נתמעט האוכל,,,no ref,JTmock Eruvin 7:6:1,,1396
Eruvin,פני משה,7,6,48b,ואם נתוספו עליהן דיורין מוסיף ומזכה להן וצריך להודיע וכגון שיש בחצר ב' פתחים לב' מבואות דדילמא ניחא להו בהאי ולא בהאי אבל אם אין להחצר אלא פתח אחד להמבוי שנשתתפו בו אינו צריך להודיע להן לעולם:,ואם נתוספו עליהן דיורין מוסיף ומזכה להן,,,no ref,,JTmock Eruvin 7:6:2,1397
Eruvin,פני משה,7,8,49b,*במה דברים אמורים. שצריך שיעור בתחלת עירוב אבל בשירי העירוב שנתמעט משיעורו אפי' נשתייר כל שהוא שפיר דמי שלא אמרו לערב בחצרות אחר שנשתתפו במבוי אלא כדי שלא לשכח את התינוקת מתורת עירובי חצרות שהן אינן משגיחין על השיתוף מבואות ומכיון שכן מקילינן בשירי עירוב בין בעירובי חצרות בין בשיתוף מבואות ואין הלכה כר' יוסי:,במה דברים אמורים,,,no ref,JTmock Eruvin 7:8:1,JTmock Eruvin 7:8:2,1435
Eruvin,פני משה,8,5,53a,"נכרי אוסר. שמא יבא בשבת והלכה כרבי יוסי. רבי שמעון מוסיף וס""ל שאפילו הלך לשבות באותה העיר אצל בתו וסמוך לחצירו אם הסיע את לבו מביתו ואין דעתו לחזור לביתו בשבת ה""ז אין אוסר עליהן וכשהולך לשבות אצל בתו מסתמא הוא כך להכי נקט שכבר הסיע מלבו והלכה כר""ש:",נכרי אוסר,,,no ref,JTmock Eruvin 8:5:1,JTmock Eruvin 8:5:2,1530
Eruvin,פני משה,8,6,53b,אמר רב הונא וכו' כלומר דלר' יהודה נמי בהכי הוא דמיירי שהכותל שביניהן בולטת לתוך חלל הבור עד למטה ומכיון דמיהת בתוך תלל הבור איכא הפסק במיא סגי בהכי:,אמר רב הונא וכו' כלומר דלר' יהודה,,,no ref,JTmock Eruvin 8:6:3,JTmock Eruvin 8:7:1,1543
Eruvin,פני משה,8,9,55b,קשיין אהדדי. אלא לאו כאן בשאינן שוין אין מצטרפין ובשוין מצטרפין:,קשיין אהדדי,,,no ref,JTmock Eruvin 8:9:3,,1623
Eruvin,פני משה,8,9,55b,"ראב""י דמתני' וכו':","ראב""י דמתני' וכו'",,,no ref,,JTmock Eruvin 8:9:4,1624
Eruvin,פני משה,9,1,56b,בשעת השמד. שגזרו שלא לקרות בתורה והיו מסתירין עצמן והיינו נוטלין את הספר וכו':,בשעת השמד,,,no ref,JTmock Eruvin 9:1:4,JTmock Eruvin 9:1:5,1656
