chapter_name,topic_name
יִשְׂרָאֵל בְּמִצְרַיִם וִיצִיאַת מִצְרַיִם,אֲרוֹנוֹ שֶׁל יוֹסֵף
יִשְׂרָאֵל בְּמִצְרַיִם וִיצִיאַת מִצְרַיִם,יְצִיאַת מִצְרַיִם
יִשְׂרָאֵל בְּמִצְרַיִם וִיצִיאַת מִצְרַיִם,קְרִיעַת יַם סוּף וּבִזַּת הַיָּם
ישְִׂרָאֵל בַּמִּדְבָּר,מִמִּצרְַיםִ למִַּדבְּרָ
ישְִׂרָאֵל בַּמִּדְבָּר,הַמָּן
ישְִׂרָאֵל בַּמִּדְבָּר,הַבְּאֵר
ישְִׂרָאֵל בַּמִּדְבָּר,עַנְנֵי כָּבוֹד
ישְִׂרָאֵל בַּמִּדְבָּר,מִלחְמֶֶת עמֲָלקֵ
ישְִׂרָאֵל בַּמִּדְבָּר,מַתַּן תּוֹרָה
ישְִׂרָאֵל בַּמִּדְבָּר,נָדָב וַאֲבִיהוּא
ישְִׂרָאֵל בַּמִּדְבָּר,חֵטְא הָעֵגֶל
ישְִׂרָאֵל בַּמִּדְבָּר,הַמִּשְׁכָּן וְכֵלָיו
ישְִׂרָאֵל בַּמִּדְבָּר,נְסִיעָתָם וַחֲנִיָּתָם שֶׁל יִשְׂרָאֵל בַּמִּדְבָּר
ישְִׂרָאֵל בַּמִּדְבָּר,מְרַגְּלִים
ישְִׂרָאֵל בַּמִּדְבָּר,מַחֲלֹקֶת קֹרַח וַעֲדָתוֹ
ישְִׂרָאֵל בַּמִּדְבָּר,מֵי מְרִיבָה
ישְִׂרָאֵל בַּמִּדְבָּר,טַרְחָנִים
ישְִׂרָאֵל בַּמִּדְבָּר,אַהֲרֹן
ישְִׂרָאֵל בַּמִּדְבָּר,מִיתָתוֹ שֶׁל אַהֲרֹן
ישְִׂרָאֵל בַּמִּדְבָּר,הַנִּסִּים עַל נַחַל אַרְנוֹן
ישְִׂרָאֵל בַּמִּדְבָּר,עוֹג מֶלֶךְ הַבָּשָׁן
ישְִׂרָאֵל בַּמִּדְבָּר,בִּלְעָם
ישְִׂרָאֵל בַּמִּדְבָּר,בְּנוֹת צְלָפְחָד
ישְִׂרָאֵל בַּמִּדְבָּר,מִלחְמֶֶת מִדיְןָ
ישְִׂרָאֵל בַּמִּדְבָּר,סִפּוּק צָרְכֵיהֶם שֶׁל יִשְׂרָאֵל בַּמִּדְבָּר
ישְִׂרָאֵל בַּמִּדְבָּר,סוֹף אַרְבָּעִים שָׁנָה בַּמִּדְבָּר
ישְִׂרָאֵל בַּמִּדְבָּר,נְבוּאָתוֹ שֶׁל מֹשֶה
ישְִׂרָאֵל בַּמִּדְבָּר,אֶלְדָּד וּמֵידָד
ישְִׂרָאֵל בַּמִּדְבָּר,מֹשֶה וִיהוֹשֻׁעַ
ישְִׂרָאֵל בַּמִּדְבָּר,מִיתָתוֹ שֶׁל מֹשֶה
ישְִׂרָאֵל בַּמִּדְבָּר,קִבְרוֹ שֶׁל מֹשֶה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",אֶרֶץ הַבְּחִירָה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",יְהוֹשֻׁעַ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",בִּימֵי שְׁפֹט הַשּׁוֹפְטִים
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",דְּבוֹרָה הַנְּבִיאָה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",יִפְתָּח וּבִתּוֹ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",שִׁמְשׁוֹן
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",פֶּסֶל מִיכָה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",מְגִלַּת רוּת
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",אֶלְקָנָה וְחַנָּה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",בְּנֵי עֵלִי
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",שְׁמוּאֵל
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",חֻרְבַּן שִׁילֹה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",בְּנֵי שְׁמוּאֵל
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",שָׁאוּל הַמֶּלֶךְ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",מִיתָתוֹ שֶׁל שָׁאוּל
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",דָּוִד הָרוֹעֶה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",דָּוִד וּמַעֲשֵׂי ה'
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",כִּנּוֹרוֹ שֶׁל דָּוִד
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",חֵטְא דָּוִד וּתְשׁוּבָתוֹ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",עַנְוְתָנוּתוֹ שֶׁל דָּוִד
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",דָּוִד וְאַבְנֵר
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",דָּוִד וְשׂוֹנְאֵי יִשְׂרָאֵל
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",דָּוִד וְאַבְשָׁלוֹם בְּנוֹ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",דָּוִד וְיִשְׁבִּי בְּנֹב
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",מִיתָתוֹ שֶׁל דָּוִד
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",חָכְמָתוֹ וּגְדֻלָּתוֹ שֶׁל שְׁלֹמֹה הַמֶּלֶךְ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",בִּנְיַן שְׁלֹמֹה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",כִּסֵּא שְׁלֹמֹה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",שְׁלֹמֹה וּמַלְכַּת שְׁבָא
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",שְׁלֹמֹה — מֶלֶךְ וְהֶדְיוֹט
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",יָרָבְעָם
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",עָמְרִי וְאַחְאָב
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",אֵלִיָּהוּ וְעוֹבְדֵי הַבַּעַל
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",יוֹנָה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",גָּלוּת עֲשֶׂרֶת הַשְּׁבָטִים
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",הַכּוּתִים
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",חִזְקִיָּהוּ וּמַפֶּלֶת סַנְחֵרִיב
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",חִזְקִיָּהוּ וִישַׁעְיָהוּ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",שְׂכַר שְׁלוֹשׁ פְּסִיעוֹתָיו שֶׁל מְרֹאדַךְ בַּלְאֲדָן
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",מְנַשֶּׁה
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",צִדְקִיָּהוּ הַמֶּלֶךְ
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",נְבוּכַדְנֶאצַּר
"שׁוֹפְטִים, מְלָכִים וּנְבִיאִים",יְהוֹיָקִים וִיכָנְיָה
חֻרְבַּן בַּיִת רִאשׁוֹן,חֻרְבַּן הַבַּיִת
חֻרְבַּן בַּיִת רִאשׁוֹן,תִּשְׁעָה בְּאָב
חֻרְבַּן בַּיִת רִאשׁוֹן,עַל חָרְבוֹת יְרוּשָׁלַיִם
חֻרְבַּן בַּיִת רִאשׁוֹן,סִלּוּק שְׁכִינָה
חֻרְבַּן בַּיִת רִאשׁוֹן,הַקָּדוֹשׁ בָּרוּךְ הוּא בּוֹכֶה
חֻרְבַּן בַּיִת רִאשׁוֹן,אֵבֶל אָבוֹת
חֻרְבַּן בַּיִת רִאשׁוֹן,דָּמוֹ שֶׁל זְכַרְיָה
חֻרְבַּן בַּיִת רִאשׁוֹן,יִסּוּרֵי הַגּוֹלִים
חֻרְבַּן בַּיִת רִאשׁוֹן,עַל נַהֲרוֹת בָּבֶל
חֻרְבַּן בַּיִת רִאשׁוֹן,גַּעְגּוּעִים
חֻרְבַּן בַּיִת רִאשׁוֹן,נֶחָמָה
בֵּין בַּיתִ לבְַיתִ,דָּנִיֵּאל וְהַתַּנִּין בְּבָבֶל
בֵּין בַּיתִ לבְַיתִ,מֵתִים שֶׁהֶחֱיָה יְחֶזְקֵאל
בֵּין בַּיתִ לבְַיתִ,"חֲנַנְיָה, מִישָׁאֵל וַעֲזַרְיָה"
בֵּין בַּיתִ לבְַיתִ,עֶזְרָא
בֵּין בַּיתִ לבְַיתִ,אַנְשֵׁי כְּנֶסֶת הַגְּדוֹלָה
בֵּין בַּיתִ לבְַיתִ,בִּימֵי מָרְדְּכַי וְאֶסְתֵּר
בֵּין בַּיתִ לבְַיתִ,דְּבוֹרָה וְאֶסְתֵּר
בֵּין בַּיתִ לבְַיתִ,סְעוּדַת אֲחַשְׁוֵרוֹשׁ
בֵּין בַּיתִ לבְַיתִ,בִּגְתָן וָתֶרֶשׁ
בֵּין בַּיתִ לבְַיתִ,גְּדֻלַּת הָמָן
בֵּין בַּיתִ לבְַיתִ,מַחֲשֶׁבֶת הָמָן
בֵּין בַּיתִ לבְַיתִ,מַלְשִׁינוּת הָמָן וּגְזֵרַת אֲחַשְׁוֵרוֹשׁ
בֵּין בַּיתִ לבְַיתִ,מַפֶּלֶת הָמָן וּגְדֻלַּת מָרְדְּכַי
בֵּין בַּיתִ לבְַיתִ,תְּלִיַּת הָמָן
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,הַמִּקְדָּשׁ בְּתִפְאַרְתּוֹ
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,גְּנִיזַת הָאָרוֹן
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,כֶּתֶר כְּהֻנָּה
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,שִׁמְעוֹן הַצַּדִּיק
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,מִקְדַּשׁ חוֹנְיוֹ
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,דְּיוֹפְלוֹסְטוֹן שֶׁל אֲלֶכְּסַנְדְּרִיָּא
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,מִשְׁפְּחוֹת כּוֹהֲנִים
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,אֲלֶכְּסַנְדְּרוֹס מֻקְדּוֹן
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,שִׁעְבּוּד יָוָן וּמַרְשִׁיעֵי בְּרִית
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,אֵם הַבָּנִים
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,בֵּית חַשְׁמוֹנָאִים
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,בִּנְיַן הוֹרְדוֹס
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,הָעֲבוֹדָה בְּבֵית הַמִּקְדָּשׁ
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,נִסִּים בְּבֵית הַמִּקְדָּשׁ
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,כּוֹהֲנִים זְרִיזִים
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,קָרְבַּן פֶּסַח
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,הָעֹמֶר
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,הֲבָאַת בִּכּוּרִים
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,עֲבוֹדַת יוֹם הַכִּפּוּרִים
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,נְטִילַת לוּלָב
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,נִסּוּךְ הַמַּיִם
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,שִׂמְחַת בֵּית הַשְּאׁוּבָה (הַשּׁוֹאֵבָה)
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,פָּרָשַׁת הַמֶּלֶךְ
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,שְׁמִינִי עֲצֶרֶת וּמוֹצָאֵי הֶחָג
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,עֲלִיָּה לְרֶגֶל
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,עֲלִיָּה בִּשְׁעַת הַגְּזֵרָה
בַּיִת שֵׁנִי בְּבִנְיָנוֹ וּבַעֲבוֹדָתוֹ,חָכְמָתָם שֶׁל בְּנֵי יְרוּשָׁלַיִם
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,קֹדֶם הַחֻרְבָּן
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,עַל מָה חָרְבָה הָאָרֶץ?
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,רִשְׁעַת אַדְרְיָנוֹס
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,בְּנֵי צִיּוֹן הַיְּקָרִים
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,הַקָּדוֹשׁ בָּרוּךְ הוּא מִתְאַבֵּל
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,מְנַחֵם
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,אֲבֵלֵי צִיּוֹן
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,מִיּוֹם שֶׁחָרַב בֵּית הַמִּקְדָּשׁ
חֻרְבַּן בַּיִת שֵׁנִי וְהָאָרֶץ,תַּנְחוּמִים
מַעשֲׂיֵ חכֲמִָים,רַבִּי שִׁמְעוֹן בֶּן שָׁטַח
מַעשֲׂיֵ חכֲמִָים,חוֹנִי הַמְּעַגֵּל וְזַרְעוֹ
מַעשֲׂיֵ חכֲמִָים,הִלֵּל הַזָּקֵן
מַעשֲׂיֵ חכֲמִָים,עֲקַבְיָא בֶּן מַהֲלַלְאֵל
מַעשֲׂיֵ חכֲמִָים,רַבָּן גַּמְלִיאֵל הַזָּקֵן
מַעשֲׂיֵ חכֲמִָים,רַ' צָדוֹק וּבְנוֹ רַ' אֶלְעָזָר
מַעשֲׂיֵ חכֲמִָים,בֵּית שַׁמַּאי וּבֵית הִלֵּל
מַעשֲׂיֵ חכֲמִָים,יוֹנָתָן בֶּן עֻזִּיאֵל
מַעשֲׂיֵ חכֲמִָים,שְׁמוּאֵל הַקָּטָן
מַעשֲׂיֵ חכֲמִָים,רַבָּן יוֹחָנָן בֶּן זַכַּאי
מַעשֲׂיֵ חכֲמִָים,רַ' דּוֹסָא בֶּן הָרְכִּינַס
מַעשֲׂיֵ חכֲמִָים,רַבִּי חֲנִינָא בֶּן דּוֹסָא
מַעשֲׂיֵ חכֲמִָים,רַבָּן גַּמְלִיאֵל (הַשֵּׁנִי)
מַעשֲׂיֵ חכֲמִָים,רַ' אֱלִיעֶזֶר (הַגָּדוֹל) בֶּן הוּרְקָנוֹס
מַעשֲׂיֵ חכֲמִָים,רַ' יְהוֹשֻׁעַ בֶּן חֲנַנְיָה
מַעשֲׂיֵ חכֲמִָים,נַחוּם אִישׁ גַּם זוֹ (גִּמְזוֹ)
מַעשֲׂיֵ חכֲמִָים,רַ' טַרְפוֹן
מַעשֲׂיֵ חכֲמִָים,רַ' עֲקִיבָא
מַעשֲׂיֵ חכֲמִָים,עֲשָׂרָה הֲרוּגֵי מַלְכוּת
מַעשֲׂיֵ חכֲמִָים,"רַ' מֵאִיר, אֱלִישַׁע בֶּן אֲבוּיָה (אַחֵר), בְּרוּרְיָה"
מַעשֲׂיֵ חכֲמִָים,רַ' שִׁמְעוֹן בֶּן יוֹחַאי וּבְנוֹ רַ' אֶלְעָזָר
מַעשֲׂיֵ חכֲמִָים,רַ' יוֹסֵי בֶּן חֲלַפְתָּא וּבְנוֹ רַ' יִשְׁמָעֵאל
מַעשֲׂיֵ חכֲמִָים,רַ' יְהוּדָה בַּר אֶלְעַי
מַעשֲׂיֵ חכֲמִָים,רַ' אֶלְעָזָר בֶּן שַׁמּוּעַ וּבְנוֹ רַ' שִׁמְעוֹן
מַעשֲׂיֵ חכֲמִָים,רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל
מַעשֲׂיֵ חכֲמִָים,רַ' פִּינְחָס בֶּן יָאִיר
מַעשֲׂיֵ חכֲמִָים,"רַ' יְהוּדָה הַנָּשִׂיא (רַבִּי, רַבֵּנוּ הַקָּדוֹשׁ), רַ' חִיָּא הַגָּדוֹל וּבָנָיו"
מַעשֲׂיֵ חכֲמִָים,בַּר קַפָּרָא
מַעשֲׂיֵ חכֲמִָים,רַ' שִׁמְעוֹן בֶּן חֲלַפְתָּא
מַעשֲׂיֵ חכֲמִָים,רַ' חֲנִינָא בַּר חַמָּא
מַעשֲׂיֵ חכֲמִָים,רַ' אוֹשַׁעְיָא הַגָּדוֹל בֶּן רַ' חַמָּא
מַעשֲׂיֵ חכֲמִָים,רַ' יְהוֹשֻׁעַ בֶּן לֵוִי
מַעשֲׂיֵ חכֲמִָים,רַ' יוֹחָנָן (בֶּן הַנַּפָּח) וְרַ' שִׁמְעוֹן בֶּן לָקִישׁ (רֵישׁ לָקִישׁ)
מַעשֲׂיֵ חכֲמִָים,רַ' יְהוּדָה נְשִׂיאָה (רַ' יוּדָן נְשִׂיָּא)
מַעשֲׂיֵ חכֲמִָים,רַ' אֶלְעָזָר בֶּן פְּדָת
מַעשֲׂיֵ חכֲמִָים,רַ' אַבָּהוּ
מַעשֲׂיֵ חכֲמִָים,רַ' זֵירָא (זְעֵירָא)
מַעשֲׂיֵ חכֲמִָים,רַב (רַ' אַבָּא בַּר אַיְבוּ)
מַעשֲׂיֵ חכֲמִָים,שְׁמוּאֵל
מַעשֲׂיֵ חכֲמִָים,רַב יְהוּדָה (בַּר יְחֶזְקֵאל)
מַעשֲׂיֵ חכֲמִָים,רַ' יִרְמְיָה
מַעשֲׂיֵ חכֲמִָים,רַב הוּנָא
מַעשֲׂיֵ חכֲמִָים,רַב חִסְדָּא
מַעשֲׂיֵ חכֲמִָים,רַב שֵׁשֶׁת
מַעשֲׂיֵ חכֲמִָים,רַב נַחֲמָן (בַּר יַעֲקֹב)
מַעשֲׂיֵ חכֲמִָים,רַבָּה (בַּר נַחֲמָנִי)
מַעשֲׂיֵ חכֲמִָים,רַב יוֹסֵף
מַעשֲׂיֵ חכֲמִָים,אַבַּיֵּי (בַּר כַּיְלִיל?)
מַעשֲׂיֵ חכֲמִָים,רָבָא (בַּר יוֹסֵף בַּר חַמָּא)
מַעשֲׂיֵ חכֲמִָים,רַב פַּפָּא
מַעשֲׂיֵ חכֲמִָים,רַב אָשֵׁי
מַעשֲׂיֵ חכֲמִָים,נָשִׂיא וְרֹאשׁ גּוֹלָה
מַעשֲׂיֵ חכֲמִָים,שִׁבְחָם שֶׁל חֲכָמִים
מַעשֲׂיֵ חכֲמִָים,רִאשׁוֹנִים וְאַחֲרוֹנִים
מַעשֲׂיֵ חכֲמִָים,חַכְמֵי אֶרֶץ יִשְׂרָאֵל וְחַכְמֵי בָּבֶל
מַעשֲׂיֵ חכֲמִָים,חַכְמֵי בֵּית הַמִּדְרָשׁ בִּכְנִיסָתָם וִיצִיאָתָם
מַעשֲׂיֵ חכֲמִָים,מִיתָתָם וְהֶסְפֵּדָם שֶׁל חֲכָמִים
יִשְׂרָאֵל וְאֻמּוֹת הָעוֹלָם,חִבָּתָם שֶׁל יִשְׂרָאֵל
