Index Title,Judges
Judges 2:10,"Całe również pokolenie ówczesne przyłączone zostało do ojców swoich, a wtedy nastało po niem pokolenie inne, ludzie, którzy nie znali Wiekuistego ani czynów, jakie spełnił dla Izraela. "
Judges 2:11,"I spełniali synowie Izraela co złem było w oczach Wiekuistego, i służyli Baalom. "
Judges 2:12,"I odstąpili Wiekuistego, Boga ojców swoich, który ich wywiódł z ziemi egipskiej, a szli za bóstwami cudzemi, za temi z bóstw ludów, które ich otaczały dokoła, i korzyli się im i drażnili tem Wiekuistego. "
Judges 2:13,"Gdy tedy odstąpili Wiekuistego, a służyli Baalowi i Astartom, "
Judges 2:14,"Wspłonął gniew Wiekuistego przeciw Izraelitom, tak że podał ich w moc grabieżców, którzy ich ograbiali, i wydał ich w moc wrogów ich dokoła, a nie zdołali się już ostać wobec wrogów swoich. "
Judges 2:15,"Dokądkolwiek się zwracali, była ręka Wiekuistego przeciw nim, ku ich niedoli, tak jako wyrzekł był Wiekuisty i jako poprzysiągł im, a byli ciemiężeni bardzo. "
Judges 2:16,"Wtedy ustanowił Wiekuisty sędziów, a ci wybawiali ich z ręki ich grabieżców. "
Judges 2:17,"Ale i sędziów swoich nie słuchali, lecz uganiali się za bóstwami cudzemi i korzyli się im. Rychło odstąpili od drogi, którą postępowali ojcowie ich, słuchając przykazań Wiekuistego: nie czynili oni tak. "
Judges 2:18,"Jeżeli ustanowił Wiekuisty sędziów, a był Wiekuisty z sędzią, tak że wybawił ich z ręki ich grabicieli po wszystkie dni sędziego, ponieważ użalił się Wiekuisty z powodu skarg ich na gnębicieli i ciemiężców swoich: "
Judges 2:19,"To jednak po śmierci sędziego znieprawiali się znowu bardziej niż ojcowie ich, idąc za bóstwami cudzemi, by służyć i korzyć się im. Nie poniechali nic ze zdrożności swoich i z drogi swej przekornej. "
Judges 2:20,"Przeto wspłonął gniew Wiekuistego przeciw Izraelowi, i rzekł: Ponieważ przekroczył lud ten przymierze, które poruczyłem ojcom ich, a nie usłuchali głosu mojego, "
Judges 2:21,"Tedy i Ja nie wypędzę nadal przed nimi żadnego z tych ludów, które pozostawił Jozue przy zgonie swoim, "
Judges 2:22,"Aby doświadczać nimi Izraelitów, czy przestrzegają oni drogi Wiekuistego, by postępować po niej tak, jako przestrzegali ojcowie ich, czy też nie. "
Judges 2:23,"I tak pozostawił Wiekuisty one ludy, nie wypędzając ich rychło, a nie podał ich w moc Jozuego. "
Judges 3:1,"Oto zaś ludy, które zostawił Wiekuisty, by doświadczyć nimi Izraelitów, mianowicie wszystkie te, które nie zaznały licznych wojen o Kanaan. "
Judges 3:2,"Tylko dla pokoleń synów Izraela, aby poznały a wyćwiczyły się w rzemiośle wojennem, przynajmniej te, które poprzednich walk nie poznały: "
Judges 3:3,"Pięciu książąt filistyńskich, wszyscy Kanaanejczycy, Cydończycy i Chiwici, zamieszkali na górze libańskiej, od góry Baal Hermon aż tam, kędy się idzie do Hamath. "
Judges 3:4,"Służyli oni na to, aby doświadczyć nimi Izraelitów, aby się przekonać, czy posłuszni będą przykazaniom Wiekuistego, które poruczył był ojcom ich przez Mojżesza. "
Judges 3:5,"I tak osiedli synowie Izraela wpośród Kanaanitów, Chitejczyków, Emorejczyków, Peryzejczyków, Chiwitów i Jebusytów. "
Judges 3:6,"I brali sobie córki ich za żony i oddawali własne swe córki ich synom, i służyli bóstwom ich. "
Judges 3:7,"I czynili synowie Izraela to, co złem było w oczach Wiekuistego, i zapomnieli o Wiekuistym, Bogu swoim, służąc Baalom i Astartom. "
Judges 3:8,"Wspłonął tedy gniew Wiekuistego przeciw Izraelowi, tak że zaprzedał ich w moc Kuszan Riszataima, króla Aram-Naharaimu; i hołdowali synowie Izraela Kuszan Riszataimowi przez ośm lat. "
Judges 3:9,"Poczem wołali synowie Izraela do Wiekuistego, i wzbudził Wiekuisty wybawcę synom Izraela, który ich wybawił: Othniela, syna Kenaza, młodszego brata Kaleba. "
Judges 3:10,"I tknął go duch Wiekuistego, tak że sprawował sądy w Izraelu i wyruszył do walki i wydał Wiekuisty w moc jego Kuszan Riszataima, króla Aramu, i przemogła ręka jego nad Kuszan Riszataimem. "
Judges 3:11,"Wtedy zażywał kraj spokoju przez czterdzieści lat. Poczem umarł Othniel, syn Kenaza. "
Judges 3:12,"Ale poczęli synowie Izraela znowu czynić to, co złem było w oczach Wiekuistego. A wtedy dał Wiekuisty Eglonowi, królowi Moabu, moc nad Izraelem, ponieważ czynili to, co złem było w oczach Wiekuistego. "
Judges 3:13,Ten połączył się z Ammonitami i Amalekitami i wyciągnął i pobił Izraelitów i zajął miasto palmowe. 
Judges 3:14,"I tak hołdowali synowie Izraela Eglonowi, królowi Moabu, przez ośmnaście lat. "
Judges 3:15,"Poczem wołali synowie Izraela do Wiekuistego i wzbudził im Wiekuisty wybawcę, Ehuda, syna Gery, Binjaminitę, pozbawionego władzy w ręce prawej. Przez niego wysłali mianowicie synowie Izraela dar Eglonowi, królowi Moabu. "
Judges 3:16,"I przygotował sobie Ehud miecz o ostrzu podwójnem na łokieć długi, i przepasał go sobie Ehud pod szatami swemi po prawym boku swoim. "
Judges 3:17,"Tak złożył on dar Eglonowi, królowi Moabu. Eglon zaś był mężem bardzo otyłym. "
Judges 3:18,"Gdy tedy złożenie daru spełnił, odprowadził ludzi, którzy dar nieśli. "
Judges 3:19,"Poczem wróciwszy sam od posągów, znajdujących się w Gilgal, oznajmił: Mam tajemne słowo do ciebie, królu! Wtedy rzekł: cisza! I usunęli się odeń wszyscy, którzy go otaczali. "
Judges 3:20,"Gdy tedy wszedł doń Ehud, siedział on w górnej swej komnacie letniej sam jeden, i rzekł doń Ehud: Wyrzeczenie Boże mam do ciebie! I podniósł się z krzesła swojego. "
Judges 3:21,"Wtedy wyciągnął Ehud lewą swą rękę, pochwycił miecz z boku swego prawego i pchnął go w żywot jego. "
Judges 3:22,"Tak że wnikła i rękojeść za brzeszczotem, a tłuszcz brzeszczot otoczył, albowiem nie wyciągnął już z żywota jego miecza, który krocz przebił. "
Judges 3:23,"Poczem wyszedł Ehud do kolumnady, zamknął za sobą drzwi komnaty górnej i zaryglował. "
Judges 3:24,"Ale zaledwie był wyszedł, przybyli sługi jego; gdy zaś spostrzegli, że drzwi komnaty górnej zaryglowane, pomyśleli: zapewne załatwia on potrzebę swoją w komnacie letniej. "
Judges 3:25,"Tak czekali aż do zniecierpliwienia. Gdy jednak drzwi komnaty górnej wciąż jeszcze nie otwierał, wzięli klucz i otworzyli; a oto pan ich leżał na ziemi martwy. "
Judges 3:26,Ehud zaś uszedł podczas gdy oni zwlekali; dotarł był on tymczasem do posągów i uszedł do Seiru. 
Judges 3:27,"A gdy wrócił, uderzył w trąbę na górach Efraimu, a wtedy zstąpili z nim synowie Izraela z gór, a on na ich czele. "
Judges 3:28,"I rzekł do nich: Podążcie za mną, albowiem podał Wiekuisty wrogów waszych, Moabitów, w moc waszą. I tak zstąpili za nim, obsadzili brody Jordanu, wiodące ku Moabowi, i nie pozwolili nikomu się przeprawić. "
Judges 3:29,"I porazili naówczas Moabitów w liczbie około dziesięciu tysięcy mężów, samych silnych i dzielnych ludzi, tak że żaden nie uszedł. "
Judges 3:30,W owym to czasie ukorzył się Moab pod ręką Izraela. I zażywał kraj spokoju przez lat ośmdziesiąt. 
Judges 3:31,"Po nim nastąpił Szamgar, syn Anatha. Był to ten, który pobił Filistynów w liczbie sześciuset ludzi, stykiem wołowym, a który również Izraela wybawił. "
Judges 4:1,"Synowie Izraela czynili jednak na nowo to, co złem było w oczach Wiekuistego - Ehud bowiem był umarł. "
Judges 4:2,"I wydał ich Wiekuisty w moc Jabina, króla chanaanejskiego, który panował w Hacor. Wodzem zaś wojsk jego był Sysera, który mieszkał w Haroszet pogańskiem. "
Judges 4:3,Wołali tedy synowie Izraela do Wiekuistego; posiadał on bowiem dziewięćset wozów żelaznych a uciskał synów Izraela srodze przez dwadzieścia lat. 
Judges 4:4,"A Debora, prorokini, żona Lapidota, sprawowała naonczas sądy nad Izraelitami. "
Judges 4:5,"Miała zaś siedzibę swą pod palmą Deborah między Ramah a Bethel na górze Efraim, i przychodzili do niej synowie Izraela na sąd. "
Judges 4:6,"I posłała i wezwała Baraka, syna Abinoama, z Kedesz Naftali, i rzekła doń: Oto co rozkazał Wiekuisty, Bóg Izraela: Idź, ściągnij na górę Tabor, a weź ze sobą dziesięć tysięcy mężów z synów Naftalego i z synów Zebuluna. "
Judges 4:7,"A wtedy sprowadzę do ciebie ku potokowi Kiszon Syserę, hetmana wojsk Jabina, i wozy jego, i tłum jego, i podam go w ręce twoje. "
Judges 4:8,"I rzekł do niej Barak: Jeżelibyś poszła ze mną, pójdę, a jeżelibyś nie poszła ze mną, nie pójdę. "
Judges 4:9,"I rzekła: Pójść pójdę z tobą, wszakże nie twoją będzie sława na drodze, którą idziesz, gdy w rękę niewiasty zaprzeda Wiekuisty Syserę. I tak wyruszyła Deborah i poszła z Barakiem do Kedesz. "
Judges 4:10,"I zwołał Barak Zebuluna i Naftalego do Kedesz, i wyprowadził za sobą dziesięć tysięcy mężów, a szła też z nim i Debora. "
Judges 4:11,"Heber zaś Kenita odłączył się był od Kaina - od synów Hobaba, szwagra Mojżesza - i rozbił namiot swój aż do Elon-Becaananim, które przy Kedesz. "
Judges 4:12,"I donieśli Syserze, że wszedł Barak, syn Abinoama, na górę Tabor. "
Judges 4:13,"I ściągnął Sysera wszystkie wozy swoje - dziewięćset wozów żelaznych - i wszystek lud, który z nim był z Haroszet Hagoim do potoku Kiszon. "
Judges 4:14,"I rzekła Debora do Baraka: Wstań, gdyż ten to jest dzień, w którym Wiekuisty wyda Syserę w ręce twoje; oto Wiekuisty kroczy przed tobą. I zstąpił Barak z góry Tabor, a dziesięć tysięcy mężów za nim. "
Judges 4:15,"I rozgromił Wiekuisty Syserę, i wszystkie wozy, i cały obóz ostrzem miecza przed Barakiem, i zeskoczył Sysera z wozu i uciekał pieszo. "
Judges 4:16,"Barak zaś popędził za wozami i za obozem aż do Haroszeth Hagoim, i zginął cały obóz Sysery ostrzem miecza, nie pozostał ani jeden. "
Judges 4:17,"Sysera zaś schronił się pieszo do namiotu Jaeli, żony Hebera, Kenity, gdyż przyjaźń była między Jabinem, królem Hacoru, a domem Hebera, Kenity. "
Judges 4:18,"I wyszła Jael na spotkanie Sysery, i rzekła doń: Wstąp, panie, wstąp do mnie, nie obawiaj się! I wstąpił do niej do namiotu i przykryła go derą. "
Judges 4:19,"I rzekł do niej: Daj mi się napić nieco wody, gdyż spragniony jestem; otworzyła wtedy łagiew mleka i dała mu się napić, i przykryła go. "
Judges 4:20,"I rzekł do niej: Stań u wejścia do namiotu, a jeżeliby kto przyszedł i zapytał się, mówiąc: Czy jest tu kto? powiedz: Nie. "
Judges 4:21,"Wzięła tedy Jaela, żona Hebera, kołek od namiotu, a ująwszy młot w rękę swą, weszła do niego po cichu, i wbiła kołek w skroń jego, tak że utkwił w ziemi; on zaś twardo był zasnął, gdyż znużonym był, i umarł. "
Judges 4:22,"A oto przybył Barak, który ścigał Syserę; i wyszła Jael naprzeciw niego, i rzekła doń: Chodź, a pokażę ci męża, którego szukasz; i wszedł do niej, a oto Sysera leżał martwy, a kołek w skroni jego. "
Judges 4:23,"A tak upokorzył Bóg dnia owego Jabina, króla Kanaanu, przed synami Izraela. "
Judges 4:24,"Dłoń zaś synów Izraela ciążyła coraz silniej na Jabinie, królu Kanaanu, póki nie zgładzili Jabina, króla Kanaanu. "
Judges 5:1,"I zaśpiewała Debora i Barak, syn Abinoama, dnia onego w te słowa: "
Judges 5:2,"Gdy stargały się więzy w Izraelu, stawił się ochoczo lud, za to wysławiajcie Wiekuistego! "
Judges 5:3,"Posłuchajcie królowie, uważajcie książęta! Wiekuistemu ja śpiewam, nucę Wiekuistemu, Bogu Izraela. "
Judges 5:4,"Wiekuisty! gdyś wystąpił z Seiru, gdyś kroczył z pól Edomu, ziemia drżała, niebiosa ociekały, chmury też ociekały wodą. "
Judges 5:5,"Góry topniały przed obliczem Wiekuistego, tam ów Synaj przed obliczem Wiekuistego, Boga Izraela! "
Judges 5:6,"Za dni Szamgara, syna Anatha, za dni Jaeli opustoszały drogi, a wędrujący po ścieżkach chodzili manowcami krętemi. "
Judges 5:7,"Odbieżane były sioła w Izraelu, odbieżane były, ażem powstała ja, Debora, ażem powstała, jako matka w Izraelu. "
Judges 5:8,"Wybrał sobie bóstwa nowe, a wtedy stanął zapaśnik u bram. Tarcza czyż się ukazała albo oszczep wśród czterdziestu tysięcy Izraela? "
Judges 5:9,"Serce moje oddane wodzom w Izraelu, tym, którzy ochoczo się stawili w ludzie. Wysławiajcie Wiekuistego! "
Judges 5:10,"Wy, jeźdźcy na oślicach siwych, wy, którzy zasiadacie na makatach, i wy, wędrowcy po wyswobodzonych drogach, śpiewajcie! "
Judges 5:11,"Głośniej niż okrzyki rozdzielających już bezpiecznie stada między wodopojniami niechaj wysławiają tam łaski Wiekuistego, łaski dla siół swoich w Izraelu, gdy znowu pociągnął do bram lud Wiekuistego. "
Judges 5:12,"Rozbudź się, rozbudź, Deboro! rozbudź się, rozbudź, zaśpiewaj pieśń! Powstań, Baraku, i uprowadź brańców twoich, synu Abinoama! "
Judges 5:13,"Wtedy pokonał słaby szczątek potężny naród, Wiekuisty pokonał go dla mnie wśród bohaterów. "
Judges 5:14,"Od Efraima wiodą szczep swój zwycięzcy Amaleka, za tobą Binjamin z tłumami swoimi; od Machira nadeszli prawoznawcy, a od Zebuluna władający trzciną pisarza. "
Judges 5:15,"A przywódcy Isachara z Deborą - tak Isachar, podpora Baraka, w dolinę wyprawiono go w ślad za nim. Ale w oddziałach Reubena podniosłe były rozpamiętywania serc! "
Judges 5:16,"Czemu siedziałeś między zagrodami, przysłuchując się porykom stad? W oddziałach Reubena podniosłe były rozpamiętywania serc! "
Judges 5:17,"Gilead po drugiej stronie Jordanu się wylęga, a Dan - czemu przebywa bojaźliwie na okrętach? Aszer bawi nad wybrzeżem mórz i nad zatokami jego spoczywa. "
Judges 5:18,"Zebulun, oto lud wystawiający życie swe na śmierć, tak jak Naftali na wyniosłościach pól! "
Judges 5:19,"Nadciągnęli królowie, walczyli, walczyli wówczas królowie Kanaanu pod Taanach, nad wodami Megiddo - korzyści w srebrze nie odnieśli. "
Judges 5:20,"Z niebios walczono, gwiazdy ze szlaków swoich walczyły z Syserą. "
Judges 5:21,"Potok Kiszon uniósł ich, potok odwieczny, potok Kiszon. Następuj duszo moja z siłą! "
Judges 5:22,"Wtedy raziły kopyta rumaków od rozpędów, od rozpędów mocarzy jego. "
Judges 5:23,"Klnijcie Meroz, rzecze wysłannik Wiekuistego, klnijcie, przeklinajcie mieszkańców jego, gdyż nie przybyli na pomoc Wiekuistemu, na pomoc Wiekuistemu, śród bohaterów. "
Judges 5:24,"Błogosławiona nad niewiasty Jael, żona Hebera Kenity, nad niewiasty w namiotach błogosławioną niech będzie! "
Judges 5:25,"Wody zażądał, mleko podała, na misie książęcej przyniosła śmietanki. "
Judges 5:26,"Ręką swą po kołek sięgnęła, a prawicą swą po młot robotników, i uderzyła Syserę, i przebiła głowę jego i zmiażdżyła i przeszyła skroń jego. "
Judges 5:27,"U nóg jej przykląkł, padł, legł, u nóg jej przykląkł, padł; kędy przykląkł, tam padł zmożony. "
Judges 5:28,"Oknem wyglądała i zawodziła matka Sysery, przez kratę okienną: Czemu omieszkuje wóz jego wrócić? Czemu opóźnia się bieg jego zaprzęgów? "
Judges 5:29,"Najmędrsze z jej księżniczek odpowiadają jej, i ona sama odpowiada na mowy swoje. "
Judges 5:30,"Czyżby nie natrafili na łup i nie dzielili go? dziewica jedna albo dwie na głowę mężczyzny, łup różnobarwnych tkanin dla Sysery, łup tkanin różnobarwnych, wzorzystych; po parze różnobarwnych, wzorzystych na szyję branek. "
Judges 5:31,"Tak niechaj wyginą wszyscy wrogowie Twoi, Wiekuisty! ale miłujący Go są jako wschód słońca w wspaniałości swojej! I zażywał kraj spokoju przez lat czterdzieści. "
Judges 6:1,"Gdy jednak spełniali synowie Izraela to, co złem było w oczach Wiekuistego, wydał ich Wiekuisty w moc Midjanitów przez siedm lat. "
Judges 6:2,"I przemogła ręka Midjanitów nad Izraelem, tak że z powodu Midjanitów czynili sobie synowie Izraela zagłębia w górach i jaskinie i twierdze. "
Judges 6:3,"Bywało bowiem, ile razy wysiał co Izrael, że przychodzili Midjanici i Amalekici i synowie Wschodu, a najeżdżali go. "
Judges 6:4,"I położywszy się obozem przeciw nim, niszczyli plony ziemi aż do Gazy, nie zostawiając żadnej żywności w Izraelu, ani owiec, ani wołów, ani osłów. "
Judges 6:5,"Przyciągali bowiem wraz ze swemi stadami, a przybywali z namiotami swymi jako szarańcza w mnóstwie; zarówno im samym jak wielbłądom ich nie było liczby a wkraczali do kraju, aby go pustoszyć. "
Judges 6:6,"I zbiedniał Izrael bardzo przez Midjanitów, tak że wołali synowie Izraela do Wiekuistego. "
Judges 6:7,Gdy tedy wołali synowie Izraela do Wiekuistego z powodu Midjanitów. 
Judges 6:8,"Posłał Wiekuisty proroka do synów Izraela, który oświadczył im: Tak rzecze Wiekuisty, Bóg Izraela: Jam was wywiódł z Egiptu, a wyprowadził z domu niewoli. "
Judges 6:9,"I wybawiłem was z mocy Egipcyan i z mocy wszystkich ciemięzców waszych i przepędziłem ich przed obliczem waszem, i oddałem wam ziemię ich. "
Judges 6:10,"Powiedziałem wam również: Jam Wiekuisty, Bóg wasz; nie czcijcie bóstw Emorejczyków, w których kraju zamieszkaliście; aleście nie usłuchali głosu Mojego! "
Judges 6:11,"Poczem zjawił się anioł Wiekuistego i usiadł pod dębem Joasza Abiezrydy w Ofrze, w chwili gdy syn jego Gideon młócił pszenicę na toku, aby ukryć ją przed Midjanitami. "
Judges 6:12,"Ukazał mu się wtedy anioł Wiekuistego i rzekł do niego: Wiekuisty z tobą, rycerzu dzielny! "
Judges 6:13,"I odpowiedział mu Gideon: Przepraszam, Panie mój! Czyż byłby rzeczywiście Wiekuisty z nami? Czemu tedy spotkało nas to wszystko? A gdzież wszystkie owe cuda Jego, o których opowiadali nam ojcowie nasi, mówiąc: Czyż nie wywiódł nas Wiekuisty z Egiptu? Albowiem teraz porzucił nas Wiekuisty i podał nas w ręce Midjanitów! "
Judges 6:14,"Wtedy zwrócił się doń Wiekuisty, i rzekł: Idźże z tą twoją mocą, a wybawisz Izraela z ręki Midjanitów! Zaprawdę, Ja cię posyłam! "
Judges 6:15,"I odpowiedział mu: Przepraszam, Panie! Czemże mam wybawić Izraela? Jest wszak ród mój najsłabszy w Manasze, a ja najmniej znaczny w domu ojca mojego. "
Judges 6:16,"Wiekuisty wszakże rzekł do niego: Ja będę z tobą, a porazisz Midjanitów, jakoby jednym byli mężem. "
Judges 6:17,"I odpowiedział mu: Jeżelim też znalazł łaskę w oczach Twoich, daj mi znak, że to ty przemawiasz do mnie! "
Judges 6:18,"Nie odchodźże ztąd, póki do ciebie nie powrócę, a przyniosę dar mój i położę go przed tobą! I odpowiedział: Poczekam, aż powrócisz. "
Judges 6:19,"Odszedł tedy Gideon i przyrządził koźlątko ze stada, a z efy mąki przaśne chleby; mięso włożył w kosz, a polewkę wlał w garnek, i przyniósł mu to pod dąb, i postawił przed nim. "
Judges 6:20,"Anioł Boży jednak rzekł do niego: Zabierz to mięso i te przaśne chleby, a połóż na tej skale, polewkę zaś wylej. I uczynił tak. "
Judges 6:21,"Zatem wyciągnął anioł Wiekuistego koniec laski, którą miał w ręce swej, i dotknął się mięsa i przaśników. A wtedy wyszedł ogień ze skały i strawił mięso i chleby przaśne; anioł Wiekuistego zaś znikł z przed oczu jego. "
Judges 6:22,"Wtedy poznał Gideon, że to anioł był Wiekuistego. I zawołał Gideon: Biada, Panie, Wiekuisty! ujrzałem wszak anioła Wiekuistego obliczem w oblicze! "
Judges 6:23,"I rzekł doń Wiekuisty: Bądź spokojny, nie obawiaj się, nie umrzesz! "
Judges 6:24,"Poczem zbudował tam Gideon ofiarnicę Wiekuistemu, i nazwał ją: Wiekuisty pokojem! Aż po dzień dzisiejszy znajduje się ona w Ofrze Abiezrydów. "
Judges 6:25,"I stało się tej samej nocy, że rzekł doń Wiekuisty: Weźmiesz cielca rosłego z pomiędzy cielców ojca twojego, mianowicie onego cielca drugiego siedmioletniego, a zburzywszy ofiarnicę Baala, należącą do ojca twojego, wytniesz gaj będący przy niej. "
