Index Title,Esther
Esther 2:16,"I tak przywiedziona została Estera do króla Ahaswera do pałacu jego królewskiego, miesiąca dziesiątego czyli miesiąca Tebet, siódmego roku jego panowania, "
Esther 2:17,"I pokochał król Esterę nad wszystkie niewiasty, i pozyskała łaskę i miłość jego nad wszystkie dziewice. I włożył dyadem królewski na głowę jej, i ustanowił ją królową miasto Waszti. "
Esther 2:18,"Poczem wyprawił król ucztę wielką dla wszystkich książąt i sług swoich - ucztę na cześć Estery i udzielił ulgi dzielnicom i rozdawał dary, jak na szczodrobliwość króla przystało. "
Esther 2:19,"Gdy tedy zbierano dziewice poraz wtóry, a Mardechai przebywał w bramie królewskiej, "
Esther 2:20,"Nie wyjawiała Estera ani pochodzenia ani narodu swojego, tak jak był polecił jej Mardechai; spełniała bowiem zlecenia Mardechaja jak wówczas gdy pozostawała na wychowaniu u niego. "
Esther 2:21,"W oneż to dni, gdy Mardechai przebywał w bramie królewskiej rozgniewali się Bigtan i Teresz dwaj dworzanie królewscy z odźwiernych i chcieli podnieść rękę na króla Ahaswera. "
Esther 2:22,"Ale dowiedział się o tem Mardechai i opowiedział to Esterze, Estera zaś doniosła królowi w imieniu Mardechaja. "
Esther 2:23,"Gdy tedy rzecz ta zbadana i stwierdzona została, obwieszono obydwóch na szubienicy. Opisano to zaś w księdze roczników przechowanych przy królu. "
Esther 3:1,"Po tych zdarzeniach wyniósł król Ahasweros Hamana, syna Hamedaty, agagitę, i wywyższył go, i umieścił krzesło jego ponad krzesła wszystkich książąt w otoczeniu swojem. "
Esther 3:2,Wszyscy też słudzy królewscy znajdujący się u bramy królewskiej zginali kolana i korzyli się przed Hamanem; bo tak zarządził względem niego król. Mardechai jednak nie uginał się i nie korzył się przed nim. 
Esther 3:3,"Rzekli tedy słudzy królewscy, znajdujący się w bramie królewskiej do Mardechaja: Czemu wykraczasz przeciw rozporządzeniu króla? "
Esther 3:4,"A gdy powtarzali mu to codzień, a nie usłuchał ich, donieśli to Hamanowi, aby zobaczyć czy ostoi się wymówka Mardechaja, oświadczył im bowiem, że jest judejczykiem. "
Esther 3:5,"Skoro zatem zauważył Haman, że się Mardechai nie ugina i nie korzy przed nim, uniósł się Haman płonącym gniewem. "
Esther 3:6,"Jednak poczytywał to za niegodne podnieść rękę przeciw Mardechajowi samemu; doniesiono mu bowiem do jakiego narodu Mardechai należy, i tak przedsięwziął Haman wytępić wszystkich judejczyków w całem państwie Ahaswera, współplemieńców Mardechaja. "
Esther 3:7,"Pierwszego tedy miesiąca, czyli miesiąca Nisan, dwunastego roku króla Ahaswera rzucono pur - to jest los - przed Hamanem na każdy dzień i na każdy miesiąc i padł los na miesiąc dwunasty, czyli na miesiąc Adar. "
Esther 3:8,"Poczem rzekł Haman do króla Ahaswera: Istnieje pewien naród rozproszony a jednak odrębny między narodami we wszystkich dzielnicach państwa twojego; prawa ich wyróżniają się od praw każdego innego narodu, praw zaś króla nie spełniają, tak że nie jest pożądanem dla króla ich tak pozostawić. "
Esther 3:9,"Jeżeli to król za dobre uzna, niechaj się piśmiennie zarządzi; aby ich wytępiono, ja zaś odważę dziesięć tysięcy talentów do rąk zarządzających sprawami, aby je złożyli do skarbców królewskich. "
Esther 3:10,"I zdjął król pierścień z ręki swojej i oddał go Hamanowi, synowi Hamedaty, agagicie, wrogowi judejczyków. "
Esther 3:11,"Poczem rzekł do Hamana: Pieniądze te zostawiam tobie, niemniej i naród ów, abyś z nim postąpił jak za dobre uznasz. "
Esther 3:12,"Powołano tedy pisarzy królewskich dnia trzynastego, pierwszego miesiąca; i ściśle tak jak to zarządził Haman rozpisano do satrapów królewskich i do namiestników pojedynczych dzielnic i do starostów pojedynczych narodów stosownie do pisma każdej dzielnicy i stosownie do języka każdego narodu; w imieniu króla Ahaswera spisano to i opieczętowano pierścieniem królewskim. "
Esther 3:13,"Poczem rozesłano te listy przez gońców do wszystkich dzielnic królewskich, aby wytępiono, wymordowano i zgładzono wszystkich judejczyków, zarówno młodych jak starych, dzieci i kobiety jednego dnia, mianowicie trzynastego dwunastego miesiąca - czyli miesiąca Adar - i aby mienie ich złupiono. "
Esther 3:14,"Dosłowny odpis pisma opiewał, aby w każdej pojedynczej dzielnicy ogłoszono to rozporządzenie, aby jawne było wszystkim narodom, tak aby na dzień ten się przygotowały. "
Esther 3:15,I tak odjechali gońce nagleni rozkazem królewskim gdy prawo na zamku w Suzie wydane zostało. Król zaś i Haman zasiedli do biesiady podczas gdy miasto Suza zdjęte było trwogą. 
Esther 4:1,"A dowiedziawszy się Mardechai o wszystkiem co się stało rozdarł tenże Mardechai szaty swoje i okrył się worem i popiołem i wyszedł na środek miasta, zawodząc krzykiem wielkim i gorzkim. "
Esther 4:2,I tak przybył aż przed bramę królewską; albowiem do samej bramy królewskiej wzbronionem było wchodzić będąc ubrany worem. 
Esther 4:3,"W każdej też pojedynczej dzielnicy, dokądkolwiek rozkaz królewski i rozporządzenie jego doszło, była żałoba wielka u judejczyków, i post i płacz i narzekanie: dla wielu z nich rozposłano wór i popiół. "
Esther 4:4,"Gdy tedy pokojowe Estery i dworzanie jej przybyli i o tem jej donieśli wstrzęsła się królowa bólem wielkim. I posłała szaty, aby ubrano Mardechaja, i aby wór swój złożył; ale nie przyjął ich. "
Esther 4:5,"Wezwała tedy Estera Hathacha, jednego z podkomorzych królewskich, którego jej był do służby wyznaczył i dała mu zlecenie do Mardechaja, aby się od tegoż dowiedział co to ma znaczyć i czemu się to dzieje. "
Esther 4:6,I tak wyszedł Hathach do Mardechaja na plac miejski znajdujący się przed bramą królewską. 
Esther 4:7,"Opowiedział mu tedy Mardechai o wszystkiem co go spotkało, dając szczegółowe wyjaśnienie o pieniądzach, które przyrzekł Haman odważyć do skarbu królewskiego za judejczyków, aby ich wytracono. "
Esther 4:8,"Dosłowny też odpis piśmiennego rozporządzenia, które wydane zostało w Suzie celem ich wytępienia wręczył mu, aby go pokazał Esterze i powiadomił ją, i polecił jej, aby poszła do króla i błagała go, a wstawiła się u niego za ludem swoim. "
Esther 4:9,I przybył Hathach i opowiedział Esterze słowa Mardechaja. 
Esther 4:10,Estera wszakże dała Hathachowi ponowne ustne zlecenie do Mardechaja: 
Esther 4:11,"Wszystkim sługom królewskim i ludom też dzielnic królewskich wiadomo, że dla każdego, czy to mężczyzna czy kobieta, któryby wszedł do króla, do dworca wewnętrznego nie będąc wezwanym, jedno istnieje prawo, aby śmierć poniósł, z wyjątkiem tego, do których król złote berło swe wyciągnął, aby życie zachował. Jam jednak już od trzydziestu dni nie wezwana, abym do króla weszła. "
Esther 4:12,Gdy tedy powtórzono Mardechajowi słowa Estery: 
Esther 4:13,"Kazał Mardechai odpowiedzieć Esterze: nie wyobrażaj sobie w duszy twojej, że ty sama ujdziesz z pośród wszystkich judejczyków, dla tego, że w pałacu królewskim się znajdujesz. "
Esther 4:14,"Bo jeślibyś rzeczywiście w czasie tym milczeć chciała tedy nadejdzie judejczykom wyzwolenie i ocalenie zkąd inąd ale ty i dom ojca twego zginiecie. A któż to wie, czyś nie gwoli temu właśnie czasowi królestwa dostąpiła! "
Esther 4:15,Kazała tedy Estera odpowiedzieć Mardechajowi: 
Esther 4:16,"Idź, zgromadź wszystkich judejczyków, znajdujących się w Suzie, a pośćcie za mnie: nie jedzcie mianowicie i nie pijcie przez trzy dni, ani w nocy ani we dnie; ja też i panny moje będę również pościła. Poczem wnijdę do króla, choć to przeciwne prawu; a jeśli mi zginąć, niechaj zginę! "
Esther 4:17,"I odszedł Mardechai, i uczynił ściśle tak, jak mu poleciła Estera. "
Esther 5:1,"Dnia trzeciego tedy włożyła Estera strój królewski i stanęła w dworcu wewnętrznym pałacu królewskiego, wprost pałacu królewskiego, podczas gdy król siedział na stolicy swej królewskiej, w pałacu królewskim wprost wejścia do pałacu. "
Esther 5:2,"A gdy ujrzał król Esterę królowę, stojącą w dworcu, znalazła łaskę w oczach jego, i wyciągnął król ku Esterze złote berło, które trzymał w ręce swojej. I przystąpiła Estera i dotknęła się końca berła. "
Esther 5:3,"I rzekł do niej król: Cóż tobie, Estero królowo, a jakież żądanie twoje? Choćby o połowę szło królestwa, użyczonem ci będzie! "
Esther 5:4,"I odpowiedziała Estera: Jeżeli to król za dobre uzna, niechaj raczy przyjść dzisiaj król wraz z Hamanem na ucztę, którąm przygotowała dla niego. "
Esther 5:5,"I rzekł król: Sprowadźcie czem rychlej Hamana, abyśmy życzenie Estery spełnili! Gdy tedy przybył król wraz z Hamanem na oną ucztę, którą przygotowała Estera, "
Esther 5:6,"Rzekł król do Estery biesiadując przy winie: Jakaż prośba twoja, aby ci spełnioną została i jakież życzenie twoje? Choćby o połowę szło królestwa, użyczonem ci będzie! "
Esther 5:7,"I odpowiedziała Estera, i rzekła: Oto prośba moja, i życzenie moje: "
Esther 5:8,"Jeślim znalazła łaskę w oczach króla, i jeśli to król za dobre uzna, aby zadość uczynił prośbie mojej, a spełnił życzenie moje, niechaj raczy przyjść jeszcze król wraz z Hamanem na ucztę, którą przygotuję dla nich; jutro zaś uczynię wedle życzenia króla. "
Esther 5:9,"I odszedł Haman onegoż dnia wesół i dobrej myśli. Gdy jednak spostrzegł Haman Mardechaja w dworcu królewskim, który ani powstał ani drgnął przed nim, uniósł się Haman na Mardechaja płonącym gniewem. "
Esther 5:10,Pohamował się wszakże Haman; ale przybywszy do domu swojego posłał i kazał sprowadzić przyjaciół swoich i Zeresz żonę swoję. 
Esther 5:11,"I opowiedział im Haman o wielkiem bogactwie swojem i o mnóstwie synów swoich, i o tem wszystkiem jak go wyniósł król i jak go wywyższył ponad książęta i sługi królewskie. "
Esther 5:12,"I dodał Haman: Tak, nawet królowa Estera nie przywiodła nikogo wraz z królem na ucztę, którą przygotowała okrom mnie, i na jutro też zaproszony jestem do niej wraz z królem. "
Esther 5:13,"Ale to wszystko nie zadawala mnie, póki widzę jeszcze judejczyka Mardechaja, przebywającego w dworcu królewskim. "
Esther 5:14,"Rzekła mu tedy Zeresz, żona jego, i wszyscy jego przyjaciele: Niechaj przygotują szubienicę na pięćdziesiąt łokci wysoką, jutro zaś zrana powiesz królowi aby obwieszono na niej Mardechaja; poczem pójdziesz wraz z królem wesół na ucztę! I spodobała się ta rada Hamanowi, i przygotował szubienicę. "
Esther 6:1,"Tejże nocy odbiegł króla sen. Rozkazał tedy, aby przyniesiono księgę pamiętników, roczniki dziejowe, a czytano je przed królem. "
Esther 6:2,"I znalazła się tam wzmianka, jako doniósł Mardechai o Bigthanie i Theresie, dwóch dworzanach królewskich z pośród odźwiernych, którzy umyślili targnąć się na króla Ahaswera. "
Esther 6:3,"I zapytał się król: Jakież odznaczenie i wyróżnienie okazano Mardechajowi za to? I odpowiedzieli słudzy królewscy usługujący mu, i rzekli: Nie uczyniono mu nic za to. "
Esther 6:4,"Tedy zapytał król: Któż w dworcu? Haman zaś przybył właśnie do zewnętrznego dworca królewskiego celem uproszenia króla, aby obwieszono Mardechaja na szubienicy, którą przygotował dla niego. "
Esther 6:5,I odpowiedzieli mu słudzy królewscy: Oto Haman stoi w dworcu. I rozkazał król: Niechaj wnijdzie! 
Esther 6:6,"A gdy wszedł Haman zapytał go się król: Cóż należy czynić mężowi, którego król uczcić pragnie? Pomyślał tedy Haman w sercu swojem: Kogóż by pragnął król uczcić więcej nademnie? "
Esther 6:7,I odpowiedział Haman królowi: Jeśliby król którego męża uczcić pragnął -  
Esther 6:8,"Niechaj wezmą szatę królewską, którą przyodziany był król, i rumaka, którego dosiadał król, a na którego głowie umieszczony dyadem królewski, "
Esther 6:9,"I niechaj podadzą szatę i rumaka tego jednemu z książąt królewskich z pośród naczelników najprzedniejszych, aby ubrano nią onego męża, którego król uczcić pragnie, a oprowadzano go na tym rumaku po placu miejskim, a wołano przed nim: Tak dzieje się mężowi, którego król uczcić pragnie! "
Esther 6:10,"Rzekł tedy król do Hamana: Czemprędzej weźmiesz szatę taką i rumaka jakoś powiedział, a uczynisz tak judejczykowi Mardechajowi, który w bramie królewskiej przesiaduje; nie zaniechaj nic z wszystkiego coś powiedział? "
Esther 6:11,"I tak wziął Haman szatę ową i rumaka i ubrał nią Mardechaja, i oprowadzał go po placu miejskim i wołał przed nim: Tak dzieje się mężowi, którego król uczcić pragnie! "
Esther 6:12,"Poczem wrócił Mardechai do bramy królewskiej, Haman zaś pospieszył szybko do domu, smutny i z nakrytą głową. "
Esther 6:13,"I opowiedział Haman żonie swojej Zeresie i gronu przyjaciół swoich to wszystko co go spotkało. Rzekli doń tedy mędrcy jego i Zeresz żona jego: Jeśli Mardechai przed którego obliczem upadać począłeś z rodu judejczyków jest, nie podołasz mu, lecz ostatecznie upadniesz przed nim. "
Esther 6:14,"Gdy jeszcze tak mówili z nim, przybyli podkomorzowie królewscy, by sprowadzić pospiesznie Hamana na biesiadę, którą przygotowała Estera. "
Esther 7:1,"Gdy tedy przybył król wraz z Hamanem na biesiadę do królowej Estery, "
Esther 7:2,"Zapytał się król Estery i dnia drugiego biesiadując przy winie: Jakaż prośba twoja Estero, królowo, aby ci spełnioną została, i jakież życzenie twoje? Choćby o połowę szło królestwa użyczonem ci będzie! "
Esther 7:3,"I odpowiedziała królowa Estera, i rzekła: Jeżelim znalazła łaskę w oczach twoich, królu, a jeżeli to król za dobre uzna, niechaj mi darowane będzie życie moje gwoli prośbie mojej, a lud mój gwoli życzeniu mojemu! "
Esther 7:4,"Bośmy zaprzedani ja i lud mój, abyśmy byli wytępieni wymordowani i zgładzeni. A gdybyśmy choć za niewolników i niewolnice zaprzedani zostali zmilczałabym, jakkolwiek by tak nie zrównoważył ten wróg uszczerbku króla. "
Esther 7:5,"Odezwał się tedy król Ahasweros, i rzekł do królowej Estery: Któż to jest, a gdzież ten, który śmiał coś podobnego uczynić? "
Esther 7:6,I odpowiedziała Estera: Ciemięzcą i wrogiem takim jest Haman ten niecny! - Haman zaś strwożył się przed obliczem króla i królowej. 
Esther 7:7,"Poczem powstał król oburzony od biesiady przy winie i wyszedł do ogrodu pałacowego, podczas gdy Haman pozostał, aby ubłagać życie swoje od królowej Estery; widział bowiem, że zaguba jego u króla postanowiona. "
Esther 7:8,"Gdy tedy wrócił król z ogrodu pałacowego do komnaty, w której się biesiada przy winie odbywała, rzucił się był Haman na łoże, na którem siedziała Estera. I zawołał król: Czyżby ważono się nawet gwałt czynić królowej w mojej obecności, w tym pałacu? Zaledwie wyszło to słowo z ust królewskich, gdy już oblicze Hamana zakryto. "
Esther 7:9,"Wtem odezwał się Harbona, jeden z podkomorzych, wobec króla: Oto ustawiona jeszcze w domu Hamana szubienica, którą przygotował dla Mardechaja - który wyrzekł wszak ową życzliwą przestrogę dla króla - na pięćdziesiąt łokci wysoka! I rzekł król: Obwieście go na niej! "
Esther 7:10,"I obwieszono Hamana na onej szubienicy, którą przygotował dla Mardechaja; a oburzenie króla się uśmierzyło. "
Esther 8:1,"Onegoż dnia podarował król Ahasweros królowej Esterze dom Hamana, ciemięzcy judejczyków; albowiem wyjawiła Estera czem on dla niej. "
Esther 8:2,"I zdjął król pierścień swój, który kazał odebrać Hamanowi, i oddał go Mardechajowi. Estera zaś postanowiła Mardechaja nad domem Hamana. "
Esther 8:3,"Poczem mówiła Estera powtórnie przed królem, a rzuciwszy się do nóg jego płakała i błagała go, aby w niwecz obrócił niegodziwość Hamana, agagity, i zamysł jego, który uknuł przeciw judejczykom. "
Esther 8:4,"A gdy wyciągnął król ku Esterze berło złote, powstała Estera i stanęła przed królem, "
Esther 8:5,"I rzekła: Jeżeli to król za dobre uzna, i jeżelim znalazła łaskę przed obliczem jego, i jeżeli wydaje się to słusznem królowi, a jeżelim pozyskała upodobanie w oczach jego, niechaj ukaże się rozkaz piśmienny, aby cofnięto one listy, tyczące się zamysłu Hamana, syna Hamedaty, agagity, które rozpisać kazał, aby zagubić judejczyków, zamieszkałych we wszystkich dzielnicach królewskich. "
Esther 8:6,"Bo jakżebym mogła wymódz na sobie i przyglądać się nieszczęściu, które ma spotkać lud mój, i jakżebym mogła wymódz na sobie i przyglądać się zagubie rodu mojego! "
Esther 8:7,"I rzekł król Ahasweros do królowej Estery i do Mardechaja judejczyka: Otom podarował wszak dom Hamana Esterze, jego też obwieszono na szubienicy za to, że targnął się na judejczyków. "
Esther 8:8,"Wy tedy możecie rozpisać na korzyść judejczyków w imieniu króla, jak się dobrem okaże w oczach waszych i opieczętować to pieczęcią królewską; pismo bowiem napisane w imieniu króla a opieczętowane pieczęcią królewską cofniętem być nie może. "
Esther 8:9,"I tak powołani zostali tegoż samego czasu pisarze królewscy dnia dwudziestego trzeciego, miesiąca trzeciego czyli miesiąca Siwan; i rozpisano ściśle tak, jak to Mardechai zarządził, do judejczyków i do satrapów i do namiestników i do starostów, stu dwudziestu i siedmiu dzielnic od Indyi aż do Etjopii, do każdej dzielnicy stosownie do pisma jej i do każdego ludu stosownie do języka jego, i do judejczyków też stosownie do pisma i języka ich. "
Esther 8:10,Napisano tedy w imieniu króla Ahaswera i opieczętowano pieczęcią królewską; poczem rozesłano te listy przez gońców konnych dosiadających wierzchowce państwowe źrebięta z tabunów. 
Esther 8:11,"Wedle których pozwolił król judejczykom w każdem pojedynczem mieście się znajdującym, aby się gromadzili, a życia swojego bronili, a tępili, mordowali i zgładzili każdy tłum, w jakimbądź by to nie było narodzie i w jakiejbądź dzielnicy, któryby gwałt czynił im, ich dzieciom i kobietom, a chciał mienie ich złupić. "
Esther 8:12,"A to jednego dnia we wszystkich dzielnicach króla Ahaswera mianowicie trzynastego dnia dwunastego miesiąca, czyli miesiąca Adar. "
Esther 8:13,"Dosłowny odpis pisma miał być wydany jako prawo w każdej pojedynczej dzielnicy, aby jawnem było dla wszystkich narodów, i aby judejczycy gotowi byli na dzień ten mścić się na wrogach swoich. "
Esther 8:14,"I tak odjechali gońce dosiadający wierzchowce państwowe czemrychlej nagleni rozkazem królewskim, gdy prawo na zamku w Suzie wydanem zostało. "
Esther 8:15,"Mardechai zaś wyszedł od króla w stroju królewskim, błękitnym i białym i w wielkim dyademie złotym, przyodziany w płaszcz z bisioru i purpury, a miasto Suza cieszyło się i radowało. "
Esther 8:16,Judejczykom wzeszła jasność i radość i wesele i cześć. 
Esther 8:17,"W każdej też dzielnicy i w każdem mieście, dokądkolwiek rozporządzenie królewskie i prawo jego doszło, była radość i wesele u judejczyków, biesiady i uroczystości dużo też z ludności krajowej przyznawało się do judztswa, ponieważ padła na nich trwoga przed judejczykami. "
Esther 9:1,"Dnia tedy tedy trzynastego, dwunastego miesiąca czyli miesiąca Adar, w którym rozporządzenie króla i prawo jego wykonanem być miało, tegoż samego dnia, w którym wrogowie judejczyków się spodziewali ich opanować, a w którym przeciwnie sami nieprzyjaciół swych opanować mieli: "
Esther 9:2,"Zgromadzili się judejczycy w miastach swych we wszystkich dzielnicach króla Ahaswera, aby podnieść rękę na tych, którzy niedoli ich pragnęli. A nie mógł się im nikt oprzeć bo padła trwoga przed nimi na wszystkie ludy. "
Esther 9:3,"Wszyscy też starostowie dzielnic i satrapi i namiestnicy i zawiadujący sprawami króla popierali judejczyków, bo padła na nich trwoga przed Mardechajem. "
Esther 9:4,"Gdyż wielkim był Mardechai na dworze króla, a sława jego rozniosła się po wszystkich dzielnicach, bo mąż ów Mardechai stał się coraz potężniejszym. "
Esther 9:5,"I tak porazili judejczycy wszystkich wrogów swoich mieczem, zabijając i wytracając, a postąpili z nieprzyjaciółmi swymi wedle upodobania swego. "
Esther 9:6,A w samej stolicy Suza zabili judejczycy i wytępili pięćset ludzi. 
Esther 9:7,"Również Parszandatę i Dalfona i Aspatę, "
Esther 9:8,"I Poratę i Adalję i Aridatę, "
Esther 9:9,I Parmasztę i Arisaja i Aridaja i Wajzatę. 
Esther 9:10,"Dziesięciu synów Hamana, syna Hamedaty, ciemięzcy judejczyków zabili; wszakże na łupy nie wyciągnęli ręki swojej. "
Esther 9:11,"Tegoż dnia, gdy powiadomiono króla o liczbie zabitych w stolicy, w Suzie, "
Esther 9:12,"Rzekł król do królowej Estery: W stolicy, w Suzie, zabili judejczycy i wytępili pięćset ludzi i dziesięciu synów Hamana; w innych zaś dzielnicach królewskich - cóż dopiero tam porobili! Jakaż tedy jeszcze prośba twoja, aby ci spełnioną została, i jakież dalsze życzenie twoje, aby ci użyczonem było? "
