Index Title,Job
Job 3:15,"Albo z książęty bogatymi w złoto, którzy napełniali domy swe srebrem. "
Job 3:16,"Albo czemu jako poroniątko zagrzebane nie byłem jako niemowlęta, które nigdy światła nie ujrzały? "
Job 3:17,"Tam zaprzestali niegodziwi fukać, tam znajdują pokój wyczerpani z sił. "
Job 3:18,"Odpoczywają więźniowie pospołu, nie słyszą głosu naganiacza. "
Job 3:19,"Mały i wielki - tam sobie równi, a wyzwolony niewolnik od pana swojego! "
Job 3:20,"Nacóż darzy On nędzarzy światłem, a życiem rozgoryczonych w duchu? "
Job 3:21,"Którzy wyglądają śmierci a nie przychodzi, którzy jej poszukują pilniej niż skarbów. "
Job 3:22,"Którzyby się cieszyli aż do zachwytu, radowali gdyby znaleźli grób. "
Job 3:23,"(Mnie), człowieka, którego ścieżka zakryta, którego Bóg zewsząd ogrodził? "
Job 3:24,"Bo chlebowi mojemu towarzyszy jęk mój, a niby woda rozlewają się skargi moje. "
Job 3:25,"Bo czegom strasznego się lękał spotkało mnie, a czegom się obawiał przypadło na mnie. "
Job 3:26,"Jeszczem nie zaznał wypoczynku, spokoju, wytchnienia, a już nadeszła nowa trwoga! "
Job 4:1,"Wtedy odezwał się Elifaz z Themanu, i rzekł: "
Job 4:2,"Gdyby się ważono zwrócić słowo do ciebie, czybyś się zniecierpliwił? A jednak powstrzymać słowa - któżby to potrafił? "
Job 4:3,"Wszak i sam napominałeś wielu, krzepiąc na nowo ręce opadłe. "
Job 4:4,"Gdy się kto zachwiał podźwignęły go słowa twoje, a uginającym się kolanom dodawałeś mocy. "
Job 4:5,"Ponieważ to obecnie na ciebie spadło, rozpaczasz; ponieważ ciebie dotknęło, ogarnia cię trwoga. "
Job 4:6,"Czyżby nie była twoja bogobojność ufnością twoją, a nadzieją twoją nieskazitelne twe postępowanie? "
Job 4:7,"Rozważ, kto kiedy niewinny zginął, albo gdzież to zostali prawi zgładzeni?! "
Job 4:8,"Ile razy widziałem tych, którzy niedolę zaorali i nędzę wysieli - zbierali ją sami. "
Job 4:9,"Za tchnieniem Bożem zginęli, za zadęciem nozdrzy Jego zniweczeni zostali. "
Job 4:10,Poryk lwa i pomruk lwicy - kły lwiąt skruszone! 
Job 4:11,Lew ginie dla braku zdobyczy - a rozproszyć się muszą szczenięta lwicy. 
Job 4:12,"Ale mnie doszło potajemne słowo, ucho moje zachwyciło zeń szept cichy. "
Job 4:13,"W chwili marzeń, po widziadłach nocnych, gdy sen głęboki ludzi opada, "
Job 4:14,"Lęk ogarnął mnie i drżenie, a wszystkie członki moje zadygotały. "
Job 4:15,"Tchnienie wionęło przedemną, a najeżyły się włosy na ciele mojem. "
Job 4:16,Stanęło tedy - wejrzenia jego rozpoznać nie mogłem - widmo przed oczyma mojemi; usłyszałem szept cichy. 
Job 4:17,"Czyż istnieje człowiek sprawiedliwy wobec Boga, wobec Stwórcy swojego czysty mąż? "
Job 4:18,"Oto sługom swoim nie ufa, a aniołom swoim wytyka zmazy. "
Job 4:19,"O ileż bardziej mieszkańcom strzech glinianych, których byt w prochu się korzeni, którzy wytępieni bywają snadniej niż mole. "
Job 4:20,"Między porankiem a wieczorem wygubieni zostają, bez zwrócenia czyjejś uwagi giną na wieki. "
Job 4:21,"Gdy się w nich lina namiotu ich zerwała, umierają, a zaiste, nie w mądrości. "
Job 5:1,"Wołaj tylko! Jest li kto, któryby ci odpowiedział? albo do którego z świętych chcesz się zwrócić? "
Job 5:2,"Zaprawdę, głupiego morduje własny jego gniew, a ograniczonego zabija własna jego zagorzałość. "
Job 5:3,"Sam widziałem głupiego, który głęboko się zakorzenił, wszakżem przeklął nagle siedzibę jego. "
Job 5:4,Dalekie są dzieci jego od pomocy; zdeptane zostają w bramie a nikt nie ocala. 
Job 5:5,Żniwo jego pochłania głodny - nawet z pośród cierni je wydobywa - a łakną spragnieni dobra jego. 
Job 5:6,"Albowiem nie z prochu wyrasta niedola, ani z ziemi wschodzi nędza. "
Job 5:7,"Nie - człowiek na nędzę się rodzi, tak jak iskry płomienia, aby w górę się wznosiły. "
Job 5:8,"Ja wszakże zwróciłbym się do Wszechmocnego, a sprawę moją poruczyłbym Bogu, "
Job 5:9,"Który spełnia rzeczy wielkie i niezbadane, dziwne, którym liczby niemasz. "
Job 5:10,"Spuszcza On deszcz na oblicze ziemi, a wody na błonia zsyła. "
Job 5:11,"Podnosi nizkich wysoko, a pogrążonych w żałości, aby wyżyn szczęścia dostąpili. "
Job 5:12,"Niweczy knowania chytrych, aby ręce ich nic skutecznego nie zdziałały. "
Job 5:13,"Chwyta przemądrych w własnej ich chytrości, że zamysł przebiegłych chybiony. "
Job 5:14,"Wśród jasnego dnia zderzają się z ciemnością, a jakoby w nocy macają w południe. "
Job 5:15,"Tak wybawia od miecza od paszczy ich, a z mocy przemożnego biedaka. "
Job 5:16,"I wschodzi słabemu nadzieja, a złość stula usta swoje. "
Job 5:17,"Oto szczęsny człowiek, którego karci Bóg! karaniem tedy Wszechmocnego nie pogardzaj. "
Job 5:18,"Bo On rani ale i leczy; uderza, ale ręce Jego uzdrawiają. "
Job 5:19,"Z sześciu utrapień cię wyzwoli, a w siedmiu nie dotknie cię zło. "
Job 5:20,"W czasie głodu wybawia cię od śmierci, a na wojnie z mocy oręża. "
Job 5:21,"Przed biczem języka ukryty jesteś, a niemasz się obawiać gdy spustoszenie się zbliża. "
Job 5:22,"Spustoszeniu i głodowi urągać możesz, a bestyj ziemi bać się nie potrzebujesz. "
Job 5:23,"Albowiem z kamieniem polnym sprzymierzony jesteś, a bestje dzikie zaprzyjaźniły się z tobą. "
Job 5:24,"I tak doświadczysz, że spokojny namiot twój, rozpatrujesz swą siedzibę, a nie dostrzegasz braku. "
Job 5:25,"Poznasz też, że liczny ród twój, a odrośle twoje niby zioła ziemi. "
Job 5:26,"W pełni dni zstąpisz do grobu, tak jako znoszone bywają snopy czasu swojego. "
Job 5:27,Oto cośmy zbadali - nie inaczej jest! Słuchajże tego i rozważ sam u siebie. 
Job 6:1,"I odparł Ijob, i rzekł: "
Job 6:2,"O gdyby też zważono rozgoryczenie moje, a włożono wraz na szale nieszczęście moje. "
Job 6:3,Wtedy okazałoby się cięższem niż piasek morski - przeto też nieskładne są słowa moje. 
Job 6:4,"Albowiem groty Wszechmocnego tkwią we mnie: duch mój wsysa palący jad ich, grozy Boże nacierają na mnie. "
Job 6:5,"Alboż ryczy osieł dziki na zielonem pastwisku, albo czyż porykuje wół nad mieszanką swoją? "
Job 6:6,"Czyż można rzecz mdłą bez soli spożyć, albo jestli smak w kleju białka? "
Job 6:7,"Czego wzdrygała się dotknąć dusza moja, leży teraz jako nieczystość na chlebie moim. "
Job 6:8,"Bodajże się spełniło życzenie moje, a Bóg nadzieję moją urzeczywistnił! "
Job 6:9,"Gdyby też zechciał Bóg mnie skruszyć, gdyby też puścił rękę, aby mnie odciąć. "
Job 6:10,"Miałbym wtedy to jeszcze za pociechę, a zachwycałbym się wśród męczarni okrutnej, żem nie odrzucał rozkazów świętego. "
Job 6:11,"Jakaż siła moja, abym jeszcze czekał, a jakiż kres mój, abym przedłużał cierpliwość moję? "
Job 6:12,"Alboż moc kamienna moc moja, albo czyż z kruszcu ciało moje? "
Job 6:13,"Izalim nie zupełnie opory pozbawiony, a usunięta wytrwałość daleko odemnie? "
Job 6:14,"Zwątpiałemu należy się współczucie bliźniego, choćby od bojaźni przed Wszechmocnym odstępował. "
Job 6:15,"Bracia moi zawiedli mnie jako potok, jako łożysko strug, które czasami wzbierają. "
Job 6:16,"Które zmętniały od lodu, nad któremi śnieg stwardniał. "
Job 6:17,"Gdy się roztopiły znikają, gdy gorąco przypiecze zacierają się z miejsca swojego. "
Job 6:18,"Ku nim zwracają karawany drogę swoją, ciągną ku pustkowiu i giną. "
Job 6:19,"Wyglądają ich karawany Themy, podróżne rzesze Szeby tęsknią za niemi. "
Job 6:20,"Ale zawiodły się ufając im, gdy stanęły przy nich zmieszały się. "
Job 6:21,Tak zaiste zeszliście i wy na nicość (dla mnie); spoglądacie na zgrozę i wzdrygacie się 
Job 6:22,"Alboż mówiłem: ""dajcie mi, a z mienia swojego składajcie dary za mnie, "
Job 6:23,"A wybawcie mnie z mocy ciemięzcy, a z ręki tyrana okupcie mnie!?"" "
Job 6:24,"Nauczcież mnie a zmilczę, a w czem zbłądziłem pokażcie mi. "
Job 6:25,"O, jakże skuteczne są słowa prawdy! ale czegoż dowodzi strofunek wasz? "
Job 6:26,Izali strofować słowa zamierzacie! ależ na wiatr idą mowy zrozpaczonego! 
Job 6:27,"Nawet o sierotę byście los miotali, a frymarczyli o przyjaciela własnego. "
Job 6:28,"A teraz raczcie, zwróćcie się ku mnie, a w oblicze wszak nie skłamię wam. "
Job 6:29,"O zwróćcie się! nie krzywdźcie nadal; tak, zwróćcie się, jeszcze przysługuje mi słuszność w tem jednem. "
Job 6:30,Jest li nieprawość na języku moim? albo czyż nie wyczuwa niedoli podniebienie moje? 
Job 7:1,"Służbą wojenną los człowieka na ziemi, a jako dni najemnika dni jego. "
Job 7:2,"Niby niewolnik, który łaknie cienia, niby najemnik, który czeka na wysługę swoję, "
Job 7:3,"Tak wydzielono mi miesiące nędzy, a doliczono nocy utrapień. "
Job 7:4,"Gdy się kładę powiadam: kiedyż wstanę? a gdy dłuży się wieczór, syt jestem rzucania się aż do świtu. "
Job 7:5,"Ciało moje przyobleka się w robactwo i w skorupę ziemistą, skóra moja się zabliźnia i znowu ropieje. "
Job 7:6,"Dni moje ulatują chyżej niż czołnek tkacki, a przemijają bez nadziei. "
Job 7:7,"Wspomnij, że żywot mój tchnieniem! Nigdy nie ujrzą już szczęścia oczy moje. "
Job 7:8,"Źrenica, która mnie ogląda nie obaczy mnie więcej; oczy Twoje zwrócą się ku mnie, ale nie będzie mnie. "
Job 7:9,"Jak przemija obłok i znika, tak nie wraca, kto do grobu zstąpił. "
Job 7:10,"Nigdy już nie powróci do domu swego, ani pozna go już miejsce jego. "
Job 7:11,"To też nie pohamuję już ust swoich i mówić będę w udręczeniu ducha mojego, i zawodzić w goryczy duszy mojej. "
Job 7:12,"Izalim ja morze albo potwór, że obsadziłeś mnie strażą? "
Job 7:13,"Gdy pomyślę: łoże moje mnie pocieszy, pościel moja ulży boleści mojej, "
Job 7:14,"Tedy trwożysz mnie przez sny, a widziadłami mnie straszysz. "
Job 7:15,"Wolałbym uduszenie, śmierć raczej niźli ten szkielet mój. "
Job 7:16,"Zanikam, wiecznie żyć nie będę: Zaniechajże mnie, bo tchnieniem są dni moje! "
Job 7:17,"Czemże człowiek, że go tak wielce ważysz i że nań zwracasz uwagę swoję? "
Job 7:18,"Że go nawiedzasz z każdym porankiem, a każdej chwili go doświadczasz? "
Job 7:19,"Kiedyż wreszcie odwrócisz wzrok swój odemnie, zaniechasz mnie, ażbym przełknął ślinę moją? "
Job 7:20,"Jeślim zgrzeszył - cóżem Ci uczynił, o stróżu ludzi? Czemużeś mnie sobie za cel położył, żem sam sobie ciężarem? "
Job 7:21,"Czemu nie wybaczasz grzechu mojego, a nie przepuszczasz winy mojej? Bo już położę się w prochu, a gdy mnie poszukasz nie będzie mnie. "
Job 8:1,"Tedy odparł Bildad z Szuach, i rzekł: "
Job 8:2,"Dopókiż podobne rzeczy prawić będziesz, a spłyną gwałtownym wichrem słowa ust twoich? "
Job 8:3,"Alboż krzywi Bóg prawo, alboż wykrzywia Wszechmocny słuszną sprawę? "
Job 8:4,"Gdy mu dzieci twoje zgrzeszyły, wydał On je w moc ich występku. "
Job 8:5,"Gdybyś się jednak sam szczerze doń zwrócił, a Wszechmocnego o miłosierdzie błagał -  "
Job 8:6,"Gdybyś rzeczywiście czysty był i prawy, wtedy rychłoby się zaopiekował tobą, a sprowadził pokój na siedzibę twą sprawiedliwą. "
Job 8:7,"Wtedy okazałby się poprzedni los twój mizernym, a przyszłość twoja wspaniałą wielce. "
Job 8:8,"Albowiem zapytaj tylko pokoleń dawniejszych, a rozważ to, co zbadali ojcowie ich. "
Job 8:9,"- Bo my wszak od wczoraj jesteśmy a nic nie wiemy, gdyż cieniem dni nasze na ziemi -  "
Job 8:10,"Czyż nie nauczą cię one i nie powiedzą, i z głębi doświadczeń swych nie wydobędą orzeczeń? "
Job 8:11,"Alboż rozrasta się trzcina tam gdzie niema bagniska, rozwija się sitowie bez wody? "
Job 8:12,"Choć jeszcze stoi w pierwszej świeżości swojej, a skoszonem być nie mogło, więdnie jednak rychlej niż każda inna trawa. "
Job 8:13,"Tak dzieje się wszystkim, którzy zapomnieli o Bogu, a nadzieja niegodziwego ginie. "
Job 8:14,"Zaprawdę, odcięta podpora jego, a tkanką pajęczą to na czem dufa. "
Job 8:15,"Polega na domu swoim, ale nie ostoi się; wspiera się na nim, ale nie zdzierzy się. "
Job 8:16,"Świeżo zieleni się na słońcu, a po za ogród wybiegają pędy jego. "
Job 8:17,"Wokoło zgliszcz wiją się jego korzenie, przez kamienne mury stara się przeniknąć. "
Job 8:18,"Ale gdy On go wytrzebia z miejsca swojego, wtedy zapiera się go mówiąc: nie widziałem cię nigdy. "
Job 8:19,"Oto taką radość na drodze jego, a z prochu wyrastają inni. "
Job 8:20,"Nie, Bóg nie porzuca niewinnego, a nie wspiera ręki złoczyńców. "
Job 8:21,"Podczas gdy napełni śmiechem usta twoje, a wargi twe tryumfem, "
Job 8:22,"Okryją się hańbą nieprzyjaciele twoi, a namiotu niegodziwych nie będzie. "
Job 9:1,"I odparł Ijob, i rzekł: "
Job 9:2,"Zaiste, wiem ja, że tak jest - kiedyż by miał usprawiedliwić się człowiek wobec Boga! "
Job 9:3,"Gdyby On zechciał spór z nim toczyć, nie zdołałby Mu z tysiąca na jedno odpowiedzieć! "
Job 9:4,"Ten, który wszechmądrej jest myśli i potęgi przemożnej - któż kiedy Mu się sprzeciwił a wyszedł nietknięty. "
Job 9:5,"On, który góry przesuwa nieznacznie, przewracając je w gniewie swoim; "
Job 9:6,"Który wstrząsa ziemię z miejsca swego, że drżą jej filary; "
Job 9:7,"Który rozkazuje słońcu, aby nie świeciło, a gwiazdy pod pieczęć kładzie; "
Job 9:8,"Który rozpościera niebiosa sam Jeden, a kroczy po wzdętych falach morza; "
Job 9:9,"Który niedźwiedzicę stworzył, Oryona i plejady i tajniki południa; "
Job 9:10,"Który rzeczy wielkie i niezbadane czyni, dziwy, którym niemasz liczby. "
Job 9:11,"Oto przechodzi mimo mnie a nie widzę Go, przemyka a nie zauważam tego. "
Job 9:12,Gdy porywa - któż Go powstrzyma? Któż Mu powie: co czynisz? 
Job 9:13,Nie odwraca Bóg gniewu swojego - przed Nim wszak ukorzyły się pomocnicy Rahaba! 
Job 9:14,"Tem mniej zdołałbym ja mu odpowiedzieć, albo dobrać słów wobec Niego. "
Job 9:15,"Ja, któremu choćbym słuszność miał, odpowiedzieć nie wolno, a potępiającego mnie o miłosierdzie błagać muszę. "
Job 9:16,"Choćbym Go wzywał a odpowiedział mi, nie uwierzyłbym jeszcze, że wysłucha głosu mojego. "
Job 9:17,"Raczej w burzy rozsrożyłby się na mnie, a mnożył jeszcze rany moje bez przyczyny. "
Job 9:18,"Nie dopuściłby, abym odetchnął, lecz nasyciłby mnie bólem gorzkim. "
Job 9:19,"Gdybym się udał do siły - oto On mocniejszy, a jeżeli do sądu, któż mnie z Nim sprowadzi? "
Job 9:20,"Choćbym słuszność miał, własne usta moje musiałyby mnie potępić, a choćbym niewinny był, On by mi jednak przewrotność wykazał. "
Job 9:21,Jam niewinny! - cóż mi po życiu mojem! gardzę istnieniem mojem! 
Job 9:22,Wszystko mi jedno - przeto wypowiadam to: zgładza On zarówno pobożnego jak niegodziwego! 
Job 9:23,"Gdy bicz Jego nagle zabija, urąga jeszcze rozpaczy nieskazitelnych. "
Job 9:24,"Ziemia wydana w moc niegodziwych, wzrok sędziów, jej się zakrywa; jeśli On tego nie zrządza - któż tedy inny? "
Job 9:25,"Ale dni moje przeminęły chyżej niż goniec, uleciały mi a nie doznały szczęścia. "
Job 9:26,"Przemknęły niby czółna z trzciny, niby orzeł spuszczający się na żer. "
Job 9:27,"Gdy sobie pomyślę: ""zapomnę o żałości mojej, zaniecham niechęci mojej, a spojrzę pogodnie"". "
Job 9:28,"Tedy lękam się wszystkich utrapień moich, wiem wszak, że nie przepuści mi. "
Job 9:29,"Ja, ja wszak niegodziwym być muszę! czemuż mi jeszcze próżno się wysilać? "
Job 9:30,"Choćbym się wykąpał w wodzie śnieżnej, a mył ługiem ręce moje, "
Job 9:31,"Tobyś jednak w kałuży mnie zanurzył, że brzydziłyby się mną szaty moje. "
Job 9:32,"Bo nie jest On jako ja człowiekiem, abym mu odpowiedzieć mógł, abyśmy pospołu do sądu stanęli. "
Job 9:33,"Niemasz między nami rozjemcy, któryby na nas obu rękę położył. "
Job 9:34,"Niechajby odjął odemnie bat swój, a niechajby groza Jego mnie nie trwożyła. "
Job 9:35,"Tedybym potrafił mówić, nie obawiając się Go - bo takim nie czuję się ja u siebie. "
Job 10:1,"Obrzydziłem sobie życie moje; to też wyleję swobodnie skargę mą nad sobą, a będę mówił w goryczy duszy mojej. "
Job 10:2,"Powiem Bogu: nie potępiaj mnie, oznajmij mi czemu mnie zwalczasz? "
Job 10:3,"Cóż Ci za pożytek, że mnie ciemiężysz, że porzucasz dzieło rąk Twoich, a planom niegodziwych przyświecasz? "
Job 10:4,"Izali masz oczy cielesne, albo czyż widzisz tak, jak ludzie widzą? "
Job 10:5,"Są li dni Twoje jako dni człowieka, albo lata Twoje jako lata ludzkie? "
Job 10:6,"Że poszukujesz winy mojej, a pytasz o grzech mój, "
Job 10:7,"Jakkolwiek wiesz, żem niewinny, i że niema nikogo, któryby z ręki Twej wybawił. "
Job 10:8,"Ręce Twoje ukształtowały i zdziałały mnie, a przecie mnie zewsząd otoczyłeś - a chciałbyś mnie zniweczyć? "
Job 10:9,"O, pomnij, żeś jako glinę mnie uformował, a miałbyś mnie znowu w proch obrócić? "
Job 10:10,"Izaliś nie rozlał mnie jako mleko, i jako ser mnie nie zgęścił? "
Job 10:11,"W skórę i ciało przyoblokłeś mnie, kośćmi i ścięgnami mnie przeplotłeś. "
Job 10:12,"Życiem i łaską mnie darzyłeś, a Opatrzność Twoja strzegła tchnienia mojego. "
Job 10:13,"Wszakże to chowałeś w sercu swojem - wiem, żeś tak sobie umyślił. "
Job 10:14,"Gdybym przewinił, tedybyś mnie pilnował, aby nie przepuścić winy mojej. "
Job 10:15,"A gdybym złoczynił - biada mi! A choćbym słuszność miał, tobym jednak głowy podnieść nie mógł, przesycony hańbą i świadkiem będąc nędzy mojej. "
Job 10:16,"A gdyby się podnieść chciał, jako lew byś mnie ścigał, a doświadczał na mnie, dziwnej mocy Swojej. "
Job 10:17,"Coraz nowych świadków wyprowadziłbyś przeciw mnie, a gniew Swój wielokrotnie na mnie byś wywierał - luzujących się (katuszy) zastęp (wystawiony) przeciw mnie. "
Job 10:18,Czemużeś tedy wywiódł mnie z matczynego łona? Bodajbym skonał zanim oko mnie ujrzało! 
Job 10:19,"Obym był jakoby mnie nigdy nie było, oby mnie zaraz z żywota do grobu zaniesiono! "
Job 10:20,"Nieliczne już dni mi zostały - niechajże zaniecha, odwróci się odemnie, abym odżył cokolwiek. "
Job 10:21,"Zanim pójdę, zkąd nie wrócę, do ziemi ciemności i pomroki śmiertelnej. "
Job 10:22,"Do ziemi zamierzchłej niby północ, (do ziemi) strasznego mroku i zamieszania, gdzie niejako sama północ przyświeca. "
Job 11:1,Tedy odparł Cofar z Naamy i rzekł: 
Job 11:2,"Godziż się, aby ta ciżba słów bez odpowiedzi została? a miałbyż ten szermierz gadatliwy słuszność zachować? "
Job 11:3,Brednie twe miałyby mężów do milczenia zniewolić? a miałżebyś urągać a nikt by cię nie zawstydził? 
Job 11:4,"Rzekłeś wszak: czysta nauka moja, a nieskazitelny jestem przed oczyma Twojemi! "
Job 11:5,"Ale zaprawdę - gdyby Bóg tylko przemówić zechciał, a usta swoje przeciw tobie otworzył. "
Job 11:6,"Tedy objawił by ci tajnie mądrości jak wieloraką prawdę mieszczą - poznałbyś wtedy, że przebaczył Bóg część winy twojej! "
Job 11:7,"Czyżbyś istotę Boga chciał zgłębić, albo nieskończoność Wszechmocnego zbadać? "
Job 11:8,Wyższą jest niż niebiosa - co poczniesz? głębszą ona niż przepaść - cóż wiedzieć możesz? 
Job 11:9,"Dłuższa niż ziemia jej miara, a szersza niż morze! "
