Index Title,Ezekiel
Ezekiel 3:7,"Ale dom Israela nie zechce cię słuchać, bo wzbraniają się słuchać Mnie; albowiem cały dom Israela - nieugiętego czoła i krnąbrnego serca oni. "
Ezekiel 3:8,"Oto uczynię oblicze twoje nieugiętém na wzór ich oblicza, a czoło twoje twardém na wzór ich czoła: "
Ezekiel 3:9,"Jako djament, twardszém niż krzemień, uczynię czoło twoje. Nie obawiaj się ich, a nie zadrżyj przed nimi, bo domem przekory są! "
Ezekiel 3:10,"I rzekł do mnie: Synu człowieczy, wszystkie słowa, któremi przemawiać będę do ciebie, przyjmiesz je do serca twego, a uszyma twemi wysłuchasz je. "
Ezekiel 3:11,"I pójdziesz a przyjdziesz do wygnańców, do synów ludu twego, i będziesz przemawiał do nich, i oświadczysz im: ""Tak rzecze Pan, Wiekuisty!"" Czyby usłuchali czy też poniechali. "
Ezekiel 3:12,"Tedy uniósł mnie duch, i usłyszałem za sobą odgłos łoskotu wielkiego: błogosławiona chwała Wiekuistego z każdego miejsca swego! "
Ezekiel 3:13,"A był to odgłos skrzydeł onych istot, które uderzały jedno o drugie, i łoskot kół przy nich, ów odgłos zgiełku wielkiego -  "
Ezekiel 3:14,"Duch zaś uniósł mnie i uprowadził, i wróciłem rozgoryczony, w oburzeniu ducha mojego, ale moc Wiekuistego spoczęła silnie nademną. "
Ezekiel 3:15,"I wróciłem do wygnańców, do Tel-Abib, osiadłych nad rzeką Kebar, i osiadłem tam gdzie oni przebywali, i przebyłem tam przez siedm dni strętwiały w pośród nich. "
Ezekiel 3:16,"I stało się po upływie siedmiu dni, że doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 3:17,"Synu człowieczy, stróżem ustanowiłem cię nad domem Israela, abyś usłyszawszy słowo z ust Moich, ich ostrzegał w Mém imieniu. "
Ezekiel 3:18,"Gdy powiem do złoczyńcy: ""śmierć poniesiesz!"" a tybyś nie ostrzegał go i nie napominał, aby odwieść złoczyńcę od drogi jego niecnej, aby go przy życiu zachować, tedy on jako złoczyńca wskutek winy swej zginie, ale krwi jego z ręki twojej poszukiwać będę. "
Ezekiel 3:19,"Gdybyś wszakże ostrzegał złoczyńcę, a ten by nie odwrócił się od niegodziwości swojej, ani od drogi swej niecnej, wtedy on wskutek winy swej zginie, ale tyś duszę swą ocalił. "
Ezekiel 3:20,"A gdyby odwrócił się sprawiedliwy od sprawiedliwości swojej a pełnił bezprawie, a położyłbym następnie zawadę przed nim, tak aby zginął, - jeżelibyś go wtedy nie ostrzegał, wskutek winy swojej zginie on, a nie będą wspominane cnoty, które pełnił; wszakże krwi jego z ręki twojej poszukiwać będę. "
Ezekiel 3:21,"Gdybyś jednak go ostrzegał - owego sprawiedliwego - aby nie grzeszył sprawiedliwy, a on nie zgrzeszy, wtedy zaprawdę żyć będzie, ponieważ zważał na przestrogę - a tyś duszę twą ocalił. "
Ezekiel 3:22,"I tknęła mnie tam moc Wiekuistego i rzekł do mnie: Wstaniesz i wyjdziesz do doliny, a tam pomówię z tobą. "
Ezekiel 3:23,"I wstałem i wyszedłem do doliny, a oto unosiła się tam chwała Wiekuistego na wzór onej chwały, którąm był ujrzał nad rzeką Kebar i padłem na oblicze moje. "
Ezekiel 3:24,"Tedy wstąpił we mnie duch i podźwignął mnie na nogi moje, i przemówił do mnie, i rzekł do mnie: Wejdziesz i zamkniesz się we wnętrzu domu twojego. "
Ezekiel 3:25,"Ty zaś synu człowieczy, oto nałożyli na ciebie więzy i związali cię niemi, abyś nie wychodził między nich. "
Ezekiel 3:26,"Język też twój przypoję do podniebienia twojego, abyś oniemiał, a nie był im mężem karcącym; albowiem domem przekory są. "
Ezekiel 3:27,"Wszakże gdy mówić z tobą będę, otworzę usta twoje, a wtedy oświadczysz im: ""Tak rzecze Pan, Wiekuisty!"" - Ktoby usłuchał niech słucha, a ktoby poniechał niechaj poniecha, albowiem domem przekory są. "
Ezekiel 4:1,"Ty zaś, synu człowieczy, weźmiesz sobie taflę ceglaną, a położywszy ją przed sobą, wyrysujesz na niej miasto, Jerozolimę. "
Ezekiel 4:2,"I otoczysz je narzędziem oblężniczem, i zbudujesz przeciw niemu wieże, i usypiesz przeciw niemu wały, i rozłożysz przeciw niemu obozowiska, i ustawisz przeciw niemu tarany dokoła. "
Ezekiel 4:3,"Poczem weźmiesz sobie płytę żelazną, a ustawisz ją niby mur żelazny między sobą a między miastem, i zwrócisz oblicze swoje ku niemu, jak gdyby było w stanie oblężenia, a tyś je oblegał - znak to dla domu Israela! "
Ezekiel 4:4,"Ty tedy układź się na lewy bok twój i włóż nań winę domu Israela; wedle liczby dni, które przeleżysz na nim, dźwigać będziesz winę ich. "
Ezekiel 4:5,"Ja zaś zamienię ci lata winy ich na liczbę dni, - na dni trzysta dziewięćdziesiąt, - przez które dźwigać będziesz winę domu Israela. "
Ezekiel 4:6,"A gdy te spełnisz, ułożysz się na bok twój prawy powtórnie, a będziesz dźwigał winę domu Judy przez czterdzieści dni, po dzień za rok oznaczyłem ci. "
Ezekiel 4:7,"A ku oblężonej Jerozolimie obróć oblicze twoje, mając rękę obnażoną, i tak zwiastuj przeciw niej. "
Ezekiel 4:8,"A oto kładę na cię więzy, abyś się nie odwracał z boku na bok, póki nie spełnisz dni twego oblężenia. "
Ezekiel 4:9,"Przeto nabierz sobie pszenicy i jęczmienia, i grochu i soczewicy, i prosa i orkiszu, a włóż to do jednego naczynia, i przygotuj sobie z tego chleb; wedle liczby dni przez które przeleżysz na boku twoim, przez trzysta dziewięćdziesiąt dni pożywać go będziesz. "
Ezekiel 4:10,"Pokarm zaś twój, który pożywać będziesz, spożyjesz podług wagi czterdziestu szekli na dzień; od czasu do czasu pożywać go możesz. "
Ezekiel 4:11,"I wodę też pod miarą pić będziesz, szóstą część hinu; od czasu do czasu pić ją możesz. "
Ezekiel 4:12,A w postaci ołatka jęczmiennego ci to pożywać; na nawozie zaś z wydzielin ludzkich upieczesz to w oczach ich. 
Ezekiel 4:13,"I rzekł Wiekuisty: W ten sposób pożywać synom Israela chleb swój nieczysty między narodami, dokąd zapędzę ich! "
Ezekiel 4:14,"I rzekłem: Biada, Panie Wiekuisty! oto dusza moja nie skaziła się nigdy, a padliny i poszarpanego nie jadałem od młodości mojej aż dotąd, a nie weszło w usta moje mięso plugawe. "
Ezekiel 4:15,"Tedy rzekł do mnie: Oto zezwalam ci na mierzwę z rogacizny zamiast nawozu ludzkiego, abyś przygotował chleb twój na niej. "
Ezekiel 4:16,"I rzekł do mnie: Synu człowieczy! Oto złamię podporę chleba w Jerozolimie, aby jadali chleb podług wagi i w trwodze, a wodę pod miarą i w strętwieniu pili. "
Ezekiel 4:17,"Aby zbrakło im chleba i wody, a strętwieli jeden jak drugi, i zamilkli w winie swojej. "
Ezekiel 5:1,"Ty zaś, synu człowieczy, weźmiesz sobie miecz ostry, - jako brzytwę balwierską weźmiesz go sobie, - i pociągniesz nim po włosach głowy i brody swojej; poczem weźmiesz sobie szalki do ważenia i rozdzielisz je. "
Ezekiel 5:2,"Trzecią część spalisz w ogniu, we wnętrzu miasta, gdy skończą się dni oblężenia; a trzecią część weźmiesz i rozetniesz mieczem dokoła niego, a trzecią część rozrzucisz z wiatrem, bo miecz obnażę za nimi! "
Ezekiel 5:3,I weźmiesz z nich drobną liczbę i zawiniesz je w krajach szaty twojej. 
Ezekiel 5:4,"A z tych weźmiesz znowu i wrzucisz je w środek ognia, i spalisz je w ogniu. Ztąd wyjdzie ogień na cały dom Israela. "
Ezekiel 5:5,"Tak rzecze Pan Wiekuisty: Ta Jerozolima, w pośród narodów osadziłem ją, a naokoło niej ziemie. "
Ezekiel 5:6,"Ale oparła się prawom Moim niecniej niż narody, a ustawom Moim bardziej niż ziemie wokoło niej; albowiem prawa Moje porzucili, a ustawy Moje - nie postępowali wedle nich. "
Ezekiel 5:7,"Przeto rzecze tak Pan, Wiekuisty: Iżeście szaleli bardziej niż narody, które wokoło was, wedle ustaw Moich nie postępowali, a praw Moich nie spełniali, i praw nawet narodów, które wokoło was, nie spełniali. -  "
Ezekiel 5:8,"Przeto rzecze tak Pan, Wiekuisty: Oto i Ja przeciw tobie i spełnię sądy w pośród ciebie przed oczyma narodów. "
Ezekiel 5:9,"I uczynię na tobie czegom nie uczynił i czego podobnego nie uczynię więcej, z powodu wszystkich ohyd twoich. "
Ezekiel 5:10,"Przeto pożerać będą ojcowie dzieci w pośród ciebie a dzieci pożerać ojców swoich, i spełnię sądy na tobie, i rozproszę cały szczątek twój na wszystkie wiatry. "
Ezekiel 5:11,"Przeto żyw Ja, rzecze Pan Wiekuisty, ponieważ skaziłeś świątynię Moję przez wszystkie obmierzłości i wszystkie ohydy twoje, przeto i ja się usunę, a nie oszczędzi oko Moje, a nie będę i Ja się litował. "
Ezekiel 5:12,"Trzecia część z ciebie zarazą pomrze, i głodem wyginie w pośrodku twoim, a trzecia część padnie od miecza wokoło ciebie, a trzecią część rozproszę na wszystkie wiatry, a miecz obnażę za nimi. "
Ezekiel 5:13,"I tak wyszumi gniew Mój i uciszę rozjątrzenie Moje na nich, i ochłonę, i poznają, żem Ja Wiekuisty to wyrzekł w żarliwości Mojej, gdy spełnię całe rozjątrzenie Moje nad nimi. "
Ezekiel 5:14,"I podam cię na spustoszenie i pohańbienie między narodami, które dokoła ciebie, przed oczyma każdego przechodnia. "
Ezekiel 5:15,"I tak pójdziesz na hańbę i pośmiewisko, na przestrogę i zgrozę narodom, które dokoła ciebie, gdy spełnię nad tobą sądy w gniewie i rozjątrzeniu i plagach okrutnych - Ja Wiekuisty to rzekłem. -  "
Ezekiel 5:16,"Gdy wypuszczę srogie strzały głodu na nich, aby zagubą się stały, a które wypuszczę, aby zagubić was; i głód coraz na nowo spotęguję nad wami, i złamię wam podporę chleba, "
Ezekiel 5:17,"I poszlę na was głód i bestje dzikie, które cię osierocą, i mór i krew przejdą przez ciebie, a miecz sprowadzę na cię - Ja Wiekuisty to wyrzekłem! "
Ezekiel 6:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 6:2,"Synu człowieczy, zwrócisz oblicze swoje przeciw górom Israela, i zaprorokujesz przeciw nim, "
Ezekiel 6:3,"A oświadczysz: Góry Israela, słuchajcie słowa Pana Wiekuistego! Tak rzecze Pan Wiekuisty do gór i pagórków, do źródeł i dolin: Oto przywiodę na was miecz i zniosę wyżyny wasze. "
Ezekiel 6:4,"I opustoszeją ofiarnice wasze, i skruszone będą wasze posągi słońca i powalę poległych waszych w obliczu bałwanów waszych. "
Ezekiel 6:5,"I rzucę trupy synów Israela przed bałwany ich, i rozmiotę kości wasze dokoła ofiarnic waszych. "
Ezekiel 6:6,"We wszystkich osiadłościach waszych będą miasta zburzone, a wyżyny opustoszone, tak żeby doszczętnie zburzone i spustoszone zostały ofiarnice wasze, a pokruszone i poniszczone bałwany wasze, a ścięte wasze posągi słońca, a zgładzone wasze wytwory. "
Ezekiel 6:7,"I padną polegli w pośród was, abyście poznali, żem Ja Wiekuisty. "
Ezekiel 6:8,"Wszakże zachowam szczątki, tak że zostaną wam ocaleni od miecza między narodami, gdy rozproszeni będziecie po ziemiach. "
Ezekiel 6:9,"I wspomną ocaleni wasi na Mnie między narodami, dokąd uprowadzeni zostali, jakom bolał z powodu serca ich wszetecznego, które odstąpiło odemnie, i z powodu oczu ich, które się ubiegały za bałwanami swoimi, i omierzną sami sobie dla niegodziwości, jakie spełnili, dla wszystkich ohyd swoich. "
Ezekiel 6:10,"A wtedy poznają, że Ja Wiekuisty, nie napróżno groziłem, iż im to zło uczynię. "
Ezekiel 6:11,"Tak rzecze Pan, Wiekuisty: Klaśnij dłonią, a tupnij nogą twoją, i wołaj biada! na wszystkie te ohydy niecne domu Israela, bo od miecza, od głodu i od moru legną. "
Ezekiel 6:12,"Kto w oddali od moru zginie, a kto w pobliżu od miecza legnie, a kto pozostał i w oblężeniu jest, od głodu pomrze; i tak spełnię rozjątrzenie Moje nad nimi. "
Ezekiel 6:13,"Tedy poznacie, żem Ja Wiekuisty, gdy legną pobici ich w pośród bałwanów ich, dokoła ofiarnic ich, na każdym pagórku wysokim, na wszystkich wierzchołkach gór, i pod każdem drzewem zieloném, i pod każdym dębem rozłożystym, gdziekolwiek roztaczali woń wdzięczną wszystkim bałwanom swoim. "
Ezekiel 6:14,"I wyciągnę rękę Moję przeciw nim, i obrócę ziemię w pustkowie i zgrozę od stepu aż do Dybli, we wszystkich osiadłościach ich; a wtedy poznają, żem Ja Wiekuisty. "
Ezekiel 7:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 7:2,"Ty zaś, synu człowieczy, tak rzecze Pan Wiekuisty do ziemi Israela: Kres! kres nadszedł na cztery krańce tej ziemi. "
Ezekiel 7:3,"Już teraz nadszedł kres na ciebie, i puszczę gniew Mój na ciebie, a będę cię sądził wedle dróg twoich, i zwalę na cię wszystkie obmierzłości twoje. "
Ezekiel 7:4,"A nie użali się oko Moje i nie ulituję się, lecz postępki twoje zwalę na cię, a obmierzłości twoje będą w pośrodku twoim; i poznacie, żem Ja Wiekuisty. "
Ezekiel 7:5,Tak rzecze Pan Wiekuisty: Klęska za klęską - oto nadchodzi! 
Ezekiel 7:6,"Kres nadchodzi, nadchodzi kres! rozbudził się przeciw tobie, oto nadszedł! "
Ezekiel 7:7,"Nadeszła jutrzenka na cię mieszkańcu ziemi! Nadeszła pora, blizkim dzień! Zgiełk, ale nie okrzyki to z gór. "
Ezekiel 7:8,"Teraz, rychło już wyleję gniew Mój na ciebie, i spełnię rozjątrzenie Moje nad tobą, a osądzę według dróg twoich, i zwalę na cię wszystkie obmierzłości twoje. "
Ezekiel 7:9,"A nie użali się oko Moje i nie ulituję się; lecz według postępków twoich zwalę na cię, a obmierzłości twoje będą w pośrodku twoim; a poznacie, że to Ja Wiekuisty uderzam. "
Ezekiel 7:10,"Oto ten dzień, oto nadszedł! Wzeszła jutrzenka, wyrosła rózga, zakwitła zuchwałość! "
Ezekiel 7:11,"Przemoc wyrosła w rózgę niegodziwości; nic nie ostoi się z nich; nic z ich tłumu, nic z ich ciżby, i żadnego współubolewania z nimi! "
Ezekiel 7:12,"Nadeszła pora, przybliża się dzień: Nabywca niechaj się nie cieszy, a sprzedawca niechaj się nie smuci, albowiem zapalczywość na wszystek jej tłum. "
Ezekiel 7:13,"Albowiem sprzedawca do sprzedanego nie wróci, choćby jeszcze przy życiu została dusza jego, bo wieszczba przeciw całemu jej tłumowi cofniętą nie będzie, a nikt w winie swojej żywota swego nie udzierży. "
Ezekiel 7:14,"Uderzą w trąby i przygotują wszystko, nie wyruszy jednak nikt na wojnę, albowiem zapalczywość Moja na wszystek jej tłum. "
Ezekiel 7:15,"Miecz z zewnątrz, a mór i głód z wewnątrz, - kto na polu od miecza zginie, a kto w mieście, głód i mór go pożre. "
Ezekiel 7:16,"A gdy uciekną niedobitki ich, to tułać się będą po górach, jako gołębie w parowach, które wespół gruchają - każdy w winie swojej. "
Ezekiel 7:17,"Wszystkie ręce opadną, a wszystkie kolana rozpłyną się na wodę. "
Ezekiel 7:18,"I obloką się w wory i ogarnie ich przerażenie, a na każdem obliczu hańba, a na wszystkich ich głowach pleszywość. "
Ezekiel 7:19,"Srebro swoje po ulicach rozrzucą, a złoto ich niby zakała im będzie: ani srebro ich ani złoto nie zdoła ich ocalić w dzień rozjątrzenia Wiekuistego; duszy swej tem nie nasycą, a wnętrzności swych nie napełnią, albowiem podnietą do winy ich ono było. "
Ezekiel 7:20,"A okazałe klejnoty z tego - dla pychy je wkładano, obrazy też ich obmierzłe i ohydy ich wyrabiano z tego; przeto obróciłem to im w zakałę. "
Ezekiel 7:21,"I wydam to w ręce cudzoziemców na grabież i najniegodziwszym ziemi na łup, aby je znieważyli. "
Ezekiel 7:22,"I odwrócę oblicze Moje od nich; i tak znieważą skarbiec Mój, a wtargnąwszy doń rozbójnicy, znieważą go. "
Ezekiel 7:23,"Szykuj kajdany; gdyż ziemia pełna sądów krwawych, a miasto pełne bezprawia. "
Ezekiel 7:24,"I sprowadzę najniecniejsze z plemion, aby zawładnęły domami ich, i położę koniec pysze potężnych, a znieważone będą świątnice ich. "
Ezekiel 7:25,"Zniszczenie nadchodzi, a szukać będą pokoju, ale go nie będzie. "
Ezekiel 7:26,"Klęska po klęsce przypadnie, a wieść za wieścią się rozniesie; i zażądają widzenia od proroka, ale nauka zaginie od kapłana a rada od starszyzny. "
Ezekiel 7:27,"Król w rozpacz popadnie, a książę oblecze się w zgrozę, a ręce pospolitego ludu drżeć będą; wedle dróg ich postąpię z nimi, a wedle ich sądów osądzę ich, a poznają, żem Ja Wiekuisty. "
Ezekiel 8:1,"I stało się roku szóstego, szóstego miesiąca, piątego dnia tegoż miesiąca, gdym bawił w domu swoim, a starsi judzcy siedzieli przedemną, opadła mnie wtedy moc Pana Wiekuistego. "
Ezekiel 8:2,"I spojrzałem, a oto postać niby zjawisko ogniste - od widoku jej bioder ku dołowi jako ogień, a od bioder jej ku górze jako zjawisko świetlane, jako widmo złota błyszczącego. "
Ezekiel 8:3,"I wyciągnęła podobiznę ręki i pochwyciła mnie za kędziory głowy mojej, i uniósł mnie duch między ziemią a niebem i przywiódł mnie do Jerozolimy w widzeniach Bożych, do wejścia bramy wewnętrznej, zwróconej ku północy, gdzie pomieszczenie obrazu jątrzącego, który jątrzył. "
Ezekiel 8:4,"A oto była tam chwała Boga israelskiego podobna do zjawiska, którem ujrzał w dolinie. "
Ezekiel 8:5,"I rzekł do mnie: Synu człowieczy, podnieśże oczy twoje w stronę północy! I podniosłem oczy moje w stronę północy, a oto ze strony północnej bramy ołtarza, stał ów obraz jątrzący u samego wejścia. "
Ezekiel 8:6,"I rzekł do mnie: Synu człowieczy, czy widzisz co oni czynią? Obmierzłości wielkie to są, które dom Israela tu spełnia, abym się oddalił od świątyni Mojej; wszakże ujrzysz obmierzłości jeszcze większe! "
Ezekiel 8:7,"Tedy przywiódł mnie do bramy dworca, i spojrzałem, a oto był otwór w murze. "
Ezekiel 8:8,"I rzekł do mnie: Synu człowieczy, przeciśnij się też przez ten mur! I przecisnąłem się przez mur, a oto drzwi. "
Ezekiel 8:9,"I rzekł do mnie: Wnijdź i zobacz obmierzłości niecne, które tu spełniają! "
Ezekiel 8:10,"I wszedłem i spojrzałem, a oto różnorodne wizerunki płazów i czworonożnych ohydnych, i wszelakie bałwany synów Israela wyryte na murze wszędzie wokoło! "
Ezekiel 8:11,"Siedmdziesięciu zaś mężów ze starszyzny domu Israela z Jaazanją synem Szafana, znajdującym się w pośród nich, stali przed niemi, trzymając każdy kadzielnicę w ręce swej, tak że gęsty obłok kadzidła się wznosił. "
Ezekiel 8:12,"I rzekł do mnie: Czyś widział, synu człowieczy, co starsi domu Israela czynią w mroku, każdy w malowanych komnatach swoich? Powiadają bowiem: Wiekuisty nie widzi nas, opuścił Wiekuisty tę ziemię! "
Ezekiel 8:13,"Poczem rzekł do mnie: Dalsze jeszcze zobaczysz obmierzłości wielkie, jakie ci spełniają! "
Ezekiel 8:14,"I przywiódł mnie do wrót bramy domu Wiekuistego, która ku północy, a oto siedziały tam one kobiety opłakując Tammuza. "
Ezekiel 8:15,"I rzekł do mnie: Czy widziałeś, synu człowieczy? Ale dalsze jeszcze zobaczysz obmierzłości, większe niż te. "
Ezekiel 8:16,"I przywiódł mnie do dworca domu Wiekuistego wewnętrznego; a oto u wrót przybytku Wiekuistego, między przysionkiem a ołtarzem, około dwudziestu pięciu mężów; tyłem odwróceni byli ku przybytkowi Wiekuistego, a twarzą ku wschodowi, a korzyli się w stronę wschodu przed słońcem. "
Ezekiel 8:17,"I rzekł do mnie: Czy widziałeś, synu człowieczy? Izali zbyt błahem synom Judy czynić takie obmierzłości, jakie tu czynią, że napełniają ziemię bezprawiem, a jeszcze bardziej Mnie drażnią: Oto teraz przykładają gałązkę do nosów swoich! "
Ezekiel 8:18,"To też i Ja w rozjątrzeniu postąpię, nie użali się oko Moje, ani ulituję się; a choćby wołali do uszu Moich głosem wielkim, nie wysłucham ich. "
Ezekiel 9:1,"Poczem zawołał w uszy moje głosem doniosłym, i rzekł: Przystąpcie siepacze miasta, a każdy z narzędziem zniszczenia w ręku! "
Ezekiel 9:2,"A oto sześciu mężów nadeszło drogą od bramy wyższej, zwróconej ku północy, a każdy z narzędziem burzenia w ręce swojej; mąż zaś jeden był w pośród nich przyodziany w szatę lnianą z narządem pisarskim u bioder swoich. I przyszli i stanęli u ołtarza miedzianego. "
