Index Title,Joel
Joel 2:28,"I stanie się w następstwie, że wyleję ducha Mojego na wszelkie ciało, a prorokować będą synowie wasi i córki wasze; starcom waszym będą się sny śniły, a młodzieńcy wasi widzenia miewać będą. "
Joel 2:29,Nawet na sługi i służebnice wyleję w one dni ducha Mojego. 
Joel 2:30,"I objawię cuda na niebie i na ziemi, krew i ogień i słupy dymu. "
Joel 2:31,"Słońce obróci się w ciemność, a księżyc w krew, zanim nadejdzie dzień Wiekuistego wielki i straszny. "
Joel 2:32,"I stanie się, ktokolwiek by wzywał imienia Wiekuistego zbawion będzie; bo na górze Cyon i w Jeruzalem będzie schronienie, jak to wyrzekł Wiekuisty, a i między ocalonymi dla tych, których Wiekuisty powoła. "
Joel 3:1,"Gdyż oto w one dni i w on czas, gdy przywrócę wygnańców Judy i Jerozolimy, "
Joel 3:2,"Wtedy zgromadzę wszystkie ludy i sprowadzę je na dolinę Josafata, i rozprawię się z nimi tam o lud Mój i dziedzictwo Moje israelskie, które rozproszyły między plemiona, rozdzieliwszy ziemię Moję. "
Joel 3:3,"O lud też Mój miotali los a oddawali chłopię za wszetecznicę a sprzedawali dziewczynkę za wino, aby się upijali. "
Joel 3:4,"A i wy cóż macie przeciwko Mnie, Corze i Cydonie i wszystkie okręgi Pelisztów? Izali Mi płacicie za to, co wam uczyniono, izali Mnie to w nagrodę oddajecie? Co najrychlej, obrócę postępek wasz na głowę waszę. "
Joel 3:5,"Wyście wszak srebro i złoto Moje zagrabili, a najpiękniejsze klejnoty Moje do przybytków waszych wnieśli. "
Joel 3:6,"Synów Judy i synów Jerozolimy zaprzedaliście Jawańczykom, aby ich oddalić od granic ich. "
Joel 3:7,"Oto wzbudzę ich z tego miejsca, do któregoście ich sprzedali, i zwrócę postępek wasz na głowę waszę. "
Joel 3:8,"I zaprzedam syny wasze i córki wasze w ręce synów judzkich, aby odprzedali ich Sabejczykom, narodowi dalekiemu; gdyż Wiekuisty to wyrzekł. "
Joel 3:9,Obwołajcie to między narody: Szykujcie się na wojnę! Rozbudźcie rycerzy! Niechaj przyciągną i wyruszą wszyscy mężowie waleczni. 
Joel 3:10,"Przekujcie lemiesze wasze na miecze, a sierpy wasze na oszczepy! - Tam sprowadź o Wiekuisty bohaterów Twoich! "
Joel 3:11,"Spieszcie się i nadejdźcie wszystkie ludy dokoła, gromadźcie się! - Tam sprowadź o Wiekuisty bohaterów Twoich. "
Joel 3:12,"Pobudzą się i wyruszą narody na dolinę Josafat; bo tam zasiądę, bym sądził wszystkie narody okoliczne. "
Joel 3:13,"Zapuśćcie sierp, bo dojrzało żniwo! Pójdźcie, tratujcie, bo pełna prasa, przelewają się kadzie, bo wielką jest niecność ich. "
Joel 3:14,"Tłumy przy tłumach w dolinie przeznaczenia, gdyż bliski dzień Wiekuistego w dolinie przeznaczenia. "
Joel 3:15,"Słońce i księżyc się zaćmiły, a gwiazdy ukryły blask swój. "
Joel 3:16,"A Wiekuisty z Cyonu huczy, a z Jerozolimy odzywa się gromem Swoim, że drżą niebo i ziemia. Wiekuisty zaś obroną ludu swojego, a twierdzą synom Israela. "
Joel 3:17,"A poznacie, żem Ja Wiekuisty Bóg wasz, zamieszkujący na Cyonie, górze Mojej świętej, i że Jerozolima poświęconą będzie, a cudzoziemcy nigdy już po niej nie przejdą. "
Joel 3:18,"I stanie się w on dzień, że sączyć się będą góry moszczem, a pagórki przelewać mlekiem, a wszystkie potoki Judy wzbierać wodą; źródło zaś z przybytku Wiekuistego wytryśnie i zrosi dolinę akacyową. "
Joel 3:19,"Micraim w pustkowie się obróci, a Edom w jałowy step się zamieni z powodu zawziętości ku synom Judy, że przelewali krew niewinną na ziemi ich. "
Joel 3:20,"Judea zaś na wieki zamieszkaną będzie, a Jerozolima do najpóźniejszych pokoleń. "
Joel 3:21,"I pomszczę krew ich jeszcze niepomszczoną, a Wiekuisty zamieszka na górze Cyon. "
