,@44כ,"ממנו דגש. עיין סוטה ל״ה ע״א,מנחות נ״ג ע״ב,ערכין ט״ו ע״ב כי חזק הוא ממנו אל תקרי ממנו אלא ממנו, וכתבו התום׳ בערכין שם פי׳ אל תקרי ממנו רפי אלא ממנו דגש,ואינו כן שכל ממנו שבתורה דגושין ואינו מחליף כלל זה בזה עכ״ל. וגם רבינו כתב בח״ב (שלח דף מ״ח ע״א) וז״ל כי חזק הוא ממנו. אע״פ שלא מצאנו בכל המקרא ממנו רפי אלא הכל דגושין, בין שיאמר ממנו מפלוני,בין שיאמר ממנו מעצמו הכל נקראין בדגש,מ״מ בזה יש בו מדרש, שכן אמרו חז״ל דאמר ר׳ חנינא בר פפא דבר גדול אמרו המרגלים באותה שעה כי חזק הוא ממנו אפילו בעה״ב אינו יכול להוציא את כליו משם עכ״ל.אולם יפה הביא בעל מ״ש בשם הראב״ע שכתב בריש ס׳ שמות שיש חילוף קריאה בין אנשי מזרח לאנשי מערב במלת ממנו, לאנשי מזרח כל לשון רבים נו״ן רפי וכל לשון יחיד דגש, ולאנשי מערב אין חילוק כי כולם דגושים, וידוע כי אנשי מזרח הם בני בבל והכי קאמר אל תקרי ממנו לשון רבים בנו״ן רפה, אלא ממנו לשון יחיד בנו״ן דגש כביכול וכו׳."
,@44כא,"וכאשר יענה אותו. בכ״י כתוב וכאשר יענה אותם, ובכ״י פלארענץ מובא לנכון כמו שהוא בקרא."
,@44כב,ועלינו היה צריך לומר. סוטה י״א ע״א ורש״י עה״ת.
,@44כג,"ד״א. תנחומא שמות, ושמ״ר פ״א."
,@44כד,במס׳ סוטה. דף י״א ע״א.
,@44כה,"שהיו ממסים את הלב. בגמרא סוטה שם שרי מסים דבר שמשים לבנים, ובשמ״ר ובילקוט סוף רמז קם״ב הגי׳ דברים שמשים עליו לבנים, ובגמרא שם מחקו מלת ״לבנים״ ורש״י פי׳ שם דבר שמשים, רידוי של שימה שמרגילין ומשימין לעבודה אותו מלבן שתלו לו היה לישראל רידוי של השימה."
,@44כו,רב ושמואל. סוטה י״א ע״א.
,@44כז,"חד אמר שממסכנות. בגמרא שם זה נאמר באחרונה, וע״ש בפירש״י."
,@44כח,"רב ושמואל. סוטה שם, ומובא בילקוט רמז קס״ב."
,@44כט,"מתרוסס. כ״ה בגמרא שם, והערוך בערך פיתום ג׳ גורס מתמסמס."
,@44ל,כדי שלא יהנו המצרים במעשה ידיהם. בכ״י פלארענץ כדי שלא יהללו מצרים במעשה ידיהם.
,@44לא,"כן רבו וכן פרצו מיבעי׳ ליה. סוטה שם, ושמ״ר וילקוט שם."
,@44לב,"ודבר ולא יקימנו. במקרא כתוב ולא יקימנה, ובכ״י פלארענץ חסר הסיום מהכתוב הזה."
,@44לג,"ושמתי את זרעך ככוכבי השמים. וכ״ה בכ״י פלארענץ, ובמקרא כתוב והרבה ארבה את זרעך ככוכבי השמים (בראשית כב יז)."
,@44לד,והיה זרעך כעפר הארץ. וכ״ה בכ״י פלארענץ אולם הכתוב הזה נאמר ביעקב לא באברהם. וצ״ל ושמתי את זרעך כעפר הארץ (בראשית יג טז).
,@44לה,"מלמד שהיו בעיניהם. סוטה י״א ע״א, ושמ״ר וילקוט שם, ורש״י עה״ת."
,@44לו,ד״א ויקוצו שהיו פרים ורבים. כפירש״י ויקצו קצו בחייהם. ובגמרא סוטה שם כתב רש״י ויקוצו היה דומה להן כאלו עיניהם וגופם מלאים קוצים בראותם את ישראל פרים ורבים.
,@44לז,"ר׳ אלעזר אומר. סוטה י״א ריש ע״ב, ושמ״ר פ״א. וילקוט רמז קס״ג."
,@44לח,"מלמד שהיה פרעה מפייסם בדברים כו׳. ז״ל רש״י בגמרא שם בפרך בפה רך, משכום בדברים ובשכר עד שהרגילום לעבודה."
,@44לט,ולבסוף בפרך. בגמרא שם הגי׳ רשב״נ אמר בפריכה פירש״י בשברון גוף ומתנים וחזקה. וכן רש״י עה״ת כתב בפרך בעבודה קשה המפרכת את הגוף ומשברתו.
,@44מ,"אמר רבא. עיין סוטה י״א ע״ב אמר רבא בתחלה בחומר ובלבנים ולבסוף ובכל עבודה אשר בשדה, ומה שהביא רבינו שלש גזירות גזר הוא בסוטה י״ב ע״א ע״ש, ובשמ״ר חסר שם האומר, ומובא בילקוט רמז קס״ג."
,@44מא,"ארשב״נ אמר ר׳ נתן. סוטה שם וצ״ל אמר ר׳ יונתן כמו שהוא בגמרא שם ובשמ״ר פ״א, וכן הוא לנכון בכ״י פלארענץ."
,@44מב,"שהיו מחליפין מלאכת אנשים לנשים, ומלאכת נשים לאנשים. בהכרמל שנה ראשונה משנת תר״כ גליון א׳ העיר חכם אחד שהסמך על מלת בפרך, שמפרשה מלשון חלוף והפוך. מאיש מדבר תהפוכות, תר׳ מגבר דממלל מפרכייתא וזהו את כל עבודתם אשר עבדו בהם בפרך, ובהפך מהנהוג שבעולם וזה שהיו מחליפין כו׳. ועל זה העירותי בהכרמל שם בגליון מ״ו, צד שע״א. אם אמת הדבר כדעת החכם הזה שדרשו זאת ממלת בפרך יקשה מדוע סמכו חז״ל דרשתם על מלת בפרך אשר בפסוק הזה (שמות א׳ י״ד) ולא דרשו כן על בפרך בפסוק שלפניו (שם שם יג), גם ידוע במקרא שלפניו דרשו במובנים אחרים פה רך ובפריכה, גם נשנה המאמר במדרש שמ״ר פ״א בזה הלשון מהו את כל עבודתם אשר עבדו בהם בפרך רשב״נ א״ר יונתן מלמד שהיו מחליפין וכו׳, ואם משענת דרשתו על מלת בפרך היה לו לאמר מהו ב פ ר ך,גם אין תרגוסתהפוכות מפרכיתא,כי בכל ספרי קדש תרגום שרש הפך דומה תמיד להעברי,וכן גם בס׳ משלי אשר לפנינו תראה בתרגום שתרגם לחשוב תהפוכות (ט״ז ל׳) וחשב הפכתא, וכן ולבך ימלל תהפוכתא, ואם באמת במקרא אשר הביא הכותב הגי׳ מפרכיתא עין כל נבון תחזה כי שגיאה היא אשר נהייתה בתרגום מידי המעתיקים, ובאמת צריך להיות גם פה במלל תהפוכתא, כאשר יגיד עליו רעו, לכן נראה לי כי דרשו דרשתם זאת על הכתוב האחרון שנאמר בו את כל עבודתם כנראה מלשון המדרש מהו את כל, כי באמת מלת כל יתירה היא לכן דרשו עליה שנתנו עול כל מיני עבודה על כל איש מזכרים לנקבות ומנקבות לזכרים."
,@44מג,"דרש ר׳ עקיבא. סוטה שם, ומובא בילקוט רמז קס״ד, ובגמרא הגי׳ דרש רב עוירא, ונרשם שם בצדו ס״א ר׳ עקיבא ע״כ, וכן בשמ״ר ובילקוט הגי׳ ר׳ עקיבא."
,@44מד,ושופתות. ז״ל רש״י בגמ׳ שם כשמושיבין הסיר על גבי כירה קרי לה שפיתה.
,@44מה,"אחת של מים. בכ״י נשמטה אות ח׳ וצ״ל של חמים ונאמר לנכון בכ״י פלארענץ,וכן בגמרא שם אחת של חמין, וכ״ה בשמ״ר ובילקוט, ופירש״י לרחוץ רגלי בעליהם בשדה."
,@44מו,בין שפתים. פרש״י בין מצרי השדות כו׳.
,@44מז,"ושמה חבלה ילדתך. וכ״ה בכ״י פלארענץ,ובקרא שמה בלי וי״ו."
,@44מח,ומניק אותן. בגמרא הגי׳ מי שמנקר אותן פירש״י מנקר מנקה. ובשמ״ר ובילקוט הגי׳ ומנקה אותם.
,@44מט,שני עגולים. פירש״י כעין ככר עגול.
,@44נ,וכיון שמתגדלין. הוספתי ע״פ כ״י פלארענץ וכ״ה בגמרא שם. ומסיים אל תקרי בעדי עדיים אלא בעדרי עדרים.
,@44נא,"הם הכירוהו תחלה שנא׳ מפי עוללים וכיון שהכירו שכינה אומרים זה אלי. בגמרא שם הם הכירוהו תחלה שנא׳ זה אלי ואנוהו, וכן מובא בילקוט. ועיין סוטה ל׳ סע״ב."
,@44נב,"רב ושמואל. סוטה י״א ע״ב, ושמ״ר פ״א, וילקוט רמז קס״ד."
,@44נג,"בת עמינדב אשתו של אהרן. הוספת רבינו, וכן הביא רש״י בגמרא שם."
,@44נד,תניא. סוטה שם ומובא בילקוט שם.
,@44נה,"פועה לשון שיחה וזעקת קול, וכן רש״י בגמרא שם ובפי׳ עה״ת כתב פועה צועקת כמו כיולדה אפעה. ועיין בערוך ערך פע א׳ ומה שפי׳ שם על שפועה לולד הביאו כן חכמי התוס׳ בסוטה שם בשם הר״ח."
,@44נו,מאי אבנים. סוטה שם. ומובא בילקוט שם וגירסתו כגי׳ הילקוט.
,@44נז,דכתיב בירמיה. הוא כאית דאמר שם.
,@44נח,"וארד אל בית היוצר. וכ״ה בכ״י פלארענץ. וכן הביא הילקוט, ובקרא ליתא למלת ״אל״."
,@44נט,והנה הוא. כ״ה ע״פ הקרי.
,@44ס,"לפיכך נקרא שמם אבנים. עיין גי׳ אחרת בגמרא שם, וע״ש ברש״י, ועיין בשמ״ר. ובילקוט רמז קס״ד."
,@44סא,"שבזמן שכורעת. בכ״י פלארענץ חסר מן אבנים עד אבנים, וכך הגי׳ שם לפיכך נקרא שמם אבנים לפי שהאדם יצירותו נמשל ככלי יוצר, וזה משגגת המעתיק."
,@44סב,"א״ר חנינא. סוטה שם, ושמ״ר פ״א."
,@44סג,זה כדרך תשמישו. נדה ל״א ע״א.
,@44סד,ענין אחר. הוספת רבינו. וכ״ה בשמ״ר.
,@44סה,"לפי שהיו אצטגניני פרעה. עיין סוטה י״ב ע״ב, ובדברי הימים של משה רבינו. (בית המדרש ח״ב צד א׳) מובא בילקוט רמז קס״ד."
,@44סו,הוברי שמים. הוא פירוש על אצטגניני.
,@44סז,"וכאלה רבות. בכ״י פלארענץ כתיב במקום וכאלה רבות, וכן דוד אמר אשרי איש ירא את ה׳ (תהלים קי״ב א׳) ואומר אשרי כל ירא ה׳ (שם קכ״ח א)."
,@44סח,"כאשר אמר להן מבעי׳ ליה. סוטה י״א ע״ב, ושמ״ר פ״א."
,@44סט,כתוב הכא כאשר דבר. הוספת רבינו.
,@44ע,תנא. סוטה שם.
,@44עא,לאימותן של ילדים. המלות האלה הם הוספת רבינו.
,@44עב,מאי חיות. סוטה שם.
,@44עג,"כמו מילדת שמה חיה. הוספת רבינו, וכן רש״י שם פי׳ חיות ממש פי׳ מילדות, ובשמ״ר פ״א כי חיות הנה אם תאמר מילדות הנה. ותרגום מילדת חייתא."
,@44עד,אומה זו בחיות נמשלה. סוטה שם ומובא ברש״י עה״ת.
,@44עה,רבצה גוריה. בקרא רבתה גוריה. ובכ״י פלארענץ מובא מה אמך לבייא בין אריות רבתה בתוך כפירים ריבתה גוריה:
,@44עו,מיכן לנשים צדקניות. סוטה י״ב ע״א.
,@44עז,"בפיתקה של חוה. פירש״י בגזר דין, והערוך ערך פתק כתב: פי׳ בגזירה של חוה שנכתבה בעצב תלדי בנים והמלה רומית  pittacium עיין בייטראגע ח״א צד צ״ד."
,@44עח,"רב ולוי. כ״ה בכ״י פלארענץ ופעטערסבורג, וצ״ל רב ושמואל, סוטה י״א ע״ב, ושמ״ר פ״א."
,@44עט,עזובה היא מרים. סוטה י״ב ע״א.
,@44פ,במדבר. הוספת רבינו. ועיין ברש״י בגמרא שם ד״ה שהכל עזבוה.
,@44פא,מלמד כל הנושא אשה. עיין סוטה שם והוא דברי ר׳ יוחנן.
,@44פב,"כיון שראה פרעה כו׳. חזית פ״ב פ׳ אחזו לנו שועלים. ושמ״ר פכ״ב. ושמ״ר פ״א על ותצפנו ג׳ ירחים. ומדרש משלי פי״ט. וספר הישר שמות, ועיין סוטה י״ב ע״א כל היכא דהוו שמעי מצראי כו׳ ע״ש ברש״י שכתב דרך תינוק לצעוק כששומע קול תינוק חבירו."
,@44פג,שהיו המילדות חומלות. בכ״י פעטערסבורג כיון שראה פרעה שלא היו המילדות ממיתות את בני ישראל.
,@44פד,"שעלים כתוב. וכ״ה בכ״י פלארענץ, וחסר בכ״י פ״ב, ובמדרש חזית שם ושמ״ר פכ״ב איתא א״ר ברכי׳ שועלים קדמאה מלא תניינא חסר שעלים כתיב אותם הם השועלים שירדו לשעלו של ים ע״כ. אולם במסורה אינו כן אלא תרוייהו חסר. ובקצת ספרים נמצא כן עיין במנחת שי, וראיתי במקצת ספרים כתיב שעלים תניינא חסר יו״ד."
,@44פה,"א״ר יוסי בר חנינה. סוטה י״ב ע״א וע״ב, ושמ״ר פ״א."
,@44פו,"ד״א למה גזר פרעה חזית פ״ב בפ׳ אחזו לנו שועלים, ושמ״ר פ״א, ופכ״ב, ובם׳ הישר."
,@44פז,"בסאה שמדדו בה נמדדו. עיין פסיקתא פסקא ויהי בשלח, ובהערה ל״ט ומ״ס."
@99ב,@44א,א״ר יהודה בר ביזנא. סוטה י״ב ע״א. שמ״ר פ״א. ושם הגי׳ בר זבינא ונמצא ר׳ יהודה בר ביזנא נזכר בגמרא נדרים ל״ב ע״א.
,@44ב,א״ר יהודה בר ביזנא. גם פה הגי׳ בגמרא סוטה שם בר זבינא. ובפסיקתא רבתי פסקא כי פקד ה׳ פמ״ג הגי׳ ר׳ יהודה בר זבידא. וכן בגמרא ב״ב ק״כ ע״א כתוב ר׳ יהודה בר זבידא.
,@44ג,"שעשה לה. בגמ׳ שם הגי׳ שעשה לו, ונרשם על הגליון שצ״ל שעשה לה, וכ״ה בילקוט ובע״י ע״כ. וכן בגמרא ב״ב דף ק״כ ע״א ובשמ״ר הגי׳ שעשה לה.<br>ג. הושיבה באפריון ואהרן ומרים מרקדים לפניה. בפסיקתא רבתי שם הושיבם עמרם בפוריא והיה אהרן מכאן ומרים מכאן טוענים קורקנות ומהלכים לפניהם ורוח הקודש צווחת מושיבי עקרת הבית אם הבנים שמחה ע״כ."
,@44ד,אפשר בת מאה. סוטה שם ושמ״ר פ״א.
,@44ה,דאמר רב חמא. סוטה וב״ב ושמ״ר שם.
,@44ו,"ולידתה במצרים. בגמרא שם ובשמ״ר הגי׳ בין החומות, ועיין ב״ר פצ״ד ולידתה בארץ מצרים על פיילי דמצרים נולדה פי׳ על שער של מצרים."
,@44ז,"א״ר יהודה בר כהנא, וכ״ה גם בכ״י פ״ב, ובגמרא סוטה שם חסרים המלות בר כהנא, ובגמרא ב״ב שם גם כאן הגי׳ בר זבידא, ובשמ״ר הגי׳ א״ר יהודה בר זבינא, ובכ״י פלארענץ הגי׳ בר ביזנא."
,@44ח,שהרי יוכבד אשת עמרם בת ק״ל. עייו ב״ב דף ק״כ ע״א וברשב״ם שם וברש״י עה״ת שמות ב׳ א׳.
,@44ט,"היא הוות מיעברא. סוטה י״ב ע״א, ושמ״ר פ״א. וצ״ל והא במקום היא."
,@44י,א״ר יהודה בר ביזנא. גם בכאן הגי׳ בגמרא סוטה שם א״ר יהודה בר זבינא. ועיין לעיל הערה א׳ וב׳.
,@44יא,"תניא, סוטה שם, ושמ״ר שם."
,@44יב,"אחרים אומרים. עיין בתוס, שם ד״ה אחרים."
,@44יג,"דלא מנו. סוטה שם ושמ״ר ש״א, ועיין רש״י עה״ת שמנו לה המצרים מיום שהחזירה והיא ילדתו לששה חדשים ויום אחד שהיולדת לשבעה יולדת למקוטעין והם בדקו אחריה לסוף תשעה, ועייו רש״י  בגמרא שם  ד״ה ותצפנו,  ובת״י ובס׳ הישר וד״ה של משה."
,@44יד,אמרו משום דכל היכא. עיין סוטה שם.
,@44טו,"ארשב״נ. סוטה י״ב סוף ע״א, ושמ״ר פ״א."
,@44טז,בפני המים. עד לא תשבר הוא הוספת רבינו.
,@44יח,"תניא חומר מבפנים. סוטה שם ושמ״ר שם, ורש״י עה״ת ועיין בתוס׳ שם ד״ה חמר."
,@44יט,ר׳ אלעזר אומר. סוטה ושמ״ר שם.
,@44כ,"רשב״נ. שם, ורש״י עה״ת."
,@44כא,"שהיתה מרים מתנבא ואומרת. סוטה י״ג ריש ע״א, ושמ״ר פ״א, ומדרש משלי פי״ד.<br>כא. ונשקה על ראשה. בגמרא שם עמד אביה ונשקה על ראשה וכצ״ל."
,@44כב,"עמד אביה. כ״ה בגמרא שם, ובמדרש משלי שם, אבל בשמ״ר ובכ״י פ״ב הגי׳ עמדה אמה."
,@44כג,"מה יעשה לו בסוף נבואתה. מן לדעת מה יעשה בסוף נבואתה, עד כאן חסר בכ״י פלארענץ שהשמיט המעתיק מן נבואתה עד נבואתה, ונמצא לנכון גם בכ״י פ״ב."
,@44כד,"כל הענין על שם השכינה נאמר. בכ״י פלארענץ ובכ״י פ״ב הגי׳ כל הפסוק הזה על שם השכינה נאמר, וכן בסוטה י״א ע״ב, ובשמ״ר פ״א, הגי׳ פסוק זה כולו. וכן בירושלמי סוטה פ״א ה״ט (דף י״ז ע״ב) פסוק זה ברוה״ק נאמר, ובירושלמי הוא בשם ר׳ יוחנן ובבבלי בשם ר׳ יצחק, ובמדרש שמ״ר בשם רבנן, ובמדרש משלי פי״ד חסר שם האומר."
,@44כה,"מה, דכתיב מה ה׳ אלהיך וגו׳. בשמ״ר חסר הסיום הזה רק סיים ״וכל הענין״ רומז לתשלום ענין זה מבואר בסוטה שם, וגם בירושלמי סוטה שם חסר סיום המאמר שנשמט ע״י המדפיסים, וז״ל הירושלמי שם: מה יעשה לו כי לא יעשה ה׳ דבר כי אם גלה סודו וגו׳, צ״ל מה יעשה לו. מה, מה ה׳ שואל מעמך. יעשה כי לא יעשה ה׳ אלהים דבר וגו׳. לו, ויקרא לו ה׳ שר שלום, כמו שהוא לנכון בבבלי סוטה שם."
,@44כו,"יעשה, דכתיב יעשה ה׳ לאדוני בית נאמן. בירושלמי ובבלי מובא הכתוב, כי לא יעשה ה׳ דבר (עמוס ג׳ ח׳), וזה כי היה כתוב יעשה ה׳ לא זולת ובגמרא סיימו לשון הכתוב מעמוס, ורבינו הביא הכתוב מן ש״א כ״ה כ״ח, ובילקוט רמז קס״ו, ובכ״י פלארענץ מובא ג״כ הכתוב מן ש״א. ובכ״י פ״ב מובא רק התחלת הכתוב יעשה ה׳."
,@44כז,במס׳ סוטה. דף י״ב ע״ב. וכן בשמ״ר פ״א ובתנחומא.
,@44כח,"שמרד לקח את בתיה בת פרעה. עיין מגילה י״ג ע״א, וי״ר פ״א, ורות רבה פ״ב."
,@44כט,"ונועם. במקרא כתוב ונעם, ומובא לנכון בכ״י פלארענץ."
,@44ל,"אשר לקח לו מרד. וכן מובא בכ״י פלארענץ, ובקרא אשר לקח מרד."
,@44לא,"אמרו רז״ל. וי״ר פ״א, רות רבה פ״ב, ועיין מגילה שם."
,@44לב,למה נקרא שמו מרד. מגילה שם.
,@44לג,וכה״א איתי גוברין יהודאין. עיין בתוס׳ שם ד״ה כל ובהגהת הרי״ב.
,@44לד,"אמרו לה אמהותיה. סוטה י״ב ע״ב, ושמ״ר פ״א."
,@44לה,"ר׳ יהודה ור׳ נחמי׳. סוטה שם ושמ״ר פ״א, וילקוט רמז קס״ו."
,@44לו,ותרא מיבעי ליה. סוטה י״ב ע״ב ושמ״ר פ״א וילקוט שם.
,@44לז,כענין שנאמר אני ה׳ הוא שמי. הוספת רבינו וכוונתו כמו שהביא הבחיי הו מן ותראהו רמז לשכינה. ובשמ״ר סיים כלומר ותראהו לשכינה עם הילד. ועיין סוכה מ״ה ע״א ובתוס׳ ד״ה אני והו.
,@44לח,קרי ליה ילד. סוטה ושמ״ר וילקוט שם.
,@44לט,כענין שכתבנו למעלה. שמות ב׳ ב׳.
,@44מ,א״ר יוחנן. שם.
,@44מא,והיינו דאמר ר׳ אלעזר. שם.
,@44מב,"והיינו דאמר ר׳ יוסי ב״ר חנינא. וכ״ה בשמ״ר פ״א, אולם בגמרא סוטה שם ובסנהדרין ק״י ע״ב הגי׳ ר׳ חמא בר חנינא, ובילקוט השמיט שם האומר."
,@44מג,"מאשר יבואו עליך. בכ״י כתוב אליך, ובכ״י פ״ב מובא לנכון עליך כמו שהוא בקרא, ובכ״י פלארענץ מובא לשון הכתוב בטעות מודיעם לחדשים מאשר יבואו יגידו למו."
,@44מד,"לא תלמד לעשות כתועבות הגוים ההם. בכ״י מובא לא תלמד לעשות כמעשיהם, ובכ״י פלארענץ ופ״ב מובא לנכון."
,@44מה,א״ר אחא ב״ר חנינא. סוטה י״ב ע״ב שמ״ר פ״א.
,@44מו,"שהרי אמרו רז״ל. סוטה שם מגילה י״ג ע״ב קידושין ל״ח ע״ב, ושמ״ר פ״א, ועיין ברש״י בסוטה שם."
,@44מז,"מאי שנא מעבריות. סוטה שם, ומובא בילקוט רמז קס״ו."
,@44מח,"אמר הקדוש ברוך הוא. בגמרא שם. אמר פה שעתיד לדבר והגיה הרי״ב שצ״ל אמר הקב״ה והביא ראי׳ שכ״ה בע״י. וגם הי׳ לנכון כן לפני רבינו וכן מובא בשמ״ר פ״א, וגם בילקוט מובא כמו שהוא לפנינו בגמרא, ויש לתקן גם שם."
,@44מט,והיינו דכתיב את מי יורה דעה. עיין ברש״י בגמרא סוטה שם ד״ה את מי יורה דעה.
,@44נ,א״ר אלעזר. סוטה י״ב ע״ב.
,@44נא,"שהלכה בזריזות. בגמרא שם שהלכה בזריזות כעלמה, פירש״י שכל כחה עליה, כמו חזק ואמץ (דברים ל״א) תרגום תקיף ועלם. ולדעתי יש לתקן בגמרא שם שצ״ל העלמה ומוסב למטה כמו שהביא רבינו, ובילקוט הביא מאמרם מסוטה והשמיט המלה כעלמה."
,@44נב,"א״ר חמא בר חנינא. סוטה י״ב ע״ב, ושמ״ר פ״א, וילקוט שם, ורש״י עה״ת."
,@44נג,"כמו הא לכם זרע. הא דרכך. בכ״י פלארענץ נוסף אחר זה הא כדי פרזלא [דניאל ב׳ מ״ג] ג׳ הן במקרא יו״ד ואל״ף משמשין. ע״כ. וכן ראיתי בבעל הטורים (בראשית מ״ז כ״ג) שהביא וז״ל: הא ג׳ במסורה הא לכם זרע, ע״ש ונתתם חמישית לפרעה, וחדא ביחזקאל הא דרכך בראש נתתי, ע״ש זקן בחור בתולה טף ונשים (יחזקאל ט׳ ו׳) הרי חמשה, וחדא, הא כדי פרזלא [וחושב שם] דהבא כספא חספא ונחשה הרי חמשה דברים. עכ״ל, ועיין בראב״ע שכתב אמר הגאון כי היליכי הם שתי מלות ולא דבר נכונה, רק היא אחת, גם אמר הגאון שהוא כמו הא לך ואנחנו לא מצינו בכל המקרא לנקבה כמו לך רק היא מלה אחת כנ״ל."
,@44נד,"לא דיין, סוטה שם שמ״ר וילקוט שם."
,@44נה,ללמדך. סנהדרין י״ט ע״ב. ועיין מגילה י״ג ע״א.
,@44נו,"ששה שמות, מגילה שם וי״ר פ״א."
,@44נז,"ירד זה משה. כוונת הדורש על הכתוב בדה״א ד׳ י״ח ואשתו היהודיה ילדה את ירד אבי גדור את חבר אבי שוכו ואת יקותיאל אבי זנוח, ודרש טעם לשמותם."
,@44נח,"שהוריד תורה לישראל. בגמרא שם הגי׳ שירד להם לישראל מן בימיו, וכן בתרגום דה״א ד׳ דאחית מנא לישראל, ובוי״ר שם איתא ג״כ ירד שהוריד את התורה מלמעלה למטה."
,@44נט,"שנעשה כגדר והי׳ מתפלל בעדם. בגמרא שם שגדר פרצותיהן של ישראל, ובתרגום ד״ה דבנא חורבניהון דישראל ובוי״ר הרבה גודרין עמדו לישראל וזה הי׳ אביהן של כולן."
,@44ס,"שחיבר את ישראל לאביהם שבשמים. כ״ה בגמרא שם ובוי״ר ובתרגום ד״ה, והכוונה ע״י הקמת המשכן כמ״ש ושכנתי בתוכם, ובכ״י פלארענץ סיים שנאמר אם אין פניך הולכים אל תעלנו מזה."
,@44סא,"שנעשה להם כסוכה. כ״ה בגמרא שם ובתרגום ד״ה אבל בוי״ר שם הגי׳ שהי׳ אביהן של נביאים שסוכים ברוה״ק, ור׳ לוי אמר לשון ערבי היא בערביא קורין לנביא סכיא. ובכ״י פלארענץ הביא גם פה ראיה מן הכתוב שנאמר למה ה׳ יחרה אפך בעמך."
,@44סב,"שקוו ישראל להקב״ה בימיו. כ״ה בגמרא שם ובתרגום ד״ה דאמתינו ישראל לאלהא דבשמיא ביומוי ארבעין שנין במדברא, ובוי״ר הגי׳ שעשה את הבנים מקוין לאביהם שבשמים."
,@44סג,כי פקד ה׳ את בני ישראל. בכ״י פלארענץ מובא בטעות כי פקד ה׳ את עמו.
