"id","type","title","text","perek_id","halacha_num","content_id","match_id"
45,15,לְמִי שֶׁנִּתְכַּוֵּן לִלְקֹט תְּאֵנָה זוֹ... אוֹ לְמִי שֶׁנִּתְכַּוֵּן לַהֲרֹג אֶת זֶה וְהָרַג אֶת זֶה,"שמבחינת המלאכה עצמה אין הבדל בין מה שתוכנן למה שקרה (ונחלקו המפרשים אם מדובר דווקא באופן שאינו מקפיד איזה תאנה ילקוט או את מי יהרוג — וכגון שהרג בעל חיים — או אף אם מקפיד על כך יהיה חייב, מכיוון שמבחינת מהות המלאכה אין הבדל בין התכנון לביצוע — ראה ישועות מלכו, ר""י קאפח, אורה ושמחה ועוד). ",139,10,14,
46,15,וְנֶהְפַּךְ הַדָּבָר... פָּטוּר,"שאין זו מלאכת מחשבת (לעיל ה""ט). ",139,11,15,
47,15,שֶׁאַף עַל פִּי שֶׁלֹּא הִקְדִּים הַהַדְלָקָה הֲרֵי לֹא אֵחַר אוֹתָהּ,ולא השתנה הסדר ממה שתכנן בתחילה. ,139,11,15,
48,15,וְכָל הָעוֹשֶׂה מְלָאכָה כְּמִתְעַסֵּק," עשה את הפעולה בדרך של משחק והתעסקות ולא התכוון למלאכה (ראה הלכות שגגות ז,יא). ",139,11,15,
49,15,וְנַעֲשָׂת בְּיָתֵר עַל כַּוָּנָתוֹ,בצורה מועילה יותר ממה שהתכוון. ,139,12,16,
50,15, לְהוֹצִיא מַשָּׂא לְאַחֲרָיו,כשהוא נושא אותו על גבו.,139,12,16,
51,15,וְנַעֲשָׂת שְׁמִירָה מְעֻלָּה, כשהמשא לפניו הוא יכול להשגיח עליו. ,139,12,16,
52,15,שֶׁהֲרֵי נִתְכַּוֵּן לְהוֹצִיא בִּשְׁמִירָה מְעֻלָּה וְהוֹצִיא בִּשְׁמִירָה מְעוּטָה,ולא נעשתה כוונתו במלואה. ,139,12,16,
53,15,הָיָה חָגוּר בְּסִינָר וְהִשְׁלִיךְ הַמַּשָּׂא וכו',"הסינר כאן הוא חגורה הנקשרת מעל החלוק באזור המותניים, ובחגירתו מתהדק החלוק לגוף ובכך נוצר בין הגוף והחלק העליון של החלוק מעין כיס, שאפשר להניח בו דברים (פה""מ שבת י,ד). ",139,13,17,
54,15,הַמַּשָּׂא שֶׁדַּרְכּוֹ לְהוֹצִיאוֹ בַּדֶּרֶךְ הַזֹּאת,"משא קל, שנוהגים להוציאו באופן זה. ",139,13,17,
55,15,שֶׁכֵּן דַּרְכּוֹ לִהְיוֹת חוֹזֵר,"שהמשא סובב מפנים לאחור ולהפך, ואין בכך משום מיעוט השמירה.  ",139,13,17,
56,15,וְעָשָׂה כַּשִּׁעוּר,הכמות המזערית המחייבת של אותה המלאכה. ,139,14,18,
57,15,אִגֶּרֶת אוֹ שְׁטָר,שיש בהם כתב הרבה. ,139,14,18,
58,15,מִשֶּׁיִּכְתֹּב שְׁתֵּי אוֹתִיּוֹת יִתְחַיֵּב,"שהוא שיעור חיוב כתיבה (לקמן יא,ט). ",139,14,18,
59,15,מִשֶּׁיֶּאֱרֹג שְׁנֵי חוּטִין יִתְחַיֵּב,"שהוא שיעור חיוב אריגה (לקמן ט,יח).  ",139,14,18,
60,15,בְּשֻׁתָּפוּת, ביחד.,139,15,19,
61,15,כְּגוֹן שֶׁעָקַר זֶה הַחֵפֶץ מֵרְשׁוּת זוֹ וְהִנִּיחוֹ הַשֵּׁנִי בִּרְשׁוּת אַחֶרֶת,"שמלאכת הוצאה מרשות לרשות כוללת עקירתו מרשות אחת והנחתו ברשות אחרת (לקמן יג,א; וראה גם יג,ה). ",139,15,19,
62,15,וְכָתְבוּ,"שהיא מלאכה האסורה בשבת (לקמן יא,ט ואילך). ",139,15,19,
63,15,כִּכָּר,"כיכר לחם, שהיחיד נושא אותו בקלות (השווה לקמן הט""ז).  ",139,15,19,
64,15,קוֹרָה,"שהיא גדולה וכבדה, ואחד אינו יכול לשאת אותה לבדו. ",139,16,20,
65,15,וְשִׁעוּר אֶחָד לִשְׁנֵיהֶם,"אף שמדובר בחיוב לשניים, אין צורך שיהיה במלאכה שיעור כפול. ",139,16,20,
66,15,הָיָה כֹּחַ בְּאֶחָד וכו',"אחד הנושאים היה יכול לשאת את הקורה לבדו, ונשתתף אתו אחר שאינו מסוגל לכך. ",139,16,20,
67,15,זֶה שֶׁיָּכוֹל חַיָּב וְהַשֵּׁנִי מְסַיֵּעַ הוּא וכו',"שבמקרה זה אינם נידונים כשניים שעשו מלאכה בשותפות, שהרי אין יחסי הכוחות שווים, אלא היכול נחשב שעשה את המלאכה בשלמות, ואילו השני נחשב שלא עשה דבר משמעותי במעשה המלאכה אלא סייע בלבד. ",139,16,20,
68,15,כָּל הַמְקַלְקְלִין פְּטוּרִין,שעשו מלאכה של היזק שאין בה כל תועלת. ,139,17,21,
69,15,הֲרֵי שֶׁחָבַל,"שהחובל לצורך חייב (ראה לקמן ח,ז-ח).",139,17,21,
70,15,דֶּרֶךְ הַשְׁחָתָה,באופן של היזק שאין בו כל צורך. ,139,17,21,
71,15,חָפַר גֻּמָּא... הֲרֵי זֶה מְקַלְקֵל,שאותה הגומה אינה אלא נזק בשטח שבו נחפרה. ,139,17,21,
72,15,אַף עַל פִּי שֶׁעָשׂוּ מְלָאכָה הוֹאִיל וְכַוָּנָתָם לְקַלְקֵל פְּטוּרִין," למרות שנעשתה בכך מלאכה, כוונתם לקלקל ולא לעשיית המלאכה כלל (השווה לעיל ה""ז). ",139,17,21,
73,15,שֶׁסָּתַר כְּדֵי לִבְנוֹת בִּמְקוֹמוֹ,הרס מבנה בכדי לבנות דבר אחר באותו המקום. ,139,18,22,
74,15,וְשִׁעוּרוֹ כְּשִׁעוּר הַמְתַקֵּן,"השיעור לחיוב על הקלקול במקרה זה, הוא שיפנה מקום לתקן כשיעור שבו מתחייב במלאכת התיקון (ראה לקמן י,טו, יא,ט).  ",139,18,22,
75,15,מִקְצָתָהּ בִּשְׁגָגָה וּמִקְצָתָהּ בְּזָדוֹן,"כגון שבזמן תחילת הפעולה לא זכר את איסורי שבת, ואחר כך נזכר (ראה גם הלכות שגגות ב,א).",139,19,23,
76,15,דְּחוּיָה הִיא שַׁבָּת אֵצֶל סַכָּנַת נְפָשׁוֹת,הצלת נפשות חשובה ממנה ודוחה אותה. ,140,1,24,
77,15,כִּשְׁאָר כָּל הַמִּצְווֹת,"שעל אף חשיבותה ומרכזיותה (ראה לקמן ל,טו), אין השבת כשלוש העברות החמורות שבהן הדין ייהרג ואל יעבור (הלכות יסודי התורה ה,א-ב), אלא היא ככל המצוות האחרות (ראה גם הלכות מילה א,יח). ",140,1,24,
78,15,חוֹלֶה שֶׁיֵּשׁ בּוֹ סַכָּנָה,המצוי בסכנת חיים (ההגדרה תתבאר לקמן הל' ד-ו). ,140,1,24,
79,15,רוֹפֵא אֻמָּן שֶׁל אוֹתוֹ מָקוֹם,"רופא מקצועי של אותה העיר, שאבחן את החולה כמי שיש סכנה לחייו. ",140,1,24,
80,15,שֶׁסְּפֵק נְפָשׁוֹת דּוֹחֶה אֶת הַשַּׁבָּת,ולא רק הצלה מסכנה ודאית. ,140,1,24,
81,15,אֲמָדוּהוּ,העריכו הרופאים את מצבו. ,140,2,25,
82,15,שֶׁהוּא צָרִיךְ לְכָךְ וְכָךְ שְׁמוֹנָה יָמִים,"לטיפול כלשהו הכרוך במלאכה האסורה בשבת, ויצטרכו לעשותה גם בשבת הזאת וגם בשבת הבאה. ",140,2,25,
83,15,אֵין אוֹמְרִים נַמְתִּין וכו',שאין מעכבים את הטיפול בחולה שיש בו סכנה כדי למעט בחילול שבתות. ,140,2,25,
84,15,וּמְחִמִּין לוֹ חַמִּין וכו',מחממים מים לשתייה או לרחצה. ,140,2,25,
85,15,הֲרֵי הוּא כַּחֹל לְכָל הַדְּבָרִים שֶׁהוּא צָרִיךְ לָהֶן,"נחשב כאילו הוא יום חול לאותם הצרכים, ואין צורך לעשותם בשינוי (בשונה מהמבואר לקמן הי""א; מ""מ). ",140,2,25,
86,15,לֹא עַל יְדֵי גּוֹיִם וכו',שלכל אלה יש צדדים שונים של פטור ממצוות מסוימות.,140,3,26,
87,15,כְּדֵי שֶׁלֹּא תְּהֵא שַׁבָּת קַלָּה בְּעֵינֵיהֶם,"שאם ימסרו את חילול השבת בידיהם, עלולים הרואים שלא להבין שמדובר בהיתר משום הצלת נפש, והדבר עלול להביא לידי זלזול בחומרת קדושת השבת (וראה לקמן ו,א). ",140,3,26,
88,15,אֶלָּא עַל יְדֵי גְּדוֹלֵי יִשְׂרָאֵל," תלמידי החכמים החשובים, ובכך יובן שזהו מצב מיוחד שהותר רק לשם הצלת נפשות (וראה בפסקים ושיטות). ",140,3,26,
89,15,לְהִתְמַהְמֵהַּ,להתעכב.,140,3,26,
90,15,וָחַי בָּהֶם וְלֹא שֶׁיָּמוּת בָּהֶם," המצוות נועדו לחיים ולא שימותו בגללן (ראה גם הלכות יסודי התורה ה,א). ",140,3,26,
91,15,נְקָמָה,עונש.,140,3,26,
92,15,הַמִּינִים,"שכפרו במסורת חז""ל. ",140,3,26,
93,15,וְגַם אֲנִי נָתַתִּי לָהֶם חֻקִּים לֹא טוֹבִים וּמִשְׁפָּטִים לֹא יִחְיוּ בָּהֶם,שכלפי אותם האנשים חוקי התורה אכן משמשים כעונש וכגורמי מוות. ,140,3,26,
94,15,הַחוֹשֵׁשׁ בְּעֵינָיו,שיש לו מחלת עיניים. ,140,4,27,
95,15,צִיר,ליחה.,140,4,27,
96,15,קֶדַח,דלקת. ,140,4,27,
97,15,בִּכְלַל חוֹלִים שֶׁיֵּשׁ בָּהֶם סַכָּנָה,שמחלות עיניים עלולות לגרום לסכנת חיים. ,140,4,27,
98,15,מַכָּה בַּחֲלַל גּוּפוֹ,פגיעה באיברים פנימיים. ,140,5,28,
99,15,הַשָּׂפָה,השפתיים. ,140,5,28,
100,15,בִּשְׁאָר כָּל שֶׁיֵּשׁ בַּחֲלָלוֹ,שאר האיברים הפנימיים.,140,5,28,
101,15,אֹמֶד,"אבחון רפואי לגבי חומרת מצבו (לעיל ה""א). ",140,5,28,
102,15,וּמַכָּה שֶׁהִיא בְּגַב הַיָּד וְגַב הָרֶגֶל,"פגיעה בצדן החיצוני, שעלולה לגרום לאיבוד דם רב. ",140,5,28,
103,15,וְהַחֹם שֶׁמְּסַמֵּר אֶת הַבָּשָׂר,קדחת של צמרמורות. ,140,5,28,
104,15,נִימָה שֶׁל מַיִם,עלוקה שנמצאת במים. ,140,6,29,
105,15,כֶּלֶב שׁוֹטֶה,"חולה כלבת, שנשיכתו עלולה להמית. ",140,6,29,
106,15,אֶחָד מִזּוֹחֲלֵי עָפָר שֶׁמְּמִיתִין, כגון נחשים ארסיים. ,140,6,29,
107,15,לְהָבִיא לוֹ גְּרוֹגֶרֶת אַחַת," להביא מרשות אחרת מזון לרפואתו בשיעור של גרוגרת (תאנה), והוא שיעור החיוב להוצאת מזון (לקמן יח,א). ",140,7,30,
108,15,שֶׁהֲרֵי כֻּלָּם בִּרְשׁוּת הֵבִיאוּ, לצורך הצלת נפשות. ,140,7,30,
109,15,לִשְׁתֵּי גְּרוֹגָרוֹת,"לאכול שתי תאנים לרפואתו, ויש צורך לקטפן בשבילו מן העץ בשבת. ",140,8,31,
110,15,בִּשְׁנֵי עֳקָצִין, שצריך לקטפן בשתי פעולות. ,140,8,31,
111,15,וְשָׁלֹשׁ גְּרוֹגָרוֹת בְּעֹקֶץ אֶחָד,שניתן לקטפן בפעולת ניתוק אחת. ,140,8,31,
112,15,כְּדֵי שֶׁלֹּא יַרְבּוּ בִּבְצִירָה,"אף שבפועל נקצרו יותר תאנים ממה שהיה צריך, עדיפה ההמעטה בפעולות האיסור.  ",140,8,31,
113,15,וְהוֹתִיר,השאיר מן התבשיל. ,140,9,32,
114,15,גְּזֵרָה שֶׁמָּא יַרְבֶּה בִּשְׁבִילוֹ,"מחשש שיבוא לבשל מלכתחילה יותר מצורך החולה, בשביל אחר בריא. ",140,9,32,
115,15,בָּשָׂר חַי,שהרי אסור לבשלו לבריא בשבת. ,140,9,32,
116,15,שֶׁאֵין בַּדָּבָר תּוֹסֶפֶת וכו',"שהשחיטה אחת היא, בין אם יש צורך בהרבה בשר ובין אם יש צורך במעט, וכאן הותרה לצורך החולה. ",140,9,32,
117,15,עוֹשִׂין לוֹ כָּל צְרָכָיו עַל יְדֵי גּוֹי," שאיסור אמירה לגוי הוא גזרת חכמים (לקמן ו,א), ולא גזרו במקום שיש בו חולי (שם ו,ט). ",140,10,33,
118,15,וְכֵן כּוֹחֵל עֵינָיו וכו'," רפואה לעיניים על ידי אבקת כוחל, המשמשת כאיפור וכחומר מחטא לעיניים. והכחילה אסורה בשבת (לקמן כג,יב). ",140,10,33,
119,15,אַף עַל פִּי שֶׁאֵין שָׁם סַכָּנָה," למרות שאין זה חולי המסכן חיים שדוחה את השבת, בשל הצער מהחולי התירו לעשות צרכיו על ידי גוי. ",140,10,33,
120,15, אֵין בָּהֶן מְלָאכָה,"שאין בפעולות הרפואיות הללו כל חשש שמא יבוא לידי מלאכה (ראה לקמן כא,לא).",140,10,33,
121,15,מַעֲלִין אָזְנַיִם, מחזירים את הלסת התחתונה אם ננקעה ממקומה. ,140,10,33,
122,15, וּמַעֲלִין אֻנְקָלִי,"האונקלי הוא זיז האנקול, קצהו התחתון של עצם החזה ('מפתח הלב'). אם האונקלי נכפף כלפי פנים הוא עלול ללחוץ על הקיבה.",140,10,33,
123,15,וּמַחֲזִירִין אֶת הַשֶּׁבֶר, מחזירים עצם שנשברה למקומה. ,140,10,33,
124,15,כְּשֶׁכּוֹרַעַת לֵילֵד,"מצב זה יתבאר לקמן הי""ג. ",140,11,34,
125,15,קוֹרִין לָהּ חֲכָמָה מִמָּקוֹם לְמָקוֹם,מזמינים מיילדת אף ממקום מרוחק. ,140,11,34,
126,15,מְצַעֶקֶת בַּחֲבָלֶיהָ," צועקת מחמת צירי הלידה, וצריך להרגיעה. ",140,11,34,
127,15,וַאֲפִלּוּ הָיְתָה סוּמָא,"אף אם האישה עיוורת, שאינה רואה את אור הנר. ",140,11,34,
128,15,שֶׁדַּעְתָּהּ מִתְיַשֶּׁבֶת עָלֶיהָ בַּנֵּר,נרגעת אם יודעת שיש נר דולק. ,140,11,34,
129,15,וְכָל שֶׁאֶפְשָׁר לְשַׁנּוֹת וכו',"שהבאת השמן היא דבר שאינו הכרחי בפיקוח נפש, ולפיכך משנים בו אם הדבר אפשרי. ",140,11,34,
130,15,כְּלִי תָּלוּי בִּשְׂעָרָהּ,"שאין דרך להוציא כך (ראה לקמן יב,יג-יד).  ",140,11,34,
131,15,אֵין מְיַלְּדִין אֶת הַגּוֹיָּה וכו',"שבימות החול הותר ליילד את הנכרית רק בשכר ומשום איבה (הלכות עבודה זרה ט,טז), ואילו בשבת לא שייך טעם זה, משום שיכולים ישראל להישמט ולומר שמחללים שבת רק על שומרי השבת. ",140,12,35,
132,15,גֵּר תּוֹשָׁב,"גוי המתגורר בארץ ישראל וקיבל עליו לקיים שבע מצוות בני נח (שם י,ו). ",140,12,35,
133,15,מְצֻוִּין לְהַחֲיוֹתוֹ,"לסייע לו ולדאוג לחייו, שנאמר ""גר ותושב וחי עמך"" (ויקרא כה,לה; וראה הלכות זכייה ומתנה ג,יא, הלכות מלכים י,י-יב). ",140,12,35,
134,15,חָיָה,אישה יולדת. ,140,13,36,
135,15,מִשֶּׁיַּתְחִיל הַדָּם לִהְיוֹת שׁוֹתֵת וכו',בטווח זמן זה היא נחשבת כחולה שיש בו סכנה. ,140,13,36,
136,15,וְאִם שָׁתְקָה, לא סירבה שיעשו מלאכה לצורכה בשבת.  ,140,13,36,
137,15,עוֹשִׂין מְדוּרָה,מבעירים אש כדי לחמם את הבית. ,140,14,37,
138,15,שֶׁהַצִּנָּה קָשָׁה לֶחָיָה,"הקור מכביד מאוד על היולדת (ראה עוד הלכות שביתת עשור ג,ח). ",140,14,37,
139,15,אֵין עוֹשִׂין מְדוּרָה לַחוֹלֶה,שאין הקור מזיק כל כך לסתם חולה שאין בו סכנה.,140,14,37,
140,15,הִקִּיז דָּם וְנִצְטַנֵּן,ונצרך משום כך להתחמם. ,140,14,37,
141,15, בִּתְקוּפַת תַּמּוּז,באמצע הקיץ.,140,14,37,
142,15,מַרְחִיצִין אֶת הַוָּלָד... אֲפִלּוּ בְּחַמִּין שֶׁהוּחַמּוּ בְּשַׁבָּת,"על אף שהרחיצה במים חמים אסורה בשבת (לקמן כב,ב-ג), ואם יש צורך בדבר אף מחממים לו מים בשבת. ",140,14,37,
143,15,וּמוֹלְחִין אוֹתוֹ,טיפול שהיו עושים ליילוד כדי לחזקו.,140,14,37,
144,15,וּמְלַפְּפִין,מחתלים. ,140,14,37,
145,15,וְכֵן מַרְחִיצִין אוֹתוֹ לִפְנֵי הַמִּילָה,"במים שהוחמו קודם השבת (ראה הלכות מילה ב,ז).",140,14,37,
146,15,וּלְאַחַר הַמִּילָה... מֻתָּר לַהֲדִיחוֹ בְּחַמִּין שֶׁהוּחַמּוּ בְּשַׁבָּת מִפְּנֵי הַסַּכָּנָה," שאם אחר המילה נשפכו המים שהוכנו מראש, מותר אף לחמם בשבת משום הסכנה (שם ב,ח). ",140,14,37,
147,15,שֶׁיָּשְׁבָה עַל הַמַּשְׁבֵּר,כרעה ללדת. ,140,15,38,
148,15,אֲפִלּוּ דֶּרֶךְ רְשׁוּת הָרַבִּים,שהעברת חפץ בו אסורה מן התורה. ,140,15,38,
149,15,וַאֲפִלּוּ לָזֶה שֶׁאֵין חֶזְקָתוֹ חַי,"שלא היה חי קודם, שדי בספק הצלת חיים בכדי להצדיק חילול שבת.  ",140,15,38,
150,15,מְפַקְּחִין פִּקּוּחַ נֶפֶשׁ וכו',"להצילם מסכנה דחופה, ואין להשתהות כדי לבדוק אם הדבר מותר (וראה עוד לקמן סוף הי""ז). ",140,16,39,
151,15,מְצוּדָה,רשת ללכידת דגים. ,140,16,39,
152,15,וְאַף עַל פִּי שֶׁהוּא צָד הַדָּגִים עִמּוֹ,"ויש בכך משום מלאכת הצד (לקמן י,יט). ",140,16,39,
153,15,וְהֶעֱלָה דָּגִים בִּלְבַד פָּטוּר מִכְּלוּם, משום שמתכוון להציל. ,140,16,39,
154,15,הוֹאִיל וְהֶעֱלָה תִּינוֹק עִם הַדָּגִים פָּטוּר," שעלה בידו מעשה שיש בו היתר (ראה גם הלכות שגגות ב,טו). ",140,16,39,
155,15,עוֹקֵר חֻלְיָה,"חתיכה משפת הבור, כדי לאפשר את הוצאת התינוק.",140,17,40,
156,15,מְתַקֵּן בָּהּ מַדְרֵגָה,ונמצא שעשה מלאכה לתיקון אותו הבור.,140,17,40,
157,15,שֶׁהוּא מְפַצֵּל אוֹתָהּ עֵצִים שֶׁרְאוּיִים לִמְלָאכָה,"מבקע אותה לנסרים, ויש בדבר משום מלאכת מחתך (לקמן יא,ז). ",140,17,40,
158,15,יִבָּעֵת, יפחד. ,140,17,40,
159,15, כּוֹבֵשׁ דֶּרֶךְ וּמְתַקְּנָהּ,"שבשעת הכיבוי הוא כובש דרך חדשה ומכשירה להליכה, שהיא תולדה של מלאכת החרישה (לקמן ח,א).",140,17,40,
160,15,מְפַקְּחִין עָלָיו, מפנים את אבני המפולת כדי לחלצו.,140,18,41,
161,15,מְצָאוּהוּ חַי, כשהוא עדיין תחת המפולת. ,140,18,41,
162,15,שֶׁנִּתְרוֹצֵץ,התרסק. ,140,18,41,
163,15,לְחַיֵּי אוֹתָהּ שָׁעָה,שמחללים שבת אף אם יחיה במשך זמן קצר בלבד.  ,140,18,41,
164,15,וְלֹא מָצְאוּ בּוֹ נְשָׁמָה, גילו שאינו נושם.   ,140,19,43,
165,15,בָּדְקוּ וּמָצְאוּ עֶלְיוֹנִים מֵתִים,פינו את המפולת וגילו שאותם שהיו בחלק העליון של הגל מתו מחמת המפולת. ,140,19,43,
166,15,אֶלָּא מְפַקְּחִין עַל הַכֹּל,מפנים את כל הצריך בכדי למצוא את מי שהיה שם.  ,140,19,43,
167,15,מְפַקְּחִין עַל הַכֹּל מִפְּנֵי הַיִּשְׂרְאֵלִי,"שמא הוא שם, וחוששים להימצאו שם מפני קביעותו באותה החצר. ",140,20,44,
168,15,פֵּרֵשׁ אֶחָד מֵהֶן לְחָצֵר אַחֶרֶת וכו',"אף במקרה זה מועילה קביעות ישראל באותה החצר, לחשוש שמא הלכוד הוא ישראל.  ",140,20,44,
