מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
1070,"מע' ב, ו (נ ע""א, 10)",דייש,,"ת' ב""מ ח, ז (2:388)",,"ב""מ פט ע""א",,
1080,"מע' ב, ו (נ ע""א, 12)",דייש,,"ת' ב""מ ח, ז (4:388)",,"ב""מ פט ע""א",,
1090,"מע' ב, ו (נ ע""א, 14)",דייש,,"ת' ב""מ ח, ז (1:388)",,"ב""מ פט ע""א",,
1100,"מע' ב, ו (נ ע""א, 15)",כי תבוא,"דברים כג, כו","ס""ד רסז (287)",,,,
1110,"מע' ב, ו (נ ע""א, 16)",וחרמש לא,"דברים כג, כו",,,,,
1120,"מע' ב, ו (נ ע""א, 18)",וחרמש לא,"דברים כג, כו",,,,,
1130,"מע' ב, ו (נ ע""א, 22)",לא תחסום,"דברים כה, ד",,,,,
1140,"מע' ב, ו (נ ע""א, 25)",לא תחסום,"דברים כה, ד",,,,,
1150,"מע' ב, ו (נ ע""א, 28)",לא תחסום,"דברים כה, ד",,,,,
1160,"מע' ב, ו (נ ע""א, 30)",קוצץ הוא,,"מ' ב""מ ז, ו",,"ב""מ צב ע""ב",,
1170,"מע' ב, ז (נ ע""א, 34)",היה עושה,,"מ' ב""מ פ""ז מ""ד","ב""מ יא ע""ב (58)",,,
690,"מע' א, ז (מט ע""ב, 33)",רבי אמר,,,"ביצה סב ע""ב",,,
700,"מע' א, ז (מט ע""ב, 41)",גרוגרות משידוש,,"מ' מע' א, ח",,,,
710,"מע' א, ז (מט ע""ב, 44)",סתמא דרבי,,,"הש' בר' ד ע""ד",,"צ""ל: ורבי",
720,"מע' ב, א (מט ע""ג, 22)",דרבי מאיר,,"הש' מ' בכ' ח, י","מע""ש נב ע""ג (24); מע""ש נה ע""א (8)","בכ' נב ע""ב",,
730,"מע' ב, א (מט ע""ג, 25)",מאיליהן קיבלו,,,"דמאי כג ע""ג (56); שבי' לו ע""ב; תר' מ ע""ד; תר' מח ע""א; יומא מה ע""ב; יב' ח ע""א; קד' סא ע""ג; קד' סה ע""ב; ב""ר 1202; מת""ה נז, ב (296); ר""ר ד, ד; תנ""ו ויחי ח (150); תנ""ב ויחי י (216)",,"ר""ר עמוד",ז
740,"מע' ב, א (מט ע""ג, 27)",טלו והכניסו,,"מ' מע' ב, א",,,,
750,"מע' ב, א (מט ע""ג, 35)",אוכלין ופטורין,,"מ' מע' ב, ב",,,,
760,"מע' ב, א (מט ע""ג, 36)",צא ולקט,,"ת' מע' ב, ו (29:233)",,"ער' לב ע""א",,
770,"מע' ב, א (מט ע""ג, 42)",צא ומלא,,"הש' ת' מע' ב, ה (22:233)",,,,
780,"מע' ב, א (מט ע""ג, 47)",אמר רבי,,,"דמאי כב ע""ד (45); מע' נא ע""ג (61)",,,
790,"מע' ב, א (מט ע""ג, 53)",רבי יוסי,,,"ער' כ ע""ד",,,
800,"מע' ב, א (מט ע""ג, 54)",נתנו באילן,,"מ' ער' ג, ג",,,"שיבוש. וע""פ כי""ר צ""ל: מ' ער' ג, ב",
810,"מע' ב, א (מט ע""ג, 61)",צא ולקט,,"ת' מע' ב, ו (26:232)",,,,
820,"מע' ב, א (מט ע""ג, 64)",סתם כלכלה,,"הש' ת' מע' ב, ז (32:233)",,,,
830,"מע' ב, ב (מט ע""ד, 7)",רבי נחמיה,,"מ' מע' ג, ה",,,,
840,"מע' ב, ג (מט ע""ד, 13)",פירות שלקטן,,,"הש' מע' נ ע""ג (11)",,,
850,"מע' ב, ג (מט ע""ד, 14)",רבי יוחנן,,,"מע' נא ע""ב (22)",,,
860,"מע' ב, ג (מט ע""ד, 16)",המעלה פירות,,"מ' מע' ב, ג",,,,
870,"מע' ב, ג (מט ע""ד, 17)",אפילו לן,,"ת' מע' ב, א (5:231)",,,,
880,"מע' ב, ג (מט ע""ד, 18)",אפילו שבת,,"ת' מע' ב, א (6:231)",,,,
890,"מע' ב, ג (מט ע""ד, 22)",מעשה בר',,"ת' מע' ב, א (3:230)",,,,
900,"מע' ב, ג (מט ע""ד, 27)",רוכלין המחזרין,,"מ' מע' ב, ג",,,,
910,"מע' ב, ד (מט ע""ד, 32)",אם בזיתים,,"ת' מע' ב, ב (9:231)",,,,
920,"מע' ב, ד (מט ע""ד, 33)",בתמרים והוא,,"ת' מע' ב, ב (7:231)",,,,
930,"מע' ב, ד (מט ע""ד, 33)",רבי ליעזר,,,"מע' נ ע""א (63)","ביצה לה ע""א",,
940,"מע' ב, ד (מט ע""ד, 36)",דברי הכל,,"מ' מע' א, ו",,,,
950,"מע' ב, ד (מט ע""ד, 40)",הלוקח תמרים,,"ת' מע' ב, ג (14:231)",,,,
1180,"מע' ב, ז (נ ע""א, 36)",היה עושה,,"מ' מע' ב, ז",,,,
1190,"מע' ב, ז (נ ע""א, 37)",כי תבא,"דברים כג, כה","הש' ס""ד רסו (286)",,"הש' ב""מ פז ע""ב",,
1850,"מע' ג, ט (נ ע""ד, 56)",היה אוכל,,"מ' תר' ח, ג",,"ביצה לה ע""א",,
1860,"מע' ג, ט (נ ע""ד, 57)",רבי זעירה,,,"תר' מה ע""ג",,,
1870,"מע' ג, ט (נ ע""ד, 60)",דרבי ליעזר,,,"מע' נ ע""ג",,,
1880,"מע' ג, ט (נ ע""ד, 61)",שר' אליעזר,,"ת' תר' ז, י (36:144)",,,,
1890,"מע' ג, י (נ ע""ד, 63)",רבי נחמיה,,"ת' מע' ב, כ (73:236)",,,,
1900,"מע' ג, י (נא ע""א, 5)",אוכל כדרכו,,"מ' מע' ג, י",,,,
1910,"מע' ג, י (נא ע""א, 5)",אוכל אחד,,"מ' מע' ג, י",,,,
1920,"מע' ג, י (נא ע""א, 10)",כי חמת,"תהלים עו, יא",,,,,
1930,"מע' ג, י (נא ע""א, 11)",שאירית חימות,,,"הש' מת""ה 25:342",,,
1940,"מע' ג, יא (נא ע""א, 16)",כל שהוא,,"מ' ערכ' ט, ה",,,,
1950,"מע' ג, יא (נא ע""א, 17)",וקם בית,"ויקרא כה, ל","ספ' קח ע""ד",,"ערכ' לב ע""א",,
1960,"מע' ג, יא (נא ע""א, 19)",בית,"ויקרא כה, ל",,,,,
1970,"מע' ג, יא (נא ע""א, 20)",וקם הבית,"ויקרא כה, ל",,,,,
1980,"מע' ג, יא (נא ע""א, 22)",אשר בעיר,"ויקרא כה, ל",,,,,
1990,"מע' ג, יא (נא ע""א, 22)",אשר לו,"ויקרא כה, ל","מ' ערכ' ט, ה; ספ' קח ע""ד",,,,
2000,"מע' ג, יא (נא ע""א, 25)",דבית שמאי,,"מ' מע""ש ג, ז",,,,
2010,"מע' ג, יא (נא ע""א, 26)",החזיר את,,"ת' מע""ש ב, יב (63:253)",,,,
2020,"מע' ד, א (נא ע""א, 55)",מקח טובל,,,"הש' מע' נ ע""ב (1)",,,
2030,"מע' ד, א (נא ע""א, 56)",תרומה טובלת,,,"הש' מע' מט ע""ד (33)",,,
2040,"מע' ד, א (נא ע""א, 56)",שבת טובלת,,"הש' מ' מע' ד, ב",,,,
2050,"מע' ד, א (נא ע""א, 57)",חצר בית,,"הש' מ' מע' ג, ה","הש' מע""ש נד ע""א (61)",,,
2180,"מע' ד, ב (נא ע""ב, 22)",דרבי יוחנן אמר,,,"מע' מט ע""ד (14)",,,
2070,"מע' ד, א (נא ע""א, 60)",המהבהב שיבולין,,"ת' מע' ג, א (1:237)",,,,
2080,"מע' ד, א (נא ע""א, 61)",המקטף שיבלין,,"ת' מע' ג, ה (10:238)",,"ביצה יג ע""א",,
2090,"מע' ד, א (נא ע""א, 64)",הממרח כריו,,,"מע' נב ע""א (7); חלה נח ע""א (18)",,,
2110,"מע' ד, א (נא ע""ב, 3)",וזו אינה,,,"הש' מע' נא ע""א (58)",,,
2120,"מע' ד, א (נא ע""ב, 10)",השום והשחליים,,"ת' מע' ג, ב (2:237)",,,,
2130,"מע' ד, א (נא ע""ב, 12)",אשכול שסחטו,,"ת' מע' א, ט (36:230)",,,,
2450,"מע' ה, ב (נא ע""ד, 1)",לעולם הוא,,"מ' פאה א, ו",,,,
2460,"מע' ה, ב (נא ע""ד, 3)",חוץ לארץ,,"ת' מע' ג, ח (19:239)",,,,
2470,"מע' ה, ב (נא ע""ד, 4)",על דעתי',,,"תר' מב ע""ג; חלה נט ע""ג",,,
2480,"מע' ה, ב (נא ע""ד, 6)",או נימר,,,"חלה נט ע""ג",,,
2490,"מע' ה, ב (נא ע""ד, 8)",כיוצא בו,,"מ' חלה ג, ט",,,,
2500,"מע' ה, ב (נא ע""ד, 12)",מפני שהוא,,"מ' מע' ה, ב",,,,
2520,"מע' ה, ב (נא ע""ד, 15)",אינו חושש,,"מ' כל' א, ט",,,,
2530,"מע' ה, ב (נא ע""ד, 20)",השרישו בקופה,,"ת' מע' ג, ט (23:239)",,,,
2540,"מע' ה, ב (נא ע""ד, 23)",רבי יוסי,,,"כל' לא ע""א; שבת יב ע""ד","שבת צה ע""ב",,
2550,"מע' ה, ב (נא ע""ד, 23)",כי יפול,"ויקרא יא, לז",,,,,
2560,"מע' ה, ב (נא ע""ד, 24)",לא יתלוש,,"ת' מע' ג, ט (26:239)",,,,
2580,"מע' ה, ג (נא ע""ד, 27)",רבי שמעון,,"ת' שבי' ג, כג (53:179)",,,,
2590,"מע' ה, ג (נא ע""ד, 29)",ואינו אנו,,"הש' מ' דמאי ג, ה",,,"צ""ל: ואין אנו",
2600,"מע' ה, ג (נא ע""ד, 31)",טובלה למעשר,,,"הש' מע' מט ע""ד (33)",,,
2610,"מע' ה, ג (נא ע""ד, 33)",שהתורם בלבו,,"מ' מע' ה, ג",,,,
2620,"מע' ה, ד (נא ע""ד, 34)",שדה שהביאה,,,"פאה יח ע""ב; חלה נט ע""א; ערלה ס ע""ד",,,
2630,"מע' ה, ד (נא ע""ד, 36)",אף חכמים,,,"מע' נא ע""ד (43); מע' נא ע""ד (51)",,,
2680,"מע' ה, ד (נא ע""ד, 43)",אף חכמים,,,"מע' נא ע""ד (36); מע' נא ע""ד (51)",,,
2710,"מע' ה, ד (נא ע""ד, 51)",מודין חכמים,,,"מע' נא ע""ד (36); מע' נא ע""ד (43)",,,
2640,"מע' ה, ד (נא ע""ד, 37)",רבי יונתן,,"ספ' קה ע""ד",,,ספ' קב או ספ' קה?,
2650,"מע' ה, ד (נא ע""ד, 39)",ואספת את,"ויקרא כה, ג",,,,,
2660,"מע' ה, ד (נא ע""ד, 39)",בשביעית,"ויקרא כה, ד",,,,"צ""ל: ובשנה השביעית",
2670,"מע' ה, ד (נא ע""ד, 41)",דרבי עקיבה,,,"הש' מע' נא ע""ד 35",,,
2690,"מע' ה, ד (נא ע""ד, 44)",אתיא דרבי,,,"מע' נא ע""ד (40)",,,
2700,"מע' ה, ד (נא ע""ד, 46)",דרבי עקיבה,,"ספ' קח ע""א",,"הש' פס' נא ע""ב",,
2740,"מע' ה, ד (נא ע""ד, 57)",דר' עקיבה,,,"חלה נח ע""ב",,,
2750,"מע' ה, ד (נא ע""ד, 61)",ישראל שהיו,,"מ' חלה ד, ז",,,,
1200,"מע' ב, ז (נ ע""א, 38)",ואל כליך,"דברים כג, כה",,,,,
1210,"מע' ב, ז (נ ע""א, 39)",ואכלת ענבים,"דברים כג, כה","ס""ד רסו (286)",,,"וש""נ",
1220,"מע' ב, ז (נ ע""א, 41)",כנפשך,"דברים כג, כה",,"ב""מ יא ע""ב (60)","ב""מ פז ע""ב",,
1230,"מע' ב, ז (נ ע""א, 43)",כנפשך,"דברים כג, כה","ס""ד רסו (286)",,"ב""מ צב ע""א",,
1240,"מע' ב, ז (נ ע""א, 46)",ואליו הוא,"דברים כד, טו",,,,,
1250,"מע' ב, ז (נ ע""א, 47)",שבעך,"דברים כד, טו",,,,,
1260,"מע' ב, ז (נ ע""א, 47)",שלא יהא מקלף,,,"ב""מ יא ע""ב (48)","ב""מ פז ע""ב",,
1270,"מע' ב, ז (נ ע""א, 48)",רשאין הפועלין,,"ת' ב""מ ח, ג (27:387)",,"ב""מ פט ע""א",,
1280,"מע' ב, ז (נ ע""א, 50)",רשאי בעל הפרה,,"ת' ב""מ ח, ד (28:387)",,"ב""מ צ ע""ב",,
1290,"מע' ב, ז (נ ע""א, 56)",הילכות מדינה,,,"הש' ערלה סג ע""ב (37)",,,
1300,"מע' ב, ז (נ ע""א, 56)",הפועלין אוכלין,,"מ' ב""מ ז, ד",,,,
1330,"מע' ב, ז (נ ע""ב, 1)",רבי מאיר,,,"מע' נא ע""ג (58)",,,
1340,"מע' ג, א (נ ע""ב, 45)",רב אמר,,,"מע' נא ע""ב (33); מע' נא ע""ג (55)",,,
1360,"מע' ג, א (נ ע""ב, 53)",החרובין עד,,"מ' מע' ג, ד",,,,
1350,"מע' ג, א (נ ע""ב, 48)",כרבי מאיר,,"הש' ת' מע' ב, יב (44:234)",,,,
1370,"מע' ג, א (נ ע""ב, 56)",אין מזונות,,,"כת' לא ע""ב; כת' לה ע""ד",,,
1380,"מע' ג, א (נ ע""ב, 57)",אין בית,,"ת' שבי' ה, כב (49:190)",,,,
1390,"מע' ג, א (נ ע""ב, 60)",אנשים ששיתפו,,"ת' ער' ו, ה (14:119)",,,,
1400,"מע' ג, א (נ ע""ב, 62)",וכולן שנכנסו,,"ת' מע' ב, יט (66:236)",,,,
1410,"מע' ג, א (נ ע""ב, 62)",הביא תאנים,,"ת' מע' ב, ט (35:233)",,,,
1420,"מע' ג, א (נ ע""ב, 63)",שאינה משתמרת,,"הש' מ' מע' ג, ה",,,,
1430,"מע' ג, א (נ ע""ג, 1)",הרי זה,,,"מע' נ ע""ד",,,
1450,"מע' ג, א (נ ע""ג, 4)",המעביר תאנים,,"מ' מע' ג, א",,,,
1460,"מע' ג, א (נ ע""ג, 5)",רבי ורבי,,,"הש' דמאי כא ע""ג (54); דמאי כו ע""א (64); שבי' לז ע""א (8)",,,
1470,"מע' ג, א (נ ע""ג, 9)",רבי יוסי,,,"הש' מע' נ ע""ג (3)",,,
1480,"מע' ג, א (נ ע""ג, 11)",רבי יוחנן,,,"הש' מע' מט ע""ד (14)",,,
1490,"מע' ג, א (נ ע""ג, 13)",נשרים שנשרו,,"הש' ת' פס' ב, יט (71:156)",,,,
1500,"מע' ג, א (נ ע""ג, 14)",בחצר בית,,"הש' מ' מע' ג, ה",,,,
1520,"מע' ג, א (נ ע""ג, 16)",חצר בית,,,,"ב""מ פח ע""א",,
1530,"מע' ג, א (נ ע""ג, 19)",כרבי יוסי,,,"הש' מע' נ ע""ג (3)",,,
1560,"מע' ג, ג (נ ע""ג, 29)",לנכש בבצלים,,"מ' מע' ג, ג",,,,
1570,"מע' ג, ג (נ ע""ג, 30)",רבי חגיי,,,"הש' תר' מה ע""ב (10)",,,
1580,"מע' ג, ג (נ ע""ג, 31)",וכה אתינן,,,"הש' שבי' לג ע""ג (57); שבי' לה ע""ב (55); גט' מט ע""א (10)",,,
1600,"מע' ג, ג (נ ע""ג, 33)",מצא כלכלה,,"ת' מע' ב, יז (61:235)",,,,
1610,"מע' ג, ג (נ ע""ג, 35)",עד היכן,,,"ביכ' סה ע""ג (15)",,,
1620,"מע' ג, ג (נ ע""ג, 40)",מכניסין לשוק,,"הש' מ' מע' א, ה",,,,
1630,"מע' ג, ג (נ ע""ג, 50)",מצא פירות,,"ת' מע' ב, יז (59:235)",,,,
1640,"מע' ג, ג (נ ע""ג, 52)",שאי איפשר,,"ת' תר' א, ז (23:109)",,,,
1650,"מע' ג, ג (נ ע""ג, 53)",חבר שמת,,"ת' מע""ש ג, יט (65:262)",,"פס' ד ע""ב; פס' ט ע""א","ב' וש""נ",
1660,"מע' ג, ג (נ ע""ג, 56)",עישור אח',,"מ' מע""ש ה, ט",,"קד' כו ע""ב","ב' וש""נ",
1670,"מע' ג, ג (נ ע""ג, 58)",מי שהיו,,"מ' תר' ד, ב",,,,
1680,"מע' ג, ג (נ ע""ג, 59)",מן הבית,"דברים כו, יג","מ' מע""ש ה, י",,,,
1700,"מע' ג, ז (נ ע""ד, 21)",לגג מבוצר,,,"הש' פס' לה ע""ב (38)",,,
1690,"מע' ג, ה (נ ע""ד, 5)",שאין שבחו,,,"ד""א 1:301","הש' קד' מ ע""ב","לבדוק ד""א",
1720,"מע' ג, ז (נ ע""ד, 25)",בית שאין,,"ס""ד רכט (262)","סוטה כב ע""ד","סוכה ג ע""א",,
1740,"מע' ג, ז (נ ע""ד, 28)",צמית ביובל,"הש' ויקרא כה, ל",,,,,
1760,"מע' ג, ז (נ ע""ד, 29)",בית ספר,,"ת' מע' ב, כ (70:236)",,,,
1770,"מע' ג, ז (נ ע""ד, 31)",רבי אומר,,,"סוכה נב ע""א",,,
