מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
280,"מ""ק א, ב (פ ע""ב, 56)",דנין דיני,,"ת' מ""ק ב, יא (33:371)",,"מ""ק יד ע""ב",,
290,"מ""ק א, ב (פ ע""ב, 60)",ציינו מאדר,,"הש' מ' שק' א, א",,,,
300,"מ""ק א, ב (פ ע""ב, 61)",לא כבר,,"הש' מ' שק' א, א",,"מ""ק ו ע""א",,
310,"מ""ק א, ב (פ ע""ב, 61)",ומניין לציון,,,"מע""ש נה ע""ד; שק' מו ע""א; סוטה כג ע""ג (8)","מ""ק ה ע""א",,
320,"מ""ק א, ב (פ ע""ב, 64)",וטמא טמא,"ויקרא יג, מה",,,,,
330,"מ""ק א, ב (פ ע""ג, 1)",ועברו העוברים,"יחזקאל לט, טו",,,,,
340,"מ""ק א, ב (פ ע""ג, 3)",אדם,"יחזקאל לט, טו",,,,,
1140,"מ""ק ג, א (פא ע""ד, 17)",וכל אשר,"עזרא י, ח",,,,,
1150,"מ""ק ג, א (פא ע""ד, 19)",שלח לו,,"מ' תע' ג, ח","תע' סז ע""א","תע' כג ע""א",,
1160,"מ""ק ג, א (פא ע""ד, 20)",בימי אליהו,"הש' מל""א יז, א",,,,,
1170,"מ""ק ג, א (פא ע""ד, 22)",שלח לו,,"מ' ר""ה א, ו","ר""ה נז ע""ב",,,
1180,"מ""ק ג, א (פא ע""ד, 24)","תני א""ר",,,"פס' לד ע""א",,,
1190,"מ""ק ג, א (פא ע""ד, 24)","א""ר יוסי",,"ת' ביצה ב, טו (60:291)",,"בר' יט ע""א; פס' נג ע""א; ביצה כג ע""א",,
1200,"מ""ק ג, א (פא ע""ד, 28)",את מי,,"מ' עד' ה, ו",,"בר' יט ע""א",,
1210,"מ""ק ג, א (פא ע""ד, 30)",דכמה השקוה,,"מ' עד' ה, ו",,,"צ""ל: דוגמא השקוה",
1220,"מ""ק ג, א (פא ע""ד, 31)",נידוהו ומת,,"מ' עד' ה, ו",,,,
1230,"מ""ק ג, א (פא ע""ד, 34)",המנודה לרב,,,"הש' שמ' ה, טו (129)","מ""ק טז ע""א",,
1240,"מ""ק ג, א (פא ע""ד, 38)",יתיר מן,,"הש' ת' ב""ק ט, יא (11:364)",,,,
1250,"מ""ק ג, א (פא ע""ד, 45)",מת אחד,,,"שמ' ה, טז (130)",,,
1260,"מ""ק ג, א (פא ע""ד, 51)",דאמר ר',,,"מד""ש ז, ה (67)",,,
1270,"מ""ק ג, א (פא ע""ד, 53)",היכבד ושב,"הש' מל""ב יד, י",,,,,
1280,"מ""ק ג, א (פא ע""ד, 59)",דכמה השקוה,,"מ' עד' ה, ו","מ""ק פא ע""ד (30)",,,
1290,"מ""ק ג, א (פא ע""ד, 61)",מה אנן,,,"הש' מ""ק פא ע""ג (52)",,,
1300,"מ""ק ג, א (פא ע""ד, 63)",כהדא רבי,,,"נד' מא ע""ב","נד' כב ע""ב",,
1310,"מ""ק ג, א (פב ע""א, 5)",כל אילו,,"ת' מ""ק ב, א (1:369)",,"מ""ק יז ע""ב",,
1320,"מ""ק ג, א (פב ע""א, 8)",הרי שתכפוהו,,,"שמ' ה, י (128)",,,
1330,"מ""ק ג, א (פב ע""א, 11)",אילו דברים,,,"מ""ק פב ע""ד (10); שמ' ו, א (130)",,,
1340,"מ""ק ג, א (פב ע""א, 14)",שפם ונטילת,,"הש' ת' מ""ק ב, ב (5:369)",,"מ""ק יז ע""ב",,
1350,"מ""ק ג, ב (פב ע""א, 26)",היא בלנרי,,,"כל' לב ע""א",,,
1360,"מ""ק ג, ב (פב ע""א, 31)",אין קורעין,,"מ' מ""ק ג, ז",,,,
1370,"מ""ק ג, ג (פב ע""א, 38)",דקרבת קודמינא,,"ת' יב' יב, טו (64:44)","יב' יג ע""א; סנ' יט ע""א","יב' לט ע""ב",,
1380,"מ""ק ג, ג (פב ע""א, 40)",ככה יעשה,"דברים כה, ט",,,,,
1390,"מ""ק ג, ג (פב ע""א, 41)",לא רעיינ',,"ת' יב' יג, א (1:45)","סנ' יט ע""א","הש' יב' קז ע""ב",,
2010,"מ""ק ג, ה (פב ע""ד, 8)",ולחם אנשים,"יחזקאל כד, יז",,,,,
2020,"מ""ק ג, ה (פב ע""ד, 10)",כי כה,"ירמיה טז, ה",,,,,
2030,"מ""ק ג, ה (פב ע""ד, 10)",אילו דברים,,,"מ""ק פב ע""א (8); שמ' ו, א (130)","מ""ק כא ע""א",,
2040,"מ""ק ג, ה (פב ע""ד, 13)",מאן תנא,,,"בר' ה ע""ב (21)",,,
2050,"מ""ק ג, ה (פב ע""ד, 22)",מקום שנהגו,,,"בר' ה ע""ב; יומא מו ע""ד; תע' סד ע""ג",,,
2060,"מ""ק ג, ה (פב ע""ד, 31)",מקום שנהגו,,"ת' פס' ג, טז (50:155)",,,,
2070,"מ""ק ג, ה (פב ע""ד, 32)",רבי הושעיה,,,"ב""ר 1291",,,
2080,"מ""ק ג, ה (פב ע""ד, 38)",שאין אבל,,,"מ""ק פב ע""ב (26)",,,
2090,"מ""ק ג, ה (פב ע""ד, 38)",ברכת ה',"משלי י, כב",,"ב""ר יא, א (86); פס""ר מו (קפו ע""ב)",,,ז
2100,"מ""ק ג, ה (פב ע""ד, 39)",ולא יוסיף,"משלי י, כב",,,,,
2110,"מ""ק ג, ה (פב ע""ד, 39)",נעצב המלך,"שמ""ב יט, ג",,,,,
2120,"מ""ק ג, ה (פב ע""ד, 47)",ומלקרות בתורה,,,"מ""ק פב ע""ד (12); שמ' ו, א (130)",,,
2130,"מ""ק ג, ה (פב ע""ד, 47)",ואין דובר,"איוב ב, יג",,,,,
2140,"מ""ק ג, ה (פב ע""ד, 60)",על כל,,,"שמ' ד, א (115)","מ""ק כ ע""ב",,
2150,"מ""ק ג, ה (פב ע""ד, 60)",כהן מיטמא,"הש' ויקרא כא, ב-ד",,,,,
2160,"מ""ק ג, ה (פב ע""ד, 62)",ארוסתו לא,,,"שמ' ד, ג (116)",,,
2170,"מ""ק ג, ה (פב ע""ד, 62)",כל שמתאבלין,,,"שמ' ד, א (116); הש' מ""ק פב ע""ג (62)",,,
1920,"מ""ק ג, ה (פב ע""ג, 62)",אפילו טפילה,,,"הש' מ""ק פב ע""ד (62); שמ' ד, א (116)",,,
2180,"מ""ק ג, ה (פג ע""א, 3)",הרי שהיה,,,"מ""ק פג ע""א (42)",,,
2190,"מ""ק ג, ה (פג ע""א, 4)",מאימתי כופין,,,"בר' ה ע""ד; שמ' יא, יט (193)","מ""ק כז ע""א",,
1400,"מ""ק ג, ג (פב ע""א, 43)",אילו גיזרי,,,"הש' שבי' לט ע""ג (34)",,,
1410,"מ""ק ג, ד (פב ע""א, 44)",אין כותבין,,"ת' מ""ק ב, ג (9:369)",,,,
1420,"מ""ק ג, ד (פב ע""א, 45)",ומקבלין קיבולת,,"ת' מ""ק ב, ה (11:369)",,"מ""ק יב ע""א",,
1430,"מ""ק ג, ד (פב ע""א, 52)",כותב הוא,,"מ' מ""ק ג, ד",,"מ""ק יט ע""א",,
1440,"מ""ק ג, ד (פב ע""א, 56)",וטווה על,,"מ' מ""ק ג, ד",,,,
1450,"מ""ק ג, ה (פב ע""א, 57)",וגיהוץ,,,"הש' מ""ק פב ע""ד (5)",,,
1460,"מ""ק ג, ה (פב ע""א, 58)",אי זהו,,,"מ""ק פג ע""ד (24)",,,
1470,"מ""ק ג, ה (פב ע""א, 59)",רבי חלבו,,,"מ""ק פב ע""ב (8)","מ""ק יז ע""ב; מ""ק יט ע""ב",,
1480,"מ""ק ג, ה (פב ע""א, 60)",הרי מי,,,"שמ' ב, י (107)",,,
1490,"מ""ק ג, ה (פב ע""א, 64)",ר' אמי,,,"נזיר נב ע""ג",,,
1500,"מ""ק ג, ה (פב ע""ב, 2)",מי שנזר,,"מ' נזיר ג, ב",,,,
1510,"מ""ק ג, ה (פב ע""ב, 6)",שמונת ימים,,"מ' מ""ק ג, ה",,,,
1520,"מ""ק ג, ה (פב ע""ב, 8)","דא""ר חלבו",,,"מ""ק פב ע""א (58)","מ""ק יז ע""ב; מ""ק יט ע""ב",,
1530,"מ""ק ג, ה (פב ע""ב, 10)",על כל,,,"שמ' ט, ח (171)","מ""ק כב ע""ב",,
1540,"מ""ק ג, ה (פב ע""ב, 22)",הקובר את,,"ת' מ""ק ב, ז (15:370)",,"מ""ק יט ע""ב",,
1550,"מ""ק ג, ה (פב ע""ב, 26)",אין אבל,,,"מ""ק פב ע""ד (38)",,,
1560,"מ""ק ג, ה (פב ע""ב, 28)",אבל ביום,,,"בר' ה ע""ד (39); ב""ר 8:1290; שמ' ו, ג (131)","מ""ק כא ע""א",,
1570,"מ""ק ג, ה (פב ע""ב, 31)",מי שמתו,,"מ' בר' ג, א",,,,
1580,"מ""ק ג, ה (פב ע""ב, 36)",הרי שאין,,,"ב""ר 1:1290",,,
1590,"מ""ק ג, ה (פב ע""ב, 37)",ביום הראשון,,,"הש' שמ' ו, ו (132)",,,
1600,"מ""ק ג, ה (פב ע""ב, 40)",ר' אבא,,,"יב' טו ע""ג; ב""ר 1290; ו""ר שצז (בח""נ)","הש' שבת קנב ע""א",,
1610,"מ""ק ג, ה (פב ע""ב, 44)",רבי חגיי,,,"יב' טו ע""ג; ו""ר שצז",,,
1620,"מ""ק ג, ה (פב ע""ב, 44)",וזיריתי פרש,"מלאכי ב, ג",,,,,
1630,"מ""ק ג, ה (פב ע""ב, 45)",פרש חגיכם,"מלאכי ב, ג",,,,,
1640,"מ""ק ג, ה (פב ע""ב, 45)",אך בשרו,"איוב יד, כב",,,,,
1650,"מ""ק ג, ה (פב ע""ב, 50)",אבל כל,,,"בר' ו ע""א; שמ' י, ג (180)","בר' יז ע""ב; מ""ק כג ע""ב",,
1660,"מ""ק ג, ה (פב ע""ב, 60)",אבל בשבת,,,"שמ' י, יב (184)","מ""ק כג ע""א",,
1670,"מ""ק ג, ה (פב ע""ג, 29)",מניין לאבל,,,"אדר""נ נו""ב, א (1:31); ב""ר, צז <נ י> (6:1229); קא, נ י (3:1288);  ילמדנו (מאן) ית""ת בר' לד, כד ע""א; ב""מ, פרק אחרון מפדר""א; ב""ר ק <ל""א> (1296); דב""ר ט, א (קטז ע""ג); פד""א יז (נב); תנ""ו ויחי יז (158); תנ""ב ויחי יח (222)","מ""ק כ ע""א",,ז
1680,"מ""ק ג, ה (פב ע""ג, 30)",ויעש לאביו,"בראשית נ, י",,,,,
880,"מ""ק ב, ד (פא ע""ב, 39)",ומעלה לארכיים,,"הש' ת' מ""ק א, יב (36:368)",,,,
890,"מ""ק ב, ד (פא ע""ב, 39)",שכן מצאנו,,"הש' ס""ע יא (47)","שבת ד ע""א (63); ב""ר 477; דבר""ל 72; במ""ר ב, ט (ה ע""ג); במ""ר יד, א (נז ע""ב); במ""ר כג, ו (צד ע""א); תנ""ו במדבר ט (485); תנ""ו מסעי ה (611); תנ""ו נשא כח (515); תנ""ב במדבר ט (9); תנ""ב מסעי ד (163); תנ""ב נשא לא (42)",,,ז
900,"מ""ק ב, ד (פא ע""ב, 40)",כה תעשה,"יהושע ו, ג",,,,,
910,"מ""ק ב, ד (פא ע""ב, 40)",וביום השביעי,"יהושע ו, ד",,,,,
920,"מ""ק ב, ד (פא ע""ב, 41)",וכתיב עד,,"ת' ער' ג, ז (25:100)",,"שבת יט ע""א",,
930,"מ""ק ב, ד (פא ע""ב, 41)",עד רדתה,"דברים כ, כ",,,,,
940,"מ""ק ב, ד (פא ע""ב, 41)",הרי שאין,,"ת' מ""ק א, יא (33:368)",,"מ""ק יב ע""ב",,
950,"מ""ק ב, ד (פא ע""ב, 49)",פרגמטיא אבדה,,,"מ""ק פא ע""ב (12)","מ""ק י ע""ב",,
960,"מ""ק ב, ה (פא ע""ב, 50)",רבי יהודה,,,"מ""ק פא ע""א (52)",,,
970,"מ""ק ב, ה (פא ע""ב, 52)",תמן אמר,,,"שבת ו ע""ד; ביצה סב ע""ד","ביצה לו ע""א",,
980,"מ""ק ב, ה (פא ע""ב, 55)",קיבלו עליהן,,,"פס' ל ע""ד","מ""ק יג ע""ב",,
1000,"מ""ק ג, א (פא ע""ג, 37)",אנשי משמר,,"מ' תע' ב, ז",,,,
1010,"מ""ק ג, א (פא ע""ג, 39)",בשם רבי,,"ת' מ""ק ב, ב (6:369)",,"מ""ק יד ע""א",,
1020,"מ""ק ג, א (פא ע""ג, 40)",רבי יודה,,,"פס' ל ע""ד",,,
1030,"מ""ק ג, א (פא ע""ג, 46)",כתוב לי,,,"הש' חג' עו ע""ד (3)",,,
1040,"מ""ק ג, א (פא ע""ג, 52)",מה אנן,,,"הש' מ""ק פא ע""ד (61)",,,
1050,"מ""ק ג, א (פא ע""ג, 54)",שאין נידוי,,,"הש' שמ' ה, יז (130)","מ""ק טז ע""א",,
1060,"מ""ק ג, א (פא ע""ג, 55)",עד חדש,"במדבר יא, כ",,,,,
1070,"מ""ק ג, א (פא ע""ג, 56)",הלא תכלם,"במדבר יב, ד","הש' ס""ב רו (105)",,,,
1080,"מ""ק ג, א (פא ע""ג, 59)",ראוה נערים,"הש' איוב כט, ח",,,,,
1090,"מ""ק ג, א (פא ע""ג, 60)",דלית הוא,,,"הש' תע' סח ע""א (29)",,,
1100,"מ""ק ג, א (פא ע""ד, 4)",אחרי רבים,"שמות כג, ב",,,,,
1110,"מ""ק ג, א (פא ע""ד, 6)",חיתכו חוליות,,"מ' כלים ה, י",,,,
1120,"מ""ק ג, א (פא ע""ד, 11)",לא בשמים,"דברים ל, יב",,,,,
1130,"מ""ק ג, א (פא ע""ד, 14)",מאשפות ירים,"תהלים קיג, ז",,,,,
2200,"מ""ק ג, ה (פג ע""א, 9)",דרגש נזקפת,,,"בר' ה ע""ד; נד' מ ע""ג; שמ' יא, י (190)","מ""ק כז ע""א; נד' נו ע""א; סנ' כ ע""א",,
2210,"מ""ק ג, ה (פג ע""א, 14)",המיטה והעריסה,,"מ' כלים טז, א",,,,
2220,"מ""ק ג, ה (פג ע""א, 16)",וישבו אתו,"איוב ב, יג",,,,,
2230,"מ""ק ג, ה (פג ע""א, 22)",אמר איני,,,"שמ' יב, יז (192)","הש' מ""ק כז ע""א",,
2240,"מ""ק ג, ה (פג ע""א, 25)",וכשמברין אותו,,"מ' סנ' ב, א",,,,
2250,"מ""ק ג, ה (פג ע""א, 26)",ולא עבדין,,,"הש' שבת ג ע""ג (55); יב' יב ע""ג (20); שבו' לו ע""א (42)",,,
2260,"מ""ק ג, ה (פג ע""א, 27)",כפיית המיטות,,,"שמ' יא, יח (192)",,,
2270,"מ""ק ג, ה (פג ע""א, 29)",חד תלמיד,,,"הש' יומא מד ע""ד",,הע' 2,
2290,"מ""ק ג, ה (פג ע""א, 33)",הדר בפונדק,,,"הש' ע""ז לט ע""ד (4)",,,
