Assumed to be correct references,Siftei Chachamim comment
Numbers 12:1,"(א)תדבר.אין דבור בכל מקום אלא לשון קשה וכן הוא אומר בראשית מב, ל)דבר האיש אדוני הארץ אתנו קשות ואין אמירה בכל מקום אלא לשון תחנונים וכן הוא אומר בראשית יט, ז)ויאמר אל נא אחי תרעו במדבר יב, ו)ויאמר שמעו נא דברי ספרי צט) כל נא לשון בקשה: תדבר מרים ואהרן.היא פתחה בדבור תחלה לפיכך הקדימה הכתוב תחלה bומנין היתה יודעת מרים שפירש משה מן האשה רבי נתן אומר מרים היתה בצד צפורה בשעה שנאמר למשה אלדד ומידד מתנבאים במחנה כיון ששמעה צפורה אמרה אוי לנשותיהן של אלו אם הם נזקקים לנבואה שיהיו פורשין מנשותיהן כדרך שפירש בעלי ממני ומשם ידעה מרים והגידה לאהרן ומה מרים שלא נתכוונה לגנותו כך נענשה ק""ו למספר בגנותו של חבירו ספרי שם) אשה הכשית.מגיד שהכל מודים ביפיה bכשם שהכל מודים בשחרותו של כושי שם) ושית. גימטריא יפת מראה תנחומא צו, יג) ל אדות האשה.bעל אודות גירושיה: י אשה כשית לקח.מה תלמוד לומר אלא יש לך אשה נאה ביפיה ואינה נאה במעשיה במעשיה ולא ביפיה אבל זאת נאה בכל: אשה הכשית.על שם נויה נקראת כושית כאדם הקורא את בנו נאה כושי כדי שלא תשלוט בו עין רעה שם) י אשה כשית לקח.ועתה גרשה שם) "
Numbers 13:2,"(ב)לח לך אנשים.bלמה נסמכה פרשת מרגלים לפרשת מרים לפי שלקתה על עסקי דבה שדברה באחיה ורשעים הללו ראו ולא לקחו מוסר במדבר רבה. תנחומא שלח ה) לח לך.bלדעתך אני איני מצוה לך אם תרצה שלח לפי שבאו ישראל ואמרו דברים א, כב)נשלחה אנשים לפנינו כמה שנאמר שם)ותקרבון אלי כלכם וגו' bומשה נמלך בשכינה אמר אני אמרתי להם שהיא טובה שנאמר שמות ג, יז)אעלה אתכם מעני מצרים וגו' חייהם שאני נותן להם bמקום לטעות בדברי המרגלים למען לא יירשוה במדבר רבה. סוטה לד, ב. תנחומא שם) "
Numbers 14:1,"(א)ל העדה.סנהדראות תנחומא שלח יג)"
Numbers 15:2,(ב)י תבאו.בשר להם שיכנסו לארץ: 
Numbers 16:1,"(א)יקח קרח.פרשה זו bיפה נדרשת במדרש רבי תנחומא: יקח קרח.לקח את עצמו לצד אחד להיות bנחלק מתוך העדה לעורר על הכהונה וזהו שתרגם אונקלוס ואתפלג נחלק משאר העדה להחזיק במחלוקת וכן איוב טו, יב)מה יקחך לבך לוקח אותך להפליגך משאר בני אדם. bדבר אחר ויקח קרח משך ראשי סנהדראות שבהם בדברים כמו שנאמר במדבר כ, כה)קח את אהרן הושע יד, ג)קחו עמכם דברים תנחומא קרח א)ן יצהר בן קהת בן לוי. bלא הזכיר בן יעקב שבקש רחמים על עצמו שלא יזכר שמו על מחלוקתם שנאמר בראשית מט, ו)ובקהלם אל תחד כבודי bוהיכן נזכר שמו על קרח בהתיחסם על הדוכן בדברי הימים שנאמר ד""ה_א ו, כב_כג)בן אביאסף בן קרח בן יצהר בן קהת בן לוי בן ישראל תנחומא ד) דתן ואבירם.בשביל שהיה שבט ראובן שרוי בחנייתם תימנה לעיל ב, י)bשכן לקהת ובניו החונים תימנה שם ג, כט)נשתתפו עם קרח במחלוקתו bאוי לרשע אוי לשכנו תנחומא ד) bומה ראה קרח לחלוק עם משה נתקנא על bנשיאותו של אליצפן בן עוזיאל שמינהו משה נשיא על בני קהת על פי הדבור שם א) אמר קרח אחי אבא ארבעה היו שנאמר שמות ו, יח)ובני קהת וגו' עמרם הבכור נטלו שני בניו גדולה אחד מלך ואחד כהן גדול מי ראוי ליטול את השניה לא אני שאני בן יצהר שהוא שני לעמרם והוא מנה נשיא את בן אחיו הקטן מכולם הריני חולק עליו ומבטל את דבריו. מה עשה עמד וכנס ר""נ ראשי סנהדראות רובן משבט ראובן שכיניו והם אליצור בן שדיאור וחביריו וכיוצא בו שנאמר נשיאי עדה קריאי מועד ולהלן הוא אומר במדבר א, טז)bאלה קרואי העדה והלבישן bטליתות שכולן תכלת באו ועמדו לפני משה אמרו לו טלית שכולה של תכלת חייבת בציצית או פטורה אמר להם חייבת התחילו לשחק עליו אפשר טלית של מין אחר חוט אחד של תכלת פוטרה זו שכולה תכלת לא תפטור את עצמה תנחומא ב) ני ראובן.bדתן ואבירם ואון בן פלת:"
Numbers 17:2,"(ב)את האש.bשבתוך המחתות: רה הלאה.לארץ bמעל המחתות:י קדשו.bהמחתות ואסורין בהנאה שהרי עשאום כלי שרת: "
Numbers 18:1,(א)יאמר ה' אל אהרן.למשה אמר bשיאמר לאהרן להזהירו על תקנת ישראל שלא יכנסו למקדש ספרי קיז) תה ובניך ובית אביך. bם בני קהת אבי עמרם שם קטז) שאו את עון המקדש.עליכם אני מטיל עונש הזרים שיחטאו בעסקי הדברים המקודשים המסורים לכם הוא האהל והארון והשלחן וכלי הקדש אתם תשבו ותזהירו על כל זר הבא ליגע: אתה ובניך.הכהנים: שאו את עון כהונתכם.שאינה מסורה ללוים ותזהירו הלוים השוגגים שלא יגעו אליכם בעבודתכם: 
Numbers 19:2,"(ב)את חקת התורה.bלפי שהשטן ואומות העולם מונין את ישראל לומר מה המצוה הזאת bומה טעם יש בה לפיכך כתב בה חקה גזירה היא מלפני אין לך רשות להרהר אחריה יומא סז, ב) יקחו אליך. @Tbלעולם היא נקראת על שמך bפרה שעשה משה במדבר במדבר רבה) דמה תמימה.שתהא bתמימה באדמימות שאם היו בה bשתי שערות שחורות פסולה ספרי קכג. פרה ב, ה) "
Numbers 20:2,"(ב)יקחו אליך.משלהם כשם שהם פרקו נזמי הזהב לעגל משלהם כך יביאו זו לכפרה משלהם: רה אדמה.משל לבן שפחה שטינף פלטין של מלך אמרו תבא אמו ותקנח הצואה כך bתבא פרה ותכפר על העגל תנחומא חקת ח) דמה.על שם ישעיה א, יח)אם יאדימו כתולע שהחטא קרוי אדום: מימה.על שם ישראל שהיו תמימים ונעשו בו בעלי מומין תבא זו ותכפר עליהם ויחזרו לתמותם: א עלה עליה עול.כשם שפרקו מעליהם עול שמים: "
Numbers 21:1,"(א)ל העדה.עדה השלמה bשכבר מתו מתי מדבר ואלו פרשו לחיים תנחומא יד) תמת שם מרים.bלמה נסמכה מיתת מרים לפרשת פרה אדומה לומר לך bמה קרבנות מכפרין (ס""א כמו שפרה אדומה מכפרת) bאף מיתת צדיקים מכפרת מ""ק כח, א) תמת שם מרים.אף היא bבנשיקה מתה bומפני מה לא נאמר בה על פי ה' שאינו דרך כבוד של מעלה שם)ובאהרן נאמר במדבר לג, לח)על פי ה' באלה מסעי: "
Numbers 22:1,"(א)ישמע הכנעני.bשמע שמת אהרן ונסתלקו ענני כבוד כו' כדאיתא בראש השנה ג, א)ועמלק מעולם רצועה מרדות לישראל מזומן בכל עת לפורענות תנחומא יח)ושב הנגב.bזה עמלק שם)שנאמר במדבר יג, כט)עמלק יושב בארץ הנגב ושנה את לשונו לדבר בלשון כנען כדי שיהיו ישראל מתפללים להקב""ה לתת כנענים בידם והם אינן כנענים ראו ישראל לבושיהם כלבושי עמלקים ולשונם לשון כנען אמרו נתפלל סתם שנאמר אם נתון תתן את העם הזה בידי מדרש אגדה) רך האתרים.דרך הנגב שהלכו בה המרגלים שנאמר לעיל יג, כב)ויעלו בנגב. דבר אחר דרך האתרים דרך bהתייר הגדול הנוסע לפניהם שנאמר שם י, לג)דרך שלשת ימים לתור להם מנוחה תנחומא יח) ישב ממנו שבי.אינה אלא bשפחה אחת ילקוט תשס""ד. מדרש אגדה) "
Numbers 23:2,(ב)ירא בלק בן צפור את כל אשר עשה ישראל לאמורי.bאמר אלו שני מלכים שהיינו בטוחים עליהם לא עמדו בפניהם bאנו על אחת כמה וכמה לפיכך ויגר מואב תנחומא בלק ב) 
Numbers 24:3,"(ג)ולי יקרה ה' לקראתי.bאינו רגיל לדבר עמי ביום:ילך שפי.כתרגומו יחידי לשון שופי ושקט bשאין עמו אלא שתיקה: "
Numbers 25:1,"(א)ירא בלעם כי טוב וגו'.אמר איני צריך לבדוק בהקב""ה כי לא יחפוץ לקללם: לא הלך כפעם בפעם.כאשר עשה ב' פעמים: קראת נחשים.לנחש אולי יקרה ה' לקראתו כרצונו אמר רוצה ולא רוצה לקללם bאזכיר עונותיהם והקללה על הזכרת עונותיהם תחול: ישת אל המדבר פניו.bכתרגומו:"
Numbers 26:1,"(א)שטים.bכך שמה סנהדרין קו, א)זנות אל בנות מואב.על ידי עצת בלעם bכדאיתא בחלק שם) "
Numbers 27:1,"(א)יהי אחרי המגפה וגו'.bמשל לרועה שנכנסו זאבים לתוך עדרו והרגו בהן והוא מונה אותן לידע מנין הנותרות. דבר אחר כשיצאו ממצרים ונמסרו למשה נמסרו לו במנין עכשיו שקרב למות ולהחזיר צאנו מחזירם במנין תנחומא יד)"
Numbers 28:1,"(א)משפחת מנשה בן יוסף.למה נאמר והלא כבר נאמר בן מנשה אלא לומר לך יוסף חבב את הארץ שנאמר בראשית נ, כה)והעליתם את עצמותי וגו' ובנותיו חבבו את הארץ שנאמר תנה לנו אחוזה. bוללמדך שהיו כולם צדיקים שכל מי שמעשיו ומעשה אבותיו סתומים ופרט לך הכתוב באחד מהם ליחסו לשבח הרי זה צדיק בן צדיק. ואם יחסו לגנאי כגון מ""ב כה, כה)בא ישמעאל בן נתניה בן אלישמע בידוע שכל הנזכרים עמו רשעים היו ספרי שם) חלה נעה וגו'.ולהלן הוא אומר במדבר לו, יא)ותהיינה מחלה תרצה. מגיד שכולן שקולות זו כזו לפיכך שנה את סדרן ספרי שם) "
Numbers 29:2,"(ב)ו את בני ישראל.מה אמור למעלה bיפקוד ה'. אמר לו הקב""ה bעד שאתה מצוני על בני צוה את בני עלי. משל לבת מלך שהיתה נפטרת מן העולם והיתה מפקדת לבעלה על בניה וכו' כדאיתא בספרי קמב) רבני.bזה הדם שם) חמי.bאלו אימורין וכן הוא אומר ויקרא ג, טז)והקטירם הכהן המזבחה לחם אשה: אשי.הנתנין לאשי מזבחי: שמרו.שיהיו כהנים ולוים וישראלים עומדין על גביו bמכאן למדו ותקנו מעמדות ספרי שם. תענית כז, א) מועדו. bכל יום הוא מועד התמידים: "
Numbers 30:6,"(ו)לבד עלת החדש.מוספי ראש חדש שהוא ביום ראש השנה:"
Numbers 31:1,"(א)יאמר משה אל בני ישראל. הפסיק הענין דברי רבי ישמעאל bלפי שעד כאן דבריו של מקום ופרשת נדרים מתחלת בדבורו של משה הוצרך להפסיק תחלה ולומר שחזר משה ואמר פרשה זו לישראל שאם לא כן יש במשמע שלא אמר להם זו אלא בפרשת נדרים התחיל דבריו שם)סלת פרשת פינחס"
Numbers 32:2,"(ב)את המדינים.bולא מאת המואבים שהמואבים נכנסו לדבר מחמת יראה שהיו יראים מהם שיהיו שוללים אותם שלא נאמר אלא דברים ב, ט)אל תתגר בם מלחמה. אבל מדינים bנתעברו על ריב לא להם. דבר אחר bמפני ב' פרידות טובות שיש לי להוציא מהם רות המואביה ונעמה העמונית ב""ק לח, ב)"
Numbers 33:3,(ג)טרות ודיבון וגו'.bמארץ סיחון ועוג היו: 
Numbers 34:1,"(א)לה מסעי.למה נכתבו המסעות הללו. להודיע חסדיו של מקום. שאף על פי שגזר עליהם לטלטלם ולהניעם במדבר לא תאמר שהיו נעים ומטולטלים ממסע למסע כל ארבעים שנה ולא היתה להם מנוחה. שהרי אין כאן אלא ארבעים ושתים מסעות. צא מהם י""ד שכולם היו בשנה ראשונה קודם גזירה. משנסעו מרעמסס עד שבאו לרתמה. שמשם נשתלחו המרגלים שנאמר במדבר יב, טז)ואחר נסעו העם מחצרות וגו' שם יג, ב)שלח לך אנשים וגו'. וכאן הוא אומר ויסעו מחצרות ויחנו ברתמה bלמדת שהוא במדבר פארן ועוד הוצא משם ח' מסעות שהיו לאחר מיתת אהרן מהר ההר עד ערבות מואב בשנת הארבעים נמצא bשכל שמנה ושלשים שנה לא נסעו אלא עשרים מסעות. זה מיסודו של רבי משה הדרשן. ורבי תנחומא מסעי ג. במדבר רבה)bדרש בו דרשה אחרת משל למלך שהיה בנו חולה והוליכו למקום רחוק לרפאותו כיון שהיו חוזרין התחיל אביו מונה כל המסעות אמר לו bכאן ישננו bכאן הוקרנו כאן חששת את ראשך וכו': "
Numbers 35:2,"(ב)את הארץ אשר תפול לכם וגו'.לפי שהרבה מצות נוהגות בארץ ואין נוהגות בחוצה לארץ הוצרך לכתוב bמצרני גבולי רוחותיה סביב. לומר לך מן הגבולים הללו ולפנים המצות נוהגות: פול לכם.על שם שנתחלקה בגורל נקראת חלוקה bלשון נפילה. ומדרש אגדה אומר תנחומא ד)על ידי שהפיל הקב""ה שריהם של ע' אומות מן השמים וכפתן לפני משה אמר לו ראה אין בהם עוד כח:"
Numbers 36:2,"(ב)מגרש.ריוח מקום חלק חוץ לעיר סביב להיות לנוי לעיר ואין רשאין לבנות שם בית ולא לנטוע כרם ולא לזרוע זריעה ערכין לג, ב) "
Numbers 37:3,"(ג)נוסף על נחלת המטה.שהרי בנה יורשה והבן מתיחס על שבט אביו:"
