Assumed to be correct references,Siftei Chachamim comment
Exodus 12:2,"[2]Moshe had difficulty regarding the renewal of the moon, how much of it must be visible so that it be fit to be consecrated. Re”m cited and compared many sources but they are not connected... However, it seems clear to me that exceptional wisdom is needed in this matter. It says in Maseches Rosh Hashanah 20b: “Said R. Zeira said R. Nachman, ‘The new moon is invisible for twenty-four hours. For us [in Bavel], it is six from the old moon and eighteen from the new. For them [in Eretz Yisroel] it is six from the new and eighteen from the old.’” And this is the point over which Moshe had difficulty: is it six hours from the new, or is it eighteen from the new? (Nachalas Yaakov)"
Exodus 13:2,"[2]That is the first to open the womb... Rashi is answering the question: Does not every infant open the womb [through its birth]? Thus he explains, “The first to open...” "
Exodus 14:2,"[2]Is Pisom... [Rashi knows this] because the verse comes to tell us at which border they encamped, yet we do not know of Pi Hachiros, for it is not mentioned in Scripture. Thus, it must be Pisom. "
Exodus 15:1,"[1]Then, when Moshe saw... Rashi is answering the question: Why did it not say אז שר (present tense)? ישיר is future tense, while אז is present tense, conveying: “then he sings.” Rashi answers: “Then, when Moshe saw the miracle, it entered his mind...” In other words, ישיר refers to his [present] thought to sing. "
Exodus 16:1,"[1]Sixty one meals... There were sixteen days of Nisan and fifteen days of Iyar until the manna first descended. This makes sixty-two meals. However, they ate their first meal in Egypt on the night of the fifteenth, and went out that morning. "
Exodus 17:4,"[4]If I wait etc... Rashi adds, “If I wait,” because otherwise it implies they will surely stone him before long — whether or not he waits [to give them water]."
Exodus 18:1,"[1]What news had he heard... that motivated him to come? (Re”m) Question: Perhaps his coming was motivated equally by all the news, not by one incident more than another? The answer is: [One Tanna says that Yisro heard of the splitting of the Sea and thus came, and another says it was the war with Amaleik (Zevachim 116a).] According to the Tannaim, וישמע יתרו means Yisro heard [especially significant] news other than what the Torah mentions afterward, for otherwise the Torah should have stated ויתרו שמע. Accordingly, the phrase following את כל אשר עשה means: “And he heard about all...” This is similar to כי הוציא, which [perforce] means: “And that Hashem brought.” Re”m asks: Why did Rashi omit the [third] opinion (in Zevachim 116a) that Yisro heard of the giving of the Torah, and thus came? Re”m offers an answer, but it seems he overlooked the dispute in Zevachim 116a as to whether Yisro came before the Torah was given, or afterward. Since Rashi stated in many places that Yisro came after the Torah was given, [Rashi gave this opinion sufficient mention. Thus] he does not need to mention it here. (See Nachalas Yaakov.) [Alternatively, Rashi says it was the splitting of the Sea and the war of Amaleik] because he is answering the question: Why is it not written either: “Yisro saw,” as in “Balak saw” (Bamidbar 22:2), or: “Yisro knew”? Rashi answers: Because Yisro heard about the splitting of the Sea and the war of Amaleik. They were one-time events, about which it cannot be said that “he saw” or “he knew.” For when Yisro came, he did not see that the Sea had split or that there had been a war with Amaleik. Now it is understandable why Rashi did not say Yisro “heard” about the manna, the well or the Torah. For [if it was referring to them] the Torah would have written, “Yisro saw,” since the manna, the well and the Torah were there for many years, and it could properly be said that he saw them. But this is not the case with the splitting of the Sea and the war of Amaleik. (Maharshal) "
Exodus 19:1,"[1]The first day of the month... [Rashi knows this] because here it is written, ביום הזה, and there (12:2) it is written החודש הזה. There it means the first day of the month, so here too it means the first day of the month. "
Exodus 20:1,"[1]Elohim refers only to Judge... Although it says: “In the beginning Elohim created” (Bereishis 1:1), and: “Elohim said to Noach” (ibid. 8:15), and: “Elohim called to him from the midst of the thorn-bush” (Shemos 3:4), see Re”m here and in 6:2 [for an explanation of these verses]. "
Exodus 21:1,"[1]It disqualifies that which preceded it. If you say: [This rule seems not true because] in Parshas Bechukosai (Vayikra 27:34) it is written, “אלה (These) are the commandments.” And in Parshas Masei (Bamidbar 36:13) it says, “אלה (These) are the commandments and the laws.” And in Parshas Matos (ibid 30:17) it says, “אלה (These) are the statutes.” And in Parshas Ki Savo (Devarim 28:69) it is written, “אלה (These) are the words of the covenant.” And in all theses cases we do not interpret it as disqualifying that which preceded. The answer is: We only interpret it this way for “אלה (These) are the histories of the heaven and the earth” (Bereishis 2:4; see Shemos Rabba 30:3), where the histories were already mentioned above, so a difficulty arose: why are they repeated and detailed? Similarly for “אלה (These) are the descendants of Noach” (Bereishis 6:9), where the descendants were mentioned above in Parshas Bereishis, so a difficulty arose: why were they mentioned again? Thus we say they were mentioned again in order to disqualify the preceding. [The meaning of “disqualify” is discussed in the next entry.] But with “אלה (These) are the commandments” and all the above verses, nothing was mentioned [preceding them that was similar to them], so אלה cannot mean to disqualify the preceding. Similarly in Parshas Devarim, where it says “אלה (These) are the words” (Devarim 1:1), we cannot interpret אלה as disqualifying the preceding, since Chumash Devarim is Mishneh Torah [i.e., its primary purpose is a repetition of the Torah]. Then why was the section of judgments placed near the section dealing with the Altar? Many difficulties arise. First, Rashi should have asked this [first, as his first comment] on the verse, “And these are the laws...” Second, perhaps [the Torah is just following] the order that these Torah sections were told by Hashem to Moshe. Third, Rashi explained straightforwardly at the beginning of Parshas Behar that the entire Torah was said by Hashem at Sinai. [So why does our verse connect only the judgments to Sinai?] Fourth, Rashi [earlier] should have said that the ו of ואלה “is a continuation of that which preceded it.” [I.e., why does Rashi need the whole word of ואלה to teach this?[ Fifth, Rashi should have explained this rule on the verse “אלה (These) are the products of the heaven and the earth” (Bereishis 2:4), or “אלה (These) are the descendants of Noach” (ibid 6:9). The answer is: The rule that אלה disqualifies (פסל) that which preceded it, means [that it minimizes that which preceded it. I.e.,] these things now to be mentioned are better and more important than those preceding things which are less significant. That is the meaning of פסל. So did Bereishis Rabba explain “אלה (These) are the products of the heaven and the earth,” and “אלה (These) are the descendants of Noach.” Here too, if the Torah had written אלה, I would think it is disqualifying [i.e., minimizing] the judgments, [since it cannot be minimizing the preceding — the Ten Commandments — which were on the highest level]. But now that the Torah wrote ואלה, it means “a continuation of that which preceded it,” saying that the judgements, too, were given in the assembly of all B’nei Yisrael, with thunder and lightning, like the Ten Commandments that preceded them. Whereas the other mitzvos were given to Moshe alone, during his forty days on the mountain. Therefore Rashi asks: “Why was the section of judgments placed near the section dealing with the Altar?” Since the section of judgments is a continuation of the Ten Commandments, why does the section dealing with the Altar interrupt them? So explained the Re’m at length. Do not allow it to enter your mind to say, I will teach them... [Rashi knows this] because for most mitzvos the Torah says, “Speak to the B’nei Yisrael and say to them,” [or similar expressions]. Thus [the repetition of] “speak” and “say” implies teaching them at least twice. If so, why did Hashem now use the [unusual] expression of “set before them”? We must say it means “to make them understand the reasons for each thing.” (Re’m) And not before the gentiles. [Rashi knows this] because “before them” refers to the seventy elders mentioned above in Parshas Yisro, who ascended the mountain with Moshe before the giving of the Torah. This is Rashi’s approach, as stated in the first chapter of Maseches Gittin. Tosafos explained that “before them” refers to the judges mentioned in a future verse: “The claims of both parties must be brought to the judges” (22:8). But according to both views, it refers to expert judges and not laymen judges. Thus you might ask that “before them” could be teaching us: “and not before laymen judges,” and certainly not before the gentiles. The answer is: Rashi himself answered this question when he explained, “And even if you know of a particular law that they render the same as Jewish law, do not bring the matter to their courts.” Rashi is saying that the Torah excluded gentile judges absolutely, even if they rule the same as Jews. But [this exclusion could not apply to laymen judges,] since one is indeed allowed to have them judge if they know a particular law as well as the experts do. "
Exodus 22:1,"[1]He was actually in the act of breaking in. This is as opposed to explaining: the thief was found in the place of breaking in. [That cannot be the meaning,] because “breaking in” is not a place, about which we could say that the thief was “found” there. Therefore, Rashi explains that he was found “in the act” of breaking in. "
Exodus 23:1,"[1]You promise him that you will be a corrupt witness. [The case is that] the claimant already has one false witness [to support his claim]. And the verse is warning this [potential second] witness: Do not join with that false witness, who is “a wicked man.”"
Exodus 24:1,"[1]On the 4th of Sivan... [Rashi knows this] because afterwards it is written (v. 3), “Moshe came and told the people...” and Rashi explains that Moshe told it to them on that same day. [And that verse goes on to say that Moshe told them] “all the words of Adonoy.” And Rashi explains that this is the command to separate from their wives. And Rashi explained earlier, in Parshas Yisro (19:9—10), that the mitzvah of separation was on the 4th of Sivan."
Exodus 25:2,"[2]לי means for the sake of My Name. Everything in the world is His, [therefore it cannot mean, “so it will be Mine.”] Setting aside. Rashi is explaining that here it does not mean “lifting up,” as it does in (29:27): “The shoulder of the terumah-offering.” (Re”m) Let them set aside from their possessions a donation. Rashi is answering the question: Since terumah here means “setting aside,” why does it not have a fixed amount, like terumah taken from grain and wine? Therefore Rashi explains that it is “from their possessions,” [not from their fields,] so it has no fixed amount. Alternatively, Rashi is answering the question: If terumah here means “setting aside,” why does the verse not state first what they are to set aside, and then write, “Have them take for Me a terumah-offering”? Thus Rashi adds the words, “From their possessions.” [This answers also a second] question: Does the verse not imply that the terumah should come from their very selves, as it is written, “A terumah-offering from every man”? Therefore Rashi explains, “Let them set aside from their possessions a donation.” This answers everything. “Have them take for Me a terumah-offering” indeed means “set aside,” as Rashi said, “Let them set aside from their possessions.” And we need not say that the terumah comes from their very selves, because it comes from their possessions. Accordingly, “From every man” is not to be read with the preceding phrase, “terumah-offering,” but with the phrase following “Whose heart impels him.” And since we might think that this setting aside is obligatory, Rashi tells us that it is a good-will donation, as implied by, “Whose heart impels him to generosity.” (Re”m) The same root as נדבה... It is as if it said ינדבנו, for the נ is represented by the dagesh of the ד. The expression תרומה is mentioned here three times... However, Scripture explains here only the “terumahoffering for the mishkon — the donation of each individual.” Otherwise, [if it does not allude to three different terumah-offerings,] why does it say תרומתי and וזאת התרומה? Scripture should have written: ויקחו לי תרומה מאת כל איש אשר ידבנו לבו זהב וכסף ונחשת. The thirteen items mentioned... [Question: Are there not fifteen items listed here? The answer is:] Greenish-blue, dark red and crimson are all of wool, just with different dyes [so they count as one]. Another answer: The onyx stones and filling stones were brought by the leaders of the tribes, while Rashi is counting what the public donated."
Exodus 26:1,"[1]Thus you have four kinds [of material] together in each and every thread... Explanation: all were entwined [into one thick thread], for it is written, “Twined.” The ו of ותכלת has the meaning of ב. Thus the verse conveys: “Fine linen entwined with greenish blue, dark red, and crimson.” It is like the ו in ה' שלחני ורוחו (Yeshaya 48:16), which means: “Hashem sent me with His spirit.” Similarly,ה' וכלי זעמו  (ibid. 13:5), which means: “Hashem with His weapons of wrath.” Which is done through needlework... In which the image appearing on both sides is the same.A lion on this side and an eagle on the other side. Re”m writes: “According to [what Rashi wrote on Yoma 72b], it does not mean specifically ‘a lion on this side and an eagle on the other side.’ It just means various images... However, I do not know why the verse calls these various images ‘cherubim,’ if ‘cherubim’ means images of children. Onkelos translates כרובים as כרביא, [‘like children,’] and so Rashi wrote on 25:28, and so it says in Chagigah 13b.” But it seems to me that the mishkon’s drapes had only the four images of the Heavenly Chariot: man, lion, ox and eagle, [all of which are referred to as “cherubim”; see Yechezkel 10:20.] Rashi meant specifically “a lion on this side and an eagle on the other side.” "
Exodus 27:1,"[1]It states concerning the inner [altar]: “square”... [This interpretation is made] because the word “square” in both places is [extra and is therefore] available for a gezeirah shavah. For it is written here, “Five amohs long, and five amohs wide,” so why does it also say, “Square”? This shows the word is available [for a gezeirah shavah]. And it is available there as well. For it is written (30:2), “It shall be one amoh long and one amoh wide,” so why does it also say, “Square”? This shows that it too is available [for a gezeirah shavah]. Since the word is available for a gezeirah shavah on both sides, it may be interpreted even contrary to the verse’s plain meaning."
Exodus 28:1,"[1]After the work of the mishkon is completed. But not now. [Rashi knows this] because they were taken [as kohanim] only by means of the garments and the mishkon, as it is written (v. 4): “Make sacred garments for your brother Aharon...” [See Rashi on v. 3.] (Re”m)"
Exodus 29:1,"[1]They are of two different גִזְרוֹת... I.e., two different word roots. One is קיחה and the other is לקיחה. To atone for the act of the calf... Rashi is answering the question: Why is a bull taken, and not another type of animal? [Rashi answers as he does] because “bull” means the same as “calf” whenever it is not written “less than a year old” [for the calf. Question: How can a bull be used for this purpose?] An accuser cannot become a defender. Re”m answers: That rule applies only to service done inside [the ohel moed], not to service done outside [in its courtyard]. Later, in parshas Tzav, I will explain this further, God willing. "
Exodus 30:1,"[1]To raise up on it burning... [Rashi knows this] because it does not say מזבַח as it does with מזבַּח העולה (38:1). Consequently, מזבֵּחַ is not connected with מקטר קטרת. It can connect only if we add the word להעלות (to raise up), so that it conveys: “An altar which is in order to raise up on it burning incense.” This is as Rashi explains: “Burning — smoke of incense.” "
Exodus 31:2,"[2]To do My work... Rashi is answering the question: Why does it not say קראתי שם לבצלאל — “I gave a name to Betzalel”? Therefore he explains that it means: “I have called [someone] by name to do My work.” And whom did I call? Betzalel."
Exodus 32:1,"[1]Six hours have already come... I.e., the word בשש connotes באו שש (six have come). And taught us the way... Rashi is answering the question: First it is written עשה לנו אלהים אשר ילכו לפנינו. Accordingly, it should then say כי זה משה האיש שהלך. This way it would convey: “Moshe, the man who once went before us, has now died. Therefore, make us gods who will go before us.” Why is it written אשר העלנו מארץ מצרים? Therefore Rashi explains that אשר העלנו מארץ מצרים is not to be understood literally; rather it means that Moshe taught us the way to go."
Exodus 33:3,"[3]Do I tell you to bring them up. [Rashi is explaining] that this connects to v. 1: “Leave, go up from this... to the land of which I swore.” It does not connect to what immediately precedes, [for then it would convey:] “And I will drive out the Canaanites... to a land flowing with milk and honey.” For this reason I say to you... I.e., this gives the reason for (32:34), “Behold, My angel will go before you.” It is because, “I will not go up among you... I may destroy you.” This does not connect to what immediately precedes, rather to (v. 1): “Leave, go up from this.” And you are rebellious against Me... [Question:] It is written in 34:9, “Let my Master go among us, for (כי) it is a stiff-necked people.” Does this not show the contrary to be true, that being stiff-necked makes it fitting for God to go among them, thereby contradicting what it says here? [The answer is:] Rashi already resolved this by explaining that the כי written there means “if,” conveying: “Since You bear iniquity... if they will be a stiff-necked people and rebel against You... You will forgive our iniquity.” (Re”m) "
Exodus 34:2,"[2]Prepared. As in, “Send portions of food to he who has nothing prepared (נכון) for him” (Nechemiah 8:10). As opposed to its [other] meaning, “correct,” as in: “If in fact the report is true and correct (נכון)” (Devarim 13:15). "
Exodus 35:1,"[1]On the day following Yom Kippur. [Rashi knows this] because it is written above, “When Moshe came down from Mount Sinai” (33:29), and that was on Yom Kippur. And this verse relates back to that event, because [when the Torah finishes the account of Moshe’s coming down, immediately] afterwards it is written, “Moshe assembled...” Thus we see it was the day following Yom Kippur. (Re”m) Furthermore, the assembly was mainly for donating toward the work of the mishkon so that the donated gold should atone for the gold given for the Calf. Therefore, we may assume it happened immediately after Moshe came down from the mountain, in order to atone right away for the incident of the Calf, and so that Hashem’s anger against Yisrael should be removed. See 31:18 [Rashi there]: [“On Yom Kippur, God reconciled Himself to Yisrael. The next day they began donating to the mishkon.”] You might ask: How did Moshe have time to assemble them and tell them to donate to the mishkon? The day after Yom Kippur he sat to judge the people all day, as it says: “On the following day Moshe sat to judge ... from morning until evening” (18:13). And Rashi there explains, “It was the day following Yom Kippur,” and goes on to prove it. The answer is: Rashi there answers it himself by saying that “From morning until evening” [is not to be understood literally. Rather, it] is to teach us that “every judge who judges correctly and truthfully is ... as if he were involved in Torah study the entire day...” It (ויקהל) is in the causative form... Explanation: Rashi’s main proof is that it is vowelized וַיַּקְהֵל rather than וַיִּקְהַל. The pasach indicates the causative form, as in וַיַּסַּע משה את העם (15:22), and אשר המה מַלִינִים (Bamidbar 14:27), which are also in the causative form. The correct version of this in Onkelos is: ואכניש. Re”m writes: “I do not understand what Rashi means by this.” Nachalas Yaakov writes: It seems to me that Rashi wrote this because he saw two versions of Onkelos. Therefore he proves that the correct version is [the causative form] ואכניש, not וכנש. Similarly in Bamidbar 16:19, וַיַקְהֵל עליהם קרח, Onkelos writes ואכניש. But in Bamidbar 20:10, וַיַּקְהִילוּ ... אל פני הסלע, Targum Onkelos and Targum Yonasan both say וכנשו. "
Exodus 36:5,"[5]More than is... The מ [of מדי] means “more than,” as in (Bereishis 29:30), “He loved Rochel more than Leah (מלאה).” Rashi adds the phrase, “What was needed for,” because the people brought only what was needed for the work, not the [completed] work itself."
Exodus 37:1,"[1]Because he extended himself for the work... I.e., throughout the section it is written, “He made,” but it is not written “Betzalel” as it does about the ark. This is because they [the other items] do not have as much sanctity as the ark, so Betzalel did not wish to exert himself as much in making them. Instead, Betzalel showed Oholiav and the other disciples [what to do], and they made them. But the ark possessed great sanctity, so Betzalel personally exerted himself over it and extended himself more for the work.Their purpose is to incite the evil inclination... You might ask: The כומז, which is in the shape of the woman’s private parts, is even more repulsive. [Yet, Moshe readily accepted the כומז.] Why did Moshe not find it repulsive? The answer is: About the כומז it is written that the women brought it together with bracelets, nose-rings and fingerrings. Then it was all melted down together by fire, and the כומז became nullified among them. Here, however, they did not bring any copper other than the mirrors. An alternative answer: The כומז is for nullifying the evil inclination. I.e., it [guards the private parts and] prevents from coming to lewdness. But the mirrors facilitate lewdness, so Moshe found them repulsive. God said to him: Accept. Meaning: you should accept them.Entice him (ומשדלתו) with words. ומשדלתו means verbal seducement, for Onkelos translates (22:15) כי יפתה [as ארי ישדל.] That is the intent of what is said: “By the mirrors of the צובאות”... I.e., הצובאות comes from צבאות (hosts). במראות הצובאות conveys: with the mirrors from which very many hosts came. Whose husband expressed jealousy and she nevertheless concealed herself... I.e., he who expresses jealousy to his wife then tests her with these cursing waters, as written in Bamidbar 5:17. Onkelos also translates it this way: במחזית of the women... I.e., also Onkelos translates מראות to mean mirrors used by women for adorning themselves. For he translates והגליונים as מחזייתא, and והגליונים are surely mirrors used by women for adorning themselves. To bring their contribution. Rashi means as follows: the word צבאו comes from צבא (host). I.e., people gathering together. And [this raises the question:] why did he gather them together? Thus Rashi explains: to bring their contribution to the entrance of the Tent of Meeting."
Exodus 38:28,"[28]The splendid turbans. Rashi needed to explain this so we will not mistakenly think that פארי means as it does in, “He will cut the branches (פארה) with terror” (Yeshaya 10:33). Thus Rashi explains that it means, “The splendor of the turbans.” פארי is the plural of פאר, and means the same as פארים (splendors). Rashi says, “The splendid turbans,” because if the turbans were not splendid, there would not be any פארים [at all, since פארים is not an object that stands on its own] — and in that case it would not say פארי המגבעות."
Exodus 39:29,"[29]Moshe performed the service... [Accordingly,] when it is written here, “He burned the incense of spices upon it” (v. 27), it refers to Moshe, who burnt the incense during the seven days of the Installations before Aharon was anointed. And even on the eighth day, when Aharon began to burn incense, Moshe still burnt the incense [and brought the offerings] except for those which Aharon was commanded specifically for that day. Aharon and his sons brought [only] the offerings that they were commanded specifically for that day. The daily burnt-offering. This, as opposed to the burnt-offering of Aharon and the burnt-offering of the people, which, on the eighth day, were offered by Aharon — not Moshe — as stated in parshas Shemini. The mincha of the libations of the tamid... [Rashi knows this because] even though there are many [kinds of] meal-offerings, nevertheless since it is written, “And a meal-offering,” without specifying it further, it is speaking of the mincha of the tamid. If it was a mincha that comes separately, it should be mentioned separately, [i.e., by name], since it is not subsidiary to another offering. Perforce, it is speaking of the mincha of the tamid, which is part of the tamid burnt-offering as it says (Bamidbar 28:4—5), “Offer one lamb in the morning ... and one tenth of an eiphah of fine flour as a meal-offering...”Their encampment is also called מסע... Rashi is answering the question: While Yisrael traveled, the cloud did not rest. Rather, B’nei Yisrael encamped only when the cloud rested, and in that place. Why does the verse say, “In all their travels,” implying that the cloud rested even while they traveled? Rashi answers, “Their encampment is also calle מסע.” Accordingly, the verse conveys, “In all their encampments.” It does not mean literally, “In all their travels,” because then the cloud was not upon the mishkon."
