Assumed to be correct references,Siftei Chachamim comment
Exodus 12:2," נתקשה משה כו' ותהי' ראוי' לקדש.@rs הרא""ם האריך לפלפל וכו' ודבריו אין להם קישור וכו'. אבל לי נראה מבואר הוא שצריך חכמה ובינה יתירה לעיני העמים מהא דאמרי' בר""ה @mr(כ:)@rm א""ר זירא אמר רב נחמן כ""ד שעי מכסי סיהרא, לדידן שית מעתיקא ותמני סרי בחדתא, ולדידהו שית מחדתא ותמני סרי מעתיקא. הרי שבזה השיעור הי' מתקשה, אם בשיתא לאחר המולד ואם בתמניא סרי לאחר המולד וכו'. [נחלת יעקב ע""ש]: "
Exodus 13:2," שפתח את הרחם כו'.@rs דקשה לרש""י, הא כל עובר פתח את הרחם. לכן פי' תחלה: @srלעצמי קניתים כו'.@rs דקשה לרש""י, הא כל דבר שבעולם שלו הוא. ועל זה פי' לעצמי קניתים, כלומר אף אם לא הקדיש אותו הוא קדוש, אך קדש לי כל בכור כדי שתקבל שכר: "
Exodus 14:2," הוא פיתום כו'.@rs דהא הפסוק רוצה להגיד לנו באיזה גבול היו חונים, ועדיין אין אנו יודעין פי החירות, דלא הוזכר פי החירות במקרא. אלא ודאי הוא פיתום: @srעל שם שנעשו שם בני חורין כו'.@rs לפי שבאותו מקום היה עבודת אלילים שלא היה מניח לברוח אפילו עבד, ולכך נקרא פיתום, שהוא נוטריקון פה סתום. ועכשיו נעשו בני חורין שם, ע""י שהקב""ה היה מהפך הכוכב מצרים בשמים, ועכשיו הוא נקרא פי החירות, על שם החירות. ואין להקשות למה לא יהא נקרא חירות, וגם קודם לכן למה לא יהא נקרא סתום, ולמה נקרא פיתום. ומפרש והולך שהיו שני סלעים כו' והגיא שביניהם הוא כמו פה: @srהוא נשאר מכל אלהי מצרים כו'.@rs ר""ל, אע""פ שכתוב @mr(לעיל יב, יב)@rm ובכל אלהי מצרים אעשה שפטים, מ""מ הוא נשאר וכו': "
Exodus 15:1," אז כשראה כו'.@rs דקשה לרש""י, דהוה ליה למימר אז שר, דישיר משמע לעתיד, ואז לשון הוה הוא, דאז שר. ומתרץ אז כשראה הנס, כלומר דישיר קאי אמחשבה: @srוכן עשה ויאמרו לאמר כו'.@rs רוצה לומר, דהא מיד כתיב אחריו אשירה: @srמכאן רמז לתחית המתים כו'.@rs פירוש ישיר משמע לעתיד: "
Exodus 16:1," ששים ואחת סעודות כו'.@rs אף על פי שנשארו ט""ז יום מניסן, ומאייר היו ט""ו ימים עד ירידת המן, וא""כ הוא ס""ב סעודות. סעודה ראשונה היו אוכלים אותו במצרים, דהיינו ליל ט""ו, ובט""ו שחרית יצאו: @srויום א' בשבת היה כו'.@rs מדכתיב ששת ימים תלקטו אותו, וביום השביעי לירידתו שבת הוא, ולא יהי' בו. הקשה הרא""ם, שמוכח מהאי קרא שט""ו באייר שנסעו מאילם ובאו למדבר סין יום שבת היה, וקשה והא כבר נצטוו במרה על שבת וכו'. ושמא יש לומר דבחמשה עשר יום לחדש השני דכתיב בקרא, לא קאי אלא אויבואו, אבל נסיעתן לא היה אלא בששי בשבת, דהיינו בי""ד יום. [ועיין מזה בנחלת יעקב]: "
Exodus 17:4," אם אמתין כו'.@rs הוסיף מלת אם אמתין, דבזולת זה משמע דבודאי יסקלוהו אחר זמן מועט, אם ימתין או לא ימתין: "
Exodus 18:1," מה שמועה שמע ובא.@rs פירוש שבשבילה נתעורר לבא. [רא""ם]: ואכתי קשה, דילמא בשביל כל השמועות בשוה בא, ולא עדיף חדא מאינך וכו'. ונראה, דס""ל להני תנאי דוישמע יתרו פירושו, ששמע שמועה אחרת שלא נכלל במאמרים הבאים. דאם לא כן הוה ליה למימר ויתרו שמע את וכו', אלא שמע ענין אחר. והא דכתיב את כל אשר עשה, פירוש ואת כל וכו'. כמו כי הוציא, פירושו וכי הוציא. לכך זה אמר שמע קריעת ים סוף, וזה אמר שמע מלחמת עמלק. ומה שהקשה הרא""ם למה השמיט הרב דעת מאן דאמר שמע מתן תורה ובא, ותירץ וכו'. ונראה דאישתמיטתיה להרא""ם הפלוגתא בזבחים @mr(קטז.)@rm אי יתרו בא קודם מתן תורה או לאחר מתן תורה. והרב סתם כמה פעמים שלאחר מתן תורה בא, לא הוצרך כאן להזכיר מתן תורה. [נחלת יעקב. ועיי""ש]: דקשה לרש""י למה לא כתיב וירא יתרו כמו וירא בלק @mr(במדבר כב, ב)@rm, או וידע יתרו. ומתרץ, לפי ששמע קריעת ים סוף ומלחמת עמלק, שהן דברים שהיו לפי שעה, ולא שייך למכתב וירא או וידע, שהרי כשבא ליתרו לא ראה שנקרע הים או מלחמת עמלק. והשתא אתי שפיר דלא פירש ששמע ירידת המן ובאר ותורה, דא""כ הוה ליה למימר וירא, שהרי ירידת המן ובאר ותורה היה להם כמה שנים, ואז הוי שייך למיכתב בו וירא. אבל כיון ששמע קריעת ים סוף ומלחמת עמלק, לא יכול לכתוב וירא או וידע. וק""ל. [מהרש""ל]: @srשבע שמות נקראו לו כו'.@rs אבל בפרשת בהעלותך @mr(במדבר י, כט)@rm כתב ושני שמות היו לו, כמו ששנינו בספרי @mr(בהעלותך עח)@rm: @srהוסיפו לו אות אחת על שמו.@rs תימא אם כן אין כאן כי אם ששה שמות, מכיון דקודם גירותו היה נקרא יתר, לא היה נקרא יתרו, ואחר גירותו שהיה נקרא יתרו לא היה נקרא יתר, ולא היה ראוי למנותם לשני שמות, כמו שאין ראוי למנות אברם אברהם לב' שמות וכו'. [הרא""ם]. והניח הדבר בצ""ע. נראה לי דלא קשה מידי, דהא לא כתב רש""י ז' שמות יש לו, אלא ז' שמות נקראו לו. משמע, נקראו לו קצת לפני גרותו וקצת לאחר גרותו. [עכ""ל מהרש""ל]. ולי נראה, דאין מזה ראייה ששם יתרו קודם שנתגייר היה יתר, דילמא שם אחר היה לו, וכמו שפירש הכא, ולעיל בפרשת ואלה שמות @mr(ד, יח)@rm גבי וישב משה אל יתר חותנו, ושם פירש רש""י גם כן כי ז' שמות נקראו לו, וזה היה קודם שנתגייר, וקודם שיתר פרשה בתורה. אלא על כרחך צריך לומר דשם אחר היה לו, אך התורה קראה אותו בשם יתר על שם העתיד. ואמת הוא, מיד כשבא למחרתו, כשישב משה לשפוט את העם, ונתן לו עצה בדבר המשפט, מיד נקרא שמו יתר, על שם שיתר הפרשה זו בתורה. ועדיין לא נתגייר. ואחר שנתגייר הוסיפו לו עוד אות וי""ו. ולא היה שמו של ע""א יתר אלא שם אחר הי' לו, וז' שמות נקראו לו בלא שם ע""א. ואל תקשי, והא לעיל בפרשת שמות גבי וישב משה אל יתר חותנו, דמשמע ששם ע""א הוה יתר. אין ראייה, דהא התם כתיב נמי @mr(ג, א)@rm ומשה היה רועה את צאן יתרו, אלא ודאי על שם העתיד, וכדפירשתי. ודו""ק. [נראה לי]: @srוחובב הוא יתרו כו'.@rs שלא תאמר חובב בנו של יתרו היה. וכן פי' בהדיא לקמן @mr(פסוק יג)@rm בפסוק ויהי ממחרת וגו': @srוי""א רעואל אביו של יתרו הי' כו'.@rs וקשה, א""כ לא היה לו אלא ו' שמות. וי""ל דרש""י מפרש המכילתא, דתניא במכילתא שלא היה לו רק שני שמות, חובב ויתרו. ומסתמא הוא סובר, שנקרא ג""כ בשם יתר כדכתיב וישב משה אל יתר חותנו, אלא שהוא סובר שיתר ויתרו אחד הוא, כמו אברם אברהם. וא""כ קשה, והא כתיב ותבאנה אל רעואל אביהן, א""כ משמע בהדיא שנקרא רעואל. בשלמא שאר שמות י""ל דמשפחתו נקראת כך, דלא כתיב אצלן אביהן, אבל רעואל קשה. לכן פירש וי""א רעואל אביו כו'. [מהרש""ל]: @srכאן היה יתרו מתכבד במשה כו'.@rs אע""פ שאין הפרש בין וישמע יתרו חותן משה, ובין וישב משה אל יתר חותנו, שבשניהם יחד יתרו הוא הנודע עם משה, לא משה עם יתרו, שפי' חותנו כמו חותן משה, מ""מ יש הפרש מצד הסיפור, שאם הסיפור על משה ומזכיר את יתרו בשם חותנו, נראה שכוונת המספר לכבד את משה, ואם הספור הוא על יתרו ומזכיר את יתרו בשם חותן משה, נראה שכוונת המספר הוא לכבד את יתרו: @srשקול משה כנגד כל ישראל.@rs דאם לא כן לא הוה ליה למימר רק לישראל, שהרי משה בכלל ישראל הוא, אלא לומר לך שקול וכו'. והא דמהפך רש""י ומפרש שלא על סדר המקרא. י""ל דקשה לרש""י, דודאי את כל אשר עשה קאי על אשר הוציא אותן ממצרים, ובהוצאה שייך להקדים ישראל, דהא ההוצאה מהשיעבוד היה לישראל, ולא למשה ולשבטו, דהא לא היו המצרים משעבדים בשבטו של לוי, כמו שפי' רש""י בפרשת שמות @mr(לעיל ה, ד)@rm. בשלמא אי הוה אמרינן דמשה היה חשוב יותר מכל ישראל, הוה אתי שפיר דהקדים משה לישראל, אבל השתא דאמרי' דהי' שקול כנגד כל ישראל ולא היה חשוב יותר, א""כ היה לו להקדים ישראל, להיות, עיקר ההוצאה היתה לישראל, כדפי'. ואין לומר דאיצטריך להקדים משה לישראל ללמד ששקול משה נגד כל ישראל, דהא יש ללמוד זה מדהוציא משה מכלל ישראל, כדפירשתי לתירוץ ראשון. ומתרץ רש""י דאת כל אשר עשה לא קאי אהוצאה, אלא קאי אירידת המן וכו', דשייך לכולהו, למשה כמו לישראל, דהא בההיא טובה היו כולם שווים. ולכך הקדים משה לישראל כי עיקר העשייה היא למשה, שהסיר השם תלונות ישראל מעליו במן ובבאר, ועמלק שנצחו משה שהוא היה בישורון מלך בתפילתו, ובלבל לו השעות, כדאיתא במדרש וק""ל: @srלהם.@rs כתב להם במקום למשה ולישראל עמו, כדי שלא יאריך בדבור, כמ""ש בפרשת וארא @mr(לעיל ו, ג)@rm אל האבות במקום אל אברהם ואל יצחק ואל יעקב. [רא""ם]: פירוש, כדי שלא תאמר למשה בפני עצמו עשה ניסים, וישראל ג""כ בפני עצמם, לכן אמר להם, לכללם יחד, שמה שעשה לזה עשה לזה. [גור אריה]: @srזו גדולה על כולם.@rs דקשה לרש""י למה הוציא יציאת מצרים מן הכלל, אלא להגיד זו גדולה וכו'. ומה שהכריח רש""י לזה, הוא מפני שפתח באת כל אשר עשה וסיים כי הוציא, דמשמע שעשה גם שאר ניסים, דאם לא כן מאי כל: "
Exodus 19:1," בראש חודש כו'.@rs כתיב הכא ביום הזה, וכתיב התם @mr(לעיל יב, ב)@rm החודש הזה לכם, מה להלן בראש חודש אף כאן בר""ח: @srמהו ביום הזה כו'.@rs איתא במכילתא ביום הזה באו מדבר סיני, ראש חודש היה, לכך נאמר בחודש השלישי. נראה לי דהכי פירושו, מדכתיב בחדש השלישי וגו' ביום הזה, ולא נכתב באיזה יום היה, הוי אומר לא בא הכתוב לסתום, אלא לפרש דראש חודש היה, כי ר""ח נקרא חדש, כמו @mr(ש""א כ, יח)@rm מחר חדש, וכן @mr(מ""ב ד, כג)@rm לא חדש ולא שבת וכו'. וז""ש בחדש השלישי. ולכן פריך הרב, א""כ לא הוה ליה למימר אלא ביום ההוא, כיון שנשמע שהי' ר""ח בלי גזירה שוה. אלא שיהיו ד""ת וכו'. ובזה יתורצו קושיות הרא""ם. [נחלת יעקב]: "
Exodus 20:1," אין אלהים אלא דיין כו'.@rs והא דקאמר @mr(בראשית א, א)@rm בראשית ברא אלקים, וגבי נח @mr(שם ח, טו)@rm וידבר אלקים אל נח, ובסנה @mr(לעיל ג, ד)@rm וירא אלקים מתוך הסנה, עיין כל זה בהרא""ם כאן, ובפ' וארא @mr(לעיל ו, ב)@rm: @srואם לאו אינו מקבל כו'.@rs פי' דהיינו שלא בעידן ריתחא, אבל בעידן ריתחא אין שום מצוה שאין מענישין עליה, וראיה מפרק התכלת @mr(מנחות מא.)@rm ע""ש: @srמה ת""ל עוד אנכי ולא יהי' לך כו'.@rs כלומר, הואיל וכולן בדיבור אחד נאמרו, למה כתיב במקום אחר @mr(תהלים סב, יב)@rm אחת דבר אלקים שתים זו שמעתי, דמשמע דוקא אנכי ולא יהי' לך נאמרו בדבור אחד, והא כולן בדברו אחד נאמרו. ומתרץ שחזר ופי' כו', כלומר, דודאי כולן בדבור אחד נאמרו, ובפרישה שפירש לנו הקב""ה, לא שמענו מפי הקב""ה כי אם שתים, והשאר משה פרשן: @srעל הן הן וכו'.@rs דקשה לרש""י דבכל מקום שכתוב וידבר הוא הכלל, ולאמר הוא הפרט, והכא הפרט כתיב בהדיא, את כל הדברים האלה, אם כן למה חזר וכתב לאמר, שמורה על דבר פרטי, אלא לדרוש. [רא""ם]: "
Exodus 21:1," פסל את הראשונים כו'.@rs וא""ת והא בפ' בחקותי כתיב אלה המצות ובפ' מסעי כתיב אלה המצות והמשפטים ובפ' מטות כתיב אלה החוקים ובפ' כי תבא כתיב אלה דברי הברית וגו' ולא דרשינן שם שפסל את הראשונים. וי""ל דלא דרשו כן אלא גבי אלה תולדות השמים משום דקשה להם דהא כבר חשב התולדות למעלה א""כ למה נאמר אלה תולדות השמים ופרט אותם וכן גבי אלה תולדות נח דחשיב נמי תולדות נח לעיל בפרשת בראשית וא""כ למה חשב אותם פעם שנית אלא לפסול וכו' אבל בכל אלה דלעיל אלה המצות לא חשיב כלום מ""ה אין לפרש שהוא פסל את הראשונים וכן בפרשת אלה הדברים ליכא למימר דפסל את הראשונים דהא אלה הדברים משנה תורה הוא: @srולמה נסמכה פר' דינין כו'.@rs והרבה יש להקשות חדא דהי' לו להקשות קושיא זו על הקרא דואלה המשפטים. וע""ק שמא כסדר הזה נאמרו לו. וע""ק בתחלת פרשת בהר פירש רש""י בפשיטות שכל התורה כולה נאמרה מסיני וע""ק הל""ל וי""ו מוסיף על ענין ראשון. וע""ק דהי' לו לפרש זה בפרשת בראשית גבי אלה תולדות השמים והארץ וגומר או גבי אלה תולדות נח. וי""ל ה""פ דכל מקום שנאמר אלה מיעוט הוא כלומר אלה הם טובים וחשובים במעלה אבל שלפניהם אין כ""כ חשובים במעלות וכשרות כלומר שפסל את הראשונים וכן אלה תולדות השמים מפורש בב""ר נמי כן וכן אלה תולדות נח ואם כן ה""נ אי כתיב אלה ה""א שפוסל וכו' אבל עתה שכתוב ואלה לאו מיעוט הוא אלא מוסיף וכו' שניתנו במעמד כל ישראל ובקולות וברקים כמו שנתנו עשרת הדברות לאפוקי שאר מצות ניתנו למשה לבדו בהר סיני באותן מ' יום שהיה בהר וא""כ תקשה לך למה נסמכה כו' הואיל ומוסיף על עשרת הדברות דלעיל מיניה למה הפסיק בפרשת מזבח (רא""ם) והאריך שם: @srלא תעלה ע""ד לומר אשנה להם כו'.@rs משום דרוב מצות כתיב גבייהו דבר אל בני ישראל ואמרת אליהם דבר ואמרת משמע לכל הפחות ב' פעמים ואם כן למה ליה להקב""ה לומר שתשים לפניהם אלא ע""כ להבינם טעמי תורה רא""ם: @srולא לפני נכרים כו'.@rs ר""ל לפניהם קאי אשבעים זקנים הנזכרים לעיל בפרשת יתרו שעלו עמו להר קודם מתן תורה כן הוא לפי שיטת רש""י רפ""ק דגיטין והתוספות פירשו דלפניהם קאי אשלמטה אאלקים דכתיב בסמוך עד האלקים יבא דבר שניהם וסוף דבר בין לפירוש רש""י ובין לפירוש התוספות קאי דוקא אמומחין ולא אהדיוטות. וא""ת דילמא לפניהם ולא לפני הדיוטות וכ""ש לפני עובדי אלילים. וי""ל דרש""י עצמו מתרץ הקושיא זו במה שפירש ואפי' ידעת כו' ר""ל הקרא ממעט אותו לגמרי אפי' ידעת בדין כו'. אבל בהדיוטות אם ידעת שיודעין בדין אחד כמומחין רשאי לבא לפניהם: "
Exodus 22:1, כשהיה חותר את הבית.@rs לאפוקי שלא תפרש אם ימצא הגנב בחפירה כי החפירה אינה מורה על מקום עד שיאמר בו אם ימצא בו לפיכך פי' שימצא בעת החפירה: 
Exodus 23:1," שהבטיחהו להיות לו עד חמס.@rs ר""ל שהיה לו כבר עד אחד שהוא עד שקר קמזהיר לעד זה שאל תשתתף עם אותו עד שקר שהוא רשע: "
Exodus 24:1," ובד' בסיון כו'.@rs מדכתיב אחריו ויספר לעם ופירש רש""י בו ביום. את כל דברי ה' זו מצות פרישה ומצות פרישה בד' בסיון היה כדפירש רש""י לעיל בפרשת יתרו: "
Exodus 25:2," לי לשמי.@rs דהא כל דבר שבעולם שלו הוא: @srהפרשה.@rs בא לומר שאל תפרשהו ל' תרומה והגבהה כמו שוק התרומה. רא""ם: @srיפרישו לי מממונם נדבה.@rs דק""ל כיון דתרומה דהכא הוא הפרשה וא""כ נאמר שהוא דבר שיש לו קצבה כמו תרומות גורן ויקב לכן פירש מממונם ואין כאן שום קצבה. א""נ דקשה לרש""י כיון שפי' התרומה הפרשה הל""ל בתחילה ענין הפרשתם ואח""כ היה לו לכתוב ויקחו לי תרומה ומלת ממונם שמוסיף רש""י על הפסוק משום דקשה ליה דפשוטו של פסוק משמע שהתרומה יהיה מגוף האיש כדכתיב תרומה מאת כל איש ומתרץ יפרישו לי מממונם נדבה ובזה מתורץ הכל דויקחו פי' הפרשה כמו שנקט יפרישו ואל תאמר נמי שהתרומה באה מגוף האיש אלא ממונם ומאת כל איש לא קאי אמלת תרומה דלעיל מיניה אלא קאי אידבנו דלמטה ומפני שההפרשה אפשר שתהיה בחיוב אמר שהיא נדבה כנרמז מאשר ידבנו לבו. רא""ם: @srל' נדבה כו'.@rs כאילו אמר ינדבנו והנו""ן מובלעת בדג""ש הדל""ת: @srג' תרומות אמורות כאן כו'.@rs ולא פי' מהן כי אם תרומות המשכן שהוא נדבת כל א' וא' דאל""כ תרומתי וזאת התרומה ל""ל הוי ליה למכתב ויקחו לי וגו' ידבנו לבו זהב וכסף וגו': @srי""ג דברים האמורים כו'.@rs דתכלת וארגמן ותולעת שני כולן של צמר היה אלא שחלוקין בצבעין. ועי""ל דאבני שוהם ואבני מלואים הנשיאים הביאו ורש""י לא קחשיב אלא מה שהציבור נדבו: "
Exodus 26:1," הרי ד' מינין בכל חוט וחוט כו'.@rs פי' שכולן היו שזורין יחד כדכתיב משזר וי""ו ותכלת במקום ב' כאילו אמר שש משזר בתכלת וארגמן וגו' כוי""ו ה' שלחני ורוחו כמו ברוחו ה' וכלי זעמו כמו בכלי זעמו: @srשהוא מעשה מחט כו'.@rs שהפרצוף שוה מב' צדדין זה דומה לזה: @srארי מצד זה ונשר מצד זה כו.@rs כתב הרא""ם ולפ""ז האי דנקט ארי מצד זה ונשר מצד זה לאו דוקא אלא צורות בעלמא וכו'. אבל לא ידעתי איך כינה הכתוב שאר צורות בשם כרובים אם פירוש כרובים הוא צורות ילדים שתרגומו כרביא כמו שכתב רש""י ז""ל וכמו שהוא מבואר בפ' אין דורשין עכ""ל. ונ""ל שלא היו מצויירין ביריעות המשכן שום צורות רק צורות המרכבה שהם ד' אדם אריה שור נשר והא דנקט רש""י ארי מצד זה ונשר מצד זה הוא דווקא וכו': "
