Assumed to be correct references,Siftei Chakhamim comment
Genesis 12:1," It is there that I will make you into a great nation@p3. Rashi is explaining his comment of above: “For your own benefit, for your own good.” What is the good? “I will make you into a great nation.” And what is the benefit? “I will make your character known to the world.” Since the next verse elaborates by saying, “I will make you into a great nation . . . and make your name great,” we learn that it was for this purpose that Hashem told Avraham to go there. The [repetitive phrase] @hh לך לך@ee does not present a difficulty, for [similarly] it is written in Shir HaShirim 2:11: @hh הגשם חלף הלך לו@ee . Thus we could explain the phrase @hh לך לך@ee is common in Scripture. Nevertheless we explain [such a phrase] where possible, [as Rashi does here]. So wrote @ITRe’m@it, but it seems to me that it indeed presents a difficulty everywhere it appears. With @hh הגשם חלף הלך לו@ee , it means that the rain ceased, following its nature and inclination. But here, Hashem told Avraham to “Go from your land” against his will, [so that explanation does not fit]. Thus Rashi explains, “For your benefit . . .” The @ITMaharshal@it writes: There is a difficulty with Rashi’s first explanation, [“It is there that I will make you into a great nation.” For in v. 2,] we need to insert the phrase, “@ITIt is there that.@it” Thus Rashi offers the second explanation, “I will make your character known to the world.” But according to this explanation, a question arises: What is meant by (v. 2), “I will make you into a great nation”? Therefore, Rashi needs both explanations. "
Genesis 13:1," To arrive at the south of Eretz Yisrael.@p3 Rashi is answering the question: Avraham was [already] in the south, for Egypt is south of Eretz Yisrael and in the south of the world. Accordingly, why is it not written, “Avraham went up north”? Thus Rashi explains, “To arrive at the south of Eretz Yisrael.” "
Genesis 14:1," Who told Avraham, “Jump . . .”@p3 Rashi is answering the question: Was not Nimrod [not Amraphel] the king of Shinar? "
Genesis 15:5," But @p3@BO@ITAvraham@bo@it@BO @bo@BO@ITwill@bo@it@BO have a son@bo. Although he had Yishmael while he was still called Avram, it says in Kiddushin 68b: “Your son from a nonJewess is not called your son.” Therefore, Yishmael could not be his heir. @BOThis explains the use of the term @bo@hh הבטה@ee@BO : from above to below@bo. You might ask: If so, why does it say (Bamidbar 21:9), “He would look (@hh והביט@ee ) upon the copper snake and live,” [although he was lower than the snake]? The answer is: It means the @ITcopper snake@it would “look” upon him. And why is it written (Tehillim 34:6), “They looked (@hh הביטו@ee ) to Him and became radiant,” which is from below to above? The answer is: Hashem is found everywhere. (@ITsource unknown@it) But @ITRe’m@it explains: Rashi is saying that the @hh הבטה@ee mentioned @IThere@it is from above to below, [but not everywhere else]. "
Genesis 16:1," She was Pharaoh’s daughter . . . @p3 Rashi knows this because it is written @hh לה שפחה@ee , even though everything a woman acquires belongs to her husband, [so Hagar really belonged to Avraham]. It must be that Hagar was Pharaoh’s daughter and he gave her to Sarah. Therefore it is written @hh ולה שפחה@ee to hint to the miracles performed “@hh לה@ee ” — for Sarah — which Pharaoh saw. "
Genesis 17:1," I am the One Whose Godliness suffices@p3. Avraham had said to Hashem: “If I circumcise myself, people will regard me with disgust!” Hashem answered him: “I am the One Who said to My world: It suffices . . .” (@ITMaharshal@it) @BOThis, too, is an imperative following an imperative, “Be perfect . . .” @bo[Rashi is answering the question:] Since it is already written, “Walk before Me,” what was added by, “And be perfect”? Rashi explains that this, too, is a command. It is one imperative following another, saying: “Be perfect in all My tests.” @BONow you are lacking five organs . . . @bo The @ITRe’m@it writes: These organs, over which a person lacks full control, lead him to sin. But because of Avraham’s great righteousness, Hashem gave him control over them. For it is written (Shmuel I, 2:9), “The feet of His pious ones He will guard”: when one overcomes one’s @ITyetzer hara,@it in the end Hashem gives one full control over it [see @ITYoma @it38b]. @BOTwo eyes@bo . . . You might ask: Could Avraham really have lacked all these organs? The answer is: Surely he had them, but since he did not control them, it was as if he lacked them. Hashem now told him that they would all be under his control. Question: Did Avraham not lack the heart as well, as he was still uncircumcised of heart? The answer is: Only external organs are counted here. Furthermore, it is written in Nechemiah 9:8: “You found his [Avraham’s] heart faithful before You. And [then] You made the @ITbris@it with him.” We see that even before circumcision, Avraham’s heart was hardly [considered as] uncircumcised. (@ITMaharshal@it) "
Genesis 18:1," To visit the sick person@p3. You might ask: How did Rashi know this? The answer is: Because it is written, “Hashem appeared to @IThim@it,” rather than, “Hashem appeared to @ITAvraham@it.” [And why is this?] Perforce, it does not mention Avraham explicitly because it relates back to the previous passage regarding the bris milah, where it is expressly written, “To Avraham.” If so, why did Hashem appear to him now? Not to command him about milah—as He already commanded him, and he already performed milah on himself and on the members of his household. It must be that [since Avraham was sick due to the milah,] He came to visit the sick. Alternatively, Rashi knew this because the verse does not go on to explain why Hashem appeared to him. Thus we may assume it was to visit the sick. Question: Why does Rashi say, “To visit the sick person,” rather than simply saying, “To visit him”? [The answer is:] Because we learn from here the mitzvah of visiting the sick, as it says in Bava Metzia 86b. Since it was not limited to Avraham, Rashi says: “To visit the sick person.” @p1@p2It was the third day since his circumcision . . .@p3 [Rashi knows this] because He appeared to him in order to visit him, thus it makes sense that it was on the third day, since he was in the most pain then. For it says (34:25): “On the third day when they were in pain.” The @ITRe’m@it asks: On the contrary, the danger on the third day is less than the danger during the first two days, for it says in Shabbos 134b that [according to the first Tanna] we may wash a circumcised infant [with warm water on Shabbos during the first two days after milah, but not on the third day, when he is in less danger]. If so, how did R. Chama bar Chanina [cited by Rashi] know that He appeared to Avraham was on the third day? Perhaps it was on the second day! Granted it was not the first day, when he was busy doing his own milah and that of his servants, but perhaps it was the second day. It seems to me that the answer is: The Tannaim (@ITibid.@it) only disagree regarding the milah of an infant, who is more exposed to danger on the first and second day than on the third day. The first Tanna holds that an infant’s wound heals very quickly [and the third day poses less danger]. Whereas R. Eliezer holds there is no difference between the first two days and the third day, and cites the verse, [“On the third day when they were in pain,” about the men of Shechem,] although it is not conclusive proof. But for the milah of an adult, all agree that the third day poses a greater danger than the first two. For the verse testifies: “On the third day when they were in pain,” which Onkelos explains as, “When their pains were the strongest.” And so the Rambam explains the third day’s pains (Peirush HaMishnayos, Shabbos 19:3): “Fluids flow down and create swelling, increasing the pain.” It is likely that an infant is different in this respect, as he has less fluid. His danger is the wound itself, thus on the third day his danger is less, since his wound heals quickly. But an adult’s wound is not as dangerous in itself, for he can withstand a knife wound, as is well known. [His danger is from] the fluids, which do not accumulate so much at first. It seems to me that the answer is: The Halachah states (Yoreh De’ah 335) that one should not visit the sick person on the first two days. [Therefore, it must have been the third day.] (@ITNachalas Yaakov@it) The @ITRe’m@it asked: On v. 18:6, “Knead it and make cake-rolls,” the Midrash commented (Bereishis Rabba 48:12): “It was Erev Pesach.” And so it says in v. 19:3 [regarding Lot], “He baked matzos,” upon which Rashi himself comments: “It was Pesach.” Thus the Midrash must be of the opinion that Hashem visited Avraham on the very day of the milah, the fifteenth of Nisan, [since Yitzchok was born one year from the milah (see 17:21), and was born on the fifteenth of Nisan (see Rashi, 18:10). And since Hashem’s visit was Erev Pesach after noon, it was considered the fifteenth of Nisan]. But R. Chama [cited by Rashi here] is of the opinion that the visit was on the seventeenth of Nisan, [which is the third day]. If so, why did Rashi cite conflicting Aggados? The @ITRe’m@it elaborated but did not explain it well. It seems to me that the answer is simple: According to all opinions, the milah was on the twelfth of Nisan, and the visit was on the fifteenth of Nisan. And, [as Rashi mentioned on 21:2,] the angel scratched a mark on the wall [to mark the date]. This was done on the 16th, [so as not to desecrate Yom Tov]. At that point Hashem said (v. 14): “At the appointed time (@hh למועד@ee ) I shall return,” [referring to the 15th of Nisan of the coming year. You might ask:] On the day of the milah it said (17:21): @hh למועד הזה@ee , but on the day of Hashem’s visit it says: @hh למועד@ee , without @hh הזה@ee . [If so, why was Yitzchok born the following year on the day of the visit, rather than on the day of the milah? The answer is]: Rashi explained on v. 14 as follows: “@hh למועד@ee , i.e., on the @hh מועד@ee that I previously set for you when I said (17:21), ‘@hh למועד הזה@ee next year.’” And the reference works in reverse as well: when Hashem said on the day of the milah: “@hh למועד הזה@ee next year,” it actually referred to the day of the visit. And so Rashi explained on 21:2 [that it refers to the day of the visit]; see Rashi there. @p1@p2Therefore, He appeared to him in his territory@p3. It seems that Rashi is not attempting to answer the question of why Hashem appeared to Avraham specifically there, as Avraham might have simply happened to be there at the time [when Hashem chose to appear]. Rather, Rashi is answering the question: Why does Scripture need to @ITinform@it us that Hashem appeared to him there, [when we would know this on our own? For] it already said that Avraham dwelled in the groves of Mamrei. Assumedly, Hashem appeared to him there, since that is where he circumcised himself and his household. And he surely did not leave, as he was still recovering from the milah; in fact Hashem came to visit him [for that reason]. The @ITRe’m@it asks: How did Rashi know that Mamrei advised him? Perhaps Hashem appeared to Avraham there simply because Avraham’s tent was there on that day. He answers: Rashi knew it from the extra phrase, [“In the groves of Mamrei”]. It could have said simply, “Adonoy appeared to him and he was sitting . . .” as it does for other prophecies, [where the place is not mentioned]. This answer is similar to what I explained above. Alternatively: Rashi knew [that Mamrei advised Avraham] because it said in Parshas Lech Lecha (14:13), @hh באלוני ממרא האמורי@ee . And @hh האמורי@ee implies that Mamrei said (@hh אמר@ee ) to Avraham to perform Hashem’s command. Question: How could one suggest that Avraham Avinu asked advice whether or not to fulfill Hashem’s command? Avraham was a great tzaddik who withstood ten trials! The @ITRe’m@it explains that Avraham surely would have done the milah anyway, as commanded by his Creator. Avraham asked Eshkol, Aneir and Mamrei for advice since they were his allies and spoke to them as his friends, but Avraham wanted to test their sincerity. If they will advise him to circumcise, they are sincere friends. In the end, Eshkol and Aneir advised him against circumcising, and only Mamrei advised him to circumcise. Avraham thereby knew what was in their hearts. The @ITRe’m@it offers another answer: Avraham asked their advice because he assumed they would advise him not to circumcise, yet he would do it anyway—making his reward greater. A further answer: Avraham sought advice whether to circumcise himself in private or in public, as he was concerned lest people come and prevent him. Mamrei said to do it publicly, for people will not be able to stop him. This is in accord with 17:23 where it is written @hh בעצם היום@ee , [on which Rashi comments that Avraham performed the milah openly, without fear of intervention]. (@ITMahari@it) It seems to me [that the answer is]: Avraham asked whether to circumcise in public, as nowhere does it say he was commanded to do it publicly. Aneir and Eshkol were opposed, as it says in Midrash Tanchuma Vayeira 3, while Mamrei enheartened him to circumcise in public, and not to be concerned at all about his enemies. Hashem rewarded Mamrei accordingly, measure for measure, and appeared [to Avraham] in his territory. Although Rashi said in 17:23 that Hashem told Avraham not to fear, that was after Mamrei advised him [not to be concerned about his enemies], to which Hashem concurred. (@ITR. Meir Stern@it) A further answer: The Midrash says that Avraham circumcised Eshkol and Aneir, and they died. Mamrei told [i.e., advised] him: “The others will not survive unless you circumcise yourself.” This is as it says (17:13): @hh המל ימול@ee , the first word spelled without a @hh ו@ee , implying that he who circumcises himself (@hh הַמָל@ee ) may circumcise others (@hh ימול@ee ). [See also Yerushalmi, Shabbos 19:2. But in present-day Torah scrolls it is written @hh המול@ee .] Avraham then began to circumcise himself, but could not [finish], due to the pain. Hashem came and helped him, as it says (Nechemiah 9:8): “@hh וכרות עמו הברית@ee (and You cut the bris @ITwith him@it).” And since Mamrei advised him regarding the milah, Hashem appeared to him in Mamrei’s territory. Question: If Hashem would not appear to Avraham in Mamrei’s territory, where would He appear? Avraham dwelled in Mamrei’s territory! The answer is: Hashem caused Avraham to dwell there in order to bring about Mamrei’s reward. You might ask: Why did Avraham seek advice regarding milah, but not regarding any other mitzvah? An answer is: Avraham did not need advice whether to wait until he was commanded [before he fulfilled] the other mitzvos, as he knew he would not be commanded regarding any other mitzvah. An alternative answer: Even should he be commanded later concerning another mitzvah, this is no reason to refrain from performing it before—as he can always perform it later, in fulfillment of the command. But milah cannot be done a second time. I later heard that this answer is written in @ITMishpetei Shmuel.@it (@ITTzeidah L’Derech@it) @p1@p2It is written @HB ישב@BO . . .@p3 Rashi is saying that @hh יושב@ee is present tense. It conveys that Avraham was sitting before, and still is. But @hh ישב@ee is past tense, and conveys that he was sitting before but not now. If so, [we might ask,] why did he stand? Thus Rashi explains: Avraham wanted to rise, to honor the Shechinah, but Hashem said to him: “Sit . . .” This is preferable to the @ITRe’m’s@it explanation, see there. The @ITNachalas Yaakov@it writes: It seems to me that Rashi means that @hh יֹשֵב@ee lacking a @hh ו@ee implies that Avraham’s sitting was lacking, as he wanted to rise. The same goes for @hh ועפרון יֹשֵב@ee (23:10). There, too, Ephron’s sitting [as an officer] was lacking, for they appointed him only that day. @p1@p2And you will symbolize to your descendants that I am destined . . .@p3 It seems that Rashi is answering the question: It says in Moed Katan 27b, “We tell anyone to sit, [after he stands for the Nasi] — except for a mourner and a sick person,” as then it would connote that he should “sit” [i.e., stay] in his mourning or his sickness. And here, Hashem came to visit a sick person. Why did He tell him to sit? Thus Rashi explains: “You will symbolize . . .” (@ITTzeidah L’Derech@it) @p1@p2To see if there are any passers by that he might invite into his home.@p3 Rashi is answering the question: Do sick people usually sit at the door of the tent? They usually sit or lie on a bed [inside]! Thus Rashi explains: “To see . . .” @p1@p2God brought the sun out of its sheath . . .@p3 You might ask: How does Rashi know this? Perhaps it anyway was a hot day! The answer is: It is written @hb כ@hhחם היום@ee , rather than @hb ב@hhחם היום@ee , implying that the heat of the day was @ITlike@it that mentioned elsewhere (Malachi 3:19): “For lo, the day (@hh היום@ee ) comes, glowing like a furnace.” This forced Rashi to explain: “God brought the sun out . . .” But it seems to me that [Rashi knew this because] if @hh כחום היום@ee indicates what time of day it was, Avraham should have sat earlier at the door of the tent to look for passersby to invite. For it says in Berachos 27a and Bereishis Rabbah 48:8 that @hh כחום היום@ee is the sixth hour, and @hh וחם השמש@ee (Shemos 16:21) is the fourth hour. And mealtime is at the fourth hour, as it says in Shabbos 10a and Pesachim 12b. Perforce, the verse must be explaining @ITwhy@it he was sitting at the door of the tent, [not @ITwhen@it]. (@ITNachalas Yaakov@it) @p1@p2He brought the angels to him in the guise of men.@p3 Rashi is answering the question: Did Hashem not need anyway to bring the angels, as we see from the story’s continuation? Thus Rashi explains that Hashem indeed needed to bring them anyway — but not in the guise of men. That was for Avraham’s sake. "
Genesis 19:1," Elsewhere they are called men.@p3 Rashi is answering the question: By calling them angels, the verse implies that they [appeared as angels and] wore angels’ garments. But this cannot be; why then would Lot bake matzos [for them]? Perforce, they appeared to him as men. Thus Rashi explains, “Elsewhere they are called men . . .” I.e., they are merely @ITcalled@it so, not that they [now] divested themselves of physicality. Regarding Avraham they were called men, out of respect for the Divine Presence. But with Lot, the Divine Presence was not there — so they are called angels. @p1@p2When the Divine Presence was with them they are called men . . .@p3 There is a difficulty with this explanation: It is obvious that angels have no importance relative to the Divine Presence. [Why does the verse switch terms to teach this?] Thus Rashi offers “another explanation.” And there is a difficulty with that as well: Why not call them men everywhere? And if you object that we would not know they were angels, so call them angels [everywhere]! And if [the term is switched] to teach that angels were common [to Avraham but not to Lot], do we not already know that Avraham was a greater tzaddik than Lot? Therefore, we need the first explanation too. (@ITMaharshal@it) @p1@p2They appointed him to be their judge@p3. You might ask: How does Rashi know that he was a judge? The answer is: It is written he was “sitting at the gate,” and “the gate” is usually the place of judgment, as we find with Boaz (Ruth 4:1). Furthermore, it is written later @hh וישפט שפוט@ee (v. 9), implying he was a judge. @p1@p2He had learned from the house of Avraham to seek out travelers@p3. It cannot be because he was [generally] careful about mitzvah performance, as he was not careful about idolatry: he had them lodge before they washed (see Rashi 18:4). "
Genesis 20:1," When he saw that the cities were destroyed and the travelers ceased . . .@p3 This explanation raises the question: Why did he go to Gerar, which is very distant? Therefore Rashi brings the alternate explanation. Since he wished to distance himself from Lot, he traveled to Gerar which was an inhabited place. (@ITMaharshal@it) "
Genesis 21:1," To teach you that whoever prays for mercy for another . . .@p3 You might ask: How does this prove it? Perhaps she was remembered now because this was the time Hashem set. She needed to give birth on Pesach, and she was remembered on Rosh Hashanah, so it had to be now. The answer is: Rashi himself answered this when he wrote, “He had already remembered her @ITbefore@it He cured Avimelech.” And what is the verse teaching us by saying that Hashem cured Sarah first? Perforce, “To teach you that whoever prays for mercy for another . . .” (@ITRe’m@it) The @ITRe’m@it objects: Rashi implies that this section is out of place, for he says, “This section was placed here to teach you . . .” But this is not so, for on the fifteenth of Nisan the angel foretold to Sarah, and on the sixteenth, Sedom was overturned and Lot was rescued with his daughters. And right after the incident of Lot with his daughters, Avraham traveled to reside in Gerar, where Sarah was taken and Hashem restrained every womb of Avimelech’s house, whereupon Avraham prayed for them and they were cured. And on Rosh Hashanah, Sarah was remembered. Everything is in chronological order! He answers: @hh וה' פקד@ee implies He remembered her before He cured Avimelech. [Had Sarah conceived after, it would say @hh ויפקוד ה'@ee .] Thus, Avimelech’s curing should not have been written before. And why was it? In order “to teach you that whoever prays for mercy for another . . .” @p1@p2To Avraham@p3. Not to Sarah, as it says nowhere that Hashem spoke to her [about this]. The @ITRe’m@it asks: Why did Rashi not explain that also Hashem’s @ITsaying@it was to Avraham and not to Sarah? He answers: Perhaps because it is written there (17:19), “God said, ‘Indeed your wife Sarah will bear you a son,’” [so it is obvious] that this was said to Avraham; Rashi did not need to explain it. And Rashi did not need to explain it even for Hashem’s @ITspeaking@it, since it is written there (15:1), “The word of Adonoy came to @ITAvram@it.” Rather, Rashi comes to tell us the difference between “Hashem did for Sarah as He @IThad spoken@it,” and “At the designated time that Elokim @IThad spoken@it” (v. 2). The former refers to Avraham, while the latter refers to [His declaration of] the designated time, as Rashi explains there. You might ask: Why does Rashi explain this? The answer is: Rashi means that Hashem said only to Avraham, “That one [Yishmael] will not be your heir” (15:4), and never promised that the heir will come from Sarah. Nevertheless, “Hashem did for Sarah,” although He had spoken only to Avraham. (@ITMaharshal@it) "
Genesis 22:2," @HB נא@ee@p1@p2 is an expression of a request . . .@p3 I.e., @hh נא@ee mentioned here means “request” although in many places it does not mean “request.” (@ITRe’m@it) @p1@p2So that He not confuse him suddenly, and become bewildered . . .@p3 I.e., so people will not say that Hashem confused him and that is why he did it, but otherwise he would have refrained. It seems that [Rashi added the second explanation, “To endear the mitzvah to him,”] because the first explanation is insufficient on its own, as then it should say@hh את בנך יחידך אשר אהבת@ee . The fact that @hh את@ee is repeated, implies a division [of the verse into separate parts]: each time, Hashem was answering another question of Avraham’s. And the second explanation is insufficient on its own, as then the verse should be reversed [and follow its logical order]: @hh קח את יצחק את בנך את יחידך אשר אהבת@ee . For also [in this order, the use of many expressions would] endear the mitzvah. (@ITNachalas Yaakov@it) "
Genesis 23:1," The reason @HB שנה@BO is written with every set . . . @boI.e., and Scripture does not gather the ones and the tens in a set, and the hundreds in a separate set, as it did in Parshiyos Bereishis and Noach. Rashi’s is not asking why it says @hh שנה@ee for 100 years whereas it says @hh שנים@ee for seven years, for also in Parshiyos Bereishis and Noach it is always written @hh שנה@ee for hundreds, and @hh שנים@ee for smaller numbers. Rather, Rashi’s question is about the middle @hh שנה@ee , written after twenty, for @hh שנה@ee is never written three times. Perforce, it is meant to be expounded upon. Since one of them is to be expounded, so too are the rest to be expounded. @p1@p2That every set is to be explained by itself@p3. I.e., each set bears its own meaning and does not join with the other sets to form a single sum, as numbers composed of ones, tens and hundreds usually do. This is because the repetitive @hh שנה@ee divides them, placing the ones on their own, and so the tens and the hundreds. According to this [Midrashic interpretation], it is not twenty-seven plus one hundred. Rather, twenty-seven represents the first years @ITwithin@it the one hundred. @p1@p2At one hundred years old she was like a twenty year old, regarding sin.@p3 Rashi implies that from this comparison we learn that all Sarah’s days were good. But Rashi’s next comment — “‘The years of Sarah’s life,’ they were all equally good” — implies that “The years of Sarah’s life” comes to teach that all her days were good. If so, Rashi seems to be contradicting himself! But in fact, this is not a question. On the contrary, from the comparison of one hundred to twenty regarding sin, we would not know that at one hundred she was beautiful as at twenty, since we learn only one quality from each set by itself. Therefore, we still need “‘The years of Sarah’s life,’ they were all equally good.” A further answer: Since @hh שנה@ee is repeated in order to compare one hundred to twenty, which are the first twenty years counting from her birth [see previous entry], therefore, the “twenty-seven” years are @ITwithin@it the one hundred and are not the additional years @ITafter@it the one hundred that the verse’s simple meaning infers. If so, we might think that during the twenty-seven years after the one hundred, she had sin and not beauty. This is why we need “The years of Sarah’s life,” to tell us that they were all equally good. And from “The years of Sarah’s life” alone, we would know just that her years were equally good in one quality. Thus it says @hh שנה@ee after each set, to compare them in both qualities: lack of sin and that she possessed beauty. And “The years of Sarah’s life” applies to both [qualities, telling us that in @ITall@it her years she possessed beauty and she was without sin]. (@ITR. Meir Stern@it) @p1@p2Just as when she was twenty she was not considered as having sinned . . .@p3 Question: Here, Rashi implies that right after turning twenty she was subject to [Heavenly] punishment. But regarding “Noach produced Sheim . . .” (5:32), Rashi said that before the Torah was given, people were not subject to [Heavenly] punishment until the age of one hundred? The answer is: Sarah was subject to punishment right after turning twenty because they accepted the Torah upon themselves—and after the Torah was given, people were subject to punishment from the age of twenty. Thus, Scripture is telling us that even by post-Torah standards, she was without sin. (@ITRe’m@it) "
Genesis 24:1," Since he had a son he needed to find a wife for him@p3. Otherwise, why does it say this here? The reason Scripture does not write outright [that he had a son] is to teach us that the son was considered like “all things.” Before he had a son, he said (15:2), “What will You give me since I continue to be childless?” But now all his blessings were complete. (@ITGur Aryeh@it) "
Genesis 25:1," Because her deeds were as beautiful as @HB קטורת@BO .@p3 But [the first explanation] raises a question: Why was she not named Ketores? Thus Rashi offers the [second] explanation: “Because she ‘tied her womb.’” And the second explanation raises a question: Why was she not named Keshurah, which means “tied” in Hebrew, instead of Keturah, which means “tied” in Aramaic? Therefore, Rashi offers the first explanation. (@ITMaharshal@it) @p1@p2Did not mate with any man from . . . she separated from Avraham.@p3 [You might ask: Why were her deeds so beautiful?] Rashi explained above (21:14), “She returned to her family’s idolatry”! The answer is: She had in mind to return to idolatry because she thought, “Since I was rejected from the House of Avraham, his God has also left me.” But when she saw the miracle of the well for her son, and the angel revealing himself to her, she did not abandon Hashem. (@ITKitzur Mizrachi@it) "
Genesis 26:2," For you are a burnt-offering without blemish and being outside the [Holy] Land does not befit you.@p3 I.e., a burnt-offering is a @ITkodshei kodoshim@it sacrifice and may not be taken outside the Temple Courtyard. Similarly, the Land of Israel is your “Temple Courtyard”; you may not go outside the Land. "
Genesis 27:1," Because of the smoke of these.@p3 This follows its simple meaning: smoke is bad for the eyes. But Rivkah was used to it, as explained in the previous entry. It seems to me that all three reasons are needed, as follows. First Rashi explains that Yitzchok’s blindness was from the smoke, as Scripture juxtaposed it right afterward. But this raises the question: Why did Hashem bring this misfortune on him? [Rashi answers:] Perforce, Hashem did not save him from this cause [of blindness] so that Yaakov could receive the blessing. But a question remains: In any case, if there was smoke, why did not Rivkah, too, become blind? Thus Rashi explains that Yitzchok’s eyes were already weakened from the @ITakeidah@it, and the smoke caused him to lose his sight altogether. (@ITMaharshal@it) "
Genesis 28:2," Any word that requires a @HB ל@ee@BO prefix . . .@p3 It does not mean just any word, as we find this rule applies only to names of places and countries, such as @hh בבלה@ee and @hh חברונה@ee , and sometimes to vessels, such as @hh המזבחה@ee . "
Genesis 29:2," The shepherds give the flocks to drink . . .@p3 Meaning: They would give them to drink [regularly]. Similarly with @hh ונאספו@ee and @hh וגללו@ee [in the next verse]; the future tense is used in place of the present tense, to convey that they would regularly gather and roll the stone. "
Genesis 30:1," She was envious of her good deeds.@p3 [Rashi knows this] because envy is [otherwise] forbidden. @p1@p2Did your father act this way to your mother.@p3 Rashi derives this from Yaakov’s answer: “Who has withheld @ITfrom you@it.” This implies, as Rashi says there, that Yaakov was saying: “You tell me to act as my father did. I am not like my father. It is from @ITyou@it that Hashem has withheld children, not from me,” implying that she had mentioned his father. @p1@p2From here, that one who has no children is considered as if dead.@p3 Otherwise, [if it meant that she is presently dying,] why did she ask for children? @hh מתה@ee is an adjective, not a present tense intransitive verb [conveying that she is dying]. And it is not a transitive verb [conveying that if Yaakov does not give her children, she will kill herself]. "
Genesis 31:3," And there I will be with you . . .@p3 This was not a stipulation: “If you return, I will be with you. And if not, I will not be with you.” Rather, Hashem was telling him the reason: Because here it is not possible [to rest My Divine Presence upon you]. @p1@p2It is not possible to rest My Divine Presence upon you@p3. “I will be with you” cannot mean, “To guard you on the way,” because Yaakov had already been promised this (28:15): “I am with you, and I will guard you wherever you go.” Rather it means, “There I will rest My Divine Presence upon you,” which necessarily includes the promise that he will not be killed on the way. This explains Rashi’s comment in Parshas Vayishlach (32:10): “You made two promises to me . . .” implying that when it says here, “I will be with you,” it means, “I will guard you on the way.” "
Genesis 32:3," Two camps—from outside Eretz Yisrael . . .@p3 Question: Rashi explained on, “Ascending and descending” (v. 28:12), that the two [groups of angels] were not together. Rather, one ascended and only then the other descended. [Why were both groups together here?] The answer is: Rashi explains at the beginning of Parshas Vayishlach that Yaakov sent actual angels [to Eisov]. Accordingly, it means as follows: Here too, the angels of outside Eretz Yisrael wanted to ascend before the angels of Eretz Yisrael would descend. But Yaakov forced them to stay because he wanted to send them to Eisov. If so, this implies that [the messengers sent by Yaakov] were actual angels. "
Genesis 33:4," There are those who explained these dots as saying that he did not kiss him wholeheartedly.@p3 Meaning: @hh וישקהו@ee has dots on all letters except the @hh ש@ee . Thus it is as if it is written @hh ויקהו@ee , as in @hh הקהה את שיניו@ee (blunt his teeth — Pesach Haggadah). This is because he intended to bite him. "
Genesis 34:7," For the gentiles constrained themselves from illicit relationships as a result of the Flood.@p3 And one who transgresses is sentenced to death. So did they accept upon themselves, as Rashi mentioned in Parshas Chayei Sarah [24:16]. Although this was beyond the requirement of the law [i.e., to be sentenced to death in a case where the woman is unmarried]. And so too, the expression @hh גדרו עצמן@ee implies: they constrained themselves, although Hashem did not command it. @ITNachalas Yaakov@it objected to this answer: The prohibition on unmarried women was merely a constraint and decree that the descendants of Noach [placed upon themselves. If so,] why was Shechem liable for death? The Rambam says because of robbery, and the Ramban says because of Shechem’s various evil deeds, [but no one says that he was liable to be executed for engaging in illicit relations]. And Rashi does not mention the above reasons because he is not seeking to explain why Shechem was liable for death, but to explain that “Such a thing should not be done” even with an unmarried woman. This raises the question of @ITRe’m@it: [“Is not an unmarried woman permitted to the descendants of Noach?”] to which Rashi answers, “For the gentiles constrained themselves . . ..” See there for elaboration. [An alternate approach:] You might ask: Is not an unmarried woman permitted to the descendants of Noach? The answer is: Since Shechem kidnapped her and thereby had relations with her, it is considered like illicit relations. Thus, he was liable to be executed. (@ITRe’m@it) "
Genesis 35:1," Because you lingered on your journey you have been punished . . .@p3 [Rashi knows this] because otherwise, why did Hashem need to command him, “Arise, go up [to Beis Eil]”? Yaakov had already vowed to do this! Perforce, Hashem was telling him: Go up quickly and linger no longer. But Yaakov was not punished for lingering in Lavan’s house, because the vow went into effect only when he began to return [home]. For it is written [when he made his vow], “And if I return in peace . . .” (28:21). "
Genesis 36:2," In order to mislead his father.@p3 Question: Why did Eisov not call Bosmas, [too,] by a good name in order to trick his father? In Parshas Toldos (26:34), it should have mentioned that name, if she had it. The answer is: Eisov indeed called her by another, non-idolatry name. But [in Parshas Toldos], Scripture itself calls her Bosmas, denoting idolatry. This is because Scripture goes on to say (27:1), “Yitzchok’s eyesight faded and he could not see.” Rashi there explains that this was due to the smoke of these wives [who burned incense to idols]. And if Scripture would have called her by a different name there, we would ask: Where do we find [any hint] that they burned incense [to idols]? Thus Scripture calls her by the name of Bosmas (incense), to indicate this. See there. (@ITMaharshal@it) [You might ask]: Yehudis was the daughter of Be’eri the Chittite (26:34), while Oholivomoh was the daughter of Anoh the Chivite, [as it says here. How then could Rashi say that Yehudis and Oholivomoh are the same? The answer is:] Anoh and Be’eri is the same person with two names. Although Scripture connects him here to the Chivites and there to the Chittites, it is possible that his father was a Chittite, and his mother, a Chivite. You might ask: How does Rashi know that Yehudis is Oholivomoh? Perhaps Yehudis died, and Oholivomoh is another wife? @ITRe’m@it answers: Because it is written, “Eisov took his wives,” rather than, “Eisov took wives.” This implies they were the same wives who were mentioned before. "
