Assumed to be correct references,Siftei Chachamim comment
Deuteronomy 18:1," @Kכל שבט לוי.@T @r@bבין תמימין בין בעלי מומין: @Kחלק.@T בביזה: @Kונחלה.@T @r@bבארץ: @Kאשי ה'.@T קדשי המקדש (ס""א קדשי הקדשים): @Kונחלתו.@T @r@bאלו קדשי הגבול, תרומות ומעשרות, אבל נחלה גמורה, לא יהיה לו בקרב אחיו. ובספרי דרשו @M(קסד)@J, "
Deuteronomy 19:3," @Kתכין לך הדרך.@T מקלט, מקלט, היה כתוב @r@bעל פרשת דרכים @M(מכות י:)@J: @Kושלשת את גבול ארצך.@T @r@bשיהא מתחלת הגבול, עד העיר הראשונה של עיר מקלט, כשיעור מהלך שיש ממנה עד השנייה, וכן משנייה לשלישית, וכן מן השלישית עד הגבול השני של ארץ ישראל: "
Deuteronomy 20:1," @Kכי תצא למלחמה.@T @r@bסמך הכתוב יציאת מלחמה לכאן, לומר לך, שאין מחוסר אבר יוצא למלחמה. @r@bדבר אחר, לומר לך, אם עשית משפט צדק, אתה מובטח שאם תצא למלחמה אתה נוצח, וכן דוד הוא אומר, עָשִׂיתִי מִשְׁפָּט וָצֶדֶק בַּל תַּנִּיחֵנִי לְעשְׁקָי @M(תהלים קיט, קכא)@J: @Kעל אויבך. @r@b@Tיהיו בעיניך כאויבים, @r@bאל תרחם עליהם כי לא ירחמו עליך: @Kסוס ורכב.@T בעיני כולם כסוס אחד, וכן הוא אומר וְהִכִּיתָ אֶת מִדְיָן כְּאִישׁ אֶחָד @M(שופטים ו, טז)@J, @r@bוכן הוא אומר כִּי בָא סוּס פַּרְעֹה @M(שמות טו, יט)@J: @Kעם רב ממך.@T @r@bבעיניך הוא רב, אבל בעיני אינו רב: "
Deuteronomy 21:2," @Kויצאו זקניך.@T @r@bמיוחדים שבזקניך @M(סוטה מד:)@J, אלו סנהדרי גדולה: @Kומדדו.@T @r@bממקום שהחלל שוכב: @Kאל הערים אשר סביבות החלל.@T @r@bלכל צד, לידע איזו קרובה: "
Deuteronomy 22:1," @Kוהתעלמת.@T @r@bכובש עין כאילו אינו רואהו: @Kלא תראה והתעלמת.@T @r@bלא תראה אותו שתתעלם ממנו, זהו פשוטו. @r@bורבותינו אמרו, @M(בבא מציעא ל.)@J פעמים שאתה מתעלם וכו': "
Deuteronomy 23:1," @Kלא יקח.@T @r@bאין לו בה לקוחין ואין קדושין תופסין בה @M(קידושין סז:)@J: @Kולא יגלה כנף אביו.@T @r@bשומרת יבם של אביו הראויה לאביו, והרי כבר מוזהר עליה משום עֶרְוַת אֲחִי אָבִיךָ @M(ויקרא יח, יד)@J, @r@bאלא לעבור על זו בשני לאוין, ולסמוך לה לא יבא ממזר, @r@bללמד שאין ממזר אלא מחייבי כריתות, וק""ו מחייבי מיתות ב""ד, @r@bשאין בעריות מיתת ב""ד שאין בה כרת: "
Deuteronomy 24:1," @Kכי מצא בה ערות דבר.@T @r@bמצוה עליו לגרשה, שלא תמצא חן בעיניו (ס""א מצוה שלא תמצא חן בעיניו): "
Deuteronomy 25:1," @Kכי יהיה ריב.@T @r@bסופם להיות נגשים אל המשפט, אמור מעתה, אין שלום יוצא מתוך מריבה, מי גרם ללוט לפרוש מן הצדיק, הוי אומר זו מריבה @M(ספרי רפו)@J: @Kוהרשיעו את הרשע.@T יכול כל המתחייבין בדין לוקין, תלמוד לומר @r@bוהיה אם בן הכות הרשע, פעמים לוקה פעמים אינו לוקה, ומי הוא הלוקה, למוד מן הענין, לא תחסום שור בדישו, @r@bלאו שלא נתק לעשה @M(מכות יג:)@J: "
Deuteronomy 26:1," @Kוהיה כי תבוא. וירשתה וישבת בה.@T @r@bמגיד שלא נתחייבו בביכורים, עד שכבשו את הארץ וחלקוה @M(קידושין לז:)@J: "
Deuteronomy 27:1," @Kשמור את כל המצוה.@T @r@bלשון הווה, גרדנ""ט בלע""ז:@T "
Deuteronomy 28:4," @Kשגר אלפיך.@T ולדות בקרך, שהבהמה משגרת ממעיה: @Kועשתרות צאנך.@T כתרגומו, ורבותינו אמרו @M(חולין פד:)@J @r@bלמה נקרא שמם עשתרות, שמעשירות את בעליהן ומחזיקות אותם, כעשתרות הללו שהן סלעים חזקים: "
Deuteronomy 29:3," @Kולא נתן ה' לכם לב לדעת.@T @r@bלהכיר את חסדי הקב""ה ולהדבק בו: @Kעד היום הזה.@T @r@bשמעתי שאותו היום שנתן משה ספר התורה לבני לוי, כמ""ש וַיִּתְּנָהּ אֶל הַכֹּהֲנִים בְּנֵי לֵוִי @M(לקמן לא, ט)@J, באו כל ישראל לפני משה ואמרו לו, משה רבינו, אף אנו עמדנו בסיני וקבלנו את התורה ונתנה לנו, @r@bומה אתה משליט את בני שבטך עליה, ויאמרו לנו יום מחר, לא לכם נתנה, לנו נתנה, ושמח משה על הדבר, ועל זאת אמר להם, הַיּוֹם הַזֶּה נִהְיֵיתָ לְעָם וגו' @M(לעיל כז, ט)@J, היום הזה הבנתי שאתם דבקים וחפצים במקום: "
Deuteronomy 30:3," @Kושב ה' אלהיך את שבותך.@T היה לו לכתוב והשיב את שבותך, רבותינו למדו מכאן @M(מגילה כט.)@J, כביכול שהשכינה שרויה עם ישראל בצרת גלותם, וכשנגאלין הִכְתִיב גאולה לעצמו שהוא ישוב עמהם. ועוד י""ל שגדול יום קבוץ גליות, ובקושי, כאילו הוא עצמו צריך להיות אוחז בידיו ממש איש איש ממקומו, @r@bכענין שנאמר וְאַתֶּם תְּלֻקְּטוּ לְאַחַד אֶחָד בְּנֵי יִשְׂרָאֵל @M(ישעיה כז, יב)@J, ואף בגליות שאר האומות מצינו כן, וְשַׁבְתִּי אֶת שְׁבוּת מִצְרַיִם @M(יחזקאל כט, יד)@J: "
Deuteronomy 31:1, @Kוילך משה וגו': 
Deuteronomy 32:1," @Kהאזינו השמים.@T @r@bשאני מתרה בהם בישראל, @r@bותהיו אתם עדים בדבר שכך אמרתי להם שאתם תהיו עדים, @r@bוכן ותשמע הארץ. ולמה העיד בהם שמים וארץ, @r@bאמר משה, אני בשר ודם למחר אני מת, אם יאמרו ישראל לא קבלנו עלינו הברית מי בא ומכחישם, לפיכך העיד בהם שמים וארץ, עדים שהם קיימים לעולם, ועוד שאם יזכו יבואו העדים ויתנו שכרם, הַגֶּפֶן תִּתֵּן פִּרְיָהּ וְהָאָרֶץ תִּתֵּן אֶת יְבוּלָהּ וְהַשָּׁמַיִם יִתְּנוּ טַלָּם @M(זכריה ח, יב)@J, ואם יתחייבו, תהיה בהם יד העדים תחלה, וְעָצַר אֶת הַשָּׁמַיִם וְלֹא יִהְיֶה מָטָר וְהָאֲדָמָה לֹא תִתֵּן אֶת יְבוּלָהּ @M(דברים יא, יז)@J, ואח""כ וַאֲבַדְתֶּם מְהֵרָה @M(שם)@J על ידי האומות: "
Deuteronomy *32:32," @Kכי מגפן סדום גפנם.@T של אומות עובדי אלילים: @Kומשדמת עמורה וגו'.@T ולא ישימו לבם לתלות הגדולה בי: @Kענבמו ענבי רוש.@T הוא שאמר לולי כעס אויב אגור על ישראל, להרעילם ולהמרירם, לפיכך אשכלות מרורות למו, להלעיט אותם על מה שעשו לְבָנַי: "
Deuteronomy 33:1," @Kוזאת הברכה. לפני מותו.@T @r@b סמוך למיתתו @M(ספרי שמב)@J, שאם לא עכשיו אימתי: "
Deuteronomy 34:1," @Kמערבות מואב אל הר נבו.@T @r@b כמה מעלות היו, ופסען משה בפסיעה אחת @M(סוטה יג:)@J: @Kאת כל הארץ.@T @r@b הראהו את כל ארץ ישראל בְּשַׁלְוָתָהּ, והמציקין העתידים להיות מציקין לה: @Kעד דן.@T הראהו בני דן עובדים עבודה זרה שנאמר ויקימו להם בני דן את הפסל @M(שופטים יח, ל)@J, והראהו שמשון שעתיד לצאת ממנו למושיע: "
