Assumed to be correct references,Siftei Chachamim comment
Exodus 12:1," @Kויאמר ה' אל משה ואל אהרן. @Tבשביל שאהרן עשה וטרח במופתים כמשה, חלק לו כבוד זה במצוה ראשונה, שכללו עם משה בדבור: @Kבארץ מצרים. @Tחוץ לכרך, או אינו אלא בתוך הכרך, תלמוד לומר כצאתי את העיר וגו', ומה תפלה קלה לא התפלל בתוך הכרך, לפי שהיתה מלאה גילולים, דבר חמור כזה לא כל שכן @M(מכילתא פסחא פ""א)@J: "
Exodus 13:2," @Kפטר כל רחם. @Tשפתח את הרחם תחלה, כמו פֹּוטֵר מַיִם רֵאשִׁית מָדֹון @M(משלי יז, יד)@J. וכן יַפְטִירוּ בְשָׂפָה @M(תהלים כב, ח)@J, יפתחו שפתים: @Kלי הוא. @Tלעצמי קניתים, ע""י שהכיתי בכורי מצרים: "
Exodus 14:2," @Kוישבו. @Tלאחוריהם, לצד מצרים היו מקרבין כל יום השלישי, כדי להטעות את פרעה, שיאמר תועים הם בדרך, כמו שנאמר ואמר פרעה לבני ישראל וגו': @Kויחנו לפני פי החירות. @Tהוא פיתום, ועכשיו נקרא פי החירות, על שם שנעשו שם בני חורין @M(מכילתא בשלח פ""א)@J, והם שני סלעים גבוהים זקופים, והגיא שביניהם קרוי פי הסלעים: @Kלפני בעל צפון. @Tהוא נשאר מכל אלהי מצרים, כדי להטעותן, שיאמרו קשה יראתן @M(שם)@J, ועליו פירש איוב מַשְׂגִּיא לַגֹּויִם וַיְאַבְּדֵם @M(איוב יב, כג)@J: "
Exodus 15:1," @Kאז ישיר משה. @Tאז כשראה הנס, עלה בלבו שישיר שירה. וכן אָז יְדַבֵּר יְהֹושֻׁעַ @M(יהושע י, יב)@J. וכן וּבַיִת יַעֲשֶׂה לְבַת פַּרְעֹה @M(מלכים־א ז, ח)@J, חשב בלבו שיעשה לה. אף כאן ישיר, אמר לו לבו שישיר, וכן עשה, ויאמרו לאמר אשירה לה'. וכן ביהושע כשראה הנס, אמר לו לבו שידבר, וכן עשה, וַיֹּאמֶר לְעֵינֵי יִשְׂרָאֵל. וכן שירת הבאר, שפתח בה אָז יָשִׁיר יִשְׂרָאֵל @M(במדבר כא, יז)@J, פירש אחריו עֲלִי בְאֵר עֱנוּ לָהּ. אָז יִבְנֶה שְׁלֹמֹה בָּמָה @M(מלכים־א יא, ז)@J, פירשו בו חכמי ישראל שבקש לבנות ולא בנה, למדנו שהיו""ד על שם המחשבה נאמרה, זהו ליישב פשוטו. אבל מדרשו אמרו רז""ל, מכאן רמז לתחיית המתים מן התורה, וכן בכלן, חוץ משל שלמה שפירשוהו בקש לבנות ולא בנה. ואין לומר וליישב לשון הזה כשאר דברים הנכתבים בלשון עתיד והן מיד, כגון כָּכָה יַעֲשֶׂה אִיֹּוב @M(איוב א, ה)@J, עַל פִּי ה' יַחֲנוּ @M(במדבר ט, כג)@J, וְיֵשׁ אֲשֶׁר יִהְיֶה הֶעָנָן, לפי שהן דבר ההווה תמיד, ונופל בו בין לשון עתיד ובין לשון עבר, אבל זה שלא היה אלא לשעה, אינו יכול לישבו בלשון הזה: @Kכי גאה גאה. @Tכתרגומו. (דבר אחר, בא הכפל לומר שעשה דבר שאי אפשר לבשר ודם לעשות, כשהוא נלחם בחבירו ומתגבר עליו, מפילו מן הסוס, וכאן סוס ורוכבו רמה בים, וכל שאי אפשר לעשות על ידי זולתו נופל בו לשון גאות, כמו כי גֵּאוּת עָשָׂה @M(ישעיה יב, ה)@J, וכן כל השירה תמצא כפולה, עזי וזמרת יה ויהי לי לישועה, ה' איש מלחמה ה' שמו, וכן כולם. ברש""י ישן). דבר אחר כי גאה גאה, על כל השירות וכל מה שאקלס בו, עוד יש בו תוספת, ולא כמדת בשר ודם, שמקלסין אותו ואין בו: @Kסוס ורכבו. @Tשניהם קשורים זה בזה, והמים מעלין אותם לרום ומורידין אותם לעומק ואינן נפרדין: @Kרמה. @Tהשליך, וכן וּרְמִיו לְגֹוא אַתּוּן נוּרָא @M(דניאל ג, כא)@J. ומדרש אגדה, כתוב אחד אומר רמה, וכתוב אחד אומר ירה, מלמד שהיו עולין לרום ויורדין לתהום, כמו מִי יָרָה אֶבֶן פִּנָּתָהּ @M(איוב לח, ו)@J, מלמעלה למטה: "
Exodus 16:1," @Kבחמשה עשר יום. @Tנתפרש היום של חנייה זו, לפי שבו ביום כלתה החררה שהוציאו ממצרים והוצרכו למן, למדנו, שאכלו משירי הבצק (או משירי המצה) ששים ואחת סעודות, וירד להם מן בט""ז באייר, ויום א' בשבת היה, כדאיתא במסכת שבת @M(פז:)@J: "
Exodus 17:2, @Kמה תנסון. @Tלומר היוכל לתת מים בארץ ציה: 
Exodus 18:1," @Kוישמע יתרו. @Tמה שמיעה שמע ובא, קריעת ים סוף ומלחמת עמלק @M(זבחים קטז.)@J: @Kיתרו. @Tשבע שמות נקראו לו, רעואל, יתר, יתרו, חובב, חבר, קיני, פוטיאל, @M(מכילתא יתרו פ""א)@J. @Tיתר, ע""ש שֶׁיֶּתֶר פרשה אחת בתורה, ואתה תחזה. יתרו, לכשנתגייר וקיים המצות, הוסיפו לו אות אחת על שמו. חובב, שחבב את התורה, וחובב הוא יתרו שנאמר מִבְּנֵי חֹבָב חֹתֵן משֶׁה @M(שופטים ד, יא)@J. ויש אומרים רעואל אביו של יתרו היה, ומהו אומר וַתָּבֹאנָה אֶל רְעוּאֵל אֲבִיהֶן @M(שמות ב, יח)@J, שהתינוקות קורין לאבי אביהן אבא. בספרי @M(בהעלותך עח)@J: @Kחתן @Kמשה. @Tכאן היה יתרו מתכבד במשה, אני חותן המלך, ולשעבר היה משה תולה הגדולה בחמיו, שנאמר וַיָשָׁב אֶל יֶתֶר חֹתְנֹו @M(מכילתא שם)@J: @Kלמשה ולישראל. @Tשָׁקוּל משה כנגד כל ישראל: @Kאת כל אשר עשה. @Tלהם בירידת המן, ובבאר, ובעמלק: @Kכי הוציא ה' וגו'. @Tזו גדולה על כולם @M(מכילתא שם)@J: "
Exodus 19:1," @Kביום הזה. @Tבראש חדש @M(שבת פו:)@J. לא היה צריך לכתוב אלא ביום ההוא, מהו ביום הזה, שיהיו דברי תורה חדשים עליך כאילו היום ניתנו: "
Exodus 20:1," @Kוידבר אלהים. @Tאין אלהים אלא דיין, וכן הוא אומר אֱלֹהִים לֹא תְקַלֵּל @M(שמות כב, כז)@J ותרגומו דַּיָּינָא, לפי שיש פרשיות בתורה שאם עשאן אדם מקבל שכר ואם לאו אינו מקבל עליהם פורעניות, יכול אף עשרת הדברות כן, תלמוד לומר וידבר אלהים, דיין להפרע: @Kאת כל הדברים האלה. @Tמלמד שאמר הקדוש ברוך הוא עשרת הדברות בדבור אחד, מה שאי אפשר לאדם לומר כן, אם כן מה תלמוד לומר עוד אנכי ולא יהיה לך, שחזר ופירש על כל דבור ודבור בפני עצמו. (קושיית אם כן כו', פירוש, לפי זה שמוכח מאת כל הדברים האלה, שגם שאר עשרת הדברות כולם אמר הקב""ה בדבור אחד, אם כן מה תלמוד לומר אנכי וגו', רצונו לומר מה בא להודיענו במה שפרט לשון ב' דברות אלו מהשאר, מדהוציאם בלשון זה שהמשמעות דוקא אלו שנים בפרט מפי הגבורה יצאו, והלא לפי זה כולם כמוהם, הקב""ה בכבודו ובעצמו דיברם. ותירץ שחזר ופירש וכו', ורצונו לומר, באותה החזרה, לא החזיר ללמד על הכלל יצא, אלא על הפרט אלו שתי דברות ראשונות ביחוד ודו""ק): @Kלאמר. @Tמלמד שהיו עונין על הן הן ועל לאו לאו @M(מכילתא שם)@J: "
Exodus 21:1," @Kואלה המשפטים. @Tכל מקום שנאמר אלה, פסל את הראשונים, ואלה, מוסיף על הראשונים @M(שמו""ר ל, ב)@J, מה הראשונים מסיני אף אלו מסיני. ולמה נסמכה פרשת דינין לפרשת מזבח, לומר לך שתשים סנהדרין אצל המקדש (ס""א המזבח): @Kאשר תשים לפניהם. @Tאמר לו הקב""ה למשה, לא תעלה על דעתך לומר, אשנה להם הפרק וההלכה ב' או ג' פעמים, עד שתהא סדורה בפיהם כמשנתה, ואיני מטריח עצמי להבינם טעמי הדבר ופירושו, לכך נאמר אשר תשים לפניהם, כשלחן הערוך ומוכן לאכול לפני האדם: @Kלפניהם. @Tולא לפני עובדי אלילים @M(גיטין פח:)@J, ואפילו ידעת בדין אחד שהם דנין אותו כדיני ישראל, אל תביאהו בערכאות שלהם, שהמביא דיני ישראל לפני ארמים, מחלל את השם ומיקר שם האלילים להשביחם (ס""א להחשיבם), שנאמר כי לא כצורנו צורם ואויבינו פלילים @M(דברים לב, לא)@J, כשאויבינו פלילים זהו עדות לעלוי יראתם: "
Exodus 22:1," @Kאם במחתרת. @Tכשהיה חותר את הבית: @Kאין לו דמים. @Tאין זו רציחה, הרי הוא כמת מעיקרו. כאן למדתך תורה, אם בא להרגך השכם להרגו, וזה להרגך בא, שהרי יודע הוא שאין אדם מעמיד עצמו ורואה שנוטלין ממונו בפניו ושותק, לפיכך, על מנת כן בא, שאם יעמוד בעל הממון כנגדו, יהרגנו @M(סנהדרין עב.)@J: "
Exodus 23:1," @Kלא תשא שמע שוא. @Tכתרגומו לא תקבל שמע דשקר, אזהרה למקבל לשון הרע, ולדיין שלא ישמע דברי בעל דין עד שיבא בעל דין חבירו: @Kאל תשת ידך עם רשע. @Tהטוען את חבירו תביעת שקר, שהבטיחהו להיות לו עד חמס: "
Exodus 24:1," @Kואל משה אמר. @Tפרשה זו נאמרה קודם עשרת הדברות, ובד' בסיון נאמרה לו עלה: "
Exodus 25:2," @Kויקחו לי תרומה. @Tלי, לשמי: @Kתרומה. @Tהפרשה, יפרישו לי מממונם נדבה: @Kידבנו לבו. @Tלשון נדבה, והוא לשון רצון טוב, פיישנ""ט בלע""ז (געשענק)@T: @Kתקחו את תרומתי. @Tאמרו רבותינו, ג' תרומות אמורות כאן, אחת תרומת בקע לגלגלת שנעשו מהם האדנים, כמו שמפורש באלה פקודי, ואחת תרומת המזבח בקע לגלגלת, לקופות, לקנות מהן קרבנות צבור, ואחת תרומת המשכן, נדבת כל אחד ואחד שהתנדבו. י""ג דברים האמורים בענין, כולם הוצרכו למלאכת המשכן או לבגדי כהונה כשתדקדק בהם: "
Exodus 26:1," @Kואת המשכן תעשה עשר יריעות. @Tלהיות לו לגג, ולמחיצות מחוץ לקרשים, שהיריעות תלויות מאחוריהן לכסותן: @Kשש משזר ותכלת וארגמן ותולעת שני. @Tהרי ארבע מינין יחד בכל חוט וחוט, אחד של פשתים, וג' של צמר, וכל חוט וחוט כפול ו', הרי ד' מינין כשהן שזורין יחד כ""ד כפלים לחוט (ברייתא דמלאכת המשכן): @Kכרובים מעשה חשב. @Tכרובים היו מצויירין בהם באריגתן, ולא ברקימה שהוא מעשה מחט, אלא באריגה בשני כותלים, פרצוף אחד מכאן ופרצוף אחד מכאן, ארי מצד זה ונשר מצד זה, כמו שאורגין חגורות של משי שקורין בלע""ז פיישיש""א@T: "
Exodus 27:1," @Kועשית את המזבח וגו'. ושלש אמות קומתו. @Tדברים ככתבן, דברי רבי יהודה, רבי יוסי אומר, נאמר כאן רבוע ונאמר בפנימי רבוע, מה להלן גבהו פי שנים כארכו, אף כאן גבהו פי שנים כארכו, ומה אני מקיים ושלש אמות קומתו, משפת סובב ולמעלה @M(זבחים נט:)@J: "
Exodus 28:1," @Kואתה הקרב אליך. @Tלאחר שתגמור מלאכת המשכן: "
Exodus 29:1," @Kלקח. @Tכמו קח, ושתי גזרות הן, אחת של קיחה ואחת של לקיחה, ולהן פתרון אחד: @Kפר אחד. @Tלכפר על מעשה העגל שהוא פר: "
Exodus 30:1, @Kמקטר קטורת. @Tלהעלות עליו קיטור עשן סמים: 
Exodus 31:2," @Kקראתי בשם. @Tלעשות מלאכתי, את בצלאל: "
Exodus 32:1," @Kכי בשש משה. @Tכתרגומו לשון איחור, וכן בּ שֵׁשׁ רִכְבֹּו @M(שופטים ה, כח)@J, וַיָּחִילוּ עַד בֹּושׁ @M(שם ג, כה)@J, כי כשעלה משה להר אמר להם, לסוף ארבעים יום אני בא בתוך ו' שעות, כסבורים הם שאותו יום שעלה מן המנין הוא, והוא אמר להם שלימים, ארבעים יום ולילו עמו, ויום עלייתו אין לילו עמו, שהרי בז' בסיון עלה, נמצא יום ארבעים בשבעה עשר בתמוז, בי""ו בא השטן וערבב את העולם, והראה דמות חשך ואפלה וערבוביא, לומר ודאי מת משה לכך בא ערבוביא לעולם, אמר להם מת משה שכבר באו שש שעות ולא בא וכו', כדאיתא במסכת שבת @M(פט.)@J, ואי אפשר לומר שלא טעו אלא ביום המעונן, בין קודם חצות בין לאחר חצות, שהרי לא ירד משה עד יום המחרת, שנאמר וַיַּשְׁכִּימוּ מִמָּחֳרָת וַיַּעֲלוּ עֹלֹות: @Kאשר ילכו לפנינו. @Tאלהות הרבה איוו להם: @Kכי זה משה האיש. @Tכמין דמות משה הראה להם השטן, שנושאים אותו באויר רקיע השמים: @Kאשר העלנו מארץ מצרים. @Tוהיה מורה לנו דרך אשר נעלה בה, עתה צריכין אנו לאלהות אשר ילכו לפנינו: "
Exodus 33:1," @Kלך עלה מזה. @Tארץ ישראל גבוה מכל הארצות, לכך נאמר עלה. דבר אחר, כלפי שאמר לו בשעת הכעס לך רד, אמר לו בשעת רצון לך עלה: @Kאתה והעם. @Tכאן לא אמר ועמך: "
Exodus 34:1," @Kפסל לך. @Tהראהו מחצב סנפירינון מתוך אהלו, ואמר לו הפסולת יהיה שלך, ומשם נתעשר משה הרבה: @Kפסל לך. @Tאתה שברת הראשונות, אתה פסל לך אחרות, משל למלך שהלך למדינת הים והניח ארוסתו עם השפחות, מתוך קלקול השפחות יצא עליה שם רע, עמד שושבינה וקרע כתובתה, אמר, אם יאמר המלך להורגה, אומר לו עדיין אינה אשתך, בדק המלך ומצא שלא היה הקלקול אלא מן השפחות, נתרצה לה, אמר לו שושבינה, כתוב לה כתובה אחרת שנקרעה הראשונה, אמר לו המלך, אתה קרעת אותה, אתה קנה לה נייר אחר ואני אכתוב לה בכתב ידי, כן המלך זה הקב""ה, השפחות אלו ערב רב, והשושבין זה משה, ארוסתו של הקב""ה אלו ישראל, לכך נאמר פסל לך: "
Exodus 35:1," @Kויקהל משה. @Tלמחרת יום הכפורים כשירד מן ההר, והוא לשון הפעיל, שאינו אוסף אנשים בידים, אלא הן נאספים על פי דבורו, ותרגומו וְאַכְנֵשׁ: "
Exodus 36:5, @Kמדי העבודה. @Tיותר מכדי צורך העבודה: 
Exodus 37:1," @Kויעש בצלאל. @Tלפי שנתן נפשו על המלאכה יותר משאר חכמים, נקראת על שמו: "
Exodus 38:1," @Kומן התכלת והארגמן וגו'. @Tשש לא נאמר כאן, ומכאן אני אומר שאין בגדי שרד הללו בגדי כהונה, שבבגדי כהונה היה שש, אלא הם בגדים שמכסים בהם כלי הקדש בשעת סלוק מסעות, שלא היה בהם שש: "
Exodus 39:3," @Kוסכות על הארון. @Tלשון הגנה, שהרי מחיצה היתה: "
