Assumed to be correct references,Siftei Chakhamim comment
Deuteronomy 12:2," אבד ואחר כך תאבדון כו'.@sp ר""ל למה כתיב אבד תאבדון שהוא כפל לשון. ואע""ג דדיברה תורה כלשון בני אדם, הכי הוה ליה למימר אבד תאבדו וכתיב תאבדון אלא לדרשא. ודלא כפירוש הרא""ם: @psומה תאבדון מהם כו'.@sp ר""ל למה כתיב אבד תאבדון את כל המקומות אשר עבדו שם, והרי אין מחובר נעשה עבודת אלילים @m1(ע""ז מה.)@m2. אלא ודאי את כל המקומות כמו מן המקומות, ומה תאבדון מהם את אלהיהם וכו'. פירוש את אלהיהם דבק עם אבד תאבדון, ולא עם אשר עבדו שם הסמוך, כאילו אמר אבד תאבדון את אלהיהם על ההרים אשר עבדו שם הגוים. וזהו שפי' ומה תאבדון וכו'. ובא נמי להוציא במקום שא""א לאבד, כמו העובד לצבא השמים: "
Deuteronomy 13:1," חמשה טוטפות כו'.@sp עיין לעיל פרשת ואתחנן @m1(ד ב)@m2 ושם פירשתי. והא דפירש ה' מינים בלולב, היינו אם אוגדן באגודה אחת דאז הוא עובר, דאם לא אגדן באגודה אחת אינו עובר, ואפילו למ""ד לולב אין צריך אגד, מכל מקום שמעינן מיניה דאם אגדן אית ביה משום בל תוסיף: "
Deuteronomy 14:1," לא תתנו גדידה ושרט בבשרכם כו'.@sp פירוש, משום דאזהרה לא תפול אלא על הפועל שבידו לפעול הדבר, ולא על הפעול, כלומר שנעשה בו המעשה. ומפני שמלת לא תתגודדו מורה על הרוב על הפעול, משום הכי פירש לא תתנו גדידה בבשרכם. ונקט גדידה ושרט להודיע שגדידה מעניין שרט, והם שמות נרדפים. וכבר פרשתי בפרשת אמור @m1(ויקרא כא ה)@m2, עיין שם כי שם הכל מפורש: "
Deuteronomy 15:2," של כל בעל משה.@sp פי' המקרא הזה מסורס, שהשמיטה אינ ה נופלת אלא על ידו של בעל משה, שלא יהיה לו יד לבקש חובו. והוסיף מלת של, מפני שאמר מלת ידו בוי""ו צריך לפרש ידיו של מי, ואמר של בעל משה. גם הוסיף מלת את, להורות שידו הוא הפעול, כי בזולת את היה ידו הפועל, כמו והשיגה ידו @m1(ויקרא כה כו)@m2: "
Deuteronomy 16:2, תזבח לחגיגה כו'.@sp דהא הפסח אינו בא אלא מן הכבשים או מן העזים: 
Deuteronomy 17:1," אזהרה למפגל בקדשים ע""י דבור רע כו'.@sp דאין לומר דבא להזהיר על בעל מום, שהרי בהדיא כתיב אשר יהיה בו מום. ומתרץ אזהרה כו' ע""י דבור רע, ר""ל לעיל בס' ויקרא @m1(ז יח)@m2 ובפ' קדושים @m1(ויקרא יט ח)@m2 כתיב שפיגול אסור לאכול, אבל אינו מפרש אותו איש שמפגל אם עובר אם לאו, לכן נאמר כאן לא תזבח כל דבר רע, ללמדך אזהרה למפגל בקדשים, פי' בשעת שחיטה היה מחשבתו ע""מ לאכול חוץ לזמנו או חוץ למקומו, דהיינו ע""י דבור רע: "
Deuteronomy 18:1," בין תמימין בין בעלי מומין.@sp דאל""כ ל""ל למכתב כל שבט לוי, כיון שכתיב לפניו ולכהנים הלוים. אלא לרבות בין תמימים כו'. וא""ת למה איצטריך מיעוט לבעלי מומין, והא לעיל בפ' צו @m1(ויקרא ו יא)@m2 כתיב כל זכר בבני אהרן יאכלנה, ופירש""י כל זכר ואפי' בעל מום וכו', ר""ל שגם הם יחלקו בקרבנות, ופשיטא שלא ינחלו, דמשום זה ינתן להם חלק בקרבנות. וי""ל לפי שקדשי הגבול כגון תרומה וביכורים בכור חלה וזרוע וכו' שיש לבעלים טובת הנאה בקרבנותיהן, שהן יכולין ליתן לאיזה כהן שירצו, ולרוב הם נותנים לתמימים שיכולין להקריב, ולא לבעלי מומין שאינן יכולין להקריב, ה""א שיטלו חלק בארץ, לכך צריך מיעוט: @psאלו קדשי הגבול כו'.@sp ר""ל קדשים שמביאין מן הגבולין. ומה הם, ומפרש תרומות ומעשרות: "
Deuteronomy 19:3," על פרשת דרכים.@sp שלא יטעה בפרשת דרכים: @psשיהא מתחלת הגבול כו'.@sp וא""ת דלפי חילוק הזה תחלק הארץ לד' חלקים. וי""ל דמתחילת הגבול עד עיר מקלט שנייה יש כמו שיש מן העיר הראשונה עד האחרונה, ומעיר שנייה עד הגבול השני ג""כ יש כשיעורים הללו, לכך נקרא משולש. וכן פירשתי בפ' תרומה @m1(שמות כו כו)@m2 גבי בדים. ועוד מפרש בפ' אלו הן הגולין @m1(מכות ט:)@m2, ושלשת, כלומר שמתחלקת לד' רבעים לרחבו. וע""ש: "
Deuteronomy 20:1," סמך הכתוב כו' לומר לך כו'.@sp דק""ל דהי' לו להסמיך לכאן המשפטים דפרשת כי תצא @m1(להלן כא כב)@m2 וכי יהיה באיש חטא משפט מות וכו' ושאר דיני מיתות שנאמרו שם. ומתרץ לומר לך וכו': @psד""א לומר לך אם עשית משפט צדק כו'.@sp דלפי' א' קשה והא עין בעין וגו' דנאמר הכא מיירי בממון ולא במחוסר אבר, לכן פי' ד""א וכו'. ולפי ד""א לחוד קשה, היה לו להסמיך לתחלת הסדרא, דכתיב @m1(לעיל טז יח)@m2 ושפטו את העם משפט צדק וכו', ל""פ הטעם הראשון: @psיהיו בעיניך כאויבים.@sp דאל""כ למה ליה למכתב על אויביך, ודאי אם יצאו למלחמה לא יצאו על אוהבים: @psאל תרחם עליהם כו'.@sp וא""ת והא זה בהדיא כתיב בסמוך @m1(פסוק יג)@m2 והכית את כל זכורה לפי חרב. ועוד קשה למה כתיב אחריו @m1(פסוק יד)@m2 רק הנשים והטף וגו', וכאן משמע שלא ירחמו כלל עליהם. וי""ל דלקמן איירי שלא בשעת מלחמה פנים אל פנים, אלא במלחמות העיר קמיירי, תדע דכתיב @m1(פסוק יג)@m2 ונתנה ה' אלהיך בידך, ולכך כתיב נמי רק הנשים והטף, וכאן איירי בשעת מלחמה פנים אל פנים שלא תרחם עליהם כלל: @psואומר כי בא סוס פרעה.@sp והא דלא הביא רש""י הפסוק כל סוס פרעה @m1(שמות יד כג)@m2 הקדום לו, י""ל משום הכי לא הביא הקרא דלעיל, משום דכתיב כל סוס וכל רבוי הוא, וכאילו כתיב כל סוס וסוס של פרעה, לכן הביא קרא כי בא סוס דלא יכול לפרשו כן: נ""ל שהוא טעות סופר, ובספרי מביא פסוק סוס ורוכבו רמה בים @m1(שם טו א)@m2. [נחלת יעקב]: @psבעיניך הוא רב כו'.@sp רצה לתרץ הא כתיב סוס ורכב, משמע שכולם בעיני הקב""ה כסוס אחד ואחריו כתיב עם רב. ומתרץ בעיניך וכו': "
Deuteronomy 21:2," מיוחדים שבזקניך כו'.@sp פי' מדהל""ל זקני העיר דומיא דולקחו זקני העיר וכתיב זקניך משמע המיוחדין שבזקניך, והיינו סנהדרין. ע""ש בגמרא דסנהדרין @m1(יד:)@m2: @psממקום שהחלל שוכב.@sp ואף על פי שהכתוב לא גילה רק סוף המדידה ולא ראש המדידה, מסתברא דראש המדידה אינה אלא מן החלל: @psלכל צד לידע איזו קרובה.@sp לא שהוא חובה למדוד מן החלל עד כל עיר ועיר, אלא המדידה היא לידע איזה היא היותר קרובה אל החלל, לפיכך אם היה החלל סמוך לעיר שבודאי אין עיר קרובה הימנה אל החלל, אין צריך מדידה: "
Deuteronomy 22:1," כובש עין כאלו אינו רואהו.@sp דא""ל שהוא מעלים מלהגיד שמצאם, דא""כ והתעלמת אותם מיבעי ליה, דהוי משמע שהוא מעלים שהם אצלו, אבל מדכתיב והתעלמת מהם, משמע שהוא מעלים עינו מלראותו: @psלא תראה אותו כו'.@sp רצל""ת דקרא משמע לא תראה אלא והתעלמת, דמשמע דמותר להתעלם: @psורבותינו אמרו פעמים שאתה מתעלם וכו'.@sp הא כיצד, היה כהן, והשור בבית הקברות, או שהיה זקן ואינו לפי כבודו: "
Deuteronomy 23:1," אין לו בה לקוחין כו'.@sp רצ""ל הל""ל לא יגלה, כדכתיב בסיפא לא יגלה. ומתרץ דקיחה משמע אין לו בה קידושין, ר""ל קידושי כסף, דילפינן קיחה קיחה משדה עפרון @m1(קידושין ב.)@m2. ור""ל לאחר מיתת אביו, דאל""כ תיפוק ליה דהוה אשת איש: @psשומרת יבם של אביו כו'.@sp ר""ל ל""ל עוד ולא יגלה כנף אביו, אלא לרבות שומרת יבם וכו': @psאלא לעבור על זו בשני לאוין כו'.@sp וא""ת והא שלשה לאוין הן, דהא איכא לאו דלא תהיה אשת המת החוצה לאיש זר @m1(להלן כה ה)@m2. וי""ל דשני לאוין הללו אף לאחר מיתת אביו הם, אבל לאו דלא תהי' אשת המת החוצה לאיש זר, דוקא מחיים: @psללמד שאין ממזר כו'.@sp ר""ל וגם בשביל זה נכתב ולא יגלה כנף אביו כדי שיסמוך לה לא יבא כו'. וא""ת והא מפסיק קרא דלא יבא פצוע דכא. וי""ל כיון דלאו בני בנים נינהו, ולא שייך בהו ממזר, לא חשיב הפסק: @psשאין בעריות מיתת ב""ד כו'.@sp ר""ל שאל תקשי ליה, והלא אין עונשין מן הדין, ל""פ שאין בעריות כו'. והואיל ואיכא ביה כרת, א""כ בלא ק""ו נמי ממזר הוא, כיון שהוא מחייבי כריתות, ושומרת יבם של אביו בכרת, שהיא דודתו: "
Deuteronomy 24:1," מצוה עליו לגרשה כו'.@sp דהא הקרא נותן טעם למה לא מצאה חן בעיניו, כי מצא בה ערות דבר, משמע דמצוה עליו כו'. וזה שנאמר מלת והיה שהוא לשון ודאי, כלומר מצוה. [מנחת יהודה]: דהיה לו לומר והיה כי מצא בה ערות דבר ושלחה מביתו, ל""ל דכתב אם לא תמצא וגו'. אלא הכתוב בא ללמד, שלא תאמר לו שלחנה אפילו לאחר זמן, ויש לחוש שמא ביני וביני תמצא חן בעיניו ולא ישלחנה, לכן מצוה עליו לגרשה. וידעתי מה שכתב הרא""ם ואין רצוני להאריך. [נח""י]: "
Deuteronomy 25:1," סופם להיות נגשים אל המשפט כו'.@sp פי' מדהל""ל כי יגשו אנשים אשר יהיה להם המשפט, ש""מ דהכי קאמר, אם יהי' ריב סופם שיגשו למשפט, ולא יוכלו להתפשר כי אם על ידי משפט: @psוהיה אם בן הכות הרשע כו'.@sp כתרגומו. ויש מפרשים שהוא לשון בינה שהוא בר דעת, לאפוקי חרש שוטה וקטן. ויש מפרשים שקאי אשופט, כלומר והיה אם השופט מבין שעבר וראוי להכותו. [מצאתי]: @psלאו שלא ניתק לעשה.@sp הא ניתק לעשה אין לוקין. והוא הדין לאו שאין בו מעשה, ושניתן לאזהרת מיתת בית דין, ושניתן לתשלומין, ולאו שבכללות, כדאיתא במסכת מכות @m1(יג.)@m2: "
Deuteronomy 26:1," מגיד שלא נתחייבו בביכורים כו'.@sp ואם תאמר למה לא מפרש רש""י זה לעיל בפרשת שופטים @m1(יז יד)@m2 גבי פר' מלך, דהתם ג""כ כתיב וירשתה וישבתה בה. וי""ל דדעת רש""י לתרץ למה ליה למימר כאן וירשתה וישבת בה, דהא ממלך גמרינן, דילפינן ביאה ביאה מהדדי, מה התם אינן חייבים אלא אחר כיבוש וחילוק, אף הכא כן, והאי גזירה שוה גמירי דהיא הלכה למשה מסיני, כמו שפירש רש""י בפרשת שלח לך @m1(במדבר טו יח)@m2 גבי חלה, על בבואכם אל הארץ, משונה ביאה זו מכל ביאות שבתורה וכו', וכיון שפרט לך באחת מהן וכו', ר""ל וכיון שפרט לך במלך שאינו אלא לאחר ירושה וישיבה, אף כולם כן, אלמא דגזירה שוה גמורה הוא, וא""כ לל""ל כאן וירשתה וישבת בה. ומתרץ, מגיד שלא נתחייבו בבכורים וכו', א""כ בענין אכילה מדבר, והוה אמינא דמיד חייבים בביכורים קודם שנהנין מהן, כדאמרינן @m1(ברכות לה.)@m2 כל הנהנה מן העה""ז בלא ברכה כאלו מעל, ולא הוי ילפינן גז""ש ממלך, לכן צריך לפרש ביה בהדיא וירשתה וישבת בה. אבל לעיל בפרשת שופטים לא הוה ילפינן לה מביכורים, דה""א מיד כשנכנסין לארץ מחויבים להעמיד מלך, דהא בשביל זה משימין עליהם מלך כדי שיצא לפניהם למלחמה, ואין לך צורך יותר גדול משעת כיבוש וחילוק, דאז היה עיקר מלחמה. ולכן צריך לפרש בה וירשתה וישבתה בה שאינו אלא לאחר כיבוש וחילוק, כדי שיתלו הכיבוש בהקב""ה ולא במלך בשר ודם: "
Deuteronomy 27:1," לשון הווה כו'.@sp פי' היה שומר המצוה הזאת תמיד. לא לשון ציווי, דא""כ היה לינקד השי""ן בשו""א. ואין לפרשו שהוא מקור, דא""כ שמור תשמור מבעיא ליה, כמו פתוח תפתח @m1(לעיל טו ח)@m2 נתון תתן @m1(שם שם י)@m2. [רא""ם]: "
Deuteronomy 28:4," למה נקרא שמם עשתרות.@sp ע""ל בפרשת עקב @m1(ז יג)@m2 ושם פירשתי: "
Deuteronomy 29:3," להכיר את חסדי הקב""ה כו'.@sp לא לדעת המסות הגדולות והאותות והמופתים כפי המובן מפשט הכתוב, כי לא יפול בם לומר לב לדעת וגו': @psשמעתי שאותו היום כו'.@sp ר""ל איך יתכן זה דלא היה להם מקודם לכן עינים ואזנים: @psומה אתה משליט את בני שבטך עליה כו'.@sp פירוש על התורה: "
Deuteronomy 30:3," כענין שנאמר ואתם תלקטו כו'.@sp על גלות בבל נאמרה נבואה זו: "
Deuteronomy 31:2," זהו פירוש לא אוכל עוד כו'.@sp כאלו אמר לפי שה' אמר אלי לא תעבור יהושע הוא עובר, אבל לא מפני שתשש כחו, כי כתיב לא כהתה עינו וגו'. דא""ל שוה' הוא באנפי נפשיה, כאלו אמר לא אוכל, ועוד שה' אמר אלי, דכיון שפי' לא אוכל אינו רשאי, א""כ היינו שהקב""ה אמר אליו לא תעבור, לכ""א שוה' אמר הוא פי', כלומר לא אוכל לפי שה' אמר וגו'. והוי""ו וה' הוא כמו לפי, כמו ואדם אין @m1(בראשית ב ה)@m2, פירושו לפי שאדם אין: @psמלמד שנסתמו ממנו מסורות כו'.@sp והטעם כדי שלא יצטער שנטלה הגדולה ממנו ונתנה ליהושע, דכיון שנסתמה ממנו מסורות החכמה למה לו חיים. וא""ת למה מהפך רש""י ומפרש בתחלה לא אוכל עוד לצאת ולבא, ואח""כ מפרש אנכי היום שלא ע""ד הקרא. וע""ק האי ד""א ה""ל לפרש מיד קודם אנכי היום. ויש לתרץ ע""ד פלפול, לא אוכל עוד לצאת ולבא יכול וכו' עד לפי שה' אמר אלי וגו'. ומקשי רש""י ע""פ זה וא""ת והרי איתא במדרש היום מלאו ימי וכו', אם כן ש""מ דבלא טעם זה וה' אמר אלי וגו' לא היה יכול עוד לצאת ולבא. ומתרץ לעולם וכו', כמו שפירשתי. ודקא קשיא לך הרי איתא במדרש היום מלאו ימי וכו', דמשמע דבלא טעם שה' אמר אלי וגו' לא היה עוד יכול לצאת ולבא. י""ל שהמדרש מפרש לצאת ולבא בע""א, ד""א לצאת ולבא בד""ת וכו' [בשם מהרי""ץ]. ולפי ד""א צ""ל וה' אמר וגו' כמשמעו שה' אמר. [הרא""ם]: "
Deuteronomy 32:1," שאני מתרה בהם בישראל.@sp משום דק""ל מה לו למשה לצוות לשמים, וכי הוא מושל על השמים. וע""ק למה לקח עדות על ישראל, הרי עדיין לא חטאו. ל""פ שאני מתרה בהם בישראל, כדכתיב לעיל @m1(ל יט)@m2 העדותי בכם היום את השמים ואת הארץ, וזה לשון התראה הוא, וכמו @m1(בראשית מג ג) @m2 העד העיד בנו האיש וגו'. כי עדיין לא דבר עם השמים והארץ כלום, ועכשיו דבר עמהם: @psותהיו עדים בדבר שכך אמרתי להם כו'.@sp דק""ל דלמא ישראל לא יקבלו שמים וארץ להיות עדים. ול""פ שאמרתי להם, ר""ל כבר אמרתי להם: @psוכן ותשמע הארץ.@sp פי' אל תאמר מדלא כתיב האזינו השמים והארץ ואדברה, ודאי שני עניינים הם, אלא ר""ל וכן תשמע הארץ, שאני מתרה בהם בישראל ותהיה עד בדבר. והא דכתיב גבי שמים האזינו וגבי הארץ ותשמע, משום דמרע""ה היה קרוב לשמים, שהיה קרוב למיתה, והיתה עתה נשמתו דבקה למעלה, וכשאדם קרוב לחבירו שעומד קרוב אצלו, אומר לו האזין, ולכך אמר האזינו, אבל היה רחוק מן הארץ, לכך שייך בה לשון שמיעה. ומשום הכי לא כלל אותם כאחד לומר האזינו השמים והארץ ואדברה וכו'. והרא""ם פי', דמשום הכי לא כלל אותן, מפני שהשמים הם יותר נכבדים מן הארץ, משום הכי לא כללם בדבור אחד. ולפי פירושו אינו מתורץ למה שינה הקרא בלשונו, דגבי שמים כתב לשון האזנה וגבי הארץ כתב לשון שמיעה: @psאמר משה אני בשר ודם למחר אני מת כו'.@sp וא""ת והא בפרשת נצבים @m1(לעיל ל יט)@m2 פירש שם טעם אחר בפסוק העידותי בכם את השמים וגו'. וי""ל דלעיל גבי התראה, שצריכים העדים להתרות באדם שרוצה לעבור עבירה שלא יעבור, וא""כ קשה איך יעשו השמים והארץ התראה והא אין יכולין לדבר, דאין לפרש דמשה התרה בהם בישראל בפני השמים והארץ שלא יעברו, דהא באותו זמן לא רצו לעבור, והוי התראת ספק ולא שמיה התראה, ועל זה פירש""י הסתכלו וכו', והסתכלות כזה הוא כאלו דברו ההתראה בפה, והכא בשירה זה מדבר בעונשן של ישראל, שאם יעברו על מצות השם ויעבדו ע""א, וגבי העונש כתיב @m1(לעיל יז ז)@m2 יד העדים תהיה בו בראשונה, לכן פי' כאן טעם אחר: "
Deuteronomy *32:36," בלשון זה משמש וכו'.@sp פירוש נתינת טעם הוא אלמעלה: @psבלשון דהא.@sp פירש לפירושו, דרבי נחמיה שפירש קרא דכי ידין וגו' כי יריב את ריבם, ויהיה פירוש כי מלשון דהא, ופי' למה אמר לי נקם ושלם לע""א, מפני שיריב את ריבם של ישראל מיד עושקיהם: "
Deuteronomy 33:1," סמוך למיתתו כו'.@sp פירוש שאם לא תפרש דהאי דכתיב לפני מותו דהוי סמוך למיתתו, לא הוי ידעינן אימתי. וזהו נמי דנקט רש""י אם לא עכשיו אימתי, כיון שהוא לפני מותו וסמוך למיתתו. אי נמי, הוכחתו מדכתיב לפני מותו, דפשיטא דלא ברכם לאחר מותו, אלא אי לא היה כתוב לפני מותו, הוה אמינא זמן רב היה לפני מותו כשבירך אותם. לכן כתיב לפני מותו, ללמדנו דסמוך למיתתו היה. [ספרי והביאו הרא""ם]: "
Deuteronomy 34:1," כמה מעלות היו כו'.@sp דאל""כ לא הוה לי' לומר אלא ויעל משה אל הר נבו, מערבות מואב למה לי, וכי עדיין אין אנו יודעים שהיה משה בערבות מואב, דהא משנה תורה כולה נשנית בערבות מואב: @psהראהו את כל א""י בשלותה כו'.@sp ר""ל לא הוה לי' לומר אלא את כל הארץ עד הים האחרון, ולמה לי הפרטים כולם את הגלעד וגו'. ומזה הטעם הוצרך לפרש ואת הנגב ואת הככר: "
