Assumed to be correct references,Siftei Chachamim comment
Leviticus 13:2," @Kשאת @Kאו ספחת וגו'.@T שמות נגעים הם, ולבנות זו מזו @M(נגעים פ""א מ""א)@J: @Kבהרת.@T חברבורות טייא""ר בלע""ז, וכן בָּהִיר הוּא בַּשְּׁחָקִים @M(איוב לז, כא)@J: @Kאל אהרן וגו'.@T @r@bגזירת הכתוב הוא, שאין טומאת נגעים וטהרתן אלא על פי כהן @M(ת""כ נגעים פרשתא א, ט)@J: "
Leviticus 14:2, @Kזאת תהיה תורת וגו'.@T מלמד @r@bשאין מטהרין אותו בלילה @M(מגילה כא.)@J: 
Leviticus 15:2," @Kכי יהיה זב.@T @r@bיכול זב מכל מקום יהא טמא, תלמוד לומר מבשרו, ולא כל בשרו. @M(נדה מג.)@J אחר שחלק הכתוב בין בשר לבשר זכיתי לדין @r@bטימא בזב וטימא בזבה, מה זבה ממקום שהיא מְטַמְּאָה @r@bטומאה קלה, נדה, מטמאה טומאה חמורה, זיבה, אף הזב ממקום שמטמא טומאה קלה, קרי, מטמא טומאה חמורה זיבה @M(ת""כ זבים פרשתא א, ה)@J: @Kזובו טמא.@T למד על @r@bהטפה שהיא מטמאה. זוב דומה לְמֵי בצק של שעורין @r@bודחוי, ודומה @r@bללובן ביצה המוזרת, שכבת זרע קשור כלובן ביצה שאינה מוזרת @M(נדה לה:)@J: "
Leviticus 16:1," @Kוידבר ה' אל משה אחרי מות שני בני אהרן וגו'.@T מה תלמוד לומר, היה רבי אלעזר בן עזריה מושלו, משל לחולה שנכנס אצלו רופא, אמר לו אל תאכל צונן ואל תשכב @r@bבטחב, בא אחר ואמר לו אל תאכל צונן ואל תשכב בטחב שלא תמות כדרך שמת פלוני, זה זרזו יותר מן הראשון, לכך נאמר אחרי מות שני בני אהרן: "
Leviticus 17:3," @Kאשר ישחט שור או כשב.@T @r@bבמוקדשין הכתוב מדבר, שנאמר להקריב קרבן: @Kבמחנה.@T @r@bחוץ לעזרה @M(זבחים קז:)@J: "
Leviticus 18:2," @Kאני ה' אלהיכם.@T אני הוא שאמרתי בסיני, אנכי ה' אלהיך @M(שמות כ, ב)@J, וקבלתם עליכם מלכותי, מעתה קבלו גזרותי. רבי אומר גלוי וידוע לפניו שסופן לִנָּתֵק בעריות בימי עזרא, לפיכך בא עליהם בגזירה אני ה' אלהיכם, דעו מי גוזר עליכם, @r@bדיין להפרע ונאמן לשלם שכר: "
Leviticus 19:2," @Kדבר אל כל עדת בני ישראל.@T מלמד שנאמרה פרשה זו @r@bבהקהל, מפני שרוב גופי תורה תלויין בה @M(ויק""ר כד, ה)@J: @Kקדושים תהיו.@T הוו פרושים @r@bמן העריות ומן העבירה, שכל מקום שאתה מוצא גדר ערוה אתה מוצא קדושה @M(ויק""ר שם ו)@J, אִשָּׁה זֹנָה וַחֲלָלָה וגו' @M(ויקרא כא, ז)@J, אֲנִי ה' מְקַדִּשְׁכֶם. @M(ת""כ פרשתא א, א)@J) וְלֹא יְחַלֵּל זַרְעוֹ אֲנִי ה' מְקַדְּשׁוֹ @M(שם פסוק טו)@J. קְדשִׁים יִהְיוּ @M(שם פסוק ו)@J, אִשָּׁה זֹנָה וַחֲלָלָה וגו' @M(שם פסוק ז)@J: "
Leviticus 20:2," @Kואל בני ישראל תאמר.@T @r@bעונשין על האזהרות: @Kמות יומת.@T בבית דין, ואם אין כח לבית דין, @r@bעם הארץ מסייעין אותן @M(ת""כ פרשתא ד, ד)@J: @Kעם הארץ.@T עם @r@bשבגינו נבראת הארץ, דבר אחר עם שעתידין לירש את הארץ על ידי מצות הללו @M(שם)@J: "
Leviticus 21:1," @Kאמור אל הכהנים.@T @r@bאמור, ואמרת, להזהיר גדולים על הקטנים @M(יבמות קיד. — ת""כ פרשתא א, א)@J: @Kבני אהרן.@T יכול חללים, @r@bתלמוד לומר הכהנים: @Kבני אהרן.@T אף בעלי מומין במשמע: @Kבני אהרן.@T ולא בנות אהרן @M(קידושין לה:)@J: @Kלא יטמא בעמיו.@T בעוד שהמת @r@bבתוך עמיו, @r@bיצא מת מצוה @M(ת""כ שם ג)@J: "
Leviticus 22:2," @Kוינזרו.@T אין נזירה אלא פרישה, וכן הוא אומר וַיִּנָּזֵר מֵאַחֲרַי @M(יחזקאל יד, ז)@J, נָזֹרוּ אָחוֹר @M(ישעיה א, ד)@J, יפרשו מן הקדשים בימי טומאתן. דבר אחר וינזרו מקדשי בני ישראל, אשר הם מקדישים לי ולא יחללו את שם קדשי, @r@bסרס המקרא ודרשהו: @Kאשר הם מקדישים לי.@T לרבות קדשי כהנים עצמן: "
Leviticus 23:2," @Kדבר אל בני ישראל וגו' מועדי ה'.@T עשה מועדות שיהיו ישראל מלומדין בהם, @r@bשמעברים את השנה על גליות שנעקרו ממקומם לעלות לרגל ועדיין לא הגיעו לירושלים: "
Leviticus 24:2," @Kצו את בני ישראל.@T זו פרשת מצות הנרות, ופרשת ואתה תצוה לא נאמרה אלא על סדר מלאכת המשכן, לפרש צורך המנורה, וכן משמע ואתה סופך לצוות את בני ישראל על כך: @Kשמן זית זך.@T שלשה שמנים יוצאים מן הזית, הראשון קרוי זך, והן מפורשים במנחות @M(פו.)@J ובת""כ @M(פרשתא יג, א)@J: @Kתמיד.@T מלילה ללילה, כמו עולת תמיד @M(במדבר כח ו)@J, שאינה אלא מיום ליום: "
Leviticus 25:1," @Kבהר סיני.@T מה ענין שמיטה אצל הר סיני, והלא כל המצות נאמרו מסיני, אלא מה שמיטה נאמרו כללותיה (ופרטותיה) ודקדוקיה מסיני, אף כולן נאמרו כללותיהן ודקדוקיהן מסיני, כך שנויה בת""כ @M(פרשתא א, א)@J. ונראה לי שכך פירושה, לפי שלא מצינו שמיטת קרקעות שנשנית בערבות מואב במשנה תורה, למדנו שכללותיה ופרטותיה כולן נאמרו מסיני, ובא הכתוב ולמד כאן על כל דבור שנדבר למשה שמסיני היו כולם כללותיהן ודקדוקיהן, וחזרו ונשנו בערבות מואב: "
Leviticus 26:1," @Kלא תעשו לכם אלילם.@T כנגד זה הנמכר לנכרי, שלא יאמר הואיל ורבי מגלה עריות אף אני כמותו, הואיל ורבי עובד עבודת אלילים אף אני כמותו, הואיל ורבי מחלל שבת אף אני כמותו, לכך נאמרו מקראות הללו @M(ת""כ פרק ט, ו)@J. ואף הפרשיות הללו נאמרו על הסדר, בתחלה הזהיר על השביעית, ואם חמד ממון ונחשד על השביעית, סופו למכור מטלטליו, לכך סמך לה, וכי תמכור ממכר, (מה כתיב ביה או קנה מיד וגו' דבר הנקנה מיד ליד)@T לא חזר בו, סוף מוכר אחוזתו, לא חזר בו, סוף מוכר את ביתו, לא חזר בו, סוף לוה ברבית, כל אלו האחרונות קשות מן הראשונות, לא חזר בו, סוף מוכר את עצמו, לא חזר בו, לא דיו לישראל אלא אפילו לנכרי @M(קידושין כ.)@J: @Kואבן משכית.@T לשון כסוי, כמו וְשַׂכֹּתִי כַפִּי @M(שמות לג, כב)@J, שמכסין הקרקע ברצפת אבנים: @Kלהשתחות עליה.@T אפילו לשמים, לפי שהשתחואה בפשוט ידים ורגלים היא, ואסרה תורה לעשות כן, חוץ מן המקדש @M(מגילה כב.)@J: "
Leviticus 27:2," @Kכי יפלא.@T יפריש בפיו: @Kבערכך נפשת.@T ליתן ערך נפשו, לומר ערך דבר שנפשו תלויה בו, עלי: "
