Assumed to be correct references,Siftei Chachamim comment
Genesis 12:1," @Kלך לך.@T להנאתך ולטובתך, ושם אעשך לגוי גדול וכאן אי אתה זוכה לבנים @M(ר""ה טז:)@J, ועוד שאודיע טבעך בעולם @M(ב""ר)@J: "
Genesis 13:1," @Kויעל אברם וגו' הנגבה.@T לבא לדרומה של ארץ ישראל, כמו שאמר למעלה הלוך ונסוע הנגבה, להר המוריה @M(ב""ר לט, טז)@J, ומכל מקום כשהוא הולך ממצרים לארץ כנען, מדרום לצפון הוא מהלך, שארץ מצרים בדרומה של ארץ ישראל, כמו שמוכיח במסעות ובגבולי הארץ @M(מסעי)@J: "
Genesis 14:1," @Kאמרפל.@T הוא נמרוד, שאמר לאברהם פול לתוך כבשן האש @M(עירובין נג:)@J: @Kמלך גוים.@T מקום יש ששמו גוים. על שם שנתקבצו שמה מכמה אומות ומקומות, והמליכו איש עליהם, ושמו תדעל. @M(ב""ר שם)@J: "
Genesis 15:1," @Kאחר הדברים האלה.@T כל מקום שנאמר אחר, סמוך. אחרי, מופלג @M(ב""ר מד, ה)@J. אחר הדברים האלה, אחר שנעשה לו נס זה שהרג את המלכים, והיה דואג ואומר שמא קבלתי שכר על כל צדקותי, לכך אמר לו המקום אל תירא אברם @M(ב""ר)@J: @Kאנכי מגן לך.@T מן העונש, שלא תענש על כל אותן נפשות שהרגת @M(ב""ר)@J, ומה שאתה דואג על קבול שכרך, שכרך הרבה מאד: "
Genesis 16:1," @Kשפחה מצרית.@T בת פרעה היתה, כשראה נסים שנעשו לשרה, אמר, מוטב שתהא בתי שפחה בבית זה, ולא גבירה בבית אחר @M(ב""ר)@J: "
Genesis 17:1," @Kאני אל שדי.@T אני הוא שיש די באלהותי לכל בריה, לפיכך התהלך לפני, ואהיה לך לאלוה ולפטרון @M(ב""ר)@J. וכן כל מקום שהוא במקרא פירושו@T כך, די שלו, והכל לפי הענין: @Kהתהלך לפני.@T כתרגומו פלח קדמי, הדבק בעבודתי: @Kוהיה תמים.@T אף זה צווי אחר צווי, היה שלם בכל נסיונותי. ולפי מדרשו, התהלך לפני במצות מילה, ובדבר הזה תהיה תמים, שכל זמן שהערלה בך אתה בעל מום לפני @M(נדרים לא: — תנחומא — ב""ר)@J. דבר אחר והיה תמים, עכשיו אתה חסר ה' איברים, ב' עינים, ב' אזנים, וראש הגויה, אוסיף לך אות על שמך, ויהיו מנין אותיותיך רמ""ח, כמנין אבריך @M(תנחומא — נדרים לב:)@J: "
Genesis 18:1," @Kוירא אליו.@T לבקר את החולה, אמר רבי חמא בר חנינא, יום שלישי למילתו היה, ובא הקב""ה ושאל בשלומו @M(בבא מציעא פו:)@J: @Kבאלוני ממרא.@T הוא שנתן לו עצה על המילה, לפיכך נגלה אליו בחלקו @M(ב""ר מב, ח)@J: @Kישב.@T יָשַׁב כתיב@K@T, בִּקֵש לעמוד, אמר לו@T הקב""ה שֵׁב ואני אעמוד, ואתה סימן לבניך @M(ב""ר מח, ז)@J שעתיד אני להתיצב בעדת הדיינין והן יושבין, שנאמר אֱלֹהִים נִצָּב בַּעֲדַת אֵל @M(תהלים פב, א)@J: @Kפתח האהל.@T לראות אם יש עובר ושב ויכניסם בביתו: @Kכחם היום.@T הוציא הקב""ה חמה מנרתיקה שלא להטריחו באורחים @M(בבא מציעא פו:)@J, ולפי שראהו מצטער שלא היו אורחים באים, הביא מלאכים עליו בדמות אנשים: "
Genesis 19:1," @Kהמלאכים.@T ולהלן קראם אנשים, כשהיתה שכינה עמהם קראם אנשים. דבר אחר, אצל אברהם שכחו גדול, והיו המלאכים תדירין אצלו כאנשים, קראם אנשים, ואצל לוט קראם מלאכים: @Kבערב.@T וכי כל כך שהו המלאכים מחברון לסדום, אלא מלאכי רחמים היו, וממתינים שמא יוכל אברהם ללמד עליהם סנגוריא: @Kולוט ישב בשער סדום.@T ישב כתיב, אותו היום מינוהו שופט עליהם @M(ב""ר נ, ג)@J: @Kוירא לוט וגו'.@T מבית אברהם למד לחזור על האורחים: "
Genesis 20:1," @Kויסע משם אברהם.@T כשראה שחרבו הכרכים, ופסקו העוברים והשבים, נסע לו משם. דבר אחר להתרחק מלוט, שיצא עליו שֵׁם רע שבא על בנותיו @M(ב""ר נב, ד)@J: "
Genesis 21:1," @Kוה' פקד את שרה וגו'.@T סמך פרשה זו, ללמדך שכל המבקש רחמים על חבירו והוא צריך לאותו דבר, הוא נענה תחלה, שנאמר ויתפלל וגו' וסמיך ליה וה' פקד את שרה, שפקדה כבר קודם שריפא את אבימלך @M(בבא קמא צב.)@J: @Kפקד את שרה כאשר אמר.@T בהריון: @Kכאשר דבר@T.@T בלידה, והיכן היא אמירה והיכן הוא דבור, אמירה, וַיֹאמֶר אֱלֹהִים אֲבָל שָׂרָה אִשְׁתְּךָ וגו', דבור, הָיָה דְבַר ה' אֶל אַבְרָם, בברית בין הבתרים, ושם נאמר לֹא יִירָשְׁךָ זֶה וגו', והביא היורש משרה: @Kויעש ה' לשרה כאשר דבר. @Tלאברהם: "
Genesis 22:1," @Kאחר הדברים האלה.@T יש מרבותינו אומרים @M(סנהדרין פט:)@J אחר דבריו של שטן, שהיה מקטרג ואומר, מכל סעודה שעשה אברהם לא הקריב לפניך פר אחד או איל אחד, אמר לו, כלום עשה אלא בשביל בנו, אילו הייתי אומר לו זְבַח אותו לפני, לא היה מעכב. ויש אומרים אחר דבריו של ישמעאל, שהיה מתפאר על יצחק שמל בן י""ג שנה ולא מיחה, אמר לו יצחק באבר אחד אתה מיראני, אילו אמר לי הקב""ה זבח עצמך לפני, לא הייתי מעכב: @Kהנני.@T כך היא ענייתם של חסידים, לשון ענוה הוא, ולשון זימון: "
Genesis 23:1," @Kויהיו חיי שרה מאה שנה ועשרים שנה ושבע שנים.@T לכך נכתב שנה בכל כלל וכלל, לומר לך שכל אחד נדרש לעצמו, בת ק' כבת כ' לחטא, מה בת כ' לא חטאה שהרי אינה בת עונשין, אף בת ק' בלא חטא, ובת כ' כבת ז' ליופי: @Kשני חיי שרה.@T כֻּלן שוין לטובה: "
Genesis 24:1," @Kברך את אברהם בכל.@T בַכֹּל עולה בגימטריא בן, ומאחר שהיה לו בן, היה צריך להשיאו אשה: "
Genesis 25:1," @Kקטורה.@T זו הגר, ונקראת קטורה על שם שנאים מעשיה כקטרת, ושקשרה פִּתחה, שלא נזדווגה לאדם מיום שׁפִּרשׁה מאברהם @M(ב""ר סא, ד)@J: "
Genesis 26:2," @Kאל תרד מצרימה.@T שהיה דעתו לרדת למצרים כמו שירד אביו בימי הרעב, אמר לו אל תרד מצרימה, שאתה עולה תמימה, ואין חוצה לארץ כדאי לך: "
Genesis 27:1," @Kותכהין.@T בעשנן של אלו, (שהיו מעשנות ומקטירות לעבודת אלילים). דבר אחר, כשנעקד על גבי המזבח, והיה אביו רוצה לשחטו, באותה שעה נפתחו השמים, וראו מלאכי השרת והיו בוכים, וירדו דמעותיהם ונפלו על עיניו, לפיכך כהו עיניו. דבר אחר, כדי שיטול יעקב את הברכות: "
Genesis 28:2," @Kפדנה.@T כמו לפדן: @Kביתה בתואל.@T לבית בתואל, כל תיבה שצריכה למ""ד בתחלתה הטיל לה ה""א בסופה @M(יבמות יג:)@J: "
Genesis 29:1," @Kוישא יעקב רגליו.@T משנתבשר בשורה טובה, שהובטח בשמירה, נשא לבו את רגליו ונעשה קל ללכת. כך מפורש בבראשית רבה @M(ע, ח)@J: "
Genesis 30:1," @Kותקנא רחל באחתה.@T קנאה במעשיה הטובים, אמרה, אלולי שצדקה ממני לא זכתה לבנים @M(ב""ר עא, ו)@J: @Kהבה לי.@T וכי כך עשה אביך לאמך, והלא התפלל עליה: @Kמתה אנכי.@T מכאן למי שאין לו בנים שחשוב כמת @M(ב""ר שם)@J: "
Genesis 31:1," @Kעשה.@T כנס, כמו וַיַּעַש חַיִל וַיַּך אֶת עֲמָלֵק @M(שמואל־א יד, מח)@J: "
Genesis 32:2," @Kויפגעו בו מלאכי אלהים.@T מלאכים של ארץ ישראל באו לקראתו, ללותוֹ לארץ: "
Genesis 33:2, @Kואת לאה וילדיה אחרונים.@T אחרון אחרון חביב: 
Genesis 34:1," @Kבת לאה.@T ולא בת יעקב, אלא על שם יציאתה נקראת בת לאה, שאף היא יצאנית היתה, שנאמר וַתֵּצֵא לֵאָה לִקְרָאתוֹ @M(ב""ר פ, א)@J, (ועליה משלו המשל כְּאִמָּה כְּבִּתָּהּ): (ב) @Kוישכב אותה.@T כדרכה: @Kויענה.@T שלא כדרכה @M(יומא עז:)@J: "
Genesis 35:1," @Kקום עלה.@T לפי שאחרת בדרך @M(תנחומא וישלח ח)@J, נענשת ובא לך זאת מבתך: "
Genesis 36:2," @Kעדה בת אילון.@T היא בשמת בת אילון, ונקראת בשמת על שם שהיתה מקטרת בשמים לעבודת אלילים: @Kאהליבמה.@T היא יהודית, והוא כינה שמה יהודית, לומר, שהיא כופרת בעבודת אלילים כדי להטעות את אביו: @Kבת ענה בת צבעון.@T אם בת ענה לא בת צבעון, ענה בנו של צבעון, שנאמר וְאֵלֶּה בְּנֵי צִבְעוֹן וְאַיָּה וַעֲנָה, מלמד שבא צבעון על כלתו אשת ענה, ויצאת אהליבמה מבין שניהם, והודיעך הכתוב שכולן בני ממזרות היו: "
Genesis 37:1," @Kוישב יעקב וגו'.@T אחר שכתב לך ישובי עשו ותולדותיו בדרך קצרה, שלא היו ספונים וחשובים לפרש היאך נתישבו, וסדר מלחמותיהם איך הורישו את החורי, פירש לך ישובי יעקב ותולדותיו בדרך ארוכה, כל גלגולי סבתם, לפי שהם חשובים לפני המקום להאריך בהם, וכן אתה מוצא בעשרה דורות שמאדם ועד נח, פלוני הוליד פלוני, וכשבא לנח האריך בו, וכן בעשרה דורות שמנח ועד אברהם קצר בהם, ומשהגיע אצל אברהם האריך בו. משל למרגלית שנפלה בין החול, אדם ממשמש בחול וכוברו בכברה עד שמוצא את המרגלית, ומשמצאה, הוא משליך את הצרורות מידו ונוטל המרגלית. (דבר אחר וישב יעקב, הפשתני הזה, נכנסו גמליו טעונים פשתן, הפחמי תמה, אנה יכנס כל הפשתן הזה, היה פיקח אחד משיב לו, ניצוץ אחד יוצא ממפוח שלך ששורף את כולו, כך יעקב, ראה כל האלופים הכתובים למעלה, תמה ואמר, מי יכול לכבוש את כולן, מה כתיב למטה, אלה תולדות יעקב יוסף, וכתיב וְהָיָה בֵּית יַעֲקֹב אֵשׁ וּבֵית יוֹסֵף לֶהָבָה וּבֵית עֵשָו לְקַש, ניצוץ יוצא מיוסף שמכלה ושורף את כולם. ברש""י ישן):@T "
Genesis 38:1," @Kויהי בעת ההוא.@T למה נסמכה פרשה זו לכאן והפסיק בפרשתו של יוסף, ללמד, שהורידוהו אחיו מגדולתו כשראו בצרת אביהם, אמרו, אתה אמרת למכרו, אלו אמרת להשיבו, היינו שומעים לך: @Kויט.@T מאת אחיו: @Kעד איש עדלמי.@T נשתתף עמו: "
Genesis 39:1," @Kויוסף הורד.@T חוזר לענין ראשון, אלא שהפסיק בו כדי לסמוך ירידתו של יהודה למכירתו של יוסף, לומר לך שבשבילו הורידוהו מגדולתו. ועוד, כדי לסמוך מעשה אשתו של פוטיפר למעשה תמר, לומר לך, מה זו לשם שמים אף זו לשם שמים, שראתה באצטרולוגין שלה שעתידה להעמיד בנים ממנו, ואינה יודעת אם ממנה אם מבתה: "
Genesis 40:1," @Kאחר הדברים האלה.@T לפי שהרגילה אותה ארורה את הצדיק בפי כלם לדבר בו בגנותו, הביא להם הקב""ה סורחנם של אלו, שיפנו אליהם ולא אליו, ועוד שתבוא הרווחה לצדיק על ידיהם: @Kחטאו.@T זה נמצא זבוב בפיילי פוטירין שלו, וזה נמצא צרור בגלוסקין שלו: @Kוהאופה.@T את פת המלך, ואין לשון אפייה אלא בפת, ובלע""ז פיסטו""ר: "
Genesis 41:1," @Kויהי מקץ.@T כתרגומו מסוף, וכל לשון קץ, סוף הוא: @Kעל היאור.@T כל שאר נהרות אינם קרוים יאורים, חוץ מנילוס, מפני שכל הארץ עשויין יאורים יאורים בידי אדם, ונילוס עולה בתוכם ומשקה אותם, לפי שאין גשמים יורדין במצרים תדיר כשאר ארצות: "
Genesis 42:1," @Kוירא יעקב כי יש שבר במצרים.@T ומהיכן ראה, והלא לא ראה אלא שמע, שנאמר הנה שמעתי וגו', ומהו וירא, ראה באספקלריא של קדש שעדיין יש לו שבר במצרים, ולא היתה נבואה ממש להודיעו בפירוש שזה יוסף: @Kלמה תתראו.@T למה תראו עצמכם בפני בני ישמעאל ובני עשו כאילו אתם שבעים, כי באותה שעה עדיין היה להם תבואה @M(תענית י:)@J. (ולי נראה כפשוטו למה תתראו, למה יהו הכל מסתכלין בכם, ומתמיהים בכם שאין אתם מבקשים לכם אוכל בטרם שיכלה מה שבידכם). ומפי אחרים שמעתי שהוא לשון כחישה, למה תהיו כחושים ברעב, ודומה לו וּמַרוֶה גַּם הוּא יוֹרֶא @M(משלי יא, כה)@J: "
Genesis 43:2," @Kכאשר כלו לאכול.@T יהודה אמר להם המתינו לזקן עד שתכלה פת מן הבית: @Kכאשר כלו.@T כד שציאו (והמתרגם כד ספיקו, טועה, כַּאֲשֶׁר כִּלוּ הַגְּמַלִּים לִשְׁתּוֹת, מתורגם כד ספיקו, כששתו די ספוקם הוא גמר שתייתם. אבל זה כאשר כלו לאכול, כאשר תם האוכל הוא, ומתרגמינן כד שיציאו): "
Genesis 44:2," @Kגביע.@T כוס ארוך, וקורין לו מדרינ""ש (רעמר):@T "
Genesis 45:1, @Kולא יכול יוסף להתאפק לכל הנצבים.@T לא היה יכול לסבול שיהיו מצרים נצבים עליו ושומעין שאחיו מתביישין בהודעו להם: 
Genesis 46:1," @Kבארה שבע.@T כמו לבאר שבע ה""א בסוף תיבה, במקום למ""ד בתחלתה: @Kלאלהי אביו יצחק.@T חייב אדם בכבוד אביו יותר מבכבוד זקנו לפיכך תלה ביצחק ולא באברהם: "
Genesis 47:2," @Kומקצה אחיו.@T מן הפחותים שבהם לגבורה, שאין נראים גבורים, שאם יראה אותם גבורים, יעשה אותם אנשי מלחמתו. ואלה הם, ראובן, שמעון, לוי, יששכר, ובנימין, אותן שלא כפל משה שמותם כשברכן, אבל שמות הגבורים כפל. וְזֹאת לִיהוּדָה שְׁמַע ה' קוֹל יְהוּדָה, וּלְגָד אָמַר בָּרוּךְ מַרְחִיב גָּד, וּלְנַפְתָּלִי אָמַר נַפְתָּלִי, וּלְדָן אָמַר דָן, וכן לזבולון, וכן לאשר. זהו לשון בראשית רבה @M(צה, ד)@J שהיא אגדת ארץ ישראל, אבל בגמרא בבלית שלנו מצינו, שאותן שכפל משה שמותן הם החלשים, ואותן הביא לפני פרעה, ויהודה שהוכפל שמו, לא הוכפל משום חלשות, אלא טעם יש בדבר, כדאיתא בבא קמא @M(צב.)@J. ובברייתא דספרי שנינו בוזאת הברכה כמו בגמרא שלנו: "
Genesis 48:1," @Kויאמר ליוסף.@T אחד מן המגידים, והרי זה מקרא קצר. ויש אומרים אפרים היה רגיל לפני יעקב בתלמוד, וכשחלה יעקב בארץ גושן, הלך אפרים אצל אביו למצרים להגיד לו: @Kויקח את שני בניו עמו.@T כדי שיברכם יעקב לפני מותו: "
Genesis 49:1," @Kואגידה לכם.@T בקש לגלות את הקץ ונסתלקה ממנו שכינה, והתחיל אומר דברים אחרים @M(ב""ר צח, ב)@J: "
Genesis 50:2, @Kלחנט את אביו.@T ענין מרקחת בְּשָׂמִים הוא: 
