Blessings 4.7,"A person who decides not to continue eating or drinking, <sup class=""footnote-marker"">1</sup><i class=""footnote"">The <i>Kessef Mishneh</i> cites <i>Pesachim</i> 103b, which states that once a person diverts his attention from drinking wine, he must recite another blessing when he begins drinking again.<br>The Ra'avad notes that the passage from <i>Pesachim</i> (<i>loc. cit.</i>) mentions only drinking and does not discuss eating, and on that basis protests against the Rambam's equation of the two. From <i>Berachot</i> 42a, however, it appears that similar principles apply with regard to eating.</i> and afterwards changes his mind and [desires to] eat or drink, must recite another blessing <sup class=""footnote-marker"">2</sup><i class=""footnote"">efore partaking of the food or drink. He is not, however, required to recite a blessing after the first food or drink. Rather, he is required to recite only a single blessing after he completes eating.</i> although he has not changed his place. <sup class=""footnote-marker"">3</sup><i class=""footnote"">As mentioned in Halachot 3-5, a person who changes his place while eating must recite both a blessing after the food he has eaten previously and a blessing over the food he plans to eat in his new place.<br>Many authorities do not accept the Rambam's decision with regard to a meal that includes bread. When a person sits down to such a meal, he is considered to have fixed his attention on eating. People frequently become drawn into eating more than they originally intended at such meals. Thus, a person's decision not to continue eating is not considered final, since it is quite possible that he will change his mind and decide to eat again. (See <i>Shulchan Aruch HaRav</i> 179:1).<br>Based on these principles, the <i>Shulchan Aruch</i> (<i>Orach Chayim</i> 179:1) rules that, although once a person has decided to cease eating or drinking a new blessing is generally required, when partaking of a meal it is not sufficient to make a mental decision, and a person must wash before grace to be considered to have ceased eating.</i> If he did not decide [to cease] eating or drinking and had in mind to continue - even if he <sup class=""footnote-marker"">4</sup><i class=""footnote"">emained in the place in which he ate originally, and</i> made an interruption for the entire day <sup class=""footnote-marker"">6</sup><i class=""footnote"">The Rambam's terminology appears to be a stylistic exaggeration. If a person waits long enough for the food he has eaten to digest, it would appear that he is required to recite another blessing before beginning to eat again (<i>Kin’at Eliyahu</i>).</i> - he is not required to recite a second blessing. <sup class=""footnote-marker"">7</sup><i class=""footnote"">efore partaking of more food or drink.</i>",5,did not decide [to cease] eating or drinking and had in mind to continue,eating at a later time
Torah Study 3.1,"Three crowns were conferred upon Israel: the crown of Torah, the crown of priesthood, and the crown of royalty. Aaron merited <sup class=""footnote-marker"">1</sup><i class=""footnote"">The <i>Sifre, ibid.</i>, states: ""Aaron merited and took it."" The Rambam omits the latter term, since priesthood (and, similarly, royalty) are not attributes that can be acquired by human effort, but rather must be conveyed by God.</i> the crown of priesthood, <sup class=""footnote-marker"">2</sup><i class=""footnote"">This includes two aspects:a) that his descendants alone will serve as priests;b) that one will be chosen as the High Priest.""</i> as [Numbers 25:13] states: ""And it will be an eternal covenant of priesthood for him and his descendants after <sup class=""footnote-marker"">3</sup><i class=""footnote"">See <i>Hilchot Klei HaMikdash</i> 4:1.</i> him.""<br>David merited the crown of royalty, as [Psalms 89:37] states: ""His seed will continue forever, and his throne will be as the sun before <sup class=""footnote-marker"">4</sup><i class=""footnote"">In <i>Hilchot Melachim</i> 1:7, the Rambam writes:<br>Once David was anointed, he acquired the crown of royalty. Afterwards, the kingship belongs to him and his male descendants, forever.<br>It must be noted that in the present halachah, the Rambam quotes a different verse from that in <i>Hilchot Melachim</i> and in <i>Avot D'Rabbi Natan</i>.</i> Me.""<br>The crown of Torah is set aside, waiting, and ready for each Jew, <sup class=""footnote-marker"">5</sup><i class=""footnote"">The <i>Sifre, ibid.</i>, uses the expression ""for all inhabitants of the earth."" Though some manuscript copies of the <i>Mishneh Torah</i> read ""for all,"" rather than ""for each Jew,"" the printed text can be explained on the basis of <i>Hilchot Melachim</i> 10:9, which states: ""A gentile who studies Torah is liable for the death penalty."" Similarly, on the verse from Deuteronomy quoted below, <i>Sanhedrin</i> 59a comments: ""It is our inheritance and not theirs.""<br>[Nevertheless, it must be pointed out that the same passage in <i>Sanhedrin</i> also describes the high levels which a gentile can attain by studying the rules of the seven general laws of human behavior given to Noah and his descendants. All Jews are obligated to assist the gentiles in this study. (See <i>Hilchot Melachim</i> 8:10.)]</i> as [implied by Deuteronomy 33:4]: ""The Torah which Moses commanded us is the inheritance of the congregation of Jacob."" <sup class=""footnote-marker"">6</sup><i class=""footnote"">and thus becomes the property of every Jew as soon as he is born. Because of the fundamental message implied by this verse, the Rambam chooses to quote it, rather than the verse mentioned in <i>Avot D'Rabbi Natan, ibid.</i> Similarly, the message conveyed by this verse is so important that it is taught to every Jewish child as soon as he learns to talk (Chapter 1, Halachah 6).<br>Nevertheless, although, as the above verse implies, each Jew has an inherent connection to Torah, effort must be expended in order to reveal and develop that connection. In that vein, <i>Avot</i> 2:15 counsels: ""Prepare yourself to study Torah, for it is not an inheritance."" Therefore, the Rambam continues...</i> Whoever desires <sup class=""footnote-marker"">7</sup><i class=""footnote"">In his Commentary on the Mishnah, <i>Avot</i> 4:17, the Rambam relates the content of this halachah and uses the expression: ""Whoever desires to be crowned with the crown of Torah.""</i> may <sup class=""footnote-marker"">8</sup><i class=""footnote"">fulfill the directives mentioned in this chapter, and thus...</i> come and take it.<br>Lest you say that the other crowns surpass the crown of Torah, [Proverbs 8:15-16] states: ""By me, kings reign, princes decree justice, <sup class=""footnote-marker"">10</sup><i class=""footnote"">the latter clause is omitted in many manuscript copies of the <i>Mishneh Torah</i>.</i> and nobles rule."" Thus, you have learned that the crown of Torah is greater than the other two. <sup class=""footnote-marker"">11</sup><i class=""footnote"">The <i>Sifre, ibid.</i>, states: ""Who is greater, the one who conveys the crown or the one who is crowned!"" Thus, we can appreciate that the crown of Torah surpasses the crown of royalty. Since a king is given greater honor than the High Priest, we can also assume that the crown of Torah is greater than the crown of priesthood (<i>Lechem Mishneh</i>).</i>",9,,come and take it.
Torah Study 3.4,"[The following rules apply] when a person is confronted with the performance of a mitzvah and the study of Torah: If the mitzvah can be performed by another individual, he should not interrupt his studies. If not, he should perform the mitzvah, and then return to his studies.",5,,"The rationale behind the above statements can be explained as follows: As explained in the commentary on Chapter 1, Halachah 3, the ultimate level of fulfillment man can reach is to step beyond his humanity and fulfill God's will, as revealed in the mitzvot. Nevertheless, priority is given to Torah study, because it possesses a twofold advantage over the other mitzvot: first, it leads to their fulfillment; second, it allows for an internalized connection to be established between the person and God."
Torah Study 3.4,"[The following rules apply] when a person is confronted with the performance of a mitzvah and the study of Torah: If the mitzvah can be performed by another individual, he should not interrupt his studies. If not, he should perform the mitzvah, and then return to his studies.",6,,"However, when the person ignores the fulfillment of the mitzvot, both those advantages are lost. Obviously, the study does not lead to deed, and, furthermore, his intellectual activity appears to be a matter of personal interest and not a process of connection to God."
Torah Study 3.4,"[The following rules apply] when a person is confronted with the performance of a mitzvah and the study of Torah: If the mitzvah can be performed by another individual, he should not interrupt his studies. If not, he should perform the mitzvah, and then return to his studies.",7,,and then return to his studies.
Torah Study 3.9,"The words of Torah can be compared to water, as [Isaiah 55:1] states: ""Behold, all who are thirsty, come to the water."" This teaches you that just as water does not collect on an incline, but rather flows from it and collects in a low place, similarly, the words of Torah will not be found in the arrogant or in the hearts of any of the haughty, but rather in the humble and lowly, who sit in the dust at the feet of the Sages and remove the desires and pleasures of the times from their hearts. They do only a minimal amount of work each day [to earn] their livelihood if they have nothing else to eat. The rest of their days and nights are involved with Torah study.",6,,are involved with Torah study.
Torah Study 3.11,"It is a tremendous advantage for a person to derive his livelihood from his own efforts. <sup class=""footnote-marker"">1</sup><i class=""footnote"">and not from charity.</i> This attribute was possessed by the pious of the early generations. In this manner, one will merit all [types <sup class=""footnote-marker"">3</sup><i class=""footnote"">One of the rationales given by many of the Rabbis who permit scholars to derive benefit from their studies is that performing menial work will cheapen the common man's appreciation of them, and thus minimize the honor given to the Torah.<br>The Rambam (see the Commentary on the Mishnah, <i>ibid.</i>) holds the very opposite. The common people will respect a person who honestly earns his livelihood and will look down on a person who derives his income from charity.</i> of] honor and benefit in this world <sup class=""footnote-marker"">4</sup><i class=""footnote"">i.e., God will grant him blessing and he will be able to earn a respectable income through his efforts.<br>In <i>Hilchot Teshuvah</i> 9:1, the Rambam elaborates how God will grant material blessings to a person who dedicates himself to Torah and mitzvot. These blessings will, in turn, afford him the opportunity of continuing and increasing his service of God.</i> and in the world to come, <sup class=""footnote-marker"">5</sup><i class=""footnote"">Though the person will also realize benefit in this world, ""the principle remains for the world to come"" (<i>Pe'ah</i> 1:1). (See also <i>Hilchot Teshuvah, ibid.</i>)</i> as [Psalms 128:2] states: ""If you eat the toil of your hands, <sup class=""footnote-marker"">6</sup><i class=""footnote"">On this verse, the Rabbis commented: 'the toil of your hands,' and not 'the toil of your heads.’“ When a person works with his hands, his mind is free to think about Torah. When he returns home, he may be physically tired, but he has no pressures from his business. In contrast, those whose profession involves mental effort have more difficulty diverting their attention from these matters to Torah.</i> you will be happy and <sup class=""footnote-marker"">8</sup><i class=""footnote"">in this world. ""It will be good for you"" - in the world to come, which is entirely good.</i> it will be good for <sup class=""footnote-marker"">7</sup><i class=""footnote"">i>Berachot</i> 8a interprets this verse to mean...</i> you.""<br>""You will be happy"" - in this world. ""It will be good for you"" - in the world to come, which is entirely good.",2,and is an attribute possessed by the pious of the first generations.,"Among the examples of sages who worked as craftsmen mentioned in the Talmud are Rav Huna - a drawer of water (<i>Ketubot</i> 105a), Rabbi Meir - a barber (<i>Eruvin</i> 13a), Rabbi Yehudah - a porter (<i>Nedarim</i> 49b), and Rav Yosef - a miller, Rav Sheshet - a porter (<i>Gittin</i> 67b)."
Torah Study 3.13,"Even though it is a mitzvah to study during the day and at night, <sup class=""footnote-marker"">1</sup><i class=""footnote"">See Chapter 1, Halachah 8.</i> it is only at night that a person acquires most of his wisdom. <sup class=""footnote-marker"">2</sup><i class=""footnote"">i>Eruvin</i> 65a states: ""The moon was created only for Torah study."" The term ""wisdom"" is interpreted as a reference to those aspects of Torah study described as <i>Gemara</i> or <i>Talmud</i> (Chapter 1, Halachah 11). At night, when a person is removed from his daytime pressures, he is able to concentrate more on these abstract subjects.</i> Therefore, a person who desires to merit the crown of Torah <sup class=""footnote-marker"">3</sup><i class=""footnote"">See the commentary on Halachah 1 with regard to the latter term.</i> should be careful with all his nights, not giving up even one to sleep, <sup class=""footnote-marker"">4</sup><i class=""footnote"">i>Hilchot De'ot</i> 4:4 states that a person should sleep eight hours each night. The commentaries have questioned whether here, the Rambam is advising a person to strain himself beyond those limits, or whether the Rambam is merely stating that the nighttime hours a person has available should be devoted to Torah study.</i> eating, drinking, <sup class=""footnote-marker"">5</sup><i class=""footnote"">In <i>Hilchot De'ot</i> 5:1, the Rambam counsels: ""A Torah Sage should not be a glutton. Rather, he should eat only the foods that are appropriate for his physical health and [even of those], he should not partake excessively. He should not pursue [food] after filling his gut.""</i> talk, <sup class=""footnote-marker"">6</sup><i class=""footnote"">In general, the Rambam advises against excessive speech. <i>Hilchot De'ot</i> 2:4 states: ""A person should also remain silent to a great extent, and speak only about words of wisdom or things he requires to maintain his existence.""</i> or the like. Rather, [they should be devoted to] the study of Torah and the words of wisdom.<br>Our Sages declared: ""The song of Torah can [be heard] only at night, as [Eichah 2:19] states: 'Arise, sing out at <sup class=""footnote-marker"">8</sup><i class=""footnote"">Note the commentaries on Deuteronomy 31:19, which describe the Torah as God's song.</i> night...’“<br>Whoever occupies himself with Torah study at night will have a strand of [Divine] favor extended over him during the day, as [implied by Psalms 42:9]: ""During the day, God ordains His kindness and, at night, His song is with me, a prayer to the living God.""<br>[In <sup class=""footnote-marker"">9</sup><i class=""footnote"">i>Avodah Zarah</i> 3b comments: ""Why does 'God ordain His kindness during the day'? Because 'at night, His song (the Torah) is with me.’“</i> contrast], any house in which the words of Torah cannot be heard at night will be consumed by fire, as [implied by Job 20:26]: ""All the darkness <sup class=""footnote-marker"">10</sup><i class=""footnote"">i.e., the nights</i> is hidden away from His treasures; <sup class=""footnote-marker"">11</sup><i class=""footnote"">the Torah. Therefore,</i> a fire that need not be blown will consume him.""<br>[The verse, Numbers 16:31,] ""He scorned the word of God,"" applies to someone who pays no attention to Torah at all. <sup class=""footnote-marker"">13</sup><i class=""footnote"">This is the opinion of Rabbi Natan, as quoted in <i>Sanhedrin</i> 99a, and in the <i>Sifre, Sh'lach</i>.</i> Similarly, anyone who has the potential to occupy himself with Torah study and does not, <sup class=""footnote-marker"">14</sup><i class=""footnote"">i>Sanhedrin, op. cit.</i>) quotes Rabbi Nehorai for this definition of the above verse.</i> or who has studied both the Written and Oral Law and turned away to the vanities of the world, leaving behind his study and ignoring it, is included in the category <sup class=""footnote-marker"">15</sup><i class=""footnote"">This definition is not mentioned in any of the opinions quoted in <i>Sanhedrin</i> or the <i>Sifre</i> in the definition of the above verse.</i> of ""those who scorn the word of <sup class=""footnote-marker"">16</sup><i class=""footnote"">The <i>Lechem Mishneh</i> emphasizes that this severe condemnation applies even when a person ignores his study out of laziness and idle tendencies, without any contempt or disrespect for the Torah.<br><b>Our Sages declared: - <i>Avot</i> 4:11<br></b><br><b>""Whoever neglects Torah study when wealthy will ultimately neglect it amidst poverty. Whoever maintains the Torah in poverty will ultimately maintain it amidst prosperity."" -</b> In his commentary on that Mishnah, the Rambam writes:<br>A person who studies Torah in poverty and need, straining himself to study despite these pressures, will ultimately merit to study amidst prosperity without any disturbances to his study.[Conversely,] a person who neglects Torah study because he is prosperous and, therefore, is busy eating, drinking, and seeking pleasure, will ultimately become poor to the extent that the reason he neglects Torah study will be his pursuit of his daily bread.<br><b>This concept is explicitly mentioned in the Torah [Deuteronomy 28:47-48], which states: ""Because you did not serve God, your Lord, with happiness and good feeling when there was an abundance of everything, you shall serve your enemies"" -</b> This interpretation of the verse resembles that of Rashi's commentary on the Torah. Note the conclusion of <i>Hilchot Lulav</i>, where the Rambam interprets the verse differently, stressing the importance of serving God with joy.<br><b>and [Deuteronomy 8:16] states: ""so that you shall suffer...so that ultimately He will make you prosper.""<br></</i> God.""<br>Our Sages declared: ""Whoever neglects Torah study when wealthy will ultimately neglect it amidst poverty. Whoever maintains the Torah in poverty will ultimately maintain it amidst prosperity."" This concept is explicitly mentioned in the Torah [Deuteronomy 28:47-48], which states: ""Because you did not serve God, your Lord, with happiness and good feeling when there was an abundance of everything, you shall serve your enemies,"" and [Deuteronomy 8:16] states: ""so that you shall suffer...so that ultimately He will make you prosper.""",7,,"or the like. Rather, [they should be devoted to] the study of Torah and the words of wisdom."
Torah Study 3.13,"Even though it is a mitzvah to study during the day and at night, <sup class=""footnote-marker"">1</sup><i class=""footnote"">See Chapter 1, Halachah 8.</i> it is only at night that a person acquires most of his wisdom. <sup class=""footnote-marker"">2</sup><i class=""footnote"">i>Eruvin</i> 65a states: ""The moon was created only for Torah study."" The term ""wisdom"" is interpreted as a reference to those aspects of Torah study described as <i>Gemara</i> or <i>Talmud</i> (Chapter 1, Halachah 11). At night, when a person is removed from his daytime pressures, he is able to concentrate more on these abstract subjects.</i> Therefore, a person who desires to merit the crown of Torah <sup class=""footnote-marker"">3</sup><i class=""footnote"">See the commentary on Halachah 1 with regard to the latter term.</i> should be careful with all his nights, not giving up even one to sleep, <sup class=""footnote-marker"">4</sup><i class=""footnote"">i>Hilchot De'ot</i> 4:4 states that a person should sleep eight hours each night. The commentaries have questioned whether here, the Rambam is advising a person to strain himself beyond those limits, or whether the Rambam is merely stating that the nighttime hours a person has available should be devoted to Torah study.</i> eating, drinking, <sup class=""footnote-marker"">5</sup><i class=""footnote"">In <i>Hilchot De'ot</i> 5:1, the Rambam counsels: ""A Torah Sage should not be a glutton. Rather, he should eat only the foods that are appropriate for his physical health and [even of those], he should not partake excessively. He should not pursue [food] after filling his gut.""</i> talk, <sup class=""footnote-marker"">6</sup><i class=""footnote"">In general, the Rambam advises against excessive speech. <i>Hilchot De'ot</i> 2:4 states: ""A person should also remain silent to a great extent, and speak only about words of wisdom or things he requires to maintain his existence.""</i> or the like. Rather, [they should be devoted to] the study of Torah and the words of wisdom.<br>Our Sages declared: ""The song of Torah can [be heard] only at night, as [Eichah 2:19] states: 'Arise, sing out at <sup class=""footnote-marker"">8</sup><i class=""footnote"">Note the commentaries on Deuteronomy 31:19, which describe the Torah as God's song.</i> night...’“<br>Whoever occupies himself with Torah study at night will have a strand of [Divine] favor extended over him during the day, as [implied by Psalms 42:9]: ""During the day, God ordains His kindness and, at night, His song is with me, a prayer to the living God.""<br>[In <sup class=""footnote-marker"">9</sup><i class=""footnote"">i>Avodah Zarah</i> 3b comments: ""Why does 'God ordain His kindness during the day'? Because 'at night, His song (the Torah) is with me.’“</i> contrast], any house in which the words of Torah cannot be heard at night will be consumed by fire, as [implied by Job 20:26]: ""All the darkness <sup class=""footnote-marker"">10</sup><i class=""footnote"">i.e., the nights</i> is hidden away from His treasures; <sup class=""footnote-marker"">11</sup><i class=""footnote"">the Torah. Therefore,</i> a fire that need not be blown will consume him.""<br>[The verse, Numbers 16:31,] ""He scorned the word of God,"" applies to someone who pays no attention to Torah at all. <sup class=""footnote-marker"">13</sup><i class=""footnote"">This is the opinion of Rabbi Natan, as quoted in <i>Sanhedrin</i> 99a, and in the <i>Sifre, Sh'lach</i>.</i> Similarly, anyone who has the potential to occupy himself with Torah study and does not, <sup class=""footnote-marker"">14</sup><i class=""footnote"">i>Sanhedrin, op. cit.</i>) quotes Rabbi Nehorai for this definition of the above verse.</i> or who has studied both the Written and Oral Law and turned away to the vanities of the world, leaving behind his study and ignoring it, is included in the category <sup class=""footnote-marker"">15</sup><i class=""footnote"">This definition is not mentioned in any of the opinions quoted in <i>Sanhedrin</i> or the <i>Sifre</i> in the definition of the above verse.</i> of ""those who scorn the word of <sup class=""footnote-marker"">16</sup><i class=""footnote"">The <i>Lechem Mishneh</i> emphasizes that this severe condemnation applies even when a person ignores his study out of laziness and idle tendencies, without any contempt or disrespect for the Torah.<br><b>Our Sages declared: - <i>Avot</i> 4:11<br></b><br><b>""Whoever neglects Torah study when wealthy will ultimately neglect it amidst poverty. Whoever maintains the Torah in poverty will ultimately maintain it amidst prosperity."" -</b> In his commentary on that Mishnah, the Rambam writes:<br>A person who studies Torah in poverty and need, straining himself to study despite these pressures, will ultimately merit to study amidst prosperity without any disturbances to his study.[Conversely,] a person who neglects Torah study because he is prosperous and, therefore, is busy eating, drinking, and seeking pleasure, will ultimately become poor to the extent that the reason he neglects Torah study will be his pursuit of his daily bread.<br><b>This concept is explicitly mentioned in the Torah [Deuteronomy 28:47-48], which states: ""Because you did not serve God, your Lord, with happiness and good feeling when there was an abundance of everything, you shall serve your enemies"" -</b> This interpretation of the verse resembles that of Rashi's commentary on the Torah. Note the conclusion of <i>Hilchot Lulav</i>, where the Rambam interprets the verse differently, stressing the importance of serving God with joy.<br><b>and [Deuteronomy 8:16] states: ""so that you shall suffer...so that ultimately He will make you prosper.""<br></</i> God.""<br>Our Sages declared: ""Whoever neglects Torah study when wealthy will ultimately neglect it amidst poverty. Whoever maintains the Torah in poverty will ultimately maintain it amidst prosperity."" This concept is explicitly mentioned in the Torah [Deuteronomy 28:47-48], which states: ""Because you did not serve God, your Lord, with happiness and good feeling when there was an abundance of everything, you shall serve your enemies,"" and [Deuteronomy 8:16] states: ""so that you shall suffer...so that ultimately He will make you prosper.""",12,,"a fire that need not be blown will consume him."""
Torah Study 2.1,"Teachers of small children should be appointed in each and every land, in each and every region, and in each and every village.<br>If <sup class=""footnote-marker"">1</sup><i class=""footnote"">i>Bava Batra</i> 21a declares:</i> a village does not have children who study Torah, its populace is placed under a ban of ostracism until they employ teachers for the children. If <sup class=""footnote-marker"">3</sup><i class=""footnote"">these measures do not motivate the inhabitants to change their ways and....</i> they do not employ teachers, the village [deserves to be] destroyed, <sup class=""footnote-marker"">4</sup><i class=""footnote"">The Rambam's statements are based on <i>Shabbat</i> 119b. Though our text of that passage differs slightly from the statements here, in the various commentaries and codes (e.g., the <i>She'eltot</i> of Rabbenu Achai Gaon, the <i>Halachot</i> of Rabbenu Yitzchak Alfasi), we find various versions of that passage. Hence, it is possible to assume that the Rambam's statements are a quote from his text of the Talmud.</i> since the world exists only by virtue of the breath coming from the mouths of children who study Torah. <sup class=""footnote-marker"">5</sup><i class=""footnote"">for their breath is not tainted by sin (<i>Shabbat</i>, <i>ibid.</i>). Based on the latter statement, some authorities require the community to support children's study only until they reach bar-mitzvah, since afterwards they no longer possess this quality.</i>",2,"Remember that man for good! Yehoshua ben Gamla is his name. Were it not for him, the Torah would have been forgotten by the Jewish people.Originally, a person who had a father would be instructed by him, while a person who had no father would not be instructed...[Afterwards,] they instituted [the practice of] employing teachers of young children in Jerusalem [as implied by the verse]: ""From Zion shall go forth the Torah.""Nevertheless, whoever had a father would be taken [to Jerusalem], while one who did not have a father would not be taken. [Therefore,] they instituted [the practice of] employing teachers in every region. They would begin study at sixteen or at seventeen.However, if a [student's] teacher were angry with him, he would scoff at him and leave. [This situation persisted] until Yehoshua ben Gamla came and instituted [the practice of] employing teachers of young children in each and every land, in each and every region, and in each and every village. They would bring them [to the schools] at the age of six or seven.This practice was continued in the subsequent generations. Even though the dispersion of the Jewish people and the subjugation to the gentile powers made the management of their communal affairs more difficult, throughout the ages we find references to the establishment of communal programs of education in both the codes of Jewish law and the chronicles of Jewish history. (See Ramah, <i>Choshen Mishpat</i>, 163:3; <i>Shulchan Aruch HaRav, Hilchot Talmud Torah</i> 1:3.)<br>Originally, it was customary for the community to impose taxes to pay for the education of all the children, whether their parents were rich or poor. However, at present it has become customary for each parent to pay for his own child's education. However, if he lacks the financial means to do so, the community is obligated to accept this burden.<br>If a village does not have children who study Torah, the city's populace is placed under a ban of ostracism","See Chapter 7, Halachah 5 for a precise definition of this term."
Torah Study 2.2,"Children should be brought to study [under a teacher's instruction] at the age of six or seven, according to the child's health and build. Below the age of six, he should not be brought [to a teacher].<br>A teacher may employ corporal punishment to cast fear upon [the students]. However, he should not beat them cruelly, like an enemy. Therefore, he should not beat them with a rod or a staff, but rather with a small strap.<br>[The teacher] should sit and instruct them the entire day and for a portion of the night, to train them to study during the day and night. The children should not neglect [their studies] at all, except at the end of the day on the eve of the Sabbaths and festivals and on the festivals themselves. On the Sabbath, they should not begin new material. However, they should review what was learned already.<br>The children should never be interrupted from their studies, even for the building of the Temple.",8,"When you beat a child, beat him only with a sandal strap. If [it motivates him] to study, then he will study. If he does not study, let him be in the company of the others.From Rav's words, we can infer that corporal punishment may be employed to try to motivate a student to be more attentive. However, if it does not prove to be a successful tool, it should not be used further, lest it create a permanent aversion to Torah study.<br>[The teacher] should sit and instruct them the entire day and for a portion of the night, to train them to study during the day and night.","So that as adults, they will be accustomed to fulfilling the obligation mentioned in Chapter 1, Halachah 8."
Torah Study 2.2,"Children should be brought to study [under a teacher's instruction] at the age of six or seven, according to the child's health and build. Below the age of six, he should not be brought [to a teacher].<br>A teacher may employ corporal punishment to cast fear upon [the students]. However, he should not beat them cruelly, like an enemy. Therefore, he should not beat them with a rod or a staff, but rather with a small strap.<br>[The teacher] should sit and instruct them the entire day and for a portion of the night, to train them to study during the day and night. The children should not neglect [their studies] at all, except at the end of the day on the eve of the Sabbaths and festivals and on the festivals themselves. On the Sabbath, they should not begin new material. However, they should review what was learned already.<br>The children should never be interrupted from their studies, even for the building of the Temple.",15,,"This rigorous schedule of study is not followed today. Among the reasons given are the different goals for Torah study at present from those in the previous generations, as described in the commentary on Chapter 1, Halachah 12. Alternatively, if today youth were subjected to such a schedule, they might rebel and no value would come of it."
Torah Study 2.3,"A teacher of children who leaves the children and goes out, or [remains] with them but performs other work, or is lazy in their instruction, is included in [the admonition (Jeremiah 48:10 ]: ""Cursed be he who performs God's work deceitfully.” Therefore, it is only proper to select a teacher who is God-fearing, teaches them at a fast pace, and instructs them carefully.",6,,"After Yoav returned from slaying all the males of Edom (II Samuel 11:16 , King David asked him to explain his actions. He replied: ""Doesn't Deuteronomy 25:19 state 'Wipe out all the males (<i>zachor</i>) of Amalek?’“"
Torah Study 2.3,"A teacher of children who leaves the children and goes out, or [remains] with them but performs other work, or is lazy in their instruction, is included in [the admonition (Jeremiah 48:10 ]: ""Cursed be he who performs God's work deceitfully.” Therefore, it is only proper to select a teacher who is God-fearing, teaches them at a fast pace, and instructs them carefully.",7,,"David told him: ""You are mistaken; the verse reads 'Wipe out the memory (<i>zecher</i>) of Amalek.’“"
Torah Study 2.3,"A teacher of children who leaves the children and goes out, or [remains] with them but performs other work, or is lazy in their instruction, is included in [the admonition (Jeremiah 48:10 ]: ""Cursed be he who performs God's work deceitfully.” Therefore, it is only proper to select a teacher who is God-fearing, teaches them at a fast pace, and instructs them carefully.",8,,"Yoav told him: ""I learned <i>zachor</i>."""
Torah Study 2.3,"A teacher of children who leaves the children and goes out, or [remains] with them but performs other work, or is lazy in their instruction, is included in [the admonition (Jeremiah 48:10 ]: ""Cursed be he who performs God's work deceitfully.” Therefore, it is only proper to select a teacher who is God-fearing, teaches them at a fast pace, and instructs them carefully.",9,,"Later, Yoav sought out his teacher and chastised him severely for his carelessness."
Torah Study 2.6,"A child may be transferred from one teacher to another teacher, who is capable of teaching him at a faster pace, whether with regard to the Written Law itself or grammar. This applies when both are located in the same city and there is not a river between them. However, a child should not be forced to travel from city to city, or even from one side of the river to the other in the same city, unless there is a strong bridge, which is not likely to fall readily, over the river.",6,,"unless there is a strong bridge, which is not likely to fall readily, over the river."
Torah Study 2.7,"If a person [whose house opens] to an alleyway [to which other houses open] - or even one [whose house opens] to a courtyard [to which other houses open] - desires to become a teacher of children, his neighbors may not protest against his decision.<br>Similarly, should one teacher of children come and open a schoolroom next to the place [where] a colleague [was teaching], so that other children will come to him or so that the children [studying under his] colleague shall come to him, his colleague may not lodge a protest against him, as [Isaiah 42:21 states]: ""God desired, for the sake of His righteousness, to make the Torah great and glorious.""",3,,"The <i>Yad Malachi</i> explains that the Rambam frequently substitutes a different verse or explanation for the one quoted by the Talmud if he feels that his choice is more explanatory. However, the advantage of the verse chosen by the Rambam over the reason given by the Talmud requires explanation."
Torah Study 2.7,"If a person [whose house opens] to an alleyway [to which other houses open] - or even one [whose house opens] to a courtyard [to which other houses open] - desires to become a teacher of children, his neighbors may not protest against his decision.<br>Similarly, should one teacher of children come and open a schoolroom next to the place [where] a colleague [was teaching], so that other children will come to him or so that the children [studying under his] colleague shall come to him, his colleague may not lodge a protest against him, as [Isaiah 42:21 states]: ""God desired, for the sake of His righteousness, to make the Torah great and glorious.""",4,,"This law has two dimensions: one relevant to the laws governing the consideration neighbors must afford each other and the possibility of competition between them, and one relevant to the laws of Torah study. The Talmudic passage cited above deals primarily with the rights of neighbors. Thus, it explains to a person who might feel that a colleague has overstepped his rights that he, himself, will benefit, because the spirit of competition will motivate him to increase his own Torah knowledge."
Torah Study 2.7,"If a person [whose house opens] to an alleyway [to which other houses open] - or even one [whose house opens] to a courtyard [to which other houses open] - desires to become a teacher of children, his neighbors may not protest against his decision.<br>Similarly, should one teacher of children come and open a schoolroom next to the place [where] a colleague [was teaching], so that other children will come to him or so that the children [studying under his] colleague shall come to him, his colleague may not lodge a protest against him, as [Isaiah 42:21 states]: ""God desired, for the sake of His righteousness, to make the Torah great and glorious.""",5,,"In contrast, in these halachot the Rambam deals primarily with the importance of Torah study. Hence, he quotes a verse which emphasizes how important the increase of Torah study is (<i>Likkutei Sichot</i>, Vol. VI, p. 299)."
