txt file line,Perek running counter,page running counter,Daf,Line,Rambam,Semag,Tur Shulchan Arukh,original,problem
123,לד,ע,19a,24,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:6']",,,"לד ע מיי' פ""י מהלכות כלי המקדש הלכה ו",FALSE
124,לה,פ,19a,26,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 10:3']",,,לה פ מיי' שם הלכה ג,FALSE
125,לו,א,19b,4,"[u'Mishneh Torah, Admission into the Sanctuary 5:7', u'Mishneh Torah, Service on the Day of Atonement 2:3']",,,"לו א מיי' פ""ה מהלכות ביאת מקדש הלכה ז ופ""ב מהלכות עבודת יוה""כ הלכה ג",FALSE
126,לז,ב,19b,12,"[u'Mishneh Torah, Admission into the Sanctuary 5:16']",,,"לז ב מיי' פ""ה מהלכות ביאת מקדש הלכה טז",FALSE
127,לח,ג,19b,16,"[u'Mishneh Torah, Admission into the Sanctuary 5:3']",,,לח ג מיי' שם הלכה ג,FALSE
128,לט,ד,19b,16,"[u'Mishneh Torah, Admission into the Sanctuary 5:8']",,,לט ד ה מיי' שם הלכה ח,
128,לט,ה,19b,17,"[u'Mishneh Torah, Admission into the Sanctuary 5:8']",,,לט ד ה מיי' שם הלכה ח,FALSE
129,מ,א,20a,6,"[u'Mishneh Torah, The Chosen Temple 3:18']",,,"מ א מיי' פ""ג מהלכות בית הבחירה הל' יח",FALSE
130,מא,ב,20a,6,"[u'Mishneh Torah, The Chosen Temple 3:18', u'Mishneh Torah, Admission into the Sanctuary 5:14']",,,"מא ב מיי' שם ופ""ה מהל' ביאת מקדש הל' יד",FALSE
131,מב,ג,20a,8,"[u'Mishneh Torah, Service on the Day of Atonement 4:1']",,,"מב ג מיי' פ""ד מהל' עבודת יוה""כ הל' א",FALSE
132,מג,ד,20a,9,"[u'Mishneh Torah, The Chosen Temple 5:15', u'Mishneh Torah, The Chosen Temple 5:16']",,,"מג ד ה מיי' פ""ה מהל' בית הבחירה הלכה טו טז",
132,מג,ה,20a,9,"[u'Mishneh Torah, The Chosen Temple 5:15', u'Mishneh Torah, The Chosen Temple 5:16']",,,"מג ד ה מיי' פ""ה מהל' בית הבחירה הלכה טו טז",FALSE
133,מד,ו,20a,13,"[u'Mishneh Torah, Admission into the Sanctuary 5:9']",,,"מד ו מיי' פ""ה מהל' ביאת מקדש הל' ט",FALSE
134,מה,ז,20a,17,"[u'Mishneh Torah, Daily Offerings and Additional Offerings 2:13']",,,"מה ז מיי' פ""ב מהל' תמידין הלכה יג",FALSE
135,מו,א,20b,5,"[u'Mishneh Torah, Admission into the Sanctuary 5:6']",,,"מו א מיי' פ""ה מהלכות ביאת מקדש הלכה ו",FALSE
136,מז,ב,20b,6,"[u'Mishneh Torah, Admission into the Sanctuary 5:5']",,,מז ב מיי' שם הלכה ה,FALSE
137,מח,ג,20b,7,"[u'Mishneh Torah, Admission into the Sanctuary 5:10']",,,מח ג ד מיי' שם הל' י,
137,מח,ד,20b,7,"[u'Mishneh Torah, Admission into the Sanctuary 5:10']",,,מח ג ד מיי' שם הל' י,FALSE
138,מט,ה,20b,7,"[u'Mishneh Torah, Admission into the Sanctuary 5:11']",,,מט ה מיי' שם הל' יא,FALSE
139,נ,ו,20b,9,"[u'Mishneh Torah, Admission into the Sanctuary 5:5']",,,נ ו ז מיי' שם הל' ה,
139,נ,ז,20b,11,"[u'Mishneh Torah, Admission into the Sanctuary 5:5']",,,נ ו ז מיי' שם הל' ה,FALSE
140,נא,ח,20b,16,"[u'Mishneh Torah, Admission into the Sanctuary 5:6']",,,נא ח מיי' שם הלכה ו,FALSE
141,נב,א,21a,1,"[u'Mishneh Torah, Red Heifer 1:14']",,,"נב א מיי' פ""א מהלכות פרה הלכה יד",FALSE
142,נג,ב,21a,5,"[u'Mishneh Torah, Admission into the Sanctuary 5:11']",,,"נג ב מיי' פ""ה מהלכות ביאת מקדש הלכה יא",FALSE
143,נד,א,21b,12,"[u'Mishneh Torah, Admission into the Sanctuary 5:13']",,,"נד א מיי' פ""ה מהל' ביאת מקדש הל' יג",FALSE
144,נה,ב,21b,13,"[u'Mishneh Torah, Admission into the Sanctuary 5:11']",,,נה ב מיי' שם הל' יא,FALSE
145,נו,א,22a,2,"[u'Mishneh Torah, Admission into the Sanctuary 5:11']","[u'Sefer Mitzvot Gadol, Positive Commandments 175']",,"נו א מיי' פ""ה מהל' ביאת מקדש הל' יא וסמג עשין קעה",FALSE
146,נז,ב,22a,3,"[u'Mishneh Torah, Admission into the Sanctuary 5:10']",,,"נז ב ג מיי' שם הל""י",
146,נז,ג,22a,6,"[u'Mishneh Torah, Admission into the Sanctuary 5:10']",,,"נז ב ג מיי' שם הל""י",FALSE
147,נח,ד,22a,9,"[u'Mishneh Torah, Admission into the Sanctuary 5:12']",,,"נח ד מיי' שם הלי""ב",FALSE
148,נט,ה,22a,10,"[u'Mishneh Torah, Admission into the Sanctuary 5:12', u'Mishneh Torah, Immersion Pools 8:9']","[u'Sefer Mitzvot Gadol, Positive Commandments 248']","[u'Tur, Orach Chaim 160', u'Shulchan Arukh, Orach Chayim 160:9', u'Tur, Yoreh Deah 201', u""Shulchan Arukh, Yoreh De'ah 201:32""]","נט ה מיי' שם ומיי' פ""ח מהל' מקוואות הל""ט סמג עשין רמח טוש""ע או""ח סי' קס סעי' ט טוש""ע יו""ד סי' רא סעיף לב",FALSE
149,ס,ו,22a,11,"[u'Mishneh Torah, Immersion Pools 8:11']",,"[u'Tur, Yoreh Deah 201', u""Shulchan Arukh, Yoreh De'ah 201:33"", u'Tur, Orach Chaim 160', u'Shulchan Arukh, Orach Chayim 160:10']","ס ו ז מיי' שם הלכה יא טוש""ע יו""ד סי' רא סעי' לג וטוש""ע או""ח סי' קס סעי' י",
149,ס,ז,22a,11,"[u'Mishneh Torah, Immersion Pools 8:11']",,"[u'Tur, Yoreh Deah 201', u""Shulchan Arukh, Yoreh De'ah 201:33"", u'Tur, Orach Chaim 160', u'Shulchan Arukh, Orach Chayim 160:10']","ס ו ז מיי' שם הלכה יא טוש""ע יו""ד סי' רא סעי' לג וטוש""ע או""ח סי' קס סעי' י",FALSE
150,סא,ח,22a,11,"[u'Mishneh Torah, Immersion Pools 7:6']",,,"סא ח מיי' פ""ז שם הלכה ו",FALSE
151,סב,ט,22a,12,"[u'Mishneh Torah, Immersion Pools 4:7']",,"[u'Tur, Yoreh Deah 201', u""Shulchan Arukh, Yoreh De'ah 201:24""]","סב ט י מיי' פ""ד שם הלכה ז טוש""ע יו""ד סי' רא סעי' כד",
151,סב,י,22a,12,"[u'Mishneh Torah, Immersion Pools 4:7']",,"[u'Tur, Yoreh Deah 201', u""Shulchan Arukh, Yoreh De'ah 201:24""]","סב ט י מיי' פ""ד שם הלכה ז טוש""ע יו""ד סי' רא סעי' כד",FALSE
152,סג,כ,22a,15,"[u'Mishneh Torah, Sacrificial Procedure 6:6']",,,"סג כ מיי' פ""ו מהל' מעשה הקרבנות הל""ו",FALSE
153,סד,א,22b,2,"[u'Mishneh Torah, Admission into the Sanctuary 5:12']",,,"סד א מיי' פ""ה מהל' ביאת מקדש הלי""ב",FALSE
154,סה,ב,22b,9,"[u'Mishneh Torah, Admission into the Sanctuary 4:9']",,,"סה ב מיי' פ""ד שם הלכה ט",FALSE
155,סו,ג,22b,13,"[u'Mishneh Torah, Admission into the Sanctuary 2:12']",,,"סו ג ד מיי' פ""ב שם הלכה יב",
155,סו,ד,22b,13,"[u'Mishneh Torah, Admission into the Sanctuary 2:12']",,,"סו ג ד מיי' פ""ב שם הלכה יב",FALSE
156,סז,א,23a,2,"[u'Mishneh Torah, Paschal Offering 2:1']",,,"סז א מיי' פ""ב מהל' קרבן פסח הל""א",FALSE
157,סח,ב,23a,4,"[u'Mishneh Torah, Paschal Offering 4:2', u'Mishneh Torah, Paschal Offering 6:12', u'Mishneh Torah, Admission into the Sanctuary 4:6', u'Mishneh Torah, Admission into the Sanctuary 4:7', u'Mishneh Torah, Nazariteship 6:16']",,,"סח ב ג מיי' פ""ד מהל' קרבן פסח הל""ב ופ""ו שם הלי""ב ופ""ד מהל' ביאת מקדש הל' ו ז ופ""ו מהל' נזירות הל' טז",
157,סח,ג,23a,7,"[u'Mishneh Torah, Paschal Offering 4:2', u'Mishneh Torah, Paschal Offering 6:12', u'Mishneh Torah, Admission into the Sanctuary 4:6', u'Mishneh Torah, Admission into the Sanctuary 4:7', u'Mishneh Torah, Nazariteship 6:16']",,,"סח ב ג מיי' פ""ד מהל' קרבן פסח הל""ב ופ""ו שם הלי""ב ופ""ד מהל' ביאת מקדש הל' ו ז ופ""ו מהל' נזירות הל' טז",FALSE
158,סט,ד,23a,7,"[u'Mishneh Torah, Nazariteship 6:18']",,,"סט ד מיי' פ""ו מהל' נזירות הלי""ח",FALSE
159,ע,א,23b,2,"[u'Mishneh Torah, Admission into the Sanctuary 4:7', u'Mishneh Torah, Sacrifices Rendered Unfit 1:34', u'Mishneh Torah, Sacrifices Rendered Unfit 11:19']",,,"ע א מיי' פ""ד מהל' ביאת מקדש הל""ז ופ""א מהל' פה""מ הל' לד ופי""א הלכה יט",FALSE
160,עא,ב,23b,10,"[u'Mishneh Torah, Admission into the Sanctuary 6:8']",,,"עא ב מיי' פ""ו מהל' ביאת מקדש הל""ח",FALSE
161,עב,ג,23b,10,"[u'Mishneh Torah, Admission into the Sanctuary 2:8']",,,"עב ג מיי' פ""ב שם הל""ח",FALSE
162,עג,ד,23b,10,"[u'Mishneh Torah, Admission into the Sanctuary 5:17']",,,"עג ד מיי' פ""ה שם הל' יז",FALSE
163,עד,א,24a,5,"[u'Mishneh Torah, Admission into the Sanctuary 5:18']",,,"עד א מיי' פ""ה מהל' ביאת מקדש הלי""ח",FALSE
164,עה,ב,24a,6,"[u'Mishneh Torah, Admission into the Sanctuary 5:19']",,,"עה ב מיי' שם הלי""ט",FALSE
165,עו,ג,24a,7,"[u'Mishneh Torah, The Chosen Temple 1:10']",,,"עו ג מיי' פ""א מהל' בית הבחירה הל""י",FALSE
166,עז,א,24b,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 11:2']",,,"עז א מיי' פי""א מהל' פסה""מ הל""ב",FALSE
167,עח,ב,24b,7,"[u'Mishneh Torah, Sacrificial Procedure 6:11']",,,"עח ב מיי' פ""ו מהל' מעשה הקרבנות הלי""א",FALSE
168,עט,א,25a,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:25']",,,"עט א מיי' פ""א מהל' פסולי המוקדשין הלכה כה",FALSE
169,פ,ב,25a,9,"[u'Mishneh Torah, Sacrificial Procedure 4:8']",,,"פ ב ג ד ה מיי' פ""ד מהל' מעשה הקרבנות הל""ח",
169,פ,ג,25a,11,"[u'Mishneh Torah, Sacrificial Procedure 4:8']",,,"פ ב ג ד ה מיי' פ""ד מהל' מעשה הקרבנות הל""ח",
169,פ,ד,25a,12,"[u'Mishneh Torah, Sacrificial Procedure 4:8']",,,"פ ב ג ד ה מיי' פ""ד מהל' מעשה הקרבנות הל""ח",
169,פ,ה,25a,13,"[u'Mishneh Torah, Sacrificial Procedure 4:8']",,,"פ ב ג ד ה מיי' פ""ד מהל' מעשה הקרבנות הל""ח",FALSE
170,פא,א,25b,2,"[u'Mishneh Torah, Sacrificial Procedure 4:9']",,,"פא א מיי' פ""ד מהל' מעשה הקרבנות הל""ט",FALSE
171,פב,ב,25b,8,"[u'Mishneh Torah, Red Heifer 6:8']",,,"פב ב מיי' פ""ו מהל' פרה אדומה הל""ח",FALSE
172,פג,ג,25b,10,"[u'Mishneh Torah, Sacrificial Procedure 4:9']",,,"פג ג מיי' פ""ד מהל' מעשה הקרבנות הלכה ט",FALSE
173,פד,ד,25b,12,"[u'Mishneh Torah, Immersion Pools 9:15']","[u'Sefer Mitzvot Gadol, Positive Commandments 48']","[u'Tur, Yoreh Deah 201', u""Shulchan Arukh, Yoreh De'ah 201:14""]","פד ד מיי' פ""ט מהל' מקואות הלכה טו סמג עשין מח טוש""ע יו""ד סי' רא סעיף יד",FALSE
174,פה,ה,25b,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:29']",,,"פה ה מיי' פ""א מהל' פסה""מ הל' כט",FALSE
175,פו,ו,25b,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:30']",,,פו ו מיי' שם הל' ל,FALSE
176,פז,ז,25b,19,"[u'Mishneh Torah, Sacrificial Procedure 1:13']",,,"פז ז מיי' פ""א מהל' מעשה הקרבנות הלי""ג",FALSE
177,פח,ח,25b,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:15']",,,"פח ח מיי' פ""א מהל' פסה""מ הל' טו",FALSE
178,פט,א,26a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:15']",,,"פט א ב מיי' פ""א מהל' פסה""מ הלכה טו",
178,פט,ב,26a,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:15']",,,"פט א ב מיי' פ""א מהל' פסה""מ הלכה טו",FALSE
179,צ,ג,26a,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:7', u'Mishneh Torah, Sacrificial Procedure 5:2']",,,"צ ג מיי' שם הלכה ז ופ""ה מהלכות מעשה הקרבנות הלכה ב",FALSE
180,צא,ד,26a,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:8']",,,"צא ד מיי' פ""א מהלכות פסה""מ הל' ח",FALSE
181,צב,ה,26a,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:9']",,,צב ה מיי' שם הל' ט,FALSE
182,צג,ו,26a,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:10']",,,צג ו מיי' שם הלכה י,FALSE
183,צד,ז,26a,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:11']",,,צד ז ח מיי' שם הל' יא,
183,צד,ח,26a,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:11']",,,צד ז ח מיי' שם הל' יא,FALSE
184,צה,ט,26a,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:12']",,,צה ט מיי' שם הל' יב,FALSE
185,צו,י,26a,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:13']",,,צו י מיי' שם הלכה יג,FALSE
186,צז,כ,26a,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:14']",,,צז כ מיי' שם הל' יד,FALSE
187,צח,ל,26a,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:16']",,,צח ל מיי' שם הל' טז,FALSE
188,צט,מ,26a,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:17']",,,צט מ נ מיי' שם הלכה יז,
188,צט,נ,26a,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:17']",,,צט מ נ מיי' שם הלכה יז,FALSE
189,ק,ס,26a,20,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:19']",,,ק ס מיי' שם הלכה יט,FALSE
190,קא,ע,26a,21,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:12']",,,קא ע מיי' שם הל' יב,FALSE
191,קב,פ,26a,22,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:10']",,,"קב פ מיי' פ""ב שם הלכה י",FALSE
192,קג,א,26b,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:10']",,,"קג א ב ג מיי' פ""ב מהלכות פסה""מ הלכה י",
192,קג,ב,26b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:10']",,,"קג א ב ג מיי' פ""ב מהלכות פסה""מ הלכה י",
192,קג,ג,26b,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:10']",,,"קג א ב ג מיי' פ""ב מהלכות פסה""מ הלכה י",FALSE
193,קד,ד,26b,8,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:2']",,,"קד ד ה מיי' פי""ד מהל' פסה""מ הלכה ב",
193,קד,ה,26b,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:2']",,,"קד ד ה מיי' פי""ד מהל' פסה""מ הלכה ב",FALSE
194,קה,א,27a,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:5']",,,"קה א מיי' פט""ז מהל' פסה""מ הלכה ה",FALSE
195,קו,ב,27a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:6']",,,קו ב ג מיי' שם הל' ו,
195,קו,ג,27a,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:6']",,,קו ב ג מיי' שם הל' ו,FALSE
196,קז,א,27b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:6']",,,"קז א מיי' פ""ג מהל' פסה""מ הלכה ו",FALSE
197,קח,ב,27b,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:7']",,,קח ב מיי' שם הל' ז,FALSE
198,קט,ג,27b,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:18']",,,קט ג ד מיי' שם הלכה יח,
198,קט,ד,27b,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:18']",,,קט ג ד מיי' שם הלכה יח,FALSE
199,קי,ה,27b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"קי ה מיי' פי""ד מהל' פסה""מ הלכה י",FALSE
200,קיא,ו,27b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:1', u'Mishneh Torah, Sacrifices Rendered Unfit 16:1']",,,"קיא ו ז מיי' פי""ג מהלכות פסה""מ הלכה א ופט""ז הל' א",
200,קיא,ז,27b,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:1', u'Mishneh Torah, Sacrifices Rendered Unfit 16:1']",,,"קיא ו ז מיי' פי""ג מהלכות פסה""מ הלכה א ופט""ז הל' א",FALSE
201,קיב,ח,27b,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:6']",,,"קיב ח מיי' פי""ח מהל' פסה""מ הלכה ו",FALSE
202,קיג,ט,27b,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:7']",,,"קיג ט מיי' פי""ד מהל' פסה""מ הלכה ז",FALSE
203,קיד,א,28a,9,"[u'Mishneh Torah, Other Sources of Defilement 1:9']",,,"קיד א מיי' פ""א מהל' שאר אבות הטומאה הלכה ט",FALSE
204,קטו,א,28b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:2']","[u'Sefer Mitzvot Gadol, Negative Commandments 337']",,"קטו א ב מיי' פי""ג מהלכות פסה""מ הל' ב סמג לאוין שלז",
204,קטו,ב,28b,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:2']","[u'Sefer Mitzvot Gadol, Negative Commandments 337']",,"קטו א ב מיי' פי""ג מהלכות פסה""מ הל' ב סמג לאוין שלז",FALSE
205,קטז,ג,28b,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:16']",,,"קטז ג מיי' פי""ח מהל' פסה""מ הלכה טז",FALSE
206,קיז,ד,28b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:3']",,,"קיז ד מיי' פי""ג מהל' פסה""מ הלכה ג",FALSE
207,קיח,א,29a,11,"[u'Mishneh Torah, Sacrificial Procedure 14:15']","[u'Sefer Mitzvot Gadol, Negative Commandments 331']",,"קיח א מיי' פי""ד מהל' מעשה הקרבנות הלכה טו סמג לאוין שלא",FALSE
208,קיט,א,29b,2,"[u'Mishneh Torah, Firstlings 1:13']",,,"קיט א מיי' פ""א מהל' בכורות הלכה יג",FALSE
209,קכ,ב,29b,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:8']",,,"קכ ב מיי' פי""ד מהל' פסה""מ הלכה ח",FALSE
210,קכא,ג,29b,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:1']",,,"קכא ג מיי' פט""ז מהל' פסה""מ הל' א",FALSE
211,קכב,ד,29b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:2']",,,קכב ד ה מיי' שם הלכה ב,
211,קכב,ה,29b,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:2']",,,קכב ד ה מיי' שם הלכה ב,FALSE
212,קכג,ו,29b,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"קכג ו מיי' פי""ד מהל' פסה""מ הלכה י",FALSE
213,קכד,א,30a,4,"[u'Mishneh Torah, Substitution 2:4']",,,"קכד א מיי' פ""ב מהל' תמורה הלכה ד",FALSE
214,קכה,א,31a,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:4']",,,"קכה א מיי' פט""ז מהל' פסה""מ הלכה ד",FALSE
215,קכו,ב,31a,4,"[u'Mishneh Torah, Defilement of Foods 4:13']",,,"קכו ב ג מיי' פ""ד מהל' טומאת אוכלין הלכה יג",
215,קכו,ג,31a,5,"[u'Mishneh Torah, Defilement of Foods 4:13']",,,"קכו ב ג מיי' פ""ד מהל' טומאת אוכלין הלכה יג",FALSE
216,קכז,ד,31a,7,"[u'Mishneh Torah, Defilement of Foods 4:13']",,,קכז ד מיי' שם הלכה יג,FALSE
217,קכח,ה,31a,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:4']",,,"קכח ה מיי' פט""ז מהל' פסה""מ הלכה ד",FALSE
218,קכט,ו,31a,12,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"קכט ו ז ח מיי' פי""ד מהלכות פסה""מ הלכה י",
218,קכט,ז,31a,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"קכט ו ז ח מיי' פי""ד מהלכות פסה""מ הלכה י",
218,קכט,ח,31a,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"קכט ו ז ח מיי' פי""ד מהלכות פסה""מ הלכה י",FALSE
219,קל,א,31b,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"קל א ב מיי' פי""ד מהלכות פסה""מ הלכה י",
219,קל,ב,31b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,"קל א ב מיי' פי""ד מהלכות פסה""מ הלכה י",FALSE
220,א,ג,31b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:1', u'Mishneh Torah, Admission into the Sanctuary 9:6', u'Mishneh Torah, Sacrificial Procedure 5:1']",,,"א ג מיי' פ""א מהלכות פסה""מ הלכה א ופ""ט מהלכות ביאת מקדש הל' ו ופ""ה מהלכות מעשה הקרבנות הלכה א",FALSE
221,ב,ד,31b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:2']",,,"ב ד מיי' פי""ד מהלכות פסה""מ הלכה ב",FALSE
222,ג,א,32a,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:2']",,,"ג א מיי' פי""ד מהלכות פסה""מ הלכה ב",FALSE
223,ד,ב,32a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:27']",,,"ד ב מיי' פ""א מהלכות פסה""מ הלכה כז",FALSE
224,ה,ג,32a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:24', u'Mishneh Torah, Sacrifices Rendered Unfit 11:2']",,,"ה ג ד מיי' שם הלכה כד ופי""א שם הל' ב",
224,ה,ד,32a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:24', u'Mishneh Torah, Sacrifices Rendered Unfit 11:2']",,,"ה ג ד מיי' שם הלכה כד ופי""א שם הל' ב",FALSE
225,ו,ה,32a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:25']",,,"ו ה מיי' שם פ""א הלכה כה",FALSE
226,ז,ו,32a,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:10']",,,"ז ו מיי' פ""ב מהלכות פסה""מ הלכה י",FALSE
227,ח,ז,32a,8,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:1']",,,"ח ז מיי' פ""א מהלכות פסה""מ הלכה א",FALSE
228,ט,ח,32a,9,"[u'Mishneh Torah, Sacrificial Procedure 3:11']",,,"ט ח ט מיי' פ""ג מהל' מעשה הקרבנות הלכה יא",
228,ט,ט,32a,10,"[u'Mishneh Torah, Sacrificial Procedure 3:11']",,,"ט ח ט מיי' פ""ג מהל' מעשה הקרבנות הלכה יא",FALSE
229,י,א,32b,3,"[u'Mishneh Torah, Admission into the Sanctuary 3:18']",,,"י א מיי' פ""ג מהלכות ביאת מקדש הלכה יח",FALSE
230,יא,ב,32b,4,"[u'Mishneh Torah, Paschal Offering 6:5']",,,"יא ב מיי' פ""ו מהלכות קרבן פסח הלכה ה",FALSE
231,יב,ג,32b,6,"[u'Mishneh Torah, Admission into the Sanctuary 3:6']",,,"יב ג מיי' פ""ג מהלכות ביאת מקדש הל' ו",FALSE
232,יג,א,33a,1,"[u'Mishneh Torah, Admission into the Sanctuary 4:15']",,,"יג א מיי' פ""ד מהלכות ביאת מקדש הלכה טו",FALSE
233,יד,ב,33a,2,"[u'Mishneh Torah, Sacrificial Procedure 3:12']",,,"יד ב מיי' פ""ג מהלכות מעשה הקרבנות הל' יב",FALSE
234,טו,ג,33a,3,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 4:2']",,,"טו ג מיי' פ""ד מהל' מחוסרי כפרה הל' ב",FALSE
235,טז,ד,33a,6,"[u'Mishneh Torah, Sacrificial Procedure 3:11', u'Mishneh Torah, Sacrificial Procedure 3:13']",,,"טז ד מיי' פ""ג מהל' מעשה הקרבנות הל' יא יג",FALSE
236,יז,א,33b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:12']",,,"יז א מיי' פי""ח מהל' פסה""מ הלכה יב",FALSE
237,יח,ב,33b,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:13']",,,יח ב מיי' שם הלכה יג,FALSE
238,יט,א,34a,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:12']",,,"יט א ב מיי' פי""ח מהל' פסה""מ הלכה יב",
238,יט,ב,34a,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:12']",,,"יט א ב מיי' פי""ח מהל' פסה""מ הלכה יב",FALSE
239,כ,ג,34a,8,"[u'Mishneh Torah, Things Forbidden on the Altar 6:8']",,,"כ ג מיי' פ""ו מהלכות איסורי מזבח הל' ח",FALSE
240,כא,ד,34a,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:16']",,,"כא ד מיי' פי""ח מהל' פסה""מ הלכה טז",FALSE
241,כב,ה,34a,13,"[u'Mishneh Torah, Things Forbidden on the Altar 5:6']",,,"כב ה ו מיי' פ""ה מהל' איסורי מזבח הל' ו",
241,כב,ו,34a,13,"[u'Mishneh Torah, Things Forbidden on the Altar 5:6']",,,"כב ה ו מיי' פ""ה מהל' איסורי מזבח הל' ו",FALSE
242,כג,ז,34a,17,"[u'Mishneh Torah, Sacrificial Procedure 1:1']",,,"כג ז מיי' פ""א מהלכות מעשה הקרבנות הלכה א",FALSE
243,כד,א,34b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:28']",,,"כד א מיי' פ""א מהלכות פסה""מ הלכה כח",FALSE
244,כה,ב,34b,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:21']",,,"כה ב מיי' פ""ב מהלכות פסה""מ הלכה כא",FALSE
245,כו,א,35a,3,"[u'Mishneh Torah, Forbidden Foods 6:4']",,,"כו א מיי' פ""ו מהלכות מאכלות אסורות הלכה ד",FALSE
246,כז,ב,35a,8,"[u'Mishneh Torah, Immersion Pools 2:2']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 198', u""Shulchan Arukh, Yoreh De'ah 198:15""]","כז ב מיי' פ""ב מהלכות מקוואות הל' ב סמג לאוין קיא טוש""ע י""ד סי' קצח סעיף טו",FALSE
