id,section_id,num,title,subtitle,summary,halacha_count
77,11,10,פֶּרֶק עֲשִׂירִי,הדרך הראויה לעבודת ה',א: העבודה מיראה כדרך שאינה מעולה • ב-ג: העבודה מאהבה • ד-ה: דברי חכמים בדבר הדרך הראויה לעבודת ה' • ו: ידיעת ה' ואהבתו ,6
78,12,1,NULL,NULL,NULL,NULL
79,13,0,NULL,NULL,NULL,NULL
80,13,1,NULL,NULL,NULL,13
81,13,2,NULL,NULL,NULL,17
82,13,3,NULL,NULL,NULL,19
83,13,4,פֶּרֶק רְבִיעִי,הפטורים מקריאת שמע,"א: נשים ועבדים וקטנים • א-ב: חתן • ג-ו: אבֵל והעוסקים במת •
            ז: פטור שרצה לקרוא • ח: טמא",8
84,14,0,NULL,NULL,NULL,NULL
85,14,1,NULL,NULL,NULL,10
86,14,2,NULL,NULL,NULL,19
87,14,3,NULL,NULL,NULL,11
88,14,4,NULL,NULL,NULL,20
89,14,5,NULL,NULL,NULL,15
90,14,6,NULL,NULL,NULL,10
91,14,7,NULL,NULL,NULL,19
92,14,8,NULL,NULL,NULL,13
93,14,9,NULL,NULL,NULL,15
94,14,10,NULL,NULL,NULL,16
95,14,11,NULL,NULL,NULL,21
96,14,12,NULL,NULL,NULL,24
97,14,13,NULL,NULL,NULL,25
98,14,14,NULL,NULL,NULL,14
99,14,15,פֶּרֶק חֲמִישִׁי,האופן הראוי לתפילה,"א: שמונת הדברים שראוי להקפיד עליהם • ב-ג: עמידה ונוכח המקדש •
            ד-ה: תיקון הגוף והמלבוש • ו-ח: תיקון המקום • ט: אופן הדיבור • י-טו:
            כריעה והשתחוויה",12
100,15,0,NULL,NULL,NULL,NULL
101,15,1,NULL,NULL,NULL,20
102,15,2,NULL,NULL,NULL,11
103,15,3,NULL,NULL,NULL,19
104,15,4,NULL,NULL,NULL,26
105,15,5,NULL,NULL,NULL,11
106,15,6,NULL,NULL,NULL,13
107,15,7,NULL,NULL,NULL,16
108,15,8,NULL,NULL,NULL,4
109,15,9,NULL,NULL,NULL,15
110,15,10,פֶּרֶק שְׁמִינִי,צורת הפרשות,"א-ג: צורת הפרשה הפתוחה והסתומה • ד: רשימת הפרשות הפתוחות והסתומות; צורת
            השירות; מרווחים בין המילים והאותיות",11
111,16,0,NULL,NULL,NULL,NULL
112,16,1,NULL,NULL,NULL,18
113,16,2,NULL,NULL,NULL,9
114,16,3,פֶּרֶק שְׁלִישִׁי,חיוב ציצית,"א-ד: הבגד החייב בציצית • ה-ז: החומר של חוטי הציצית • ח-יב: אופן
            קיום המצווה והפטורים ממנה",12
115,17,0,NULL,NULL,NULL,NULL
116,17,1,NULL,NULL,NULL,20
117,17,2,NULL,NULL,NULL,14
118,17,3,NULL,NULL,NULL,13
119,17,4,NULL,NULL,NULL,12
120,17,5,NULL,NULL,NULL,17
121,17,6,NULL,NULL,NULL,20
122,17,7,NULL,NULL,NULL,15
123,17,8,NULL,NULL,NULL,16
124,17,9,NULL,NULL,NULL,9
125,17,10,NULL,NULL,NULL,26
126,17,11,פֶּרֶק אַחַד עָשָׂר,ברכות המצוות,"א-ד: מטבע ברכות המצוות • ה-ח: זמן אמירת הברכה • ט-י: ברכת שהחיינו
            על המצוות • יא-טו: נוסח הברכה • טז: מצוות שאין מברכים עליהן",16
127,18,0,NULL,NULL,NULL,NULL
128,18,1,NULL,NULL,NULL,18
129,18,2,NULL,NULL,NULL,10
130,18,3,פֶּרֶק שְׁלִישִׁי,ברכות המילה ומעלתה,"א-ג: ברכות המילה • ד-ו: ברכת המילה של גר ועבד; מילה ללא ברכה • ז:
            מילת גוי • ח-ט: מעלת המילה",9
131,19,0,NULL,NULL,NULL,NULL
132,19,1,סדר התפילות,פתיחת התפילה בכל יום,א-ג: קטעי לימוד ותחנונים לפני התפילה • ד-ז: פסוקי הזמירות וברכותיהן • ח: הוספות בשבת,10
133,19,2,NULL,NULL,NULL,37
134,19,3,NULL,NULL,NULL,10
135,19,4,NULL,NULL,NULL,4
136,19,5,NULL,NULL,NULL,7
137,20,1,NULL,NULL,NULL,NULL
138,21,0,NULL,NULL,NULL,NULL
139,21,1,NULL,NULL,NULL,19
140,21,2,NULL,NULL,NULL,25
141,21,3,NULL,NULL,NULL,22
142,21,4,NULL,NULL,NULL,6
143,21,5,NULL,NULL,NULL,21
144,21,6,NULL,NULL,NULL,25
145,21,7,NULL,NULL,NULL,9
146,21,8,NULL,NULL,NULL,16
147,21,9,NULL,NULL,NULL,20
148,21,10,NULL,NULL,NULL,25
149,21,11,NULL,NULL,NULL,17
150,21,12,NULL,NULL,NULL,19
151,21,13,NULL,NULL,NULL,22
152,21,14,NULL,NULL,NULL,24
153,21,15,NULL,NULL,NULL,22
154,21,16,NULL,NULL,NULL,24
155,21,17,NULL,NULL,NULL,36
156,21,18,NULL,NULL,NULL,28
157,21,19,NULL,NULL,NULL,26
158,21,20,NULL,NULL,NULL,14
159,21,21,NULL,NULL,NULL,36
160,21,22,NULL,NULL,NULL,33
161,21,23,NULL,NULL,NULL,28
162,21,24,NULL,NULL,NULL,13
163,21,25,NULL,NULL,NULL,26
164,21,26,NULL,NULL,NULL,23
165,21,27,NULL,NULL,NULL,17
166,21,28,NULL,NULL,NULL,19
167,21,29,NULL,NULL,NULL,29
168,21,30,פֶּרֶק חֲמִשָּׁה עָשָׂר,מעשים הדומים להוצאה או עלולים להביא לידי הוצאה,א-ג: עשיית פעולות ברשות אחרת ממקום עמידת האדם • ד-ז: שימוש בזיז שמעל רשות הרבים • ח-י: העברת חפץ מרשות אחת לרשות זהה הסמוכה לה • יא-יד: מילוי מים מאמת המים שבחצר • טו: שאיבת מים ושפיכתם בים  • טז-יט: מי שפכים היוצאים מרשות היחיד • כ-כב: פרטי הוצאה בכרמלית,15
169,22,0,NULL,NULL,NULL,NULL
170,22,1,NULL,NULL,NULL,22
171,22,2,NULL,NULL,NULL,16
172,22,3,NULL,NULL,NULL,25
173,22,4,NULL,NULL,NULL,27
174,22,5,NULL,NULL,NULL,24
175,22,6,NULL,NULL,NULL,24
176,22,7,NULL,NULL,NULL,10
177,22,8,פֶּרֶק שְׁלִישִׁי,עירוב משותף לחצרות וטלטול ביניהם,א-יד: עירוב משותף לשתי חצרות • טו-יז: שימוש בשטח שבין שתי חצרות • יח-כ: טלטול בחצר ובשטחים משותפים • כא- כג: מילוי מים מבור שבין חצרות • כד-כה: שתי רשויות שהתחברו או שנפסק החיבור ביניהם,16
178,23,0,NULL,NULL,NULL,NULL
179,23,1,NULL,NULL,NULL,7
180,23,2,NULL,NULL,NULL,11
181,23,3,פֶּרֶק שְׁלִישִׁי,שאר העינויים,א-ו: רחיצה • ז-ח: נעילת הסנדל • ט: סיכה • י: תשמיש המיטה,10
182,24,0,NULL,NULL,NULL,NULL
183,24,1,NULL,NULL,NULL,24
184,24,2,NULL,NULL,NULL,18
185,24,3,NULL,NULL,NULL,17
186,24,4,NULL,NULL,NULL,26
187,24,5,NULL,NULL,NULL,20
188,24,6,NULL,NULL,NULL,24
189,24,7,NULL,NULL,NULL,25
190,24,8,פֶּרֶק שְׁמִינִי,פרטי מלאכות שונות; עשיית מלאכה בערב יום טוב,"
			א-ד: השקיה • ה: ציד מזיקים • ו-ז: בנייה • ח-ט: טיפול במת • י-יב: עבודות בשדה • יג-טז: טיפול בכלים ובבהמות • יז-כא: עשיית מלאכה בערב יום טוב ובערב פסח
		",22
191,25,0,NULL,NULL,NULL,NULL
192,25,1,NULL,NULL,NULL,10
193,25,2,NULL,NULL,NULL,19
194,25,3,NULL,NULL,NULL,11
195,25,4,NULL,NULL,NULL,12
196,25,5,NULL,NULL,NULL,26
197,25,6,NULL,NULL,NULL,12
198,25,7,NULL,NULL,NULL,13
199,25,8,פֶּרֶק שְׁמִינִי,ליל הסדר,א-י: סדר ליל הפסח בזמן המקדש ובזמן הזה • יא: אכילת צלי • יב-יד: חוסר באחד ממאכלי הסדר,14
200,25,9,NULL,NULL,NULL,41
201,26,0,NULL,NULL,NULL,NULL
202,26,1,NULL,NULL,NULL,8
203,26,2,NULL,NULL,NULL,10
204,26,3,NULL,NULL,NULL,13
205,26,4,NULL,NULL,NULL,16
206,26,5,NULL,NULL,NULL,25
207,26,6,NULL,NULL,NULL,16
208,26,7,NULL,NULL,NULL,27
209,26,8,NULL,NULL,NULL,15
210,27,0,NULL,NULL,NULL,NULL
211,27,1,NULL,NULL,NULL,10
212,27,2,NULL,NULL,NULL,10
213,27,3,NULL,NULL,NULL,15
214,27,4,פֶּרֶק רְבִיעִי,ייעוד השקלים,א-ז: ייעוד תרומת הלשכה • ח: ייעוד שיירי הלשכה • ט: מותר תרומת הלשכה ומותר שיירי הלשכה •  י: גירעון בשקלים • יא-יב: קנייה מכספי התרומה החדשה,13
215,28,0,NULL,NULL,NULL,NULL
216,28,1,פֶּרֶק רְבִיעִי,עיבור שנה,א-ד: עיבור השנה לצורך התאמת הפסח עם זמן האביב • ה-ח: סיבות נוספות לעיבור • ט-יב: הדיון על עיבור השנה • יג-טז: הזמן שבו אפשר לעבר את השנה ושנים שבהן אין מעברים • יז: הודעה על עיבור השנה,8
217,28,2,NULL,NULL,NULL,10
218,28,3,NULL,NULL,NULL,19
219,28,4,NULL,NULL,NULL,17
220,28,5,NULL,NULL,NULL,13
221,28,6,NULL,NULL,NULL,15
222,28,7,NULL,NULL,NULL,8
223,28,8,NULL,NULL,NULL,10
224,28,9,NULL,NULL,NULL,8
225,28,10,NULL,NULL,NULL,7
226,28,11,NULL,NULL,NULL,17
227,28,12,NULL,NULL,NULL,2
228,28,13,NULL,NULL,NULL,11
229,28,14,NULL,NULL,NULL,6
230,28,15,NULL,NULL,NULL,9
231,28,16,NULL,NULL,NULL,19
232,28,17,NULL,NULL,NULL,24
233,28,18,NULL,NULL,NULL,16
234,28,19,פֶּרֶק תִּשְׁעָה עָשָׂר,נטיית הירח וגובהו,א-ט: נטיית המזלות • י-יד: נטיית הירח • טו: גובה הירח • טז: חתימה,17
235,29,0,NULL,NULL,NULL,NULL
236,29,1,NULL,NULL,NULL,17
237,29,2,NULL,NULL,NULL,18
238,29,3,NULL,NULL,NULL,11
239,29,4,NULL,NULL,NULL,19
240,29,5,פֶּרֶק חֲמִישִׁי,צומות ותקנות זכר לחורבן,"א-ה: צומות זכר לצרות שאירעו לישראל • ו: שבוע שחל בו תשעה באב • ז-ט: סעודה מפסקת •  י-יא: דיני תשעה באב • יב-יג: תקנות זכר לירושלים • יד-טו: גזרות נוספות מפני החורבן •  טז-יח: דיני קריעה על ערי יהודה, ירושלים והמקדש • יט: מעמד הצומות לעתיד לבוא",20
241,30,0,NULL,NULL,NULL,NULL
242,30,1,NULL,NULL,NULL,14
243,30,2,NULL,NULL,NULL,18
244,30,3,NULL,NULL,NULL,14
245,30,4,פֶּרֶק רְבִיעִי,הדלקת נרות חנוכה,א-ד: מניין הנרות • ה: זמן ההדלקה • ו: השמנים והפתילות • ז-ח: מקום ההדלקה • ט: ההדלקה הראויה •  י-יא: הדלקה מפני הרואים • יב-יד: חביבות נר חנוכה ודיני קדימה,14
246,31,1,NULL,NULL,NULL,NULL
247,32,0,NULL,NULL,NULL,NULL
248,32,1,NULL,NULL,NULL,8
249,32,2,NULL,NULL,NULL,27
250,32,3,פֶּרֶק רִאשׁוֹן,סדר הקידושין,"
			א-ה: דרכי הקידושין • ו-י: נוסח הקידושין • יא-יט: קידושין על ידי אב או שליח • כ-כד: סדר הקידושין הנהוג
		",24
251,32,4,פֶּרֶק רְבִיעִי,פרטי דיני הקידושין,"
			א-ה: רצון האיש והאישה • ו: בעיות של עדות בקידושין • ז-יח: בעיות בקידושין בגלל מצב אישי או איסור •  יט-כ: קידושין בפחות מפרוטה • כא-כב: נתינת הקידושין לידי האישה
		",22
252,32,5,פֶּרֶק חֲמִישִׁי,כסף הקידושין,"
			א-ו: קידושין באיסורי הנאה • ז-יב: קידושין בכסף שאינו שלו • יג-כ: קידושין במלווה • כא-כד: קידושין בהנאה בלא נתינת ממון • כה-כט: חישוב שווי כסף הקידושין
		",29
253,32,6,פֶּרֶק שִׁשִּׁי,כללי התנאים,"
			א-ז: ארבעת משפטי התנאים • ח-יב: תנאי בדבר שאסרה תורה • יג-יד: הדינים לגביהם נדרשים משפטי התנאים • טו-יח: תנאי 'מעכשיו' או 'על מנת'
		",18
254,32,7,NULL,NULL,NULL,23
255,32,8,NULL,NULL,NULL,6
256,32,9,NULL,NULL,NULL,31
257,32,10,NULL,NULL,NULL,19
258,32,11,NULL,NULL,NULL,17
259,32,12,NULL,NULL,NULL,24
260,32,13,NULL,NULL,NULL,20
261,32,14,NULL,NULL,NULL,24
262,32,15,NULL,NULL,NULL,20
263,32,16,NULL,NULL,NULL,31
264,32,17,NULL,NULL,NULL,19
265,32,18,NULL,NULL,NULL,28
266,32,19,NULL,NULL,NULL,22
267,32,20,NULL,NULL,NULL,14
268,32,21,NULL,NULL,NULL,18
269,32,22,NULL,NULL,NULL,35
270,32,23,NULL,NULL,NULL,18
271,32,24,NULL,NULL,NULL,25
272,32,25,פֶּרֶק חֲמִשָּׁה וְעֶשְׂרִים,הפסד הכתובה בשל נדרים ומומים,"
			א-ו: טענות הנדרים והמומים • ז-י: אישה שאין לה וסת קבועה • יא-יג: מומי האיש
		",13
273,33,0,NULL,NULL,NULL,NULL
274,33,1,NULL,NULL,NULL,28
275,33,2,NULL,NULL,NULL,20
276,33,3,NULL,NULL,NULL,19
277,33,4,NULL,NULL,NULL,25
278,33,5,NULL,NULL,NULL,18
279,33,6,NULL,NULL,NULL,30
280,33,7,NULL,NULL,NULL,24
281,33,8,NULL,NULL,NULL,24
282,33,9,NULL,NULL,NULL,41
283,33,10,NULL,NULL,NULL,23
284,33,11,NULL,NULL,NULL,28
285,33,12,NULL,NULL,NULL,24
286,33,13,פֶּרֶק שְׁנֵים עָשָׂר,בירורים בעדות על מות הבעל,"
			א-ז: עדות אישה על מות בעלה • ח-יד: עדות עקיפה ועדות הגוי • טו-כ: ודאות בנוגע למוות • כא-כח: זיהוי המת • כט: הטעם להקל בהתרת עגונה
		",29
287,34,0,NULL,NULL,NULL,NULL
288,34,1,NULL,NULL,NULL,23
289,34,2,NULL,NULL,NULL,21
290,34,3,NULL,NULL,NULL,19
291,34,4,NULL,NULL,NULL,35
292,34,5,NULL,NULL,NULL,31
293,34,6,NULL,NULL,NULL,32
294,34,7,NULL,NULL,NULL,35
295,34,8,פֶּרֶק שְׁמִינִי,ספקות בייבום וחליצה,"
			א-ג: ספק בנוגע לזהות היבמה • ד-יא: ספק בנוגע לזהות האחים • יב-יג: עקרונות הפסיקה במקרי ספקות
		",30
296,35,0,NULL,NULL,NULL,NULL
297,35,1,NULL,NULL,NULL,15
298,35,2,NULL,NULL,NULL,17
299,35,3,פֶּרֶק שְׁלִישִׁי,מוציא שם רע,"
			א-ה: חיובי המוציא שם רע • ו: אופן הוצאת שם רע • ז-יב: הפטורים מדין הוצאת שם רע
		",12
300,36,0,NULL,NULL,NULL,NULL
301,36,1,NULL,NULL,NULL,20
302,36,2,NULL,NULL,NULL,16
303,36,3,NULL,NULL,NULL,24
304,36,4,פֶּרֶק רְבִיעִי,פרטי דינים בסדר השקאת סוטה,"
			א-ו: השקאת הסוטה • ז-יג: כתיבת המגילה ומחיקתה • יד-טז: מנחת סוטה • יז: גלגול שבועת הסוטה • יח-יט: חתימה: האופן הראוי לקנא
		",19
305,37,1,NULL,NULL,NULL,NULL
306,38,0,NULL,NULL,NULL,NULL
307,38,1,פֶּרֶק רִאשׁוֹן,חיוב על איסורי עריות,"
			א-ט: איסורי העריות ועונשיהם • י-יח: הבּיאה שעליה חייבים • יט-כג: חזקות לעניין חיוב בעריות
		",23
