בשלח,"א, א",ראו כי:,"נאמר בשנת תקס""ה — ראה אוה""ת משפטים ע' ג'טז: ביאור ע""פ ראו . . בשלח תקס""ה. היום יום י""ז שבט ע' כ."
,,כי עמך מקור חיים:,"תהלים לו, י. ראה לקמן ויקרא נב, ד ואילך. (אוה""ת ויקרא-ב ע' תש). אוה""ת שמות-ז ע' ב'תקמ."
,,"וע' בזח""ג פ' צו דף ל""ד סע""א:","”עמך שריא דלא מתפרש מינך, המבואר שמפרשו על יחוד או""א שהן תרין ריעין דלא מתפרשין . . כי עמך שני פי', הא' עמך דבר הטפל ובטל לך ולא אתה ממש . . הב' פי' עמך דבר שהוא עמך ממש מה שלמעלה מבחי' הגילוי"" — יהל אור עה""פ (ע' קלז). וראה באוה""ת בראשית-ב דף שה, א."
,,"ובפ' אמור ק""א א':","וע""ד כתיב כי עמך הסליחה וכתיב כי עמך מקור חיים פי' במק""מ עמך בינה שמשם היא הסליחה . . והסליחה נמשך מבחי' שהוא עמך ממש שהוא למעלה מסוכ""ע שאינו בגדר עלמין כלל ואינו סובב לעלמין כ""א הוא עמך ממש, וא""כ עד""ז פי' כי עמך מקו""ח היינו כי חיים הוא סוכ""ע וממכ""ע אך עמך הוא מקו""ח"" — יהל אור עה""פ (ע' קלז). וראה לקמן פ' אחרי כט, א. הוספות נב, א."
,,"ובספר מג""ע פי' כי מקור חיים:","וכן מובא לקמן ויקרא נב, ב ”מבואר בספר מגלה עמוקות אשר מקור חיים בגימט' אור אין סוף"". וראה באוה""ת בראשית-ב דף שי, ב מביא זה בסתם."
,,"העוה""ב . . נהנין מזיו השכינה:","ראה ברכות יז, א. אוה""ת סוכות ע' א'תשנז."
,,להנחיל אוהבי יש:,"משלי ח, כא."
,,"העונג — הנ""ל:","תי' הנ""ל לי' שם. וז""ל שם לגילוי ”הוא בבחי' צורת היו""ד"" והוא מקור כו'. [כ]."
,,"הנשמות — ובמ""א:","אלו המוקפים שעשיתי [מתיבת (ובמ""א עד תיבת שחורה שבשו""ה בד""ה)] ל' שם בהכ""י. [כ]."
,,"מקור — וכמ""ש בת""א פ' לך לך:","יג, ב."
,,לעולם ישנה אדם לתלמידו:,"פסחים ג, ב. חולין סג, ב. ראה ביאוה""ז (עו, ד). ביאוה""ז להצ""צ (ע' שסג-ד) ובכ""מ (ע""פ רמב""ם הל' דיעות פ""ב ה""ד) — שבמארז""ל זה מדבר על דרך קצרה הכוללת את כל האריכות (כמו לשון המשנה). ומובן שאין זה סתירה לפירוש הפשוט, כ""א הוספה שביחד עם זה צ""ל קיצור הכולל את כל האריכות, — לקו""ש ח""כ ע' 88 הערה 17. וראה גם בד""ה וידבר אלקים אנכי תשכ""ח (סה""מ מלוקט ח""ג) ע' קסה הדיוק בלשון ”דרך קצרה"" ולא ”שכל קצר"" שצריך להשפיע להתלמיד כל העומק והפרטים שבהשכל, אלא שכל זה צריך ללמדו בדרך קצרה, בדיבורים קצרים שמהם יוכל התלמיד להבין כל הפרטים""."
,,"ע""ד — בדרך . . כו':","ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,מוסר אביך . . תורת אמך:,"משלי א, ח."
,,"תושב""כ . . תורת אמך:","על""ק לשמע""צ (פח, ב). וש""נ. [כ]."
,,"בבה""ז פ' אחרי:","לאדה""א עו, ג."
,,"הולד — ולכן . . יו""ד:","ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,"בד""ה שחורה אני:","לקו""ת שה""ש ד, ב."
,,בהבראם — בה' בראם:,"בראשית ב, ד. ב""ר יב, ב."
,,שלמטה — בה':,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,"א, ב","בתו""א פ' לך לך בד""ה שרי אשתך:","יג, ב."
,,"היה — בביאור ע""פ כי תצא:","לקו""ת תצא לז, ב."
,,"י""ג ת""ד:","ראה זח""ג קלא, א. זח""ב קעז, א."
,,ושער רישי' כעמר נקא:,"דניאל ז, ט."
,,קדש יהי' גדל פרע:,"במדבר ו, ה."
,,שער באשה ערוה:,"ברכות כד, א."
,,שער — כו':,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,הן — שנקרא:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,,"מן תיבות שנקרא עוה""ז עד תי' [בשורה עלמא] פי' זה ל' בהכת""י — ושם אי' ”וכענין שנא' זה א-לי ואנוהו"" פי' זה כו' ומדוייק יותר דה""ק וגם בזה יובן יותר ההגהה כאן בהמוקפים. [כ]."
,,הוא — זה:,"זה כו' וכמ""ש במ""א וד""ל כן אי' בהכת""י שם. [כ]."
,,ממשכא דחויא:,"ראה תניא פל""א בשם הזהר. וראה זח""א לו, ב. אוה""ת בראשית תלז, ב."
,,היום לעשותם:,"דברים ז, יא."
,,זה א-לי ואנוהו:,"שמות טו, ב."
,,להיות — שכדי:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,בהבראם — באברהם:,"ב""ר יב, ט."
,,"ויניחהו בג""ע לעבדה ולשמרה:","בראשית ב, טו."
,,"לעבדה זו רמ""ח מ""ע כו':","ראה זח""א כז, א. ת""ז סוף תי' נד. זח""ב קסה, ב."
,,דהיינו — וזהו:,"המוקפים אלו [(וזהו עד שורה מקץ — בת)] לי' שם בהכת""י. [כ]."
,,כל הנשמה תהלל י-ה:,"תהלים קנ, ו."
,,בהלו נרו:,"איוב כט, ג."
,,נקראת הנשמה נר ה':,"משלי כ, כז."
,,שעשועי המלך בעצמותו:,עמק המלך שער זה.
,,"כמ""ש במ""א:","ראה לקמן פ' במדבר. אוה""ת ברכה ע' א'תתנז."
,,העוסק בתורה לשמה:,"אבות רפ""ו. ובכ""מ."
,,ונועם ה' הוא בחי' ענג העליון:,"ראה אוה""ת שמות ע' י. יהל אור ע' ק."
,,ועיין בפרדס ערך נועם:,"וז""ל: ”נועם ה' נק' השפע הנשפע למל' מהכתר כו' דרך מדרגות הסולם"". — ביאה""ז להצ""צ כרך ב ע' תתקכה."
,,"ועיין במאו""א אות נו""ן סעיף י""ג:","נועם מצד הבינה הנק' נעמי וכל נעימות מצידה והחו""ג נק' הון יקר ונעים יקר מצד אבא ונעים מצד בינה כו' עכ""ל, וזהו ע""ד שהתגלות עתיק תענוג עליון הוא בבינה בד""ה יו""ט של ר""ה שחל להיות בשבת פ""ה [לקו""ת ר""ה נז, ב וצ""ל פ""ד] — ביאה""ז להצ""צ כרך ב' ע' תתקכה."
,,,"ראה אוה""ת שמות ע' יא. ובאוה""ת שמות-ז ע' ב'תעט שבענין נועם ה' יש ב' פירושים ”א' נועם הנמשך משם ה' . . והב' נועם הנמשך מהבינה . . וע' במאו""א . . בענין נועם ה' יובן שגם שם נז' ב' פירושים אלו""."
,,"ובזח""ג . . סתימא דכל סתימין:","נעתק באוה""ת נ""ך-ג ע' א'שיא."
,"א, ג",ופי' דרכי:,"מן תי' ופי' דרכי ל' רבים כל הפרשה ב' וגם פרשה ג' [הכוונה פ""ב-ג'] עד תיבת הקולות [ב, א שורה ועמ""ש] כ""ז לי' שם בהכת""י. [כ]."
,,"תורה עבודה וגמ""ח:","ראה אבות א, ב."
,,האשה נקנית בשלשה:,משנה ריש קידושין.
,,בג':,"וראה גמ' קידושין (ב, ב) ושנויי הנוסחאות למשניות שם."
,,,"(וראה עוד על משנה זו — סה""מ הקצרים ע' קעח. אוה""ת בראשית-א קו, א. אוה""ת שבועות ע' קצט. רד. אוה""ת על מארז""ל וענינים ע' לג. ד""ה האשה נקנית פ' תבוא תרל""ה. סה""מ תרל""ו ח""ב ע' רעו. תקכו. לקו""ש ח""ו ע' 320. חי""ט ע' 218. וראה כש""ט סי' יו""ד בפי' הפנימי. לקוטי לוי""צ אגרות ע' רד)."
,,"האשה היא כנס""י:","ראה לקו""ש חי""ט ע' 217."
,,ועכשיו התפלה היא במקום קרבנות:,"ברכות כו, ב."
,,"ח""י ברכאן . . ח""י חוליות השדרה:","להלן לקו""ת בלק ע, ד: כנודע מהזוהר ובגמ' ברכות. ראה ברכות כח, ב. תנחומא וירא, א."
,,נועם ה':,"תהלים כז, ד."
,,וביאור הדבר . . עוד פי' כי עמך:,"כל הקטע בשינויים קלים והוספות נמצא גם באוה""ת ויקרא-ב ע' תש. ומהדורא בתרא מהקטע נדפס לקמן בהוספות נב, א."
,,שעתיק הוא מקור התענוגים:,"ראה אוה""ת לך ע' תתרעג, א."
,,"הוא מקור התענוגים . . וכמ""ש במ""א:","באוה""ת ויקרא-ב ע' תש יש כאן הג""ה."
,,ופי' מקור התענוגים . . אין שום דבר שחוץ ממנו:,"ראה אוה""ת בראשית-א נח, ב שמוסיף שם: ”אלא שהוא בעצמו ית' הוא התענוג ונק' מקור התענוגים וזהו ענין עתיקא קדישא""."
,,להחיות בהם נפש כל חי:,ברכת בורא נפשות.
,,דהפי' לפיקוח ותענוג:,"כמבואר בב""י או""ח סר""ז. ראה לקמן בפנים (הוספות — ויקרא) נב, א."
,,דאגה בלב איש ישיחנה לאחרים:,"משלי יב, כה. יומא עה, א. סוטה מב, ב."
,,"כל תענוגי עוה""ז הם רק ממה שנפל בשבה""כ והוא פסולת ממש:","מבואר באוה""ת שמות-ז ע' ב'תקמ."
,,יהי רקיע . . בין מים למים:,"בראשית א, ו."
,,יפה שעה אחת:,"אבות ד, יז."
,"א, ד",גבי אלישע אחר מוטב:,"חגיגה טו, ב."
,,אש שלנו אחד מששים:,"ברכות נז, ב. ועי' באגה""ת ספי""ב."
,,"נהר דינור . . לשכוח התענוג שבגעה""ת:","זח""א רא, א. זח""ב ריא, ב. ועוד. וראה פע""ח ש' התפלין פ""י. כנפי יונה ח""ד סי' כט."
,,יהללוך סלה:,"תהלים פד, ה. וראה עירובין נד, ב."
,,וראית את אחורי:,"שמות לג, כג."
,,אחור וקדם צרתני:,"תהלים קלט, ה."
,,מבשרי אחזה:,"איוב יט, כו."
,,"נח""ר לפניו:","ראה ספרי במדבר כח, ח. טו, ז."
,,אשר מלשון באשרי:,"הובא בת""ז (עד, רע""ב) ת""ל ושם (ריש תט""ל). [כ]."
,,באשרי כי אשרוני:,"בראשית ל, יג."
,,וטובל בשמן רגלו:,"דברים לג, כד."
,,"שמן הוא בחי' ח""ע:","מא""א אות ש' סמ""ח."
,,בשם זמירות:,"תהלים קיט, נד."
,,חיך אוכל יטעם:,"איוב יב, יא."
,"ב, א","ועמ""ש — וזהו:","גם אלו המוקפים [(וזהו עד שורה שנקראו)] לי' שם. וז""ל שם ועד""ז כל המצות מעשיות נקראות ארחות הוי' פי' כו'. [כ]."
,,ארחות ה':,"תהלים כה, י."
,,שורה בה:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,"צדקה — כנ""ל:","המוקפים [וזהו . . כנ""ל] לי' שם. [כ]."
,,כל — עד:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,כל — והיינו:,"וגם אלו המוקפים ב""פ [(והיינו . . המגדילים) (וכמו . . הגוף כו')] לי' שם. והסיום ז""ל החסד כמ""ש במ""א וד""ל. [כ]."
,,תשבות — ולכאורה:,"מן תיבת ולכאורה עד תיבת בששון [בשורה האזינו] לי' בהכת""י שם. [כ]."
,,והי' אם שמוע:,"דברים יא, יג."
,,זרעו לכם לצדקה:,"הושע י, יב."
,,אור זרוע לצדיק:,"תהלים צז, יא."
,,"וקצירה — ע""פ הבאים ישרש יעקב:","ראה תו""א נג, ד."
,,"ובד""ה האזינו השמים:","לקו""ת האזינו עד, ג."
,,"ובד""ה ושאבתם מים בששון:","לקו""ת סוכות עט, א."
,,"ל""ט מלאכות חורש וזורע:","שבת עג, א."
,,בתוס' ברכה . . בחי' ירידה וצמצום:,"בבוך 631: ”בתוס' ברכה כו' כמו""כ למעלה"" והשאר ליתא שם."
,,התפשטות — ותקנה:,שם אי' ותקוה. [כ].
,,מכוין:,"שם אי' ”כאן"". [כ]."
,,עבודת — הצדקה:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,,"שם ”המצוה"". [כ]."
,,ששת ימים תעשה מעשיך:,"שמות כג, יב."
,,המשכות — כי:,"בהכת""י ”כמ""ש"" כי בו. [כ]."
,,כי בו שבת מכל מלאכתו:,"בראשית ב, ג."
,,וקראת לשבת עונג:,"ישעי' נח, יג."
,,שבא העונג העליון לידי גילוי ממש:,"ראה סה""מ ת""ש ע' 86 ואילך."
,,בס' הבהיר שיש עמוד:,"בגעה""ת שבו עולין הנשמות לגה""ע מדי שבת בשבתו — סידור קעג, ג. ראה זח""ב ריא, א ובהנסמן במאמרי אדה""ז פרשיות-ב ע' תשעג. ובמאמרי אדה""א שבועות ע' תמ ”דעליית הנשמות בג""ע הוא ע""י העמוד שבהיכל שעולים בו בבחי' ביטול המציאות"". ע""ש."
,,"מי שטרח בע""ש:","ע""ז ג, א. קה""ר א, לו."
,,יאכל — כו' . . במה:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,"הרי — ע""ד:","המוקפים [(ע""ד עד שורה לנהורא)] לי' בהכת""י. [כ]."
,,לב נשבר ונדכה:,"תהלים נא, יט."
,"ב, ב",נסתר — וזהו:,"ב' המוקפים הללו [(וזהו . . שבת כו' שבשורה שעושין) ומן שורה המתחלת (ואפ""ל עד סוף הפרק] לי' שם בהכת""י. [כ]."
,,שעושין — כו':,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,שקולה שבת כנגד כל המצות:,"ירושלמי ברכות א, ה. נדרים ספ""ג. שמו""ר כה, יב. זח""ב פט, א."
,,"רפ""ו דברכות:","לה, ב. ראה גם לקמן שמיני יח, ב. בהעלותך לה, ד. שלח מב, ג. נתבאר באוה""ת ויקרא-ב ע' תרנז ואילך."
,,מלכותך מלכות כל עולמים:,"תהלים קמה, יג."
,,ברוך כבוד ה' ממקומו:,"יחזקאל ג, יב."
,,שזה תכלית הכוונה להיות דירה בתחתונים:,"תנחומא נשא טז. וראה שם בחוקותי ג. ב""ר ספ""ג. במד""ר פי""ג, ו."
,,"סד""ה שובה ישראל עד:","לקו""ת ש""ש סז, ג."
,,אלא — כו':,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,"מזונותיו של אדם . . שבת ויו""ט:","ביצה טז, א. וראה ויק""ר ל, א."
,,"אותם — כנ""ל:","תי' כנ""ל לי' בהכת""י ואולי צ""ל כו'. [כ]."
,,"כמ""ש בזהר ע""פ סולם:","בת""ז (תמ""ה) סולם דא צלותא ועל""ק [דרושים ליוהכ""פ סח, ב] ד""ה לבאר ענין יוהכ""פ (רפ""ב ושם לה""ט [=לשונו הטהור] בתיקונים אמרו שהתפלה [כי התפלה] היא סולם וע' בהשמטות זח""א (רסו, ב) סי' נ' כל' הת""ז הנ""ל. [כ]."
,,ד' שליבות בסולם:,"מג""ע (אופן רטז) [ריז] הובא בילקוט ראובני [ר""פ ויצא]. [כ]. ראה לקמן פ' בלק ע, ב בשם הרמ""ז."
,,"למעלה — כנ""ל:","בהכת""י אי' וכו', ולא כנ""ל. [כ]."
,,דהתפלה . . לד' מדרגות:,"ע' מג""ע (אופן רטז) בזה""ל התפלה עולה דרך ד' שליבות הובא בילקוט ראובני [ר""פ ויצא]. [כ]."
,,אליך ה' נפשי אשא:,"תהלים כה, א."
,,וראשו מגיע השמימה:,"בראשית כח, יב."
,,הוא — ועיין:,"המוקפים [(ועיין עד תיבת סולם) בשורה עולמות] לי' בהכת""י. [כ]."
,,"בזח""א ויצא . . ובפי' הרמ""ז שם:","”סולם הוא היסוד ובו עולים למעלה שהוא תחילת קו האמצעי חוט השדרה העשוי מדריגות הן הן החוליות"" — אוה""ת פ' פנחס ע' א'קכב. פ' ויצא דף תתמ, ב ושם מבאר לשון הרמ""ז."
,,"בד""ה לא הביט און ביעקב:","לקו""ת בלק ע, ד."
,,"ובד""ה יביאו לבוש מלכות:","תו""א צא, ד. באוה""ת ויצא ע' תתמא, א מוסיף ”ובהביאור שם מזה בד""ה וסוס אשר רכב ובפ' יתרו בד""ה אלפי שנאן""."
,,"במא""א אות סמך סכ""ח בענין סולם:","”סולם נק' היסוד כי הוא סולם לעלות בו עד הדעת להמשיך משם הטיפה. סולם נק' מט""ט כי הוא סולם לעלות בו אל אלקות עכ""ל"" — אוה""ת פ' ויצא ע' תתמא, א. וראה גם אוה""ת פ' פנחס ע' א'קכב."
,,"למטה — ועמ""ש:","המוקפים [(ועמ""ש . . משה)] לי' בהכת""י. [כ]."
,,"בד""ה יונתי בחגוי הסלע:","לקו""ת שה""ש טז, ד."
,,,"באוה""ת פ' ויצא דף תתמא, ב מציין: ”ובד""ה יונתי בחגוי פי' ענין שהתפלה הנק' סולם מוצב כו' כי בהנשמה יש ב' בחי' הא' המלובשת בגוף, הב' הנשמה שמבחי' מקיף הנק' מזלי' שהוא בבחי' כתר וחכ' כו' . . והתחברות ב' בחי' הנ""ל הוא ע""י התפלה""."
,,"ובד""ה ויקהל משה:","תו""א פח, א."
,,קושר כתרים לקונו מתפלתן של ישראל:,"ראה זח""א קסז, ב. זח""ב נח, א. זח""ג רנב, ב. ועייג""כ תוד""ה וקושר חגיגה יג, ב. וראה הערת כ""ק אדמו""ר בסה""מ ה'תש""ח ע' 202."
,,,"חגיגה (יג, ב) ובתוס' ”מתפלתן של צדיקים"" וע' זח""ג (נב, ב. רעח, א) ובזח""א (קסז, ב) ”צלותהון דישראל"" יעו""ש. ע' ד""ה מזוז' מימין ובלקו""ת שה""ש ד""ה מה יפו פעמיך פ""ב ומביא על מט""ט בתו""א שם (ול""מ) ובפנחס ד""ה צו את בנ""י הב' פ""ב — ובזח""ב (נח, א) ובעה""מ ש' קרית ארבע (פ""ב) על סנדל כו' ע""י תפילתן ומ""ט של ישראל יעו""ש. [כ]."
,,בעטרה שעטרה לו:,"שה""ש ג, יא."
,"ב, ג","דרפ""ח ניצוצין:","ראה סה""מ תקס""ה ע' תרמב."
,,"בד""ה — קס""ט:","וי""ל הציון (קסט ריש א') (קסז, ב) כצ""ל. [כ]."
,,לתחתון — ההעלאה:,"ההמשכה מלמעלמ""ט וההעלאה כו' כן אי' בהכת""י ומדוייק יותר והמוקפין מן תי' שבה עד תי' למטה [בשורה התענוג] לי' שם בהכת""י. [כ]."
,,"בשבה""כ — וכמ""ש במ""א ע""פ אז ישיר ישראל:","ראה אוה""ת חוקת ע' תתמד."
,,"אלמלא שמרו בנ""י ב' שבתות:","שבת קיח, ב."
,,"פי' כהלכתן עד""מ ההליכה בסולם:","ראה לקמן בפ' בהר מא, א. וראה באוה""ת ויקרא-ב ע' תרכח ואילך שיש בזה ב' שיטות וכאן מבאר כשיטה השני' דהיינו דשבת הא' הוא מלמטה למעלה והב' מלמעלה למטה. וזהו כהלכתן ב' בחי' הילוך, עי""ש. וראה באוה""ת בראשית-א נז, א בדקדוק לשון כהלכתן."
,,ההליכה מלמטה למעלה . . והב' מלמעלה למטה:,"ראה לקמן בהר מב, ד ובהמ""מ שם מאוה""ת ויקרא-ב ע' תרכט דשם מבאר דהב' ענינים הם עליות. וראה גם אוה""ת בראשית-א ע' סא, א."
,,עונג — מפני זה:,"בהכת""י שם אי' בזה""ל ”וכ""ז מפני שהתפלה"". [כ]."
,,"וכמ""ש בס' המקובלים:","נז' בס' עמה""מ ש' קרית ארבע (פ""ב). [כ]."
,,בס' — וזהו:,"המוקפים [(וזהו עד כו' בשורה מההעלם] לי' בהכת""י. [כ]."
,,ולכן כל עיסקא דשבתא כפול:,"נתבאר בד""ה אלה תולדות נח תנש""א ושם מדייק ”כל עיסקא דשבתא כפול נכלל גם שכל אחד משתי השבתות הוא כפול, היינו שכל אחד מהם כלול משניהם"" ע""ש. וראה במקומות שנסמנו שם בהערה 16."
,,עד יעבור עמך ה':,"שמות טו, טז."
,,כו' — כו':,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,את אשר תאפו אפו:,"שמות טז, כג."
,,יהיה — ועיין:,"המוקפים [התיבות (ועיין . . ע""ב)] לי' שם. [כ]."
,,דרכיה — וע':,המוקפים [(וע' ברבות עד סוף הפרק)] לי' שם. [כ].
,,הזה — אל:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,אל יצא איש ממקומו:,"שמות טז, כט."
,,"בזח""ב בשלח ס""ג סע""ב:","נעתק ונתבאר באוה""ת בשלח ע' תרטו."
,,ולבאר:,"כאן חסר הרבה בדפוס ובכת""י שלפננו ביותר (קיב, ב. קיג, א) שם. [כ]."
,,לאו דאית לך צדק ידיעא:,"ת""ז בהקדמה."
,,"רמ""ח פיקודין נעשים רמ""ח אברין:","ראה תניא פכ""ג ובתיקוני'. ת""ז ת""ל (עד, סע""א). ובאגה""ת רפ""א (צ, ב) בזהר. וראה זהר וישלח קע, ב. בסה""מ תקס""ה ע' תתעו רע""מ וראה זח""ב קיח, ב."
,"ב, ד",כמבואר — דט':,"בהכת""י שלפננו אי' בזה""ל דג""פ ט' עולה כ""ז וג""פ כ""ז עולה פ""א וג""פ פ""א עולה רמ""ג וה""ח המגדילים רמ""ח כו'. וע' ע""ח סוף שער פרקי הצלם (פ""ו). [כ]."
,,סוף — ולכך נק' התורה והמצות בשם דרך ה':,"ראה תו""א סג, ב."
,,ארון נושאיו נשא:,"סוטה לה, א."
,,"נה""י . . מוחין לתחתון:","ע""ח שער הזווגים (פא""ב) ובש' פנימי' וחי' (דרוש ח) ובכ""ד. [כ]."
,,מלך עוזר:,"נוסח ברכת שמו""ע."
,,לנוק' — עוזר:,"עומד כן אי' בהכת""י ומדוייק יותר. [כ]."
,,לנוק' — שהוא:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,,"כמ""ש בע""ח:","ש' הזווגים (פ""א) ומאד""ז ע""ש. [כ]."
,,מוחין חדשים — שיבואו:,"שיצאו כן אי' בהכת""י. [כ]."
,,אין כל חדש:,"קהלת א, ט."
,,"כמבואר בפע""ח:","ש' הק""ש פ""ד, ה, ט, יא, יב. [כ]."
,,כי הדם הוא הנפש:,"דברים יב, כג."
,,ענין — ואגוסטוס:,"המוקפים לי' בהכת""י מן תי' ואגוסטוס עד תי' [בשורה בחי'] שהוא ע""פ זיווג. ושם אי' מלך עומד הנ""ל שהוא ע""פ זיווג כו'. [כ]."
,,יושב:,"לפננו אי' אגוסטוס יושב הוא כמו בחי' לידה שיושבת על המשבר שלא בא מבחי' נה""י אדרבה הירכיים מצטננים כו' וכמ""ש בע""ח ע""פ וראיתן על האבנים כו' וד""ל. וז""ל שם ומדוייק שפיר. [כ]."
,,"קרי""ס . . דבעתיקא תליא:","ראה זח""ב מח, א."
,,הקטן אינו מוליד:,"סנהדרין סט, א. ע""ח שער מוחין דצלם פ""ו. שם שער דרושי הצלם דרוש ג."
,,בשלימות — שאם:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, א."
,"ג, א",ממש — הי':,"המה כ""ה בכת""י. [כ]."
,"ג, ב",אז תתענג על ה':,"ישעי' נח, יד."
,,מקראי קדש:,"ויקרא כג, ד."
פקודי,"ג, א",אלה פקודי:,"הנחת כ""ק אדהאמ""צ ממאמר זה נמצא בגוכי""ק בבוך תקס""ו (ראה רשימת המאמרים בסה""מ תקס""ו הערה 17) ונדפסה בתו""ח שמות (צילום כת""י הר""ש סופר) תרנה, ב. ושם בתו""ח ב' ביאורים על מאמר זה (הביאור השני הוא מיום א' דפסח תקס""ו)."
,,,"בתו""ח שמות תרמז, ב ואילך מאמר זה בהרחב הביאור מכ""ק אדהאמ""צ (בתו""ח שם נדפס רק חלק מהמאמר — ובכמה כתבי-יד נמצא המשך אליו שלא נדפס)."
,,,"כמה ענינים מהמאמר נתבארו בד""ה אלה פקודי המשכן תש""ל (סה""מ מלוקט ח""ה ע' קצט). תשכ""ה (סה""מ תשכ""ה ע' קעו)."
,,,"חלק מהמאמר סעי' א נמצא בסה""מ תרל""ה ח""א ע' פג. ח""ב ע' שסו."
,,וכמבואר קושיות אלו באלשיך:,"בכמה כת""י: וע' בספר אוה""ח שנדחק בזה וע' ברמב""ן מזה."
,,ושכנתי בתוכם:,"שמות כה, ח."
,,"כמארז""ל נתאוה הקב""ה:","תנחומא נשא, טז. וראה שם בחקותי ג. ב""ר ספ""ג. במדב""ר פי""ג, ו."
,,,"על""ק בלק (ע, ג). וש""נ. [כ]."
,,דפי' תחתונים:,"בסה""מ תרנ""ד ע' קמט מעיר כ""ק אדמו""ר: ”ראה תניא פל""ו""."
,,"את השמים וא""ה אני מלא:","ירמי' כג, כד."
,,אך הענין:,"מכאן בסה""מ תרל""ה ח""א ע' פג. ובד""ה ויבא משה — תרנ""ד ע' קמט סעי' ב."
