	נא, ג	החלל ומקום פנוי הוא הנקרא מקומו ש"ע:	והיינו בחי' הרשימו זהו הנק' מקום והוא מקומו ש"ע היינו מה שאוא"ס האיר תחלה באותיות הרשימו קודם הצמצום ואין העולם מקומו אחר הצמצום שנסתלק האור ונתעלם בהמאור כו', וכ"מ בע"ח דמקום הוא החלל ומקו"פ, דכתב בשער עיגולים ויושר ענף ב' דתחלת הכל הי' אור עליון פשוט ממלא כל המציאות ולא הי' שום מקום פנוי ואויר ריקני כו' . . והנה אחה"צ אשר אז נשאר מקום החלל כו' כבר הי' מקום לשיוכלו להיות שם הנאצלים והנבראים כו' . . ועפי"ז י"ל דענין מקום הוא בחי' הכלים ולכן נק' החלל ומקו"פ בשם מקום מפני ששם הוא התחלת הכלים שהתחילו להתגלות שם — ד"ה והר סיני תרנ"ז ע' קכט. בארוכה נתבאר הענין באוה"ת נ"ך-א ע' ת ואילך. ובספר החקירה דף עד, ב ואילך.
		בפרדס — בשם ר' משה:	בשער ערכי הכינויים פרק יג ”ורבי משה פירש מקום בכתר כי הוא מקומו של עולם". ובאוה"ת ע' תד ובספר החקירה עה, ב מפרש זה ”והיינו כי כתר שרש הנאצלים וגם כתר לשון כותרת בחי' מקיף, וכ"כ בערך מעון שיש מי שפי' דהיינו כתר, גם לפמ"ש הפרדס בערך מקום שנקרא כן התפארת כי שם הוי' עולה מקום בחשבון המרובע כו', והכוונה כי הוא מקומו של עולם פי' הוא הסובל כל העולם דהיינו שש קצוות והוא סיבה לכולם כי כולם מסתעפים ממנו" ע"ש בארוכה. ובאוה"ת ויקרא-ב ע' תרנט ושם מציין לעקרים מ"ב פי"ז שהביא ב' דיעות מהו ענין המקום שי"א שהמקום הוא הדבר המקיף את הגשם מבחוץ, והוא ז"ל חולק עליו והעלה שהמקום הוא הפנוי והריקות שיכנס בו הגשם".
		וע' במאו"א אות מ"ם סעיף ק"ח:	וז"ל ”מקומו נק' בינה מקום ז"א ו' שבשם". ובאוה"ת נ"ך ע' תד ובספר החקירה עה, ב ”ר"ל דפי' מקומו מקום ו'".
		ברבות ויצא פס"ח:	באוה"ת נ"ך ע' תג ובספר החקירה עד, ב מעתיק לשון הרבות ”ברבות ויצא פס"ח ע"פ ויפגע במקום ר' הונא בשם רבי אמי אמר מפני מה מכנין שמו של הקב"ה וקוראין אותו מקום (ועיין במשנה ספ"ה דסוטה) שהוא מקומו של עולם ואין עולמו מקומו" ע"ש בארוכה בפי' המדרש. ושם ע' תד בקיצור סעי' ב' ”ברבות פי' שנק' הוא ית' מקום שהוא מקומו של עולם שהמקום שוכן אצלו כמו שהאדם שוכן על המקום".
		זח"ב ויקהל דר"ז ע"א:	דא איהו מקום טמיר וגניז. ראה ויקרא-ב ע' תרנז בשם המק"מ.
		ובספר עה"ק ח"ג פרק מ':	באוה"ת נ"ך ע' תב (ובספר החקירה עט, ב) מציין ע"ז ”ובעה"ק ח"ג פרק מ אחר שהביא המד"ר ויצא פס"ח הנ"ל בענין הוא מקומו של עולם כתב והכוונה כפי פשטן של דברים כי הוא כלל הכל ומגביל את הכל, וכל הנבראים עליונים ותחתונים טפלים לו ואיך יכללוהו ויגבילוהו, והענין לומר כי אחר שהם חלק והוא הכל איך יגביל החלק את הכל כו', ועל דרך האמת המקום  הוא הצור צור ישראל" ע"ש בארוכה.
			וראה בסה"מ תרל"ה ע' קו ואילך.
		בביאור ע"פ כי על כל כבוד חופה:	סידור קכח, ד ”פי' ממקומו שבהעלם יתגלה כבודו ומשמע שאין כבודו מתגלה כ"א לפרקים". וראה באוה"ת לך לך כרך-ד דף תרעג, א. ובאוה"ת נ"ך ע' תג ובספר החקירה שם ”וזה כעין מ"ש אדמ"ו נ"ע בד"ה כי על כבוד חופה פי' ברוך כבוד ה' מל' דאצי' ממקומו מבחי' כבוד עילאה היינו חכמה עילאה". וראה לקו"ת שה"ש מז, ג ברוך כבוד ה' ממקומו חכמה עילאה.
		בהאור . . כ"א שנסתלק האור מהמק"פ לצדדים:	ראה דרך מצותיך קלו, א.
		אני ה' לא שניתי:	מלאכי ג, ו.
		שאיתא בספרים שהשמות:	נתבאר בארוכה בשורש מצות התפלה להצ"צ פ"ב ואילך (נדפס בסוף סהמ"צ שלו).
		אלקים — אין הכוונה ח"ו על הספירה ממש לומר שמדת חסד נק' ח"ו א-ל וגבורה:	בדרך מצותיך שם: ”כמו שדימו קצת מקובלים אחרונים והוא דעת מגושמת מאד שהרי הספירה היא מדה א' פרטיות והיא כח אלקי שנאצל ממנו כמו כח החסד או כח הגבורה כו', ואינה העצם האלוה שהוא ית' לאו מכל אינון מדות איהו כלל . . וא"כ א"א לומר דהשמות הנ"ל קאי על הספירות ממש" ע"ש.
		בכל קראנו אליו:	דברים ד, ז.
		בפרדס בסופו:	של"ב רפ"ב בשם הספרי. ובסה"מ תקס"ז ע' רמו בשם הספרא. וראה בחיי ואתחנן ד, ז. עקב יא, יג. הנסמן במאמרי אדה"ז — פרשיות לע' רא.
			”על"ק בשה"ש ד"ה כי כאשר השמים (פ"ב) [מט, ב] שם אי' בזה"ל ”כי צ"ל אליו ולא למדותיו ע' בפרדס של"ב" (פ"ב), ואדמו"ר לא הביא הספרי ורק בפרדס הביא מהספרי. ולפנינו ל"מ". [כ].
		בס"י עשר ולא תשע:	פ"א, מ"ד.
		בס"י על הע"ס ואדון יחיד מושל בכולן:	פ"א, מ"ה-ו.
		קדוש ה' הרישב"ש נ"ע:	כתר שם טוב (הוצאת קה"ת) הוספות סכ"ו וש"נ. לעיל מג, ב. ראה אוה"ת שמות ע' קו. שרש מצות התפלה פ"ב ואילך. אוה"ת יתרו ע' תתמט. סה"מ באתי לגני ע' קלה. סה"מ תרמ"ד ע' קצד.
			וז"ל בדרך מצותיך שם ”ומזה הטעם ציוה הבעש"ט שלא ללמוד ס' הקבלה כי מי שאינו יודע להפשיט הדברים מגשמיותן מתגשם מאד ע"י לימוד זה כשנותן ציור בעניות דעתו לאלקותו ית' לפי מדות פרטיים".
		חסד א-ל כל היום:	תהלים נב, ג.
		שהאור מעין המאור כמ"ש באג"ה בד"ה איהו וחיוהי:	סי' כ. ובדרך מצותיך מבאר שם ”והאור הוא מעין המאור בבחי' א"ס ממש ולפיכך יתכן עליו השם משמות הנ"ל כמו ענין שם א-ל בחסד אע"פ ששם א-ל רצונינו לבורא עולם ממש מ"מ הרי באמת כן הוא דכוונתינו בזה לבורא עולם כשמאיר ובא במדת חסדו כו'".
			וראה באוה"ת ויקרא-ב ע' תרחצ ”וכמו חיות הנפש מה שהגוף חי מהנפש שאין זה עצם הנפש ממש כ"א כח וחיות המתפשט שהוא מעין מהות הנפש, כך עד"ז הנמשל בענין אור א"ס שאעפ"י שהאור הוא רק הארה בעלמא שאינו פועל שום שינוי בהעצמות כלל, ולכן הצמצום שבהאור אינו נוגע להעצמות כלל, עכ"ז האור מעין המאור" ע"ש.
		חלק אלו-ה ממעל:	איוב לא, ב.
		כי כאשר השמים החדשים:	סו, כב.
		וכמה גופין תקינת לון:	ת"ז בהקדמה.
	נא, ד	שכינה . . מלכות:	ראה אגה"ק סכ"ה (תניא קלט, א). ראה במאמרי אדהאמ"צ ויקרא-ב ע' תתקטז ”וגם מה שקוראים חכמי הגמרא בלשון שכינה שהוא בחי' המל' מדרי' התחתונה שבאצי', הכוונה על אוא"ס שבמדה זו מדת המל' דאיהו וחיוהי חד שהאורות כולן מיוחדי' בעצמותו בתכלי' היחוד כו'" ע"ש.
		ושכנתי בתוכם:	שמות כה, ח.
		ואת אילי הארץ לקח:	יחזקאל יז, יג.
		ולאו מכל אלין מדות:	ת"ז בהקדמה (פתח אלי'). ראה במאמרי אדהאמ"צ ויקרא-ב ע' תתקיח בענין קושיות הפילוסופים שהביא הפרדס איך ימצא התחלקות ע"ס מאחדות הפשוטה.
		ושינוי הפעולות תלוי במציאות הספירות שהם הכלים:	באוה"ת ויקרא-ב ע' תש ”וצל"ע בפרדס בעה"כ דמשמע דס"ל שהשם הוא לבוש של הספירות, והרי אדרבה ספירות הוא רק כלי אל השם".
		מדו בד:	ויקרא ו, ג.
		ברבות . . משל למלך כו' בפורפירא:	מובא גם באוה"ת-ענינים ע' קעג. וראה בסה"מ תרכ"ט (הוצאת תשנ"ב) ע' קצב וע' רכז שמאריך בענין ”משל למלך שהבריונים שלו גינו אותו בפורפירא שהי' לבוש בו, אמר המלך הנחתם את הכל ועסקתם בפורפירא שאני לבוש בה, חייכם שאני מחליפה ופורע מכם, והיינו שמה שגינו אותו בפורפירא שהי' לבוש בה זה מ"ש וע"י יתיב לבושי' כתלג חיור ולכן גינו אותו בפורפירא שהי' לבוש בו, ואומרים שלא איכפת לי' כלל מעשה התחתונים . . לזה אמר חייכם שאני מחליפה ופורע מכם שנאמר מדוע אדום ללבושיך", ע"ש בארוכה. וראה גם בסה"מ תרכ"ז.
		מדוע אדום ללבושיך:	ישעי' סג, ב.
		ועתיק יומין יתיב:	דניאל ז, ט.
		לית דין ולית דיין:	ת"י בראשית ד, ח. ב"ר כו, ו. ובכ"מ.
		דהנה כתיב כי עמך . . מקור התענוגים:	ראה לעיל פ' בשלח א, ג. ובשרש מצות התפלה פרק לד. ובהנסמן בארוכה בספר הערכים-חב"ד כרך-ד ע' תעו ואילך.
		(הג"ה:	באוה"ת ויקרא-ב ע' תש יש הגה"ה אחרת במקומה.
		גן בעדן מקדם:	בראשית ב, ח.
		מקדמונו של עולם:	”כי ג"ע הוא עולם התענוג עדן נהר גן ושרש הענג נמשך מבחי' עתיק יומין המאיר ומתגלה בבינה" — אוה"ת בראשית-ג ע' תקכח, ב.
		ומבואר בע"ח שער שבה"כ פ"ה:	ראה סה"מ תרס"ב ע' שכה.
		מקור התענוג:	מובא באוה"ת-ענינים ע' פא (אוה"ת חקת ע' תתקסו).
		עד שלא נברא העולם:	פרדר"א פ"ג. וראה לעיל מג, ב.
		בלקו"ת בד"ה שוש אשיש פ"ג:	פ' נצבים מז, ד.
		נהנין מזיו השכינה:	ברכות יז, א.
		בביאור ע"פ שחורה אני ונאוה:	לקו"ת שה"ש ח, ב ”משא"כ בהיותה באצי' לא שייך לשון שכינה מאחר שמיוחדת שם באור א"ס בתכלית היחוד ואינה מתלבשת ושורה במקור הנבראים עדיין" ע"ש.
	נב, א	אבא יונק ממזלא:	ראה ע"ח שער א"א ספ"ט. ועוד.
		כי נשגב שמו לבדו:	תהלים קמח, יג.
		אלא שהוא עצמו כביכול מקור התענוגים:	ראה באוה"ת שמות-ז ע' ב'תקמ ”אין הפי' שמהותו ועצמותו כביכול בכבודו ובעצמו הוא מקור התענוגים כי הוא למעלה מעלה גם מבחי' מקור התענוגים, וכן משמעות הפסוק כי עמך מקור חיים ולא אתה רק בחי' דבר הטפל ובטל אצלך דהיינו בחי' עמך הוא מקור חיים" ע"ש. ובהמשך תער"ב-ג ע' א'רנב העיר שקודם כ' שגם מקור התענוגים הוא רק עמך לא עצמותו ומהותו וכאן כ' שעצמותו ית' הוא מקור התענוגים דמציאותו מעצמותו ע"ש.
		שעשוע המלך בעצמותו:	ראה שבר יוסף למהר"י סרוג — בתחלתו. עה"מ שער א. ובלקו"ת שה"ש כז, א בשם ספר עמק המלך, ומציין שבע"ח לא נזכר מזה כלל.
		כמ"ש בפ' שלח בד"ה אני ה' אלקיכם . . פ"ב:	לקו"ת שם מז, סע"א ”מקור התענוג הוא בחי' עצמותו ית' ואינו עד"מ התענוג שלמטה באדם שמתענג מאיזה דבר שמקבל ממנו התענוג . . משא"כ בו ית' שאין לך דבר שחוץ ממנו".
		ובשה"ש — ע"פ צאינה וראינה . . ספ"א:	לקו"ת שה"ש כז, א הענין כמו בפ' שלח מז, א הנ"ל.
		כי עמך הסליחה:	תהלים קל, ד.
		בלק"ת ס"פ אחרי:	לעיל כט, א. ”וכמ"ש בזהר פ' אמור קא, א. כתיב כי עמך הסליחה וכתיב כי עמך מקור חיים פי' מקור חיים הוא מקור התענוגים שלמעלה מבחי' גלגלתא ומו"ס שהוא בחי' הרצון עליון והחכמה עילאה, כי רק הארה מבחי' התענוג נמשך ומתלבש בהרצון . . ולכן בהגלות בחי' עצמות התענוג עליון ע"ק הוא ממלא כל הפגמים שבמקיפים ופנימיים דגלגלתא ומו"ס". וראה ביהל אור ע"פ כי עמך מקור חיים סעי' ד.
		בד"ה — תקעו בחדש שופר:	אולי הכוונה ללקו"ת ר"ה נד, ג ”בקול שופר בבחינת ענג העליון". ענין זה נמצא בכמה דרושים לר"ה.
		בד"ה וכל העם רואים את הקולות:	תו"א עד, ג ”שקול השופר שהוא מן המצר הוא מקור התענוגים".
		והי' ביום ההוא יתקע:	ישעי' כז, יג.
		בלקו"ת ע"פ והי' ביום ההוא יתקע ספ"ה:	לקו"ת ר"ה נט, ד.
		בזח"ג ס"פ צו (דל"ד סע"א):	ביהל אור ע"פ כי עמך (ע' קלז) מעתיק מהזהר: עמך שריא ולא מתפרש מינך. נזכר גם לעיל בשלח א, א. וראה בהמ"מ לשם.
		ובפ' אמור (דק"א ע"א:	ביהל אור שם: וע"ד כתיב כי עמך הסליחה וכתיב כי עמך מקור חיים — נעתק לעיל.
		ברע"מ ס"פ בא דמ"ב ע"ב:	”הכי עילת העילות עביד עשר ספירות וקרא לכתר מקור ובי' לית סוף לנביעו דנהורי' ובג"ד קרא לגרמי' אין סוף וכו' עכ"ל וכן פי' בפרדס ערך מקור" — אוה"ת פ' בא כרך-א ע' פז.
		להחיות בהן נפש כל חי:	ברכת בורא נפשות.
		ע' — הכתר נק' מקור:	ראה ד"ה ועשית חג"ש תרנ"ו. ביהל אור שם (ע' קלח) ”וצ"ע דלא הביא הרע"מ ס"פ בא הנ"ל דכתר נק' מקור כו'".
		וביאור הדברים . . מבחי' כי עמך:	כל הקטע מובא גם לעיל פ' בשלח א, ג-ד.
		ותחי רוח יעקב:	בראשית מה, כז.
		כל עמל האדם:	ראה קהלת ו, ז.
		דאגה בלב איש ישיחנה:	משלי יב, כה.
		לאחרים:	יומא עה, א. וש"נ.
	נב, ב	יהי רקיע:	בראשית א, ו.
		יפה שעה אחת של קורת רוח:	אבות ד, יז.
		מוטב דלדייני':	חגיגה טו, ב.
		יסורי גיהנם י"ב חודש:	עדיות פ"ב, מ"י.
		שאש שלנו אחד מששים:	ברכות נז, ב.
		נהר דינור המפסיק ביניהם:	זח"א רא, א. זח"ב ריא, ב. ועוד. הנסמן לעיל (בשלח) א, ד.
		יהללוך סלה:	תהלים פד, ה.
	נב, ג	עדן הוא עין לא ראתה:	ברכות לד, ב.
		ביאור ל' אור א"ס:	ראה מאמרי אדה"ז — הקצרים ע' תמו ואילך. מאמרי אדה"ז — ענינים ע' מה ואילך. אוה"ת ענינים ערך אוא"ס ע' קמז. קסא.
		כמשל זיו השמש . . מנפש האדם המחי' את הגוף:	ראה באוה"ת-ענינים ע' קמז ההפרש בין שני המשלים, ובע' קסא. וראה בסה"מ עטר"ת ע' תלט איך דמשל מזיו השמש אינו משל מכוון.
		נר ה' נשמת אדם:	משלי כ, כז.
		ואינו מתלבש כלל בעולמות:	באוה"ת ענינים ע' קמט מבאר זה ”והנה מה שאמרנו דמהו"ע ית' אינו מתלבש בהעולמות אין ר"ל כמשל השמש שאינו כלל בארץ דהא כתי' את השמים ואת הארץ אני מלא אני ממש, אלא ר"ל שאינו נתפס בהם, ולא כמו הנשמה שנתפסת בגוף".
		כלל — רק ההארה לבד מתלבשת:	ראה לעיל פ' אמור לא, א.
		האור מעין המאור:	ראה אגה"ק סי' כ ובליקוט פירושים שם.
		ראשית חכמה:	תהלים קיא, י.
		ונהר יוצא מעדן:	בראשית ב, י.
		השם הנכבד והנורא:	דברים כח, נח.
		לית אתר פנוי מיני':	ת"ז תנ"ז (צא, ב). ת"ע (קכב, ב).
		היינו — מה שאמרו בת"ז במאמר דפתח אליהו:	בהקדמה.
		בלקו"ת בביאור ע"פ שוש אשיש:	לקמן פ' נצבים מט, א.
		עד"מ — כגון שלמד איזו מסכתא:	ראה בשער היחוד פי"ב. בד"ה להבין מ"ש אני ה' לא שניתי תרמ"ז ע' מח.
		ודמי לי' כמאן דמנח בקופסא:	פסחים עב, א (דמנחא בכיסי'). וש"נ. ראה שרש מצות התפלה פרק לה. אוה"ת ויקרא ע' תשג.
	נב, ד	מצוה לעמוד . . בשעה שאינו עוסק בתו':	ראה שו"ע יו"ד רסרמ"ד.
		ע"פ והדרת פני זקן:	לעיל ל, ד.
		בת"א . . בד"ה פתח אליהו:	יד, ריש ע"ב: ”והנה הצמצום הי' באור א"ס דהיינו שהאור נכלל במאור כי לפי שאין העולמות יכולים לקבל גילוי אוא"ס כמו שהוא בעצמותו והיו בטלים במציאות ממש כו'".
		משכיל לאיתן:	תהלים פט, א.
		ויצא כברק חצו:	זכרי' ט, יד.
		צמצם שכינתו בין שני בדי ארון:	ראה ב"ר ד, ג. ה, ג. במד"ר ד, יג. הנסמן לעיל (צו) י, ב.
		קדש הקדשים:	שמות כו, לג.
		וי"ל בדרך אפשר:	ראה ד"ה קדש ישראל לה' תרס"ח (בהמשך תרס"ו ע' תקי). המשך תרע"ב-א סעי' מז. ובד"ה והר סיני תרס"ב ע' שכב.
		שבמחשבה — דק ורוחני:	בתרס"ב שם: הוא דק ורוחני שמאיר בו אור פנימיות השכל הרי הגילוי במחשבה הוא הרבה יותר מכמו . . .
		א"א — להתגלות בדבור:	בתרס"ב שם: גם כמו שמדבר בפ"ע שאין נ"מ בזה כו') ולכן המחשבה היא בבחי' העלם עדיין לגבי הזולת לפי שהוא בחי' דקות ופנימיות שאינו בערך הזולת עדיין והוא רק גילוי לעצמו לבד כו', והדבור הוא שמתגלה אל הזולת לפי שהוא בערך הזולת והוא הנק' בחי' גילוי כו': כך עד"ז . . .
		כמ"ש במ"א:	בתרס"ו ע' תקי: (דכמו"כ הוא בהדבור לעצמו ג"כ).
		הם נק' בחי' דבור:	ראה סה"מ תרס"ו ע' תפו.
	נג, א	מחשבה — מחשבה:	בתרס"ב שם ע' שכג: והכל הוא כמו שהוא לעצמו עדיין, אלא שהאור שבמח' הוא בחי' הגילוי כמו שהוא לעצמו לבד, והוא בחי' העלם לגבי הזולת, היינו לגבי העולמות שיתהוו אח"כ והדבור הוא בחי' הגילוי בעצמו מה ששייך להזולת היינו העולמות שיתהוו כו': והצמצום
		גם א"ק שנק' מחשבה הקדומה:	בתרס"ו ע' תקיא: ”(בחי' כח המחשבה...)".
		נתהווה אחר הצמצום:	ראה אוה"ת-ענינים ע' עז ובהנסמן לשם.
		שהצמצום הי' במל' דא"ס:	מבואר בארוכה בד"ה אתה זוכר תרס"ב ע' רלז, כי גם בחי' מל' דא"ס הוא בבחי' רוממות והתנשאות שגם קודם שנברא העולם היינו בבחי' אוא"ס שלפני הצמצום הי' ג"כ בחי' כח המלוכה, דמלוכה זו היא עיקר סיבת התהוות העולמות, וענינה הוא ג"כ בבחי' התנשאות ובבחי' סילוק בעצמותו כו' ולכן הי' בה הצמצום שהוא בחי' סילוק והעדר האור כו'.
		באשר דבר מלך שלטון:	קהלת, ח, ד.
		ברבות פ' תשא ר"פ מ"ם:	”כשבא הקב"ה ללמוד תורה לישראל אמרה ארבעה פעמים בינו לבין עצמו עד שלא אמרה לישראל כו' ואח"כ ויאמר לאדם" — ביאוה"ז לצ"צ-א ע' נז. וראה גם אוה"ת שמות כרך-ז ע' ב'תקעט.
		לבין — עצמו:	בתרס"ב ע' שכג: נמצא שיש באוא"ס שלפני הצמצום ב' מדרי' בחי' הגילוי באותיות המחשבה עד"מ שהוא בחי' גילוי עד"מ לעצמו עדיין ואינו שייך אל הזולת, ובחי' הגילוי באותיות הדבור עד"מ שהוא בחי' הגילוי השייך אל הזולת כו'. ראה ד"ה ויצחק בא תרס"ג ע' סח.
		בד"ה ועשו להם ציצית:	סידור שער הציצית ג, ד.
		ברבות  פ' בראשית פ"ג:	”מהיכן נבראת האורה. א"ל מלמד שנתעטף בה הקב"ה כשלמה והבהיק זיו הדרו מסוף העולם ועד סופו כו' א"ל מקרא מלא הוא עוטה אור כשלמה" — נעתק ביהל אור ע' שצד. וראה באוה"ת פ' קרח ע' תשח מה שאלה זו מהיכן נבראת האורה ומה קשה לו על האור יותר מכל שארי הדברים שנבראו יש מאין ע"ש. וראה גם ביהל אור ע' שצה.
		ובפ' ויקהל פ"נ:	”מהיכן נבראת האורה אמר נתעטף הקב"ה בשלמה . . כמ"ש עוטה אור כשלמה" — נעתק ביהל אור ע' שצד ושם בארוכה.
		יש לבאר ענין האותיות:	ראה גם מאמרי אדה"ז — ענינים ע' פב. סה"מ תקס"ג-א ע' רה.
		באגה"ק ד"ה ויעש דוד שם:	סי' ה. ראה בליקוט פירושים שם.
		כ"ב . . הברת המבטא:	ראה אגה"ק סי' יט (קכט, א).
	נג, ב	ב' מילדות העבריות:	שמות א, טו.
		וקרא זא"ז ואמר:	ישעי' ו, ג.
		המלאכים שכליים נבדלים:	רמב"ם הל' יסוה"ת ב, ט. הנסמן לקמן (שלח) מה, א.
		פ"ג דברכות:	יח, ב.
		מל' דאצי' . . עתיק . . דבריאה:	ראה ע"ח שמ"ב פ"א. ועוד.
		ע"פ ועתה יגדל נא:	לקו"ת שלח לט, ב ”וכמ"ש בכתבי האריז"ל שממלכות דאצילות נעשה כתר חכמה בינה דעת בבריאה כו' וכן ממלכות דבריאה ליצירה כו'".
