Rashi on Shevuot 48a:12:3	כתובות בהנושא (דף קד.	כתובות בהנושא (כתובות דף קד.
Rashi on Shevuot 48b:10:3	גיטין בהניזקין (דף נב.	גיטין בהניזקין (גיטין דף נב.
Tosafot on Zevachim 9a:23:1	פסחים באלו דברים (דף עא:	פסחים באלו דברים (פסחים דף עא:
Tosafot on Zevachim 116b:6:1	מנחות בהקומץ רבה (דף כב.	מנחות בהקומץ רבה (מנחות דף כב.
Rashbam on Bava Batra 149a:5:2	בבא מציעא בהזהב (דף מו.	בבא מציעא בהזהב (בבא מציעא דף מו.
Rashbam on Bava Batra 153a:10:1	ב"מ בהשוכר את האומנין (דף עה:	ב"מ בהשוכר את האומנין (ב"מ דף עה:
Rashbam on Bava Batra 158a:2:1	יבמות בהחולץ (ד' לח:	יבמות בהחולץ (יבמות ד' לח:
Rashi on Avodah Zarah 3a:9:1	בבא בתרא בהשותפין (דף טו:	בבא בתרא בהשותפין (בבא בתרא דף טו:
Rashi on Avodah Zarah 32b:4:3	חולין בהשוחט (דף לח:	חולין בהשוחט (חולין דף לח:
Rashi on Avodah Zarah 56a:6:2	ב"מ בהשוכר את הפועלים (דף צב:	ב"מ בהשוכר את הפועלים (ב"מ דף צב:
Rashi on Avodah Zarah 74a:6:1	יבמות בהערל (דף פא:	יבמות בהערל (יבמות דף פא:
Rashi on Temurah 15b:5:1	מנחות בהקומץ רבה (דף כז.	מנחות בהקומץ רבה (מנחות דף כז.
Rashi on Temurah 18a:22:1	מנחות בהקומץ רבה (דף כב.	מנחות בהקומץ רבה (מנחות דף כב.
Rashi on Keritot 7b:29:2	נדה בהמפלת (דף כו.	נדה בהמפלת (נדה דף כו.
Rashi on Keritot 11b:10:1	סנהדרין בארבע מיתות) (דף נה:	סנהדרין בארבע מיתות) (סנהדרין דף נה:
Rashi on Keritot 12a:11:2	מנחות בהקומץ רבה (דף כז:	מנחות בהקומץ רבה (מנחות דף כז:
Tosafot on Bekhorot 51b:43:1	כתובות בהכותב (דף פד.	כתובות בהכותב (כתובות דף פד.
Tosafot on Bekhorot 52a:11:1	גיטין בהניזקין (דף מח:	גיטין בהניזקין (גיטין דף מח:
Rashi on Arakhin 3b:27:1	מנחות בהקומץ רבה (דף לז:	מנחות בהקומץ רבה (מנחות דף לז:
Rashi on Arakhin 7b:33:2	ע"ז באין מעמידין (דף כט:	ע"ז באין מעמידין (ע"ז דף כט:
Rashi on Bekhorot 30a:35:1	סנהדרין באלו הן הנחנקין (דף פו.	סנהדרין באלו הן הנחנקין (סנהדרין דף פו.
Rashi on Bekhorot 46a:16:4	נדה בהמפלת (דף כה.	נדה בהמפלת (נדה דף כה.
Rashi on Bekhorot 47b:29:1	ב"ב ביש נוחלין (דף קכז.	ב"ב ביש נוחלין (ב"ב דף קכז.
Rashi on Bekhorot 47b:31:3	נדה בהמפלת חתיכה (דף כב:	נדה בהמפלת חתיכה (נדה דף כב:
Rashba on Gittin 80b:2	יבמות בהאשה רבה (צו, א	יבמות בהאשה רבה (יבמות צו, א
Sefer Mitzvot Gadol, Positive Commandments 82:10	בבא בתרא חזקת הבתים דף כ״ח	בבא בתרא חזקת הבתים (בבא בתרא דף כ״ח)
Maggid Mishneh on Mishneh Torah, Forbidden Intercourse 3:12:1	מכות באלו הן הלוקין (דף י"ג	מכות באלו הן הלוקין (מכות דף י"ג
Maggid Mishneh on Mishneh Torah, One Who Injures a Person or Property 7:3:2	גיטין בהשולח (מ"ד:	גיטין בהשולח (גיטין מ"ד:
Maggid Mishneh on Mishneh Torah, Sabbath 16:24:2	סוכה בהישן (דף כ"ד	סוכה בהישן (סוכה דף כ"ד
Maggid Mishneh on Mishneh Torah, Shofar, Sukkah and Lulav 7:5:1	מנחות בהקומץ רבה (דף כ"ז	מנחות בהקומץ רבה (מנחות דף כ"ז
Be'er HaGolah on Shulchan Arukh, Choshen Mishpat 209:6	יבמות בהאשה רבה ד' צ"ג ע"א	יבמות בהאשה רבה (יבמות ד' צ"ג ע"א)
Maggid Mishneh on Mishneh Torah, Sales 22:1:1	יבמות בהאשה רבה (דף צ"ג	יבמות בהאשה רבה (יבמות דף צ"ג
Maggid Mishneh on Mishneh Torah, Sales 30:6:2	גיטין בהניזקין (דף נ"ב	גיטין בהניזקין (גיטין דף נ"ב
Maggid Mishneh on Mishneh Torah, Ownerless Property and Gifts 11:2:1	כתובות בהכותב (דף פ"ה ע"ב	כתובות בהכותב (כתובות דף פ"ה ע"ב
Maggid Mishneh on Mishneh Torah, Ownerless Property and Gifts 12:13:6	יבמות בהחולץ (דף ל"ו	יבמות בהחולץ (יבמות דף ל"ו
Bnei Yissaschar, Nisan 4:8:2	יבמות בהערל דף ע'	יבמות בהערל (יבמות דף ע')
Shenei Luchot HaBerit, Torah Shebe'al Peh, Kelal Leshonot Sugyot 6:5	חולין השוחט דף ל"ו	חולין השוחט (חולין דף ל"ו)
Teshuvot Maharam, Berlin Edition, Part II 97:1	יבמות בהאשה בתרא (קכ"א ע"א	יבמות בהאשה בתרא (יבמות קכ"א ע"א
Teshuvot Maharam, Prague Edition 381:1	ביצה באין צדין (כ"ד ע"ב	ביצה באין צדין (ביצה כ"ד ע"ב
Teshuvot Maharam, Prague Edition 784:1	ב"ק במרובה (ע"ט ע"א	ב"ק במרובה (ב"ק ע"ט ע"א
Chidushei Mayim Chayim on Mishneh Torah, Foreign Worship and Customs of the Nations 7:2:1	ב"ק מרובה דף ע"ב	ב"ק מרובה (ב"ק דף ע"ב)
