Harchev Davar on Genesis 41:51	לעיל ל״ט ו׳	לעיל בראשית ל״ט ו׳
Harchev Davar on Genesis 45:16	להלן מ״ט ט׳.	להלן בראשית מ״ט ט׳.
Harchev Davar on Genesis 48:16	לעיל י״ד י״ד.	לעיל בראשית י״ד י״ד.
Harchev Davar on Genesis 48:22	לעיל י״ח כ״ב	לעיל בראשית י״ח כ״ב
Harchev Davar on Genesis 50:2	לעיל מ״ז ל׳	לעיל בראשית מ״ז ל׳
Harchev Davar on Genesis 50:7	לעיל ל״ה ח׳	לעיל בראשית ל״ה ח׳
Harchev Davar on Exodus 3:15	להלן ל״ד ט׳	להלן שמות ל״ד ט׳
Harchev Davar on Exodus 3:15	להלן ט״ו י״א:	להלן שמות ט״ו י״א:
Harchev Davar on Exodus 12:14	להלן י״ג ו׳	להלן שמות י״ג ו׳
Harchev Davar on Exodus 13:16	להלן ל״ט ל״ז	להלן שמות ל״ט ל״ז
Harchev Davar on Exodus 17:10	לעיל י״ד ט״ו.	לעיל שמות י״ד ט״ו.
Harchev Davar on Exodus 17:10	לעיל י״ד ט״ו	לעיל שמות י״ד ט״ו
Harchev Davar on Exodus 18:10	לעיל י״ד ט״ו.	לעיל שמות י״ד ט״ו.
Harchev Davar on Exodus 20:20	להלן כ״ג כ״א	להלן שמות כ״ג כ״א
Harchev Davar on Exodus 34:10	לעיל ל״ג י״ח.	לעיל שמות ל״ג י״ח.
Harchev Davar on Exodus 40:18	לעיל ל״ו י״ג	לעיל שמות ל״ו י״ג
Harchev Davar on Leviticus 9:6	להלן י״ח ה׳.	להלן ויקרא י״ח ה׳.
Harchev Davar on Leviticus 12:2	להלן ט״ו כ״ד:	להלן ויקרא ט״ו כ״ד:
Harchev Davar on Leviticus 19:28	להלן כ״א ה׳.	להלן ויקרא כ״א ה׳.
Harchev Davar on Leviticus 22:31	להלן כ״ה ט׳:	להלן ויקרא כ״ה ט׳:
Harchev Davar on Leviticus 23:24	להלן כ״ה ט׳.	להלן ויקרא כ״ה ט׳.
Harchev Davar on Leviticus 25:9	לעיל כ״ג כ״ד.	לעיל ויקרא כ״ג כ״ד.
Harchev Davar on Leviticus 25:9	לעיל י״ג ל״ג	לעיל ויקרא י״ג ל״ג
Harchev Davar on Numbers 2:20	להלן י״ג י״א:	להלן במדבר י״ג י״א:
Harchev Davar on Numbers 20:13	להלן כ״ז י״ד	להלן במדבר כ״ז י״ד
Harchev Davar on Numbers 33:55	להלן ל״ה ל״ד	להלן במדבר ל״ה ל״ד
Harchev Davar on Numbers 35:34	לעיל י״ז ג׳	לעיל במדבר י״ז ג׳
Harchev Davar on Deuteronomy 6:4	להלן ל״ג כ״ו	להלן דברים ל״ג כ״ו
Harchev Davar on Deuteronomy 33:4	לעיל כ״ו י״ג.	לעיל דברים כ״ו י״ג.
Gur Aryeh on Bereishit 1:1:1	להלן לו, כב)	להלן בראשית לו, כב)
Gur Aryeh on Bereishit 1:1:2	להלן כו, ה)	להלן בראשית כו, ה)
Gur Aryeh on Bereishit 1:1:2	להלן טו, יג)	להלן בראשית טו, יג)
Gur Aryeh on Bereishit 1:1:3	להלן לב, לב)	להלן בראשית לב, לב)
Gur Aryeh on Bereishit 1:1:3	להלן יז, יא)	להלן בראשית יז, יא)
Gur Aryeh on Bereishit 1:1:5	להלן ט, כה)	להלן בראשית ט, כה)
Gur Aryeh on Bereishit 1:1:5	להלן יב, ו)	להלן בראשית יב, ו)
Gur Aryeh on Bereishit 1:1:5	להלן יב, ו)	להלן בראשית יב, ו)
Gur Aryeh on Bereishit 1:1:5	להלן יב, ו)	להלן בראשית יב, ו)
Gur Aryeh on Bereishit 1:1:5	להלן יב, ו)	להלן בראשית יב, ו)
Gur Aryeh on Bereishit 1:1:9	להלן ב, יט)	להלן בראשית ב, יט)
Gur Aryeh on Bereishit 1:1:14	לקמן (ב, ד)	לקמן (בראשית ב, ד)
Gur Aryeh on Bereishit 1:1:16	להלן ב, ה)	להלן בראשית ב, ה)
Gur Aryeh on Bereishit 1:11:3	להלן ג, ו)	להלן בראשית ג, ו)
Gur Aryeh on Bereishit 1:11:3	להלן ב, ז)	להלן בראשית ב, ז)
Gur Aryeh on Bereishit 1:11:3	להלן ג, ו)	להלן בראשית ג, ו)
Gur Aryeh on Bereishit 1:11:3	לקמן (ג, יז)	לקמן (בראשית ג, יז)
Gur Aryeh on Bereishit 1:11:3	להלן ג, יט)	להלן בראשית ג, יט)
Gur Aryeh on Bereishit 1:20:3	להלן ט, ז)	להלן בראשית ט, ז)
Gur Aryeh on Bereishit 1:21:2	להלן ה, ב)	להלן בראשית ה, ב)
Gur Aryeh on Bereishit 1:21:2	להלן ב, יז)	להלן בראשית ב, יז)
Gur Aryeh on Bereishit 1:21:2	להלן ג, כב)	להלן בראשית ג, כב)
Gur Aryeh on Bereishit 1:21:2	להלן ב, יט)	להלן בראשית ב, יט)
Gur Aryeh on Bereishit 1:22:1	להלן ט, ז)	להלן בראשית ט, ז)
Gur Aryeh on Bereishit 1:22:2	להלן כו, כב)	להלן בראשית כו, כב)
Gur Aryeh on Bereishit 1:26:3	להלן ב, ה)	להלן בראשית ב, ה)
Gur Aryeh on Bereishit 1:26:3	להלן ב, ז)	להלן בראשית ב, ז)
Gur Aryeh on Bereishit 1:27:5	להלן ט, ו)	להלן בראשית ט, ו)
Gur Aryeh on Bereishit 1:27:6	להלן ב, כא)	להלן בראשית ב, כא)
Gur Aryeh on Bereishit 1:29:2	להלן ח, ז)	להלן בראשית ח, ז)
Gur Aryeh on Bereishit 1:29:2	להלן ט, ג)	להלן בראשית ט, ג)
Gur Aryeh on Bereishit 2:4:2	לעיל א, כד	לעיל בראשית א, כד
Gur Aryeh on Bereishit 2:5:5	לעיל א, א)	לעיל בראשית א, א)
Gur Aryeh on Bereishit 2:5:5	לעיל א, א)	לעיל בראשית א, א)
Gur Aryeh on Bereishit 2:5:5	לעיל א, א)	לעיל בראשית א, א)
Gur Aryeh on Bereishit 2:7:2	להלן ג, יט)	להלן בראשית ג, יט)
Gur Aryeh on Bereishit 2:7:6	לעיל א, א)	לעיל בראשית א, א)
Gur Aryeh on Bereishit 2:8:2	לעיל א, כז)	לעיל בראשית א, כז)
Gur Aryeh on Bereishit 2:11:2	לקמן (י, ז)	לקמן (בראשית י, ז)
Gur Aryeh on Bereishit 2:11:2	להלן י, יא)	להלן בראשית י, יא)
Gur Aryeh on Bereishit 2:11:2	לקמן (י, יז)	לקמן (בראשית י, יז)
Gur Aryeh on Bereishit 2:14:1	להלן יב, ח)	להלן בראשית יב, ח)
Gur Aryeh on Bereishit 2:18:1	להלן ג, כב)	להלן בראשית ג, כב)
Gur Aryeh on Bereishit 2:19:1	לעיל (א, כה)	לעיל (בראשית א, כה)
Gur Aryeh on Bereishit 2:19:1	לעיל א, כה)	לעיל בראשית א, כה)
Gur Aryeh on Bereishit 2:22:2	להלן ג, כא)	להלן בראשית ג, כא)
Gur Aryeh on Bereishit 2:23:1	לעיל ב, טז)	לעיל בראשית ב, טז)
Gur Aryeh on Bereishit 2:28:1	להלן כט, יב)	להלן בראשית כט, יב)
Gur Aryeh on Bereishit 3:1:1	לעיל ב, כה)	לעיל בראשית ב, כה)
Gur Aryeh on Bereishit 3:7:1	לעיל ב, כ)	לעיל בראשית ב, כ)
Gur Aryeh on Bereishit 3:8:2	להלן כח, יא)	להלן בראשית כח, יא)
Gur Aryeh on Bereishit 3:9:1	לקמן (ד, ט)	לקמן (בראשית ד, ט)
Gur Aryeh on Bereishit 3:11:2	להלן כד, ה)	להלן בראשית כד, ה)
Gur Aryeh on Bereishit 3:16:2	לעיל א, כח)	לעיל בראשית א, כח)
Gur Aryeh on Bereishit 3:20:1	לעיל ב, כה)	לעיל בראשית ב, כה)
Gur Aryeh on Bereishit 3:20:1	לעיל ב, כ)	לעיל בראשית ב, כ)
Gur Aryeh on Bereishit 3:20:1	לעיל ב, כ)	לעיל בראשית ב, כ)
Gur Aryeh on Bereishit 3:22:1	להלן כו, י)	להלן בראשית כו, י)
Gur Aryeh on Bereishit 3:24:1	להלן יב, ח)	להלן בראשית יב, ח)
Gur Aryeh on Bereishit 3:24:1	לעיל ב, ח)	לעיל בראשית ב, ח)
Gur Aryeh on Bereishit 3:24:1	להלן יב, ח)	להלן בראשית יב, ח)
Gur Aryeh on Bereishit 4:1:2	לקמן (ה, כט)	לקמן (בראשית ה, כט)
Gur Aryeh on Bereishit 4:1:2	להלן כט, לב)	להלן בראשית כט, לב)
Gur Aryeh on Bereishit 4:2:1	לעיל א, כט)	לעיל בראשית א, כט)
Gur Aryeh on Bereishit 4:3:3	לעיל (ג, טו,	לעיל (בראשית ג, טו,
Gur Aryeh on Bereishit 4:11:1	לעיל ג, יז)	לעיל בראשית ג, יז)
Gur Aryeh on Bereishit 4:11:1	לעיל ג, יז)	לעיל בראשית ג, יז)
Gur Aryeh on Bereishit 4:18:1	להלן יא, כז)	להלן בראשית יא, כז)
Gur Aryeh on Bereishit 4:18:1	להלן ז, כג)	להלן בראשית ז, כג)
Gur Aryeh on Bereishit 4:20:2	לעיל ג, טו)	לעיל בראשית ג, טו)
Gur Aryeh on Bereishit 4:22:2	להלן ז, א)	להלן בראשית ז, א)
Gur Aryeh on Bereishit 4:22:2	להלן ה, לב)	להלן בראשית ה, לב)
Gur Aryeh on Bereishit 4:24:1	להלן ט -	להלן בראשית ט -
Gur Aryeh on Bereishit 4:24:1	להלן ט, ז)	להלן בראשית ט, ז)
Gur Aryeh on Bereishit 4:24:2	להלן ז, כג)	להלן בראשית ז, כג)
Gur Aryeh on Bereishit 4:24:2	לקמן (ו, ד)	לקמן (בראשית ו, ד)
Gur Aryeh on Bereishit 4:26:1	להלן כא, לג)	להלן בראשית כא, לג)
Gur Aryeh on Bereishit 4:26:1	להלן ו, א)	להלן בראשית ו, א)
Gur Aryeh on Bereishit 4:26:1	להלן י, ח)	להלן בראשית י, ח)
Gur Aryeh on Bereishit 5:28:1	להלן טז, ב)	להלן בראשית טז, ב)
Gur Aryeh on Bereishit 5:32:1	להלן לח, ז-	להלן בראשית לח, ז-
Gur Aryeh on Bereishit 5:32:2	להלן י, כא)	להלן בראשית י, כא)
Gur Aryeh on Bereishit 6:2:2	להלן ז, כב)	להלן בראשית ז, כב)
Gur Aryeh on Bereishit 6:3:3	להלן ח, יז)	להלן בראשית ח, יז)
Gur Aryeh on Bereishit 6:4:2	לעיל ד, טו)	לעיל בראשית ד, טו)
Gur Aryeh on Bereishit 6:4:2	לעיל ד, כו)	לעיל בראשית ד, כו)
Gur Aryeh on Bereishit 6:6:2	לעיל ב, ז)	לעיל בראשית ב, ז)
Gur Aryeh on Bereishit 6:6:3	להלן לד, ז)	להלן בראשית לד, ז)
Gur Aryeh on Bereishit 6:6:3	להלן יח, לג)	להלן בראשית יח, לג)
Gur Aryeh on Bereishit 6:6:5	להלן ט, ז)	להלן בראשית ט, ז)
Gur Aryeh on Bereishit 6:9:1	לקמן (יח, יח)	לקמן (בראשית יח, יח)
Gur Aryeh on Bereishit 6:9:3	להלן יט, יט)	להלן בראשית יט, יט)
Gur Aryeh on Bereishit 6:9:5	להלן יז, א)	להלן בראשית יז, א)
Gur Aryeh on Bereishit 6:12:1	לקמן (ח, יט)	לקמן (בראשית ח, יט)
Gur Aryeh on Bereishit 6:14:1	להלן ח, א)	להלן בראשית ח, א)
Gur Aryeh on Bereishit 6:16:1	להלן ח, ו)	להלן בראשית ח, ו)
Gur Aryeh on Bereishit 6:17:1	להלן כב, ז)	להלן בראשית כב, ז)
Gur Aryeh on Bereishit 6:19:2	להלן ז, ג)	להלן בראשית ז, ג)
Gur Aryeh on Bereishit 6:20:2	להלן ז, ה)	להלן בראשית ז, ה)
Gur Aryeh on Bereishit 7:2:1	לעיל ו, כ)	לעיל בראשית ו, כ)
Gur Aryeh on Bereishit 7:3:1	לעיל ו, כ)	לעיל בראשית ו, כ)
Gur Aryeh on Bereishit 7:3:1	להלן ט, י)	להלן בראשית ט, י)
Gur Aryeh on Bereishit 7:3:1	להלן ח, יז)	להלן בראשית ח, יז)
Gur Aryeh on Bereishit 7:4:1	לעיל ו, ג)	לעיל בראשית ו, ג)
Gur Aryeh on Bereishit 7:4:2	לעיל ו, ג)	לעיל בראשית ו, ג)
Gur Aryeh on Bereishit 7:7:1	להלן ח, טז)	להלן בראשית ח, טז)
Gur Aryeh on Bereishit 7:7:1	לקמן (ט, ט)	לקמן (בראשית ט, ט)
Gur Aryeh on Bereishit 7:7:2	לעיל ו, יח)	לעיל בראשית ו, יח)
Gur Aryeh on Bereishit 7:7:2	לעיל ו, יח)	לעיל בראשית ו, יח)
Gur Aryeh on Bereishit 7:9:1	לעיל ו, יט)	לעיל בראשית ו, יט)
Gur Aryeh on Bereishit 7:11:1	להלן ח, יג)	להלן בראשית ח, יג)
Gur Aryeh on Bereishit 7:11:1	להלן ח, יג)	להלן בראשית ח, יג)
Gur Aryeh on Bereishit 7:22:1	לעיל ב, ז)	לעיל בראשית ב, ז)
Gur Aryeh on Bereishit 7:22:2	לעיל ו, יב)	לעיל בראשית ו, יב)
Gur Aryeh on Bereishit 7:23:3	לעיל א, כו)	לעיל בראשית א, כו)
Gur Aryeh on Bereishit 8:1:2	לעיל ו, ז)	לעיל בראשית ו, ז)
Gur Aryeh on Bereishit 8:1:2	לעיל ו, יב,	לעיל בראשית ו, יב,
Gur Aryeh on Bereishit 8:3:3	לעיל ז, יב)	לעיל בראשית ז, יב)
Gur Aryeh on Bereishit 8:3:3	לעיל ז, כד)	לעיל בראשית ז, כד)
Gur Aryeh on Bereishit 8:5:1	לעיל ז, כ)	לעיל בראשית ז, כ)
Gur Aryeh on Bereishit 8:5:1	לעיל ז, כ)	לעיל בראשית ז, כ)
Gur Aryeh on Bereishit 8:5:2	לעיל ז, יא)	לעיל בראשית ז, יא)
Gur Aryeh on Bereishit 8:5:2	לעיל ז, יא)	לעיל בראשית ז, יא)
Gur Aryeh on Bereishit 8:5:2	לעיל ז, יא)	לעיל בראשית ז, יא)
Gur Aryeh on Bereishit 8:5:2	לעיל ז, יז)	לעיל בראשית ז, יז)
Gur Aryeh on Bereishit 8:5:2	לעיל ז, יא)	לעיל בראשית ז, יא)
Gur Aryeh on Bereishit 8:6:2	לעיל ו, טז)	לעיל בראשית ו, טז)
Gur Aryeh on Bereishit 8:6:2	לעיל ו, טז)	לעיל בראשית ו, טז)
Gur Aryeh on Bereishit 8:13:1	לעיל ז, יא)	לעיל בראשית ז, יא)
Gur Aryeh on Bereishit 8:22:3	לעיל ו, טז)	לעיל בראשית ו, טז)
Gur Aryeh on Bereishit 8:22:3	לעיל ח, י)	לעיל בראשית ח, י)
Gur Aryeh on Bereishit 8:24:2	להלן כו, ג)	להלן בראשית כו, ג)
Gur Aryeh on Bereishit 8:24:2	להלן ט, יא)	להלן בראשית ט, יא)
Gur Aryeh on Bereishit 9:3:1	לעיל א, כט)	לעיל בראשית א, כט)
Gur Aryeh on Bereishit 9:7:1	לעיל א, כח)	לעיל בראשית א, כח)
Gur Aryeh on Bereishit 9:7:1	לעיל א, כח)	לעיל בראשית א, כח)
Gur Aryeh on Bereishit 9:7:1	לעיל ו, יח	לעיל בראשית ו, יח
Gur Aryeh on Bereishit 9:7:1	לעיל ח, טז)	לעיל בראשית ח, טז)
Gur Aryeh on Bereishit 9:7:1	לעיל א, יב)	לעיל בראשית א, יב)
Gur Aryeh on Bereishit 9:9:1	לעיל ח, כא)	לעיל בראשית ח, כא)
Gur Aryeh on Bereishit 9:10:1	לעיל ו, יט	לעיל בראשית ו, יט
Gur Aryeh on Bereishit 9:11:1	לעיל ח, כא)	לעיל בראשית ח, כא)
Gur Aryeh on Bereishit 9:20:2	לעיל ג, טז)	לעיל בראשית ג, טז)
Gur Aryeh on Bereishit 9:20:3	לעיל י, ז)	לעיל בראשית י, ז)
Gur Aryeh on Bereishit 9:20:3	לעיל ו, כא)	לעיל בראשית ו, כא)
Gur Aryeh on Bereishit 9:22:1	להלן לד, ב)	להלן בראשית לד, ב)
Gur Aryeh on Bereishit 9:23:1	להלן יד, כג)	להלן בראשית יד, כג)
Gur Aryeh on Bereishit 9:23:2	להלן כב, ה)	להלן בראשית כב, ה)
Gur Aryeh on Bereishit 9:23:2	לעיל ד, יא)	לעיל בראשית ד, יא)
Gur Aryeh on Bereishit 9:23:2	לעיל ג, יט)	לעיל בראשית ג, יט)
Gur Aryeh on Bereishit 9:24:1	לקמן (י, כא)	לקמן (בראשית י, כא)
Gur Aryeh on Bereishit 10:8:1	להלן כה, כז)	להלן בראשית כה, כז)
Gur Aryeh on Bereishit 10:21:2	לעיל ה, לב)	לעיל בראשית ה, לב)
Gur Aryeh on Bereishit 10:21:2	להלן יא, י)	להלן בראשית יא, י)
Gur Aryeh on Bereishit 10:21:2	לעיל ה, לב)	לעיל בראשית ה, לב)
Gur Aryeh on Bereishit 11:1:1	לעיל (ב, כג)	לעיל (בראשית ב, כג)
Gur Aryeh on Bereishit 11:29:1	לקמן (כא, יב)	לקמן (בראשית כא, יב)
Gur Aryeh on Bereishit 11:29:1	להלן יז, ה)	להלן בראשית יז, ה)
Gur Aryeh on Bereishit 11:29:1	להלן כא, יב)	להלן בראשית כא, יב)
Gur Aryeh on Bereishit 11:32:1	לעיל ט, כט)	לעיל בראשית ט, כט)
Gur Aryeh on Bereishit 11:32:1	להלן לה, כט)	להלן בראשית לה, כט)
Gur Aryeh on Bereishit 11:32:1	להלן לה, כט)	להלן בראשית לה, כט)
Gur Aryeh on Bereishit 11:32:1	להלן יב, א)	להלן בראשית יב, א)
Gur Aryeh on Bereishit 11:32:3	להלן טו, טו)	להלן בראשית טו, טו)
Gur Aryeh on Bereishit 12:1:1	להלן טו, ז)	להלן בראשית טו, ז)
Gur Aryeh on Bereishit 12:1:2	לקמן (טז, ג)	לקמן (בראשית טז, ג)
Gur Aryeh on Bereishit 12:1:2	לקמן (טז, ג,	לקמן (בראשית טז, ג,
Gur Aryeh on Bereishit 12:2:5	להלן כד, ד)	להלן בראשית כד, ד)
Gur Aryeh on Bereishit 12:2:5	להלן כד-	להלן בראשית כד-
Gur Aryeh on Bereishit 12:2:5	להלן כד, ז)	להלן בראשית כד, ז)
Gur Aryeh on Bereishit 12:2:5	להלן טו, ז)	להלן בראשית טו, ז)
Gur Aryeh on Bereishit 12:2:6	להלן כב, ב)	להלן בראשית כב, ב)
Gur Aryeh on Bereishit 12:11:2	להלן כ, ב)	להלן בראשית כ, ב)
Gur Aryeh on Bereishit 12:11:2	לקמן (כ, יא)	לקמן (בראשית כ, יא)
Gur Aryeh on Bereishit 12:11:3	לקמן (יט, ב)	לקמן (בראשית יט, ב)
Gur Aryeh on Bereishit 12:13:1	להלן יד, כג)	להלן בראשית יד, כג)
Gur Aryeh on Bereishit 12:13:1	לקמן (יד, כג,	לקמן (בראשית יד, כג,
Gur Aryeh on Bereishit 12:13:1	לעיל יב, ב)	לעיל בראשית יב, ב)
Gur Aryeh on Bereishit 12:20:2	להלן יג, ב)	להלן בראשית יג, ב)
Gur Aryeh on Bereishit 13:3:2	להלן מב, א)	להלן בראשית מב, א)
Gur Aryeh on Bereishit 13:7:2	לעיל יב, ז)	לעיל בראשית יב, ז)
Gur Aryeh on Bereishit 13:10:4	להלן לט, ז)	להלן בראשית לט, ז)
Gur Aryeh on Bereishit 13:15:1	להלן כו, ב)	להלן בראשית כו, ב)
Gur Aryeh on Bereishit 13:15:1	לעיל יב, ז)	לעיל בראשית יב, ז)
Gur Aryeh on Bereishit 13:18:1	להלן יד, כד)	להלן בראשית יד, כד)
Gur Aryeh on Bereishit 14:1:1	לעיל י, י)	לעיל בראשית י, י)
Gur Aryeh on Bereishit 14:2:1	לעיל י, י)	לעיל בראשית י, י)
Gur Aryeh on Bereishit 14:2:3	להלן יט, כ)	להלן בראשית יט, כ)
Gur Aryeh on Bereishit 14:6:2	לעיל יג, יא)	לעיל בראשית יג, יא)
Gur Aryeh on Bereishit 14:7:3	להלן לו, יב)	להלן בראשית לו, יב)
Gur Aryeh on Bereishit 14:7:3	לעיל ב, יד)	לעיל בראשית ב, יד)
Gur Aryeh on Bereishit 14:10:3	להלן יד, כ)	להלן בראשית יד, כ)
Gur Aryeh on Bereishit 14:13:2	לעיל ו, ד)	לעיל בראשית ו, ד)
Gur Aryeh on Bereishit 14:13:2	לעיל יא, א)	לעיל בראשית יא, א)
Gur Aryeh on Bereishit 14:13:2	לעיל ז, כג)	לעיל בראשית ז, כג)
Gur Aryeh on Bereishit 14:13:2	להלן יח, לב)	להלן בראשית יח, לב)
Gur Aryeh on Bereishit 14:18:1	לעיל ז, כג)	לעיל בראשית ז, כג)
Gur Aryeh on Bereishit 14:18:1	לעיל י, א)	לעיל בראשית י, א)
Gur Aryeh on Bereishit 14:18:1	לעיל יב, ו)	לעיל בראשית יב, ו)
Gur Aryeh on Bereishit 14:23:3	לעיל יב, טז)	לעיל בראשית יב, טז)
Gur Aryeh on Bereishit 14:23:3	לעיל יב, ב)	לעיל בראשית יב, ב)
Gur Aryeh on Bereishit 15:3:1	להלן מד, ח)	להלן בראשית מד, ח)
Gur Aryeh on Bereishit 15:5:2	להלן טז, טז)	להלן בראשית טז, טז)
Gur Aryeh on Bereishit 15:5:2	להלן יז, ה)	להלן בראשית יז, ה)
Gur Aryeh on Bereishit 15:5:2	להלן כא, יב)	להלן בראשית כא, יב)
Gur Aryeh on Bereishit 15:5:3	להלן יט, כו)	להלן בראשית יט, כו)
Gur Aryeh on Bereishit 15:6:1	לעיל יב, י)	לעיל בראשית יב, י)
Gur Aryeh on Bereishit 15:6:1	לעיל יב, ז)	לעיל בראשית יב, ז)
Gur Aryeh on Bereishit 15:9:1	לעיל ו, ז)	לעיל בראשית ו, ז)
Gur Aryeh on Bereishit 15:15:1	להלן כא, לד)	להלן בראשית כא, לד)
Gur Aryeh on Bereishit 15:15:1	להלן כג, ו)	להלן בראשית כג, ו)
Gur Aryeh on Bereishit 15:15:1	לעיל יד, יז)	לעיל בראשית יד, יז)
Gur Aryeh on Bereishit 15:18:1	לעיל יב, ז)	לעיל בראשית יב, ז)
Gur Aryeh on Bereishit 15:18:1	לקמן (יז, ח)	לקמן (בראשית יז, ח)
Gur Aryeh on Bereishit 16:1:1	להלן ל, ט)	להלן בראשית ל, ט)
Gur Aryeh on Bereishit 16:3:3	לעיל יב, ב)	לעיל בראשית יב, ב)
Gur Aryeh on Bereishit 16:4:1	להלן ל, ד)	להלן בראשית ל, ד)
Gur Aryeh on Bereishit 16:11:3	להלן יז, יט)	להלן בראשית יז, יט)
Gur Aryeh on Bereishit 16:16:1	להלן יז, כה)	להלן בראשית יז, כה)
Gur Aryeh on Bereishit 17:5:1	לעיל א, טז)	לעיל בראשית א, טז)
Gur Aryeh on Bereishit 17:17:1	לעיל ה, לב)	לעיל בראשית ה, לב)
Gur Aryeh on Bereishit 17:17:1	לעיל ט, כט)	לעיל בראשית ט, כט)
Gur Aryeh on Bereishit 17:17:1	לעיל ה, לב)	לעיל בראשית ה, לב)
Gur Aryeh on Bereishit 17:19:1	להלן כא, ו)	להלן בראשית כא, ו)
Gur Aryeh on Bereishit 17:23:1	להלן כג, ג)	להלן בראשית כג, ג)
Gur Aryeh on Bereishit 17:23:1	להלן לז, ל)	להלן בראשית לז, ל)
Gur Aryeh on Bereishit 17:26:1	להלן יח, יד)	להלן בראשית יח, יד)
Gur Aryeh on Bereishit 17:26:1	להלן יח, יד)	להלן בראשית יח, יד)
Gur Aryeh on Bereishit 17:26:1	לעיל ה, לב)	לעיל בראשית ה, לב)
Gur Aryeh on Bereishit 18:1:1	לעיל יז, כג-	לעיל בראשית יז, כג-
Gur Aryeh on Bereishit 18:1:2	להלן לד, כה)	להלן בראשית לד, כה)
Gur Aryeh on Bereishit 18:1:3	להלן כב, ד)	להלן בראשית כב, ד)
Gur Aryeh on Bereishit 18:1:3	לעיל יד, יג)	לעיל בראשית יד, יג)
Gur Aryeh on Bereishit 18:1:4	לעיל יג, יח)	לעיל בראשית יג, יח)
Gur Aryeh on Bereishit 18:1:4	לעיל טו, יח)	לעיל בראשית טו, יח)
Gur Aryeh on Bereishit 18:1:4	לעיל יז, כב)	לעיל בראשית יז, כב)
Gur Aryeh on Bereishit 18:1:6	לעיל יב, ו)	לעיל בראשית יב, ו)
Gur Aryeh on Bereishit 18:1:10	להלן יט, א)	להלן בראשית יט, א)
Gur Aryeh on Bereishit 18:1:10	לעיל טז, יג)	לעיל בראשית טז, יג)
Gur Aryeh on Bereishit 18:2:2	להלן יט, יז)	להלן בראשית יט, יז)
Gur Aryeh on Bereishit 18:2:2	להלן יט, כב)	להלן בראשית יט, כב)
Gur Aryeh on Bereishit 18:2:3	להלן יט, כב)	להלן בראשית יט, כב)
Gur Aryeh on Bereishit 18:2:4	לעיל יא, ל)	לעיל בראשית יא, ל)
Gur Aryeh on Bereishit 18:2:4	להלן יט, כט)	להלן בראשית יט, כט)
Gur Aryeh on Bereishit 18:2:4	להלן יט, יט)	להלן בראשית יט, יט)
Gur Aryeh on Bereishit 18:12:1	לעיל יז, יז)	לעיל בראשית יז, יז)
Gur Aryeh on Bereishit 18:14:2	לעיל יז, כא)	לעיל בראשית יז, כא)
Gur Aryeh on Bereishit 18:19:2	לעיל יג, ו)	לעיל בראשית יג, ו)
Gur Aryeh on Bereishit 18:19:2	לעיל יב, ב)	לעיל בראשית יב, ב)
Gur Aryeh on Bereishit 18:25:1	לעיל ו, יא)	לעיל בראשית ו, יא)
