book,chapter,verse,text
,,,"ונראה דאם לא היה אבנר מעיקרא שהמליך איש בושת לא היתה מלכות בית דוד מתעכבת והוא גרם ופירושא דסוגיא הוא באומרו רב מפני מה להיות דאיכא הרבה טעמים והם חמש הנה א' הריגת עשאל. ב' בשביל שלא מיחה ג' ששהא מלכות בית דוד. ד' בור וסירה. ה' למי ארץ לזה אמר ר' אמי מפני מה וסובר רבא דכל הנהו טעמי אית עלייהו פירכא לומר דאין ראוי למות כיון שלא גרם בסיבתו שום מיתה והריגת עשאל כדין היתה ופשיטא שלא יתחייב מיתהוהראיה דבימי שלמה כשדנו ליואב טענו עליו טענת אבנר ואי תימא דבסנהדרין מאי טעמא קא תפסי ליה בהריגתו ולזה תמצא ג""כ דוד שאמר אשר עשה לשני שרי צבאות ישראל לאבנר בן נר וגו' והגם דטעין יואב על אבנר השתא לכוין אל החומש יכלת לכוין כו' אפשר שהיה יכול אבנר להשיבו אלא דקדם יואב והרגיה ועוד אי אמרינן דעתיה דאבנר דקושטא כדבריו דקאמר לעשאל כשהיה רודפו חדל לך וגו' ואיך אשא פני ליואב אחיך הרי דאשתמוטי קא משתמיט ואם היה לו שום מציאות שלא להרוג אותו כן היה עושה ועוד שהיה בורח ממנו פשיטא שהיה יכול אבנר להורגו ולא לברוח אלא לא היה רוצה להרוג עשאל ש""מ כי הרגיה לא היה מוצא בא' מאיבריו ואם כן מ""ט ימות לטעם זה. ואם משום טעמא דלמי ארץ הרי אז עדיין לא היה דוד מלך על כל ישראל ואבנר לא יענש עליו כי לא מלך היה עליו וגם לא יהיה כ""כ גדול עון ומרד זה ליהרג עליו ואם על סי' ג' שהיא בור וסירה סוף סוף לא יצא מזה רע דה' הציל את דוד מיד שאול ולמה יתחייב מיתה עליו ואם על סי' ד' ששהא מלכות בית דוד ומי יאמר לו לאבנר מעיקרא דמלתא כי כן הוא צריך להיות דאדרבה נראה לו מצוה קעביד שממליך בן שאול שממלא מקום אביו ושכן ראוי להיות והגם דכפי האמת היה הדבר הפך רצונו יתברך לא יתחייב מיתה. לזה לא בחר לו לומר אלא הא דנוב עיר הכהנים שנהרגו כמה כהנים מיתה משונה על לא חמס בכפיהם והיה יכול למחות ולא מיחה על זה נענש אבנר בודאי ונכנס לפרושי קרא הכי דדוד נמי קאמ' לה דהיינו ידיך לא אסורות ולמה לא מחית ומה שהקשינו אומרו הכמות נבל וגו' להיות שאבנר היתה הריגתו מאת ה' אבל יואב מיהא שהרגו שלא כפי הדין הרגו ולזה אמר מעיקרא ויקונן על הריגתו מיואב שהרגו שלא כפי הדין והיינו הכמות נבל ימות אבנר בערך ההורג ובערך הנהרג שהוא אבנר אמר כי מאת ה' כך נגזר על מותו דהיינו ידיך לא אסורות וגו' וכפי זה סלקא קושיתינו דלמה לא קאמר רב גם כן שמת אבנר מטעם ששהא מב""ד כי כבר אמרנו שאדרבה הא אתא למעט דלא ע""ז נענש אבנר. אסיקנא דמשום ה' דברים נענש אבנר על שלא מיחה בנוב עיר הכהנים ועל שהרג עשאל ועל ששהא מב""ד ב' שנים ומחצה ועל בור וסירה ועל שאמר למי ארץ:"
,,,"ובזה נבא אל מכוון הכתובים דוד התחיל לקונן ממטה למעלה וסיבתו אחרונה היתה תחת למי ארץ לזה אמר ויקונן המלך אל אבנר פי' שהיה מיצר על הדברים כולם שגרמו לו המיתה הא' שהקדים עצמו וכת' ממני אבנר למלך דוד לז""א אל אבנר בהקדים שמו למלך ואמר עוד הכמות נבל וגו' על הריגת עשאל שלא נתחייב מיתה עליו כי בודאי רודף הוא כמו שפירשתי שהעיד עליו הכתוב שהיה בורח מלהורגו באופן שהרגו יואב שלא כפי הדין קודם שיתחייב בדין הרגו בידו וזה דוגמא מה שהיה רוצה דוד לעשות לנבל קודם שישמע תשובתו לולי אביגיל כמו שאמר דוד לאביגיל ברוך ה' וגו' אשר כליתני וגו' באופן מיתת נבל היתה דוגמת אבנר שהרג אותו יואב בלי גמר דין ולזה תמה ומה נבל הרשע כ""כ מנעני ה' מלהרוג אותו שלא כפי הדין ואבנר ימות מיתתו הכי דאבנר לא נתחייב מיתה ליואב והרגו שלא כדין ואמר עוד ידיך לא אסורות למר ס""ל דה""ק דוד הוי אימא דטעמא דכמות נבל ימות מצד מעשה שעשית שלא מחית בשאול אי נמי למר כדאית ליה דעדיין מתמיה ואומר מה פעלת הלא מחית ולא הועלת בעד נוב עיר הכהנים. ואומרו עוד ורגליך לא לנחושתים הוגשו וגו' ה""ק מי הכריחך וכבלך מלהחזיר לי המלכות שעכבת מלכותי כאן רמז שעכב מב""ד ואפשר שיודה רב בזה אלא לומר שהיתה סיבה למות עליה לא ולזה הזכירה דוד לנוב עיר הכהנים. וראיתי לדייק דייוק אחר דדוד ע""ה מתמיה על אבנר לא מלבד על השתי שנים ומחצה כמו שהקשו התוס' לפי' רש""י ואמרו והלא ה' שנים שנשארו ישראל בלי מלך עד שעמד אבנר והמליך בן שאול וא""כ למה יענש על שהמליך איש בושת דאפשר שאם לא היה אבנר ממליך אז איש בושת לא היו יכולין ישראל לישב עוד בלתי מלך והשתא נראה כי דוד גם על החמש קובל ואומר שמא נענשת עליהם כיון שיכול היית להחזיר לי המלכות ולא החזרת הגם דהש""ס לא קאמר אלא שתי שנים היינו אי לאו הב' שנים לא הוכר כי יש לאל יד אבנר לומר זה יהיה מלך וזה לא יהיה עד אחר שהמליך בן שאול ויצאה מחשבתו לפועל א""כ גם מעיקרא דמלתא יש למיחש ליה בכל השנים והיינו אומרו רגליך וגו' דלמא כמו שאיגלאי מלתא בב' שנים ומחצה והיה לך שלא לעכב מלכו' ואמר עוד כנפול בני עולה רצונו לומר כי גם סיבה אחרת היתה לך דהיינו בור וסירה וה""ק כשם שלמדת עלי חובה עם שאול ואדרבה דברת רע עד שנתאכזר עלי והיה רודפני והפלת אותי לפני אויבי גם אתה נפלת לפני בני עולה ודייק שפיר אומרו כנפול לפני בני עולה כאשר הפילו בדבריו לפני אויבו מדה כנגד מדה ודוד כונתו כפי זה כשם שהיה בלבו על שאול אליבא דכ""ע שהיה רודפו חנם גם רדיפה זו והריג' שהרג יואב לאבנר כרדיפת שאול שלא כפי הדין ותמצא שלא תלה לו המיתה בזה אלא חיוב מיתה:"
ישעיהו,ג,י,"אמרו צדיק כי טוב כי פרי מעלליהם יאכלו. קשה מהו אומרו כי טוב פשיטא דאינו צדיק עד שהוא טוב ועוד מהו כי פרי מעלליהם וגו' דנתינת טעם זו אין לה הבנה. ואפשר לפרש דהנה ד' סוגים יש בבני אדם צדיקים גמורים ואינם גמורים ורשעים גמורים ואינם גמורים וב' סוגים ראשונים שהם צדיקים גמורים ורשעים גמורים הם בעה""ז בטוב וב' האחרים דהיינו צדיקים שאינם גמורים ורשעים שאינם גמורי' הם בעה""ז ברע להיות כי ה' חפץ בטובתם לבלתי ידח ממנו נדח משא""כ רשע גמור עליו נאמר ומשלם לשונאיו אל פניו להאבידו והצדיק גמור ג""כ לא עשה דבר שיתחיב עליו צער ויגון לזה בא הנביא ואמר כנגד ב' חלוקות שהם בעה""ז בטוב ובגדולה ואמר כנגד הצדיק אמרו צדיק כי טוב כאשר יהיה בטוב בעה""ז הוא מופת שהוא צדיק גמור. אי נמי כי טוב כשיהיה צדיק גמור וזהו כי טוב החלטי בלי תערובת רע דהיינו שאין בידו עון זהו שיאכל ויתענג בעה""ז ובעה""ב וצריך עוד תנאי אחר שה' יעשה עמו חסד שלא ילקה בעון הדור אלא כל אחד מבני דורו ילקה ויאכל פרי דרכו הרע אשר עשה ולא יסבול הוא עונם דמה תועיל צדקתו אם יסבול עונש אחרים לזה אמר כי פרי מעלליהם יאכלו:"
,א,ב,"שמעו שמים והאזיני ארץ וגו' ידע שור קונהו וגו'. צריך לדעת מ""ט יקרא ישעיה לשמים וארץ לכאורה יראה כי להם נוגע ליפרע מישראל דכבר הותרו ישראל מפי משה בהם כאומרו האזינו השמים לזה קרא להם יעמדו יחד מתת מזון ואם הדבר הזה הוא כונת ישעיה קשה דלא הוזכר בדבריו רמז מזה ועוד לא מצינו שהביא עליהם רעב והגם שאמ' באיכה טובים היו חללי חרב מחללי רעב הרעב ההוא לא מצד עצירת גשמים אלא מצד מצור ומצוק שהיו ישראל בו ואם לומר להם שאליהם נוגע הענין שאם לא יחזרו ישראל בתשובה יהיו נפסדים וכלים הרי כבר התוס' בע""ז דף ג' וז""ל וי""ל שקיומם הוא בקבלת התורה ובזה ג""כ נרויח קושי' במה שקטה הארץ כשקבלו ישראל את התור' א""כ צריך לדעת טעם ישעיה בזה מהו ולהבין זה צריך לדקדק מהו אומרו כי ה' דבר שאין לו הבנה והכי הול""ל שמעו וגו' דבר ה' ורבותינו אמרו שרצו להזיקו כשאמר להם שמעו והאזינו וגו' ואמרו מי הוא זה שמרעיש העולם עד שחזר ואמר לא אני כי מה אני לומר לכם אלא ה' הוא המדבר ודבריהם ז""ל אמת הם וברוח הקדש אבל אינם מוכרחים בכתוב ואולי מקום הניחו לנו רבותינו:"
,,,"ונראה לומר דישעיה בראותו דבר חידוש ופלא דהנה ידוע הוא כי שם ההוי""ה ב""ה יורה על החסד ועל הרחמים לא זולתו וכאשר יתרעם וידבר קשות יהיה בשם אלקים צד הדין וכאשר ראה הנביא צד הרחמים דבר קשות ותרעומת צעק לומר התקבצווראו הפלא זו וקרא לשמים וארץ וזהו אומרו כי ה' דבר פי' ה' שהוא מדת רחמים דבר דברי' קשים שאמר בנים גדלתי ורוממתי וזה היה מצד החסד כנז' והם פשעו בי פי' דקשה למה הוצרך לומר והם דדי באומרו ופשעו בי אלא המכוון דבעוד טובתו עליהם פשעו בי שלא תאמר שגדלתים באיזה זמן ואחר עבור זמן הרוממות הוא שפשעו בי לא כן הוא אלא והם בזמן עצמו שגדלתים פשעו. עוד נראה לי ע""ד מה שפירשתי בפסוק האזינו השמים וגו' דפירוש האזנה הוא דצריך להקריב האזן לשמוע אבל שמיעה סתם יורה על היותו קרוב שלא יצטרך להטות אזן כפי זה בא הכתוב על נכון דכאשר אמר שמעו שמים יורה כי היא קרובה לו יותר מהארץ ולא כן הוא אמר כי ה' דבר פי' כי לא דברי עצמו אלא דברי ה' ולגבי ה' יותר קרוב' השמים לז""א שמעו שמים ולארץ שהיא רחוקה אמ' והאזיני נשאר לדעת כפי פי' זה מ""ט קרא לשמים וארץ ונר' כי הנה ידוע כשישראל עושים רש""מ כל העולם בטוב ולהפך כל הנבראים נגרע חוקם ומזונם לזה עתה כאשר חטאו מודיע ה' לכל נוגע לו רעה שלא יאמר מהיכן באה לי הרעה זאת לזה הוא מודיע אותם טעם לקותם ואפשר שזהו עצמו שרמז ישעיה בדבריו שאמר שמים בלא ה""א כמ""ש מרע""ה השמים והארץ בלשון עילוי ומילוי שאז היו ישראל ברום המעלות עדה קדושה וטהורה ולזה אמר השמים משא""כ עתה שהיו רשעים לזה חסרו בעונות ואפשר שלזה נתן טעם ואמר כי ה' דבר פי' הוא אמר דבר זה ארץ ושמים בלא ה""א חסרים וגרועים והטעם בנים גדלתי וגו' וכפי זה ידוייק והם פשעו בי פירוש לא שמים וארץ הם מקבלים עונש זה אלא הבנים פשעו בי וגרמו גרעון לכל העולם. ואומרו בי פי' ברוממות עצמה שעשיתי להם בה פשעו בי ע""ד וכסף הרבתי להם וגו' עוד ירצה לומר פשעו פי' שלא הרשיעו בעבירות הפרטיות אלא כביכול שלחו ידיהם ומרדו בי וזה ע""י ע""ז ופי' אופני המרד והוא שתמצא הבהמות הגם שבעליהם יאכלום וישקום עכ""ז בעת מלאכ' לא יעשו אלא ע""י הכאה ובעל כרחם אכן נמצא בהם ידיעה דהיינו השור יודע קונהו שקנהו ידיעה בעלמ' והחמור הוא טפש מהשור אבל ידע האבוס כאשר יביא לו אבוסו מצד זה ירגיש וידע אבל לא תצא לו מזה לעשות דבר ועוד טעם שבשור אמר קונהו ובחמור אבוס הנה תמצא בשור אין על בעליו לתת לו לאכול אלא ירעה עד שיתפטם וזה חיותו משא""כ החמור לא יספיק לו המרעה ועל הבעלים להאכילו מהאבוס והנה אמר השור והחמור חידוש בשור הגם שאין בעליו נותנים לפניו אבוס אלא ביודעו כי זה קנהו הוא מכירו וליותר גרעון אמר חמור שדעתו מעופשת ואעפ""כ אותו הדור גרועים מהם שאין בהם לא ענין השור ולא ענין החמור כי אם היו ישראל יודעים בידיעה זו הגם דלגבי הבהמות לא תצא מזה להם דבר בערך בני אדם יצא דבר והוא דכאשר ידע קונה שהוא הקב""ה קונה שמים וארץ או הפודהו ממצרים וקנהו בזה אם כן איך תבא לו הסברא לעשות לו אלוהות ולעבוד ע""ז והרי יש לו בעלים שהוא ב""ה. גם אם היו יודעים אבוס של מי הם אוכלי' לא היו קוראים לאלוה אחר לתת להם מזונם. והנה בעל האבוס ב""ה הנותן לחם לכל בשר והנה עם בני ישראל לא הרגישו אפי' כהרגשת הבהמות. והנה צריך לדעת למה כפי הענין ישראל לא ידע עמי לא התבונן ובמלות שונות אכן המכוון הוא דתמיד תמצא בישראל ב' בחינות וא' גדול מחבירו הגדול יקרא בבחינת ישראל והב' יקרא עם לזה אמר כנגד בחינת השור שיודע קונהו ישראל שהם המובחרים לא רצו להכיר לדעת והעלימו עין מהאדון אבל יודעים האבוס ויודעים כי האדון ה' נותן לחם לכל בשר והיינו קצת ידיעה אבל עמי שהם הכת בלתי חשובים לא נתכונו לדעת אפילו זה אשר לא ישוו אפילו לחמור:"
,,ד,"הוי גוי חוטא עם כבד עון זרע מריעים בנים משחיתים עזבו את ה' נאצו את קדוש ישראל נזרו אחור. הנה האדון ב""ה קרא לישראל גוי כאומרו גוי וקהל גויים וקרא אותם עם באומרו את עמי ישראל וקראם זרע קדש וקראם בנים וכל א' וא' למדריג' א' לזה עתה הפך הכל לרעה גוי חוטא ככל הגויים בית ישראל עם יקרא לרבוי עם לזה אמר במקום הרבוי היה לכובד עון וזרע קדש הרי הוא זרע מריעים וכנגד בנים אמר בנים משחיתים וכ""כ למה עזבו את ה' ונאצו קדוש ישראל לזה נזורו אחור כל אותם השמות שקרא להם נתהפכו כנז':"
,כט,יג,"ויאמר ה' יען כי נגש העם וגו' ותהי יראתם אותי מצות אנשי' מלומדה לכן הנני יוסיף להפליא את העם וגו' ואבדה חכמת חכמיו. הוי המעמיקים מה' לסתיר עצה וגו' הכתובים הללו כולם מקשה אכן כונת הכתובים כי יש ב' מיני בני אדם אשר אין ה' חפץ בעבודתם הא' הוא ממין הפתיות והב' מחכמת האדם להרע ולזה בא ה' לקבול עליהם הא' הם בני אדם שתמצא כאשר אנו רואים בעינינו יש בני אדם בזמן הזה שמלאים עבירות כרמון וכאשר יבא החכם להזהיר אותם למונעם נקל בעיניהם המעשה ההוא הגם שיודיעם חומרו ויש בידם איזה מצות אשר הורגלו בהם ומצד ההרגל הם מתאמצים לקיימם ויוצאים מצד זה ועושים כמה עבירות ועליהם נאמר ולרשע אמר אלקים וגומר ונוסף כאשר יאמר אליהם החכם כי מצוה זו תדחה מקמי האי אינם משימין על לב והולכים בשרירות לבם לבטל החמורות ולקיים הקלות וזה מהפתיות וממיעוט מורא של הבורא ב""ה שלא יחושו לעשות רצונו. והכת הב' הם בני אדם אשר מתחכמים על מצות ה' ב""ה כהא דאמרי אם היה ה' יודע שהרבית יש בה תועלת לא היה אוסרה כי יש בה תועלת לנותן ולמקבל כלום טעמא הוא משום נשיכות אדרבה נשיקות קרינן לה אשר כנגד הב' כתות דבר הנביא כנגד כת א' אמר הנביא עליהם יען נגש העם פי' שאומר שהוא מהאנשים הנגשים אל ה' ומקיימין קצת מצות והוא אחר האמת אינו מהנגשים אל ה' וכל מעשיהם אינם ליראתי ולאהבתי כי באמת בפיהם ובשפתם כבדוני אבל לבם רחק ממני כי כאשר ידע בדבר איסור ואינו חש לו וכאשר במצוה רבה ולא ירכין אזנו לשמוע וכדומה לזה הגם שאני רואה כי הם יריאים לבטל המצות שבידם עכ""ז אותה ירא' אינה יראה פנימית אלהית אלא מצות אנשים מלומדה כמו חוק הוא לו שלמדוהו אחרים לטובתו וירא מלבטלה ליענש כמו סגולה וקמיע לכן הוא רוצה שלא לעשות רצוני הריני מסלק המודיעו דרך ה' בדרך שאדם רוצה לילך בה מוליכין אותו וישאר סומא לחלוטין עד שיאבד מהעולם בעונו והב' הוא יותר מאוס בעיני ה' לזה התחיל לדבר עליו באוי והוי ואמר הוי המעמיקי' מה' לסתיר עצה והיה וגו' פי' אותם בני אדם שמעמיקים בדעתם יותר מה' כביכול ומתחכמי' על תורת ה' שהיא כת הב' הפילוסופי' לסתיר עצה. הנה תיבה זו דלסתיר חסירה אות הה""א אם תהיה הכונה להסתיר עצה ואם תהיה הכונה לסתור הרי היא חסירה אות הוא""ו ובאמת כי הקריאה היא נקודה לסתיר בחיריק ומדחזינן דכתב קרא בהאי גוונא ש""מ דאיכא תרתי לסתיר ולסתור והכי פירושו שהם מעמיקים מה' ויש עמק טוב וזהו שמוסיף לאסור המותר שלא יכשל באיסור ויש עמק רע לסתור עצה והתורה נקראת עצה שנאמר אני עצה וגו' לזה אמר כי זה המעמיק הוא לסתור אדרבה עצה שהיא התורה והיינו באופן שכתבתי שהם מרחיקים לקבל גזירה דרבנן ויכוין גם כן לומר להסתיר להיות כי חוששים מהרואים שיחזיקו אותם כמומרים לזה עושים בצנעה בסתר לזה כתב לסתיר שאינם עושים בפרהסיא דלדעתם אין איסור אלא מחשש הרואים הם מעלימים:"
משלי,א,ב,"לדעת חכמה ומוסר וגו' לקחת מוסר השכל וגומר לתת לפתאים ערמה וגו' ישמע חכם וגו' להבין משל ומליצה וגו' יראת ה' וגו' לפי הנראה הכתובים אין להם משמעות כי אם הוא מצוה לאדם היל""ל דע חכמה ומוסר והבן וגומ' וכן בכל הכתובים מדוע אמר לשון זה לדעת להבין ואם נא' שכונת הכתובים הוא לומר שהמשלים של שלמה הם לדעת וגומר ולקחתוגו' קשה מה הוא אומרו להבין משל ומליצה אם דבריו הן משל מי יבינם לנו שמשמעות הנשמע מהכתוב הוא שבא להבין אותנו משל ומליצה דברי חכמים ולא הבין אותנו שום משל ומליצה ועוד הכתובים מצד עצמן אין להם משמעות, ונראה שכונת שלמה המלך ע""ה כך היא שבא להודיע סדר הלימוד בידיעות חכמות הניאותים על הסדר ולה הוא אומרו לדעת וגו' פי' כי האדם צריך שידע מתחילת החכמה שלא יהיה כסיל אלא שיהיה מבקש לידע החכמה ואחריה המוסר פירוש המוסר הוא התבוננות בשכל לדבר הראוי לו ולשאינו ראוי לו וזה אינו דבר מגונה והיינו אחר שתהיה לו חכמה אז מצד החכמה יהיה המוסר ולא יהיה כבהמה, עוד יכוין לומר כי לא תהיה הידיעה בחכמה במלאכת מהמלאכות כאשר עושים האומות בחכמות העולם לתועלת נמשך אלא שתהיה החכמה למוסר לדעת תורת האדם ואחר שיהיה לו זה יעלה במעלות להבין אמרי בינה שהיא המעלה הגדולה שיבין דבר מתוך דבר ואומרו אמרי בינה פי' שהדבר אשר יתחכם ממנו האדם להבין דבר אחר מתוכו לא כל דבר ודבר יש בו זה דהיינו להוציא ממנו דברים. שלא יוסבלו אלא ענין הבינה הוא שאחר שנתחכם להוציא לאור תעלומה כל רואה יאמר שדבר זה מובן מזה ואומ' לכל ראוני שאני טהור וזה הוא אמרי בינה שהענין יורה שמובן הוא ואחר שיגיע לזה יגיע עוד למעלה רמה יותר שהמוסר שיקח ויברר לעצמו יהי' מוסר של הבנה וצדק ומשפט ומשרים:"
,,,"או יאמר כאשר יהיה בו דבר זה לדעת חכמה וגומ' יקח לו מוסר השכל ולא יבחר אלא אל הצדק והמשפט ואם יראה בעיני העולם שהוא משפט מעוקל יעשה משרים ע""ד ועשית הישר והטוב והכל עולה לפי' אחד שלא יקח אלא דרך זה של מוסר שיש בו כל אלו המעלות ועוד יגיע עד שיתן לפתאים ערמה וגו' ודבר זה הוא ענין גדול כי יחכם אפילו לאדם פתי ועוד נוסף דאפילו חכם שיבא אצלו ישמע ממנו ויוסיף לקח והנבון שהוא יותר יוסיף ליקח יותר ממה שיודע והיינו תחבולות, להבין כו' פי' היא מעלה יותר דבשלמ' הנבון שהוא מבין הענין מתחכם יותר להוציא דבר ממנו אלא המשל ומליצה הם כספר החתום אפ""ה יגיע להבין אחר שיהיו בו כל אלו המעלות ואין לנו גדול ממנו אז ידע ויכיר יראת ה' היא העיקר וזהו יראת ה' ראשית דעת, ואומרו חכמה ומוסר אוילים בזו פי' כי בזה הוא שהתחיל לומר לדעת חכמה ומוסר שהוא מדרגה הראשונה שממנה מתחיל לעלות לכל המעלות הסדורות ולזה אמר כי האוילים כאשר יבוזו החכמה ומוסר שהיא מדרגה הראשונה א""כ אין להם דרך עליה עוד ואומרו אוילים בזו לא אותם שהם אוילים אלא המכוון הוא שבזה שהם בוזים ניכרים ונראים שהם אוילים כי לא יעשו ענין זה אלא אם הם אוילים. שמע בני וג' כי לוית חן וגו' אומרו מוסר אביך יכוין על תורה שבכתב ותורת אמך על תורה שבעל פה וצל""ד מדוע תורה שבכתב יחסה למוסר ותורה שבעל פה הזכירה בלשון תורת אמך. ונראה שהטעם הוא להיות דתורה שבכתב כתוב בה אם תעשה טוב תחיה ואם לאו תמות או הכרת יכרת או ילקה ארבעים לזה הזכיר בו המוסר אבל דברי חז""ל אין בהם לא מית' ולא עונש שלא מצינו שיחוייב האדם העובר לא מיתה ולא יסורין שאין לוקין על לאו דלא תסור ולזה אמר תורת אמך וזה הוא שדייק לומר גבי תורה שבכתב שמע וגבי תורה שבע""פ אמר ואל תטוש תורת אמך דלא שייך תטוש אלא בדברי רז""ל שיאמר אני איני צריך שמירה זו שאמרו רז""ל או גזירה זו אין לחוש לה ותפול גזירת חכמים אבל לגבי תורה שבכתב אינו מזהיר אלא שמע ודי בזה ונותן נתינת טעם לתורת אמך שהם דברי רז""ל כי לוית חן הם לראשך ולזה אמ' בתחלת הספר תיבת משלי להיו' כי כל דברי שלמה כאן מדבר במשלים כמו דבר זה כי לוית חן וגו' ותורת אמך וגו':"
,,י,"בני אם יפתוך חטאים וגו' עתה התחיל בדברי מוסר ואמר אם יפתוך וגו' פי' כי ימצא אדם כי מצד יצרו ומזגו הרע יתאוה לעבירות לגזול כו' לתאוות המורגשות לזה אמר שהע""ה בני אם פתוייך הוא מצד העון עצמו כי יערב לך והוא מפתך אל תאבה לעצת יצרך הרע מאוס בה ולזה דקדק לומר חטאים ולא אמר חוטאים והוא ע""ד אומרם במס' ברכות פ""א אקרא דיתמו חטאים וע""ש והמכוון לומר שהחטאי' עצמן עריבותם היא המפתה אותך אל תאבה יכוין כי לא יכנס במשא ומתן בענין אם טוב ואם רע אלא בבא אליו המחשבה ירחיקה וימאוס בה כי אם יכנס במשא ומתן תתגבר בו תאות המחשבה להיותה מורגשת לזה עצה הנכונ' היא שימאוס בדבר בלי תת טעם ובזה היא עצה טובה לאדם והגם שיכתוב אחר זה אומרו אם יאמרו לכה אתנו שנראה ממנו חוטאים ולא החטאים עצמם הנה צריך אתה לדעת כי אין כונתי לומ' כי לא יסבול בנשמע אלא חטאים ולא חוטאים אלא ממה שהוציא בלשון זה דחטאים יכוין ג""כ לפירושינו ושלל במתק דבריו כל מיני הפיתויים שיבאו לאדם הן מעצמו בטבעיות החומר הן מהזולת אשר גבר בם צד הרע ומבקשי' להרבות ממונם ותחזקנה ידיהם:"
