,,4,"בעייתיות השימוש ב""היתר עיסקא"" בחברה שיתופית לבני הקהילה"
,,5,"בעניין הנ""ל: הצעת אופנים מרווחים יותר"
"שער י; ""בני ישראל""",10 Bene Israel,1,"בעניין ""בני ישראל"" מהודו"
,,2,"החלטת מועצת הרבנות הראשית בעניין ""בני ישראל"""
,,3,הנחיות הרב נסים לרושמי הנישואין
,,4,האם חוששים לקרובים האסורים באיסור ערוה
שער יא; קבלת גרים,11 Converts,1,מחאה נגד נישואי תערובת
,,2,בעניין גיור בנישואי תערובת
,,3,"בעניין הנ""ל"
,,4,"בעניין הנ""ל"
,,5,"קבלה לגיור של אישה מהעם הגרמני החיה עם יהודי; עליה לתורה של נשוי לנכרית; טבילת אישה שמחמת חולי אסור שייכנסו מים לאזניה; הפעלת עסק בשבת ע""י ""שטר מכירה"""
,,6,מילת בן נכרית; עליית נושא נכרית לתורה; מילת ילד שהוריו נישאו בנישואין אזרחיים; ישיבה מעורבת של נשים וגברים בבית הכנסת; האם חזן יכול לסדר גט?; האם יכול חבר בועד בית כנסת פרוגרסיבי לכהן כגזבר וחבר ועד בבית כנסת אורתודוכסי?
,,7,מילה וגיור לקטן שאמו נכריה ואביו יהודי
,,8,מילה וגיור לקטן שאמו נכריה ואביו יהודי
,,9,גיור קטן שאמו נכריה
,,10,גיור אם נכריה (שנישאה ליהודי בנישואין אזרחיים) ובנה
,,11,גיור ילד המאומץ על ידי יהודי
,,12,"בעניין הנ""ל"
,,13,"בעניין הנ""ל ובעניין ילד לאם נכרית שנשלח להתגייר בירושלים"
,,14,בקשה לקבל ילדה מאומצת לגיור; קבורת נשואים בנישואי תערובת בבית קברות יהודי
,,15,האם יש לחייב בגיור בן לאם יהודיה ואב נכרי כגדר מפני נישואי תערובת?
,,16,גיור בנישואי תערובת של עולים מברית המועצות
,,17,הליכי הגיור של יהודי ברית המועצות
"שער יב; ""בית נאמן""; נישואין, אישות, טהרה",12 Family Matters,1,נישואי בת כהן לישראל
,,2,נישואין כששם הכלה זהה לשם חמותה
,,3,הפרדה בין הקידושין לחופה בשעת הדחק
,,4,עריכת חופה בבית כנסת
,,5,עריכת חופה בבית הכנסת
,,6,חובה להסביר לחתן את הכתובה לפני שיחתום
,,7,"הוספת ""ומצליח"" בסוף ברכת ""משמח החתן עם הכלה"""
,,8,סעודת שבע ברכות בלילה שאחרי היום השביעי; עמידה בשבע ברכות שאחרי ברכת המזון
,,9,סעודת שבע ברכות בלילה שאחרי היום השביעי (המשך לתשובה הקודמת)
,,10,האם חזן שאין לו סמיכה יכול לסדר גטין?
,,11,כתיבת גט בבחריין
,,12,"אישה שהתגרשה בערכאות ואח""כ בבית דין - ממתי מונים ""חודשי הבחנה""?"
,,13,חי עם גרושתו ללא קידושין - האם צריך גט?
,,14,זוג שנישאו בנישואין אזרחיים - האם צריך גט לחומרא?
,,15,נישאה בנישואין אזרחיים וקיבלה גט - האם יכולה להינשא לכהן?
,,16,"זוג חברי קיבוץ שחיו יחד שנים רבות, ועתה מבקשים להינשא כדת משה וישראל"
,,17,הרוצה לישא גרושה - האם יש לברר שאינו כהן?
,,18,אב שטען שקידש את בתו בגיל שנתיים ובאותה שנה קיבל את גיטה - האם יכולה להינשא לכהן?
,,19,בנות לאם יהודיה ואב נכרי - האם יכולות להינשא לישראל או לכהן?
,,20,"אשת כהן שבעלה עזב אותה ללא גט, ונולדו לה אח""כ בנים מגוי ומיהודי - האם הבנים כשרים להינשא?"
,,21,שכיבת נדה ובעלה במיטה אחת במזרנים נפרדים
,,22,"טבילת נדה, שמחמת חולי אסור שייכנסו מים באזניה"
,,23,"טבילת נדה, כשבעלה אינו בעיר"
,,24,מנהג בגדאד שביאה ראשונה נעשית לאור הנר; עונת נשיא; הימנעות מאכילת שום בפסח
"שער יג; מילה ופדיון הבן, קריאת שם ואימוץ","13 Circumcision, Naming and Adoption",1,"מילה ופריעה בבת אחת; מילה ע""י גוי; ""מים שאולים"""
,,2,מילה שלא בזמנה ביום ששי
,,3,"מילה ע""י רופא גוי במקום שאין מוהל יהודי, והאם מותר כשישראל עומד על גביו?"
,,4,מילת ילד שלא ברצון ההורים; שחיטת בהמות כשלא מסכימים שינוקרו
,,5,"קריאת השם ""אליהו"" ע""ש אחי האם שנפל, כאשר שם האב ""שמעון אליהו"""
,,6,קריאת שם לבת על שם אחותה שנפטרה
,,7,"בכור שנולד אחרי פטירת אביו - האם אימו, סבו או בי""ד יכולים לפדותו?"
,,8,הפילה באמצע החודש השלישי ואין ידוע מה הפילה - מה דין הבא אחריו לעניין בכורה?
,,9,"הפילה ביום ה 82 ורופא מעיד שהעובר היה חי עד סמוך להפלה - האם פוטר את הבא אחריו מפדיון? יהודי שהמיר דתו כדי להינצל וחי עם נכרית, ומבקש לחזור ליהדות כדי להיקבר בקבר ישראל - האם לקבלו?הפילה ביום ה-82 - האם הבא אחריו פטור מבכורה? קבלת מומר שחי עם נכרית"
,,10,"ברכת שהחיינו על פדיון הבן, כשכבר בירך שהחיינו בברית?"
,,11,קריאה ליהודי ארגנטינה להימנע מאימוץ ילדים שאין ידוע מי הוריהם (מחשש לממזרות)
,,12,דרך תקפה הלכתית להעניק לילד מאומץ זכות ליטול בירושת המאמץ
שער יד; זכרון השואה,14 The Holocaust,1,מקום קבורת אפר קדושי השואה שהובא לארץ ישראל
,,2,פינוי עצמות יהודים שנקברו במחנה ברגן בלזן לקבורה בצרפת
,,3,"בעניין הנ""ל"
,,4,"הנחת ספר תורה שחולל ע""י הנאצים בארון זכוכית בבית תרבות"
,,5,"""גרמניה הנאצית עלתה באכזריותה על כל האויבים שקדמוה"""
שער טו; אבלות וקבורה,15 Mourning and Burial,1,"הערות לתכנית ""מצבת הרמב""ם"" בטבריה"
,,2,הנחיות הרבנים הראשיים בנושא הזיהוי והטיפול בגופות חללי אסון המטוס בבולגריה
,,3,הספד על נכרים שנהרגו באסון המטוס בבולגריה
,,4,השתתפות בן שנשא גויה בנשיאת מיטת אביו בלווייה
,,5,רחיצת מת שעבר ניתוח
,,6,קבורה במערות וקבורה בארון
,,7,קבורת יהודים וקראים באותו בית קברות
,,8,"איך לנהוג באפרו של מי שציווה לשרוף את גופתו הלווייה וקדיש, קבורה והקמת מצבה?"
,,9,העברת מת מעיר שיש בה בית קברות לעיר אחרת
,,10,"מצוה לקיים דברי מי שציווה להעלות עצמותיו לקבורה בא""י (ואופן החניטה המותרת)"
,,11,"נפטר בת""א וציווה לקברו בארון שם על דעת שכשישוחרר הר הזיתים יעבירוהו לקבורה שם, ונגלה בחלום לבנו ודרש להעבירו לקבורה בירושלים - האם מותר להעבירו לקבורה בירושלים על דעת שכשישוחרר הר הזיתים יעבירוהו לשם?ציוה לקברו בת""א עד שישוחרר הר הזיתים וביקש מבנו בחלום להעבירו לירושלים"
,,12,"העברת עצמות ישראלי שנהרג בתאונה בחו""ל ונקבר שם זמנית, לקבורה בא""י"
,,13,הנחיות להעברת ארונו של פרופ' צבי ה' שפירא
,,14,"האם ""רועה רוחני"", המועסק ע""י הקהילה כשוחט מוהל ש""ץ ואיש ""חברא קדישא"", צריך לערוך טקסי אבל ליחידים? האם הוא רשאי לשאת את התואר ""רב""? בהעברת נפטר לקבורה במקום אחר - האם צריך להעביר גם את הארון הישן? האם מותר לגלות את פני הנפטר אחרי הרחיצה הטהרה והלבשת התכריכים? עד כמה צריך לתקן שגיאות של הש""ץ בקריאת התורה? שאלות בענייני ""חברה קדישא"""
,,15,"ענייני הבראה לאבל (שתיית תה או קפה לפני הבראה; הבראה בשל בנו הסמוך על שולחנו; הבראה בערב פסח); שאלות בענייני הבראה; האם היתה תקנה שלא לדור בשכם או ביפו מפני יישוב ירושלים? (והקפדת החת""ס על ר' עמרם חסידא שהתיישב בצפת במקום בירושלים)"
,,16,מכירת חנותו של אבל לימי השבעה לבנו; מכירה לזר כשבנו של האבל עובד בחנות
,,17,"השתתפות אבל בתוך י""ב חודש לפטירת אמו בנישואי בתו"
,,18,"השתתפות אבלה בתוך י""ב חודש לפטירת אמה בנישואי בתה"
,,19,נתינת נעליו של נפטר לאדם אחר
,,20,"מי שנפטר באדר של שנה פשוטה - מתי יום הזכרון בשנה מעוברת, באדר הראשון או השני?"
שער טז; על משמר הכשרות,16 Kashrut,1,האם מי שאין לו סמיכה לשחיטה יכול לשחוט? האם בעל מום יכול להיות חזן? האם חזן יכול לתבוע למשפט את חבר הקהילה?
,,2,דרישה לשיתוף הקהילה הספרדית בשחיטה הנעשית בארגנטינה לצורך מדינת ישראל
,,3,על מחלוקות בענייני שחיטה בין קהילת הספרדים וקהילת האשכנזים בבואנוס איירס
,,4,על המנהג לשחוט עוף או בהמה בכניסה לבית חדש
,,5,הימום לפני השחיטה במקום שהחוק דורש זאת
,,6,"בעניין הנ""ל"
,,7,שחיטת עופות התלויים בגלגל המסתובב בחשמל
,,8,"היש מסורת כשרות לעוף ""אגמיה""?"
,,9,"חישוב ""הפסד מרובה"" ברכוש של שותפים"
,,10,האם יש צורך בבדיקת ריאות בעופות?
,,11,"כבד שנצלה ולא הניחו החיתוך כלפי מטה; מוהל היוצא אחר הצליה; עוף שנמלח כשהריאה בתוכו; האם לעשות חזרת הש""ץ במניין מצומצם? מה טעם אין איסור ""בל תוסיף"" בתקיעת שופר באלול? שאלות בעניין מליחה וצליית כבד; חזרת הש""ץ במניין מצומצם; ""בל תוסיף"" בתקיעת שופר באלול"
,,12,נתינת שמן על כבד לפני הצליה
,,13,"האם כתיבה על קופסת חלב שקדים שהוא עשוי משקדים נחשבת כ""היכר""?"
,,14,איסור בישולי גויים בחלב
,,15,איסור בישולי גויים במרקחת (ריבה)
,,16,"מה הבעיה בהעמדת גבינה בקיבה, הרי ""קיבה - פירשא בעלמא""?"
,,17,אכילת עוף עם דגים
,,18,אשת כהן שהפרישה חלה ונתערבה - האם יכולה להישאל עליה?
שער יז; היכון לקראת אלקיך,17 Prepare to greet your God,1,"בענין שמות הארץ, האם מותר להשתמש באתנן לדבר מצוה, נגיעה בנעלי גומי לענין נטילת ידים"
,,2,הליכה ד' אמות בגילוי ראש; ברכת מזונות על מצות שלא בפסח
,,3,על מכונת גילוח חשמלית
,,4,לבישת טלית קטן כל היום
,,5,תחילת זמן ברכת ציצית ותפילין (והאם היום שאחרי יום העצמאות הוא כ'איסרו חג')
,,6,"רצועות עור שעובדו לשם תפילין ע""י גוי במצוות ישראל, שנתערבו ברצועות שעובדו ע""י ישראל"
,,7,על מנהג הספרדים להניח תפילין של יד מיושב
,,8,הנחת תפילין של יד כאשר נקטע חלק מהזרוע השמאלית
,,9,"קריאת עיתון לפני התפילה; גלילת ספר תורה ללא מטפחת; ביאור הביטוי ""בנן של קדושים"""
שער יח; הציבור ושלוחיו,18 Community and Shaliach Tzibur,1,"צירוף ילד בן 12 וחצי למניין; עליה לתורה של נשוי לנכרית; הוצאת ספר תורה פסול בליל כיפור; האם יש הבדל בין איסור אכילת חזיר לשאר איסורים? ביקור ב""פגודה""; נישואין עם יהודי הודו"
,,2,"צירוף ממזר למניין; אמירת תשעים פעמים ""מוריד הטל"" - מהיכן מתחילים? מדוע לא נהגו לומר את הקינה ""אוי כי ירד אש מן השמים"" במוצאי שבת? אמירת קדיש כשיצא אחד מהמתפללים ולא נשארו עשרה; איך המלח מתקן ענבים לאכילה?"
,,3,"תפילה במניין שמתפלליו מחללים שבת בפרהסיא ושתיית יינם (וקריאה לשואל לחזור לא""י שם יוכל לחנך את בניו ברוח התורה ומצוותיה)"
,,4,הליכה ואכילה בגילוי ראש; נגינה בכלי זמר בעת התפילה; ישיבה ביחד של גברים ונשים; כיסוי ראש האישה; כהונה כרב במקום שאין סיכוי לתקן את הליקויים
,,5,חזקה בדברים שבקדושה
,,6,מינוי סומא לשליח ציבור
,,7,מינוי נשוי לנכרית לחבר בועד הקהילה
,,8,"מינוי מי שחנותו פתוחה בשבת ויו""ט לגבאי בבית הכנסת"
,,9,"קריאת המזמורים שלפני ""ברוך שאמר"" בציבור ע""י מי שרגיל ללכת בגילוי הראש"
,,10,"כיבוד נערים בקריאת פסוקי דזמרא בציבור בשבת ויו""ט"
שער יט; בית הכנסת וארון הקודש,19 Synagogue,1,תפילה במקום שיש מול המתפללים צורות נוי ובהן צורת אדם בולטת
,,2,צורת אריות על הפרוכת או על ארון הקודש
,,3,גובה המחיצה בין עזרת הנשים לבית הכנסת
,,4,תפילת נשים וגברים יחד בקיבוץ חילוני
,,5,"תפילה בבית כנסת במחנה צבאי, שיש על גביו כנסיה"
,,6,בית תפילה לכל הדתות המוקם באוניברסיטה - האם מותר ליהודים לתרום להקמתו ולהתפלל בו?
,,7,"תפילה בימים נוראים באולם קולנוע, כשאין במקום אולם גדול אחר"
,,8,"האם ניתן בשעת הצורך שארון הקודש (ה""היכל"") לא יעמוד בכיוון שאליו מתפללים?"
,,9,הנחת ספרי תורה בארון הקודש בשתי קומות
,,10,על המנהג להניח ספר תורה בהיכל כשצד פתיחתו כנגד קיר ההיכל?
,,11,"העברה לא""י של ספרי תורה ופרוכות המונחים ללא שימוש בקהילת האשכנזים בקושטא"
,,12,"הנחת ספר תורה שחולל ע""י הנאצים בארון זכוכית בבית תרבות"
,,13,צריף ששימש במשך שנים כבית כנסת - האם ניתן לשנות את ייעודו אחרי שנבנה בית כנסת קבוע?
,,14,שימוש בכספי בית כנסת לביקור בכותל המערבי וקברי צדיקים
שער כ; התפילה ונוסחיה,20 Prayer,1,מתי נתקנה התפילה בצורתה הנוכחית?
,,2,האם ניתן למזג את נוסחי התפילה של העדות השונות?
,,3,סידור תפילה המתאים למנהג יהודי בבל
,,4,"פירוש הביטוי: ""ואנחנו בני ספרד אין לנו אלא מה שפסק מרן"""
,,5,תפילה בחולצה של חצי שרוול ובלי מעיל
,,6,"בנוסח ""לעולם יהא אדם"" - האם כי כל מעשינו תוהו"" או ""כי רוב מעשינו תוהו"""
,,7,עמידה בקריאת שמע של ערבית
,,8,"בעניין אמן ד""הא ל הקדוש"" ו""שומע תפילה"""
,,9,"עניית ""ברוך הוא וברוך שמו"" בין גאולה לתפילה"
,,10,נגד ביטול תפילת הלחש
,,11,"בעניין הנ""ל"
,,12,אמירת קדיש וקדושה בניגונים של ערבים
,,13,מקום אמירת הפיוטים בתפילה; תפילת ערבית של שבת בקול
,,14,"על מנהג האשכנזים בחיפה שהכהנים נושאים את כפיהם רק בשבת ויו""ט"
,,15,"נשיאת כפים ע""י כהן שהרג את הנפש"
,,16,"האם הש""ץ מקרה לכהנים תיבת ""יברכך"""
,,17,"בעניין הנ""ל"
,,18,דילוג על תחנונים ביום שני וחמישי כדי לאפשר לממהרים לעבודה תפילה במניין
,,19,"אמירת ""ה' מלכותיה קאים"" שבסדר ""ובא לציון"" בלחש"
,,20,"דילוג בתים ב""לכה דודי"""
,,21,"ביאור ""הן גאלתי אתכם אחרית כראשית"" בנוסח הקדושה; ביאור דברי הרב: ""ואנו הספרדים אין לנו אלא דברי מרן""; נאמנות אדם דתי על כשרות גבינה ללא הכשר מבית ‍דיןביאור ""הן גאלתי אתכם אחרית כראשית""; ביאור דברי הרב: ""ואנו הספרדים אין לנו אלא דברי מרן"""
,,22,"האם לקיים בא""י את מנהג יהודי מרוקו שהחזן והקהל מתפללים יחד מוסף והחזן אומר חלק בקול"
,,23,הימנעות מאריכות בתפילה בשבת בבוקר כדי לקרב את הנוער
,,24,"האם אומרים ""שובה"" בערבית של מוצאי שמיני של פסח?"
,,25,התפלל בחול המועד מוסף של שבת - האם צריך לחזור?
,,26,האם לתרגם לעברית את הכתובה הגט הקדיש ותפילות בארמית?
שער כא; ספר התורה וקריאתו,21 Sefer Torah,1,יריעת ספר תורה שיש בה דף אחד
,,2,החלפת יריעה בספר תורה
,,3,ספר תורה שחלק מיריעותיו נתאדמו
,,4,ספר תורה בכתיבה אשכנזית לספרדים
,,5,ספר תורה בכתב ספרדי לאשכנזים (וכן להיפך)
,,6,קריאה בספר תורה הכתוב בכתב אשכנזי שחלק מיריעותיו בכתב ספרדי
,,7,שני ספרי תורה שיש להם חזקה לקרוא בהם ביום אחד
,,8,"שירת ""התקווה"" בעת הוצאת ספר תורה או במקום אחר בתפילה"
,,9,"במקום שלא נהגו להוציא ספר תורה במניין שני - האם מותר לצורך ""בר מצווה""?"
,,10,עליה לתורה פעמיים בשני ספרי תורה
,,11,עליה לתורה פעמיים
,,12,עליית סומא לתורה
,,13,עליית מחלל שבת בפרהסיא לתורה
,,14,"התמודדות עם המפריעים בשעת התפילה וקריאת התורה; הוצאת ספר תורה להילולת רשב""י"
,,15,"כניסה לבית עבודה זרה; קריאה בס""ת שיש בו מילה שאינה כתובה כהלכתה; עליה לתורה של הנשוי לנכרית ושל המעשן בשבת; עליית שלושה כהנים לתורה; צירוף מי שאינו יודע לומר קדושה למניין"
,,16,בית כנסת של יוצאי תימן שבו מבקש חלק מהציבור לבטל את קריאת התרגום בשעת קריאת התורה
,,17,האם המפטיר יכול לכבד אחר בקריאת ההפטרה
,,18,"אופן קריאת המילה ""וקוי"" (ישעיהו מ,לא)"
,,19,"קריאת תיבת ""כל"" בקמץ חטוף או רחב?"
,,20,הבדלי מנהגים בין מתפללי בתי כנסת לגבי הוספת עולים לתורה
,,21,תיקון חזן או עולה לתורה שטעה
,,22,קרא בתורה ללא טעמים - האם עולה למניין שבעה? כהן שאינו רוצה לחלוץ נעליו בעלותו לדוכן
,,23,"מנהג חלק מיהודי תוניסיה לחלק את פרשת משפטים לשתי פרשיות - האם להמשיך בו בא""י?"
