"Guide for the Perplexed, Part 2 Introduction 1",בשם יי אל עולם!,AU NOM DE L’ÉTERNEL DIEU DE L’UNIVERS,
"Guide for the Perplexed, Part 2 1:13","אחר כן נאמר כי כל מחויב המציאות בבחינת עצמו ראוי בהכרח שלא תמצא למציאותו סיבה, כמו שנזכר בהקדמה העשרימיה; ולא יהיה בו רבוי ענינים כלל כמו שנזכר בהקדמה האחת ועשרים; ולזה יתחיב שלא יהיה גוף ולא כח בגוף כמו שנזכר בהקדמה העשרים ושתים. הנה כבר התבאר במופת לפי זה העיון שיש נמצא מחויב המציאות בבחינת עצמו בהכרח, והוא אשר אין סיבה למציאותו ואין בו הרכבה, ולזה לא יהיה גוף ולא כח בגוף, וזהו ה׳ – יתגדל שמו!","Nous disons ensuite: L’existence de tout être nécessaire en lui-même doit nécessairement ne point avoir de cause, comme il a été dit dans la vingtième <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Quelques mss. ont ici la forme incorrecte <img alt=""art"" src=""images/Art_P16.jpg""/>, qu’Ibn-Tibbon a imitée en hébreu par <span dir=""rtl"">העשרימיה</span>.</i> proposition; il n’y aura en lui absolument aucune multiplicité d’idées, comme il a été dit dans la vingt et unième proposition, d’où il s’ensuit qu’il ne sera ni un corps, ni une force dans un corps, comme il a été dit dans la vingt-deuxième. Il est donc démontré, par cette spéculation, qu’il y a un être qui, par sa propre essence même, est d’une existence nécessaire, et c’est celui dont l’existence n’a point de cause, dans lequel il n’y a point de composition, et qui, à cause de cela, n’est ni un corps, ni une force dans un corps; cet être est Dieu [que son nom soit glorifié!]. ",
"Guide for the Perplexed, Part 2 1:14","וכן יתבאר במופת בקלות שחיוב המציאות בבחינת העצם מן השקר הוא שימצא לשנים כי יהיה מין חיוב המציאות ענין נוסף על עצם כל אחד משניהם, ולא יהיה אחד משניהם מחויב המציאות בעצמו לבד, אבל מחויב בענין ההוא אשר הוא מין חיוב המציאות אשר נמצא לזה ולזולתו; והנה יתבאר בפנים רבים כי המחויב המציאות אי אפשר בו השניות כלל לא דומה ולא הפך. עילת זה כולו – הפשיטות הגמורה והשלמות הגמורה אשר לא יעדף ממנו דבר חוץ מעצמו ממינו ונעדר העילה והסיבה מכל צד. אם כן אין השתתפות כלל.","De même, on peut démontrer facilement qu’il est inadmissible que l’existence <i>nécessaire</i> par rapport à l’essence même appartienne à deux (êtres): car l’<i>espèce</i> d’être nécessaire serait alors une idée ajoutée à l’essence de chacun des deux, et aucun des deux ne serait plus un être nécessaire par sa seule essence; mais il le serait par cette seule idée qui constitue l’<i>espèce</i> de l’être et qui appartiendrait à l’un et à l’autre <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">En d’autres termes: Dès que l’<italic>existence nécessaire</italic> serait supposée appartenir à plusieurs êtres, ceux-ci formeraient une <italic>espèce</italic> caractérisée par l’existence nécessaire, et, par conséquent, l’idée d’<italic>être nécessaire</italic> serait celle de l’espèce et n’appartiendrait plus à l’essence de chacun de ces êtres.</i>. — On peut démontrer de plusieurs manières que dans l’être nécessaire il ne peut y avoir de <i>dualité</i> en aucune façon, ni par similitude, ni par contrariété <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">C’est-à-dire, que la Divinité ne peut se composer de deux principes, ni semblables, ni contraires l’un à l’autre.</i>; la raison de tout cela est dans la simplicité pure et la perfection absolue (de cet être), — qui ne laisse point de place en dehors de son essence à quoi que ce soit de son espèce <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Littéralement: <italic>dont il ne reste rien de redondant en dehors de son essence</italic> (<italic>qui soit</italic>) <italic>de son espèce</italic>. Le pronom relatif <span dir=""rtl"">אלדׄי</span> se rapporte à <italic>l’être nécessaire</italic>, qui est ici sous-entendu.</i>, — ainsi que dans l’absence totale de toute <i>cause</i> <sup class=""footnote-marker"">(4)</sup><i class=""footnote"">C’est-à-dire, que l’être absolu n’est émané d’aucune cause antérieure. — Sur les deux mots <span dir=""rtl"">עלהֹׁ</span> et <span dir=""rtl"">סבב</span>, qui sont parfaitement synonymes, voy. t. I, pag. 313, note 1.</i>. Il n’y a donc (en lui) aucune association.",
"Guide for the Perplexed, Part 2 1:15","עיון רביעי פילוסופי גם כן ידוע שאנחנו נראה תמיד ענינים יהיו בכח ויצאו אל הפועל; וכל מה שיצא מן הכח אל הפועל – יש לו מוציא חוצה לו כמו שנזכר בהקדמה השמונה עשרה. ומבואר הוא גם כן שהמוציא ההוא היה מוציא בכח ואחר כן שב מוציא בפועל; ועילת היותו אז בכח – אם למונע מעצמו או ליחס אחד היה נעדר מקודם בינו ובין מה שהוציאו וכשהיה לו היחס ההוא – הוציא בפועל. וכל אחד מאלו השנים יחיב מוציא או מסיר מונע בהכרח; וכן ראוי שיאמר במוציא השני או מסיר המונע; וזה לא ילך אל לא תכלית – ואי אפשר מבלתי הגיע אל מוציא מכח אל פועל יהיה נמצא לעולם על ענין אחד אין כח בו כלל רצוני לומר: שלא יהיה בו בעצמו דבר בכח; שאם היה בו בעצמו אפשרות היה נעדר כמו שנזכר בשלש ועשרים. ומן השקר שיהיה זה בעל חומר אבל נבדל כמו שנזכר בארבע ועשרים; והנבדל אשר אין אפשרות בו כלל אבל הוא נמצא בעצמו הוא האלוה. וכבר התבאר שאינו גוף; אם כן, הוא אחד, כמו שנזכר בהקדמה השש עשרה.","Q<small>UATRIÈME SPÉCULATION</small>, également philosophique <sup class=""footnote-marker"">(5)</sup><i class=""footnote"">Ainsi que le fait observer le commentateur Schem-Tob, cette quatrième spéculation est au fond identique avec la première démonstration, avec cette différence que, dans celle-ci, l’auteur, s’attachant particulièrement à l’idée du mouvement dans l’univers, nous fait arriver au premier moteur, tandis qu’ici il nous fait remonter, d’une manière plus générale, la série des effets et des causes, pour arriver à la cause première absolue.</i>. — On sait que nous voyons continuellement des choses qui sont (d’abord) en puissance et qui passent à l’acte. Or, tout ce qui passe de la puissance à l’acte a en dehors de lui quelque chose qui l’y fait passer, comme il a été dit dans la dix-huitième proposition. Il est clair aussi que cet efficient était d’abord efficient en puissance avant de l’être en acte <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Littéralement, <italic>que ce qui fait passer a été d’abord faisant passer</italic> (<italic>ou efficient</italic>) <italic>en puissance</italic>, <italic>ensuite il est devenu faisant passer en acte;</italic> c’est-à-dire, que ce qui a fait passer une chose de la puissance à l’acte possédait d’abord lui-même, en puissance, la faculté de faire passer à l’acte, avant que cette faculté se réalisât sur l’objet qu’il a fait passer à l’acte.</i>; et la raison pourquoi il n’était d’abord qu’en puissance est, ou bien dans un obstacle (provenant) de lui-même, ou bien dans (l’absence d’) un certain rapport manquant d’abord entre lui et la chose qu’il a fait passer (à l’acte), de sorte que, ce rapport existant, il a réellement fait passer (à l’acte). Chacun de ces deux cas exigeait nécessairement (à son tour) un efficient, ou quelque chose qui fit cesser l’obstacle; et on devra en dire autant du second efficient, ou de ce qui a fait cesser l’obstacle. Mais, cela ne pouvant s’étendre à l’infini, il faudra nécessairement arriver à quelque chose qui fait passer de la puissance à l’acte, en existant toujours dans le même état, et sans qu’il y ait en lui une <i>puissance</i> quelconque, je veux dire sans qu’il ait dans son essence même une chose quelconque (qui soit) en puissance: car, s’il y avait dans son essence même une <i>possibilité</i>, il pourrait cesser d’exister, comme il a été dit dans la vingt-troisième (proposition). Il est inadmissible aussi que cet être ait une matière; mais, au contraire, il sera <i>séparé</i> <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Voy. ci-dessus, pag. 31, note 2.</i>, comme il a été dit dans la vingt-quatrième (proposition). Cet être <i>séparé</i>, dans lequel il n’y a absolument aucune possibilité, mais qui existe (en acte) par son essence, c’est Dieu <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Il faut se rappeler que, selon Ibn-Sinâ, dont l’auteur a adopté les théories, les autres intelligences <italic>séparées</italic> sont, par rapport à leur propre essence, dans la catégorie du <italic>possible</italic>, et ne tiennent que de leur cause ou de Dieu la qualité d’êtres <italic>nécessaires;</italic> elles ne forment pas une unité absolue, car elles peuvent être nombrées, comme causes et effets. Voy. la XVI<sup>e</sup> proposition.</i>. Enfin, il est clair que, n’étant point un corps, il est <i>un</i>, comme il a été dit dans la seizième proposition.",
"Guide for the Perplexed, Part 2 1:16",ואלו כולם דרכים מופתיים על מציאות אלוה אחד לא גוף ולא כח בגוף עם האמין קדמות העולם.,"Ce sont là toutes des méthodes démonstratives pour (établir) l’existence d’un Dieu unique, qui n’est ni un corps, ni une force dans un corps, (et cela) tout en admettant l’éternité du monde.",
"Guide for the Perplexed, Part 2 1:17","והנה גם כן דרך מופתי על הרחקת הגשמות והעמיד האחדות. וזה – שאילו היו שני אלוהות היה מתחיב בהכרח שיהיה להם ענין אחד שישתתפו בו והוא הענין אשר בו היה ראוי כל אחד משניהם שיהיה אלוה; ולהם ענין אחר בהכרח בו נפל ההפרש והיו שנים – אם שיהיה בכל אחד משניהם ענין בלתי הענין אשר באחר, ויהיה כל אחד משניהם מורכב משני ענינים, ואין אחד משניהם סיבה ראשונה ולא מחויב המציאות בבחינת עצמו, אבל כל אחד משניהם בעל סיבות כמו שהתבאר בתשע עשרה ואם שיהיה ענין ההפרש נמצא באחד משניהם, ויהיה זה אשר בו שני הענינים בלתי מחויב המציאות בעצמו.","Il y a encore une autre <i>méthode démonstrative</i> pour écarter lacorporéité et établir l’unité (de Dieu) <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">La démonstration que l’auteur va donner est empruntée aux <italic>Motécallemîn</italic>, comme on peut le voir dans la première partie de cet ouvrage, chap. LXXV, II<sup>e</sup> méthode (t. I, pag. 443).</i>: c’est que, s’il y avait deux dieux, il faudrait nécessairement qu’ils eussent quelque chose qui leur appartînt en commun, — savoir, la chose par laquelle chacun des deux méritât d’être (appelé) <i>Dieu</i>, — et quelque autre chose également nécessaire, par quoi eût lieu leur distinction réciproque et par quoi ils fussent <i>deux</i>. Mais alors, si chacun des deux avait quelque chose que n’eût pas l’autre, chacun des deux serait composé de deux idées, aucun des deux ne serait ni <i>cause première</i>, ni <i>être nécessaire par lui-même</i>, et chacun des deux aurait des causes, comme il a été exposé dans la dix-neuvième (proposition). Si, au contraire, la chose distinctive se trouvait seulement dans l’un des deux, celui qui aurait ces deux choses ne serait point un être nécessaire par lui-même.",
"Guide for the Perplexed, Part 2 1:18","דרך אחר ביחוד. כבר התבאר במופת כי הנמצא כולו באיש אחד נקשר קצתו בקצתו, ושכוחות הגלגל מתפשטות בזה החומר התחתון ומכינות אותו. ומן השקר עם זה אשר התבאר שיהיה האלוה האחד מתעסק לבדו בחלק מחלקי זה הנמצא והאלוה השני יתעסק לבדו בחלק אחר – מפני שזה נקשר בזה. ולא ישאר בחלוקה, אלא שיהיה זה עושה עת אחת וזה עושה עת אחרת, או שיהיו שניהם יחד עושים כאחד תמיד עד שלא תשלם פעולה מן הפעולות אלא משניהם יחד. אמנם היות זה עושה עת וזה עושה עת אחרת – הוא שקר מפנים רבים, שאם היה הזמן אשר יעשה בו האחד משניהם אפשר שיעשה בו האחר, מה הסיבה המחיבת שיעשה זה ויבטל זה? ואם היה הזמן אשר יעשה האחד מהם נמנע על האחר לעשות בו, תהיה שם סיבה אחרת היא אשר חיבה אפשרות הפועל לזה והמנעו מזה, אחר שהזמן כולו אין חילוף בו והנושא למעשה נושא אחד נקשר קצתו בקצתו כמו שבארנו; ועוד, שכל אחד משניהם יהיה נופל תחת הזמן אחר שמעשהו מחובר בזמן; ועוד, שכל אחד משניהם יצא מן הכח אל הפועל בזמן עשותו מה שיפעל וצריך כל אחד משניהם אל מוציא מן הכח אל הפועל; ועוד, יהיה בעצם כל אחד משניהם אפשרות. ואמנם, אם יהיו שניהם יחד עושים תמיד כל מה שבמציאות עד שלא יעשה אחד מהם בלתי האחר – זה גם כן שקר כמו שאספר; וזה שכל כלל שלא ישלם פועל אחד אלא בכולו – אין אחד ממנו פועל בבחינת עצמו ואין אחד ממנו גם כן סיבה ראשונה לפועל ההוא אבל הסיבה הראשונה – התחבר הכלל; וכבר התבאר במופת שמחויב המציאות ראוי בהכרח שלא תהיה לו סיבה. ועוד, שהתקבץ הכלל – פעולה אחת והיה צריכה סיבה אחרת והיא מקבצת הכלל; ואם היה המקבץ לכלל ההוא אשר לא ישלם הפועל אלא בו אחד יהיה הוא האלוה בלא ספק; ואם היה המקבץ לכלל ההוא גם כן כלל אחר התחיב לכלל השני כמו שהתחיב לכלל הראשון; ואי אפשר מבלתי הגיע לאחד הוא הסיבה במציאות זה הנמצא האחד, על איזה דרך שהוא אם על דרך חידושו אחר העדר או על דרך החיוב. הנה כבר התבאר לך גם כן בזה הדרך שהיות הנמצא כולו אחד הורנו על שממציאו אחד.","<i>Autre méthode pour</i> (<i>établir</i>) <i>l’unité</i>. — Il a été établi par démonstration que tout l’univers est comme un seul individu, dont les parties sont liées les unes aux autres, et que les forces de la sphère céleste se répandent dans cette matière inférieure et la <i>disposent</i> <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Voy. la I<sup>re</sup> partie de cet ouvrage, chap. LXXII. — Sur le sens qu’a ici le verbe disposer, voy. la XXV<sup>e</sup> propos., et cf. pag. 30, note 2.</i>. Cela étant établi, il est inadmissible qu’un dieu s’isole avec l’une des parties de cet être, et qu’un second dieu s’isole avec une autre partie: car elles sont liées l’une à l’autre. Il ne reste donc d’autre partage à faire, si ce n’est que l’un (des deux dieux) agisse dans un temps et l’autre dans un autre temps, ou bien qu’ils agissent toujours tous les deux ensemble, de sorte qu’aucune action ne puisse s’accomplir que par les deux ensemble. — Supposer que l’un agisse dans un temps et l’autre dans un autre temps, est impossible par plusieurs raisons. En effet, s’il se pouvait que, pendant le temps où l’un des deux agit, l’autre agît également, quelle serait la cause qui ferait que l’un agît et que l’autre fût oisif? Si, au contraire, il était impossible que l’un des deux agît dans le même temps où l’autre agit, cela supposerait une autre cause qui aurait fait qu’à l’un il fût possible d’agir, tandis qu’à l’autre cela fût impossible: car dans le temps même il n’y a pas de différence, et le substratum de l’action aussi est un <i>seul</i> dont les parties sont liées les unes aux autres, comme nous l’avons exposé. Ensuite, chacun des deux tomberait sous le temps: car son action serait liée au temps. Ensuite, chacun des deux passerait de la puissance à l’acte, au moment où il agirait, de sorte que chacun des deux aurait besoin de quelque chose qui le fît passer de la puissance à l’acte. Enfin, il y aurait dans l’essence de chacun des deux une <i>possibilité</i>. — Mais, supposer qu’ils opèrent toujours tous les deux ensemble tout ce qui se fait dans l’univers, de sorte que l’un n’agisse pas sans l’autre, c’est là également chose impossible, comme je vais l’expliquer. En effet, toutes les fois qu’une certaine action ne peut s’accomplir que par un ensemble (d’individus), aucun individu de cet ensemble n’est efficient absolu par son essence, et aucun n’est cause première pour l’action en question; mais, au contraire, la cause première est la réunion de l’ensemble. Mais il a été démontré que l’être nécessaire doit être absolument dénué de <i>cause</i>. Ensuite, la réunion de l’ensemble est (elle-même) un acte qui, à son tour, a besoin d’une autre cause, et c’est celle qui réunit l’ensemble. Or donc, si ce qui a réuni cet ensemble, sans lequel l’action ne peut s’accomplir, est (un être) unique, c’est là indubitablement Dieu. Si, au contraire, ce qui a réuni cet ensemble est à son tour un autre ensemble, il faudra pour ce second ensemble ce qu’il a fallu pour le premier ensemble. On arrivera donc nécessairement à un être unique, qui sera la cause de l’existence de cet univers unique, n’importe de quelle manière ce dernier existe: que ce soit par une création <i>ex nihilo</i>, ou par nécessité <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Cf. t. I, p. 314, et <italic>ibid.</italic>, note 1.</i>. — Il est donc clair aussi, par cette méthode, que l’unité de l’univers entier nous prouve que son auteur est <i>un</i>.",
"Guide for the Perplexed, Part 2 1:19","דרך אחר בהרחקת הגשמות. כל גשם מורכב כמו שנזכר בשתים ועשרים; וכל מורכב אי אפשר לו מבלתי פועל הוא הסיבה למציאות צורתו בחומר שלו; ומבואר הוא מאד שכל גשם מקבל חלוקה ויש לו רחקים; אם כן, הוא נושא למקרים בלא ספק; אין הגשם, אם כן, אחד לא מצד חלוקתו ולא מצד הרכבתו – רצוני לומר: היות שנים במאמר – כי כל גשם אמנם הוא גשם אחד מפני ענין אחד מוסף בו על היותו גשם; אם כן הוא בעל שני ענינים בהכרח; וכבר התבאר במופת שהמחויב המציאות אין הרכבה בו בשום פנים.","<i>Autre méthode pour</i> (<i>établir</i>) <i>l’incorporalité</i> <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Cette méthode a pour but de démontrer que, tout corps étant composé, Dieu, qui est la simplicité absolue, ne saurait être un corps. Elle se compose de deux démonstrations distinctes. Dans la première, basée sur la XXII<sup>e</sup> proposition, le corps est considéré au point de vue de sa composition de matière et de forme, qui suppose un efficient, et qui, par conséquent, ne permet pas de voir dans un corps, quel qu’il soit, l’être absolu, indépendant de toute cause. Dans la seconde démonstration, le corps est considéré comme un <italic>être composé</italic>, au point de vue de sa quantité divisible, de sa composition de substance et d’accidents, et de sa qualité d’être complexe, dans lequel il y a à la fois l’idée de corporéité en général et celle d’un corps déterminé quelconque.</i>. — 1° Tout corps est composé, comme il a été dit dans la vingt-deuxième (proposition), et tout composé suppose nécessairement un efíicient, qui est la cause de l’existence de sa forme dans sa matière. 2° Il est aussi parfaitement clair que tout corps est divisible et a des dimensions, et que, par conséquent, il est indubitablement un substratum pour des accidents. Ainsi donc, le corps ne peut être <i>un</i>, d’une part, parce qu’il est divisible, et d’autre part, parce qu’il est composé, je veux dire, parce qu’il y a une <i>dualité</i> dans le terme même (de <i>corps</i>) <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Littéralement: <italic>parce qu’il est deux par l’expression</italic> (ou <italic>le terme</italic>); car le mot <italic>corps</italic> renferme l’idée de <italic>corporéité</italic> en général, et l’idée de <italic>tel corps</italic> en particulier.</i>: car tout corps n’est tel corps déterminé que par une idée ajoutée à l’idée de <i>corps</i> en général, et, par conséquent, il y a nécessairement en lui deux idées. Mais il a déjà été démontré que dans l’être nécessaire, il n’y a composition d’aucune façon.",
"Guide for the Perplexed, Part 2 1:20",ואחר הקדים אלו המופתים אתחיל לבאר דרכנו כמו שיעדנו.,"Après avoir d’abord rapporté ces démonstrations, nous commencerons à exposer notre propre méthode<sup class=""footnote-marker"">(1)</sup><i class=""footnote"">C’est-à-dire, celle qui est basée sur la création <italic>ex nihilo</italic>, et que l’auteur exposera plus loin, après avoir donné des détails sur les sphères célestes et les intelligences.</i>, comme nous l’avons promis.",
"Guide for the Perplexed, Part 2 2:1","זה הגשם החמישי – והוא הגלגל – לא ימלט מהיותו, אם הוה נפסד והתנועה גם כן הוה נפסדת, או יהיה בלתי הוה ולא נפסד כמו שיאמר בעל הריב. ואם היה הגלגל הוה נפסד יהיה ממציאו אחר ההעדר הוא האלוה – ית׳ שמו ; וזה מושכל ראשון כי כל מה שנמצא אחר ההעדר יש לו ממציא בהכרח, ומן השקר שימציא עצמו. ואם היה זה הגלגל לא סר ולא יסור היותו כן מתנועע תנועה תדירית נצחית, יתחיב לפי ההקדמות אשר קדמו שיהיה מניעו זאת התנועה הנצחית לא גוף ולא כח בגוף והוא האלוה ית׳ שמו! הנה כבר התבאר לך שמציאות האלוה ית׳ והוא המחויב המציאות אשר אין סיבה לו ולא אפשרות למציאותו בבחינת עצמו, הורו המופתים החותכים האמתיים על מציאותו – יהיה העולם מחודש אחר העדר או יהיה בלתי חדש אחר העדר הכל שוה. וכן הורו המופתים על היותו אחד ובלתי גוף כמו שהקדמנו, כי המופת על היותו אחד ובלתי גוף הנה יתבאר – יהיה העולם מחודש אחר העדר או לא יהיה כן הכל שוה, כמו שבארנו בדרך השלישי מן הדרכים הפילוסופיים, וכמו שבארנו הרחקת הגשמות והעמד האחדות בדרכים הפילוסופיים.","Ce cinquième corps, qui est la sphère céleste, doit nécessairement être, ou bien quelque chose qui naît et périt [et il en sera de même du mouvement], ou bien quelque chose qui ne naît ni ne périt, comme le dit l’adversaire <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Voy. ci-dessus, pag. 35, note 4.</i>. Or, si la sphère céleste est une chose qui naît et périt, ce qui l’a fait exister après le non-être, c’est Dieu [que son nom soit glorifié!]; c’est là une notion première, car tout ce qui existe après ne pas avoir existé suppose nécessairement quelque chose qui l’ait appelé à l’existence, et il est inadmissible qu’il se soit fait exister lui-même. Si, au contraire, cette sphère n’a jamais cessé et ne cessera jamais de se mouvoir ainsi par un mouvement perpétuel et éternel, il faut, en vertu des propositions qui précèdent, que ce qui lui imprime le mouvement éternel ne soit ni un corps, ni une force dans un corps; et ce sera encore Dieu [que son nom soit glorifié!]. Il est donc clair que l’existence de Dieu [être nécessaire, sans cause, et dont l’existence est en elle-même exempte de toute <i>possibilité</i>] est démontrée par des preuves décisives et certaines <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Ainsi que le fait observer ici le commentateur Ephodi, il ne peut y avoir, pour l’existence de Dieu, de démonstration rigoureuse, basée sur des prémisses bien définies, puisque, comme l’auteur l’a dit ailleurs, Dieu n’a pas de <italic>causes antérieures</italic> et ne saurait être défini. Les preuves qu’on allègue pour l’existence de Dieu sont donc de celles qui sont basées sur des définitions imparfaites, où l’antérieur est défini par le postérieur. Voy. le t. I de cet ouvrage, pag. 190, et <italic>ibid.</italic>, notes 3 et 4. Cf. <italic>Mélanges de philosophie juive et arabe</italic>, pag. 192 et 193.</i>, n’importe que le monde soit une création <i>ex nihilo</i>, ou qu’il ne le soit pas. De même, il est établi par des démonstrations qu’il (Dieu) est <i>un</i> et incorporel, comme nous l’avons dit précédemment: car la démonstration de son unité et de son incorporalité reste établie, n’importe que le monde soit, ou non, une création <i>ex nihilo</i>, comme nous l’avons exposé dans la troisième des méthodes philosophiques <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Voy. le chap. précédent, à la fin de la 3<sup>e</sup> <italic>spéculation</italic>, où l’auteur a montré que, l’existence de l’<italic>être nécessaire</italic> étant établie, il est facile de démontrer que cet être est <italic>un</italic> et incorporel.</i>, et comme (ensuite) nous avons exposé (à part) l’incorporalité et l’unité par des méthodes philosophiques <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">L’auteur veut dire que les preuves alléguées à la fin du chap. I, pour établir l’unité et l’incorporalité de Dieu, sont également indépendantes de la théorie de l’éternité du monde et conservent toute leur force, même avec la doctrine de la <italic>création</italic>. — Un seul de nos mss., et c’est le moins correct, porte: <img alt=""art"" src=""images/Art_P17.jpg""/>; Ibn-Tibbon a également lu les mots <span dir=""rtl"">פי תביין</span>, qu’il a rendus par <span dir=""rtl"">בפירוש</span>.</i>.",
"Guide for the Perplexed, Part 2 2:2","והנה טוב אצלו שאשלים דעות הפילוסופים ואבאר ראיותיהם במציאות השכלים הנפרדים ואבאר הסכים זה ליסודות תורתנו – רצוני לומר: מציאות המלאכים. ואשלים זה הענין ואחר כך אשוב למה שידעתיו מהביא ראיות על חידוש העולם – כי החזקות שבראיותינו עליו לא יתאמתו ולא יתבארו אלא אחר ידיעת מציאות השכלים הנפרדים, ואיך אביא ראיה על מציאותם. ואי אפשר מבלתי הקדים לפני כל זה הקדמה היא נר מאיר תעלומות זה המאמר כולו מה שקדם מפרקיו ומה שיתאחר. והיא זאת ההקדמה.","Il m’a paru bon d’achever les théories des philosophes en exposant leurs preuves pour l’existence des <i>intelligences séparées</i>, et de montrer qu’ils sont d’accord, en cela <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Tous les mss. portent <span dir=""rtl"">מטאבקה̈ דׄלך</span>, <italic>la conformité de cela</italic>. L’édition <italic>princeps</italic> de la version d’Ibn-Tibbon rend ces mots par <span dir=""rtl"">הַסבימוׄ</span> (pour <span dir=""rtl"">הסבמת זה</span>); les autres éditions, ainsi que plusieurs mss., substituent <span dir=""rtl"">השתווחם</span>. Al-’Harîzi: <span dir=""rtl"">איך יאות זה הענין</span>.</i>, avec les principes de notre religion: je veux parler de l’existence des <i>anges</i>. Après avoir achevé ce sujet, je reviendrai à l’argumentation que j’ai promise sur la <i>nouveauté du monde:</i> car nos principales preuves là-dessus ne seront solides et claires qu’après qu’on aura connu l’existence des <i>intelligences séparées</i> et les preuves sur lesquelles elle s’appuie <sup class=""footnote-marker"">(4)</sup><i class=""footnote"">Littéralement: <italic>et comment on a prouvé leur existence;</italic> c.-à-d. et après qu’on aura su comment les philosophes s’y sont pris pour prouver l’existence de ces intelligences. Le verbe <img alt=""art"" src=""images/Art_P18.jpg""/> doit être prononcé comme prétérit passif <img alt=""art"" src=""images/Art_P19.jpg""/>. Ibn-Tibbon l’a pris, par erreur, pour un futur actif <img alt=""art"" src=""images/Art_P20.jpg""/>, et il a traduit <span dir=""rtl"">ואיך אביא ראיה</span>, <italic>et comment prouverai-je?</italic> ce qui a embarrassé les commentateurs. Al-’Harîzi a bien rendu le sens en traduisant: <span dir=""rtl"">ואיך הביאו ראיה</span>, <italic>et comment ils ont prouvé</italic>.</i>. Mais, avant tout cela, il faut que je fasse une observation préliminaire, qui sera un flambeau pour éclaircir les obscurités de ce traité tout entier, tant des chapitres qui ont précédé que de ceux qui suivront, et cette observation, la voici:",
