"Guide for the Perplexed, Part 2 Introduction 1",בשם יי אל עולם!,AU NOM DE L’ÉTERNEL DIEU DE L’UNIVERS,
"Guide for the Perplexed, Part 2 29:9","ואמר בשוב מלכות ׳ישראל׳ וקיומו והתמדתו שהאלוה יחדש שמים וארץ כי כבר נמשך זה בדבריו שישים מלכות המלך כאילו הוא עולם מיוחד לו – רצוני לומר: שמים וארץ. וכאשר התחיל ב׳נחמות׳ ואמר: ״אנכי אנכי הוא מנחמכם״ ומה שדבק בזה – אמר ״ואשים דברי בפיך ובצל ידי כסיתיך לנטוע שמים וליסוד ארץ ולאמר לציון עמי אתה״ ואמר בהשאר המלכות ל׳ישראל׳ וסורו מן הגדולים המפורסמים ״כי ההרים ימושו וגו׳״. ואמר בהתמדת מלכות ה׳משיח׳ ושלא תנתץ מלכות ׳ישראל׳ אחרי כן, אמר ״לא יבוא עוד שמשך וגו׳״. ועוד, כי ישעיה הנהיג דבריו על אלו ההשאלות הנמשכות למי שיבין עניני הדברים וסיפר עניני ה׳גלות׳ ופרטיהם ואחר כן סיפר שוב המלכות והמחות האבל ההוא כולו, ואמר ממשל אני אברא שמים אחרים וארץ אחרת וישכחו הראשונות וימחה זכרם; ואחר כן באר זה בדבקות המאמר ואמר זה אשר אמרתי ׳אברא׳ – אני רוצה בו שאני אשימכם בענין שמחה תדירה וחדוה – במקום האבל ההוא והצער ולא יזכר האבן ההוא הקודם.","En parlant de la restauration du royaume des Israélites, de sa stabilité et de sa durée, il dit que Dieu produira de nouveau un ciel et une terre; car, dans son langage, il s’exprime toujours au sujet du règne d’un roi, comme si c’était un monde propre à celui-ci, à savoir: un ciel et une terre. Après avoir commencé les consolations (par les mots): <i>Moi, moi-même je vous console</i> (<i>ibid.,</i> v. 12), et ce qui suit, il s’exprime ainsi: <i>Je mets mes paroles dans ta bouche et je te couvre de l’ombre de ma main, pour implanter les cieux, pour fonder la terre et pour dire à Sion: tu es mon peuple</i> (<i>ibid.,</i> v. 16). Pour dire que la domination restera aux Israélites et qu’elle s’éloignera des puissants célèbres, il s’exprime ainsi: <i>Car les montagnes céderont,</i> etc. (<i>ibid.,</i> LIV, 10). En parlant de la perpétuité du règne du Messie, et (pour dire) que le règne d’Israël ne sera plus détruit depuis, il s’exprime ainsi: <i>Ton soleil ne se couchera plus,</i> etc. (<i>ibid.,</i> LX, 20). — Enfin, pour celui qui comprend le sens de ce langage, ce sont de pareilles métaphores, souvent répétées, qu’Isaïe emploie dans son discours. C’est ainsi que, décrivant les circonstances de l’exil et leurs particularités, et ensuite le retour de la puissance et la disparition de tous ces deuils, il dit allégoriquement: Je créerai un autre ciel et une autre terre, ceux d’à présent <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">(1) Tous les mss. arabes ont <span dir=""rtl"">ותנסי תלך</span>, ce qu’Ibn-Tibbon et Al-’Harîzi rendent par <span dir=""rtl"">וישכחו הראשונים</span>.</i> seront oubliés et leur trace sera effacée. Puis il explique cela dans la suite du discours, et il dit: Si j’emploie les mots <i>je créerai</i> etc., je veux dire par là que je vous formerai un état de joie continuelle et d’allégresse en place de ces deuils et de cette affliction, et on ne pensera plus à ces deuils précédents. ",
"Guide for the Perplexed, Part 2 29:10","ושמע סדר הענינים והדבק ה׳פסוקים׳ המורים עליהם איך בא. תחלת פתיחת זה הענין אמר: ״חסדי יי אזכיר תהלות יי וגו׳״. אחר כן סיפר חסדיו ית׳ עלינו תחלה ״וינטלם וינשאם כל ימי עולם״. אחר כן סיפר מרינו ״והמה מרו ועצבו את רוח קדשו״ ומה שדבק בו. אחר כן סיפר ממשלת האויב עלינו ״צרינו בוססו מקדשך״ ומה שדבק בו. אחר כן התפלל בעבורנו ואמר: ״אל תקצוף יי עד מאד״ ומה שדבק בו. אחר כן זכר אפני התחיבנו לרוב מה שנוגענו בו שנקראנו אל האמת ולא ענינו אמר ״נדרשתי ללוא שאלו וגו׳״. אחרי כן יעד במחילה וברחמים ואמר: ״כה אמר יי כאשר ימצא התירוש באשכול וגו׳״ ומה שנדבק בזה. אחר כן יעד רע לאשר חמסונו ואמר: ״הנה עבדי יאכלו ואתם תרעבו וגו׳״. אחר כן סמך לזה זכרו שזאת האומה – יתוקנו אמונותיה ותהיה ברכה בארץ ותשכח כל מה שקדם מאלו הענינים המתחלפים – ואמר דבר זה לשונו: ״ולעבדיו יקרא שם אחר אשר המתברך בארץ יתברך באלהי אמן והנשבע בארץ ישבע באלהי אמן – כי נשכחו הצרות הראשונות וכי נסתרו מעיני; כי הנני בורא שמים חדשים וארץ חדשה ולא תזכרנה הראשונות ולא תעלינה על לב; כי אם שישו וגילו עדי עד אשר אני בורא – כי הנני בורא את ירושלים גילה ועמה – משוש וגלתי בירושלים וגו׳״. הנה כבר התבאר לך הענין כולו ונגלה. והוא כי כאשר אמר: ׳כי הנני בורא שמים חדשים וארץ חדשה׳ פרש זה מיד ואמר: ׳כי הנני בורא את ירושלים וגילה ועמה – משוש׳. ואחר זאת ההקדמה אמר שעניני האמונה ההם והשמחה בה אשר יעדתיך אני שאבראם כמו שהם – עומדים תמיד כי האמונה באלוה והשמחה באמונה ההיא הם שני ענינים אי אפשר שיסורו ולא ישתנו לעולם מכל מי שהיו לו; ואמר כמו שענין האמונה ההיא והשמחה בה אשר יעדתי שימלאו הארץ, תמידים קיימים כן יתמיד זרעכם ושמכם. והוא אמרו אחר זה: ״כי כאשר השמים החדשים והארץ החדשה אשר אני עושה עומדים לפני – נאום יי – כן יעמוד זרעכם ושמכם״ – כי פעמים ישאר ה׳זרע׳ ולא ישאר ה׳שם׳ כמו שתמצא אומות רבות אין ספק שהם מזרע ׳פרס׳ או ׳יון׳ אלא שלא יודעו בשם מיוחד אבל כללה אותם אומה אחרת. וזה גם כן אצלי הערה על נצחות התורה אשר בעבורה יש לנו ׳שם׳ מיוחד.","Ecoute l’enchaînement des idées et comment se suivent les versets qui s’y rapportent: d’abord, en commençant ce sujet, il dit: <i>Je rappellerai les bontés de l’Éternel, les louanges de l’Éternel,</i> etc. (<i>ibid.,</i> LXIII, 7). Après cela, il dépeint tout d’abord les bontés de Dieu envers nous (en disant): <i>Il les a soulevés et il les a portés tous les jours de l’éternité,</i> et tout l’ensemble du passage (<i>ibid.,</i> v. 9). Puis il décrit notre rébellion: <i>Ils se sont révoltés et ils ont irrité son esprit saint,</i> et ce qui suit (<i>ibid.,</i> v. 10). Ensuite il décrit comment l’ennemi s’est rendu maître de nous: <i>Nos ennemis ont foulé ton sanctuaire; nous sommes</i> (<i>comme ceux</i>) <i>sur lesquels tu n’as jamais dominé,</i> et ce qui suit (<i>ibid.,</i> v. 18 et 19). Ensuite, il prie pour nous, et il dit: <i>Ne t’irrite pas trop, ô Éternel,</i> et ce qui suit (<i>ibid.,</i> LXIV, 8). Après cela il rappelle de quelle manière nous avons mérité le grave (châtiment) par lequel nous avons été éprouvés, puisque nous avons été appelés à la vérité et que nous n’avons pas répondu, et il dit: <i>Je me suis laissé chercher par ceux qui n’avaient pas demandé,</i> etc. (<i>ibid.,</i> LXV, 1). Puis, il promet le pardon et la miséricorde, et il dit: <i>Ainsi parle l’Eternel: comme le moût se trouve dans la grappe,</i> et ce qui suit (<i>ibid.,</i> v. 8). Il menace ensuite ceux qui nous ont opprimés, et il dit: <i>Voici, mes serviteurs mangeront, et vous, vous aurez faim,</i> etc. (<i>ibid.,</i> v. 13). Enfin, il ajoute à cela que les croyances de cette nation se corrigeront, qu’elle deviendra un objet de bénédiction sur la terre, et qu’elle oubliera toutes les vicissitudes précédentes; et il s’exprime en ces termes: <i>Et il appellera ses serviteurs par un autre nom; celui qui se bénira sur la terre se bénira par le vrai Dieu</i>, <i>et celui qui jurera sur la terre jurera par le vrai Dieu; car les premières détresses seront oubliées et dérobées à mes yeux. Car voici</i>, <i>je crée des cieux nouveaux et une terre nouvelle, on ne pensera plus à ce qui a précédé et on ne s’en souviendra plus. Mais, réjouissez-vous et tressaillez pour toujours à cause de ce que je crée; car voici, je crée Jérusalem pour l’allégresse, et son peuple pour la joie. Et je me réjouirai de Jérusalem</i>, etc. (<i>ibid.,</i> v. 15-19). — Tu as donc maintenant une explication claire de tout le sujet. C’est que, après avoir dit: <i>Car voici, je crée des cieux nouveaux et une terre nouvelle,</i> il l’explique immédiatement, en disant: <i>Car voici, je crée Jérusalem pour l’allégresse, et son peuple pour la joie.</i> Après ce préambule, il dit: De même que ces circonstances de la foi et de l’allégresse qui s’y rattache, (circonstances) que j’ai promis de créer <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">(1) Il faut effacer ici dans la version d’Ibn-Tibbon les mots <span dir=""rtl"">וימלאו את הארץ</span>, qui ne sont exprimés ni dans le texte arabe, ni dans la version d’Al-’Harîzi.</i>, subsisteront toujours, — car la foi en Dieu et l’allégresse que cause cette foi sont deux circonstances qui ne peuvent jamais cesser ni s’altérer dans celui à qui elles sont arrivées <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">(2) Dans la version d’Ibn-Tibbon, au lieu de <span dir=""rtl"">ממה שהגיע אליו</span>, il faut lire: <span dir=""rtl"">מכל מי שהיו לו</span>, comme l’ont les mss. — La phrase ayant été interrompue ici par une parenthèse, l’auteur la recommence une seconde fois.</i>; — il dit donc. De même que cet état de foi et d’allégresse, que j’annonce comme devant être universel sur la terre, sera perpétuel et stable, de même se perpétuera votre race et votre nom. C’est là ce qu’il dit après: <i>Car de même que ces cieux nouveaux et cette terre nouvelle que je ferai subsistent devant moi</i>, <i>dit l’Éternel, de même subsistera votre race et votre nom</i> (<i>ibid.,</i> LXVI, 22). Car il arrive quelquefois que la <i>race</i> reste, et que le <i>nom</i> ne reste pas; tu trouves, par exemple, beaucoup de peuples qui indubitablement sont de la race des Perses ou des Grecs, et qui cependant ne sont plus connus par un nom particulier, mais qu’une autre nation a absorbés. Il y a là encore, selon moi, une allusion à la perpétuité de la Loi (de Moïse), à cause de laquelle nous avons un nom particulier.",
"Guide for the Perplexed, Part 2 29:11",וכאשר באו אלו ההשאלות בישעיה הרבה מפני זה פרשתי כולם; וכבר בא מהם גם כן בדברי זולתו.,"Comme ces métaphores se rencontrent fréquemment dans Isaïe, j’ai dû, à cause de cela, les parcourir toutes; mais il s’en trouve aussi quelquefois dans le discours des autres (prophètes).",
"Guide for the Perplexed, Part 2 29:12",אמר ירמיה בסיפור חורבן ירושלים ׳בעונות אבותינו׳: ״ראיתי את הארץ והנה תוהו ובוהו וגו׳״.,"J<small>ÉRÉMIE</small> dit, en décrivant la destruction de Jérusalem, due aux crimes de nos ancêtres: <i>J’ai vu la terre</i>, <i>et il n’y avait que le vide et le chaos</i> (IV, 23).",
"Guide for the Perplexed, Part 2 29:13",ואמר יחזקאל בסיפור אבדת מלכות מצרים ומיתת פרעה על ידי נבוכדנצר אמר ״וכיסיתי בכבותך שמים והקדרתי את כוכביהם שמש בענן אכסנו וירח לא יאיר אורו – כל מאורי אור בשמים – אקדירם עליך ונתתי חושך על ארצך – נאום אדוני יי״.,"E<small>ZÉCHIEL</small> dit, en décrivant la ruine du royaume d’Égypte et la chute du Pharaon par la main de Nebouchadneçar: <i>Je couvrirai les cieux en t’éteignant, et j’obscurcirai leurs astres; je couvrirai le soleil d’un nuage, et la lune ne fera pas luire sa lumière. Toutes les clartés de lumière dans les cieux, je les obscurcirai sur toi, et je répandrai des ténèbres sur ta terre, dit le Seigneur, l’Éternel</i> (XXXII, 7–8).",
"Guide for the Perplexed, Part 2 29:14",ואמר יואל בן פתואל בארבה העצום אשר בא בימים אמר ״לפניו רגזה ארץ רעשו שמים שמש וירח קדרו וכוכבים אספו נגהם״.,"J<small>OEL,</small> fils de Pethouel, dit (en parlant) de la multitude des sauterelles qui arrivèrent de son temps: <i>Devant elles la terre tremble</i>, <i>le ciel s’ébranle</i>, <i>le soleil et la lune s’obscurcissent</i>, <i>et les astres retirent leur clarté</i> (II, 10).",
"Guide for the Perplexed, Part 2 29:15",ואמר עמוס בסיפור חרבן שומרון ״והבאתי השמש בצהרים והחשכתי לארץ ביום אור והפכתי חגיכם וגו׳״.,"A<small>MOS</small> dit, en décrivant la destruction de Samarie: <i>Je ferai coucher le soleil en plein midi, et je couvrirai de ténèbres la terre au milieu de la clarté du jour; je changerai vos fêtes en deuil, etc.</i> (VIII, 9 et 10).",
"Guide for the Perplexed, Part 2 29:16",ואמר מיכה באבידת שומרון נמשך על המאמרים הספוריים המפורסמים הידועים ״כי הנה יי יוצא ממקומו וירד ודרך על במתי ארץ ונמסו ההרים וגו׳״.,"M<small>ICHA</small> dit, au sujet de la destruction de Samarie, en demeurant toujours dans ces expressions oratoires généralement connues: <i>Car voici, l’Éternel sort de sa résidence, il descend, et il foule les hauteurs de la terre; les montagnes se fondent, etc.</i> (I, 3-4).",
"Guide for the Perplexed, Part 2 29:17",ואמר חגי בנתיצת ׳מלכות פרס ומדי׳: ״ואני מרעיש את השמים ואת הארץ ואת הים ואת החרבה והרעשתי את כל הגוים״.,"’H<small>AGGAΪ</small> dit (en parlant) de la destruction du royaume des Perses et des Mèdes: <i>J’ébranlerai les cieux et la terre, la mer et le continent; je remuerai toutes les nations, etc.</i> (II, 6-7).",
"Guide for the Perplexed, Part 2 29:18","ובצבוא יואב על ארם כאשר התחיל לספר איך היתה חולשת האומה ושפלותה מלפנים והיותם מנוצחים נגפים ויעתר לעזרם עתה, אמר ״הרעשתה ארץ פצמתה רפה שבריה כי מטה״. ואמר עוד בענין שאנחנו לא נירא כשימותו האומות ויאבדו להיותנו נשענים על ישועתו ית׳ לא על חרבנו וכוחנו כמו שאמר ״עם נושע ביי״ – אמר ״על כן לא נירא בהמיר ארץ ובמוט הרים בלב ימים״.","Au sujet de l’expédition de Joab contre les Araméens, lorsqu’il (David) dépeint combien la nation était faible et abaissée auparavant et comment (les Israélites) étaient vaincus et mis en fuite, et qu’il prie pour qu’ils soient victorieux dans ce moment, il s’exprime ainsi: <i>Tu as ébranlé la terre, tu l’as brisée; guéris ses fractures</i>, <i>car elle chancelle</i> (Ps. LX, 4). De même, pour nous avertir que nous ne devons rien craindre lorsque les peuples périssent et s’en vont, — parce que nous nous appuyons sur le secours du Très-Haut et non pas sur notre combat et sur notre force, comme a dit (Moïse): <i>Peuple secouru de l’Eternel</i> (Deut., XXXIII, 29),— il dit: <i>C’est pourquoi nous ne craignons rien, lorsque la terre change et que les montagnes chancellent au cœur des mers</i> (Ps. XLVI, 3). ",
"Guide for the Perplexed, Part 2 29:19",ובא בסיפור טביעת המצריים ״ראוך מים – יחילו אף ירגזו תהומות וגו׳ קול רעמך בגלגל וגו׳ רגזה ותרעש הארץ״; ״הבנהרים חרה יי וגו׳? ״; ״עלה עשן באפו״. וכן בשירת דבורה: ״ארץ רעשה וגו׳״. ובה מזה הרבה; ומה שלא אזכור ממנו ינשא על מה שזכרתי.,"Au sujet de la submersion des Egyptiens, on trouve (les expressions suivantes): <i>Les eaux t’ont vu et elles ont tremblé, et les abîmes se sont émus. La voix de ton tonnerre dans le tourbillon etc., la terre tremblait et s’ébranlait</i> (Ps. LXXVII, 17 et 19). <i>L’Éternel est-il en colère contre les fleuves</i> (Habac., III, 8)? <i>La fumée monta dans ses narines etc.</i> (Ps. XVIII, 9). De même, dans le cantique de Débora: <i>la terre s’ébranla, etc.</i> (Juges, V, 4.— On rencontre beaucoup (d’autres passages) de ce genre; ce que je n’ai pas cité, tu l’expliqueras d’une manière analogue <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">(1) Littéralement: <italic>Mesure-le</italic> (ou <italic>compare-le</italic>) <italic>avec ce que j’ai cité.</italic></i>.",
"Guide for the Perplexed, Part 2 29:20","ואמנם מאמר יואל: ״ונתתי מופתים בשמים ובארץ דם ואש ותמרות עשן, השמש יהפך לחושך והירח לדם – לפני בוא יום יי הגדול והנורא; והיה – כל אשר יקרא בשם יי ימלט כי בהר ציון ובירושלים תהיה פליטה וגו׳״ – הטוב אצלי שהוא מספר מיתת סנחריב על ירושלים; ואם לא תרצה זה יהיה סיפורו – מיתת גוג על ירושלים ׳בימי המלך המשיח׳ – עם היותו גם כן בלתי זוכר בזה הענין אלא רוב ההרג ושרפת האש ולקות המאורות. ואולי תאמר איך יקרא ׳יום יי הגדול והנורא׳ יום מיתת סנחריב בפרושנו? הנה תדע כי כל יום שתהיה בו ישועה גדולה או מכה גדולה – יקרא ׳יום יי הגדול והנורא׳ כבר אמר יואל זה על יום בוא הארבה ההוא עליהם ״כי גדול יום יי ונורא מאד ומי יכילנו?״.","Quant à ces paroles de Joel (III, 3-5): <i>Je montrerai des prodiges dans les cieux et sur la terre, du sang, du feu et des colonnes de fumée. Le soleil sera changé en ténèbres et la lune en sang, avant qu’arrive le jour grand et terrible de l’Éternel. Et quiconque invoquera le nom de l’Éternel sera sauvé; car sur le mont Sion et dans Jérusalem il y aura un refuge etc.,</i> — je serais très porté à croire qu’il veut décrire la ruine de San’hérib (dans son expédition) contre Jérusalem. Mais, si tu ne veux pas (admettre) cela, ce peut être la description de la ruine de Gôg (qui aura lieu) devant Jérusalem, aux jours du roi-Messie, bien qu’il ne soit question, dans ce passage, que du grand carnage, du ravage des flammes et de l’éclipse des deux astres. Tu diras peut-être: comment se fait-il que, selon notre explication, il appelle le jour de la ruine de San’hérib <i>le jour grand et terrible de l’Eternel?</i> Mais il faut savoir que chaque jour auquel a lieu une grande victoire ou une grande calamité est appelé <i>le jour grand et terrible de l’Eternel.</i> Joel a dit de même (en parlant) du jour où ces sauterelles arrivèrent contre eux <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">(1) Cette phrase manque dans les éditions de la version d’Ihn-Tibbon; il faut ajouter, d’après les mss.: <span dir=""rtl"">כבר אמר יואל זה על יום בוא הארבה עליהם</span>.</i> (II, 11): <i>Car grand est le jour de l’Eternel et fort terrible; qui peut le supporter?</i>",
"Guide for the Perplexed, Part 2 29:21",והענין אשר נלך סביבו כבר התבאר והוא שהפסד זה העולם והשתנותו ממה שהוא או השתנות דבר מטבעו והמשכו לפי השינוי ההוא – הוא דבר שלא בא אלינו בזה דבר נביא ולא דבר ׳חכמים׳ עוד. כי אמרם ״שיתא אלפי שנין הוי עלמא וחד חרוב״ – אינו העדר המציאות לגמרי לאמרו: ׳וחד חרוב׳ – הורה על השאר הזמן. וזה עוד – מאמר: ׳יחיד׳ והוא על צורה אחת; ואשר תמצא לכל ה׳חכמים׳ תמיד והוא – יסוד יעשה ממנו ראיה כל אחד מ׳חכמי המשנה׳ ו׳חכמי התלמוד׳ הוא – אמרו: ״אין כל חדש תחת השמש״ ושאין שם התחדשות בשום פנים ולא בשום סיבה; עד שמי שלקח ׳שמים חדשים וארץ חדשה׳ לפי מה שיחשב אמר ״אף שמים וארץ שעתידין להבראות – כבר הן ברויין ועומדין שנאמר: ׳עומדים לפני׳ – ׳יעמדו׳ ולא נאמר אלא ׳עומדין׳״ והביא ראיה באמרו: ׳אין כל חדש תחת השמש׳. ולא תחשוב שזה סותר למה שבארתיו; אבל אפשר שהוא רוצה שהענינים ההם היעודים הטבע המחיב אותם אז – מ׳ששת ימי בראשית׳ הוא נברא – וזה אמת.,"On connaît déjà le but auquel nous visons; c’est (de prouver) qu’une destruction (future) de ce monde, un changement de l’état dans lequel il est, ou même un changement quelconque dans sa nature, de manière qu’il doive ensuite rester dans cet état altéré <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">(2) Par ces derniers mots, l’auteur, comme il va le dire lui-même, indique qu’il se peut bien qu’il survienne parfois un changement momentané, par suite d’un miracle; mais jamais les lois de la nature ne seront modifiées d’une manière définitive.</i>, est une chose qu’aucun texte prophétique, ni même aucun discours des docteurs ne vient appuyer; car, lorsque ces derniers disent: « Le monde dure six mille ans et pendant un millénaire il reste dévasté <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">(3) Voy. Talmud de Babylone, <italic>Rôsch ha-schanâ</italic>, fol. 31 <italic>a; Synhédrin,</italic> fol. 97 <italic>a</italic>.</i>, » ce n’est pas (dans ce sens) que tout ce qui existe doive rentrer dans le néant, puisque ces mots même: <i>et pendant un millénaire il reste dévasté,</i> indiquent que le <i>temps</i> restera <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">(1) La mesure du temps par <italic>un millénaire</italic> prouve que, selon l’auteur de ce passage talmudique, le mouvement et le temps existeront. Donc il restera quelque chose de la <italic>Création;</italic> car, dans le système orthodoxe, le mouvement et le temps ne sauraient être éternels, et nécessairement ils sont <italic>créés</italic>, comme le soutient Maïmonide contre Aristote (voy. ci-dessus chap. XIII, et, ci-après, chap. XXX, p. 231 et suiv.).</i>. Au reste, c’est là une opinion individuelle et (conçue) suivant une certaine manière de voir <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">(2) C’est-à-dire, dans le système de ceux qui disent que le monde, après avoir parcouru un certain cycle, revient à son premier état de chaos, en sorte que Dieu crée toujours des mondes pour les détruire après un certain temps: <span dir=""rtl"">בורא עולמות ומחריבן</span>. Voy. <italic>Beréschîth-Rabbâ</italic>, sect. 3 (fol. 3, col. 3), et cf. ci-après, p. 233, et <italic>ibd</italic>., notes 1 et 2.</i>. Mais, ce que tu trouves continuellement chez tous les docteurs, et ce qui est un principe fondamental dont chacun des docteurs de la <i>Mischnâ</i> et du <i>Talmud</i> tire des arguments, c’est que, selon cette parole: <i>Rien de nouveau sous le soleil</i> (Ecclesiaste, I, 9), aucun renouvellement n’aura lieu de quelque manière et par quelque cause que ce soit. Gela est si vrai, que celui-là même qui prend les mots (d’Isaïe) <i>cieux nouveaux</i> et <i>terre nouvelle</i> dans le sens qu’on leur attribue (par erreur) <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">(3) C’est-à-dire: Celui-là même qui ne prend point ces mots pour une métaphore, et qui croit au contraire qu’il s’agit réellement d’un renouvellement dans la nature, croit devoir supposer que ce renouvellement avait été prévu, et, pour ainsi dire, mis en réserve dès le moment de la création.</i>, dit pourtant: « Même les cieux et la terre qui seront produits un jour sont déjà créés et subsistent, puisqu’il est dit: <i>ils subsistent devant moi;</i> on ne dit donc pas <i>ils subsisteront</i>, mais <i>ils subsistent</i> »; et il prend pour argument ces mots, <i>rien de nouveau sous le soleil</i> <sup class=""footnote-marker"">(4)</sup><i class=""footnote"">(4) L’auteur paraît avoir eu en vue le passage suivant du <italic>Beréschîth rabbâ</italic>, sect. I (fol. 2, col. 1): <span dir=""rtl"">אפילו אותן שכתוב בהן כי הנני בורא שמים חדשים כבר הן ברואים מששת ימי בראשית הה״ד כי כאשר השמים החדשים והארץ החדשה חדשה אין כתיב כאן אלא החדשה</span>. On voit qu’il n’est point question ici du participe <span dir=""rtl"">עומדיס</span> ni du verset de l’Ecclésiaste·, il paraîtrait que Maïmonide avait sous les yeux une autre rédaction de ce passage. Voy. le commentaire <italic>Yephé toar</italic> sur le <italic>Beréschîth rabbâ</italic>, sect. I, à la fin du § 18.</i>. Ne crois pas (du reste) que cela soit en opposition avec ce que j’ai exposé; il est possible, au contraire, qu’il ait voulu dire par là que la disposition physique qui devra alors produire ces circonstances promises (par le prophète) est créée depuis les six jours de la création; ce qui est vrai.",
"Guide for the Perplexed, Part 2 29:22","ואמנם, אמרתי שלא ישתנה דבר מטבעו וימשך על השינוי ההוא – להשמר מן הנפלאות; כי אף על פי שנהפך המטה לנחש ונהפכו המים לדם והיד הטהורה הנכבדת – לבנה מבלתי סיבה טבעית מחיבת אותם – הענינים ההם והדומה להם לא ימשכו ולא שבו טבע אחר אבל כמו שאמרו: ׳ז״ל׳: ״עולם כמנהגו הולך״. זהו דעתי והוא שצריך שיאמן – אף על פי שה׳חכמים ז״ל׳ כבר אמרו בנפלאות דברים זרים מאד תמצאם כתובים ב׳בראשית רבה׳ ו׳במדרש קוהלת׳. והענין ההוא הוא שהם רואים שהנפלאות הם ממה שבטבע גם כן על צד אחד – וזה שהם אמרו כי כשברא האלוה זה המציאות והטביע על אלו הטבעים שם בטבעים ההם – שיתחדש בהם כל מה שנתחדש מהנפלאות בעת חידושם ואות הנביא – שהודיעהו האלוה בעת אשר יאמר בו מה שיאמר ויפעל הדבר ההוא כמו שהושם בטבעו בשורש מה שהוטבע. וזה – אם הוא כמו שתראהו – הוא מורה על מעלת האומר והיות קשה בעיניו מאד שישתנה טבע אחר ׳מעשה בראשית׳ או יתחדש רצון אחר אחר שהונחו כן; וכאלו הוא יראה, על דרך משל, שהושם בטבע המים שידבקו ויגרו ממעלה למטה תמיד, רק בעת ההיא שטבעו בו המצרים והמים ההם לבד הם שיחלקו.","Si j’ai dit que rien ne changera sa nature, <i>de manière à rester dans cet état altéré</i>, ç’a été uniquement pour faire mes réserves au sujet des miracles; car, quoique le bâton (de Moïse) se fût changé en serpent et l’eau en sang, et que la main pure et glorieuse fût devenue blanche (par la lèpre), sans que cela fût le résultat d’une cause naturelle, ces circonstances pourtant et d’autres semblables ne durèrent point et ne devinrent point une autre nature; et on a dit au contraire: <i>Le monde suit sa marche habituelle</i> <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">(1) Phrase empruntée au Talmud, ’<italic>Abôdâ-Zarâ</italic>, fol. 54 <italic>b.</italic></i>. Telle est mon opinion, et c’est là ce qu’il faut croire. A la vérité, les docteurs se sont exprimés sur les miracles d’une manière fort extraordinaire, dans un passage que tu trouveras dans le <i>Beréschith rabbâ</i> et dans le <i>Midrasch Kohéleth.</i> Mais l’idée qu’ils ont voulu exprimer est celle-ci <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">(2) Littéralement: <italic>Ce sujet est</italic> (ou <italic>signifie</italic>) <italic>qu’ils croient que les miracles</italic>, etc. C’est-à-dire: la chose qu’ils ont voulu indiquer par le passage en question, c’est leur manière de voir au sujet des miracles.</i>: que les miracles sont aussi, en quelque sorte, dans la nature; car, disent-ils, lorsque Dieu créa cet univers et qu’il y mit ces dispositions physiques, il mit aussi dans ces dispositions (la faculté) de faire naître tous les miracles survenus au moment même où ils sont réellement survenus <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">(3) Sur cette opinion, que l’auteur expose aussi dans son Commentaire sur la <italic>Mischnâ</italic>, voy. le t. I, p. 296, note 1.</i>. Le <i>signe</i> du prophète (selon cette opinion) consiste en ce que Dieu lui fait connaître le temps où il doit annoncer tel événement <sup class=""footnote-marker"">(4)</sup><i class=""footnote"">(4) Littéralement: <italic>Le temps ou il doit avancer ce qu’il avance;</italic> c’est-à-dire où il doit proclamer l’arrivée de tel miracle.</i> et où telle chose recevra telle action, selon ce qui a été mis dans sa nature dès le principe de sa création.",
