,34,לד; תיקון לאיש ולאשה שלא היה להם מנוחה אחר מיתתם
,35,לה; תיקון לאשה שהיתה סיבת מיתת בנה
,36,לו; תיקון למי ששפכו בעבורו מים ומלח לשדים
,37,לז; תיקון לזרע של קיימא
,38,לח; תקון לטירוף הדעת ולהריון
,39,לט; תיקון לאשה ששכבה עם בעלה בנדתה
,40,מ; תיקון למי ששפך בידו מים ומלח לשדים
,41,מא; תיקון לחולי ולבלבול הדעת
,42,מב; תיקון למי שאיבד את עצמו לדעת
,43,מג; תיקון להבא על אשת אחיו אחר מותו בהיותה פנויה
,44,מד; תקון לאיש שעכבה לו הנישואין אשתו הראשונה שמתו
,45,מה; תקון לגוסס המצטער
,46,מו; תקון למת המנודה
,47,מז; תיקון למי שהאכיל טרפות לישראל בשוגג
,48,מח; למי שאכל בשר טרפה במזיד
,49,מט; סדר א״ב ורמזיהן
,50,נ; סדר ברכת החמה ברוך המאיר לעלמא
