Id,Relevance,Ref,Version,Lang,Content,Field,Score
10,--,"Chizkuni, Exodus 13:18:2","Chizkuni, translated and annotated by Eliyahu Munk",en, had been attacked by the Amalekites. They needed these arms again when the conquered the land of Canaan under the leadership of Joshua. An alternate explanation of the word: חמושים. The word refers to,ngram,8.843139
11,--,Beitzah 38b:11,William Davidson Edition - English,en," Shabbat limits of all the parties combined. In order to prevent confusion between making dough in partnership and making it with borrowed ingredients, the Sages made a decree that the dough in both cases be subject to the same limitations.",aggresive-ngram,11.92607
12,--,Akeidat Yitzchak 95:18,Akeydat Yitzchak by Eliyahu Munk,en," total of its individual households, but becomes one single vast household in the process. The distinctiveness of the Jewish nation lies in the fact that it possesses the kind of human leadership which will ensure the presence of Divine leadership at the same time.",ngram,15.262398
13,--,"Chizkuni, Exodus 2:23:3","Chizkuni, translated and annotated by Eliyahu Munk",en," all the people who had been interested in killing him or seeing him killed had died already, (4,19) G-d did not want Moses to be in a position of refusing the leadership of the Jewish people due to",ngram,10.89034
14,--,"Shulchan Arukh, Orach Chayim 51:2",Sefaria Community Translation,en,If one finished Baruch Shemar prior to the prayer leader he should say Amen after the leader finishes.,aggresive-ngram,12.605273
15,--,Sforno on Exodus 18:22:2,"Eliyahu Munk, HaChut Hameshulash",en,"ונשאו אתך, they will give you the chance to give your full attention to those problems that are complicated by sharing the burden of leadership with you. They will also dispense knowledge to the people.",ngram,20.403164
16,--,Rashi on Numbers 25:4:2,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,"קח את כל ראשי העם TAKE ALL THE HEADS OF THE PEOPLE, to judge those who worshipped Peor (Sanhedrin 35a),",aggresive-ngram,11.746775
17,--,Makkot 9a:6,Sefaria Community Translation,en,"Therefore, a foreign resident is [considered] an idol worshiper!",aggresive-ngram,15.77071
18,--,Sforno on Exodus 14:15:1,"Eliyahu Munk, HaChut Hameshulash",en,"’ leadership to the point where he was afraid that they would refuse to enter the sea when told to. G’d told Moses that he had no right to assume such a thing, that in fact he was suspecting innocent people of lack of faith.",ngram,8.541491
19,--,Rashi on Deuteronomy 7:5:3,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,ואשירהם — Trees which they worship (Avodah Zarah 48a).,aggresive-ngram,13.262993
20,--,Rashi on Numbers 15:24:1,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,"ואם מעיני העדה נעשתה בשגגה — This means: If it is by the eyes (the leaders) of the community that this sin has been committed in error, i.e., that they have mistakenly taught of a certain one of the",aggresive-ngram,12.088291
21,--,For the Perplexed of the Generation 10:18,Sefaria Community Translation,en," expound the Torah and will find our nation ready to bring out to actuality those buds, then the light will go out to the entire nation. The nation that is so lofty for that wondrous leadership, in the inner",ngram,8.734332
22,--,Numbers 25:4,The Rashi chumash by Rabbi Shraga Silverstein,en,	And the L-rd said to Moses: Take all the heads of the people [to judge the worshippers of Peor] and hang them [the worshippers] up to the L-rd [after stoning them (all who are executed by stoning,aggresive-ngram,12.231911
23,--,Radak on Genesis 36:40:1,"Eliyahu Munk, HaChut Hameshulash",en,"ואלה, now the Torah mentions eight Alufim who were in positions of leadership after the kingdom of Edom had ceased to exist as such. There were eleven such Alufim.",ngram,20.441174
24,--,Darashos HaRan 8:23,"Derashot HaRan, by Rabbi Shraga Silverstein",en,"And I have yet another thought on this matter. It is well known that the common good and societal organization is best served when its leadership proceeds from one, distinct head. It is for this",ngram,18.167969
25,--,Darashos HaRan 8:24,"Derashot HaRan, by Rabbi Shraga Silverstein",en," L-rd in their mouth was true, their prophesying to Israel in a distinct style was liable to result in disorganization and ineffective leadership. For this reason Joshua asked that they be placed into prison, where they could prophesy for themselves.",ngram,9.0752125
26,--,Darashos HaRan 8:26,"Derashot HaRan, by Rabbi Shraga Silverstein",en,", imprison them!"" They deserve to be put into prison so that the leadership of Israel not suffer because of them. And according to the view that their ballots remained within the ballot box, the",ngram,8.579683
27,--,"Shney Luchot HaBrit, Vaetchanan, Torah Ohr 55",Shney Luchot Habrit by Rabbi Eliyahu Munk,en, to tell the people that his departure was due to their not meriting direct Divine guidance such they had enjoyed during his leadership.,ngram,10.735953
28,--,Bava Batra 137a:15,William Davidson Edition - English,en," recipient’s ownership; as one Sage, Rabban Shimon ben Gamliel, holds that ownership of the rights to use an item and the profits it engenders is considered like ownership of the item itself, and the",aggresive-ngram,12.830139
29,--,"Shney Luchot HaBrit, Beshalach, Torah Ohr 32",Shney Luchot Habrit by Rabbi Eliyahu Munk,en," song offered by the women under Miriam's leadership is addressed to להם, masculine. Why is Miriam's song not introduced by the words: ותען להן in the feminine gender? There are some linguistic",ngram,10.587391
30,--,Psalms 12:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader; on the Sheminith. A Psalm of David.,aggresive-ngram,13.687641
31,--,Sforno on Genesis 27:29:3,"Eliyahu Munk, HaChut Hameshulash",en," rightful aspirations. The Torah therefore warned the Jewish people not to curse the political leadership or the judiciary as such curses might backfire (Exodus 22,27)
",ngram,16.560997
32,--,"Chizkuni, Deuteronomy 29:9:2","Chizkuni, translated and annotated by Eliyahu Munk",en,"ראשיכם, זקניכם, the leaders of your tribes; who are these leaders? זקניכם ושוטריכם, “your elders and your appointed officials;”",aggresive-ngram,11.971599
33,--,Psalms 19:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. A Psalm of David.,aggresive-ngram,13.308121
34,--,Bava Batra 31b:1,William Davidson Edition - English,en,was the testimony contradicted with regard to ownership of the ancestors?,aggresive-ngram,12.267389
35,--,Sforno on Genesis 49:27:1,"Eliyahu Munk, HaChut Hameshulash",en," political  independence, and the religious leadership was in the hands of the אנשי כנסת הגדולה, a college of 120 elders.",ngram,12.876222
36,--,Berakhot 58a:16,William Davidson Edition - English,en," Meshekh and Tubal” (Ezekiel 38:3); and:As head above all; Rav Ḥanan bar Rava said that Rabbi Yoḥanan said: All leadership and authority, even the most insignificant, the one responsible for distributing water, is appointed by heaven. ",ngram,9.47876
37,--,Psalms 31:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. A Psalm of David.,aggresive-ngram,12.218111
38,--,Amos 2:3,Sefaria Community Translation,en,All their leaders will die,aggresive-ngram,15.747622
39,--,Taanit 24a:10,William Davidson Edition - English,en," Samuel of Rama, for whom rain fell even when he prayed for it in summer, and myself, Yehuda ben Gamliel. Woe to the generation that is stuck with this leadership; woe to him in whose days this has occurred. He grew upset, and rain came.",ngram,18.864899
40,--,Akeidat Yitzchak 33:52,Akeydat Yitzchak by Eliyahu Munk,en,"The Talmud Sanhedrin 5, tells us that the term ""king"" is not used here for Yehudah, to convey the idea that in the long years of exile when there will be no Jewish king, leadership functions will",ngram,15.243945
41,--,"Pesach Haggadah, Magid, In the Beginning Our Fathers Were Idol Worshipers 1","Mendes, London, 1862",en,"Originally our ancestors were worshippers of idolatry: but now the Omnipresent God hath brought us near to his worship, as it is said.  And Joshua said unto all the people, thus saith the Eternal",aggresive-ngram,11.82239
42,--,Akeidat Yitzchak 26:48,Akeydat Yitzchak by Eliyahu Munk,en," opportunities to attack the Jewish people's claim to moral leadership. Already Isaac had warned against this weakness in his blessing to Esau, when he told the latter, that he, Esau would be able to shake",ngram,10.689454
43,--,Mishnah Yoma 7:5,Sefaria Community Translation,en,"], robe, and tsits [forehead plate]. They were only allowed to question the urim vetumim [oracular device carried in the breastplate] while wearing these eight vestments. The urim vetumim was only questioned on behalf of the king, court, or someone the community requires [for leadership]. ",ngram,22.767916
44,--,Sforno on Numbers 16:15:2,"Eliyahu Munk, HaChut Hameshulash",en," exclusively used for their benefit and not for mine. Their present complaints prove only that they are extremely ungrateful, seeing that they have benefited from my leadership.",ngram,16.96364
45,--,Sforno on Genesis 15:4:1,"Eliyahu Munk, HaChut Hameshulash",en,"לא יירשך זה כי אם אשר יצא ממעיך, for the son would succeed taking over Avram’s leadership role amongst large number of followers while his father was still alive. This is the true meaning of Genesis",ngram,12.341448
46,--,Psalms 20:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. A Psalm of David.,aggresive-ngram,11.721142
47,--,Darashos HaRan 8:27,"Derashot HaRan, by Rabbi Shraga Silverstein",en,"In addition to this, Joshua suspected that their exertions to attain prophecy were motivated not so much by a desire for prophecy as by envy at not having been selected for the leadership of Israel",ngram,14.353082
48,--,Malbim on I Kings 8:16:4,"Rabbi Mike Feuer, Jerusalem Anthology",en," spirit of life through it like the heart sends out blood to all the limbs and receives it back as well. 2] Through the kingship of the House of David, which established one eternal leadership that",hebmorph-standard,4.456173
49,--,Psalms 13:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. A Psalm of David.,aggresive-ngram,13.600495
50,--,Psalms 106:19,The Holy Scriptures: A New Translation (JPS 1917),en,"They made a calf in Horeb, And worshipped a molten image.",aggresive-ngram,11.644428
51,--,Psalms 9:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader; upon Muthlabben. A Psalm of David.,aggresive-ngram,12.004532
52,--,Taanit 15b:14,William Davidson Edition - English,en," is that this leadership role in the performance of these acts is considered a distinction and an honor for them, as it is as though the community is saying to them: You are worthy of requesting compassion on behalf of everyone.",ngram,19.292461
53,--,Sforno on Genesis 14:5:2,"Eliyahu Munk, HaChut Hameshulash",en," kings afterwards. Having once appreciated all this, we can image what a tremendous feat Avram accomplished when he defeated the four kings under the leadership of Kedorleomer. He must have possessed",ngram,9.043443
54,--,"Chizkuni, Deuteronomy 32:8:3","Chizkuni, translated and annotated by Eliyahu Munk",en," per the curse of their grandfather Noach, received the lands which in due course were taken over from them by the 12 tribes of Israel under the leadership of Joshua. When the Israelites took over, the",ngram,8.7919855
55,--,Bava Batra 91b:1,William Davidson Edition - English,en,"its leader, and woe to the ship that has lost its captain.",aggresive-ngram,14.841774
56,--,Akeidat Yitzchak 53:49,Akeydat Yitzchak by Eliyahu Munk,en," of the belief in witchcraft over those who believed in G'd and His leadership. Now, that the text seems to suggest Aaron's enthusiastic co-operation, the whole episode can be seen as the creation of a symbol representing the ultimate that human art was capable of.",ngram,11.124611
57,--,Akeidat Yitzchak 80:46,Akeydat Yitzchak by Eliyahu Munk,en,"The first part of the penalty is concerned with the failure to fulfil the function of the prophet, the function of a leader. Therefore, leadership will be denied them when the people cross into the",ngram,16.600533
58,--,Rashi on Deuteronomy 31:2:2,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en," nor his natural force abated!” What then is the meaning of לא אוכל? It means: “I am not permitted” (cf. Rashi on Deuteronomy 12:17 and Deuteronomy 24:4), because the power (leadership) is being taken",ngram,11.687855
59,--,"Redeeming Relevance; Exodus, CHAPTER 2 Moshe's Stutter; The Pardonable Sin 23",Redeeming Relevance -- Exodus,en," apparent compromise, God gives over the public side of leadership to Moshe’s brother, Aharon (Shemot 4:14–16).53 This, according to tradition, marks the end of an entire week of arguing with God",ngram,10.933308
60,--,Exodus 34:8,The Holy Scriptures: A New Translation (JPS 1917),en,"And Moses made haste, and bowed his head toward the earth, and worshipped.",aggresive-ngram,17.237322
61,--,Psalms 52:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. Maschil of David;,aggresive-ngram,11.632521
62,--,Rashbam on Genesis 49:8:1,"Eliyahu Munk, HaChut Hameshulash",en," appoints Joshua as his successor, G’d suggests that he on his own account transfer his mantle of leadership to Joshua, [although G’d could have removed it from Moses and then Himself have bestowed it on Joshua. Ed.]",ngram,11.870283
63,--,Akeidat Yitzchak 34:30,Akeydat Yitzchak by Eliyahu Munk,en," private business to such an extent that the angel could say to him ""go forth with this strength of yours and save the Jewish people."" (Judges 6,14) He succeeded because he possessed the major ingredient needed for leadership.",ngram,14.47639
64,--,Eruvin 71a:13,William Davidson Edition - English,en,"MISHNA: If a homeowner was in partnership with his neighbors, with this one in wine and with that one in wine, they need not establish an eiruv, for due to their authentic partnership they are considered to be one household, and no further partnership is required. ",aggresive-ngram,12.729782
65,--,Rashi on Deuteronomy 29:12:3,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en," them. Similarly did Joshua (cf. Joshua 24:1) and similarly did Samuel, who said, (I Samuel 12:7): “Now therefore take your stand (התיצבו) that I may reason with you before the Lord”, when they were leaving his hand (leadership) and were coming under the hand of Saul (cf. Tanchuma).",ngram,10.287359
66,--,Akeidat Yitzchak 95:21,Akeydat Yitzchak by Eliyahu Munk,en,"In that context, even G'ds attitude seems confusing. On the one hand, He helped Samuel to find the person chosen to become king, on the other hand, He told Samuel that it was His leadership the",ngram,12.020032
67,--,Bemidbar Rabbah 23:1,Sefaria Community Translation,en," Sabbath, in order to save his life. Thus we also find with David: When Saul attempted to kill him, he fled and escaped. Our Rabbis said: It once happened that they came to the [Jewish] leadership in",ngram,8.447183
68,--,"Chizkuni, Numbers 2:3:2","Chizkuni, translated and annotated by Eliyahu Munk",en,"דגל מחנה יהודה, “the flag of the camp of Yehudah;” he is mentioned first as he was the most numerous tribe, and honoured by all the other tribes for his leadership qualities. He was therefore",ngram,16.32253
69,--,"Shney Luchot HaBrit, Sh'lach, Torah Ohr 31",Shney Luchot Habrit by Rabbi Eliyahu Munk,en, to qualify for leadership outside the land of Israel is inferior to the moral level required for leadership within the Holy Land.,ngram,12.109192
70,--,Psalms 4:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader; with string-music. A Psalm of David.,aggresive-ngram,11.671247
71,--,Radak on Genesis 15:16:1,"Eliyahu Munk, HaChut Hameshulash",en," was fulfilled, seeing that Kehat who was one of Yaakov's grandsons went down to Egypt, and the children of Moses and Aaron who were the fourth generation were among those who entered the land of Canaan under the leadership of Joshua.",ngram,14.4390745
72,--,"Shney Luchot HaBrit, Pinchas, Torah Ohr 37",Shney Luchot Habrit by Rabbi Eliyahu Munk,en, change in the quality of leadership of the Jewish people was felt by these elders to be a shame and an affront.,ngram,12.905683
73,--,Shabbat 62b:10,William Davidson Edition - English,en,The Gemara interprets additional verses related to the critique of the leadership of Samaria. It is stated: “That lie upon beds of ivory and stretch [seruḥim] upon their couches and eat the lambs out,ngram,16.435179
74,--,"Chizkuni, Genesis 15:1:1","Chizkuni, translated and annotated by Eliyahu Munk",en,"אחר הדברים האלה, after these events,” i.e. after Avram had successfully waged war against the armies under the leadership of Kedorleomer. He had suddenly become very worried that other nations would",ngram,10.578973
75,--,"Kedushat Levi, Genesis, Lech Lecha 16",Kedushat Levi translated by Rb. Eliyahu Munk,en," accomplished by a word, i.e. ‎אומר‎. Ed.] ‎The word ‎דבור ‏‎ also means ‎הנהגה‎, leadership; the word ‎שיח=318‏‎ ‎also occurs in the sense of ‎השפלה‎, humiliation, i.e. Avram ‎humiliated these",ngram,8.855828
76,--,Bava Batra 41a:4,William Davidson Edition - English,en,GEMARA: The Gemara asks: Why does the mishna need to say this? Isn’t it obvious that one cannot establish the presumption of ownership absent a claim of ownership?,aggresive-ngram,13.011532
77,--,Berakhot 55a:8,William Davidson Edition - English,en," brothers, as evidenced by the order in the verse: “And Joseph died, and all his brethren, and all that generation” (Exodus 1:6)? Because he conducted himself with an air of superiority, and those who did not serve in a leadership role lived on after he died.",ngram,11.786563
78,--,"Redeeming Relevance; Exodus, CHAPTER 2 Moshe's Stutter; The Pardonable Sin 13",Redeeming Relevance -- Exodus,en," part of the Jews had the leadership been entrusted to an angel; and all the more so, to God Himself.47 It is the palpable public awareness of Moshe’s humanness that made him vulnerable to attack.",ngram,12.961105
79,--,Akeidat Yitzchak 75:35,Akeydat Yitzchak by Eliyahu Munk,en,"Since they had been selected for potential leadership roles, their prophetic powers were not now curtailed. Joshua thought it strange that they could use their gift outside the holy tabernacle, just",ngram,10.480643
80,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 194",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,   Another example of the same idea is Aaron's meeting Moses when the latter returned from Midian to assume the leadership of the Jewish people. Aaron's joy and lack of envy of his younger brother is,ngram,14.571644
81,--,Psalms 40:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. A Psalm of David.,aggresive-ngram,11.643891
82,--,Rashi on Genesis 35:2:2,Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,en,ותטהרו AND PURIFY YOURSELVES of idol-worship.,aggresive-ngram,13.633782
83,--,Job 1:20,The Holy Scriptures: A New Translation (JPS 1917),en,"Then Job arose, and rent his mantle, and shaved his head, and fell down upon the ground, and worshipped;",aggresive-ngram,13.010038
84,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 4a:21,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,Under the leadership of Zerubbabel and then of Ezra. ,ngram,41.51557
85,--,Abraham Cohen Footnotes to the English Translation of Masechet Berakhot 30b:22,"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",en,In the worship of God. ,aggresive-ngram,15.87812
86,--,"Shney Luchot HaBrit, Pinchas, Torah Ohr 34",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,", ""G'd showed him the whole earth."" He showed him Joshua who stood beneath him, Othniel who took over leadership of the Jewish people from Joshua, etc. G'd told Moses that all those people were of one",ngram,9.233582
87,--,Psalms 81:10,The Holy Scriptures: A New Translation (JPS 1917),en,There shall no strange god be in thee; neither shalt thou worship any foreign god.,aggresive-ngram,11.734718
88,--,Radak on Genesis 1:1:3,"Eliyahu Munk, HaChut Hameshulash",en, chapter deals with His creative power and leadership. From this chapter we derive the knowledge that there are judges on earth and that the entire world was created by a single Creator. He created it in His,ngram,10.32483
89,--,Berakhot 48b:9,William Davidson Edition - English,en," Samuel 9:2). Rabbi Yoḥanan said that their expansiveness was initiated by God, because one sovereignty does not overlap with its counterpart, even one hairbreadth. Saul’s coronation was delayed so that Samuel’s leadership would not be curtailed.",ngram,18.330837
90,--,"Shney Luchot HaBrit, Shmini, Torah Ohr 30",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,   The dual nature of this testimony is that A) We testify to G'd's leadership of the universe by the performance of the sacrificial service in the sacred domain of the Tabernacle; B) We testify -by,infreq,6.1746535
91,--,"Tur HaAroch, Genesis 38:1:1","Tur on the Torah, trans. Eliyahu Munk",en," ויהי בעת ההיא,,”It was at that time,” according to Rashi the reason why the Torah introduces this paragraph with these words is to tell us that Yehudah’s demotion from his position of leadership of",ngram,8.850114
92,--,Psalms 48:8,Sefaria Community Translation,en,With an Eastern wind You broke the ships of Tarshish.,aggresive-ngram,13.543532
93,--,Bava Batra 47a:2,William Davidson Edition - English,en,"§ Rabbi Yoḥanan said: A craftsman does not have the ability to establish the presumption of ownership, but the son of a craftsman has the ability to establish the presumption of ownership. A",aggresive-ngram,12.132401
94,--,Sforno on Genesis 46:2:1,"Eliyahu Munk, HaChut Hameshulash",en,"ויאמר אלוקים לישראל, what He said to him at this time was due to Yaakov once moiré having become Yisrael. He would have to display qualities of leadership as his sons would have to deal with people who would challenge them",ngram,16.413446
95,--,Sforno on Genesis 13:11:2,"Eliyahu Munk, HaChut Hameshulash",en," was the area from which the Israelites under the leadership of Joshua would enter the land of Canaan (Joshua chapter 4)
",ngram,12.5343075
96,--,"Shney Luchot HaBrit, Vaera, Torah Ohr 8",Shney Luchot Habrit by Rabbi Eliyahu Munk,en," of such."" [The Talmud illustrates this principle by pointing out Saul's artificially delayed arrival in order that the commencement of his kingdom should not shorten by as much as a minute the period G'd had designated for the leadership of the prophet Samuel. Ed.]",ngram,12.812683
97,--,Bava Batra 42a:8,William Davidson Edition - English,en," ownership with regard to property in their possession, as their possession is not indicative of ownership. Similarly, a man does not have the ability to establish the presumption of ownership with regard to",aggresive-ngram,12.831841
98,--,Sforno on Leviticus 19:15:1,"Eliyahu Munk, HaChut Hameshulash",en, allow one litigant to sit down while his opponent is required to remain standing upright. This is followed by admonitions applicable to different levels of leadership in the people and the spirit of,ngram,10.773493
99,--,"Abarbanel on Torah, Deuteronomy 17:14:6",Sefaria Community Translation,en, denied that there can be many leaders of the people that gather and unite and agree upon one policy and that the leadership and law be according to them – and this goes against the first [claim]. And,ngram,13.094231
100,--,Psalms 5:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader; upon the Nehiloth. A Psalm of David.,aggresive-ngram,11.995816
101,--,Psalms 21:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. A Psalm of David.,aggresive-ngram,11.632521
102,--,"Shney Luchot HaBrit, Vayeshev, Miketz, Vayigash, Torah Ohr 103",Shney Luchot Habrit by Rabbi Eliyahu Munk,en,"   When Israel later on sent spies to the land of Canaan prior to conquering it under the leadership of Joshua, the latter sent out Pinchas and Caleb. Caleb was from the tribe of Yehudah who",ngram,14.530451
103,--,Psalms 51:1,The Holy Scriptures: A New Translation (JPS 1917),en,For the Leader. A Psalm of David;,aggresive-ngram,11.883877
104,--,"Mishneh Torah, Prayer and the Priestly Blessing 1:1",Sefaria Community Translation,en,"It is a positive commandment to pray every day, as it is written: ""You shall worship the Lord your God"" (Ex. 23:25).  By tradition, they learned that this worship is prayer, as it says: ""and to",aggresive-ngram,12.543433
105,--,"Tur HaAroch, Exodus 33:3:2","Tur on the Torah, trans. Eliyahu Munk",en, of the golden calf episode Israel suffered two major setbacks. 1) the absence of the Shechinah from the camp; 2) leadership by means of an angel until the destruction or expulsion of the Canaanites,ngram,8.420791
106,--,Bava Batra 36a:9,William Davidson Edition - English,en," presumptive ownership of them? But doesn’t Reish Lakish say: With regard to livestock [hagoderot], possession of them does not establish the presumption of ownership, since they wander from place to place",aggresive-ngram,11.902479
107,--,"Chizkuni, Deuteronomy 31:7:1","Chizkuni, translated and annotated by Eliyahu Munk",en,"לעיני כל ישראל, “in the sight of all of Israel;” this was necessary so that none of them would ever be able to say toJoshua that as long as Moses had been alive he had not had permission to assume the mantle of leadership.",ngram,16.244652
108,--,Nazir 5a:14,William Davidson Edition - English,en," people requested for themselves a king in the days of Samuel (see I Samuel, chapter 8). It was taught: That year when they requested for themselves a king was the tenth year of the leadership of Samuel the Ramathite.",ngram,14.340796
109,--,Sforno on Exodus 15:13:1,"Eliyahu Munk, HaChut Hameshulash",en,"נחית בחסדך עם זו גאלת, ever since You redeemed them and took over their leadership at the boundary of Egypt at Sukkot, as we know from 13,20-21.",ngram,22.990541
110,--,Sforno on Deuteronomy 31:2:3,"Eliyahu Munk, HaChut Hameshulash",en," would have made my leadership pointless. You are therefore better off without me so that you will be able to cross.
",ngram,17.337605
111,--,Akeidat Yitzchak 11:23,Akeydat Yitzchak by Eliyahu Munk,en,"When the Psalmist compares David's elevation to leadership of men to his experiences as a shepherd, (Psalms 78,71) we find that thought documented in scripture.",ngram,24.36698
112,--,Akeidat Yitzchak 88:28,Akeydat Yitzchak by Eliyahu Munk,en,"(2+3) In Numbers 33,55-56, G'd had warned that His assistance would be predicated on the degree of absolute war Israel would wage against those inhabitants. Had Israel remained under the leadership",ngram,12.610718
113,--,"Maarechet Heidenheim on Pesach Haggadah, Magid, The Four Sons 1:7",Rabbi Mark Greenspan,en," Bondi is speaking about Orthodoxy, Reform and the nascent Conservative movements. The fourth speaker is not a rabbi but a well (but secularly) educated person who assumes the leadership of his congregation based on his general knowledge rather than his Jewish knowledge. ",ngram,10.572836
114,--,Radak on Genesis 26:18:2,"Eliyahu Munk, HaChut Hameshulash",en,"כשמות, with the same names in order to maintain unbroken continuity of ownership.
",aggresive-ngram,11.85002
