Id,Relevance,Ref,Version,Lang,Content,Field,Score
10,--,Berakhot 13b:5,Wikisource Talmud Bavli,he,"מ""ש מכאן ואילך מצות קריאה דכתיב לדבר בם הכא נמי הא כתיב ודברת בם",aggresive-ngram,89.27825
11,--,Beitzah 18b:12,William Davidson Edition - Aramaic,he,איבעית אימא רבי איבעית אימא רבנן אי בעית אימא רבי רישא דברייתא ביום טוב וסיפא בשבת וכולה מתניתין ביום טוב,aggresive-ngram,58.93166
12,--,Maadaney Yom Tov on Berakhot 290,Vilna Edition,he,"  ה""ג   ודברת בם ולא בתפלה בם יש לך רשות: 
",aggresive-ngram,86.191956
13,--,"Meshech Hochma, Bereshit 13","Riga, 1927",he,"אעשה לו עזר כנגדו פירושו עפ""י מה דאיתא בכורות ח' שלשה כו' פנים כנגד פנים הואיל ודברה בהן שכינה אדם דג נחש ולכך נתאוה להן הנחש (כמו""ש במדרש) וזה כנגדו פנים כנגד פנים ומצאתי כעין זה בזוה""ק פ' תזריע. ",hebmorph-standard,23.05656
14,--,Teshuvot haRashba part V 9:2,"Vilna, 1885",he," בשעה שהוא מתפלל ח""י [= שמונה עשרה], אינו מפסיק לדברים אלו. ואמרו בירושלמי: ודברת בם; בם יש לך רשות לדבר, ולא בתפלה, ולפיכך אמרו בפרק מי שמתו (דף כא): אמר ר""ה: הנכנס לבהכ""נ ומצא צבור שמתפללין, אם יכול",original,6.604845
15,--,Hilchos Talmud Torah 3:5,דפוס לבוב תקנט מפוסק.,he," דעתו קצרה ללמוד טעמי ההלכות, שהרי נאמר בתוןרה סתם על כל אדם מישראל ""ודברת בם בשבתך בביתך ובלכתך בדרך וגו'"", ופרשו חכמים לעשותם קבע ועקר ומלאכתו עראי, כשצריך למעשה ידיו, אבל (יומא י""ט) דברים בטלים - כלל",hebmorph-standard,23.092129
16,--,Hilchos Talmud Torah 3:2,דפוס לבוב תקנט מפוסק.,he," תורה בכל יום כמו חצי היום לפחות, מלבד לימוד הלילה. ולא יעסוק במלאכה כל היום או רובו, שנאמר: ""ודברת בם"", והלא כבר נאמר ""ושננתם"" ומה תלמוד לומר: ""ודברת בם""? שלא (ספרי וגמרא יומא י""ט) יהא כל דיבורך אלא",hebmorph-exact,6.175419
17,--,"Siddur, Edot HaMizrach 3:9:13",Torat Emet 357,he,"ואהבת את יהוה אלהיך בכל לבבך ובכל נפשך ובכל מאדך. והיו הדברים האלה אשר אנכי מצוך היום על לבבך. ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך. וקשרתם לאות על ידך והיו לטטפת בין עיניך. וכתבתם על מזוזת ביתך ובשעריך:
",hebmorph-standard,26.125761
18,--,Tosafot on Sotah 42a:12:1,Vilna Edition,he,"הכי קאמר שנאמר ודבר - ירושלמי למה בגין דכתי' ודבר הרי ק""ש דכתי' בה ודברת בם והיא נאמרת בכל לשון אלא בגין דכתיב בה אמירה הרי פרשת ודוי מעשר הרי כתיב בה אמירה והיא נאמרת בכל לשון אמר רבי חגי נאמר כאן",hebmorph-standard,16.3286
19,--,Rashi on Isaiah 5:17:2,On Your Way,he,"כדברם . כמנהגם ביושר ובמדה מכלכלים דבריהם במשפט ככבשים הללו , ורבותינו דרשו כדברם כמדובר בם נחמות הנדברות להם : ",aggresive-ngram,34.910763
20,--,Metzudat David on Isaiah 51:16:1,On Your Way,he,ואשים דברי בפיך. דברי התורה שמתי בפיך לדבר בם: ,aggresive-ngram,49.872513
21,--,Rashi on I Kings 13:3:1,On Your Way,he,"ונתן ביום ההוא . הנביא מופת לדבריו ביום שנתנבא , זה לכם האות , המזבח נקרע היום מאליו , ונשפך הדשן לארץ :
",aggresive-ngram,34.951565
22,--,Psalms 105:27,Tanach with Ta'amei Hamikra,he,שמו־בם דברי אתותיו ומפתים בארץ חם,aggresive-ngram,12.314966
23,--,Malbim on Psalms 107:6:1,On Your Way,he,"ויצעקו,  במדבר ובים אמר ",aggresive-ngram,79.88929
24,--,Rashi on Ezekiel 35:11:2,On Your Way,he,"ונודעתי בם . כאשר אשפטך אז יכירו את גבורתי :
",aggresive-ngram,11.202102
25,--,Rashba on Berakhot 14a:2,"Gerlitz edition, published by Oraita",he,"ובאמצע שואל מפני היראה וכו'. ירושלמי (בפרקין ה""א): עד כדון באמצע הפרשה ואפילו באמצע הפסוק. רבי ירמיה מרמז, רבי יונה משתעי, רב חונא בשם רב יוסף ודברת בם מכאן [ש]יש לך רשות לדבר בם.",aggresive-ngram,49.872513
26,--,"Siddur, Edot HaMizrach 6:2:7",Torat Emet 357,he,"ואהבת את יהוה אלהיך בכל לבבך ובכל נפשך ובכל מאדך. והיו הדברים האלה אשר אנכי מצוך היום על לבבך. ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך. וקשרתם לאות על ידך והיו לטטפת בין עיניך. וכתבתם על מזוזת ביתך ובשעריך:
",hebmorph-standard,26.193491
27,--,Zohar 3:269b:6,Torat Emet Zohar,he,"תו פתח ואמר, (דברים ו) ושננתם לבניך ודברת בם וגו'. כמה דאת אמר (תהלים מה) חציך שנונים. דבעי בר נש לחדדא מלי דאורייתא לבריה, כחרבא דאיהו שננא בתרי סטרוי, בגין דייעול ליה חדודא וחדוה (דאורייתא",aggresive-ngram,52.10717
28,--,"Prisha, Orach Chaim 236:2:1","Tur Orach Chaim, Vilna, 1923",he," רב נחמן בשם ר' מנא אומר כל המקיים שבע ביום הללתיך כאילו קיים והגית בו יומם ולילה. למד זה מדכתב שבע ביום וגו' דמשמע כאילו למד כל היום. א""נ מדכתיב ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך",hebmorph-standard,19.695835
29,--,"Abarbanel on Torah, Deuteronomy 6:4:8","Torah Commentary of Yitzchak Abarbanel, Warsaw 1862",he,המדע הרביעי הוא באמרו ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך. וענין זה המאמר הוא שיש מהידיעות האלהיות שאין למודם מפורסם. ושאין למסרם רק לשרידים אשר ה' קורא וכמו שאמרו במשנ' אין,original,5.8896203
30,--,"Siddur, Edot HaMizrach 9:1:16",Torat Emet 357,he,ואהבת את יהוה אלהיך בכל לבבך ובכל נפשך ובכל מאדך. והיו הדברים האלה אשר אנכי מצוך היום על לבבך. ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך. וקשרתם לאות על ידך והיו לטטפת בין עיניך. וכתבתם על מזוזת ביתך ובשעריך: ,hebmorph-standard,26.193491
31,--,Malbim on Psalms 89:39:3,On Your Way,he,"התעברת עם משיחך,  ודברת אליו בעברתך לאמר, ",ngram,16.8181
32,--,"Duties of the Heart, First Treatise on Unity, Introduction 3","Chovat Halevavot, Warsaw 1875.",he, ושננתם לבניך ודברת בם שאם לא יהיה לך בן אל תשים הבן עילת קריאתך אותם. ואחר כן אמר בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך שאין נמנע מן הלב ומן הלשון מה שהם חייבין בו כמו שאפשר לנמנע משאר האברים כאשר הקדמנו,hebmorph-exact,7.277801
33,--,Metzudat David on II Chronicles 24:19:1,On Your Way,he,ויעידו בם. התרו בם ע״ש שדרך המתרה להתרות בעדים למען לא יכחש בדבר: ,aggresive-ngram,10.791855
34,--,Metzudat David on Jeremiah 5:13:2,On Your Way,he,והדבר אין בהם. לא ה׳ דבר בם כי היו מכחישים דברי הנבואה: ,aggresive-ngram,39.700703
35,--,Chidushei Agadot on Taanit 10b:5,Vilna Edition,he," לידי רוגז כמ""ש בפרקין אורייתא דקא מרתחא ביה ולזה א""ל אל תרגזו ותעיינו בדבר שנצטויתם בדרך דהיינו ד""ת שהולכי דרכים פטורים מן המצות אבל חייבים בד""ת כמ""ש ודברת בם גו' ובלכתך בדרך גו' היינו לפי המסקנא והרא""ם פי' הכתוב בענין אחר לפי הדרש כי נעלם ממנו סוגיא דשמעתין ודו""ק: ",hebmorph-standard,16.405476
36,--,I Samuel 1:13,Tanach with Ta'amei Hamikra,he,וחנה היא מדברת על־לבה רק שפתיה נעות וקולה לא ישמע ויחשבה עלי לשכרה,hebmorph-standard,8.53002
37,--,Rashi on Yoma 77a:7:1,Vilna Edition,he,באתי בדבריך - על שדברתי בך: אשכחיה לדוביאל דהוה נקט איגרתא:,hebmorph-standard,46.40169
38,--,Malbim on Ezekiel 37:14:2,On Your Way,he,"אני ה' דברתי ועשיתי,  שכבר דברתי לעשות כן בעתיד, וכבר עשיתי בימי יחזקאל שקמו המתים ויחיו שזה סימן אם על התחייה העתידה אם על הגאולה ותחיית הגויה הכללית שדומה כעצמות היבשות המפוזרות שאין בם שום הכנה לתחייה ע''פ הטבע :
",infreq,10.946559
39,--,Malbim on Jeremiah 7:27:1,On Your Way,he,"ודברת,  אחר ",ngram,26.380552
40,--,Ikar Tosafot Yom Tov on Mishnah Chullin 3:6:1,On Your Way,he,"סימני כו'. להכיר בין טמא לטהור. אבל להכיר בין בהמה לחיה לענין חלב וכסוי, לא דברה בהם המשנה והם מפורשים בגמרא:",hebmorph-standard,27.667873
41,--,"Bach, Orach Chaim 104:1:1","Tur Orach Chaim, Vilna, 1923",he," פוסק ואע""ג דבק""ש פוסק מפני יראת מלך ישראל בתפלה אינו פוסק היכא דליכא סכנה דילפינן לה מקרא ודברת בם ולא בתפלה. עיין במ""ש בס""ד לעיל ס""ו ס""א: ",hebmorph-standard,21.038904
42,--,"Shaarei Kedusha, Part 2 5:11",Shaarei Kedusha,he,"ואמרו רבותינו ז""ל (יומא דף י""ט ע""ב) השח שיחה בטלה עובר בעשה שנאמר (דברים ו' ז') ודברת בם, ואמרו על רבן יוחנן בן זכאי (סוכה דף כ""ח ע""א) ועל רב (רמב""ם פרק ב' מהלכות הלכה ט') שמימיהם לא שחו שיחת חולין",hebmorph-standard,19.59432
43,--,"Tur, Orach Chaim 63:1","Orach Chaim, Vilna, 1923",he, אלא בפסוק ראשון הנך אסרינן להו בכל הפרק משום שנראה כקורא דרך עראי וכתיב ודברת בם ודרשינן עשה אותן קבע וכן הא דאמרינן האומנין עוסקין במלאכתן וקורין אפילו בראש שורות הבנין ובראש האילן ואין צריכין ליבטל,hebmorph-standard,18.64047
44,--,I Kings 12:7,Tanach with Text Only,he,וידבר [וידברו] אליו לאמר אם־היום תהיה־עבד לעם הזה ועבדתם ועניתם ודברת אליהם דברים טובים והיו לך עבדים כל־הימים,ngram,11.116642
45,--,Sforno on Deuteronomy 6:7:2,On Your Way,he," ודברת בם כי בזאת ההתמדה תזכרם תמיד:

",aggresive-ngram,103.77923
46,--,Rashi on Isaiah 43:2:1,On Your Way,he,כי תעבר במים . כשעברת בים סוף אתך הייתי : ,aggresive-ngram,49.625877
47,--,Numbers 12:9,Tanach with Text Only,he,ויחר אף יהוה בם וילך,infreq,10.843246
48,--,"Mishneh Torah, Positive Mitzvot 10",Mishneh Torah,he,"לקרות קרית שמע פעמים בכל יום, שנאמר ""ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך"" (דברים ו, ז).",aggresive-ngram,60.46721
49,--,Metzudat David on Ezekiel 5:13:2,On Your Way,he,"וידעו וגו׳. ר״ל בעת אשלים בם חמתי אז ידעו שאני ה׳ דברתי בקנאתי שרעה תבוא עליהם ולא הנביא בדא הדבר מלבו:
",infreq,11.582731
50,--,Malbim on Ezekiel 34:25:1,On Your Way,he,"וכרתי,  מפני שייראו להניח הצאן במדבר ביום מפני השודדים, וביער בלילה מפני חיות רעות, אמר ",aggresive-ngram,39.700703
51,--,Metzudat David on Ezekiel 22:28:4,On Your Way,he,"אומרים. בדבריהם אומרים בשם ה׳ כה אמר ה׳ אבל ה׳ לא דבר בם והמה מכחשים:
",aggresive-ngram,39.944645
52,--,Sefer HaChinukh 420:1,Sefer HaChinukh -- Torat Emet,he,"מצות קריאת שמע שחרית וערבית - שנצטוינו לקרות בכל יום ערבית ושחרית פסוק אחד מן התורה שבסדר זה, וזהו (דברים ו ד) שמע ישראל יי אלהינו יי אחד, ועל פסוק זה נאמר (שם) ודברת בם בשבתך בביתך בשכבך ובקומך, ובא",original,5.8649516
53,--,"Rabbeinu Bahya, Devarim 6:7:2","Midrash Rabbeinu Bachya [ben Asher]. Warsaw, 1878",he,"ודברת בם.  שיהא עיקר דבורך בם, עשם עקר ואל תעשם טפל. בם ולא בדברים אחרים, בם ולא בתפלה, כך דרשו רז""ל. ובאור זה כי דברי תורה בקול רם, לפי שהתורה צריכה קול, שנתנה בקול, שנאמר (שמות יט) ויהי ביום השלישי בהיות הבקר ויהי קולות וברקים, ולא בתפלה בקול אלא בלחש.
",aggresive-ngram,39.944645
54,--,Orchot Tzadikim 27:13,Torat Emet 357,he,""" (יהושע א ח). כי אינו אומר ""ודברת בו יומם ולילה"" אלא ""והגית בו"", והגיון אינו אלא בלב. ועל זה נאמר: ""ובלכתך בדרך ובשכבך ובקומך"" (דברים ו ז, יא יט). וזהו שנשתבחו רבותינו זכרונם לברכה, שלא הלכו ארבע אמות בלא תורה (מגילה כח א): או היו לומדים וגורסים, או היו מחשבים בלבם בשמועתם או בלימודם.
",hebmorph-standard,19.686571
55,--,Tosafot Yom Tov on Mishnah Sotah 8:1:4,"Mishnah, ed. Romm, Vilna 1913",he,"ודבר אל העם בלשון הקדש. כתב הר""ב נאמר כאן ודבר ונאמר להלן משה ידבר. גמ'. ועמ""ש בפרק דלעיל משנה ג'. וכתבו התוס' ירושלמי הרי ק""ש הרי כתיב בה (שם ו') ודברת בם. והיא נאמרת בכל לשון. א""ר חגי נאמר כאן הגשה",hebmorph-standard,22.978474
56,--,"Tur HaAroch, Deuteronomy 11:18:1","Perush al ha-Torah, Hanover, 1838",he, ושמצות התלוים בארץ אינן נוהגין אלא בארץ. ויתכן בדרך הפשט שבא להוסיף בכאן לדבר בם כי שם ציוה ודברת אתה בם בשבתך בביתך וכאן הוסיף שילמד אותה לבנים עד שידברו בם הבנים בכל שעה וכן הוסיף כאן ולמדתם אותם כי,infreq,14.452584
57,--,Gra on Pirkei Avot 1:15:1,"Pirkei Avot with commentary of the Vilna Gaon, Vilna 1836",he,"עשה תורתך קבע. כמ״ש בפ״ק דיומא ודברת בם עשה אות' קבע ואל כו': 
",aggresive-ngram,68.76363
58,--,Rashi on Exodus 9:2:1,On Your Way,he,"מחזיק בם. אוחז בם, כמו (דברים כה יא) והחזיקה במבשיו:
",aggresive-ngram,13.559743
59,--,Rashi on Psalms 79:4:1,On Your Way,he,"וקלס . לשון דבה לדבר בם כמו למשל :
",aggresive-ngram,59.71554
60,--,Malbim on Isaiah 11:6:7,On Your Way,he,"ונער קטן ינהג בם כדבר המורגל :
",aggresive-ngram,11.8393755
61,--,Kitzur Shulkhan Aruch Yalkut Yosef 1:103:1,Kitzur Shulkhan Aruch Yalkut Yosef - Torat Emet 357,he,"אסור להפסיק באמצע תפלת שמונה עשרה לשאלת שלום, ואפילו מלך ישראל שואל בשלומו לא ישיבנו. וכן דרשו חז''ל (ביומא יט:) ודברת בם ולא בתפלה. ופירשו התוספות, כלומר, בם, בקריאת שמע מותר להפסיק בדיבור לשאול",hebmorph-standard,16.3286
62,--,"Siftei Hakhamim, Deuteronomy 11:19:1",Siftei Hakhamim,he,"מ דאם לא כן לכתוב קרא ולמדתם את בניכם ללמוד בם לדבר בם למה לי:  
",aggresive-ngram,39.81036
63,--,Gur Aryeh on Devarim 6:7:4,OYW,he,"שלא יהא עיקר דבורך וכו'. מדכתיב ""ודברת בם"", ולא כתיב 'ודברתם', אלא ""בם"" 'ולא בדברים אחרים':",aggresive-ngram,68.76363
64,--,Metzudat Zion on Isaiah 5:17:1,On Your Way,he,כדברם. כמנהגם כי וינהג תרגומו ודבר וכן אני אשימם דוברות בים (מ״א ה) שהוא ענין הנהגה: ,aggresive-ngram,39.81036
65,--,Tosafot Yeshanim on Keritot 11a:66:1,Vilna Edition,he,"ורבי ישמעאל בשלמא והפדה כו' דברה תורה כלשון בני אדם - והכי נמי קאמר בירושלמי לשונות כפולים הן והתורה דברה בהן הלך הלכת נכסוף נכספת גנב גנבתי ור""ע פליג ובכל דוכתא דקאמר הניחא למ""ד דברה תורה כלשון בני אדם אלא למ""ד וכו' היינו ר' ישמעאל ור""ע: ",hebmorph-standard,18.56941
66,--,Orchot Tzadikim 19:47,Torat Emet 357,he,", והגית בו יומם ולילה""; ואומר (דברים ו ו-ט): ""והיו הדברים האלה, אשר אנכי מצוך היום, על לבבך. ושננתם לבניך ודברת בם, בשבתך בביתך ובלכתך בדרך, ובשכבך ובקומך. וקשרתם לאות על ידך, והיו לטטפת בין עיניך",hebmorph-standard,19.695835
67,--,Zohar 2:162b:3,Torat Emet Zohar,he," נפשך, ג'. ובכל מאדך, ארבע. ושננתם לבניך, חמשא. ודברת בם, הא שיתא. בשבתך בביתך, הא שבעה. ובלכתך בדרך, תמניא. ובשכבך, הא תשעה. ובקומך, הא עשרה. וקשרתם לאות על ידך, הא חד סר. והיו לטטפת בין עיניך, הא תריסר. וכתבתם על מזוזות ביתך ובשעריך, הא תליסר. 
",hebmorph-standard,19.59432
68,--,Malbim on Proverbs 3:23:1,Malbim on Proverbs--Wikisource,he," הוא מסוכן יותר מבעת היקיצה, ב] היקיצה, בעת פחד ושואה שצריך ג""כ שמירה, וכן סדרם ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך, ופה סדרם שתלוה אליו ההשגחה בלכתו בדרך ואף בשכבו בביתו שאינו מסוכן כ""כ, ואף בעת",hebmorph-exact,7.277801
69,--,Pele Yoetz 359:21,Torat Emet,he,"(כ) כתיב (קהלת א ח) כל הדברים יגעים, לא יוכל איש לדבר. וכתיב (דברים ו ז) ודברת בם ולא בדברים בטלים. מכאן למדו רבותינו זכרונם לברכה (יומא יט ב) שהמדבר דברים בטלים עובר בלאו ועשה: ",aggresive-ngram,43.190865
70,--,"Bach, Orach Chaim 62:4:1","Tur Orach Chaim, Vilna, 1923",he," הא דאסור לאו משום דכדבור דמי דאפילו לאו כדבור דמי נמי אסור משום דכתיב והיה מחניך קדוש כדאיתא בשבת פרק השואל ומביאו הרא""ש כאן אבל לענין ק""ש דכתיב ודברת בם הרהור לאו כדבור דמי וז""ש רבינו לאו כדבור דמי",hebmorph-exact,6.182217
71,--,Rosh on Berakhot 2:5:1,Vilna Edition,he," הפרשה. אפי' באמצע הפסוק. ר' ירמיה מרמז.  ר' יונה משתעי. רב הונא בשם רב יוסף ודברת בם מכאן שיש לך רשות לדבר בם: מפני היראה. פירש""י אדם שהוא מתיירא שמא יהרגנו. ולא נהירא לי  פשיטא  שאין לך דבר שעומד",aggresive-ngram,39.21968
72,--,"Bekhor Shor, Deuteronomy 6:7:2","Bekhor Shor, Breslau, 1914",he,"ודברת בם. שיהיו תדירים לך שלא תשכחם:
",aggresive-ngram,103.24124
73,--,Jerusalem Talmud Berakhot 13b:1,Mechon Mamre Talmud Yerushalmi,he, הכבוד נשמעינה מן הדא ר' יהודה אומר באמצע שואל מפני היראה ומשיב מפני הכבוד הא קדמייתא שואל מפני היראה ומשיב מפני היראה.  עד כדון באמצע הפרשה ואפילו באמצע הפסוק ר' ירמיה מדמי ר' יונה משתעי ר' חונה רב יוסף (דברים ו) ודברת בם מיכן שיש לך רשות לדבר בם:,hebmorph-standard,19.695835
74,--,Metzudat David on Zechariah 11:11:1,On Your Way,he,ותופר. רצה לומר וכן היה כי הופר הברית ביום שמתו ג׳ האחים וחזרו לבוא עליהם למלחמה: ,aggresive-ngram,39.898014
75,--,Ibn Ezra on Deuteronomy 6:7:3,On Your Way,he,ובשכבך. לישן כי אין מצוה על הישן והנה ודברת בם בפה ובלב,aggresive-ngram,68.8275
76,--,Ibn Ezra on Deuteronomy 6:7:2,On Your Way,he,בשבתך. דבק עם ודברת בם,aggresive-ngram,120.66875
77,--,Metzudat David on Proverbs 3:3:2,On Your Way,he,"קשרם. ר״ל בכל עת תהא מדבר בם וחושב בענינם:
",aggresive-ngram,49.625877
78,--,Sforno on Deuteronomy 11:19:2,On Your Way,he," לדבר בם בשבתך כדי שתדברו בם תמיד:

",aggresive-ngram,84.63647
79,--,Ikar Siftei Hachamim on Deuteronomy 11:19:1,On Your Way,he,דאם לא כן לכתוב קרא ולמדתם את בניכם ללמוד בם לדבר בם למה לי:,aggresive-ngram,39.81036
80,--,Taanit 4a:9,William Davidson Edition - Aramaic,he,וכתיב אשר לא צויתי ולא דברתי ולא עלתה על לבי,hebmorph-standard,8.251375
81,--,Rashi on Berakhot 14b:12:1,Vilna Edition,he,שזה ללמוד - ודברת בם:,aggresive-ngram,138.37231
82,--,"Chizkuni, Genesis 21:1:4",Chizkuni,he,כאשר דבר ביום ההוא כרת ה׳‎ ברית את אברהם וגו'.,aggresive-ngram,49.872513
83,--,Pesachim 68a:11,Wikisource Talmud Bavli,he,"(ישעיהו ה, יז) ורעו כבשים כדברם אמר מנשיא בר ירמיה אמר רב כמדובר בם מאי כמדובר בם אמר אביי וחרבות מחים גרים יאכלו אמר ליה רבא בשלמא אי כתיב חרבות כדקאמרת השתא דכתיב וחרבות מילתא אחריתי קאמר",aggresive-ngram,45.19741
84,--,Rashi on Yoma 19b:9:3,Vilna Edition,he,בם - בדברי תורה:,aggresive-ngram,15.785833
85,--,Rashi on Deuteronomy 6:7:3,On Your Way,he,ודברת בם. שלא יהא עיקר דבורך אלא בם עשם עיקר ואל תעשם טפל: ,aggresive-ngram,68.95357
86,--,Yoma 19b:9,William Davidson Edition - Aramaic,he,תנו רבנן ודברת בם בם ולא בתפלה ודברת בם בם יש לך רשות לדבר ולא בדברים אחרים,aggresive-ngram,114.17224
87,--,I Kings 21:19,Tanach with Nikkud,he,ודברת אליו לאמר כה אמר יהוה הרצחת וגם־ירשת ודברת אליו לאמר כה אמר יהוה במקום אשר לקקו הכלבים את־דם נבות ילקו הכלבים את־דמך גם־אתה,ngram,12.335324
88,--,"Mishneh Torah, Circumcision 1:7",Wikisource Mishneh Torah,he,"גר שנכנס לקהל ישראל חייב מילה תחלה ואם מל כשהיה עכו""ם צריך להטיף ממנו דם ברית ביום שנתגייר וכן קטן שנולד כשהוא מהול צריך להטיף ממנו דם ברית ביום השמיני אנדרוגינוס והוא הילוד שיש לו זכרות כזכר ונקבות כנקבה צריך למול אותו בשמיני וכן יוצא דופן ומי שיש לו שתי ערלות מלין את שתיהן בשמיני.",aggresive-ngram,34.97922
89,--,Malbim Beur Hamilot on Ezekiel 36:3:3,On Your Way,he,"על שפת לשון ודבת עם.  כמו את כל הגוים והלשונות, ר''ל שידברו בם גנות כל הלשונות והעמים, כי האיבה בין העמים תהיה מצד חילוק הלשונות ומצד חילוק הנמוסים וההנהגות, וכל לשון וכל עם ידבר בם לרעה :
",aggresive-ngram,35.265194
90,--,"Shulchan Arukh, Orach Chayim 63:6",Torat Emet 363,he,"הקורא קריאת שמע, לא ירמז בעיניו, ולא יקרץ בשפתיו, ולא יראה באצבעותיו בפרשה ראשונה שהוא עקר קבלת על מלכות שמים, מפני שנראה כקורא עראי, וכתיב ודברת בם, ודרשינן עשה אותם קבע. 
",aggresive-ngram,57.89851
91,--,Avodah Zarah 36b:14,Wikisource Talmud Bavli,he,"(דברים ז, ג) לא תתחתן בם",aggresive-ngram,11.852172
92,--,Tosafot on Sotah 32b:23:1,Vilna Edition,he," ואילך מצות כוונה אמר מר רבי זוטרא וכו' מ""ש מכאן ואילך מצות קריאה דכתיב לדבר בם ה""נ הא כתיב ודברת בם וכו' אמר מר רבי יאשיה וכו' מ""ש מכאן ואילך מצות כוונה דכתיב על לבבכם ה""נ כתיב על לבבך אלא עד כאן מצות",hebmorph-standard,19.899942
93,--,Shevuot 15a:10,Wikisource Talmud Bavli,he,"(במדבר ד, יב) אשר ישרתו בם בקדש תלאן הכתוב בשירות",aggresive-ngram,10.992762
94,--,"Sefer HaMitzvot LaRambam, Mitzvot Ase 10:1","Sefer HaMitzvot, Warsaw 1883",he," היא שצונו לקרוא קריאת שמע ערבית ושחרית והוא אמרו ודברת בם. וכבר נתבארו משפטי מצוה זו במסכת ברבות (דף כ""א) ושם נתבאר דקריאת שמע דאורייתא. וכתוב בתוספתא כשם שנתנה תורה קבע לקריאת שמע כך נתנו חכמים זמן",hebmorph-standard,19.686571
95,--,"Siftei Hakhamim, Deuteronomy 6:7:3",Siftei Hakhamim,he,"א דאם לא כן ודברת אותם הל""ל אלא בם ולא בדברים אחרים: ",ngram,28.645346
96,--,Malbim Beur Hamilot on Jeremiah 7:27:1,On Your Way,he,"ודברת, ",ngram,41.735844
97,--,"Siftei Hakhamim, Deuteronomy 6:7:4",Siftei Hakhamim,he,"ב (קצ""מ) נראה לי דהכי פירושו דאין לומר בשכבך ובקומך דוקא אפילו בחצי היום ובחצי הלילה. מדכתיב בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך אם כן כל היום וכל הלילה יקראו קריאת שמע ואם כן הל""ל ודברת בם יומם",hebmorph-standard,26.248762
98,--,Ibn Ezra on Psalms 106:3:2,Ibn Ezra on Psalms -- Daat,he,והזכיר גבורות השם – בעבור גבורותיו בים סוף. ,aggresive-ngram,59.551052
