Id,Relevance,Ref,Version,Lang,Content,Field,Score
69,--,Bava Metzia 11a:14,William Davidson Edition - Aramaic,he,ממאי דלמא גזירת הכתוב היא דבשדה נהוי שכחה ובעיר לא נהוי שכחה,hebmorph-exact,6.2084155
70,--,Keritot 5a:36,Wikisource Talmud Bavli,he,לעולם אל תהי גזירה שוה קלה בעיניך שהרי פיגול אחד מגופי תורה ולא לימדו הכתוב אלא מגזירה שוה,hebmorph-standard,88.411835
71,--,Bekhorot 50b:16,Wikisource Talmud Bavli,he,הקדש שוה מנה שחיללו על שוה פרוטה מחולל,hebmorph-exact,5.0285907
72,--,Rashi on Sotah 33b:1:1,Vilna Edition,he,ור' יהודה האי - גזירה שוה דעניה ואמירה מאי עביד ליה:,hebmorph-standard,79.793015
73,--,Zevachim 83a:34,Wikisource Talmud Bavli,he,מאי טעמא לאו משום דמיבעיא ליה לגזירה שוה:,hebmorph-standard,94.88448
74,--,Kiddushin 36a:4,William Davidson Edition - Aramaic,he,אי לאו גזרה שוה הוה אמינא הפסיק הענין,aggresive-ngram,54.08813
75,--,Ikar Tosafot Yom Tov on Mishnah Menachot 11:7:3,On Your Way,he,כלומר שוה בשוה:,hebmorph-exact,5.061551
76,--,Rashi on Makkot 14b:21:1,Vilna Edition,he,גזירה שוה לא גמר - ולא למדה מרבו:,hebmorph-standard,95.50133
77,--,Targum Jonathan on Ezekiel 20:37,Mikraot Gedolot,he,ואניח עליכון גזירת דיני ואעיל יתכון במסורת קימא:,original,5.415172
78,--,Menachot 74b:41,Wikisource Talmud Bavli,he,קרבנך קרבנך לגזירה שווה,aggresive-ngram,90.53233
79,--,Ibn Ezra on Exodus 22:3:1,On Your Way,he,אם המצא. זה הפסוק כולל כל בהמה. חכמים קבלו גזירת הכתוב לתשלומי ארבעה וחמשה בשור ושה בלבד,aggresive-ngram,12.881106
80,--,Rashi on Bava Kamma 14b:6:1,Vilna Edition,he,שוה כסף - כלומר שוה כסף יפרע לו:,hebmorph-exact,5.360299
81,--,Gra's Nuschah on Tractate Soferim 2:2:1,"Talmud Bavli, Vilna 1883 ed.",he," שוה (וכ""ה בירושלמי): ",hebmorph-exact,5.119714
82,--,Zevachim 60a:5,Wikisource Talmud Bavli,he,ור' יהודה כי גמיר גזירת שוה ברחבה הוא דגמיר,hebmorph-standard,109.38128
83,--,Makkot 21a:28,Wikisource Talmud Bavli,he,"מה נפשך אי גמיר גזירה שוה ליבעי תער אי לא גמיר ג""ש מספרים נמי [לא]",hebmorph-standard,76.044
84,--,Niddah 22b:59,Wikisource Talmud Bavli,he,כל גזרה שוה שאינה מופנה כל עיקר אין למדין הימנה ,aggresive-ngram,56.767048
85,--,Rashi on Pesachim 66a:12:2,Vilna Edition,he,הכי קאמר נהי דגזירה שוה לא גמריתו - מרבותיכם גזירה שוה צריכא רב דאין אדם דן גזירה שוה מעצמו אלא אם כן למדה מרבו אלא קל וחומר כו':,aggresive-ngram,52.44161
86,--,Mishnah Bikkurim 4:1,Version of the Gemara,he,אדדוגינוס יש בו דרכים שוה לאנשים ויש בו דרכים שוה לנשים ויש בו דרכים שוה לאנשים ונשים ויש בו דרכים אינו שוה לא לאנישם ולא לנשים:,hebmorph-exact,4.864016
87,--,Makkot 9a:1,Wikisource Talmud Bavli,he,שאין בה שוה פרוטה,hebmorph-exact,5.3719034
88,--,Nazir 48b:11,Wikisource Talmud Bavli,he,ולרבי עקיבא גזירה שוה דרבי מנליה,hebmorph-standard,107.36572
89,--,Rashi on Pesachim 65b:4:3,Vilna Edition,he,כמדתו - שוה לארץ:,hebmorph-exact,5.016009
90,--,Bava Metzia 61a:6,William Davidson Edition - Aramaic,he,הכי קאמר אילו לא נאמר קרא הייתי אומר גזירה שוה עכשיו שנאמר קרא גזירה שוה לא צריך אלא גזירה שוה למה לי לנשך כל דבר אשר ישך דלא כתב במלוה,hebmorph-standard,82.172386
91,--,Ikar Tosafot Yom Tov on Mishnah Zevachim 2:3:4,On Your Way,he,כרת. בגמרא יליף ליה בגזירה שוה:,hebmorph-standard,95.75161
92,--,Zevachim 18a:2,Wikisource Talmud Bavli,he,"(ויקרא י, ט) חוקה (שמות כט, ט) חוקה לגזירה שוה",hebmorph-standard,89.06818
93,--,Nazir 15b:1,William Davidson Edition - Aramaic,he,אבא שאול אומר אפילו לא סיפר קודם הרגל מותר לספר אחר הרגל שכשם שמצות שלשה מבטלת גזירת שבעה כך מצות שבעה מבטלת גזירת שלשים ,original,5.7096243
94,--,Rashi on Yoma 73b:3:1,Vilna Edition,he,גזירת נביא חוזרת - כגון של יונה בן אמיתי:,original,5.415172
95,--,"Kessef Mishneh on Mishneh Torah, The Sanhedrin and the Penalties within their Jurisdiction 18:6:2",Torat Emet 363,he,"גזירת הכתוב היא וכו': 

",infreq,17.018522
96,--,Shabbat 97a:1,William Davidson Edition - Aramaic,he,ואלא הא גמר גזירה שוה גזירה שוה לא גמר אלא מהיכא הוה מויעפילו הוה ,hebmorph-standard,120.79759
97,--,"Prisha, Yoreh Deah 402:3:1","Tur Yoreh Deah, Vilna, 1923",he," אבל לענין גזירת שלשים ר""ל לענין תספורת וגיהוץ: ",original,5.563562
98,--,Metzudat Zion on Zephaniah 2:2:1,On Your Way,he,חוק. גזירת המקום: ,infreq,17.018522
99,--,Rashi on Taanit 23a:9:3,Vilna Edition,he,שאלמלא היו שנים כשני אליהו - גזירת עצירת גשמים:,hebmorph-exact,5.456963
100,--,Bekhorot 28b:27,Wikisource Talmud Bavli,he,משום גזירת מגדלי בהמה דקה נגעו בה:,aggresive-ngram,10.991451
101,--,Targum Jonathan on Micah 7:11,Mikraot Gedolot,he,בעדנא ההיא יתבנין כנשתא דישראל בעדנא ההיא יתבטלן גזירת עממיא:,hebmorph-exact,5.469064
102,--,"Shulchan Arukh, Orach Chayim 55:11",Wikisource Shulchan Aruch,he,עבריין שעבר על גזירת הצבור או שעבר עבירה אם לא נידוהו נמנה למנין עשרה:,original,5.306522
103,--,Rashi on Beitzah 12b:5:1,Vilna Edition,he,גזרה שוה - לאו דוקא דכולה מדרבנן גזור אלא דומיא דגזרה שוה בדרבנן:,aggresive-ngram,57.139584
104,--,Eruvin 51a:12,William Davidson Edition - Aramaic,he,אלפים אמה עגולות ורבי חנינא בן אנטיגנוס מה נפשך אי אית ליה גזירה שוה פיאות כתיבן אי לית ליה גזירה שוה אלפים אמה מנא ליה,hebmorph-standard,84.062675
105,--,Mishnah Bikkurim 2:8,Torat Emet 357,he,"כוי, יש בו דרכים שוה לחיה, ויש בו דרכים שוה לבהמה, ויש בו דרכים שוה לבהמה ולחיה, ויש בו דרכים שאינו שוה לא לבהמה ולא לחיה: 
",hebmorph-exact,5.7694316
106,--,Rashi on Pesachim 66a:3:3,Vilna Edition,he,הכי קאמר נהי דגזירה שוה לא גמריתו - מרבותיכם גזירה שוה צריכא רב דאין אדם דן גזירה שוה מעצמו אלא אם כן למדה מרבו אלא קל וחומר כו':,aggresive-ngram,52.44161
107,--,Zevachim 50b:24,Wikisource Talmud Bavli,he,"ומה גזירה שוה שאינה למידה בהיקש מדר' יוחנן מלמד בק""ו כדאמרן",hebmorph-standard,17.06591
108,--,Rashi on Sotah 3b:19:2,Vilna Edition,he,ופרכינן למה לי למיכתב למילפה בגזירה שוה:,hebmorph-standard,95.67294
109,--,Rashi on Ketubot 38b:1:1,Vilna Edition,he,אימא בתולה לגזירה שוה - ולאו למעוטי בעולה ויהא קנס לבעולה:,hebmorph-standard,79.72746
110,--,Sanhedrin 51b:51,Wikisource Talmud Bavli,he,"מדקאמר ליה בת ובת ש""מ הדר ביה מגזירה שוה",hebmorph-standard,89.39794
111,--,Shabbat 64a:11,William Davidson Edition - Aramaic,he,הני מילי מקמי דליתיה גזירה שוה השתא דאתי גזירה שוה אייתור ליה,hebmorph-standard,100.769135
112,--,Menachot 74a:48,Wikisource Talmud Bavli,he,תלמוד לאמר כליל כליל לגזירה שוה,hebmorph-standard,114.065994
113,--,Rashi on Sanhedrin 89b:75:1,Wikisource Rashi,he,מיתה כתב ביה - והך גזירה שוה לא גמר מרביה דאין אדם דן גזירה שוה מעצמו:,hebmorph-standard,90.27549
114,--,Rashi on Shabbat 86b:5:2,Vilna Edition,he,כתיב הכא - הזה הזה לגזירה שוה:,hebmorph-standard,95.57825
115,--,Metzudat Zion on Psalms 131:2:1,On Your Way,he,שויתי. מל׳ שוה: ,hebmorph-exact,5.0163255
116,--,Sanhedrin 70a:1,Wikisource Talmud Bavli,he,שהכל מצויין אצלה בעבירה אלא גזירת הכתוב היא,hebmorph-exact,6.1188607
117,--,Nazir 5a:4,Wikisource Talmud Bavli,he,האי גזירה שוה משום כובד גמיר ובשני ימים ליכא כובד,hebmorph-standard,99.06882
118,--,Zevachim 3b:32,Wikisource Talmud Bavli,he,חד לגופיה וחד לגזירה שוה,hebmorph-standard,129.2834
119,--,Gur Aryeh on Bamidbar 10:4:1,OYW,he," חצוצרות - לאו לסימנא הוא, אלא כך הוא גזירת הכתוב להיות מקרא העדה על ידי חצוצרות, ומקרא הנשיאים על ידי אחת, אף על גב שכבר יש סימן במקום שנקראים שם - גזירת הכתוב כך, ולפיכך הוצרך גזירה שוה:‎ואם תאמר, ואם",hebmorph-exact,6.18554
120,--,Magen Avraham 548:12,Magen Avraham,he,"א' מימי האבילות. כגון יום ה' ו' דאז הרגל מבטל גזירת ז' ואינו מבטל גזירת ל': 
",hebmorph-exact,6.173848
121,--,Ikar Siftei Hachamim on Leviticus 21:5:1,On Your Way,he,"כמו שמוכיח רש""י מגזירה שוה:",hebmorph-standard,111.20671
122,--,Rashi on Makkot 8a:4:1,Vilna Edition,he,היינו - דקא הדר רבי ואמר ועוד למילפיה בגזירה שוה:,hebmorph-standard,79.793015
123,--,Nazir 15a:6,Wikisource Talmud Bavli,he,ורב כמאן אמרה לשמעתיה אילימא כאבא שאול דתנן הקובר את מתו שלשה ימים קודם לרגל בטלה ממנו גזירת שבעה,hebmorph-exact,4.906574
124,--,Rashi on Sanhedrin 54a:49:1,Wikisource Rashi,he,בשלמא לרבי יהודה - דיליף עונש מאזהרה בגזירה שוה מייתי לה נמי בגזירה שוה אלא לרבנן מנא להו:,hebmorph-standard,78.84803
125,--,Rashi on Sanhedrin 48b:48:2,Wikisource Rashi,he,לעלות במרכבה - וגבי זב כתיב נמי מרכב אסמכתא לגזירה שוה:,hebmorph-standard,79.72746
126,--,Rashi on Sukkah 12a:13:3,Vilna Edition,he,חבילי קש משום גזירת אוצר איכא - מדרבנן:,original,6.4982066
127,--,Tosafot on Arakhin 20a:16:1,Wikisource Tosafot,he,"דמי עלי ומת לא יתנו יורשים לפי שאין דמים וכו' - והא דתניא בב""ק (דף כז. ושם) ונתן פדיון נפשו דמי ניזק פי' ששמין אותו לאחר מיתה כמה היה שוה מחיים גזירת הכתוב היא אבל הכא אינו נודר אלא דמים שישומוהו בב""ד והוא לא בא לידי שומא שהרי הוא מת לא יתנו יורשין את דמיו:",hebmorph-exact,6.89244
128,--,Rashi on Rosh Hashanah 26b:9:4,WikiSource Rashi,he,וביובלות בשל יעלים - וגזירה שוה לא גמיר:,hebmorph-standard,95.57825
129,--,Gur Aryeh on Shemot 21:32:2,OYW,he,"כסף שלשים שקלים גזירת הכתוב וכו'. אבל אין פירושו ""כסף שלשים שקלים"" היינו עד ל' ישקול, אם שוה כך שלשים שקלים, כמו גבי תם דכתיב (ר'פסוק לה) שישלם חצי החי וחצי המת, והיינו דוקא בשור שוה מאתים שנגח שור",hebmorph-exact,5.525519
130,--,Ketubot 29b:5,Wikisource Talmud Bavli,he,"וריש לקיש מ""ט לא אמר כרב פפא ההוא מיבעי ליה לגזירה שוה דתניא (שמות כב, טז) כסף ישקול כמוהר הבתולות שיהא זה כמוהר הבתולות ומוהר הבתולות כזה וריש לקיש נמי מיבעי ליה לכדאביי ורב פפא נמי מיבעי ליה לגזירה שוה",hebmorph-standard,80.09836
131,--,Rashi on Bava Metzia 54a:4:3,Vilna Edition,he,או דלמא ארבעה בחמשה פריק - כך הוא גזירת הכתוב שהחומש מן הפדיון הוא ואין שוה ארבעה נפדין בפחות מחמשה:,ngram,25.0388
132,--,Rashi on Ketubot 32b:1:1,Vilna Edition,he,תחת תחת גמר - וגזירה שוה מופנה היא ולמדין ואין משיבין:,hebmorph-standard,79.433365
133,--,Rosh Hashanah 2b:11,Wikisource Talmud Bavli,he,כדאמר רב פפא שנת עשרים שנת עשרים לגזרה שוה הכא נמי שנת ארבעים שנת ארבעים לגזרה שוה מה כאן ליציאת מצרים אף כאן ליציאת מצרים,aggresive-ngram,50.95148
