mitzvah Title chinukh,mitzvah Title Rambam,chinukh,smk,rambam,wiki_rambam,wiki_table,smg,mishneh,shulchanArukh,pasuk
,,"מצות עדות - להגיד העדות בפני (בר''ד לפני) הדינים. בכל מה שנדעהו, בין שיתחיב בעדות מיתה או ממון המועד עליו או שיהיה הצלתו בממונו או בנפשו, שנאמר (ויקרא ה א) והוא עד או ראה או ידע אם לא יגיד ונשא עונו. בכל ענין, חובה (רמב''ם פ''א עדות ה''א) עלינו להגיד העדות לפני הבית דין (ב''ק נה ב).
","שלא לכבוש עדותו דכתיב אם לא יגיד ונשא עונו. (ויקרא ה)<br><small>(ותכל מלאכת יום חמישי:)</small>
"," היא שצונו להעיד בבית דין בכל מה שנדעהו בין מי שיהיה בו מיתה מי שהעדות עליו או הצלתו או הפסד ממונו או הריסתו אנחנו חייבין להעיד בכל זה ולהודיע הדיינין מה שראינו או שמענו. והנה הביאו ראיה על חיוב הגדת העדות מאמרו יתברך והוא עד או ראה או ידע. והעובר על מצוה זו ויכבוש העדות ענשו גדול והוא אמרו אם לא יגיד ונשא עונו, וזה דבר כללי, ואם היתה העדות שכבש אותה עדות ממון וכחש בה ונשבע על שקר חייב קרבן עולה ויורד כמו שבאר הכתוב ובתנאים הנזכרים בשבועות. וכבר התבארו משפטי מצוה זו בסנהדרין. (ויקרא, הלכות עדות פ""ט): 
",,,"לדרוש ולחקור העדים שנ' (ראה) ודרשת וחקרת שם בארנו דין עדות. ודין קיום שטרות:
","הָעֵד מְצֻוֶּה לְהָעִיד בְּבֵית דִּין בְּכָל עֵדוּת שֶׁיּוֹדֵעַ. בֵּין בְּעֵדוּת שֶׁיְּחַיֵּב בָּהּ אֶת חֲבֵרוֹ בֵּין בְּעֵדוּת שֶׁיְּזַכֵּהוּ בּוֹ. וְהוּא שֶׁיִּתְבָּעֶנּוּ לְהָעִיד בְּדִינֵי מָמוֹנוֹת שֶׁנֶּאֱמַר <small>(ויקרא ה א)</small> ""וְהוּא עֵד אוֹ רָאָה אוֹ יָדָע אִם לוֹא יַגִּיד וְנָשָׂא עֲוֹנוֹ"": 

","<b>כיצד מאיימין העדים ואין מקבלין עדות שלא בפני בע""ד ובו כו סעיפים:</b><br><i data-commentator=""Me'irat Einayim"" data-order=""1""></i><i data-commentator=""Beur HaGra"" data-order=""1""></i><i data-commentator=""Siftei Kohen"" data-order=""1""></i><i data-commentator=""Be'er HaGolah"" data-label=""א"" data-order=""1""></i><i data-commentator=""Netivot HaMishpat, Beurim"" data-order=""1""></i>כל מי שיודע <i data-commentator=""Me'irat Einayim"" data-order=""2""></i>עדות לחבירו <i data-commentator=""Me'irat Einayim"" data-order=""3""></i><i data-commentator=""Netivot HaMishpat, Hidushim"" data-order=""1""></i><i data-commentator=""Ba'er Hetev"" data-order=""1""></i><i data-commentator=""Pithei Teshuva"" data-order=""1""></i><i data-commentator=""Beur HaGra"" data-order=""2""></i>וראוי להעידו <i data-commentator=""Me'irat Einayim"" data-order=""4""></i><i data-commentator=""Beur HaGra"" data-order=""3""></i>ויש לחבירו <i data-commentator=""Netivot HaMishpat, Hidushim"" data-order=""2""></i><i data-commentator=""Ba'er Hetev"" data-order=""2""></i><i data-commentator=""Pithei Teshuva"" data-order=""2""></i>תועלת בעדותו <i data-commentator=""Me'irat Einayim"" data-order=""5""></i><i data-commentator=""Pithei Teshuva"" data-order=""3""></i>חייב להעיד <i data-commentator=""Me'irat Einayim"" data-order=""6""></i><i data-commentator=""Pithei Teshuva"" data-order=""4""></i><i data-commentator=""Beur HaGra"" data-order=""4""></i>אם יתבענו שיעיד לו <i data-commentator=""Me'irat Einayim"" data-order=""7""></i><i data-commentator=""Beur HaGra"" data-order=""5""></i><small>(<i data-commentator=""Be'er HaGolah"" data-label=""ב"" data-order=""2""></i>בב""ד תוס' וב""י) <i data-commentator=""Me'irat Einayim"" data-order=""8""></i><i data-commentator=""Beur HaGra"" data-order=""6""></i></small>בין שיש עד אחד <i data-commentator=""Netivot HaMishpat, Hidushim"" data-order=""3""></i><i data-commentator=""Ba'er Hetev"" data-order=""3""></i>עמו <i data-commentator=""Me'irat Einayim"" data-order=""9""></i>בין שהוא <i data-commentator=""Netivot HaMishpat, Hidushim"" data-order=""4""></i><i data-commentator=""Ba'er Hetev"" data-order=""4""></i>לבדו <i data-commentator=""Me'irat Einayim"" data-order=""10""></i><i data-commentator=""Beur HaGra"" data-order=""7""></i>ואם כבש עדותו <i data-commentator=""Me'irat Einayim"" data-order=""11""></i><i data-commentator=""Be'er HaGolah"" data-label=""ג"" data-order=""3""></i><i data-commentator=""Pithei Teshuva"" data-order=""5""></i>פטור <i data-commentator=""Netivot HaMishpat, Hidushim"" data-order=""5""></i><i data-commentator=""Ba'er Hetev"" data-order=""5""></i>מדיני אדם <i data-commentator=""Siftei Kohen"" data-order=""2""></i><i data-commentator=""Netivot HaMishpat, Beurim"" data-order=""2""></i><i data-commentator=""Ketzot HaChoshen"" data-order=""1""></i>וחייב <i data-commentator=""Netivot HaMishpat, Hidushim"" data-order=""6""></i><i data-commentator=""Pithei Teshuva"" data-order=""6""></i>בדיני <i data-commentator=""Ba'er Hetev"" data-order=""6""></i>שמים: <small>הגה <i data-commentator=""Beur HaGra"" data-order=""8""></i>ועד א' לא יעיד <i data-commentator=""Beur HaGra"" data-order=""9""></i>אלא בדבר ממון שמביא א' לידי שבועה <i data-commentator=""Beur HaGra"" data-order=""10""></i>או בדבר איסור <i data-commentator=""Pithei Teshuva"" data-order=""7""></i>ואפרושי מאיסורא אבל אם כבר נעשה האיסור לא יעיד דאינו <i data-commentator=""Me'irat Einayim"" data-order=""12""></i>אלא כמוציא שם רע על חבירו (הגהות מיימוני פ""ה מהלכות עדות) <i data-commentator=""Beur HaGra"" data-order=""11""></i>ואסור לאדם להעיד בדבר שאינו יודע <i data-commentator=""Me'irat Einayim"" data-order=""13""></i>אע""פ שאמר לו אדם שיודע בו שאינו משקר <i data-commentator=""Be'er HaGolah"" data-label=""•"" data-order=""4""></i>ואפי' אמר לו בא ועמוד עם עד א' שיש לי <i data-commentator=""Me'irat Einayim"" data-order=""14""></i>ולא תעיד רק <i data-commentator=""Netivot HaMishpat, Hidushim"" data-order=""7""></i><i data-commentator=""Ba'er Hetev"" data-order=""7""></i>שיפחד בעל חובי ויסבור שיש לי שני עדים ויודה לי לא ישמע לו. (טור)</small>:
","וְנֶ֣פֶשׁ כִּֽי־תֶחֱטָ֗א וְשָֽׁמְעָה֙ ק֣וֹל אָלָ֔ה וְה֣וּא עֵ֔ד א֥וֹ רָאָ֖ה א֣וֹ יָדָ֑ע אִם־ל֥וֹא יַגִּ֖יד וְנָשָׂ֥א עֲוֺנֽוֹ׃
"
קכג. מצות קורבן עולה ויורד,מצווה קכד: מצוות עשה להקריב קורבן עולה ויורד,123,[]," מצוות עשה ע""ב",,," עשין רט""ז","רמב""ם הלכות שגגות פרק י' ופרק יא'",[],"ויקרא ה, ז."
,,123,[],"[u'Positive', 72]","[u'Positive', 72]",True,"[u'Positive Commandments', 216]","[u'Mishneh Torah, Offerings for Unintentional Transgressions 10']",[],[u'Leviticus 5:7']
,,"https://www.sefaria.org/Sefer_HaChinukh.123
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Positive_Commandments.72
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.72",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.216
","https://www.sefaria.org/Mishneh_Torah,_Offerings_for_Unintentional_Transgressions.10
",,"https://www.sefaria.org/Leviticus.5:7
"
,,"מצות קרבן עולה ויורד - להקריב קרבן עולה ויורד על חטאים מיחדים, והם, טמאת מקדש. כלומר, אדם שהוא טמא באב הטמאה ונכנס למקדש בשגגה, וטמאת קדשיו גם כן שהוא טמא ואכל בשר קדש בשגגה. ושבועת בטוי. כלומר, שנשבע לשקר על דבר לעשות או שלא לעשות, ושאר צדדי שבועת בטוי הידועים, ועובר עליה בשגגה. וכן שבועת העדות. כלומר, שנשבע לחברו שאינו יודע לו עדות בין בשוגג בין במזיד, על אלו החטאים חיב אדם להביא קרבן עולה ויורד כלומר, לפי עשרו ועניו של אדם, כמו שמפרש בכתוב, שנאמר (ויקרא ה א) ונפש כי תחטא ושמעה קול אלה. כלומר, קול שבועה שהשביעוהו אם יודע עדות, אם לא יגיד ונשא עונו, וסוף הענין והביא את אשמו, ולא נאמר שם ונעלם ממנו, ללמד שחיב בקרבן בין בשוגג בין במזיד.
",," היא שצונו שנקריב קרבן עולה ויורד על החטאים ידועים ומיוחדים גם כן. והחטאים שיתחייב עליהם זה הקרבן הם טומאת מקדש וקדשיו ושבועת בטוי ושבועת העדות, וזה מי שנטמא באב מאבות הטומאה כמו שהודענו בפתיחת סדר טהרות ונכנס למקדש או אכל קדש בשגגה וזו היא טומאת מקדש וקדשיו. או נשבע על שקר כגון שבועת בטוי ועבר עליה בשגגה. או נשבע לשקר שבועת העדות בין בשוגג בין במזיד. הנה הוא יקריב על אי זה מעשה שעשה מאלו קרבן הנקרא עולה ויורד, והוא אמרו ונפש כי תחטא ושמעה קול אלה ונעלם ממנו והיה כי יאשם והביא את אשמו, או נפש כי תשבע לבטא ונעלם ממנו והיה כי יאשם והביא את אשמו, ואם לא תגיע ידו. ומפני זה הענין נקרא עולה ויורד כי הוא לא יעמוד במין אחד אבל יביא מזה המין פעם ומזה המין פעם הכל לפי השגת יד החוטא שחייב להביא הקרבן. וכבר התבארו משפטי מצוה זו במסכת כריתות ובשבועות. (ויקרא אל משה, שגגות פ""י): 
",,,"שיקריבו סנהדרי גדולה קרבן אם טעו והורו שלא כהלכה בעבירות החמורות שחייבים עליהן כרת ועשו הקהל כולן או רובן על פיהם שנאמר ואם כל עדת ישראל ישגו ונעלם דבר מעיני הקהל ועשו וגו':
","שִׁשָׁה מִצְוָתָן שֶׁיַּקְרִיבוּ קָרְבָּן עוֹלֶה וְיוֹרֵד וְאֵלּוּ הֵן. הַמְצֹרָע. וְהַיּוֹלֶדֶת. וְהַנִּשְׁבָּע שְׁבוּעַת הָעֵדוּת בֵּין בְּזָדוֹן בֵּין בִּשְׁגָגָה. וְהַנִּשְׁבָּע שְׁבוּעַת בִּטּוּי לַשֶּׁקֶר בִּשְׁגָגָה. וְהַטָּמֵא שֶׁאָכַל קֹדֶשׁ בִּשְׁגָגָה. וְהַטָּמֵא שֶׁנִּכְנַס לַמִּקְדָּשׁ בִּשְׁגָגָה:

",,"וְאִם־לֹ֨א תַגִּ֣יע יָדוֹ֮ דֵּ֣י שֶׂה֒ וְהֵבִ֨יא אֶת־אֲשָׁמ֜וֹ אֲשֶׁ֣ר חָטָ֗א שְׁתֵּ֥י תֹרִ֛ים אֽוֹ־שְׁנֵ֥י בְנֵֽי־יוֹנָ֖ה לַֽיהוָ֑ה אֶחָ֥ד לְחַטָּ֖את וְאֶחָ֥ד לְעֹלָֽה׃
"
קכד. שלא להבדיל בחטאת העוף,"מצווה קכה: מצוות לא תעשה, שלא להבדיל בחטאת העוף",124,[]," לא תעשה קי""ב",,," לאוין שכ""ז","רמב""ם הלכות מעשה הקרבנות פרק ז' הלכות ו-ט",[],"ויקרא ה, ח."
,,124,[],"[u'Negative', 112]","[u'Negative', 112]",True,"[u'Negative Commandments', 327]","[u'Mishneh Torah, Sacrificial Procedure 7:6-9']",[],[u'Leviticus 5:8']
,,"https://www.sefaria.org/Sefer_HaChinukh.124
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Negative_Commandments.112
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.112",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.327
","https://www.sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.7:6-9
",,"https://www.sefaria.org/Leviticus.5:8
"
,,"שלא להבדיל בחטאת העוף - שלא יפריד הכהן מן העוף הבא לקרבן והוא הנקרא חטאת העוף הראש מן הגוף כשימלק אותו, שנאמר (ויקרא ה ח) ומלק את ראשו ממול ערפו ולא יבדיל. ופרוש מליקה הוא (רש''י זבחים סה א) שנועץ הכהן צפרניו ממול ערפו דהינו עצם הנקרא עצם המפרקת, וחותך העצם בצפרניו עד שמגיע לסמנין וחותך גם הסמנין בצפדנו או רבו של אחד מהם, וזאת היא שחיטתו של חטאת העוף, וצריך הכהן שלא יחתך הכל לגמרי עד שיהא נפרד הראש מן הגוף. ועל זה נאמר ולא יבדיל. כבר אמרנו במצות בנין הבית שאין בנו יכלת וגם לא לאשר קטנו עבה ממתנינו למצא טענה גם על צד הפשט בפרטי הקרבנות, ודי לנו למלאכתנו זאת להודיע בענין הקרבנות דרך כלל קצת טעם על צד הפשט, וכבר כתבתי למעלה (מצוה צה) מה שידעתי ושמעתי.
",," הזהירנו מהבדיל ראש חטאת העוף בשעת מליקה. והוא אמרו יתעלה ומלק את ראשו ולא יבדיל ואם הבדיל פסל. והתבארו משפטי מצוה זו במסכת זבחים. (ויקרא, הלכות מעשה הקרבנות פ""ב): 
",,,"שלא יבדיל בחטאת העוף שנא' ומלק את ראשו ממול ערפו ולא יבדיל:
","חַטַּאת הָעוֹף כֵּיצַד הָיְתָה נַעֲשֵׂית. מוֹלֵק אוֹתָהּ בְּקֶרֶן דְּרוֹמִית מַעֲרָבִית כְּמוֹ שֶׁבֵּאַרְנוּ וְיוֹרֵד בְּצִפָּרְנוֹ עַד שֶׁיַּחְתֹּךְ הַסִּימָנִין אוֹ רֹב אֶחָד מֵהֶן וְאֵינוֹ מַבְדִּיל הָרֹאשׁ מִן הַגּוּף. וְאִם הִבְדִּיל פָּסַל וְלוֹקֶה שֶׁנֶּאֱמַר <small>(ויקרא ה ח)</small> ""וּמָלַק אֶת רֹאשׁוֹ מִמּוּל עָרְפּוֹ וְלֹא יַבְדִּיל"". וּמַזֶּה מִדָּמָהּ עַל קִיר הַמִּזְבֵּחַ לְמַטָּה מֵאֶמְצָעוֹ. וּשְׁיָרֵי הַדָּם מִתְמַצִּים עַל הַיְסוֹד שֶׁנֶּאֱמַר <small>(ויקרא ה ט)</small> ""וְהַנִּשְׁאָר בַּדָּם יִמָּצֵה עַל יְסוֹד הַמִּזְבֵּחַ"" מִכְּלָל שֶׁהַנְּתִינָה עַל קִיר שֶׁהַשְּׁיָרִין שֶׁלּוֹ מִתְמַצִּין אֶל יְסוֹד וְזֶהוּ קִיר הַתַּחְתּוֹן: 

",,"וְהֵבִ֤יא אֹתָם֙ אֶל־הַכֹּהֵ֔ן וְהִקְרִ֛יב אֶת־אֲשֶׁ֥ר לַחַטָּ֖את רִאשׁוֹנָ֑ה וּמָלַ֧ק אֶת־רֹאשׁ֛וֹ מִמּ֥וּל עָרְפּ֖וֹ וְלֹ֥א יַבְדִּֽיל׃
"
קכה. שלא ליתן שמן זית במנחת חוטא,"מצווה קכו: מצוות לא תעשה, שלא לשים שמן במנחת חוטא",125,[]," לא תעשה ק""ב",,," לאוין שכ""ח","רמב""ם הלכות מעשה הקרבנות פרק י""ב הלכות ז-ח",[],"ויקרא ה, ו."
,,125,[],"[u'Negative', 102]","[u'Negative', 102]",True,"[u'Negative Commandments', 328]","[u'Mishneh Torah, Sacrificial Procedure 12:7-8']",[],[u'Leviticus 5:6']
,,"https://www.sefaria.org/Sefer_HaChinukh.125
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Negative_Commandments.102
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.102",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.328
","https://www.sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.12:7-8
",,"https://www.sefaria.org/Leviticus.5:6
"
,,"שלא לתן שמן זית במנחת חוטא - שלא ישים הכהן שמן במנחת חוטא עני, שנאמר (ויקרא ה יא) לא ישים עליה שמן. ואף על פי שבשאר מנחות היו נותנין שמן. ומפני כן אמרתי חוטא עני, כי חוטא עשיר אינו מביא מנחת קמח לעולם, כי אם קרבן בהמה, כמו שמפרש בתורה.
",," הזהירנו מהשים שמן זית במנחת חוטא. והוא אמרו יתעלה לא ישים עליו שמן. ואם שם לוקה. (ויקרא אל משה, מעשה הקרבנות פי""ב): 
",,,"שלא ליתן שמן במנחת חוטא שנ' לא יצוק עליה שמן:
","כָּל הַמְּנָחוֹת הַקְּרֵבוֹת לְגַבֵּי הַמִּזְבֵּחַ טְעוּנוֹת שֶׁמֶן וּלְבוֹנָה. לוֹג שֶׁמֶן לְכָל עִשָּׂרוֹן. וְקֹמֶץ לְבוֹנָה לְכָל מִנְחָה. בֵּין שֶׁהָיְתָה עִשָּׂרוֹן אֶחָד בֵּין שֶׁהָיְתָה שִׁשִּׁים עֶשְׂרוֹנִים. שֶׁאֵין מְבִיאִין בִּכְלִי אֶחָד יֶתֶר עַל שִׁשִּׁים עִשָּׂרוֹן כְּמוֹ שֶׁיִּתְבָּאֵר. חוּץ מִמִּנְחַת קְנָאוֹת וּמִנְחַת חוֹטֵא שֶׁנֶּאֱמַר <small>(ויקרא ה יא)</small> ""לֹא יָשִׂים עָלֶיהָ שֶׁמֶן וְלֹא יִתֵּן עָלֶיהָ לְבֹנָה"":

",,"וְהֵבִ֣יא אֶת־אֲשָׁמ֣וֹ לַיהוָ֡ה עַ֣ל חַטָּאתוֹ֩ אֲשֶׁ֨ר חָטָ֜א נְקֵבָ֨ה מִן־הַצֹּ֥אן כִּשְׂבָּ֛ה אֽוֹ־שְׂעִירַ֥ת עִזִּ֖ים לְחַטָּ֑את וְכִפֶּ֥ר עָלָ֛יו הַכֹּהֵ֖ן מֵחַטָּאתֽוֹ׃
"
קכו. שלא לתת לבונה במנחת חוטא,"מצווה קכז: מצוות לא תעשה, שלא ליתן לבונה במנחת חוטא",126,[]," לא תעשה ק""ג",,," לאוין שכ""ט","רמב""ם הלכות מעשה הקרבנות פרק י""ב",[],"ויקרא ה, יא."
,,126,[],"[u'Negative', 103]","[u'Negative', 103]",True,"[u'Negative Commandments', 329]","[u'Mishneh Torah, Sacrificial Procedure 12']",[],[u'Leviticus 5:11']
,,"https://www.sefaria.org/Sefer_HaChinukh.126
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Negative_Commandments.103
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.103",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.329
","https://www.sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.12
",,"https://www.sefaria.org/Leviticus.5:11
"
,,"שלא לתת לבונה במנחת חוטא - שלא לתת לבונה במנחה זו שאמרנו של חוטא עני, שנאמר (ויקרא ה יא) ולא יתן עליה לבונה. ולשון המשנה (מנחות נט ב) וחיב על השמן בפני עצמו ועל הלבונה בפני עצמה, לפי שהן שני לאוין בלי ספק. כל הענין הלבונה כענין השמן שכתבנו, (מצוה קכה) אין להאריך בו.
",," הזהירנו מהקריב במנחת חוטא לבונה. והוא אמרו יתעלה ולא יתן עליה לבונה. ואם שם לוקה. ולשון המשנה (מנחות נ""ט:) חייב על השמן בפני עצמו ועל הלבונה בפני עצמה, לפי שהם שני לאוין בלא ספק. וכבר התבארו משפטי מצוה זו בחמישי ממנחות. (שם, שם): 
",,,"שלא ליתן לבונה במנחת חוטא שנאמר ולא יתן עליה לבונה:
","הַמְּנָּחוֹת הֵם מִן הַקָּרְבָּנוֹת. וְהַמְּנָחוֹת הַבָּאוֹת בִּפְנֵי עַצְמָן וִאֵינָן בָּאוֹת מִשּׁוּם נְסָכִים. מֵהֶם מִנְחַת צִבּוּר. וּמֵהֶם מִנְחַת יָחִיד:

",,"וְאִם־לֹא֩ תַשִּׂ֨יג יָד֜וֹ לִשְׁתֵּ֣י תֹרִ֗ים אוֹ֮ לִשְׁנֵ֣י בְנֵי־יוֹנָה֒ וְהֵבִ֨יא אֶת־קָרְבָּנ֜וֹ אֲשֶׁ֣ר חָטָ֗א עֲשִׂירִ֧ת הָאֵפָ֛ה סֹ֖לֶת לְחַטָּ֑את לֹא־יָשִׂ֨ים עָלֶ֜יהָ שֶׁ֗מֶן וְלֹא־יִתֵּ֤ן עָלֶ֙יהָ֙ לְבֹנָ֔ה כִּ֥י חַטָּ֖את הִֽיא׃
"
קכז. מצות תוספת חומש לאוכל מן ההקדש או מועל בו,מצווה קכח: מצוות עשה המועל בקדשים יתן קרן וחומש ואשם,127,[]," מצוות עשה קי""ח",,," עשין ר""י","רמב""ם הלכות מעילה פרק א' ופרק ה'",[],"ויקרא ה, טז."
,,127,[],"[u'Positive', 118]","[u'Positive', 118]",True,"[u'Positive Commandments', 210]","[u'Mishneh Torah, Trespass 1']",[],[u'Leviticus 5:16']
,,"https://www.sefaria.org/Sefer_HaChinukh.127
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Positive_Commandments.118
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.118",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.210
","https://www.sefaria.org/Mishneh_Torah,_Trespass.1
",,"https://www.sefaria.org/Leviticus.5:16
"
,,"מצות תוספת חמש לאוכל מן ההקדש או מועל בו - לשלם כל הנהנה מן ההקדש (עי, סהמ''צ עשה קיח), אחד קדשי מזבח ואחד קדשי הבית ואף בחרמי כהנים וכן בקדשים קלים, או אוכל קדש בשגגה, כלומר התרומה, כל מה שאכל או נהנה ממנו בתוספת חמש, ויביא קרבן על שגגתו איל בשני סלעים או יותר, והוא הנקרא אשם מעילות, והוא אחד מחמש אשמות ודאות הידועים, שנאמר (ויקרא ה טו) נפש כי תמעול מעל וגו', והביא את אשמו וגו'. ונאמר (שם טז) ואת אשר חטא מן הקדש ישלם ואת חמישתו יוסף עליו.
",," היא שצונו שיהיה כל מי שיהנה מן ההקדש מוסיף חומש, או אוכל קדש, כלומר אוכל תרומה בשגגה משלם מה שאכל או שעור מה שנהנה ותוספת חומש, והוא אמרו יתעלה ואת אשר חטא מן הקדש ישלם וחמישתיו, ואמרו גם כן ואיש כי יאכל קדש בשגגה וגו'. וכבר התבאר משפטי מצוה זו במסכת מעילה ובמסכת תרומה גם כן. (ויקרא אל משה, הלכות מעילה פ""א): 
",,,"בהולד בכור בהמה טהורה לישראל שיאמר הישראל הרי הוא מקודש בקדושת בכור שנאמר (ראה) כל הבכור אשר יולד בבקרך ובצאנך הזכר תקדיש וגו' שם בארנו הלכות בכורות בין בזמן המקדש בין בזמן הזה:
","אָסוּר לְהֶדְיוֹט לֵהָנוֹת מִקָּדְשֵׁי הַשֵּׁם. בֵּין מִדְּבָרִים הַקְּרֵבִין עַל גַּבֵּי הַמִּזְבֵּחַ. בֵּין מִקָּדְשֵׁי בֶּדֶק הַבַּיִת. וְכָל הַנֶּהֱנֶה בִּשְׁוֵה פְּרוּטָה מִקָּדְשֵׁי הַשֵּׁם מָעַל:

",,"וְאֵ֣ת אֲשֶׁר֩ חָטָ֨א מִן־הַקֹּ֜דֶשׁ יְשַׁלֵּ֗ם וְאֶת־חֲמִֽישִׁתוֹ֙ יוֹסֵ֣ף עָלָ֔יו וְנָתַ֥ן אֹת֖וֹ לַכֹּהֵ֑ן וְהַכֹּהֵ֗ן יְכַפֵּ֥ר עָלָ֛יו בְּאֵ֥יל הָאָשָׁ֖ם וְנִסְלַ֥ח לֽוֹ׃ (פ)
"
קכח. מצות קורבן אשם תלוי,מצווה קכט: מצוות עשה להביא אשם תלוי על ספק,128,[]," מצוות עשה ע""א",,," עשין רט""ו","רמב""ם הלכות שגגות פרק ח'",[],"ויקרא ה, יז-יח."
,,128,[],"[u'Positive', 71]","[u'Positive', 70]",False,"[u'Positive Commandments', 215]","[u'Mishneh Torah, Offerings for Unintentional Transgressions 8']",[],[u'Leviticus 5:17-18']
,,"https://www.sefaria.org/Sefer_HaChinukh.128
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Positive_Commandments.71
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.70",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.215
","https://www.sefaria.org/Mishneh_Torah,_Offerings_for_Unintentional_Transgressions.8
",,"https://www.sefaria.org/Leviticus.5:17-18
"
