Aderet Eliyahu Text,Aderet Eliyah Ref
"<b> ומ""ש בצלמו ביאורו בצלם הראוי לפי נשמתו</b>. בצלם אלהים פי' בצלם המלאכי'. ואמר כדמותנו לפי שמניי בע""ח יובדלו זה מזה באבריהם כשארז""ל (בבכורות פ""ז מ""ד) עיניו גדולו' כשל עגל קטנות כשל אווז וכן ארז""ל שבת ע""ד ב') מ""ט גמלא זוטרא גנובת' ותורא אריכת' גגובתי' קרנא דקמצא רכיכא ע""ש והסימנים האלו מיוסדים על אדוני תכונתם ומזגם ויוכרו בסימני איבריה'. וכן אלו הסימנים באברי האדם כפי תכונתם וטבע' יורו עליהם סימני איבריהם וז""ש כדמותינו. וירדו בדגת הים והוא שרץ המים. ובעוף השמים. המה עופות. ובבהמה המה בהמות. ובכל הארץ המה חיות הארץ אשר חיותן מהארץ כדלעיל. ובכל הרמש הרומש הוא רמש הארץ ושרץ העוף ובכל מרבה שרץ העוף. כי שרץ העוף נכלל בשרץ הארץ כשארז""ל (פסחים כ""ד ע""א) אכל פוטיתא לוקה ארבע. נמלה לוקה חמש. צרעה לוקה שש. מפני ששני לאוין נאמרו על כלל השרצים וכשאוכל פוטיתא הוא שרץ המים לוקה ארבע. ב' על ב' כללי הלאוין וב' בשביל הנאמר ששרץ המים וכשאכל נמלה לוקה חמש. שנתוסף עוד א' בשביל שרץ האויר שנכלל בשרץ הארץ. ולמדו רז""ל זה מלשון הכתוב (ויקרא י""א) זאת תורת הבהמה והעוף וכל נפש החיה הרומשת במי'. הוא שרץ המים ולכל נפש השורצת על הארץ. הוא שרץ הארץ. ושרץ העוף לא נזכר כלל משום שנכלל בשרץ הארץ ומ""ש וירדו לשון רבים הוא מוסב על אדם ואשתו כמ""ש זכר ונקב' בראם וכן בפ' נח בא מאמרו ית""ש ומוראכם וחתכם יהי' כו' בכל אשר תרמוש האדמה. הוא שרץ האדם ובכל דגי הים הוא שרץ המים ושרץ העוף לא נזכר כלל מפני שהחטא גרם שנלקחו מהם רדיות הבע""ח אפס ניתן להם המורא והחתת. וידוע כי כל דבר הנעדר לא יוחזר לאיתנו בלתי דבר הנחסר ונפחת אף שחזר להם אחר המבול המורא וחתת נעדר להם מור' וחתת של שרץ העוף כאשר מצאנו ראינו בזבובים ושאר המינים אשר יעמדו על פני האדם ממש וזהו מחסדי הש""י שלא נלקח המורא מבהמות וחיות הארץ:",
"<b>ויברא כו' בצלמו</b> ביאורו בצלם הגבוה והמעולה בצלם אלהים. כבר ביארנו כי כל הנמצאים העומדי' למעלה מן הרקיע נקראי' אלהים כמו פלג אלהים מלא מים. ביאורו מים העליוני' שנפלג ממים התחתוני' הם מלא מים. לפי שהמים התחתוני' אינם מלאים כמ""ש והים איננו מלא (קהלת א') אבל חצי העליוני' המה מלאים ואינם חסרי' ע""י אידים. לכן בא מאמרו ית""ש שיברא האדם בצלם כל המלאכי' והעולמות והנמצאי' שהם למעלה מן הרקיע. ואמר ברא אותו ואח""כ ברא אותם שבתחלה עלה במחשבה לברוא אחד (ברכות ס""א ע""א עירובין י""ח ע""א) ואח""כ נבראו שנים. כי נבראו שנים נפרדים בגופם וכן בנפשות'. והי' זה כדי שיוכלו להוליד נפש בלולה מנפשות האב והאם. שהם היו בתחלה מחוברים וכלולים ביחד ואח""כ נפרדו ובוולד נכלל' ג""כ יחד וכמו שפי' הרשב""א ז""ל בחי' אגדות. ואמר ויברא הוא בריאת הנשמה והוא בצלמו והוא עיקר האד' כי הגוף נקרא בשר האד' ואח""כ פרט הכתוב סדר בריאתם כי מתחלה קוד' היצירה לא הי' לו רק נפש א' כלולה מב' ואח""כ חלק לשתים וז""ש בצלם כו' כי נשמת הזכר והנקיבה הן בשלימות ונקראו אדם כמ""ש כל השרוי בלא אשה כו':",
"<b> (יבמות ס""ב ע""ב):</b>",
"<b>ויברך וכו'</b> ויאמר להם אנהי' כל המאמרות הראשונות. ביאורם על רצונו ית""ש כמו ויאמר ה' לדג (יונה ב' י""א.) לפי שהשגחתו ורצונו נמצא אל כל הנמצאי' בדרך נסתר. ואל הדג בדרך נוכח. וכן ברכת הדגים הי' אל נוכח. וכן אל האד' בא מאמרו בנכח. וזהו כוונת רז""ל (בכורות ח' ע""א) ג' משמשים פנים כנגד פנים לפי שה' דבר עמהם. כוונתם שבא להם דיבור לשון נכח. כמו שיש חילוק בין הנביאי' בין דיבור לדיבור אעפ""י שלכלם היה מדבר אבל לא דיבר פנים בפנים אלא עם משה. כן הוא באמירה שלכלם לא היתה אמירה ברמז לנכח אלא עם שלשה אלו שלכן נאמר אצל הדגים פרו ורבו בלשון נכח. והעוף ירב בארץ לשון נסתר. וענין הנכח הוא בהשגחה יתירה שלכן קללת הנחש היתה גדולה וכן ברכת הדגים היתה גדולה מאד שלכן נאמר וידגו. וכן ויאמר ה' לדג ולכן ארז""ל עשרה מאמרו' הן והא תשעה הוי כו' כי ויאמר אלהים פרו ורבו אינה חשובה מן מאמרות הבריאה כי היא לברכה. פרו שיהיו פרים ורבים ולא יהי' עקרות. רבו שיולידו פעמי' רבות. ומלאו את הארץ ביאורו שלא יהיו נמצאי' במקו' אחד. אבל ומלאו את כל כדור הארץ. וזה הי' חטא דור הפלג' שיזמו לעשות נגד כוונת הבריאה ורצונו ית""ש לאסוף במקום אחד. אמנם נהרס עצתם מאתו ית""ש מפני שהי' מקביל לעומת כונת הבריאה כנ""ל:",
<b>וכבשה</b> ביאורו שיעשו עמה כפי מגמת לבם. הן להרוס ולחפור ולפתח ולשדד האדמה:,
<b>ורדו' כו'</b> כבר ביארנו. ובכל חיה כו' פיו נפש חיה כתרגומו והוא כולל כל מה שנברא מהארץ בהמה וחיה ורמש:,
"<b>ויאמר אלהים הנה נתתי לכם</b> הוא ג""כ מעשרה מאמרות מפני שנתן כח בזרע ופירות שיזונו ויסעדו את לב האדם לא כן עשב השדה. ולכל בעה""ח נתן כח בעשבי השדה שיזונו מהם ולא מתבואות וזרעים ופירות כי לא יסעדו את לבם:",
"<b>וירא. אלהים וכו' את כל אשר עשה.</b> ביאורו כי ראינו שדבר אחד יהי' טוב בעצמו וכאשר יתאימו לנמצא זולתו יהי' בלתי טוב אמנם מפעלי הש""י המה טובים בעצמם וגם עם חבור זולתם. רז""ל דרשו (מדרש רבה פרש' ט') טוב זה מלאך חיים מאד זה מלאך מות. כוונתם לא שהמות הוא יותר טוב מהחיים. אפס כונתו בעבור שכתב מאד משמע שהמות הוא ג""כ טוב שאין דבר מהנמצאים שיהיו בלתי טוב ויוצא מן הגדר. ואמר מאוד שתכלית הכל בשביל האדם שיעבוד לבוראו לכן נאמר בו מאוד:","Aderet Eliyahu, Genesis 1:31:1"
<b>יום הששי</b> כבר ביארנו. ,
<b>ויכלו השמים והארץ וכל צבאם. </b>הודיע לנו התורה כשם שיש צבא הארץ אשר נבראו בששת ימי בראשית צבא השמים:,"Aderet Eliyahu, Genesis 2:1:1"
"<b>ויכל וכו'</b> ההבדל בין כילוי לשביתה הוא. כי שביתה מונח להורות על העדר המלאכה והפסק באמצע מלאכתו. וכילוי נאמר על גמר מלאכה הוא רגע אחר גמר המעשה כי אין ניכר גמר המעשה אלא אח""כ כשאין עוד לעשות. לכן מן ההכרח לאמר ויכל וישבו'. אלו נאמר ויכל הייתי אומר שכלה את מלאכת הנזכרים. ואח""כ התחיל מלאכה אחרת לכן נאמר וישבות המונח על העדר והפסק באמצע המלאכה. לכך לדורות נצטוינו. כאשר יגיע שבת לפסוק באמצע ושלא לחשוב על מלאכת חול איך לעשות עוד. ",
"<b>ויברך אלהים </b>רז""ל דרשו (מדרש רבה פרשה י""א) ברכו במן קדשו במן. מפני שבשבת לא מצאוהו בשדה והוא הקידוש. וז""ש על כן הוא נותן לכם ביום הששי לחם יומים הוא הברכה. וכן לדורות מה שאנו שובתים בו ממלאכה הוא הקידוש. כי קידוש הוא לשון פרישה. והברכה הוא שאנו משכימים ביום השבת ואין אנו נצרכים להשתדלות פרנסת היום כי הוא מוכן מיום הששי. מכל מלאכתו אשר ברא אלהים לעשות. ביאורו כי לעשות משמעו לעתיד והוא כי הקב""ה מחדש בכל יום תמיד מעשה בראשית. וחידוש מעשה בראשית ליום השבת הוכן מיום אתמול וביום השבת שבת אף ממנו וז""ש מכל. והבן:",
"<b> וז""ש בליקוטין ח""ג דף קמ""א וז""ל אשר ברא אלהים לעשות</b>. ענין השבת הוא כי בכל ששה ימים הראשונים הוציאו כ""א פעולותיו וביום השבת נחו כלם ואע""ג שהכל נברא באותן ששה ימים מ""מ הכל בכח אבל בפועל הקב""ה מחדש בכל יום תמיד מעשה בראשית והוא הוצאתן לפועל וכ""א מוציא פעולתו ביומו תמיד ובשבת שובתים וז""ש הכתוב אשר ברא אלהי' לעשות פי' שברא הכל לבד לגמור בפועל. וזהו ג""כ כוונת המצות שיוגמר התכלית בפועל כמ""ש במקום אחר. ולכן ואדם אין לעבוד את האדמה וכל שיח השדה טרם יצמח שלא היו למעלה עד שהיו למטה:",
"<b> וכן הוקם המשכן משכן סתם וז""ש (ב""מ נ""ט ע""א) אוקירו לנשייכו וכו' שהאשה מצפון</b> ומשם זהב יאתה עכ""ל הזהב:",
"<b>אלה וכו' תולדות השמים </b>לא נזכר למעלה. ובאה התורה להודיענו שתולדות השמים המה מכוונים לעומת תולדות הארץ כי במאמר וכל צבאם גילה לנו שיש ונמצא צבא השמים. ובמאמר זה גילה לנו שהם מכוונים כנ""ל:",
"<b> רז""ל דרשו כל מקום שנא' אלה פסל את הראשונים אלה תולדות השמים והארץ פסל</b> תהו ובהו. ביאור' שפסל את תהו ובהו מהיותם תולדות הארץ. אפס הם עיקרי וחומרי הארץ כאשר ביארנו במקומו:",
"<b>בהבראם.</b> ביאורו כי לא נזכר אצל תולדות הארץ בריאה. אפס עשי' ויצירה. עשי' שנאמר ויעש. יצירה כמשרז""ל כל מקום שנא' ויהי אינו אלא לשון יצירה. והודיע לנו בזה שהם אצלינו ג""כ בריאה. ביום עשות. ביאורו שכולן נבראו ביום הראשון ואצל התולדות הי' הבריאה ביום הראשון והיצירה והעשי' בשאר ימי המעשה. ה' אלקים כאן הזכיר שם הוי""ה ב""ה. מפני ששם אלהים מורה על ההשגחה כאשר ביארנו. ושם הוי""ה ב""ה מורה על שם שהוא נותן חיות לכל ואינו שורה אלא על עולם מלא כמשה""כ והוא באחד ומי ישיבנו (איוב כ""ג) פי' באחד שאינו שורה אפס כשהעולם אחד באחדות. וכן שמע ישראל כו' שיהיו ישראל מיחדים עצמם ומחברים עצמם במחשבה. ה' מורה על קדמותו קודם בריא' העולם. אלהינו. מורה על זמן הווה. כמשה""כ אני ראשון ואני אחרון הוא מורה על עבר ועתיד. ומבלעדי אין אלהים מורה על הווה וכן אזמרה לאלהי בעודי (תלים קמ""ו) הוא על זמן הווה. וה' השני מורה על זמן העתיד. אחד הוא שורה כשהעולם אחד ושלם אז מיחד את שמו עליו:","Aderet Eliyahu, Genesis 2:4:1"
<b> והקדים ארץ לשמים שתולדת הארץ מבואר ותולדת השמים באו ברמז:</b>,
"<b>וכל שיח השדה. </b>הפסוק הזה הוא קשי ההתכה כי הזכיר בפ' ראשונה ותוצא הארץ דשא עשב כו' עץ עשה פרי. שנית התחיל בארץ וסיים באדמה. ויתכן שהאילנות והעשבים הנזכרים כאן אינן שהוציא הארץ אבל הן הנזכרי' בקללת האדם וקוץ ודרדר תצמיח לך. ושיעור הכתוב כך וכל שיח השדה פי' אילני סרק הגדלים ביערות ונקראים שיח ע""ש שמשיחין זה עם זה כמ""ש מפני מה קולן נשמע כו'. (עיין במדרש רבה פרשה י""ג) השדה פי' יער כמו עשו איש שדה ההולך ביערות לצוד ציד וכן ולכל חית השדה הם הגדלים ביערים כמ""ש בו תרמוש כל חיתו יער (תלים ק""ד) וכן וחית השדה השלמה לך (איוב ה') וכן עשב השדה ביאורו עשבים הגדלים מעצמם שאינם מזריעים זרע כי לא המטיר היא בתחילת הסיפור עד שיבוא לחטא האדם וקללתו קוץ ודרדר. וכן אלה תולדות יעקב ולא נזכר יחס תולדותם עד שספר יוסף בן שבע עשרה שנה היה רועה כו' וענין זכירתו עד שבאו למצרים ושם גמר הענין ואלה שמות בני ישראל בפ' ויגש:","Aderet Eliyahu, Genesis 2:5:1"
"<b> וההבדל בין מלת ארץ לאדמה היא בכונת המדבר כאשר יחפוץ לרמוז על אדמת עפר</b> אם לעבוד אותו או על פירות יאמר אדמה. וכאשר ירצה לדבר על מדתה יאמר ארץ או כלל העולם או א""י בפרטות לכן ארז""ל על פירות הארץ אומר בורא פרי האדמה שכוונתו על פירות הצומחין מן האדמה שנזרע ונעבד חוץ מן הפת שעל הפת או' המוציא מפני שבשבעת המינים מיוחדת להם א""י לכן מברכין אחריה' ברכת על הארץ. ואנו מתפללין משיב הרוח ותן טל ומטר כונתינו על א""י לכן תקנו על הפת לומר מן הארץ המורה על א""י ששאר ארצות שותי' תמצית א""י לכן כי לא המטיר ה' אלהים על הארץ. על כלל הארץ. ואדם אין לעבוד את העבודה על פרט האדמה שעובד בה והבן:",
"<b>ואד יעלה מן הארץ </b>בב""ר פליגי ר' יוחנן ור""ל. ר""י אמר אין עננים אלא מלמעלה שנא' וארו עם ענני שמיא. ור""ל אמר אין עננים אלא מלמטה שנאמר מעלה נשיאים מקצה הארץ ובפר""א אמר בזמן שישראל אין עושין רצונו של מקו' ממים התחתונים הם שותים. והטעם מפני שישראל מחברים שמים וארץ במעשיהם הנאותים אז יורידו הגשמי' מלמעלה ואם לא נעצרים מלמעלה וז""ש ואדם אין לעבוד את האדמה כמו לעבדה ולשמרה. ולכן ואד יעלה מן הארץ מפני שלא היו זכות מעשים להוריד הגשמים מלמעלה אז אד עלה מן הארץ שענני' שתו מן מים התחתוני' ואמר מן הארץ מפני שהאידים. עולים מן תערובת הארץ ויסודותיה. והשקה את כל פני האדמה הפרטית הנצרך לעבדה. אד הוא ענן ולפי שכל צרה ר""ל נמשל לענן וחשך לכן נקרא אד. יעלה לשון הוה להורות שענינו תמיד כך הוא:",
"<b>וייצר </b>בשני יודין דרז""ל שני יצרין יצ""ט ויצ""ר. (ברכות ס""א ע""א) והוא מרומז ג""כ בפסוק להנחיל אוהבי יש ודרז""ל עתיד הקב""ה כו' ש""י עולמות. ענינו שהאדם קונם אותם בשני יצרים שלו ש' עולמות בשבירות יצ""ר ועשרה עולמות בשמעו אל יצה""ט והם מרומזי' בתיב' ש""י ימין ושמאל. ייצר עולה ש""י. עפר מן האדמה. ביאורו עפר הוא עפר תיחוח. האדמה הוא אדמת סלע הקשה. ולפי שיצר אותו בשר ועצמות והוא עיקר בנין האדם כי הגידין הם לחבור האיברים והעור לסככו ולכן יצר הבשר מן עפר תחוח והעצמות מן הקשה. וכה""א ורבים מישיני אדמת עפר יקיצו (דניאל י""ב) לפי שיחיה איתם ויבנה תחילה עצמותם ואח""כ הבשר לכן אמר אדמת עפר וכן אמר אך עצמי ובשרי אתה (ראשית כ""ט) לפי שהאב (נדה ל""א ע""א) מזריע הלובן שממנו העצמות ואמו מזרעת האודם שממנו הבשר. ולבן היה עם יעקב ממשפחה אחת מאמו שהיה אחי אמו ומאביו ממשפחת נחור. לכן אמר עצמי ובשרי אתה:",
"<b>ויפח באפיו נשמת חיי' ויהי האדם לנפש חיה.</b> ביאורו כאשר נפח בו הש""י את נשמת חיי' ויהי האדם לנפש חיה אז נתהוה בו נפש הצומחת ורוח החיוני בפעם אחת כי חלקי הכחות באדם המה חמשה. הגוף. נפש הצומחת. רוח החיוני. נשמה. וחיה היא המחיה את כולם אבל יחידה אינה באדם. אפס בימות המשיח תשרה באדם וכן במעמד הר סיני ויחן שם ישראל כאיש אחד בלב אחד ומה שחלקו הראשונים לג' נפשות לא שיש בו ג' דברי' נפרדי' אלא המתפשטות ממנה לכבד נקרא נפש ומה שמתפשטות בלב נקרא רוח. ומה שעל המוח המשכלת נקרא נשמה. ואנקלוס תרגו' לנפש חיה לרוח ממללא כוונתו כי חמש כחות אלו כלולי' בשלש אלה מחשבה דבור מעשה המחשבה באה מפאת הנשמה הפנימית. והמעשה מגוף והנפש והדיבור מרוח החיוני המוליך את הקול ותרגו' על נפש מלת ממללא ועל מלת חיה רוח. כי א""א לכתוב ממללא רוח רוח נשמת חיי' הוא רוח אלהי' חיי' ורוח אדם שבקרבו הוא רוח מרוח ובהשיגו להתדבק ברוח אלהי' שנוצר ממנו הוא השגת רוח הקודש כמ""ש בס""י:","Aderet Eliyahu, Genesis 2:7:1"
"<b>ויטע גן בעדן. </b>עדן הוא מקו' דשן ושמן שבכל הארץ ויטע גן במקצת עדן וכפי קבל' חז""ל (פסחי' צ""ד ע""א) א' מששי' בעדן. מקדם פי' למזרח העדן והוא בדרומית מערבית של העול' וישם שם את האד' אשר יצר. כאשר נגמר צורתו על מתכונתו ואע""פ שכבר נעשה הגן ביו' ג' וכן האדם ביום ו' שם נאמר בדרך כלל וכאן הודיע בדרך פרט וכן הוא בכל התור' בתחל' נאמ' סתם ואח""כ פיר' בכלל ואח""כ בדרך פרט:","Aderet Eliyahu, Genesis 2:8:1"
"<b>ויצמח כל עץ נחמד </b>ההבדל בין מלת טוב לנחמד. הוא כי טוב נאמר בהסכמה על תענוג הגופני. וחמדה נאמר על עונג הרוחני וכן בקניני המדומות להשיג עושר וכבוד ויקר וחמדה הוא ששה ידות וטוב הוא חלק אחד כמו ששת ימי המעשה האדם רודף אחר קניני' המדומה הון יקר למצוא. ושבת הוא יו' העונג להתענג באכילה ושתיה וצוה לנו הש""י ב""ה להתענג באכיל' ושתיה והוא קודש כמו שהיה אכיל' הקרבנו' לכן מלת נחמ""ד עולה במספר ששה פעמי' מלת טו""ב:",
"<b>ועץ החיי' בתוך הגן באמצע הגן.</b> ועץ הדעת נמשך אחר מלת ויצמח או שהעץ הדעת עומד אצל עץ החיי'. הדעת טוב ורע כי ידיעת הטוב ורע הוא רע מאד כי מה שאדם תם יותר הוא יותר מעולה כמשא""הכ אשרי תמימי דרך וכן נח יעקב ואיו' נתעלו במדות תמימות' כי לולא דביקות האדם בדברי החומרי' היה נפשו דבקה בעניני ה' ולא היה בוחר בדברי' ערבי' ומתוקי' לפי שעה. כי כל הנעשה לבעל התאוה אחר רוב השתדלות בענין רע. נעשה לתמימי דרך בענין טוב בלי עמל ואון אבל העליונים שאינ' חומרי' אין מזיק להם ידיעת טו""ר לכן צוה שלא יאכל ממנו:","Aderet Eliyahu, Genesis 2:9:1"
<b> וכאן הוא פרטת של גן עדן ובמאמר לא טוב היות האדם הוא סיפור פרטי</b> של יצירת האדם:,
<b>ונהר. </b>הנהר יוצא מעדן למזרח ומשם יסובב אל הפאות והצדדין ומשם יפרד. ביאורו כאשר יוצא מגן מתחיל הפירוד. והיה לארבעה ראשים. מפני שיש לו הרבה פיצולים אפס ארבעה הם גדולים והמה ראשים בערך זולתם:,"Aderet Eliyahu, Genesis 2:10:1"
"<b>פישון </b>כמו פשו ורבו. הוא ההולך במזרח. ארץ החוילה אשר שם הזהב. ביאורו מפני שנמצא בתורה ב' מקומות הנקרא חוילה א' מבני כוש. סבא וחוילה כי שמות הנכרים הנזכרים בתורה יש מדינות הנקראים על שמם. וא' מבני שם ואת אופיר ואת חוילה לכן ציין כאן אשר שם הזהב והוא הנזכר אצל אופיר ואמר עוד סימן אחד ששם הזהב הטוב משבעה זהבים (יומא מ""ד ע""ב) א' הנקרא זהב טוב שאין בו סיגים ולא נחסר בכור כלל. ואמר הבדולח בה""א מפני שנזכר בתורה ועינו כעין הבדולח (במדבר י""א) וכן אבן השהם בה""א מפני שנזכר בתורה אצל אבני האפוד. כאשר ביארנו במלת יום הששי השביעי והנהר הרביעי הוא פרת. כי שלשה הנזכרים הם הנמשכים לצדי ופאות העולם. אפס נהר הרביעי הוא בעצמו הנמשך מעדן והוא נקרא פרת. ולכן כל הנהרות כאין נגדו כשרז""ל (בכורות נ""ה ע""ב) הנודר מן פרת אסור בכל הנהרות. וכן פרת סהדא רבא:",
"<b> וז""ל בליקוטין ח""ג דף קמ""א ד' נהרות</b>. הראשון בחסד לכן שם הבדולח שהו' לבן ואדמומית מעורב ונכלל בו שבו להט החרב המתהפכת. וכן זהב הארץ ההיא טוב את האור כי טוב ונגנז ביסוד לכן שם אבן השהם של יוסף. וכולל ג""כ כולם באבני האפוד. והשני גיחון ששם הולך על גחון וכן כוש נולד מחם והשלישי חידקל.   חד וקל מורכב מב' צדדין והוא כמו הרוח שהוא חד וקל והיא קדמת שהוא מזרח ובב' נהרות הראשונים אמר סובב לפי שזרועות העולם מחבקין לארץ וסובבין אותה אבל משך הת""ת הולד אליה בחוט השדרה ויסודו והנהר הרביעי הוא פרת שבקרב האשה פרה ורבה הזרע שמזריע בה והיא מ""נ שלה שמתברכת במ""ד והזכר מטיל ג' טיפין כידוע והיא טפה אחת הכוללת והן ד' אותיו' הוי""ה ב""ה חגת""ם כידוע ומ""ש כל הנותן מטתו בין צפון לדרום בין שני נהרות הראשונים כנ""ל וכמ""ש ביום עשות ה' אלהים ארץ ושמים שארץ ושמים בין ה' אלהים עכ""ל הזהב:",
<b>לעבדה ולשמרה:</b>,"Aderet Eliyahu, Genesis 2:15:1"
"<b></b> לעבדה הוא עבודת האדמה וההשקאה והשמירה שלא יעלה בה פריץ חיות. וכן חלקי המצות הם שנים עשה ול""ת. עשה הם בגדר העבודה. ול""ת בגדר השמירה ואדם הראשון ע""ה זכה להשקות את הגן כמבואר בזה""ק ע""ש:",
"<b>ויצו כו' על האדם. </b>פי' לתועלת האדם. לאמר פי' שיאמ' לאשתו. ורז""ל דרשו (סנהד' נ""ו ע""ב) בזה הפסוק שנצטוה על שבע מצות. וא' מהם גזל אף שלא הי' זולתו. אפס נצטו' שלא יאכל מפירו' המוכן לזולתו. ",
"<b>מכל עץ הגן אכל תאכל.</b> אכל הוא מקור כמו זכור וכן אי אפשר לו לאכול בתמידות אבל יחשוב לאכול כאשר ירעב. והי' הציווי שיאכל מכל עץ הגן ולא רשו'. ולכן אחר החטא אמר אדם ואוכל. כוונתו שהש""י שאל לו ב' דברים. א' מפני מה אכל מעץ הדעת ב' מפני מה לא אכל משאר אילנו' ובא התשובה ואוכל עוד מהם זאת אקיים. ומעץ הדעת טוב ורע פי' כשאכל ממנו נתערב רע בטוב יחד גם בעסק המצוה עוסק שלא לשמה. ובאכילה ובמשגל הכל לתאות היצר. ביום אכלך ממנו מות תמות. כמשה""כ (תהלים ל""ד י""ג י""ד) מי האיש החפץ חיים אוהב ימים לראות טוב. נצור לשונך מרע ושפתיך מדבר מרמה. כי עץ הדעת טוב ורע הוא המרמה מכוסה שנאה. סם המות מכוסה בנפת שפתי חלקות. א""א מי האיש החפץ חיים ישמור שפתיו מדבר מרמה. ומי שאוהב ימים לראות טוב יצור לשונו מרע יראה טוב כל ימיו. שיצור לשונו מדבר רע על האדם כי היא שקולה נגד שלש עבירות (ערוכין ט""ו ע""ב) ע""ז ג""ע וש""ד. ומרמה היא שמראה עצמו טוב לזולתו ולוכדו ברשתו. וזה הטוב הוא קשה מאיש רע בפועל שא""א לשמור מבעל מרמה וזה עץ הדעת טוב ורע שיודע באכלו ממנו שני דרכים אלו איך לראות לזולתו טוב ובלבו ישים ארבו. או לעשות רע בפועל. כי ביום אכלך ממנו מות תמות אין זה עונש האכילה כי מצינו שנענש יותר תשע קללות ועוד עיקר הקללה שאמר כאן לא הזכיר לו אלא אגב. אפס הודיע אותו טבע האילן הזאת. וכן כל המצות נצטוינו לטוב לנו כל הימים. ממנו פי' אפי' מקצתו. עזר כנגדו. ביאור שהיו דו פרצופי' והי' חוה מאחריו ולא הי' לו לתועלת לסייעו אותו לכן אמר אעשה לו שיהי' כנגדו לפניו שיפרד אותה ממנו וישמש לפניו. האדם יעבוד את ה' והיא תשתדל אופן קיומו במזון ובמלבושיו:","Aderet Eliyahu, Genesis 2:16:1"
"<b>ויצר ה' וכו' </b>לא חשב בהמות שלא היו בכלל ביאה. מפני שהם אצלו בישוב אבל בקריאת שמות חשב ג""כ בהמות כי גם להם קרא שמות:",
"<b>אל האדם לראות מה יקרא לו.</b> ביאורו שהאדם יראה ויתבונן איך לקרוא אותם. כפי תכונתם כמשרז""ל (מדרש רבה פ' י""ז) לך נאה לקרות שור ולך נאה חמור. וכל אשר יקרא לו האדם נפש חיה הוא שמו ביאור ושמו הוא לפי נפש חיה שלהם קרא שמם ולא לפי חומרם. ואמר הוא שמו כמשה""כ מונה מספר לכוכבי' לכלם שמות יקרא פי' שמות לפי עבודת' והנהגתם. שנתקיימו שמם בעבודת' חמור בכליבה ושור לעול ולרדי'. ","Aderet Eliyahu, Genesis 2:19:1"
"<b>ויקרא כו' לכל הבהמה ולעוף השמים. </b>מלת כל מושך אחר עמו כל עוף השמים ג""כ. ולפי שהפסיק בין בהמה לחיה בעופות לכן חזר ואמר ולכל חית השדה וכן הוא הכלל בכל התורה:","Aderet Eliyahu, Genesis 2:20:1"
"<b>ולאדם לא מצא עזר כנגדו.</b> רז""ל דרשו (יבמות ס""ג ע""א ועיין בגליון הגמרא) מלמד שבא על כל בהמה וחיה ולא נתקררה דעתו כו'. פי' מלת שבא כמו בא לו אצל פרו ר""ל שבחן וראה בשכלו שמכל המינ' אין לו בין זוגו. ולמדו רז""ל זה ממלת מצא משמע שטרח וחקר ולא מצא:","Aderet Eliyahu, Genesis 2:20:2"
<b>אחת מצלעותיו.</b> פי' שהיה לו מאחוריו ב' מיני צלעות של עצמות:,"Aderet Eliyahu, Genesis 2:21:1"
"<b>עצם מעצמי ובשר מבשרי</b> כבר ביארנו לזאת יקרא אשה כי מאי' לוקח' זאת. לפי שבא אות נוספת במלת אשה לכן בא הדגש בשין. מור' על כפול והוא מורה על התפעלות דבר מדבר. ועוד כי יסודן של אדם ואשתו אש. ובה האש מתגבר ולכן הוא בדגש וה""א בסופ' סי' נקיבה. ואצלו אין בו דגש לכן בא בחירק גדול:",
"<b> וההבדל בין אישות לבעל הוא כי אישות נאמר על מעשה אישות לכן הראשונים לא</b> קראו לאשתו אשתו (שבת קי""ח ע""ב) (גיטין נ""ב ע""א) כ""א ביתו שזה לשון מגונה ובעל נאמר על שהו' אדוניה. כמו ולא ישמרנו בעליו. ולכן אמר והי' ביום ההו' תקראי אישי ולא תקראי עוד בעלי (הושע ב') כי חביבות ואהבת ודביקות הקב""ה יהי' ביום ההוא גלוי כל כך בישראל עד שיקרא לו שם אישי כמ""ש אמצאך בחוץ אשקך גם לא יבוזו לי. ע""כ יעזב כו' ודבק באשתו. מורה על ענין בעלות ולא על מעשה אישות רק שכל ימיו יהי' טורח ועמל על פרנסתה ולא על פרנסת אב ואם. והיו לבשר אחד פי' לענין קרבות המשפחה. כמו. כי אחינו בשרינו הוא. אל כל שאר בשר שקרובי אשתו פסולים עליו כקרובי עצמו:",
<b>ויהיו שניהם ערומים האדם ואשתו ולא יתבוששו. </b>ביאורו כי עד הנה היו בגוף אחד זה לפני' וזה לאחור ואמ' גם אחרי כן שהיו שני גופי' נבדלי' וערומי' ולא יתבוששו מחוש התשמי' כמו מכל אברי האד' מפני שלא היו יודעים הרע:,"Aderet Eliyahu, Genesis 2:25:1"
