Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Emor 180",זכרון,Leviticus 23:24
"Aderet Eliyahu, Emor 181",תרועה,Leviticus 23:24
"Aderet Eliyahu, Emor 182",מקרא קדש,Leviticus 23:24
"Aderet Eliyahu, Emor 183",יום הכפרים הוא,Leviticus 23:27
"Aderet Eliyahu, Emor 184",וכל מלאכה לא תעשו כו' הרי זו אזהרה למלאכה,
"Aderet Eliyahu, Emor 185",כי כל הנפש כו' ונכרת' כו' הרי זו עונש עינוי,
"Aderet Eliyahu, Emor 186","והאבדתי כו' מה ת""ל לפי שהוא אומר כו' עיין רש""י ז""ל",
"Aderet Eliyahu, Emor 187",כי כל הנפש אשר לא תענה בעצם כו',Leviticus 23:29
"Aderet Eliyahu, Emor 188",וכל הנפש כו' מלאכה בעצם כו' על עצם היום הזה ענוש כרת ואין חיוב כר,
"Aderet Eliyahu, Emor 189","כל מלאכה לא תעשו כו' עיין רש""י ז""ל",Leviticus 23:31
"Aderet Eliyahu, Emor 190","שבת שבתון שבות [שבת קי""ד ע""ב] מכאן שיו""הכ כשב' אסור בקניב' ירק",
"Aderet Eliyahu, Emor 191","ועניתם את נפשתיכם בתשעה לחדש (ר""ה ט' ע""א) וכי בתשעה מתענין והלא אין מתענין אל",
"Aderet Eliyahu, Emor 192",מערב עד ערב,Leviticus 23:32
"Aderet Eliyahu, Emor 193",בחמשה עשר יום לחדש השביעי הזה חג הסכות זה טעון סוכה ואין חג המצות טעו,
"Aderet Eliyahu, Emor 194",ביום הראשון מקרא קודש,Leviticus 23:35
"Aderet Eliyahu, Emor 195","כל מלאכת עבדה לא תעשו עיין רש""י ז""ל",Leviticus 23:35-36
"Aderet Eliyahu, Emor 196",ביום השמיני מקרא קדש,Leviticus 23:36
"Aderet Eliyahu, Emor 197",עצרת הוא,Leviticus 23:36
"Aderet Eliyahu, Emor 198",להקריב עלה ומנחה,Leviticus 23:37
"Aderet Eliyahu, Emor 199",זבח ונסכים,Leviticus 23:37
"Aderet Eliyahu, Emor 200",דבר יום,Leviticus 23:37
"Aderet Eliyahu, Emor 201",ביומו,Leviticus 23:37
"Aderet Eliyahu, Emor 202","מלבד כו' מניין למוספי שבת שיקרבו עם מוספי רגל (היינו שצריך ג""כ להבי' מוספי שב",
"Aderet Eliyahu, Emor 203",ומלבד מתנותיכ' ומלבד כל נדריכם ומלבד כל נדבתיכ',Leviticus 23:38
"Aderet Eliyahu, Emor 204",אשר תתנו לה',
"Aderet Eliyahu, Emor 205","אך בחמשה עשר יום לחדש תחגו את חג ה' יכול אפי' בשבת ת""ל אך",
"Aderet Eliyahu, Emor 206","באספכם כו' עיין רש""י ז""ל",
"Aderet Eliyahu, Emor 207",תחגו כו' שבעת ימים,
"Aderet Eliyahu, Emor 208","ביום הראשון שבתון (פסחים ה' ע""א) תנא דבי ר' ישמעאל נאמר כאן ביום הראשון ונאמ",
"Aderet Eliyahu, Emor 209",ולקחתם,Leviticus 23:40
"Aderet Eliyahu, Emor 210",לכם,Leviticus 23:40
"Aderet Eliyahu, Emor 211","הראשון (סוכה מ""ג ע""ב) אפי' בגבולין רא""א ביום אפי' בשבת",
"Aderet Eliyahu, Emor 212","כפת תמרים (שם מ""ה ע""ב) ריבב""א שתים א' למזבח וא' ללולב ר""ט אומר כפת א",
"Aderet Eliyahu, Emor 213",עבת,Leviticus 23:40
"Aderet Eliyahu, Emor 214","חג אין עלת ראי' לא דברי ב""ש בה""א אפי' עלת ראי' [ביצה י""ט ע""א]",
"Aderet Eliyahu, Emor 215","שבעת ימים יכול יהא חוגג כל שבעה ת""ל וחגתם אותו יום א' בלבד",
"Aderet Eliyahu, Emor 216",בסכת,Leviticus 23:42
"Aderet Eliyahu, Emor 217",תשבו,Leviticus 23:42
"Aderet Eliyahu, Emor 218",אזרח,
"Aderet Eliyahu, Emor 219",האזרח,Leviticus 23:42
"Aderet Eliyahu, Emor 220",בישראל,Leviticus 23:42
"Aderet Eliyahu, Emor 221",בהוציאי אותם מארץ מצרים,Leviticus 23:43
"Aderet Eliyahu, Emor 222",וידבר משה את מעדי ה',Leviticus 23:44
"Aderet Eliyahu, Emor 223","וידבר משה את מעדי ה' אל בני ישראל (ר""ה כ""ד ע""א) מכאן שראש ב""ד אומ",
"Aderet Eliyahu, Emor 224",צו את בני ישראל,Leviticus 24:2
"Aderet Eliyahu, Emor 225","ויקחו אליך (מנחות פ""ו ע""ב) לך ולא אלי שלא לאורה אני צריך",
"Aderet Eliyahu, Emor 226",ויקחו אליך,Leviticus 24:2
"Aderet Eliyahu, Emor 227",שמן זית,Leviticus 24:2
"Aderet Eliyahu, Emor 228",זך,Leviticus 24:2
"Aderet Eliyahu, Emor 229",להעלת,Leviticus 24:2
"Aderet Eliyahu, Emor 230",מחוץ לפרכת,Leviticus 24:3
"Aderet Eliyahu, Emor 231",העדת,Leviticus 24:3
"Aderet Eliyahu, Emor 232",מערב עד בקר,Leviticus 24:3
"Aderet Eliyahu, Emor 233",על המנרה הטהרה,Leviticus 24:4
"Aderet Eliyahu, Emor 234",יערך את הנרות לפני ה',Leviticus 24:4
"Aderet Eliyahu, Emor 235",תמיד,Leviticus 24:4
"Aderet Eliyahu, Emor 236",סלת ואפית,Leviticus 24:5
"Aderet Eliyahu, Emor 237","י""ב חלות",Leviticus 24:5
"Aderet Eliyahu, Emor 238",ושמת אותם וכו',Leviticus 24:6
"Aderet Eliyahu, Emor 239",ונתת על המערכת,Leviticus 24:7
"Aderet Eliyahu, Emor 240",לבנה זכה,Leviticus 24:7
"Aderet Eliyahu, Emor 241",והיתה,Leviticus 24:7
"Aderet Eliyahu, Emor 242",ביום השבת ביום השבת,Leviticus 24:8
"Aderet Eliyahu, Emor 243",יערכנו,Leviticus 24:8
"Aderet Eliyahu, Emor 244",מאת בני ישראל,Leviticus 24:8
"Aderet Eliyahu, Emor 245",ברית עולם,Leviticus 24:8
"Aderet Eliyahu, Emor 246",ואכלהו במקום קדש,
"Aderet Eliyahu, Emor 247",הוא,
"Aderet Eliyahu, Emor 248",לו,
"Aderet Eliyahu, Emor 249",לאהרן ולבניו,Leviticus 24:9
"Aderet Eliyahu, Emor 250",מאשי ה',
"Aderet Eliyahu, Emor 251",ויצא,Leviticus 24:10
"Aderet Eliyahu, Emor 252",איש מצרי,Leviticus 24:10
"Aderet Eliyahu, Emor 253",בתוך,Leviticus 24:10
"Aderet Eliyahu, Emor 254",ויקב,Leviticus 24:11
"Aderet Eliyahu, Emor 255",ויביאו אתו אל משה,Leviticus 24:11
"Aderet Eliyahu, Emor 256",הוצא את המקלל,Leviticus 24:14
"Aderet Eliyahu, Emor 257",אל מחוץ למחנה,Leviticus 24:14
"Aderet Eliyahu, Emor 258",וסמכו כל השמעים,Leviticus 24:14
"Aderet Eliyahu, Emor 259","ורגמו אתו (סוטה כ""ג ע""ב) אותו ולא כסותו ולא אותה ולא כסותה מכאן אמרו האי",
"Aderet Eliyahu, Emor 260",כל העדה,Leviticus 24:14
"Aderet Eliyahu, Emor 261",ואל בני ישראל,Leviticus 24:15
"Aderet Eliyahu, Emor 262",איש איש,Leviticus 24:15
"Aderet Eliyahu, Emor 263",כי יקלל אלהיו,Leviticus 24:15
"Aderet Eliyahu, Emor 264",ונשא חטאו,Leviticus 24:15
"Aderet Eliyahu, Emor 265",ונקב שם ה',Leviticus 24:16
"Aderet Eliyahu, Emor 266",כגר כאזרח,Leviticus 24:16
"Aderet Eliyahu, Emor 267",בנקבו שם יומת,Leviticus 24:16
"Aderet Eliyahu, Emor 268",ואיש כו',Leviticus 24:17
"Aderet Eliyahu, Emor 269",ואיש,Leviticus 24:17
"Aderet Eliyahu, Emor 270",כי יכה,Leviticus 24:17
"Aderet Eliyahu, Emor 271","נפש (סנהדרין ע""ח ע""א) פרט כשהכהו עשרה בני אדם בעשרה מקלות בין בבת אחת בי",
"Aderet Eliyahu, Emor 272",ומכה נפש בהמה,Leviticus 24:18
"Aderet Eliyahu, Emor 273",ואיש כי יתן מום,Leviticus 24:19
"Aderet Eliyahu, Emor 274",שבר תחת שבר כו',Leviticus 24:20
"Aderet Eliyahu, Emor 275","ומכה בהמה (כתובות ל""ה ע""א ובשארי מקומות בש""ס) דבי חזקי' אומר מה מכה בהמה ל",
"Aderet Eliyahu, Emor 276","משפט אחד כמשפט דיני נפשות כן משפט ד""מ מה דיני נפשות בדרישה וחקירה כך דינ",
"Aderet Eliyahu, Emor 277","כגר (יבמות מ""ו ע""ב ועיין רש""י קידושין ס""ב ע""ב והוא כדברי הגאון) מכאן שהגר צרי",
"Aderet Eliyahu, Emor 278",וירגמו אתו,Leviticus 24:23
"Aderet Eliyahu, Emor 279",אבן,Leviticus 24:23
"Aderet Eliyahu, Emor 280",ובני ישראל עשו,Leviticus 24:23
