Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Ha'Azinu 70",אמרתי אפאיהם,Deuteronomy 32:26
"Aderet Eliyahu, Ha'Azinu 71",אשביתה מאנוש זכרם,Deuteronomy 32:26
"Aderet Eliyahu, Ha'Azinu 72",לולי כעס אויב אגור,Deuteronomy 32:27
"Aderet Eliyahu, Ha'Azinu 73",כי גוי אבד עצות המה,Deuteronomy 32:28
"Aderet Eliyahu, Ha'Azinu 74",לו חכמו ישכילו זאת יבינו וגו',Deuteronomy 32:29
"Aderet Eliyahu, Ha'Azinu 75",איכה ירדף א' אלף וגו',Deuteronomy 32:30
"Aderet Eliyahu, Ha'Azinu 76",אם לא כי צורם מכרם,Deuteronomy 32:30
"Aderet Eliyahu, Ha'Azinu 77",וה' הסגירם,
"Aderet Eliyahu, Ha'Azinu 78",כי לא כצורנו צורם,Deuteronomy 32:31
"Aderet Eliyahu, Ha'Azinu 79","ד""א הישראלים אומרים כי לא כצורנו וגו' כי בוודאי הקב""ה מרחם על כל מעשיו ומ",
"Aderet Eliyahu, Ha'Azinu 80","ד""א כי לא וגו' כשהקב""ה שומר אותנו שומר גם כל האומות וכמו שצוה להקריב ע",
"Aderet Eliyahu, Ha'Azinu 81",כי מגפן סדם גפנם עד וראש פתנים וגו',Deuteronomy 32:32
"Aderet Eliyahu, Ha'Azinu 82",חמת תנינם,Deuteronomy 32:33
"Aderet Eliyahu, Ha'Azinu 83",הלא הוא כמס עמדי חתום באוצרתי,Deuteronomy 32:34
"Aderet Eliyahu, Ha'Azinu 84",לי נקם ושלם לעת תמוט רגלם,Deuteronomy 32:35
"Aderet Eliyahu, Ha'Azinu 85",נקם ושלם,Deuteronomy 32:35
"Aderet Eliyahu, Ha'Azinu 86",לעת תמוט רגלם,Deuteronomy 32:35
"Aderet Eliyahu, Ha'Azinu 87","ד""א כי בדניאל כתיב חזה הוית וגו' הוא צלמא ראשה די דהב טב חדוהי ודרעוה",
"Aderet Eliyahu, Ha'Azinu 88",כי קרוב יום אידם,Deuteronomy 32:35
"Aderet Eliyahu, Ha'Azinu 89",וחש עתדת למו,Deuteronomy 32:35
"Aderet Eliyahu, Ha'Azinu 90",כי ידין ה',Deuteronomy 32:36
"Aderet Eliyahu, Ha'Azinu 91",עמו,Deuteronomy 32:36
"Aderet Eliyahu, Ha'Azinu 92",ועל עבדיו,Deuteronomy 32:36
"Aderet Eliyahu, Ha'Azinu 93",יתנחם,Deuteronomy 32:36
"Aderet Eliyahu, Ha'Azinu 94",כי יראה כי אזלת יד וגו',Deuteronomy 32:36
"Aderet Eliyahu, Ha'Azinu 95",ואמר אי אלהימו,Deuteronomy 32:37
"Aderet Eliyahu, Ha'Azinu 96",צור חסיו בו,Deuteronomy 32:37
"Aderet Eliyahu, Ha'Azinu 97",אשר חלב זבחימו יאכלו,Deuteronomy 32:38
"Aderet Eliyahu, Ha'Azinu 98",במדבר ובגלגל,
"Aderet Eliyahu, Ha'Azinu 99",ואמר אי אלהימו,
"Aderet Eliyahu, Ha'Azinu 100",יקומו ויעזרכם,Deuteronomy 32:38
"Aderet Eliyahu, Ha'Azinu 101","ואמר יאכלו ישתו כמ""ש ונחה עליו רוח ה' רוח חכמה וגו'",
"Aderet Eliyahu, Ha'Azinu 102",אי אלהימו,
"Aderet Eliyahu, Ha'Azinu 103",צור,
"Aderet Eliyahu, Ha'Azinu 104",ראו עתה כי אני אני הוא,Deuteronomy 32:39
"Aderet Eliyahu, Ha'Azinu 105",אני אמית ואחיה,Deuteronomy 32:39
"Aderet Eliyahu, Ha'Azinu 106","בממון כמ""ש ויפלט ואין מציל",
"Aderet Eliyahu, Ha'Azinu 107",ראו עתה כי אני אני הוא,
"Aderet Eliyahu, Ha'Azinu 108",כי אשא אל שמים ידי,Deuteronomy 32:40
"Aderet Eliyahu, Ha'Azinu 109",ואמרתי חי אנכי לעלם,Deuteronomy 32:40
"Aderet Eliyahu, Ha'Azinu 110",אם שנותי,Deuteronomy 32:41
"Aderet Eliyahu, Ha'Azinu 111",ברק חרבי,Deuteronomy 32:41
"Aderet Eliyahu, Ha'Azinu 112",אם שנותי ברק חרבי,
"Aderet Eliyahu, Ha'Azinu 113",אשיב נקם לצרי ולמשנאי אשלם,Deuteronomy 32:41
"Aderet Eliyahu, Ha'Azinu 114",נקם לצרי,Deuteronomy 32:41
"Aderet Eliyahu, Ha'Azinu 115",ולמשנאי אשלם,Deuteronomy 32:41
"Aderet Eliyahu, Ha'Azinu 116",ולמשנאי אשלם,Deuteronomy 32:41
"Aderet Eliyahu, Ha'Azinu 117",אשכיר חצי מדם,Deuteronomy 32:42
"Aderet Eliyahu, Ha'Azinu 118",וחרבי תאכל בשר,Deuteronomy 32:42
"Aderet Eliyahu, Ha'Azinu 119",הרנינו גוים עמו כי דם עבדיו יקום,Deuteronomy 32:43
"Aderet Eliyahu, Ha'Azinu 120",ונקם ישיב לצריו,Deuteronomy 32:43
"Aderet Eliyahu, Ha'Azinu 121",וכפר אדמתו עמו,Deuteronomy 32:43
"Aderet Eliyahu, Ha'Azinu 122",ויבא משה,Deuteronomy 32:44
"Aderet Eliyahu, Ha'Azinu 123",את כל דברי השירה,Deuteronomy 32:44
"Aderet Eliyahu, Ha'Azinu 124",באזני העם,Deuteronomy 32:44
"Aderet Eliyahu, Ha'Azinu 125",הוא והושע בן נון,Deuteronomy 32:44
"Aderet Eliyahu, Ha'Azinu 126",ויכל משה לדבר את כל הדברים האלה אל כל ישראל,Deuteronomy 32:45
"Aderet Eliyahu, Ha'Azinu 127",ויאמ' אלהם שימו לבבכם לכל הדברים וגו',Deuteronomy 32:46
"Aderet Eliyahu, Ha'Azinu 128",לכל הדברים,Deuteronomy 32:46
"Aderet Eliyahu, Ha'Azinu 129",אשר אנכי מעיד בכם וגו',Deuteronomy 32:46
"Aderet Eliyahu, Ha'Azinu 130",אשר תצום את בניכ' וגו',Deuteronomy 32:46
"Aderet Eliyahu, Ha'Azinu 131",לשמר,Deuteronomy 32:46
"Aderet Eliyahu, Ha'Azinu 132",לעשות,Deuteronomy 32:46
"Aderet Eliyahu, Ha'Azinu 133",שהכל כלולין בשירה הזאת,
"Aderet Eliyahu, Ha'Azinu 134",כי לא דבר רק הוא מכם,Deuteronomy 32:47
"Aderet Eliyahu, Ha'Azinu 135","כי הוא חייכם וגו' שכל דיבור שבתורה נותן חיים לעולם הבא ואריכת ימים בעה""ז כמ""",
"Aderet Eliyahu, Ha'Azinu 136",ובדבר הזה,Deuteronomy 32:47
"Aderet Eliyahu, Ha'Azinu 137",תאריכו ימים על האדמה,Deuteronomy 32:47
"Aderet Eliyahu, Ha'Azinu 138",אשר אתם עברים את הירדן שמה לרשתה,Deuteronomy 32:47
"Aderet Eliyahu, Ha'Azinu 139",וידבר ה' אל משה בעצם היום הזה,Deuteronomy 32:48
"Aderet Eliyahu, Ha'Azinu 140",עלה אל הר העברי' הזה,Deuteronomy 32:49
"Aderet Eliyahu, Ha'Azinu 141",הר נבו אשר בארץ מואב אשר על פני ירחו,Deuteronomy 32:49
"Aderet Eliyahu, Ha'Azinu 142",על פני ירחו,Deuteronomy 32:49
"Aderet Eliyahu, Ha'Azinu 143",פני,
"Aderet Eliyahu, Ha'Azinu 144",וראה את ארץ כנען אשר אני נתן לבני ישראל לאחזה,Deuteronomy 32:49
"Aderet Eliyahu, Ha'Azinu 145",אשר אני נתן לבני ישראל,Deuteronomy 32:49
"Aderet Eliyahu, Ha'Azinu 146",ומת בהר אשר אתה עלה שמה וגו',Deuteronomy 32:50
"Aderet Eliyahu, Ha'Azinu 147",על אשר מעלתם,Deuteronomy 32:51
"Aderet Eliyahu, Ha'Azinu 148","על אשר לא קדשתם אותי בתוך ב""י",Deuteronomy 32:51
"Aderet Eliyahu, Ha'Azinu 149",כי מנגד תראה את הארץ ושמה וגו',Deuteronomy 32:52
"Aderet Eliyahu, Ha'Azinu 150",כי מנגד,Deuteronomy 32:52
"Aderet Eliyahu, Ha'Azinu 151",וראה את ארץ,Deuteronomy 32:52
"Aderet Eliyahu, Ha'Azinu 152",נגד יאר ה' כי שור הוא הגבוה שבחיות בסוד קרניו וקרני חיות כנגד כולם,
"Aderet Eliyahu, Ha'Azinu 153",אופן שנ,
"Aderet Eliyahu, Ha'Azinu 154","האזינו חשבון שם הדעה ובהתפשטות בו""ק הוא שם הדעת והוא אל דעות ה'",
"Aderet Eliyahu, Ha'Azinu 155","פסוק ראשון ז""ת והשני יב""ת כנגד ות""ק וי""ב תקונים של בראשית והארץ",
"Aderet Eliyahu, Ha'Azinu 156",ואדברה הוא מנין זוהר,
"Aderet Eliyahu, Ha'Azinu 157",אמרי,
"Aderet Eliyahu, Ha'Azinu 158",מנין תיבות של השירה כמנין והמשכילים יזהירו כזוהר הרקיע שהם חסד ושופט ושליח ומלאך והושיע,
"Aderet Eliyahu, Ha'Azinu 159",כי שם ה' אקרא וגו' הוא השמש והירח וכוכבים,
"Aderet Eliyahu, Ha'Azinu 160",כי שם,
"Aderet Eliyahu, Ha'Azinu 161","כל השירה הוא בכל א' סתומה באמצע וב' שיטות חלוקים לפניה ולאחריה והם המשלימים לע""",
"Aderet Eliyahu, Ha'Azinu 162",כי שם והצור הם שלימא דמהימנותא,
"Aderet Eliyahu, Ha'Azinu 163",הצור,
"Aderet Eliyahu, Ha'Azinu 164",תמים,
"Aderet Eliyahu, Ha'Azinu 165",פעלו,
"Aderet Eliyahu, Ha'Azinu 166",כי כל,
"Aderet Eliyahu, Ha'Azinu 167",צדיק,
"Aderet Eliyahu, Ha'Azinu 168",וישר,
"Aderet Eliyahu, Ha'Azinu 169",ויגדך זקניך,
"Aderet Eliyahu, Ha'Azinu 170",יצב גבלת עמים למספר וגו',
"Aderet Eliyahu, Ha'Azinu 171",בהנחל,
"Aderet Eliyahu, Ha'Azinu 172",בני אדם,
"Aderet Eliyahu, Ha'Azinu 173",בני אדם,
"Aderet Eliyahu, Ha'Azinu 174",חלק ה' עמו,
"Aderet Eliyahu, Ha'Azinu 175",חבל נחלתו,
"Aderet Eliyahu, Ha'Azinu 176",ימצאהו בארץ מדבר זו מדריגה התחתונה שנקרא ארץ,
"Aderet Eliyahu, Ha'Azinu 177",ובתהו ילל ישמן,
"Aderet Eliyahu, Ha'Azinu 178",ימצאהו,
"Aderet Eliyahu, Ha'Azinu 179",יסבבנהו,
"Aderet Eliyahu, Ha'Azinu 180",יבוננהו,
"Aderet Eliyahu, Ha'Azinu 181",יצרנהו,
"Aderet Eliyahu, Ha'Azinu 182",כאישון עינו,
"Aderet Eliyahu, Ha'Azinu 183",כנשר,
"Aderet Eliyahu, Ha'Azinu 184","יעיר הוא אחורי שם מ""ה",
"Aderet Eliyahu, Ha'Azinu 185",יפרש,
"Aderet Eliyahu, Ha'Azinu 186",ישאהו,
"Aderet Eliyahu, Ha'Azinu 187",ואין עמו אל נכר,
"Aderet Eliyahu, Ha'Azinu 188",אל נכר,
"Aderet Eliyahu, Ha'Azinu 189",ינחנו,
"Aderet Eliyahu, Ha'Azinu 190",ויאכל תנובת שדי,
"Aderet Eliyahu, Ha'Azinu 191","ד""א ירכבהו יש בהם עשר דברים כדלעיל",
"Aderet Eliyahu, Ha'Azinu 192","סלע זה נער זה מט""ט",
"Aderet Eliyahu, Ha'Azinu 193",ומלמעלה למטה דבש ושמן בדעת,
"Aderet Eliyahu, Ha'Azinu 194",צור ילדך תשי,
"Aderet Eliyahu, Ha'Azinu 195",ותשכח אל מחללך,
"Aderet Eliyahu, Ha'Azinu 196",מחללך,
"Aderet Eliyahu, Ha'Azinu 197",תשי,
"Aderet Eliyahu, Ha'Azinu 198",פעל,
"Aderet Eliyahu, Ha'Azinu 199",כל זאת,
"Aderet Eliyahu, Ha'Azinu 200","מ""ה הוא מוקדם שהוא הד""ס ראשית כל והשאר זאת בסוד מי זאת",
"Aderet Eliyahu, Ha'Azinu 201",חכמו,
"Aderet Eliyahu, Ha'Azinu 202","יבינו ז""ן",
