Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Vayikra 39",ריח לשם ריח,
"Aderet Eliyahu, Vayikra 40",ניחוח לשם נחת רוח,
"Aderet Eliyahu, Vayikra 41",לה' לשם מי שאמר והי' העולם,
"Aderet Eliyahu, Vayikra 42",ואם מן הצאן קרבנו,Leviticus 1:10
"Aderet Eliyahu, Vayikra 43",מן הכשבים או מן העזים לעלה לרבות כל המותרות מן הקרבנות שיביא בדמיהן עולה,
"Aderet Eliyahu, Vayikra 44",תמים יקריבנו תמים יבקרנו,
"Aderet Eliyahu, Vayikra 45",ושחט אתו כו' אותו בצפון ולא עוף בצפון,
"Aderet Eliyahu, Vayikra 46",על ירך המזבח ולא באויר,Leviticus 1:11
"Aderet Eliyahu, Vayikra 47",ושחט על ירך ולא קבלה על ירך,
"Aderet Eliyahu, Vayikra 48",על המזבח סביב ואין סביב בבמה,Leviticus 1:11-12
"Aderet Eliyahu, Vayikra 49",בני אהרן ולא בנות אהרן,
"Aderet Eliyahu, Vayikra 50",את ראשו ואת פדרו,Leviticus 1:12
"Aderet Eliyahu, Vayikra 51",וערך הכהן אתם כסדרם,Leviticus 1:12
"Aderet Eliyahu, Vayikra 52",והקרב והכרעים כו' במים כו' והקריב הכהן את הכל מכאן שהולכת אברים לכבש בכהן,
"Aderet Eliyahu, Vayikra 53","עלה אע""פ שלא הפשיט ושלא נתח ושלא סמך יכול אע""פ שלא נשחט בצפון ת""ל על",
"Aderet Eliyahu, Vayikra 54",ואם מן העוף עלה ולא מן העוף שלמים,Leviticus 1:14
"Aderet Eliyahu, Vayikra 55",קרבנו ולא הציבור,
"Aderet Eliyahu, Vayikra 56",והקריבו מלמד שהיא באה נדבת שנים,
"Aderet Eliyahu, Vayikra 57","אל המזבח יכול בין מלמעלה בין מלמטה ת""ל ומלק את ראשו והקטיר המזבח האמור לעני",
"Aderet Eliyahu, Vayikra 58",ונמצה דמו דם כולו אוחז בראש ובגוף ומוצה משניהן,
"Aderet Eliyahu, Vayikra 59",על קיר המזבח,Leviticus 1:15
"Aderet Eliyahu, Vayikra 60",והשליך אתה כשירה ולא פסולה אתה ולא חטאת העוף,
"Aderet Eliyahu, Vayikra 61",ושסע אתו,Leviticus 1:17
"Aderet Eliyahu, Vayikra 62",בכנפיו להכשיר את העור,
"Aderet Eliyahu, Vayikra 63","לא יבדיל יכול אם הבדיל פסול ת""ל והקטיר יכול אעפ""י שמלק בסכין ת""ל אתו יכו",
"Aderet Eliyahu, Vayikra 64",על העצים אשר על האש הראוי להיות אש,Leviticus 1:17
"Aderet Eliyahu, Vayikra 65",ונפש כי תקריב וגו' נפש פרט לצבור,
"Aderet Eliyahu, Vayikra 66",קרבנו ולא השותפין,
"Aderet Eliyahu, Vayikra 67",ונפש לרבות כהן משוח למנחת נדבה,
"Aderet Eliyahu, Vayikra 68","תקריב יכול גזירה ת""ל כי ומניין שיחיד מתנדב לבונה ויין ושמן ועצים ת""ל קרבן מנח",
"Aderet Eliyahu, Vayikra 69",סלת יהיה שלא יביא מן החטים הא אם אמר הרי עלי מנחה מן השעורים כו',
"Aderet Eliyahu, Vayikra 70",והביאה שלא יביאנה חציה אם אמר הרי עלי מנחה של ב' עשרונים לא יביאנה אל,
"Aderet Eliyahu, Vayikra 71",בני ולא בנות אהרן,
"Aderet Eliyahu, Vayikra 72","הכהנים אפילו הן ריבואות וכה""א ברוב עם כו'",
"Aderet Eliyahu, Vayikra 73",מסלתה כלו סלת,
"Aderet Eliyahu, Vayikra 74",על כל לבנתה איני יודע כמה הרי אני דן מקומץ,
"Aderet Eliyahu, Vayikra 75","והקטיר אעפ""י שאין שירים יכול אף נטמא הקומץ או אבד יאכלו הכהנים השירים ת""ל מאש",
"Aderet Eliyahu, Vayikra 76","אזכרתה לג""ש",
"Aderet Eliyahu, Vayikra 77","והנותרת אעפ""י שלא הומלחה ולא הוגשה וחסר לבונתה נדרש כן לפי שכתיב ג' פעמים והנותר",
"Aderet Eliyahu, Vayikra 78","לאהרן ולבניו לאהרן תחלה ואח""כ לבניו ומה אהרן כה""ג אוכל בלא מחלוקת אף בניו כה""",
"Aderet Eliyahu, Vayikra 79",קדש קדשים להתיר מנחת ישראל שלא תימא דוקא מנחת גרים כו' קדש קדשים להתיר מליק,
"Aderet Eliyahu, Vayikra 80",וכי תקרב רשות,Leviticus 2:4
"Aderet Eliyahu, Vayikra 81",מאפה תנור ולא מאפה כופח ולא רעפין ויורות ערביים,
"Aderet Eliyahu, Vayikra 82",מצת אפי' אפאה חלה אחת יצא,
"Aderet Eliyahu, Vayikra 83","בשמן בשמן ב' פעמים להכשיר וכו' עיין רש""י ז""ל",
"Aderet Eliyahu, Vayikra 84",ואם מנחה על המחבת כו' מלמד שטעונה כלי,Leviticus 2:5
"Aderet Eliyahu, Vayikra 85","מצה יכול מצוה ת""ל תהיה הכתוב קבעה חובה",
"Aderet Eliyahu, Vayikra 86","פתות יכול שתים ת""ל פתים יכול יעשנה בפירורי' ת""ל אתה פתים ואין פתים לפתים יכו",
"Aderet Eliyahu, Vayikra 87",סלת בשמן תעשה מלמד שטעונה שמן בכלי קודם לעשיתה,
"Aderet Eliyahu, Vayikra 88",והבאת את המנחה אשר יעשה מאלה וגו',Leviticus 2:8
"Aderet Eliyahu, Vayikra 89","אל המזבח ואין הגשה בבמה (אינו בת""כ רק בזבחים קי""ט ע""א)",
"Aderet Eliyahu, Vayikra 90","והרים לעכב יכול בכלי ת""ל בקמצו מה להלן כו'",
"Aderet Eliyahu, Vayikra 91",כל המנחה אלו נאמר אשר תקריבו יכול אין לי אלא קומץ,
"Aderet Eliyahu, Vayikra 92",אשר תקריבו,Leviticus 2:11
"Aderet Eliyahu, Vayikra 93",לא תעשה חמץ ולהלן הוא אומר לא תאפה חמץ לחייב מחמץ אחר מחמץ,
"Aderet Eliyahu, Vayikra 94",כי כל שאר,Leviticus 2:11
"Aderet Eliyahu, Vayikra 95","דבש אין לי אלא מרובה מיעוטה מניין ת""ל כל",
"Aderet Eliyahu, Vayikra 96",לא תקטירו ממנו אשה לה',Leviticus 2:11
"Aderet Eliyahu, Vayikra 97","קרבן ראשית שהיא ראשית לכל המנחות וכה""א מנחה חדשה שתהא חדשה לכל המנחות",
"Aderet Eliyahu, Vayikra 98","תקריבו יכול אם קדמן דבר אחר לא יקרבו ת""ל תקריבו",
"Aderet Eliyahu, Vayikra 99","ואל המזבח מניין לרבות הכבש ת""ל ואל המזבח",
"Aderet Eliyahu, Vayikra 100",לריח ניחוח,Leviticus 2:12
"Aderet Eliyahu, Vayikra 101",אתם,
"Aderet Eliyahu, Vayikra 102","וכל קרבן יכול אף על העצים ועל הדם ת""ל מנחתך מנחתך יכול כל המנח' כל",
"Aderet Eliyahu, Vayikra 103","במלח יכול תביאהו ת""ל תמלח יכול במי מלח ת""ל במל' ולא תשבי' מלח",
"Aderet Eliyahu, Vayikra 104",תקריב,Leviticus 2:13
"Aderet Eliyahu, Vayikra 105",ואם תקריב,Leviticus 2:14
"Aderet Eliyahu, Vayikra 106",אביב קלוי,Leviticus 2:14
"Aderet Eliyahu, Vayikra 107",כרמל,Leviticus 2:14
"Aderet Eliyahu, Vayikra 108",בכוריך ביכורי כל יחיד ויחיד,
"Aderet Eliyahu, Vayikra 109",ונתת עליה שמן,Leviticus 2:15
"Aderet Eliyahu, Vayikra 110",עליה לבונה ולא על מנחת נסכים,
"Aderet Eliyahu, Vayikra 111",מנחה,Leviticus 2:15
"Aderet Eliyahu, Vayikra 112",היא,
"Aderet Eliyahu, Vayikra 113",ואם זבח שלמים,Leviticus 3:1
"Aderet Eliyahu, Vayikra 114",מן הבקר להוציא תשיעי,
"Aderet Eliyahu, Vayikra 115",הוא,Leviticus 3:1
"Aderet Eliyahu, Vayikra 116",נקבה,Leviticus 3:1
"Aderet Eliyahu, Vayikra 117",וסמך ידו על ראש קרבנו ולא קרבן נכרי ולא קרבן חבירו,
"Aderet Eliyahu, Vayikra 118",פתח אהל מועד,Leviticus 3:2
"Aderet Eliyahu, Vayikra 119",והקריב,Leviticus 3:3
"Aderet Eliyahu, Vayikra 120",השלמים,Leviticus 3:3
"Aderet Eliyahu, Vayikra 121",ואת שתי הכלית,Leviticus 3:4
"Aderet Eliyahu, Vayikra 122",ואת היתרת על הכבד,Leviticus 3:4
"Aderet Eliyahu, Vayikra 123",יתרת על הכבד על הכליות,Leviticus 3:4
"Aderet Eliyahu, Vayikra 124",יסירנה אפילו כוליא אחת,
"Aderet Eliyahu, Vayikra 125",והקטירו אתו,Leviticus 3:5
"Aderet Eliyahu, Vayikra 126",אשה ריח,Leviticus 3:5
"Aderet Eliyahu, Vayikra 127",ואם מן הצאן קרבנו לזבח שלמים,Leviticus 3:6
"Aderet Eliyahu, Vayikra 128",זכר או נקבה,Leviticus 3:6
"Aderet Eliyahu, Vayikra 129",אם כשב,Leviticus 3:7
"Aderet Eliyahu, Vayikra 130",והקריב מזבח השלמים אשה לה' חלבו האליה,Leviticus 3:9
"Aderet Eliyahu, Vayikra 131",ואת החלב המכסה,Leviticus 3:9
"Aderet Eliyahu, Vayikra 132",לחם,Leviticus 3:11
"Aderet Eliyahu, Vayikra 133",ואם עז,Leviticus 3:12
"Aderet Eliyahu, Vayikra 134",והקריב ממנו כו' ממנו מן המחובר,
"Aderet Eliyahu, Vayikra 135","את החלב שיכול שיתמעט מכלן ת""ל את החלב כו'",Leviticus 3:14
"Aderet Eliyahu, Vayikra 136","והקטירם הכהן כו' כל חלב לה' לחייב על חלב (ר""ל קרבן) מעילה",
"Aderet Eliyahu, Vayikra 137",חקת עולם,Leviticus 3:17
"Aderet Eliyahu, Vayikra 138",לדרתיכם,Leviticus 3:17
"Aderet Eliyahu, Vayikra 139","בכל מושבתיכ' בין בא""י בין בח""ל",
"Aderet Eliyahu, Vayikra 140",כל חלב וכל דם לא תאכלו,Leviticus 3:17
"Aderet Eliyahu, Vayikra 141",דבר אל בני ישראל נפש כו',Leviticus 4:2
"Aderet Eliyahu, Vayikra 142",אם הכהן,Leviticus 4:3
"Aderet Eliyahu, Vayikra 143",בשגגה,
"Aderet Eliyahu, Vayikra 144",מצות ה',
"Aderet Eliyahu, Vayikra 145",מצות ה',
"Aderet Eliyahu, Vayikra 146",ועשה פרט לדבר שאין בו מעשה,
"Aderet Eliyahu, Vayikra 147",מהנה,
"Aderet Eliyahu, Vayikra 148",אם הכהן המשי',Leviticus 4:3
"Aderet Eliyahu, Vayikra 149",יחטא לאשמת העם והקריב על חטאתו אשר חטא פר בן בקר תמים לה' לחטאת,Leviticus 4:3
"Aderet Eliyahu, Vayikra 150",יחטא,Leviticus 4:3
"Aderet Eliyahu, Vayikra 151","אשר חטא על מה שחטא מביא ואינו מביא על מה שעשו אחרים ע""פ הוראתו",
"Aderet Eliyahu, Vayikra 152",והביא את הפר,Leviticus 4:4
"Aderet Eliyahu, Vayikra 153",וסמך את ידו על ראש הפר,Leviticus 4:4
"Aderet Eliyahu, Vayikra 154","לפני ה' בצפון בג""ש מעילה וחטאת",
"Aderet Eliyahu, Vayikra 155",ולקח הכהן המשיח מדם הפר,Leviticus 4:5
"Aderet Eliyahu, Vayikra 156",הכהן אפי' כהן הדיוט,
"Aderet Eliyahu, Vayikra 157",המשיח למצוה,
"Aderet Eliyahu, Vayikra 158",מדם הפר מדם הנפש ולא מדם התמצית ולא מדם העור,
"Aderet Eliyahu, Vayikra 159",והביא אתו כשר ולא פסול,Leviticus 4:5
"Aderet Eliyahu, Vayikra 160",אתו אל אהל מועד למעט קרבן יחיד,Leviticus 4:5-6
"Aderet Eliyahu, Vayikra 161","(ר""ל שהוא מביא כיחיד דהיינו על ע""ז",
"Aderet Eliyahu, Vayikra 162",וטבל ולא מספג,
"Aderet Eliyahu, Vayikra 163",וטבל והזה על כל הזי' טבילה,
"Aderet Eliyahu, Vayikra 164","את להכשי' אמין באצבעו (זבחים מ""ם ע""ב)",
"Aderet Eliyahu, Vayikra 165",אצבעו המיומנת שבימין,
"Aderet Eliyahu, Vayikra 166",בדם שיהא בדם כדי טבילה,
"Aderet Eliyahu, Vayikra 167",והזה לא מיטף ולא זורק,
"Aderet Eliyahu, Vayikra 168",שבע למעוטי שיהא מונה שבע ולא אחת ושבע,
"Aderet Eliyahu, Vayikra 169",שבע פעמים ולא שבע טיפין,Leviticus 4:6
"Aderet Eliyahu, Vayikra 170",קרנות,Leviticus 4:7
"Aderet Eliyahu, Vayikra 171",אשר באהל מועד,
"Aderet Eliyahu, Vayikra 172",מזבח קטרת,Leviticus 4:7
"Aderet Eliyahu, Vayikra 173",מזבח לפני ה',
"Aderet Eliyahu, Vayikra 174","ואת כל דם הפר לרבות פר יו""כ לשפיכה",Leviticus 4:7
"Aderet Eliyahu, Vayikra 175",ישפך ולא יטיף ולא יזה ולא יזרוק,
"Aderet Eliyahu, Vayikra 176",אל יסוד מזבח העלה,
"Aderet Eliyahu, Vayikra 177",אשר פתח אהל מועד,Leviticus 4:7
"Aderet Eliyahu, Vayikra 178",ואת עור הפר ואת כל בשרו,Leviticus 4:11
"Aderet Eliyahu, Vayikra 179",והוציא כו' אל מקום,
"Aderet Eliyahu, Vayikra 180",טהור שיהא מקומו טהור ואם טמא יטהרנו,
"Aderet Eliyahu, Vayikra 181","אל שפך ראב""י אומר שיהא מקומו משופך",
"Aderet Eliyahu, Vayikra 182",על עצים לרבות כל העצים אפי' קש וגבבא ותבן,
"Aderet Eliyahu, Vayikra 183",באש ולא בסיד ולא ברמץ,
"Aderet Eliyahu, Vayikra 184","ישרף אע""פ שמצית האור ברובו",
"Aderet Eliyahu, Vayikra 185",כל עדת ישראל ישגו,Leviticus 4:13
"Aderet Eliyahu, Vayikra 186",כל עדת ישראל ישגו,Leviticus 4:13
"Aderet Eliyahu, Vayikra 187",ישגו ונעלם דבר,Leviticus 4:13
"Aderet Eliyahu, Vayikra 188",ונעלם דבר,Leviticus 4:13
"Aderet Eliyahu, Vayikra 189",מכל מצות ה',Leviticus 4:13
"Aderet Eliyahu, Vayikra 190",ואשמו,Leviticus 4:13
"Aderet Eliyahu, Vayikra 191",וסמכו,Leviticus 4:15
"Aderet Eliyahu, Vayikra 192",זקני העדה,Leviticus 4:15
"Aderet Eliyahu, Vayikra 193",את ידיהם,Leviticus 4:15
"Aderet Eliyahu, Vayikra 194",ועשה כאשר עשה,Leviticus 4:20
"Aderet Eliyahu, Vayikra 195","ועשה לפר לרבות פר י""כ",Leviticus 4:20
"Aderet Eliyahu, Vayikra 196",כאשר עשה לפר,
"Aderet Eliyahu, Vayikra 197","החטאת לרבות שעירי ע""ז יכול אף שעירי רגלים ת""ל לו",
"Aderet Eliyahu, Vayikra 198",וכפר,Leviticus 4:20
"Aderet Eliyahu, Vayikra 199",ונסלח,Leviticus 4:20
"Aderet Eliyahu, Vayikra 200",אל מחוץ למחנה,Leviticus 4:21
"Aderet Eliyahu, Vayikra 201",יחטא,Leviticus 4:22
"Aderet Eliyahu, Vayikra 202",ועשה אחת,Leviticus 4:22
"Aderet Eliyahu, Vayikra 203",אשר לא תעשינה בשגגה,Leviticus 4:22
"Aderet Eliyahu, Vayikra 204",ואשם,Leviticus 4:22
"Aderet Eliyahu, Vayikra 205",או הודע אליו,Leviticus 4:23
"Aderet Eliyahu, Vayikra 206",אשר חטא בה,Leviticus 4:23
"Aderet Eliyahu, Vayikra 207",את קרבנו ואינו יוצא בקרבן אביו אפילו מן הקלה על הקלה ומן החמורה על החמורה,
"Aderet Eliyahu, Vayikra 208",שעיר עזים ולא חלופיו,
"Aderet Eliyahu, Vayikra 209",זכר ולא נקבה,
"Aderet Eliyahu, Vayikra 210",תמים ולא בעל מום,
"Aderet Eliyahu, Vayikra 211",השעיר,Leviticus 4:24
"Aderet Eliyahu, Vayikra 212",ושחט אתו,Leviticus 4:24
"Aderet Eliyahu, Vayikra 213",בצפון והלא כבר נאמר במקום אשר תשחט כו' אלא לקובעו שאם לא נשחט בצפון פסול,
"Aderet Eliyahu, Vayikra 214",ולקח באצבעו,
"Aderet Eliyahu, Vayikra 215",באצבעו ונתן,Leviticus 4:25
"Aderet Eliyahu, Vayikra 216",כחלב זבח השלמי',Leviticus 4:26
"Aderet Eliyahu, Vayikra 217",נפש,Leviticus 4:27
"Aderet Eliyahu, Vayikra 218",ולא שני' שעשו,
"Aderet Eliyahu, Vayikra 219",שעירת עזים,Leviticus 4:28
"Aderet Eliyahu, Vayikra 220","על ראש החטאת לרבות חטאת ע""ז לסמיכה",Leviticus 4:29
"Aderet Eliyahu, Vayikra 221",ואת כל דמה,Leviticus 4:30
"Aderet Eliyahu, Vayikra 222",ואם כבש,Leviticus 4:32
"Aderet Eliyahu, Vayikra 223",יביא,Leviticus 4:32
"Aderet Eliyahu, Vayikra 224",על ראש החטאת,Leviticus 4:33
"Aderet Eliyahu, Vayikra 225",ולקח הכהן מדם החטאת באצבעו וכו',Leviticus 4:34
"Aderet Eliyahu, Vayikra 226",וכפר עליו הכהן על חטאתו וכו' שתהא כפרה לשם חטאת,
"Aderet Eliyahu, Vayikra 227",ושמעה,Leviticus 5:1
"Aderet Eliyahu, Vayikra 228",בשבועת האלה,
"Aderet Eliyahu, Vayikra 229",או ראה או ידע,Leviticus 5:1
"Aderet Eliyahu, Vayikra 230",או נפש אשר תגע,Leviticus 5:2
"Aderet Eliyahu, Vayikra 231",אדם זה מת,
"Aderet Eliyahu, Vayikra 232",או נפש,Leviticus 5:4
"Aderet Eliyahu, Vayikra 233",והי' והביא,
"Aderet Eliyahu, Vayikra 234",אשמו על חטאתו,Leviticus 5:6
"Aderet Eliyahu, Vayikra 235",ואם לא תגיע ידו,Leviticus 5:7
"Aderet Eliyahu, Vayikra 236",והביא אתם,Leviticus 5:8
"Aderet Eliyahu, Vayikra 237",מדם החטאת,Leviticus 5:9
"Aderet Eliyahu, Vayikra 238",כמשפט כמשפט חטאת בהמה מן החולין,
"Aderet Eliyahu, Vayikra 239",ואם לא תשיג,Leviticus 5:11
"Aderet Eliyahu, Vayikra 240",מאחת מאלה,Leviticus 5:13
"Aderet Eliyahu, Vayikra 241",נפש,Leviticus 5:15
"Aderet Eliyahu, Vayikra 242",בשגגה,Leviticus 5:15
"Aderet Eliyahu, Vayikra 243",קדשי ה',
"Aderet Eliyahu, Vayikra 244",מקדשי ה',
"Aderet Eliyahu, Vayikra 245",לאשם,Leviticus 5:15
"Aderet Eliyahu, Vayikra 246",ואת אשר חטא מן הקדש,Leviticus 5:16
"Aderet Eliyahu, Vayikra 247",ואם נפש,Leviticus 5:17
"Aderet Eliyahu, Vayikra 248",ועשתה אחת,Leviticus 5:17
"Aderet Eliyahu, Vayikra 249",אשם,Leviticus 5:19
"Aderet Eliyahu, Vayikra 250",כי תחטא וכחש שקדמו חטא,Leviticus 5:21
"Aderet Eliyahu, Vayikra 251",וכחש בה,Leviticus 5:22
"Aderet Eliyahu, Vayikra 252","מניין ליתן את האמור למעלה למטה ת""ל מכל אשר כו'",
"Aderet Eliyahu, Vayikra 253","(אינו בת""כ רק בשבועות דף ל""ז ע""ב) מכל אשר ישבע עליו",
"Aderet Eliyahu, Vayikra 254",ביום אשמתו,Leviticus 5:24
"Aderet Eliyahu, Vayikra 255",ואת אשמו,Leviticus 5:25
"Aderet Eliyahu, Vayikra 256",ונסלח לו על אחת,Leviticus 5:26
