Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Bereshit 60","ויאמר אלהים הנה נתתי לכם הוא ג""כ מעשרה מאמרות מפני שנתן כח בזרע ופירות שיזונ",
"Aderet Eliyahu, Bereshit 61",וירא,Genesis 1:31
"Aderet Eliyahu, Bereshit 62",יום הששי כבר ביארנו,
"Aderet Eliyahu, Bereshit 63",ויכלו השמים והארץ וכל צבאם,Genesis 2:1
"Aderet Eliyahu, Bereshit 64",ויכל וכו' ההבדל בין כילוי לשביתה הוא,
"Aderet Eliyahu, Bereshit 65","ויברך אלהים רז""ל דרשו (מדרש רבה פרשה י""א) ברכו במן קדשו במן",
"Aderet Eliyahu, Bereshit 66","וז""ש בליקוטין ח""ג דף קמ""א וז""ל אשר ברא אלהים לעשות",
"Aderet Eliyahu, Bereshit 67","וכן הוקם המשכן משכן סתם וז""ש (ב""מ נ""ט ע""א) אוקירו לנשייכו וכו' שהאשה מצפון ומש",
"Aderet Eliyahu, Bereshit 68",אלה וכו' תולדות השמים לא נזכר למעלה,
"Aderet Eliyahu, Bereshit 69","רז""ל דרשו כל מקום שנא' אלה פסל את הראשונים אלה תולדות השמים והארץ פסל תה",
"Aderet Eliyahu, Bereshit 70",בהבראם,Genesis 2:4
"Aderet Eliyahu, Bereshit 71",והקדים ארץ לשמים שתולדת הארץ מבואר ותולדת השמים באו ברמז,
"Aderet Eliyahu, Bereshit 72",וכל שיח השדה,Genesis 2:5
"Aderet Eliyahu, Bereshit 73",וההבדל בין מלת ארץ לאדמה היא בכונת המדבר כאשר יחפוץ לרמוז על אדמת עפר א,
"Aderet Eliyahu, Bereshit 74","ואד יעלה מן הארץ בב""ר פליגי ר' יוחנן ור""ל",
"Aderet Eliyahu, Bereshit 75","וייצר בשני יודין דרז""ל שני יצרין יצ""ט ויצ""ר",
"Aderet Eliyahu, Bereshit 76",ויפח באפיו נשמת חיי' ויהי האדם לנפש חיה,Genesis 2:7
"Aderet Eliyahu, Bereshit 77",ויטע גן בעדן,Genesis 2:8
"Aderet Eliyahu, Bereshit 78",ויצמח כל עץ נחמד ההבדל בין מלת טוב לנחמד,
"Aderet Eliyahu, Bereshit 79",ועץ החיי' בתוך הגן באמצע הגן,Genesis 2:9
"Aderet Eliyahu, Bereshit 80",וכאן הוא פרטת של גן עדן ובמאמר לא טוב היות האדם הוא סיפור פרטי ש,
"Aderet Eliyahu, Bereshit 81",ונהר,Genesis 2:10
"Aderet Eliyahu, Bereshit 82",פישון כמו פשו ורבו,
"Aderet Eliyahu, Bereshit 83","וז""ל בליקוטין ח""ג דף קמ""א ד' נהרות",
"Aderet Eliyahu, Bereshit 84",לעבדה ולשמרה,Genesis 2:15
"Aderet Eliyahu, Bereshit 85",לעבדה הוא עבודת האדמה וההשקאה והשמירה שלא יעלה בה פריץ חיות,
"Aderet Eliyahu, Bereshit 86",ויצו כו' על האדם,
"Aderet Eliyahu, Bereshit 87",מכל עץ הגן אכל תאכל,Genesis 2:16
"Aderet Eliyahu, Bereshit 88",ויצר ה' וכו' לא חשב בהמות שלא היו בכלל ביאה,
"Aderet Eliyahu, Bereshit 89",אל האדם לראות מה יקרא לו,Genesis 2:19
"Aderet Eliyahu, Bereshit 90",ויקרא כו' לכל הבהמה ולעוף השמים,Genesis 2:20
"Aderet Eliyahu, Bereshit 91",ולאדם לא מצא עזר כנגדו,Genesis 2:20
"Aderet Eliyahu, Bereshit 92",אחת מצלעותיו,Genesis 2:21
"Aderet Eliyahu, Bereshit 93",עצם מעצמי ובשר מבשרי כבר ביארנו לזאת יקרא אשה כי מאי' לוקח' זאת,
"Aderet Eliyahu, Bereshit 94",וההבדל בין אישות לבעל הוא כי אישות נאמר על מעשה אישות לכן הראשונים לא קרא,
"Aderet Eliyahu, Bereshit 95",ויהיו שניהם ערומים האדם ואשתו ולא יתבוששו,Genesis 2:25
"Aderet Eliyahu, Bereshit 96",ערום,Genesis 3:1
"Aderet Eliyahu, Bereshit 97","ולא תגעו בו הוסיף לה אדם הראשון סייג לדבר כן אמרו באבות דר""נ פ""א",
"Aderet Eliyahu, Bereshit 98",לא מות תמותון,Genesis 3:4
"Aderet Eliyahu, Bereshit 99","אלא מית' רוחני' שתגבר השכל על הגוף והיית' כאלהי' ככל המלאכי' יודעי טו""ר בעצ' ול",
"Aderet Eliyahu, Bereshit 100",כי יודע אלהו' וגו' יודעי טוב ורע,
"Aderet Eliyahu, Bereshit 101",ותרא האשה מפני שכל טובת העולם נחלקים לשלשה אלו,
"Aderet Eliyahu, Bereshit 102",ותפקחנה קודם שאכלו מעץ הדעת הלכו לתומתן ולא חשבו על הרע שיוכל להיות,
"Aderet Eliyahu, Bereshit 103",לרוח היום,Genesis 3:8
"Aderet Eliyahu, Bereshit 104",ויתחבא כו',Genesis 3:8
"Aderet Eliyahu, Bereshit 105",ויקרא,Genesis 3:9
"Aderet Eliyahu, Bereshit 106",ואירא כי עירום אנכי ואחבא,Genesis 3:10
"Aderet Eliyahu, Bereshit 107",ויאמר שאל ממנו ב' שאלות,
"Aderet Eliyahu, Bereshit 108",ויאמר האדם השיב ב' תשובות על השאלה השני',
"Aderet Eliyahu, Bereshit 109",מה זאת עשית,Genesis 3:13
"Aderet Eliyahu, Bereshit 110",ותאמר האשה הנחש השיאני ואוכל,Genesis 3:13
"Aderet Eliyahu, Bereshit 111",ויאמר ה' אלהים,
"Aderet Eliyahu, Bereshit 112",ולפי שלא הזכיר רק האכילה לכן ישלוט במשקות הגלוים,
"Aderet Eliyahu, Bereshit 113",ואיבה אשית,Genesis 3:15
"Aderet Eliyahu, Bereshit 114",אל האשה אמר,Genesis 3:16
"Aderet Eliyahu, Bereshit 115","בכל יום (וכן יהא לימות המשיח שבת למ""ד ע""ב) ועכשיו יצמצם רחמה שלא תהא יולד",
"Aderet Eliyahu, Bereshit 116",בעצב תלדי בנים שלא תהא יולדת ברווח,
"Aderet Eliyahu, Bereshit 117",ואל אישך תשוקתך אין תשוק' האש' אלא לבעל' ולא לשו' דבר ההשכל',
"Aderet Eliyahu, Bereshit 118",והוא ימשול בך,Genesis 3:16
"Aderet Eliyahu, Bereshit 119",ולאדם אמר,Genesis 3:17
"Aderet Eliyahu, Bereshit 120",וקוץ ודרדר יש בזה ב' קללות א' שתצמח הארץ קוץ ודרדר ליסרך בשוטים ועקרבים להכני,
"Aderet Eliyahu, Bereshit 121",מוטב שיחסרו המותרות קודם שובו אל האדמה,
"Aderet Eliyahu, Bereshit 122",ויקרא האדם שם הראשון קראה אשה כי מאיש לוקחה זאת,
"Aderet Eliyahu, Bereshit 123","ויעש ה' אלהים כו' עשה להם צידה לדרך שחפץ לשלחם מג""ע שלא יתבוששו עשה לה",
"Aderet Eliyahu, Bereshit 124",וישלחהו ה' אלהים,
"Aderet Eliyahu, Bereshit 125",ויגרש את האדם,Genesis 3:24
"Aderet Eliyahu, Bereshit 126",ועיקר הכרוב הוא צורת שור לכן כל הנמשכים מצורת שור הם כרובים והן הנזכרים כא,
"Aderet Eliyahu, Bereshit 127",והאדם ידע,Genesis 4:1
"Aderet Eliyahu, Bereshit 128",ותהר ותלד את קין ותאמר קניתי איש,Genesis 4:1
"Aderet Eliyahu, Bereshit 129",ותוסף ללדת,Genesis 4:2
"Aderet Eliyahu, Bereshit 130",ויהי הבל רועה צאן,Genesis 4:2
"Aderet Eliyahu, Bereshit 131",ויהי מקץ ימים,Genesis 4:3
"Aderet Eliyahu, Bereshit 132",והבל הביא,Genesis 4:4
"Aderet Eliyahu, Bereshit 133",וישע ה' אל הבל כי מתחלה לא היו מעשיו רצוים לפני ה' כיון שנפרד מאחי,
"Aderet Eliyahu, Bereshit 134",ואל קין לא נתרצה בעבור שלא הביא בכורים,
"Aderet Eliyahu, Bereshit 135",ויפלו פניו,Genesis 4:5
"Aderet Eliyahu, Bereshit 136",למה חרה לך,Genesis 4:6
"Aderet Eliyahu, Bereshit 137","לפתח חטאת רובץ בפתח הבית רובץ החטאת לכן צוה הקב""ה לקבוע מזוזה בשמאל יציאתו מפת",
"Aderet Eliyahu, Bereshit 138",ויאמר קין אל הבל כו' לא פי' הכתוב מאמר קין,
"Aderet Eliyahu, Bereshit 139",ויאמר ה' אל קין אי הבל כו' שאל לו ב' דברים,
"Aderet Eliyahu, Bereshit 140",ויאמר מה עשית כו' ביאורו ויאמר אליו מה עשית להסתיר עצה לרמות אותי בפיך שמ,
"Aderet Eliyahu, Bereshit 141",הלא המה צועקים אלי מן האדמה ביאורו כי אמת מארץ תצמח אם יסתר איש במסתרי,
"Aderet Eliyahu, Bereshit 142",ועתה ארור אתה מן האדמה כו',Genesis 4:11
"Aderet Eliyahu, Bereshit 143",אשר פצתה כו' למדת אותה דרך חניפה כי הדם הוא יחניף את הארץ,
"Aderet Eliyahu, Bereshit 144",כי תעבוד את האדמה כו',Genesis 4:12
"Aderet Eliyahu, Bereshit 145",ויאמר קין אל ה' גדול עוני מנשוא,Genesis 4:13
"Aderet Eliyahu, Bereshit 146",ויאמר לו ה' כו',Genesis 4:15
"Aderet Eliyahu, Bereshit 147","ויצא קין כו' (מ""ר פ' כ""ב) דרש ר' חמא בשם ר' חיננ' בר""י אמר יצ",
"Aderet Eliyahu, Bereshit 148",וידע קין כו' הודיע לנו התור' שם העיר אשר בנה לידע היכן ארץ נוד שיש,
"Aderet Eliyahu, Bereshit 149",ויולד לחנוך את עירד,Genesis 4:18
"Aderet Eliyahu, Bereshit 150",עירד עורדן אני מן העול' מחויאל מוחן אני מן העולם,
"Aderet Eliyahu, Bereshit 151",ויקח לו למך כו',Genesis 4:19
"Aderet Eliyahu, Bereshit 152",ותלד עדה,Genesis 4:20
"Aderet Eliyahu, Bereshit 153",ואחות תובל קין נעמה,Genesis 4:22
"Aderet Eliyahu, Bereshit 154",כי איש הרגתי לפצעי וילד לחברתי,Genesis 4:23
"Aderet Eliyahu, Bereshit 155",פצע הוא מכת חרב וחבורה הוא מכת אבן,
"Aderet Eliyahu, Bereshit 156","כי שבעתים יקם קין מה למך לא ידע דבר ה' רק ע""י מעשה שנעשה נקמ",
"Aderet Eliyahu, Bereshit 157","וידע אדם עוד זה הי' קודם רק שכתב כל מעשה קין ובניו ואח""כ התחיל לסד",
"Aderet Eliyahu, Bereshit 158",אז הוחל לקרוא בשם ה',Genesis 4:26
"Aderet Eliyahu, Bereshit 159",זה ספר,Genesis 5:1
"Aderet Eliyahu, Bereshit 160",ויהיו כל ימי אדם אשר חי כו' וימת,Genesis 5:5
"Aderet Eliyahu, Bereshit 161","ויחי שת כו' עד פסוק כ""",
"Aderet Eliyahu, Bereshit 162",ויתהלך חנוך כו',Genesis 5:22
"Aderet Eliyahu, Bereshit 163","כי לקח אותו כו' ביאורו שנעל' מבני אדם ולא ידע ממנו רק ה' וז""ש כ",
"Aderet Eliyahu, Bereshit 164",לאמר זה ינחמנו,Genesis 5:29
"Aderet Eliyahu, Bereshit 165",ויהי כל ימי למך,Genesis 5:31
"Aderet Eliyahu, Bereshit 166",ויהי נח כו' ולא אמר ויחי לפי שבכלם תולה פרטות חייהן בבניו ובו תולה במבול,
"Aderet Eliyahu, Bereshit 167",בני האלהים הגבורים כמו הררי אל והן בני השופטים,
"Aderet Eliyahu, Bereshit 168",מעולם,Genesis 6:4
"Aderet Eliyahu, Bereshit 169",הנפילים נקראו נפילים מחמת גובהן,
"Aderet Eliyahu, Bereshit 170",בראשית ידוע שהאדם עולם קטן והכל רמוז בו,
"Aderet Eliyahu, Bereshit 171",את השמים ואת הארץ,
"Aderet Eliyahu, Bereshit 172",והארץ הוא כלל הכל אף האויר עד השמים כידוע לכן נכלל בו גם הגויה,
"Aderet Eliyahu, Bereshit 173",ויאמר עשר אמירן,
"Aderet Eliyahu, Bereshit 174",וירא וגו' ויבדל וגו',
"Aderet Eliyahu, Bereshit 175","ויקרא אלקים לאור יום וגו' כי העה""ב דומה ליום והעה""ז דומה ללילה",
"Aderet Eliyahu, Bereshit 176",ויאמר אלקים יהי רקיע כו' הוא גלגלת של הראש המקיף את כל הראש סביב סבי,
"Aderet Eliyahu, Bereshit 177",מעל לרקיע כו' כמו שיש הבדל בין הרקיע למים התחתונים כן כו' ודעהו ויקרא לרקי,
"Aderet Eliyahu, Bereshit 178","וילון הוא הקרום שסביב לגלגלת דבוקה בגלגלת וז""ש וילון אינו משמש כלום אלא נכנס כו'",
"Aderet Eliyahu, Bereshit 179",ערבות בינה והוא חוש הראות שם ואראה את ה' יושב על כסא כו' שרפים וארא,
"Aderet Eliyahu, Bereshit 180",ונקרא חיה כידוע,
"Aderet Eliyahu, Bereshit 181","וז""ש עד כאן כו' מכאן ואילך במופלא כו' וזהו מלכות דסליק לכתר שכתר דבוק בוילו",
"Aderet Eliyahu, Bereshit 182",ויאמר אלקים יקוו כו' שהיו מתפשטים בכל הגוף אל מקום א' הריאה וכאן בריאותו וב,
"Aderet Eliyahu, Bereshit 183",ותראה היבשה,
"Aderet Eliyahu, Bereshit 184",וכאן נגלה האויר בעולם וכן בנפש,
"Aderet Eliyahu, Bereshit 185","ויקרא אלקים ליבשה כמ""ש כאן בריאות הארץ הפרטי ובטן כנ""ל",
"Aderet Eliyahu, Bereshit 186",ויאמר אלקים תדשא כו',
"Aderet Eliyahu, Bereshit 187","ועשי' נגד ג' איברים עצמם הנ""ל ונאמר כאן אצל עשב ג""כ למינה כמ""ש שנשאו ק""",
"Aderet Eliyahu, Bereshit 188","ויאמר אלהים יהי מאורות כו' הן ז' שערים בנפש שהן נגד ז' כוכבים כמ""ש בס""י",
"Aderet Eliyahu, Bereshit 189","והיו למאורות כו' והקשו בגמ' אור ביום ראשון נברא והכתיב ויתן אותם כו' כדר""א (חגיג",
"Aderet Eliyahu, Bereshit 190",ויעש כו' את שני המאורות הגדולים חמה ולבנה הם ב' עינים שהן עיקר המאורות שמאירי,
"Aderet Eliyahu, Bereshit 191","את המאור הגדול כו' עין ימין ועין שמאל וע""י מתנהגין הלב כמ""ש עינא וליבא סרסור",
"Aderet Eliyahu, Bereshit 192","ויאמר אלקים ישרצו כו' הן הידים והכליות והרגלים שעיקרן ב' בצים ע""כ נקרא נו""ה השוחקי",
"Aderet Eliyahu, Bereshit 193",ויברא אלהים את כו' עכשיו פרטן התנינים הגדולים הן ב' הרגלים שהן גדולים והן לוית,
"Aderet Eliyahu, Bereshit 194","ויברך אותם כו' פרו ורבו כו' כי מן הכליות ובצים כו""ר",
"Aderet Eliyahu, Bereshit 195",ויאמר אלקים תוצא הארץ כו',
"Aderet Eliyahu, Bereshit 196","ורמש כבד עם יותרת שיותרת היא נחש כמ""ש בזוהר בכמה מקומות וחיתו ארץ טחול זוחל",
"Aderet Eliyahu, Bereshit 197","ויעש כו' רוחני' וגשמיים כו' וכאן נשלם ג' וז' וי""ב",
"Aderet Eliyahu, Bereshit 198","ויאמר אלהים נעשה אדם כו' לבא שהוא כלל האדם והוא א' ע""ג שלשה כו' בצלמנ",
"Aderet Eliyahu, Bereshit 199",ויברך כו' פרו ורבו כו' חיבור ב' הבתים של הלב ומהן כמה ענפים מתפשטים כ,
"Aderet Eliyahu, Bereshit 200",וכבשה,
"Aderet Eliyahu, Bereshit 201",ויאמר אלקים הנה נתתי כו' כלי האכילה לזון את כל האיברים ומברירו דכולא נטיל לב,
"Aderet Eliyahu, Bereshit 202",וירא אלקים את כל אשר עשה כו' וכולם נכלל באדם שהוא עולם קטן וזהו א,
"Aderet Eliyahu, Bereshit 203",והנה טוב מאד,
"Aderet Eliyahu, Bereshit 204",ויכלו השמים כו' גוף וראש ותולדותיו,
"Aderet Eliyahu, Bereshit 205","ויכל כו' אמר ז""ל מה הי' חסר מנוחה כו' והוא בינה בג""ר ג' פעמים השביע",
