Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Chukat 223",וירא בלק בן צפור את כל אשר עשה ישראל לאמרי,
"Aderet Eliyahu, Chukat 224","א""ת",
"Aderet Eliyahu, Chukat 225",עשה ישראל לאמרי,
"Aderet Eliyahu, Chukat 226",עשה מה שינצחו לעתיד לבוא וכמו שכתוב למעני למעני אעשה,
"Aderet Eliyahu, Chukat 227",ישראל,
"Aderet Eliyahu, Chukat 228",לאמרי,
"Aderet Eliyahu, Chukat 229",ומה שהזכיר אצל נצוח ז' אומות ישראל ולא הזכיר א' משאר האבות ידוע כי יציא,
"Aderet Eliyahu, Chukat 230","ג' עלמין בי""ע וכל א' כלולה מג'",
"Aderet Eliyahu, Chukat 231",בלק בן צפור,
"Aderet Eliyahu, Chukat 232",את כל אשר,Numbers 19:22
"Aderet Eliyahu, Chukat 233",את,Numbers 20:4
"Aderet Eliyahu, Chukat 234",עשה ישראל לאמרי,
"Aderet Eliyahu, Chukat 235",את כל אשר עשה ישראל לאמרי,Numbers 20:14
"Aderet Eliyahu, Chukat 236",דרגא תתאה,
"Aderet Eliyahu, Chukat 237",ויגר מואב מפני העם מאד,
"Aderet Eliyahu, Chukat 238",ובלק בן צפור,
"Aderet Eliyahu, Chukat 239",וישלח מלאכים אל בלעם בן בעור,Numbers 21:21
"Aderet Eliyahu, Chukat 240",פתורה אשר על הנהר ארץ בני עמו,
"Aderet Eliyahu, Chukat 241",ארץ בני עמו,Numbers 21:24
"Aderet Eliyahu, Chukat 242",פתורה,
"Aderet Eliyahu, Chukat 243",אשר על הנהר,
"Aderet Eliyahu, Chukat 244",ארץ בני עמו,Numbers 21:24
"Aderet Eliyahu, Chukat 245",לקרא לו לאמר,
"Aderet Eliyahu, Chukat 246",עם יצא ממצרים,
"Aderet Eliyahu, Chukat 247",יצא ממצרים,
"Aderet Eliyahu, Chukat 248",הנה כסה את עין הארץ,
"Aderet Eliyahu, Chukat 249",ועתה לכה נא ארה לי את העם הזה,
"Aderet Eliyahu, Chukat 250",הנה העם היצא ממצרים,
"Aderet Eliyahu, Chukat 251",ויאמר אלהים אל בלעם לא תלך עמהם,
"Aderet Eliyahu, Chukat 252",ויסף עוד בלק שלח שרים רבים ונכבדים מאלה כו',
"Aderet Eliyahu, Chukat 253",ויאמר לו אם לקרא לך באו האנשים,
"Aderet Eliyahu, Chukat 254",בג' מקומות עמד המלאך פעם אחד נצב בדרך ותט האתון ותלך בשדה,
"Aderet Eliyahu, Chukat 255",ותאמר האתון אל בלעם הלוא אנכי אתנך,
"Aderet Eliyahu, Chukat 256",הא',
"Aderet Eliyahu, Chukat 257",הב',
"Aderet Eliyahu, Chukat 258",השלישי ותט האתון מן הדרך,
"Aderet Eliyahu, Chukat 259",הד' ותלחץ האתון,
"Aderet Eliyahu, Chukat 260",הה' ותרבץ האתון,
"Aderet Eliyahu, Chukat 261",הו' ויפתח ה' את פי האתון,
"Aderet Eliyahu, Chukat 262",הז' ויגל ה' את עיני בלעם כו',
"Aderet Eliyahu, Chukat 263",הח' במזבחות הראשונים בבמות בעל,
"Aderet Eliyahu, Chukat 264",העשירי בראש הפעור הנשקף על פני הישימן,
"Aderet Eliyahu, Chukat 265","כנגד עשרה נסיונות שעמד א""א ע""ה בכולן ובלעם הרשע עבר על כולן ולא השגיח בה",
"Aderet Eliyahu, Chukat 266",אשר על גבול ארנן אשר בקצה הגבול,
"Aderet Eliyahu, Chukat 267",וממתנה נחליאל היא את הנחלים ארנן ובמסעי נקרא עלמן דבלתימה,
"Aderet Eliyahu, Chukat 268",ויאמר בלעם אל בלק הנה באתי אליך עתה היכל אוכל דבר מאומה הדבר אשר ישי,
"Aderet Eliyahu, Chukat 269",מהדורא תליתאה,
"Aderet Eliyahu, Chukat 270",וירא בלק כו' בן צפור,
"Aderet Eliyahu, Chukat 271",וישלח מלאכי' כי' כתוב בזוהר מלאכים ממש מלאכי' קדישין שמהתהון דילהון לאשלמא חרשייהו והענין הו,
"Aderet Eliyahu, Chukat 272",הנה עם כו',
"Aderet Eliyahu, Chukat 273",ישב ממלי,
"Aderet Eliyahu, Chukat 274",עם יצא ממצרי',
"Aderet Eliyahu, Chukat 275",הנה עם יצא הנה כסה והוא ישב כו',
"Aderet Eliyahu, Chukat 276",בני לוי ג',
"Aderet Eliyahu, Chukat 277",בני יהודה ה',
"Aderet Eliyahu, Chukat 278",בני ישכר ד',
"Aderet Eliyahu, Chukat 279",בני זבלון ג',
"Aderet Eliyahu, Chukat 280","וששה שבטים עצמן ודינה אחותם הרי ל""ב והא דכתיב ל""ג אמרו רז""ל שיוכבד השלימה ובזוה",
"Aderet Eliyahu, Chukat 281","בני זלפה שפחתה חצי ממנה והוא י""ו",
"Aderet Eliyahu, Chukat 282",בני אשר ז',
"Aderet Eliyahu, Chukat 283","ושני שבטים עצמן הרי י""ו",
"Aderet Eliyahu, Chukat 284","בני רחל י""ד",
"Aderet Eliyahu, Chukat 285",בני בנימן י',
"Aderet Eliyahu, Chukat 286",בני בלהה חציין ז' בני דן א',
"Aderet Eliyahu, Chukat 287",ועוד שנים מנשה ואפרים שהרי שם לא נחשבו למשפחות וזה נשלם כאן בני מנשה ח',
"Aderet Eliyahu, Chukat 288","נמצא עכ""פ הכלל הוא כי ס' אומות הן יושבים חוץ לא""י ועשרה שהם י""ב בתו",
"Aderet Eliyahu, Chukat 289",כי ידעתי את אשר תברך מברך,
"Aderet Eliyahu, Chukat 290",וקסמים לשון רבים,
"Aderet Eliyahu, Chukat 291","זקני מואב וזקני וגו' זה בלק ובלעם ועליהם נאמר משיב חכמים אחור (ישעי' מ""ד כ""ה",
"Aderet Eliyahu, Chukat 292",וידברו אליו דברי בלק,
"Aderet Eliyahu, Chukat 293",כאשר ידבר ה' אלי,
"Aderet Eliyahu, Chukat 294",מי האנשים האלה,
"Aderet Eliyahu, Chukat 295",בלק,
"Aderet Eliyahu, Chukat 296",הנה העם היצא ממצרים,
"Aderet Eliyahu, Chukat 297",לא תלך,
"Aderet Eliyahu, Chukat 298",כי מאן ה' לתתי להלך עמכם,
"Aderet Eliyahu, Chukat 299",רבים ונכבדים,
"Aderet Eliyahu, Chukat 300",כי כבד אכבדך כו' נגד ג' עלמין בתחילה נגד עולם תתאה שלח לו שרים רבי,
"Aderet Eliyahu, Chukat 301",מאד,
"Aderet Eliyahu, Chukat 302",ויחבש את אתנו וגו' ושני נעריו עמו,
"Aderet Eliyahu, Chukat 303",ותרא האתון את מלאך ה' נצב בדרך,
"Aderet Eliyahu, Chukat 304",וחרבו שלופה בידו,
"Aderet Eliyahu, Chukat 305","הלוא אנכי אתנך אשר רכבת עלי כו' ואמרו רז""ל (סנהדרין ק""ה ע""ב",
"Aderet Eliyahu, Chukat 306",ויגל ה' את עיני בלעם וגו',
"Aderet Eliyahu, Chukat 307",ירט הדרך,
"Aderet Eliyahu, Chukat 308",ויאמר בלעם אל מלאך ה' חטאתי וגו' ועתה אם רע בעיניך אשובה לי,
"Aderet Eliyahu, Chukat 309",מהדורא רביעא,
"Aderet Eliyahu, Chukat 310",וירא בלק בן צפור,
"Aderet Eliyahu, Chukat 311",כי השה אלוה חכמה ולא חלק לה בבינה,
"Aderet Eliyahu, Chukat 312",ויאמר מואב אל זקני מדין,Numbers 21:34
"Aderet Eliyahu, Chukat 313","כלחך השור את ירק השדה השור פי' בר""מ זה רמז על משיח בן יוסף שיכל",
"Aderet Eliyahu, Chukat 314",את ירק השדה,
"Aderet Eliyahu, Chukat 315",ובלק בן צפור מלך למואב בעת ההוא,
"Aderet Eliyahu, Chukat 316",מלך למואב,
"Aderet Eliyahu, Chukat 317",וישלח מלאכים,
"Aderet Eliyahu, Chukat 318","ב""פ הראשונים הם ג' אתוון גילופי גלופין דע""ב שהוא בחכמה",
"Aderet Eliyahu, Chukat 319","פתורה כו' ג' אלהים כמ""ש למעלה",
"Aderet Eliyahu, Chukat 320",הנה עם יצא ממצרים,
"Aderet Eliyahu, Chukat 321",ועתה,
"Aderet Eliyahu, Chukat 322",כי עצום הוא,
"Aderet Eliyahu, Chukat 323",ואגרשנו מן הארץ,
"Aderet Eliyahu, Chukat 324","ואמר ואשר ו' אשר ה' וא' שהם ה""א וא' פאר תחת אפר שגנוז בה ויה",
"Aderet Eliyahu, Chukat 325",וקסמים בידם,
"Aderet Eliyahu, Chukat 326",והשבתי,
"Aderet Eliyahu, Chukat 327",וישבו שרי מואב,
"Aderet Eliyahu, Chukat 328",מי האנשים האלה עמך,
"Aderet Eliyahu, Chukat 329",בלק בן צפור,
"Aderet Eliyahu, Chukat 330",הנה העם,
"Aderet Eliyahu, Chukat 331",ויאמר אלהים לא תלך וגו',
"Aderet Eliyahu, Chukat 332",כי ברוך,
"Aderet Eliyahu, Chukat 333",כי כבד אכבדך,
"Aderet Eliyahu, Chukat 334",מאד נגד הדעת רחוק מה שהיה ועמוק עמוק מי ימצאנו מי עלה לשמים מה שמ,
"Aderet Eliyahu, Chukat 335",והוא רכב על אתנו ושני נעריו עמו,
"Aderet Eliyahu, Chukat 336",ויתיצב מלאך ה' בדרך,
"Aderet Eliyahu, Chukat 337",במשעול הכרמי',
"Aderet Eliyahu, Chukat 338",אשר אין דרך לנטות ימין ושמאול,
"Aderet Eliyahu, Chukat 339",ההסכן הסכנתי לעשות לך כה,
"Aderet Eliyahu, Chukat 340",ההסכן הסכנתי לעשות,
"Aderet Eliyahu, Chukat 341",לעשות,
"Aderet Eliyahu, Chukat 342",לך כה,
"Aderet Eliyahu, Chukat 343",ירט,
"Aderet Eliyahu, Chukat 344",אולי נטתה מפני כי עתה גם אתכה הרגתי ואותה החייתי,
"Aderet Eliyahu, Chukat 345",כי עתה גם אתכה,
"Aderet Eliyahu, Chukat 346",ואותה החייתי,
"Aderet Eliyahu, Chukat 347","ויבאו קרית חצות כמ""ש עד לא עשה ארץ וחוצות (משלי ח' כ""ו) ארץ הוא א""י",
"Aderet Eliyahu, Chukat 348",ויזבח בלק בקר וצאן וישלח לבלעם ולשרים אשר אתו,
"Aderet Eliyahu, Chukat 349",ויעלהו במות בעל,
"Aderet Eliyahu, Chukat 350",ויאמר בלעם אל בלק בנה לי בזה שבעה מזבחת והכן לי בזה שבעה פרים ושבע,
"Aderet Eliyahu, Chukat 351","וכן ג' הברכות בחב""ד ראשונה נגד אברהם שניי' נגד יצחק שלישית נגד יעקב ולכן אמ",
"Aderet Eliyahu, Chukat 352",ויאמר בלעם אל בלק התיצב על עלתך,
"Aderet Eliyahu, Chukat 353",ואנכי אקרה כה,
"Aderet Eliyahu, Chukat 354",ואלכה,
"Aderet Eliyahu, Chukat 355",אולי יקרה ה' לקראתי,
"Aderet Eliyahu, Chukat 356",וילך שפי,
"Aderet Eliyahu, Chukat 357","ויקר אלהים אל בלעם אמרו בס""י ברית יחיד מכוון באמצע ברוחניי ובגשמי והן נגד בני",
"Aderet Eliyahu, Chukat 358",ויקר אלהים,
"Aderet Eliyahu, Chukat 359","ורמז ג""כ לג' דברות שלו שהיו מלמטה למעלה ואף ששם אמר המלאך מלמעלה למטה כ",
"Aderet Eliyahu, Chukat 360",שבעת המזבחת ערכתי ואעל פר ואיל במזבח,
"Aderet Eliyahu, Chukat 361",וישם ה' דבר בפי בלעם ויאמר שוב אל בלק וכה תדבר,
"Aderet Eliyahu, Chukat 362",וישב אליו והנה נצב על עלתו,
"Aderet Eliyahu, Chukat 363",וכל שרי מואב,
"Aderet Eliyahu, Chukat 364",וישא משלו ויאמר ז' פעמים כתיב וישא משלו כנגד ז' מדות המשמשים לפני כסא הכבו,
"Aderet Eliyahu, Chukat 365",ואברכך,
