Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Tazria 35",ובשר כו' שחין,
"Aderet Eliyahu, Tazria 36",והיה במקום,Leviticus 13:19
"Aderet Eliyahu, Tazria 37",בשחין פרחה,Leviticus 13:20
"Aderet Eliyahu, Tazria 38",ואם יראנה,Leviticus 13:21
"Aderet Eliyahu, Tazria 39",ואם תחתי' כו' צרבת,
"Aderet Eliyahu, Tazria 40",וטהרו הכהן,Leviticus 13:23
"Aderet Eliyahu, Tazria 41",או בשר,Leviticus 13:24
"Aderet Eliyahu, Tazria 42",מכות,Leviticus 13:24
"Aderet Eliyahu, Tazria 43",אם פשה תפשה,Leviticus 13:27
"Aderet Eliyahu, Tazria 44",ואיש,Leviticus 13:29
"Aderet Eliyahu, Tazria 45",בראש או בזקן,Leviticus 13:29
"Aderet Eliyahu, Tazria 46","מניין שאין פושין מזה לזה ת""ל צרעת הראש או הזקן",
"Aderet Eliyahu, Tazria 47",מראהו עמק,Leviticus 13:30
"Aderet Eliyahu, Tazria 48",ובו,Leviticus 13:30
"Aderet Eliyahu, Tazria 49",שער צהוב,Leviticus 13:30
"Aderet Eliyahu, Tazria 50",דק,Leviticus 13:30
"Aderet Eliyahu, Tazria 51",נגע הנתק,Leviticus 13:31
"Aderet Eliyahu, Tazria 52",אין בו,Leviticus 13:31
"Aderet Eliyahu, Tazria 53",ושער שחר אין בו,
"Aderet Eliyahu, Tazria 54",ולא היה בו,Leviticus 13:32
"Aderet Eliyahu, Tazria 55",לא יבקר כו',Leviticus 13:36
"Aderet Eliyahu, Tazria 56",בהק טהור,
"Aderet Eliyahu, Tazria 57",ואיש,Leviticus 13:38
"Aderet Eliyahu, Tazria 58","קרחת וגבח' מה קרחת שאין ראוי לגדל שער אף גבחת כו' פרט ע""י חולי שאינ",
"Aderet Eliyahu, Tazria 59",איש אין לי אלא איש,
"Aderet Eliyahu, Tazria 60",והצרוע,Leviticus 13:45
"Aderet Eliyahu, Tazria 61",ועל שפם יעטה כו' כאבל,Leviticus 13:45
"Aderet Eliyahu, Tazria 62",כל ימי אשר הנגע בו יטמא,Leviticus 13:46
"Aderet Eliyahu, Tazria 63",והבגד,Leviticus 13:47
"Aderet Eliyahu, Tazria 64",או בשתי או בערב,Leviticus 13:48
"Aderet Eliyahu, Tazria 65",והיה הנגע כו',Leviticus 13:49
"Aderet Eliyahu, Tazria 66",צרעת,
"Aderet Eliyahu, Tazria 67",כלי עור,Leviticus 13:49
"Aderet Eliyahu, Tazria 68",והסגיר את הנגע שבעת ימים,Leviticus 13:50
"Aderet Eliyahu, Tazria 69","ושרף כו' בצמר או בפשתי' עיין רש""י ז""ל",
"Aderet Eliyahu, Tazria 70",והנה לא פשה כו',Leviticus 13:53
"Aderet Eliyahu, Tazria 71",וצוה הכהן וכבסו,Leviticus 13:54
"Aderet Eliyahu, Tazria 72",את אשר בו הנגע,Leviticus 13:54
"Aderet Eliyahu, Tazria 73",שנית,Leviticus 13:54
"Aderet Eliyahu, Tazria 74",והנגע לא פשה,Leviticus 13:55
"Aderet Eliyahu, Tazria 75",פחתת שיהא כל מראיה שוקעין או אינו פחתת אלא כמראה שני (והא דכתיב לא הפ,
"Aderet Eliyahu, Tazria 76",בגבחתו אלו החדשים מכאן אמרו סגוס שנראה בו הנגע כו',
"Aderet Eliyahu, Tazria 77",והנה כהה,Leviticus 13:56
"Aderet Eliyahu, Tazria 78",וקרע,Leviticus 13:56
"Aderet Eliyahu, Tazria 79",את אשר בו הנגע,
"Aderet Eliyahu, Tazria 80",ואם תראה עוד,Leviticus 13:57
"Aderet Eliyahu, Tazria 81",אשר תכבס,Leviticus 13:58
"Aderet Eliyahu, Tazria 82",וכבס שנית,Leviticus 13:58
"Aderet Eliyahu, Tazria 83",זאת תורת כו' ונאמר זאת התורה לכל נגע כו',
"Aderet Eliyahu, Tazria 84",לטהרו או לטמאו,Leviticus 13:59
