Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Mishpatim 52",כי יפלא,
"Aderet Eliyahu, Mishpatim 53",ממך,
"Aderet Eliyahu, Mishpatim 54",דבר,
"Aderet Eliyahu, Mishpatim 55",למשפט,
"Aderet Eliyahu, Mishpatim 56",בין דם לדם,
"Aderet Eliyahu, Mishpatim 57",בין דין לדין,
"Aderet Eliyahu, Mishpatim 58",ובין נגע לנגע,
"Aderet Eliyahu, Mishpatim 59",דברי,
"Aderet Eliyahu, Mishpatim 60",ריבת,
"Aderet Eliyahu, Mishpatim 61",בשעריך,
"Aderet Eliyahu, Mishpatim 62",וקמת,
"Aderet Eliyahu, Mishpatim 63",ועלית,
"Aderet Eliyahu, Mishpatim 64",אל המקום,
"Aderet Eliyahu, Mishpatim 65",אשר בחר ה' אלהיך בו,Exodus 23:13
"Aderet Eliyahu, Mishpatim 66",יועץ,
"Aderet Eliyahu, Mishpatim 67",וקמת,
"Aderet Eliyahu, Mishpatim 68",ובאת אל הכהנים הלוים,
"Aderet Eliyahu, Mishpatim 69",אשר יהי' בימים ההם,
"Aderet Eliyahu, Mishpatim 70",והגידו לך את דבר המשפט,
"Aderet Eliyahu, Mishpatim 71","ועשית ע""פ הדבר אשר יגידו",Exodus 23:22
"Aderet Eliyahu, Mishpatim 72",אשר יורוך,
"Aderet Eliyahu, Mishpatim 73","ע""פ התורה וגו' ועל המשפט הענין שהתור' נדרשת בד' ענינים",
"Aderet Eliyahu, Mishpatim 74",אשר יגידו לך ימין ושמאל,
"Aderet Eliyahu, Mishpatim 75",לא תסור מן הדבר,
"Aderet Eliyahu, Mishpatim 76",אשר יגידו לך,
"Aderet Eliyahu, Mishpatim 77",ימין ושמאל,
"Aderet Eliyahu, Mishpatim 78",והאיש אשר וגו',
"Aderet Eliyahu, Mishpatim 79",אשר יעשה,
"Aderet Eliyahu, Mishpatim 80",בזדון,
"Aderet Eliyahu, Mishpatim 81",לבלתי שמע,
"Aderet Eliyahu, Mishpatim 82",העמד לשרת,
"Aderet Eliyahu, Mishpatim 83",או אל השפט,
"Aderet Eliyahu, Mishpatim 84",ומת האיש וגו',
"Aderet Eliyahu, Mishpatim 85",ההוא,
"Aderet Eliyahu, Mishpatim 86",ובערת הרע,
"Aderet Eliyahu, Mishpatim 87",וכל העם ישמעו וגו',
"Aderet Eliyahu, Mishpatim 88",כי תבא אל הארץ וגו' וירשתה וישבתה בה ואמרת אשימה עלי מלך,
"Aderet Eliyahu, Mishpatim 89",ככל הגוים,
"Aderet Eliyahu, Mishpatim 90",שום תשים אם מת המלך תמנה מלך אחר,
"Aderet Eliyahu, Mishpatim 91",מלך,
"Aderet Eliyahu, Mishpatim 92",אשר יבחר,
"Aderet Eliyahu, Mishpatim 93",מקרב,
"Aderet Eliyahu, Mishpatim 94",אחיך,
"Aderet Eliyahu, Mishpatim 95",תשים עליך מלך,
"Aderet Eliyahu, Mishpatim 96",מקרב אחיך וגו',
"Aderet Eliyahu, Mishpatim 97",לא תוכל לתת עליך איש נכרי,
"Aderet Eliyahu, Mishpatim 98",אשר לא אחיך הוא וגם לא עבד,
"Aderet Eliyahu, Mishpatim 99",רק לא ירבה לו סוסים,
"Aderet Eliyahu, Mishpatim 100",ולא ישיב וגו' מצרימה,
"Aderet Eliyahu, Mishpatim 101",למען הרבות סוס,
"Aderet Eliyahu, Mishpatim 102",ולא ירבה לו נשים,
"Aderet Eliyahu, Mishpatim 103",וכסף וזהב לא ירבה לו,
"Aderet Eliyahu, Mishpatim 104",והיה כשבתו וגו',
"Aderet Eliyahu, Mishpatim 105",וכתב לו,
"Aderet Eliyahu, Mishpatim 106",את משנה התור',
"Aderet Eliyahu, Mishpatim 107",על ספר,
"Aderet Eliyahu, Mishpatim 108",ספר מלפני הכהנים וגו',
"Aderet Eliyahu, Mishpatim 109",והיתה עמו,
"Aderet Eliyahu, Mishpatim 110",למען ילמד,
"Aderet Eliyahu, Mishpatim 111",ליראה,
"Aderet Eliyahu, Mishpatim 112",לשמר,
"Aderet Eliyahu, Mishpatim 113",לעשתם,
"Aderet Eliyahu, Mishpatim 114",לבלתי רום לבבו מאחיו,
"Aderet Eliyahu, Mishpatim 115",ולבלתי סור מן המצוה,
"Aderet Eliyahu, Mishpatim 116",ימין ושמאול,
"Aderet Eliyahu, Mishpatim 117",למען יאריך ימים על ממלכתו וגו',
"Aderet Eliyahu, Mishpatim 118",הוא ובניו,
"Aderet Eliyahu, Mishpatim 119",לא יהיה לכהנים,
"Aderet Eliyahu, Mishpatim 120",חלק ונחלה,
"Aderet Eliyahu, Mishpatim 121",אשי ה',
"Aderet Eliyahu, Mishpatim 122",ונחלתו,
"Aderet Eliyahu, Mishpatim 123",ונחלה לא יהיה,
"Aderet Eliyahu, Mishpatim 124",בקרב אחיו,
"Aderet Eliyahu, Mishpatim 125",ה' הוא נחלתו,
"Aderet Eliyahu, Mishpatim 126",כאשר דבר לו,
"Aderet Eliyahu, Mishpatim 127",וזה יהיה משפט,
"Aderet Eliyahu, Mishpatim 128",מאת העם,
"Aderet Eliyahu, Mishpatim 129",מאת זבחי הזבח,
"Aderet Eliyahu, Mishpatim 130",שור,
"Aderet Eliyahu, Mishpatim 131",שה,
"Aderet Eliyahu, Mishpatim 132",ונתן לכהן,
"Aderet Eliyahu, Mishpatim 133",הזרע,
"Aderet Eliyahu, Mishpatim 134",והלחיים,
"Aderet Eliyahu, Mishpatim 135",והקבה,
"Aderet Eliyahu, Mishpatim 136",ראשית,
"Aderet Eliyahu, Mishpatim 137",דגנך תירשך ויצהרך,
"Aderet Eliyahu, Mishpatim 138",וראשית גז צאנך,
"Aderet Eliyahu, Mishpatim 139",תתן לו,
"Aderet Eliyahu, Mishpatim 140",לעמד לשרת,
"Aderet Eliyahu, Mishpatim 141",בשם ה',
"Aderet Eliyahu, Mishpatim 142",לשרת בשם ה',
"Aderet Eliyahu, Mishpatim 143",הוא ובניו,
"Aderet Eliyahu, Mishpatim 144",כל הימים,
"Aderet Eliyahu, Mishpatim 145",וכי יבא הלוי,
"Aderet Eliyahu, Mishpatim 146",בכל אות נפשו,
"Aderet Eliyahu, Mishpatim 147",ושרת בשם וגו' ככל אחיו הלוים,
"Aderet Eliyahu, Mishpatim 148",העמדים שם,
"Aderet Eliyahu, Mishpatim 149",חלק כחלק,
"Aderet Eliyahu, Mishpatim 150",כי אתה בא וגו' לא תלמד לעשו',
"Aderet Eliyahu, Mishpatim 151",קסם קסמים,
"Aderet Eliyahu, Mishpatim 152",מעונן,
"Aderet Eliyahu, Mishpatim 153",ומנחש,
"Aderet Eliyahu, Mishpatim 154",וחבר חבר,
"Aderet Eliyahu, Mishpatim 155",ושאל אוב,
"Aderet Eliyahu, Mishpatim 156",אוב וידעני,
"Aderet Eliyahu, Mishpatim 157","(א""ה פירוש הגאון ז""ל הוא שלא כדעת רש""י בסנהדרין דף ס""ה ע""א רק דעת התוספ",
"Aderet Eliyahu, Mishpatim 158",ודרש אל המתים,
"Aderet Eliyahu, Mishpatim 159",כל עשה אלה,
"Aderet Eliyahu, Mishpatim 160",ובגלל התועבת האלה וגו' מוריש אותם,
"Aderet Eliyahu, Mishpatim 161",תמים תהיה וגו',
"Aderet Eliyahu, Mishpatim 162",ואתה לא כן נתן לך ה' אלהיך,
"Aderet Eliyahu, Mishpatim 163",נביא מקרבך,
"Aderet Eliyahu, Mishpatim 164",מאחיך,
"Aderet Eliyahu, Mishpatim 165",כמוני,
"Aderet Eliyahu, Mishpatim 166",אליו תשמעון אפילו לעבור על המצות כגון אליהו בהר הכרמל,
"Aderet Eliyahu, Mishpatim 167",ככל אשר שאלת,
"Aderet Eliyahu, Mishpatim 168",לא אסף לשמע את קול ה' אלהי ואת האש הגדלה הזאת,
"Aderet Eliyahu, Mishpatim 169",היטיבו,
"Aderet Eliyahu, Mishpatim 170",ונתתי דברי בפיו,
"Aderet Eliyahu, Mishpatim 171",ודבר אליהם,
"Aderet Eliyahu, Mishpatim 172",את כל אשראצונו,
"Aderet Eliyahu, Mishpatim 173",והיה האיש אשר לא ישמע וגו',
"Aderet Eliyahu, Mishpatim 174",אנכי אדרש מעמו,
"Aderet Eliyahu, Mishpatim 175",אך הנביא אשר יזיד,
"Aderet Eliyahu, Mishpatim 176",לדבר דבר בשמי,
"Aderet Eliyahu, Mishpatim 177",ואשר ידבר בשם אלהים אחרים,Exodus 23:22
"Aderet Eliyahu, Mishpatim 178",ומת הנביא ההוא,
"Aderet Eliyahu, Mishpatim 179","(א""ה יש ליתן טעם מדוע משונה מיתת נביא שקר מכל מיתות שבתורה שבכ""מ דכתי' מית",
"Aderet Eliyahu, Mishpatim 180",אשר ידבר וגו' ולא יהיה הדב' ולא יבא,
"Aderet Eliyahu, Mishpatim 181",הוא הדבר וגו' בזדון דברו הנביא,
"Aderet Eliyahu, Mishpatim 182",לא תגור ממנו,
"Aderet Eliyahu, Mishpatim 183",כי יכרית וגו' וישבת בעריה' ובבתיהם,
"Aderet Eliyahu, Mishpatim 184",שלוש ערים,
"Aderet Eliyahu, Mishpatim 185",תבדיל לך,
"Aderet Eliyahu, Mishpatim 186",בתוך ארצך,
"Aderet Eliyahu, Mishpatim 187",תכין לך,
"Aderet Eliyahu, Mishpatim 188",ושלשת,
"Aderet Eliyahu, Mishpatim 189",וזה דבר הרצח,
"Aderet Eliyahu, Mishpatim 190",אשר ינוס,
"Aderet Eliyahu, Mishpatim 191",שמה,
"Aderet Eliyahu, Mishpatim 192",וחי,
"Aderet Eliyahu, Mishpatim 193",אשר יכה את רעהו,
"Aderet Eliyahu, Mishpatim 194",בבלי דעת,
"Aderet Eliyahu, Mishpatim 195",והוא לא שנא,
"Aderet Eliyahu, Mishpatim 196",מתמל שלשם,
"Aderet Eliyahu, Mishpatim 197",ואשר יבא וגו' ביער,
"Aderet Eliyahu, Mishpatim 198",לחטב עצים,
"Aderet Eliyahu, Mishpatim 199",ונשל הברזל,
"Aderet Eliyahu, Mishpatim 200",אשר יכה,
"Aderet Eliyahu, Mishpatim 201",ומצא את וגו',
"Aderet Eliyahu, Mishpatim 202",רעהו,
"Aderet Eliyahu, Mishpatim 203",הוא ינוס,
"Aderet Eliyahu, Mishpatim 204",וחי,
"Aderet Eliyahu, Mishpatim 205",ולו אין משפט מות,
"Aderet Eliyahu, Mishpatim 206","ע""כ אנכי מצוך",
"Aderet Eliyahu, Mishpatim 207",ואם ירחיב ה' אלהיך את גבלך,
"Aderet Eliyahu, Mishpatim 208",ויספת לך עוד שלש ערים,Exodus 23:31
"Aderet Eliyahu, Mishpatim 209",כאשר נשבע לאבתיך,
"Aderet Eliyahu, Mishpatim 210",ולא ישפך דם נקי בקרב ארצך,
"Aderet Eliyahu, Mishpatim 211",אשר ה' אלהיך נתן לך נחלה,
"Aderet Eliyahu, Mishpatim 212",וכי יהי' איש שנא לרעהו וארב וגו',
"Aderet Eliyahu, Mishpatim 213",וקם עליו והכהו נפש,
"Aderet Eliyahu, Mishpatim 214",והכהו,
"Aderet Eliyahu, Mishpatim 215",ושלחו זקני עירו ולקחו אתו משם,
"Aderet Eliyahu, Mishpatim 216",לא תחוס עיניך,
"Aderet Eliyahu, Mishpatim 217",ובערת,
"Aderet Eliyahu, Mishpatim 218",לא תסיג,
"Aderet Eliyahu, Mishpatim 219",אשר גבלו ראשונים,
"Aderet Eliyahu, Mishpatim 220",בנחלתך,
"Aderet Eliyahu, Mishpatim 221",בארץ,
"Aderet Eliyahu, Mishpatim 222",לא יקום עד אחד,
"Aderet Eliyahu, Mishpatim 223",לכל עון,
"Aderet Eliyahu, Mishpatim 224",בכל חטא אשר יחטא,
"Aderet Eliyahu, Mishpatim 225",על פי שני עדי' וגו' אם מתקיים עדות בשנים למה פרט הכתיב בשלשה אלא להקי,
"Aderet Eliyahu, Mishpatim 226",לענות בו סרה,
"Aderet Eliyahu, Mishpatim 227",ועמדו שני האנשים,
"Aderet Eliyahu, Mishpatim 228",אשר להם הריב,
"Aderet Eliyahu, Mishpatim 229",לפני ה',
"Aderet Eliyahu, Mishpatim 230",ודרשו השפטים היטב,
"Aderet Eliyahu, Mishpatim 231",שקר ענה באחיו,
"Aderet Eliyahu, Mishpatim 232",והנה עד שקר העד שקר ענה באחיו,
"Aderet Eliyahu, Mishpatim 233",שקר ענה באחיו,
"Aderet Eliyahu, Mishpatim 234",לו,
"Aderet Eliyahu, Mishpatim 235",כאשר זמם,
"Aderet Eliyahu, Mishpatim 236",ובערת הרע,
"Aderet Eliyahu, Mishpatim 237",והנשארי' ישמעו וגו',
"Aderet Eliyahu, Mishpatim 238",ולא יספו לעשות עוד,
"Aderet Eliyahu, Mishpatim 239",כדבר הרע,
"Aderet Eliyahu, Mishpatim 240",בקרבך,
"Aderet Eliyahu, Mishpatim 241",עין בעין וגו',
"Aderet Eliyahu, Mishpatim 242",כי תצא למלחמה וגו',
"Aderet Eliyahu, Mishpatim 243",סוס ורכב,
"Aderet Eliyahu, Mishpatim 244",על איבך,
"Aderet Eliyahu, Mishpatim 245",המעלך מארץ מצרים,
"Aderet Eliyahu, Mishpatim 246",והי' כקרבכ' אל המלחמ',
"Aderet Eliyahu, Mishpatim 247",ונגש הכהן,
"Aderet Eliyahu, Mishpatim 248",ודבר אל העם,
"Aderet Eliyahu, Mishpatim 249",ואמר אלהם שמע ישראל,
"Aderet Eliyahu, Mishpatim 250",אל ירך לבבכ' אל תיראו ואל תחפזו ואל תערצו,
"Aderet Eliyahu, Mishpatim 251",כי ה' אלהיכם וגו',
"Aderet Eliyahu, Mishpatim 252",ההלך עמכם,
"Aderet Eliyahu, Mishpatim 253",ודברו השטרים וגו',
"Aderet Eliyahu, Mishpatim 254",חדש,
"Aderet Eliyahu, Mishpatim 255",ומי האיש אשר נטע כרם,
"Aderet Eliyahu, Mishpatim 256",כרם,
"Aderet Eliyahu, Mishpatim 257",חללו,
"Aderet Eliyahu, Mishpatim 258",אשר ארש אשה וגו',
"Aderet Eliyahu, Mishpatim 259",מי האיש הירא ורך הלבב,
"Aderet Eliyahu, Mishpatim 260",ופקדו שרי צבאות בראש העם,
"Aderet Eliyahu, Mishpatim 261",כי תקרב אל עיר להלחם וגו',
"Aderet Eliyahu, Mishpatim 262",וקראת אליה לשלום,
"Aderet Eliyahu, Mishpatim 263",להלחם עליה,
"Aderet Eliyahu, Mishpatim 264",והיה אם שלום וגו',
"Aderet Eliyahu, Mishpatim 265",והיה כל העם הנמצא,
"Aderet Eliyahu, Mishpatim 266",יהיו לך למס ועבדוך,
"Aderet Eliyahu, Mishpatim 267",ואם לא תשלים,
"Aderet Eliyahu, Mishpatim 268",וצרת עליה,
"Aderet Eliyahu, Mishpatim 269",ונתנה ה' אלהיך בידך,
"Aderet Eliyahu, Mishpatim 270",רק הנשים והטף,
"Aderet Eliyahu, Mishpatim 271",וכל אשר יהיה בעיר,
"Aderet Eliyahu, Mishpatim 272",כל שללה,
"Aderet Eliyahu, Mishpatim 273",שלל איביך,
"Aderet Eliyahu, Mishpatim 274",רק מערי העמים האלה,
"Aderet Eliyahu, Mishpatim 275",אשר ה' אלהיך נתן לך נחלה,
"Aderet Eliyahu, Mishpatim 276",רק מערי העמים האלה וגו',
"Aderet Eliyahu, Mishpatim 277",כאשר צוך ה',
"Aderet Eliyahu, Mishpatim 278",ככל תועבת',
"Aderet Eliyahu, Mishpatim 279",כי תצור אל עיר,
"Aderet Eliyahu, Mishpatim 280",ימים שנים,
"Aderet Eliyahu, Mishpatim 281",רבים,
"Aderet Eliyahu, Mishpatim 282",לתפשה,
"Aderet Eliyahu, Mishpatim 283",כי האדם עץ השדה,
"Aderet Eliyahu, Mishpatim 284",לא עץ מאכל,
"Aderet Eliyahu, Mishpatim 285",עד רדתה,
"Aderet Eliyahu, Mishpatim 286",כי ימצא,
"Aderet Eliyahu, Mishpatim 287",חלל,
"Aderet Eliyahu, Mishpatim 288",באדמה,
"Aderet Eliyahu, Mishpatim 289",אשר ה' אלהיך נתן לך,Exodus 24:14
"Aderet Eliyahu, Mishpatim 290",לרשתה,
"Aderet Eliyahu, Mishpatim 291",נפל,
"Aderet Eliyahu, Mishpatim 292",בשדה,
"Aderet Eliyahu, Mishpatim 293",לא נודע מי הכהו,
"Aderet Eliyahu, Mishpatim 294",ויצאו זקניך,
"Aderet Eliyahu, Mishpatim 295",ויצאו,
"Aderet Eliyahu, Mishpatim 296",והיה העיר הקרבה,
"Aderet Eliyahu, Mishpatim 297",ולקחו זקני העיר ההוא,
"Aderet Eliyahu, Mishpatim 298",עגלת בקר,
"Aderet Eliyahu, Mishpatim 299",עגלת בקר אשר לא עבד,
"Aderet Eliyahu, Mishpatim 300",איתן זו קשה,
"Aderet Eliyahu, Mishpatim 301",אשר לא יעבד בו וגו',
"Aderet Eliyahu, Mishpatim 302",ולא יזרע,
"Aderet Eliyahu, Mishpatim 303",וערפו שם,
"Aderet Eliyahu, Mishpatim 304",בנחל,
"Aderet Eliyahu, Mishpatim 305",לשרתו ולברך בשם ה',
"Aderet Eliyahu, Mishpatim 306",ועל פיהם יהיה כל ריב וכל נגע,
"Aderet Eliyahu, Mishpatim 307",ונגשו הכהנים,
"Aderet Eliyahu, Mishpatim 308",ירחצו את ידיהם וגו',
"Aderet Eliyahu, Mishpatim 309",וענו ואמרו ידינו לא שפכה,
"Aderet Eliyahu, Mishpatim 310",ועינינו לא ראו,
"Aderet Eliyahu, Mishpatim 311",כפר לעמך ישראל,
"Aderet Eliyahu, Mishpatim 312",וענו,
"Aderet Eliyahu, Mishpatim 313",וכל זקני וגו',
"Aderet Eliyahu, Mishpatim 314",ונכפר להם הדם,
"Aderet Eliyahu, Mishpatim 315",אשר פדית,
"Aderet Eliyahu, Mishpatim 316",כפר לעמך,
"Aderet Eliyahu, Mishpatim 317",ואת' וגו',
"Aderet Eliyahu, Mishpatim 318",ואתה תבער,
