Source Text,Found Text,URL,Wrong segment (seg) / Wrong link (link)
 עבדיך אלה אלי והשתחוו לי וגו׳. (שמות ל״ג) וראה כל העם את עמוד הענן עומד פתח האהל וקם כל העם והשתחוו. (ישעיה ס׳) והלכו אליך שחוח בני מעניך והשתחוו על כפות רגליך. (שם כ״ז) והיה ביום ההוא יתקע וגו׳ והשתחוו לה׳ וגו׳.,והלכו אליך שחוח בני מעניך והשתחוו על־כפות רגליך כל־מנאציך וקראו לך עיר יהוה ציון קדוש ישראל,"https://sefaria.org/Ba'alei_Brit_Avram,_Bo.8?p2=Isaiah.60.14",
"ענה לי ע""י דניאל. דהוא החל לבנות בית אלהים דכתיב אדין ששבצר דך אתא יהב אשיא (עזרא ה') ודרשינן במדרש כי ששבצר הוא דניאל ואמר לי ע""י עזרא שבישרם בנבואה שיבנה הבית:",אדין ששבצר דך אתא יהב אשיא די־בית אלהא די בירושלם ומן־אדין ועד־כען מתבנא ולא שלם,https://sefaria.org/Yefeh_Kol_on_Shir_HaShirim_Rabbah.2.13.3.2?p2=Ezra.5.16,
"גמ' (דף סג.) מנלן דתניא (שמות כג) ושם אלהים אחרים לא תזכירו שלא יאמר אדם לחבירו שמור לי בצד ע""ז פלונית ואני אשמור לך בצד ע""ז פלוני' ",ובכל אשר־אמרתי אליכם תשמרו ושם אלהים אחרים לא תזכירו לא ישמע על־פיך,https://sefaria.org/Rif_Sanhedrin.16a.5?p2=Exodus.23.13,
 מה יי אלהיך שואל מעמך כי אם ליראה את ה' אלהיך. סר צלם מעליהם. נשלמה חוקם והגיע זמן שאמר לאברהם אבינו (בראשית טו) ודור רביעי ישובו הנה וגו'. ד״א סר צלם מעליהם. זה מלאך הממונה עליהם שהוא מגין עליהם שאין הקב״ה נפרע,ודור רביעי ישובו הנה כי לא־שלם עון האמרי עד־הנה,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.14.7.1?p2=Genesis.15.16",
 וכלי מתכות ומניחין לו על כריסו כדי שלא תפוח ופוקקין את נקביו כדי שלא תכנס בהן הרוח ואף שלמה אמר בחכמתו (קהלת יב) עד אשר לא ירתק חבל הכסף זה חוט השדרה ותרוץ גולת הזהב זה האמה ותשבר כד על המבוע זה כרס ונרוץ הגלגל ,עד אשר לא־[ירתק] (ירחק) חבל הכסף ותרוץ גלת הזהב ותשבר כד על־המבוע ונרץ הגלגל אל־הבור,https://sefaria.org/Rif_Shabbat.65b.2?p2=Ecclesiastes.12.6,
 אינה יוצאה מלפני הקב״ה אלא באף כענין שנאמר (שם יח) עלה עשן באפו. ותיקד עד שאול תחתית. זו גיהנם וכה״א (ישעיה יד) אך אל שאול תורד. ותאכל ארץ ויבולה. זו ארץ ישראל. ותלהט מוסדי הרים. אלו הרי ירושלים שנא' (תהלים קכה,אך אל־שאול תורד אל־ירכתי־בור,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.32.22.1?p2=Isaiah.14.15",
" המעשה הזה רק אמר ואל יכתב עליו המקרא הזה, ורק כי באמת היה לו לשלמה המלך ע""ה גודל הרחבת הדעת, וכמו שכתיב (מלכים א ה) וד' נתן חכמה לשלמה, וידע בבירור שיכול להרבות ולא יסור את לבבו, רק כל הענין היה כמו שהתפלל עליו דוד",ויהוה נתן חכמה לשלמה כאשר דבר־לו ויהי שלם בין חירם ובין שלמה ויכרתו ברית שניהם,"https://sefaria.org/Tiferet_Yosef,_Talmud_Anthology,_Taanit.7?p2=I_Kings.5.26",
" ויקרים בעוה""ז וכו' נגעים היינו לאחר כל הברורים שמברר אדם א""ע ועל כל זה אומר השי""ת ושמים לא זכו בעיניו (איוב ט""ו) ואהלות הוא כמאמרם ז""ל בגמ' (שבת י""א.) כל מיחוש ולא מיחוש ראש ח""ו כי מיחוש ראש היינו שאדם מסופק וחו",הן בקדשו לא יאמין ושמים לא־זכו בעיניו,"https://sefaria.org/Sod_Yesharim,_The_First_Night_of_Pesach.46.1?p2=Job.15.15",
" ויוצא. וזה דאיתא בזוה""ק (תצוה קפ""ו:) שסוכה הוא ברזא דקו המדה, והוא כמו שביאר כבוד אאמו""ר זללה""ה על הפסוק (תהלים ס') ועמק סכות אמדד, היינו לעתיד כשהשי""ת ינחיל טובה לישראל, יאיר שביגיע כפם בא להם זאת הטובה. וזה שאמר ",אלהים  דבר בקדשו אעלזה אחלקה שכם ועמק סכות אמדד,"https://sefaria.org/Tiferet_Yosef,_Sukkot.4?p2=Psalms.60.8",
" ואמר ר' אבא אין לך קץ מגולה מזה שנאמר ואתם הרי ישראל ענפכם תתנו ופריכם תשאו לעמי ישראל כי קרבו לבא (יחזקאל ל""ו) ופרש""י ד""ה מגולה מזה כשתתן ארץ ישראל פריה בעין יפה אז יקרב הקץ ואין לך קץ מגולה יותר עכ""ל והן ממש ",ואתם הרי ישראל ענפכם תתנו ופריכם תשאו לעמי ישראל כי קרבו לבוא,"https://sefaria.org/Em_HaBanim_Semecha,_Second_Chapter.11.4?p2=Ezekiel.36.8",
כל הכובש שכר שכיר עובר בחמשה שמות משום (ויקרא יט) בל תעשוק ומשום (...) בל תעשוק ומשום (ויקרא יט) בל תגזול ומשום (...) בל תגזול ומשום (ויקרא יט) בל תלין פעולת שכיר ומשום (דברים כד) ביומו תתן שכרו ומשו' (דברים כד) ולא תבוא עליו השמש :,לא־תעשק את־רעך ולא תגזל לא־תלין פעלת שכיר אתך עד־בקר,https://sefaria.org/Rif_Bava_Metzia.68a.2?p2=Leviticus.19.13,
תניא (במדבר ה) ושכב איש אותה (דף צה.) אותה שכיבתה אוסרתה ואין שכיבת אחותה אוסרתה והלא דין הוא ומה במקום שבא על אי,ושכב איש אתה שכבת־זרע ונעלם מעיני אישה ונסתרה והיא נטמאה ועד אין בה והוא לא נתפשה,https://sefaria.org/Rif_Yevamot.30a.7?p2=Numbers.5.13,
" ויהי לעת זקנת שלמה נשיו הטו את לבבו, וכסף וזהב לא ירבה לו מאד. אלא כדי ליתן לאכסניא. כתוב אחד אומר (דה״ב ט) אין כסף נחשב בימי שלמה למאומה וכתוב אחד אומר (מלכים א י) ויתן שלמה את הכסף בירושלים כאבנים. לא קשי",וכל כלי משקה המלך שלמה זהב וכל כלי בית־יער הלבנון זהב סגור אין כסף נחשב בימי שלמה למאומה,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.17.17.1?p2=II_Chronicles.9.20",
" תנחום ברבי ירמיה  ארבעה דברים מתישין כחו של אדם ואלו הן. התענית. והדרך.  עון. ומלכות בבל. תענית דכתיב (תהלים ק""ט) ברכי כשלו מצום. הדרך. דכתיב (שם ק""ב) ענה בדרך כחי. עון. דכתיב (שם ל""א) כשל בעוני כחי. מלכות. דכתיב",ברכי כשלו מצום ובשרי כחש משמן,https://sefaria.org/Eichah_Rabbah.2.43?p2=Psalms.109.24,
"כתוב טובה תוכחת מגולה מאהבה מסותרת  (משלי כ""ז):",טובה תוכחת מגלה מאהבה מסתרת,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.32.1.1?p2=Proverbs.27.5",
" ירגמו בו כל העדה.  בעלי דבב לו. כגר כאזרח. לרבות נשיהן. בנקבו שם. למדנו לנוקב שהוא מקלל. וכן הוא אומר (במדבר כג) מה אקוב לא קבה אל  קו""ף ובי""ת עיקר המלה:",מה אקב לא קבה אל ומה אזעם לא זעם יהוה,"https://sefaria.org/Midrash_Lekach_Tov,_Leviticus.24.16.1?p2=Numbers.23.8",
 חולצין ולא מיבמין פצוע דכא וכרות שפכה סריס אדם והזקן חולצין ולא מיבמין ואם בעלו קנו ואסור לקיימן משום (דברים כג) לא יבא פצוע דכא וגו' ושאר כל אדם או חולצין או מיבמין:,לא־יבא פצוע־דכא*(ברוב ספרי אשכנז דכה) וכרות שפכה בקהל יהוה {ס}        ,https://sefaria.org/Rif_Yevamot.3b.4?p2=Deuteronomy.23.2,
" דוד הנאמנים, היינו שהשי""ת האיר לו איך שתפיסתו יש לו חיבור עם אור השי""ת, וכמו שאמר דוד המלך ע""ה בעצמו (תהלים ק""ל) כי עם ד' החסד והרבה עמו פדות. היינו מאחר שמכיר אדם כי עם ד' החסד, והיינו שכל כחו הוא מהשי""ת, אז מא",יחל ישראל אל־יהוה כי־עם־יהוה החסד והרבה עמו פדות,"https://sefaria.org/Tiferet_Yosef,_Hoshana_Rabba.1?p2=Psalms.130.7",
"פס'. לעברך בברית ה' אלהיך. להכניסך. כענין שנאמר (שמות יז) עבור לפני העם. ואומר (יחזקאל ט) עבור בתוך העיר בתוך ירושלים. כלומר להביאך בתוך הברית לקבל שכר, ובא",ויאמר יהוה אל־משה עבר לפני העם וקח אתך מזקני ישראל ומטך אשר הכית בו את־היאר קח בידך והלכת,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.29.11.1?p2=Exodus.17.5",
 ארעתיה מצי אמר ליה משום ליתך דידך הוא מסתברא דאמר ליה אי משום ליתאי דידי הוא הוה משתייר לי פורתא כדכתיב (ירמיה מב) כי נשארנו מעט מהרבה נשתדפו כל שדותיו של חוכר ואישתדוף רובא דבאגא מאי כיון דאשתדוף רובא דבאגא מנכי ,ויאמרו אל־ירמיהו הנביא תפל־נא תחנתנו לפניך והתפלל בעדנו אל־יהוה אלהיך בעד כל־השארית הזאת כי־נשארנו מעט מהרבה כאשר עיניך ראות אתנו,https://sefaria.org/Rif_Bava_Metzia.63b.1?p2=Jeremiah.42.2,
" וראשון לרגלים. בארבעה עשר יום בין הערבים משיפנה היום לערוב משש שעות ולמעלן אע""פ שאין ראיה לדבר זכר לדבר (ירמיה ו) אוי לנו כי פנה היום (לערוב) כי ינטו צללי ערב. שמשש שעות ולמעלן צללי הכתלים נוטים כלפי מזרה וחמשה ע",קדשו עליה מלחמה קומו ונעלה בצהרים אוי לנו כי־פנה היום כי ינטו צללי־ערב,"https://sefaria.org/Midrash_Lekach_Tov,_Leviticus.23.5.1?p2=Jeremiah.6.4",
 הארץ וגו' תנו רבנן לאלה תחלק הארץ. יכול לכל במשמע אחד כהנים לוים גרים ועבדים טוממום ואנדרוגינס. ת״ל (במדבר יח) ויאמר ה' אל אהרן בארצם לא תנחל יצאו כהנים. ובתוך בני ישראל לא ינחלו נחלה אלו הלוים. לשמות מטות אבו,ויאמר יהוה אל־אהרן בארצם לא תנחל וחלק לא־יהיה לך בתוכם אני חלקך ונחלתך בתוך בני ישראל {ס}        ,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.26.52.1?p2=Numbers.18.20",
" (שבת כד:) אם הדלקה עושה מצוה או הנחה עושה מצוה. הנחה הוא פעולת אדם והדלקה הוא ההארה מהשי""ת, וכדכתיב (דה""א כח) אם תדרשנו ימצא לך. תדרשנו, הוא פעולת אדם. ימצא לך, הוא ההדלקה מהשי""תלגמבואר בהרבה מקומות עיין תפארת... בהרבה מקומות עיין תפארת יוסף חג השבועות ד""ה ויסעו מרפידים: כמו שמצינו שהציב השי""ת אם תדרשנו ימצא לך (דברי הימים א' כח), והיינו שכל כמה שאדם דורש ומחפש ומבקש אחר רצונו ית', כן מאיר לו השי""ת, שכמה שאדם מעורר למטה כן מאי",ואתה שלמה־בני דע את־אלהי אביך ועבדהו בלב שלם ובנפש חפצה כי כל־לבבות דורש יהוה וכל־יצר מחשבות מבין אם־תדרשנו ימצא לך ואם־תעזבנו יזניחך לעד,"https://sefaria.org/Beit_Yaakov_on_Torah,_Miketz.5.5?p2=I_Chronicles.28.9",
 ל׳) ואור החמה יהיה שבעתים. (תהלים י״ג) אמרות ה׳ וגו׳ מזוקק שבעתים. (שם ע״ט) והשב לשכנינו שבעתים וגו׳ (משלי ו׳) ונמצא ישלם שבעתים. וסימן תשכח שבעה נהורין דכיין כדתיתיב לביתך הכוונה דע כי יקם קין בגימטריא יצר בד,ונמצא ישלם שבעתים את־כל־הון ביתו יתן,"https://sefaria.org/Ba'alei_Brit_Avram,_Bereshit.19?p2=Proverbs.6.31",
" כן יעשה) אמר ר""א לאו שבועה הן שבועה אמר רבא והוא דאמר לאו לאו תרי זימני [*ד""תהן הן תרי זימני] דכתיב (בראשית ט) ולא יהיה עוד מבול לשחת הארץ וכתיב (...) ולא יהיה עוד מבול לשחת הארץ וכתיב (בראשית ט) ולא יהיה עוד המים למבול לשחת כל בשר וכתיב (ישעיה נד) כי מי נח זאת לי אשר נשבעתי מעבור מי נח וגו' ו",והקמתי את־בריתי אתכם ולא־יכרת כל־בשר עוד ממי המבול ולא־יהיה עוד מבול לשחת הארץ,https://sefaria.org/Rif_Shevuot.16b.4?p2=Genesis.9.11,
" להיות ע""י הסתרה כזו שכמעט לא נראה אור בראשיתה, אכן מפני שהשי""ת ברא בזה בנין אורו של מלך המשיח, שכתוב בו (ישעיה יא) והריחו ביראת ה' ולא למראה עיניו ישפוט ולא למשמע אזניו יוכיח וגו', ואף שיהיו גם במלך המשיח אלו החושים,",והריחו ביראת יהוה ולא־למראה עיניו ישפוט ולא־למשמע אזניו יוכיח,"https://sefaria.org/Beit_Yaakov_on_Torah,_Vayeshev.39.2?p2=Isaiah.11.3",
 קדוש בבכורה. וזה באמת כל ההבדל שבין ישראל לעמים שהאומות משקיעין ומשכחין זו הנקודה הקדושה מרחם כדכתיב (מלאכי א') הלא אח עשו ליעקב ורק שעשו מצדו לא כן שאינו מעורר נקודה זו הקדושה שנמצא בו מצד שנולד מיצחק ורבקה אך,אהבתי אתכם אמר יהוה ואמרתם במה אהבתנו הלוא־אח עשו ליעקב נאם־יהוה ואהב את־יעקב,"https://sefaria.org/Sod_Yesharim,_The_Eighth_Day_of_Pesach.5.1?p2=Malachi.1.2",
 לוייה ממנה. סופריה ממנה. שנאמר (זכריה י) ממנו פנה ממנו יתד. הוא עשך ויכוננך. הוא שומרך כענין שנאמר (קהלת ה) כי גבוה מעל גבוה שומר. רבי יהודה אומר הוא עשך כוין כוין שאם יפתח אחד מהם או יסתם אחד מהם אי אפשר ל,אם־עשק רש וגזל משפט וצדק תראה במדינה אל־תתמה על־החפץ כי גבה מעל גבה שמר וגבהים עליהם,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.32.6.1?p2=Ecclesiastes.5.7",
"ת""ר (דברים כא) וגלחה את ראשה ועשתה את צפרניה רבי אליעזר אומר תקוץ ר' עקיבא אומר תגדל וראיה לדרבי אליעזר (ש""ב יט) ",והבאתה אל־תוך ביתך וגלחה את־ראשה ועשתה את־צפרניה,https://sefaria.org/Rif_Yevamot.16b.4?p2=Deuteronomy.21.12,
 (ישעיה נד) כי מי נח זאת לי אשר נשבעתי מעבור מי נח עוד על הארץ כן נשבעתי מקצוף עליך ומגער בך. והיכן נשבע (בראשית ט) ולא יהיה עוד המים למבול:,וזכרתי את־בריתי אשר ביני וביניכם ובין כל־נפש חיה בכל־בשר ולא־יהיה עוד המים למבול לשחת כל־בשר,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.29.12.1?p2=Genesis.9.15",
" שהוא לפי שעה. ואף שגם להם יש יראה מצומצמת, שמזריח להם בסתר מעט יראה שנמצא בורא ומושל בעולם, וכדכתיב (מלאכי א) בכל מקום מוקטר מוגש לשמי ומנחה טהורה כי גדול שמי בגוים וגו', והוא שזורח להם יראה מועטת, ואף שכל הנ",כי ממזרח־שמש ועד־מבואו גדול שמי בגוים ובכל־מקום מקטר מגש לשמי ומנחה טהורה כי־גדול שמי בגוים אמר יהוה צבאות,"https://sefaria.org/Beit_Yaakov_on_Torah,_Lech_Lecha.11.4?p2=Malachi.1.11",
 האדם. ולכאורה איך ילפינן זאת מהפסוק והעברת הלא לשון והעברת מצינו נמי אצל הסבת נחלה ממטה למטה אחר דכתיב (במדבר כז) ובן אין לו והעברתם את נחלתו לבתו הרי שהלשון והעברתם מורה על הפסקת הנחלה שאינה הולכת באורח מישור וא,ואל־בני ישראל תדבר לאמר איש כי־ימות ובן אין לו והעברתם את־נחלתו לבתו,"https://sefaria.org/Sod_Yesharim,_Rosh_Hashanah.22.2?p2=Numbers.27.8",
פס'. חג הסוכות תעשה לך שבעת ימים. ולהלן הוא אומר (ויקרא כג) חג הסוכות שבעת ימים לה'. מלמד שכל העושה סוכה לעצמו כאילו עושה לגבוה. ד״א תעשה לך. פרט לסוכה ישנה. ,דבר אל־בני ישראל לאמר בחמשה עשר יום לחדש השביעי הזה חג הסכות שבעת ימים ליהוה,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.16.13.1?p2=Leviticus.23.34",
" אליו ה' באלוני ממרא והוא יושב פתח האהל כחם היום. מה יקר חסדך אלהים ובני אדם בצל כנפיך יחסיון וגו' (תהלים לו). חסדך, היינו כדאיתא בזוה""ק (תצא רפא.) איזהו חסיד המתחסד עם קונו, שהאדם מצדו פונה את עצמו מכל עסקיו",מה־יקר חסדך אלהים ובני אדם בצל כנפיך יחסיון,"https://sefaria.org/Beit_Yaakov_on_Torah,_Vayera.2.1?p2=Psalms.36.8",
" נשמעת אלא א""כ משים נפשו בכפו שנאמר (איכה ג) נשא לבבנו אל כפים. איני והא אוקים שמואל אמורא עליה ודרש (תהלים עח) ויפתוהו בפיהם ובלשונם יכזבו לו ולבם לא נכון עמו ולא נאמנו בבריתו ואעפ""כ והוא רחום יכפר עון לא קשיא",ויפתוהו בפיהם ובלשונם יכזבו־לו ולבם לא־נכון עמו ולא נאמנו בבריתו,"https://sefaria.org/Tiferet_Yosef,_Talmud_Anthology,_Taanit.7?p2=Psalms.78.36-37",
" דא סלקא לאתריה, ודא סלקא לאתריה, (רמ''ד ע''ב, רל''ט ע''א) דא ברזא דאדם, ודא ברזא דבהמה, כמה דאת אמר (תהלים לו) אדם ובהמה תושיע יי'. ",צדקתך  כהררי־אל משפטיך תהום רבה אדם ובהמה תושיע יהוה,https://sefaria.org/Zohar.2.268b.8?p2=Psalms.36.7,
