page.section,content
2a:4,"אמר רב נחמן אמר לי הונא @14בגמ' אמר לי הונא בר נתן תנא מנין כו' (ג""א)@77 מנין לברכת חתנים @22ג בעשרה שנא' @16רות ד@77 ויקח (א) בועז עשרה אנשים (ב) @18ר' אבא אמר מהכא @16תהלים סח@77 במקהלות ברכו אלהים וגו' ת""ר @11ד מברכין ברכת @22ד חתנים בבית חתנים רבי יהודה אומר אף בבית האירוסין מברכין אותה אמר אביי ביהודה שנו מפני שמתייחד @22ה עמה תניא אידך מברכין ברכת חתנים בבית חתנים וברכת אירוסין בבית אירוסין (ג) מאי מברכין ברוך אשר קדשנו (ד) על העריות ואסר לנו את הארוסות והתיר לנו את הנשואות ע""י חופה וקדושין ברוך אתה ה' מקדש @22ו @18ישראל תנו רבנן מברכין ברכת חתנים (ה) כל שבעה אמר רב"
2b:1,יהודה והוא @11א שבאו פנים חדשות מאי מברך אמר רב יהודה @13דף ח.@77 שהכל ברא לכבודו ברוך יוצר האדם ברוך אשר יצר את האדם בצלמו בצלם דמות תבניתו והתקין לו ממנו בנין עדי עד ברוך אתה ה' יוצר האדם שוש תשיש ותגל עקרה בקבוץ בניה לתוכה בשמחה ברוך משמח ציון בבניה שמח תשמח רעים האהובים  כשמחך יצירך @22א בגן עדן מקדם ברוך משמח חתן וכלה ברוך אתה ה' אשר ברא ששון ושמחה חתן וכלה גילה רנה דיצה חדוה אהבה ואחוה ושלום וריעות מהרה ה' אלהינו ישמע בערי יהודה ובחוצות ירושלים קול ששון וקול שמחה קול חתן וקול כלה קול מצהלות חתנים מחופתם ונערים ממשתה נגינתם ברוך אתה ה' משמח חתן עם הכלה 
2b:2,"ומאי שנא הא דמתחיל בה בברוך משום דאע""ג דליכא פנים חדשות מברך אשר ברא כל שבעה הלכך ברכה בפני עצמה היא רב אשי איקלע לבי רב כהנא יומא קמא בריך @22ב כולהו מכאן ואילך אי איכא @22ג פנים חדשות בריך כולהו ואי לא (לא) אפושי שמחה בעלמא הוא מברך שהשמחה במעונו ואשר ברא משבעה ועד תלתין בין א""ל מחמת הלולא ובין לא א""ל מחמת הלולא מברך שהשמחה @22ד כמעונו מכאן ואילך אמר מחמת הלולא מברך שהשמחה במעונו ואי לא לא וכי א""ל מחמת הלולא עד אימת א""ר פפי משמיה דרבא (@66א) עד @22ה תריסר ירחי שתא ומעיקרא מאימת (א) מכי רמי שערי באסינתא @13דף ח:@77 א""ר יצחק"
3a:1,אמר ר' יוחנן מברכין ברכת חתנים בעשרה כל שבעה וחתנים מן המנין @11א ברכת אבלים בעשרה [כל שבעה] ואין אבלים מן המנין והוא שבאו פנים חדשות מאי ברכת אבלים ברכת רחבה:
3a:2," @11ב אמר ר' אלעזר @13דף ט.@77 האומר פתח פתוח מצאתי @22א נאמן לאוסרה עליו דשויא אנפשיה חתיכא דאיסורא וה""מ באשת כהן פירוש דליכא אלא חד ספקא ספק תחתיו ספק אין תחתיו ולא מצית אמרת אם תמצא לומר תחתיו ספק מוכת עץ ספק דרוסת איש דמוכת עץ פתחה סתום אי נמי באשת ישראל והוא שקבל בה אביה קדושין פחותה מבת ג' שנים ויום אחד דהוה ליה חד ספקא ספק באונס ספק ברצון וספקא דאורייתא לחומרא אבל"
3b:1,אשת ישראל שנתקדשה יתירה על בת שלש שנים ויום אחד מותרת דהוויין לה תרי ספיקי ספק תחתיו זינתה ספק אין תחתיו ואם תמצא לומר תחתיו ספק ברצון ספק באונס הלכך הוויין לה תרי ספיקי ותרי ספיקי דאורייתא לקולא:
3b:2,"@13דף ט:@77 אמר רב יהודה אמר שמואל האומר פתח פתוח מצאתי  נאמן @11א להפסידה כתובתה @13דף י.@77 אמר רב נחמן אמר שמואל משום ר' שמעון בן אלעזר חכמים @22א תקנו לבנות ישראל לבתולה מאתים ולאלמנה מנה והם האמינוהו שאם אמר פתח פתוח מצאתי נאמן ואם כן מה הועילו חכמים בתקנתן אמר רבא חזקה אין אדם טורח בסעודה ומפסידה @22ב וחזינן לגאון דקאמר הנ""מ לענין מנה מאתים (@66א) אבל לענין תוספת לא מהימן @22ג וטעמא דמסתבר הוא דלא תקינו רבנן אלא מנה מאתים אבל תוספת איהו כתב אנפשיה הילכך לא מהימן ההוא דאתא לקמיה דר""נ א""ל פתח פתוח מצאתי אמר להו ר""נ אסבוהו כופרי מברכתא חביטא ליה והא ר""נ הוא דאמר מהימן מהימן ומסבינן ליה כופרי רב אחי משני כאן @22ד בבחור כאן בנשוי בחור לא גמיר נשוי גמיר:"
3b:3,"ההוא דאתא לקמיה דר""ג אמר ליה פתח פתוח מצאתי א""ל שמא הטיתה אמשול לך משל למה הדבר דומה לאדם שמהלך באישון לילה ואפלה הטה מצאו פתוח לא הטה מצאו נעול ההוא דאתא לקמיה דר""ג א""ל בעלתי ולא מצאתי דם אמרה ליה רבי עדיין בתולה אני אמר להן הביאו שתי שפחות אחת בעולה ואחת בתולה הביאו לו הושיבן על פי @22ה חבית של יין בתולה אין ריחה נודף בעולה ריחה נודף הושיבוה ולא היה ריחה נודף א""ל לך זכה במקחך וליבדוק מעיקרא בגווה דידה גמרא שמיע ליה ומעשה לא חזא ליה וסבר לא קים ליה בגווה דמילתא שפיר ולאו אורח ארעא לזלזולי בבנות ישראל כולי האי ההוא דאתא לקמיה דרבן גמליאל הזקן א""ל בעלתי ולא מצאתי דם אמרה לו רבי בתולה שלימה נבעלתי אלא ממשפחת דודקטי אני שאין להם לא"
4a:1,"דם בתולים ולא דם נדה בדק ר""ג בקרובותיה ומצא כדבריה אמר ליה לך זכה במקחך מאי דורקטי תנא דור קטוע  ההוא דאתא לקמיה דרבי א""ל בעלתי ולא @22א מצאתי דם אמרה לו בתולה שלימה נבעלתי אלא שנת בצורת הוה ראה רבי פניהם שחורות צוה עליהם והכניסום למרחץ והאכילום והשקום והכניסום לחופה ובעל ומצא דם אמר ליה לך זכה במקחך קרא עליהם @16איכה ד@77 צפד עורם על עצמם יבש היה כעץ"
4a:2,גרסינן בפ' אלו נערות החרשת והשוטה והבוגרת ומוכת עץ אין להן טענת בתולים הסומא והאילונית יש להן טענת בתולים ומקשינן ובוגרת אין לה @22ב טענת בתולים והאמר רב בוגרת נותנין לה לילה הראשונה אלמא אית לה טענת בתולים דאי לית לה אמאי נותנין לה לילה ראשונה הא דם נדה הוא ומפרקינן אי דקא טעין טענת פתח פתוח הכי נמי דיש לה טענת בתולים דכל בתולה בוגרת פתחה סתום אלא הבא במאי עסקינן דאין לה טענת בתולים דקא טעין טענת דם דאמרינן האי בתולה היא אלא שבלו דמיה והא דרב אוקימנא פרק תינוקת בבוגרת שעדיין לא ראתה דם אבל בוגרת שראתה ועודה בבית אביה אין לה אלא בעילת מצוה ופורש וכן הלכה נמצאו עכשיו שהבתולות הבוגרות @22ג יש מהן שיש להן דמים והיינו דאמר רב נותנין לה לילה הראשון ויש מהן שאין להן דמים והיינו דקתני הבוגרת אין לה טענת בתולים הא טענת פתח פתוח יש לה וכן הלכתא:
4a:3, <b><big>מתני'</big></b>  @11א בתולה כתובתה מאתים ואלמנה מנה בתולה אלמנה גרושה וחלוצה מן האירוסין כתובתן מאתים ויש להן טענת בתולים:
4a:4,@13דף יא.@77 הגיורת והשבויה והשפחה שנפדו ושנתגיירו ושנשתחררו פחותות מבנות שלש שנים ויום אחד כתובתן מאתים ויש להן טענת בתולים:
4a:5,"הגדול שבא על הקטנה וקטן שבא על הגדולה ומוכת עץ כתובתן מאתים דברי ר""מ וחכמים אומרים מוכת עץ כתובתה מנה בתולה אלמנה גרושה וחלוצה מן הנישואין כתובתן מנה @13דף יא:@77 ואין להן טענת בתולים הגיורת והשבויה והשפחה שנפדו ושנשתחררו ושנתגיירו יתרות על בנות שלש שנים ויום אחד כתובתן מנה ואין להן טענת בתולים:"
4a:6, <b><big>גמ'</big></b>  אמר רבא מוכת עץ לרבנן יש לה כתובה מנה בין הכיר בה בין לא הכיר בה וכן הלכתא דקא הדר ביה מההיא קמייתא דאמר הכיר בה מנה לא הכיר בה ולא כלום אבל כנסה @22ד בחזקת בתולה ונמצאת בעולה אין לה כלום דתנן הנושא את האשה ולא מצא לה בתולים היא אומרת משארסתני נאנסתי ונסתחפה שדהו והוא אומר לא כי אלא עד שלא ארסתיך והיה מקחי מקח טעות ואמר רבא מקח טעות לגמרי משמע דלית לה כלום וכן הלכתא: 
4a:7, <b><big>מתני'</big></b>  @13דף יב.@77 @11ב האוכל אצל חמיו ביהודה שלא בעדים אינו יכול לטעון טענת בתולים מפני שהוא מתייחד עמה:
4a:8,אחת אלמנת ישראל ואחת אלמנת כהן כתובתן מנה בית דין של כהנים
4b:1,היו גובין לבתולה @22א ארבע מאות זוז ולא מיחו בידן חכמים:
4b:2,@13דף יב:@77 הנושא את האשה ולא מצא לה בתולים היא אומרת @22ב משארסתני נאנסתי ונסתחפה שדהו והוא אומר לא כי אלא עד שלא ארסתיך והיה מקחי מקח טעות רבן גמליאל ורבי אליעזר אומרים נאמנת ר' יהושע אומר לא מפיה אנו חיין אלא הרי זו בחזקת בעולה עד שלא תתארס והטעתו עד שתביא ראיה לדבריה:
4b:3, <b><big>גמ'</big></b>  (אמר רב יהודה אמר שמואל הלכה כרבן גמליאל) @11א איתמר מנה לי בידך והלה אומר איני יודע רב הונא ורב יהודה אמרי חייב רב נחמן ורבי יוחנן אמרי פטור רב הונא ורב יהודה אמרי חייב ברי ושמא ברי עדיף ורב נחמן ורבי יוחנן אמרי פטור אוקי ממונא בחזקת מריה לימא רב הונא ורב יהודה דאמרי כרבן גמליאל ורב נחמן ור' יוחנן אמרי כר' יהושע אמר לך רב נחמן אנא דאמרי אפילו לרבן גמליאל עד כאן.
4b:4,"לא קאמר רבן גמליאל התם אלא דאמרינן אוקי איתתא אחזקתה אבל הכא מאי חזקה אית ליה להאי הכי נמי מסתברא כדקא משנינן דאי לא תימא הכי @13דף יג.@77 קשיא הלכתא אהלכתא דהא קיימי לן הלכה ברב נחמן בדיני ובהא אמר רב יהודה אמר שמואל הלכה כרבן גמליאל אלא לאו ש""מ כדקא משנינן ש""מ:"
4b:5, <b><big>מתני'</big></b>  @22ג היא אומרת מוכת עץ @11ב אני והוא אומר לא כי אלא דרוסת איש את רבן גמליאל ורבי אליעזר אומרים נאמנת ר' יהושע אומר לא מפיה אנו חיין אלא הרי היא בחזקת דרוסת איש עד שתביא ראיה לדבריה:
4b:6,ראוה מדברת @22ד עם אדם בשוק אמרו לה מה טיבו של זה איש פלוני וכהן הוא רבן גמליאל ורבי אליעזר אומרים נאמנת רבי יהושע אומר לא מפיה אנו חיין אלא הרי היא בחזקת בעולה לנתין ולממזר עד שתביא ראיה לדבריה היתה מעוברת @11ג אמרו לה מה טיבו של עובר זה מאיש פלוני וכהן הוא רבן גמליאל ורבי אליעזר אומרים נאמנת ורבי יהושע אומר לא מפיה אנו חיין אלא הרי זו בחזקת מעוברת מנתין וממזר עד שתביא ראיה לדבריה: 
4b:7," <b><big>גמ'</big></b>  @13דף יג:@77 אמר ר' יוחנן לדברי המכשיר בה מכשיר אפי' בבתה ור""א אומר אף לדברי המכשיר בה פוסל בבתה וקי""ל כרבי יוחנן דרביה דר""א הוא ועוד דקאי כאבא שאול דאיפסיקא הלכתא כוותיה בפרק י' יוחסין @14דף עד.@77 דתנן אבא שאול היה קורא לשתוקי בדוקי @14צ""ל ואמרי' וכ""ה ברא""ש@77 ואמר רב מאי בדוקי שבודקין את אמו ואי אמרה לכשר @22ה נבעלתי נאמנת ואע""ג דאיכא רוב פסולין אצלה ואמר רבא הלכה כאבא שאול:"
4b:8,(@66א) ההוא ארוס @22ו וארוסתו דאתו לקמיה דרב יוסף היא אמרה מיניה והוא אומר @13דף יד.@77 אין מינאי אמר רב יוסף למאי ניחוש לה חדא דהא קא מודה ועוד דהא אמר רב יהודה אמר שמואל הלכה כרבן גמליאל אמר ליה אביי ובהא כי לא מודה מי מכשיר רבן גמליאל והא אמר ליה שמואל לרב יהודה שיננא הלכה כרבן גמליאל ואת לא תעביד עובדא עד דאיכא רוב כשרים אצלה והכא רוב פסולין אצלה ולטעמיך תקשי לה היא גופה הלכה ואת לא תעביד עובדא אלא הא לכתחלה והא דיעבד והכא נמי כדיעבד דמי דהא ארוס וארוסתו נינהו:
5a:1,@13דף יד:@77  <b><big>מתני'</big></b>  @11א אמר רבי יוסי מעשה בתינוקת שירדה למלאות מן העין ונאנסה אמר ר' יוחנן בן נורי אם רוב העיר משיאין לכהונה הרי זו תנשא לכהונה: 
5a:2, <b><big>גמ'</big></b>  אמר רב יהודה אמר רב @13דף טו.@77 בקרונה של צפורי היה מעשה כר' ינאי דאמר נבעלה בשעת קרונות כשרה לכהונה והוא שהיתה סיעה של בני אדם כשרים עוברת שם דהויין תרי רובי רוב העיר ורוב סיעה וכן הלכתא:
5a:3,הדרן עלך בתולה נשאת
5b:1,@13דף טו:@77
5b:2, <b><big>האשה</big></b>  @11א שנתאלמנה או שנתגרשה היא אומרת בתולה נשאתני והוא אומר לא כי אלא אלמנה נשאתיך אם יש עדים שיצאתה בהינומא וראשה פרוע כתובתה מאתים ר' יוחנן בן ברוקה אומר אף חילוק קליות ראיה:
5b:3," <b><big>גמ'</big></b>  @13דף טז:@77 טעמא דאיכא עדים הא ליכא עדים הבעל @22א מהימן (@66א) (א) @14ד""ת מ""ז@77 (וליחוש דילמא מפקא עדים בהאי בי דינא וגביא (ב) ומפקא כתובתה בהאי בי דינא וגביא א""ר אבהו זאת אומרת כותבין שובר רב פפא אומר במקום שאין כותבין כתובה עסקינן וליחוש דילמא מפקא (@66ב) עדי הינומא בהאי בי דינא וגביא והדרא (ג) ומפקא עדים בהאי בי דינא וגביא כיון דלא אפשר ודאי כותבין שובר):"
5b:4,"תנו רבנן כיצד @11ב מרקדין לפני כלה בית שמאי אומרים @13דף יז.@77 כלה כמות שהיא ובית הלל אומרים כלה נאה וחסודה אמרו להם בית שמאי (ד) לדבריכם הרי שהיתה חגרת או סומא אומר כלה נאה וחסודה והתורה אמרה  מדבר שקר תרחק אמרו להן ב""ה (ה) מי שלקח מקח רע מן השוק ישבחנו בפניו או יגננו בעיניו הוי אומר ישבחנו כעיניו מכאן אמרו חכמים לעולם תהא דעתו של אדם מעורבת עם הבריות אמר ר' שמואל בר נחמני א""ר יונתן מותר להסתכל בפני כלה כל שבעה כדי לחבבה @22ב על בעלה ולית הלכתא כותיה:"
5b:5,"תנו @11ג רבנן מעבירין את המת מלפני הכלה וזה וזה מפני מלך ישראל אמרו על אגריפס המלך שעבר מלפני הכלה ושבחוהו חכמים שבחוהו מכלל דשפיר עבד והא אמר רב אשי אפילו למ""ד נשיא שמחל על כבודו כבודו מחול מלך שמחל על כבודו  אין כבודו מחול שנאמר @16דברים יז@77 שום תשים עליך מלך שתהא אימתו עליך פרשת דרכים הואי "
5b:6,"תנו רבנן @22ג (ג) מבטלין תלמוד תורה להוצאת המת ולהכנסת כלה אמרו עליו על ר' יהודה בר' אלעאי שהיה מבטל ת""ת להוצאת המת ולהכנסת כלה במד""א בשאין לו כל צרכו אבל יש לו כל צרכו אין מבטלין וכמה כל צרכו אמר רב שמואל בר איויא משמיה דרב תריסר אלפי גברי ושיתא אלפי שיפורי ואמרי לה תריסר אלפי גברי ומנייהו שיתא אלפי שיפורי אמר רב ששת ואיתימא רבי אמי ואיתימא רבי יוחנן כנתינתה כך נטילתה מה נתינתה בששים ריבוא אף נטילתה בששים ריבוא והנ""מ למאן דקרי @22ד ותני אבל למאן דמתני לית ליה שיעורא:"
6a:1,@13דף טו:@77  <b><big>מתני'</big></b>  @11א ומודה ר' יהושע באומר לחברו שדה זו של אביך היתה ולקחתיה ממנו נאמן שהפה שאסר הוא הפה שהתיר ואם יש עדים שהיתה של אביו והוא אומר לקחתיה ממנו אינו נאמן:
6a:2,@13דף יח:@77 העדים @11ב שאמרו כתב @22א ידינו הוא זה אבל אנוסין היינו קטנים היינו פסולי עדות היינו הרי אלו נאמנין ואם יש עדים שהוא כתב ידן או שהיה כתב ידן יוצא ממקום אחר אינן נאמנין:
6a:3, <b><big>גמ'</big></b>  אמר רמי בר חמא לא שנו אלא שאמרו אנוסין היינו מחמת נפשות אבל אנוסין היינו מחמת ממון אינן נאמנין מאי טעמא לפי שאין אדם משים @22ב עצמו רשע:
6a:4,"@13דף יט.@77 אמר רב יהודה אמר רב האומר שטר אמנה הוא זה אינו נאמן דקאמר מאן אילימא דקאמר לוה פשיטא לאו כל כמיניה ואלא דקאמר מלוה @22ג תבא עליו ברכה ואלא דקאמרי עדים אי דכתב ידן יוצא ממקום אחר פשיטא ואי אין כתב ידן יוצא ממקום אחר אמאי לא מהימני  אמר אביי לעולם דקאמר מלוה @22ד וכגון שחייב לאחרים וכדר' נתן דא""ר נתן מניין @11ג לנושה בחבירו מנה וחבירו בחבירו שמוציאין מזה ונותנין לזה שנאמר @16במדבר ה@77 ונתן לאשר אשם לו"
6b:1,"רב אשי אמר לעולם דקאמרי עדים ודאין כתב ידן יוצא ממקום אחר ודקאמרת אמאי לא מהימני כדרב כהנא דא""ר כהנא אסור לאדם שישהה שטר אמנה בתוך ביתו שנאמר @16איוב יא@77 אל תשכן באהליך עולה (@66א) @13דף יט:@77 אמר רב שישא בריה דרב אידי ש""מ מדרב כהנא עדים שאמרו @22א אמנה היו דברינו אינן נאמנים מאי טעמא כיון דעולה היא אעולה לא חתימי א""ר יהושע ב""ל אסור @11א לאדם שישהה שטר פרוע בתוך ביתו שנאמר אל תשכן באהליך עולה איתמר @11ב ספר שאינו מוגה א""ר אמי עד ל' יום מותר להשהותו אחר שלשים יום אסור להשהותו שנאמר אל תשכן באהליך עולה:"
6b:2,"אמר רב נחמן עדים שאמרו אמנה @11ג היו דברינו אינם נאמנים מודעה היו דברינו אינם נאמנים מר בר רב אשי אמר אמנה @22ב היו דברינו אינם נאמנים מודעה היו דברינו נאמנים מאי טעמא האי ניתן ליכתב והאי לא ניתן ליכתב וכן הלכתא  עדים שאמרו תנאי היו דברינו נאמנים וכי אתו (א) לקמן אמרינן להו קיימו תנאייכו וחותו לדינא עד אומר @22ג תנאי ועד אומר אין תנאי א""ר פפא תרוייהו בשטרא מעליא קמסהדי והאי דאמר תנאי הוה ליה חד ואין דבריו של אחד במקום שנים מתקיף לה רב הונא בריה דרב יהושע אי הכי אפי' תרוייהו נמי אלא אמרינן הני למעקר סהדותייהו קאתי האי נמי למעקר סהדותיה קאתי והלכה כרב הונא בריה דרב יהושע"
6b:3,"ת""ר ערים @11ד שהיו חתומין על השטר (@66ב) ומתו ובאו שנים ואמרו כתב ידן הוא זה אבל אנוסין היו קטנים היו פסולי עדות היו הרי אלו נאמנים ואם יש עדים אחרים שהוא כתב ידם או שהיה כתב ידן יוצא ממקום אחר משטר"
7a:1,"שקרא @22א עליו ערער והוחזק בב""ד אינן נאמנין  ומגבינן ביה אמאי תרי ותרי נינהו @13דף כ.@77 אמר רב נחמן אוקי תרי לבהדי תרי ואוקי @14צ""ל ממונא@77 נכסי בחזקת מאריה מידי דהוה @11א אנכסי דבר שטיא דבר שטיא זבין נכסי אתו בי תרי ואמרו כשהוא שוטה זבין (א) ואתו בי תרי ואמרו כשהוא חלים זבין נכסי א""ר אשי אוקי תרי לבהדי תרי ואוקי @14צ""ל ארעא@77 ממונא בחזקת בר שטיא ולא אמרן אלא דאית ליה חזקה דאבהתיה אבל לית ליה חזקה דאבהתיה אמרי כשהוא שוטה זבן וכשהוא שוטה זבין "
7a:2,"אמר רבי אבהו אין @11ב מזימין את העדים @22ב אלא בפניהם ומכחישין את העדים שלא בפניהם והזמה שלא בפניהם נהי דהזמה לא הויא הכחשה מיהא הויא אמר רב אסי אין מקיימין את @11ג השטר (ב) משטר @22ג שקרא עליו ערער אא""כ הוחזק בב""ד אמרי נהרדעי אין מקיימין את השטר אלא משטרי"
7b:1,שתי @22א שדות או שתי כתובות והוא שאכלום בעליהן שלש שנים ובשופי וביוצא מתחת יד אחר אבל מתחת ידו לא חיישינן שמא זיופי @22ב זייף  
7b:2,"תנו רבנן @11א כותב אדם עדותו על @22ג השטר ומעיד עליה (א) אחר כמה שנים פירש רב האי ז""ל כגון שיש בידו עדות בקנין ונשתהה לזמן מרובה ואחר כך תבעו מלוה לכתוב לו אותה עדות בשטר או שתבעו להעיד לו בה בב""ד הרי זה כותב לו עדותו על השטר או מעיד לו בה בב""ד אפילו לאחר כמה שנים ואינו חושש שמא נפרע אותו החוב או שמא נמחל אמר רב הונא והוא שזוכרה מעצמו ורבי יוחנן אמר אע""פ שאין זוכרה מעצמו אלא אחרים הזכירוהו ונזכר הרי זה מעיד אמר רבא שמע מינה מדר' יוחנן הני בי תרי דידעי סהדותא ומנשי חד מינייהו מדכר ליה חבריה ומדכר (ב) "
7b:3,"וי""א כותב אדם עדותו על השטר אינו שטר שביד מלוה אלא כגון ספר או שמוש שיש לו לאדם בתוך ביתו לכתוב בו זכרונותיו ובא אליו התובע ותבעו להעיד לו ומצא בזכרונותיו כתוב שביום פלוני נמסר לו עדות בכך וכך לאיש פלוני הולך ומעיד לו עליה (@66א) אפי' לאחר כמה שנים א""ר הונא והוא שזוכרה (ג) מעצמו ורבי יוחנן אמר אע""פ שאין זוכרה מעצמו אלא מן הכתב שלו נזכר מעיד ודייק רבא מדר' יוחנן דאמר אע""פ שאין זוכרה מעצמו אלא מן הכתב שלו נזכר הולך ומעיד הכי נמי תרי דידעי סהדותא ואינשי חד מינייהו חבריה מדכר ליה ומדכר ומסהיד בהדי חבריה ושפיר דמי והאי דיוקא דדייק רבא לא סלקא אלא אליבא דהדין פירושא בתרא אבל לפירושא קמא לא סלקא דהיינו פשטיה דרבי יוחנן ולא צריך רבא למידק מיניה מידי הילכך האי פירושא בתרא עדיף וטפי מסתבר "
7b:4,"איבעיא להו לעצמו מאי פירוש אם שכח העד מהו שיזכירו @22ד בעל דין רב חביבא אומר אפילו לעצמו מדכר רב אשי אמר לעצמו לא והלכתא לעצמו לא @13דף כ:@77 ואי צורבא מרבנן הוא אפילו לעצמו כי הא דרב אשי הוה ידע ליה סהדותא לרב כהנא אמר ליה מי דכר מר לההוא סהדותא א""ל לא אמר ליה ולאו הכי והכי הוה לא ידענא לסוף אידכר רב אשי אזל אסהיד ליה חזיא לרב כהנא דהוה מחסם א""ל מי סברת עלך קא סמיכנא אנא הוא דרמאי אנפשאי ואידכר: "
7b:5, <b><big>מתני'</big></b>  זה @11ב אומר זה כתב ידי וזה כתב ידו של חברי וזה אומר זה כתב ידי וזה כתב ידו של חברי הרי אלו נאמנים
8a:1,זה אומר זה כתב ידי וזה אומר זה כתב ידי צריכין שיצטרף @22א אחר עמהן דברי רבי וחכמים אומרים אין צריכין לצרף אחר עמהן אלא נאמן אדם לומר זה כתב ידי:
