page.section,content
1b:6,מטמא ומדמע ומנסך: כולהו היזק @11ב שאינו ניכר הוא ולא שמיה היזק אלא קנסא הוא דקנסוהו רבנן משום דעבד איסורא דגרסינן בפרק השולח גט לאשתו @13דף מד:@77 אמר אביי נקטינן טימא טהרותיו של חבירו ומת לא קנסו בנו אחריו מאי טעמא היזק שאינו ניכר הוא ולאו שמיה היזק (@68א) קנסא דרבנן הוא לדידיה דעבד איסורא קנסוהו רבנן לבריה דלא עבד איסורא לא קנסוהו רבנן 
1b:7,"ובפרק הניזקין @13גיטין דף נב:@77 תנן המטמא והמדמע והמנסך בשוגג פטור במזיד חייב ופליגי בה @13גיטין דף נג.@77 חזקיה ור' יוחנן חזקיה אמר דבר תורה אחד שוגג ואחד מזיד חייב מ""ט היזק שאינו ניכר שמיה היזק ומה טעם אמרו בשוגג פטור כדי שיודיענו ורבי יוחנן אמר דבר תורה אחר שוגג ואחר מזיד פטור מ""ט היזק שאינו ניכר לא שמיה היזק ומה טעם אמרו במזיד חייב כדי שלא יהא כל אחד ואחד הולך ומטמא טהרותיו של חבירו ואומר פטור אני ואותבינן עליה דחזקיה מהא דתנן @13ב""ק צו:@77 גזל מטבע ונפסל תרומה ונטמאת חמץ ועבר עליו הפסח אומר לו הרי שלך לפניך ואי אמרת היזק שאינו ניכר שמיה היזק @14בד""ס הגי' האי גולן הוא ממונא בעי כו' וכ""ה בגמ'.@77  הא ממונא וממונא בעי שלומי וסלקא בתיובתא וקי""ל כר' יוחנן דאמר לא שמיה היזק:"
1b:8,"@22ד @14הכל שפת יתר עד וחזר הדין ואינו מהרי""ף. [וכ""נ מלשון הרא""ש: בפסקיו ומלשון הש""ג] ד""ת@77  (הצד השוה שבהן לאתויי מאי אמר אביי לאתויי @22ה אבנו סכינו ומשאו (@68ב) שהניחן בראש הגג ונפלו ברוח מצויה (@67א) והזיקו רבא אמר הצד השוה שבהן לאתויי @13דף ו.@77 בור המתגלגל @22ו ברגלי אדם וברגלי בהמה ה""ד אי דאפקרינהו בין לרב בין לשמואל היינו בור מ""ש בור שכן תחלת עשייתו לנזק וממונך ושמירתן עליך הני נמי תחלת עשייתן לנזק וממונך ושמירתן עליך אלא דלא אפקרינהו אי לשמואל דאמר כולן מבורו למדנו היינו בור ואי לרב דאמר כולן משור למדנו היינו שור לעולם דאפקרינהו ולא דמי לבור מה לבור שכן מעשיו גרמו לו תאמר בהני שאין מעשיו גרמו לו שור יוכיח מה לשור שכן דרכו לילך ולהזיק"
2a:1,"בור יוכיח וחזר הדין) @14ע""כ נמחק@77 :"
2a:2,וכשהזיק חב המזיק לשלם תשלומי נזק במיטב הארץ:
2a:3,"@13דף ו:@77  @11א ת""ר @16שמות כ""ב@77 מיטב שדהו ומיטב כרמו ישלם מיטב שדהו של ניזק ומיטב כרמו של ניזק דברי רבי ישמעאל רבי עקיבא אומר לא בא הכתוב אלא לגבות לניזקין מן העידית וקל וחומר להקדש ואסיקנא דבהא פליגי רבי ישמעאל סבר בדניזק שיימינן ור' עקיבא סבר בדמזיק שיימינן כלומר שאם היתה עידית דניזק כזיבורית דמזיק רבי ישמעאל סבר משלם ליה מזיבורית דידיה ורבי עקיבא סבר לא משלם ליה אלא מעידית דידיה @13דף ז.@77 ותניא נמי בהדיא מיטב שדהו ומיטב כרמו ישלם מיטב שדהו ומיטב כרמו של ניזק דברי רבי ישמעאל רבי עקיבא אומר מיטב שדהו של מזיק ומיטב כרמו של מזיק וקיימא לן הלכה כרבי עקיבא מחבירו"
2a:4,"והאי דבעינן מיטב שדהו ומיטב כרמו הני מילי היכא דיהיב ליה ממקרקעי אבל אי יהיב ליה ממטלטלי כל @22א מידי דיהיב ליה מיטב נינהו ואפילו סובין דאי לא מזדבן הכא מזדבן הכא דתניא @16שם כא@77 כסף ישיב לבעליו לרבות שוה כסף ואפילו סובין ואע""ג דפליגי רב הונא ורב אסי @13דף ט.@77 הא קיימא לן כרב פפא ורב הונא בריה דרב יהושע דבתראי נינהו:"
2a:5,"תניא הרי @11ב שהיו לו בתים @22ב שדות וכרמים ואין מוצא למכור מאכילין אותו מעשר עני עד מחצה הוי בה רבה היכי דמי אי דזול ארעתא דכולי עלמא ודיליה נמי זולא בהדייהו אפילו פורתא נמי לא ליספו ליה ואלא דאייקור ארעתא דכ""ע ודיליה איידי דעייל ונפיק אזוזי זלא ארעיה @13דף ז:@77 אפי' טובא נמי ליספו ליה הדר אמר רבה לא נצרכה אלא דביומי ניסן יקרא ארעא וביומי תשרי זלא ארעא דכ""ע נטרי עד ניסן ומזבני והאי הואיל ואיצטריכי ליה זוזי זבן השתא עד פלגא אורחיה למיזל טפי לאו אורחיה למיזל:"
2a:6,"@11ג ת""ר אין לו אלא @22ג עידית כולן ניזקין ובעל חוב וכתובת אשה גובין מן העידית בינונית כולן גובין מן הבינונית זיבורית כולן"
2b:1,"גובין מן הזיבורית היו לו @22א עידית ובינונית וזיבורית ניזקין בעידית ובעל חוב בבינונית וכתובת אשה בזיבורית (א) היו לו עידית ובינוני' ניזקין בעידית ובע""ח וכתובת אשה בבינונית בינונית וזיבורית ניזקין ובעל חוב בבינונית וכתובת אשה בזיבורית @13דף ח.@77 עידית וזיבורית ניזקין בעידית ובעל חוב וכתובת אשה בזיבורית (@67א) ותניא אחריתי בינונית וזיבורית ניזקין בבינונית ובעל חוב וכתובת אשה בזיבורית קשיאן אהדדי אמר רבינא בדעולא קמיפלגי דאמר עולא דבר תורה בעל חוב בזיבורית שנאמר @16דברים כב@77 בחוץ תעמוד והאיש אשר אתה נושה וגו' (ב) מה דרכו של אדם להוציא פחות שבכליו ומה טעם אמרו בעל חוב בבינונית שלא תנעול דלת בפני לווין מאן דאמר בעל חוב וכתובת אשה (@68א) בזיבורית לית ליה (@67ב) דעולא ומאן דאמר בעל חוב וניזקין בבינונית אית ליה דעולא:"
2b:2,"ת""ר @11א מכרן @22ב לאחד או לשלשה בני אדם כאחד (ג) כולן נכנסו תחת הבעלים זה אחר זה כולן גובין מן האחרון אין לו גובין משלפניו אין לו גובין משלפני פניו האי מכרן לאחד היכי דמי אילימא בבת אחת השתא לשלשה בני אדם כאחד דאיכא למימר דחד מינייהו קדים אמרת כולן נכנסו תחת הבעלים @22ג מכרן לאחד בבת אחת מיבעיא (אלא פשיטא בזה אחר זה ולימא ליה"
3a:1,הנחתי לך מקום לגבות הימנו הכא במאי עסקינן כגון שלקח עידית באחרונה אי הכי ליתו כולהו לגבות מן העידית משום דאמר להו אי שתקיתו ושקליתו כדינייכו שקולו ואי לא מהדרנא (א) שטרא דזיבורית למריה ושקליתו מזיבורית אי הכי @13דף ח:@77 בנזקין (ב) נמי נימא הכי אלא ביתמי עסקינן דלאו בני פרעון נינהו הלכך ליכא למימר הכי) 
3a:2,ואסיקנא מכרן לאחד אפילו בזה אחר זה ואי לקח זיבורית באחרונה מצי למימר לכל חד וחד מינייהו הנחתי לך מקום לגבות ממנו דלא אמרינן בכי הא מילתא כולן נכנסו תחת הבעלים אלא הכא במאי עסקינן כגון שלקח עידית באחרונה והיינו טעמא @22א דלא אתו כולהו [גבו] מעידית משום דאמר להו לוקח טעמא מאי אמור רבנן הנחתי לך מקום לגבות ממנו משום תקנתא דידי אנא לא ניחא לי בהאי תקנתא כדרבא דאמר רבא כל האומר אי אפשי בתקנת חכמים כגון זו שומעין לו מאי כגון זו כדרב הונא אמר רב דאמר רב הונא אמר רב יכולה אשה שתאמר לבעלה איני ניזונית ואיני עושה פשיטא מכר לוקח
3b:1,זיבורית ובינונית ושייר עידית לפניו אזלו כולהו גבו מעידית דאחרונה היא ובינונית [א] הא לית ליה דמצי למימר להו גבו מבינונית [ב] דלא ניחא לי בתקנתא דרבנן אלא מכר עידית ושייר בינונית וזיבורית לפניו מאי סבר אביי למימר אתו כולהו גבו מעידית אמר ליה רבא מה מכר [לו] ראשון לשני כל זכות שתבא לידו וכיון דאילו איתא לעידית גבי דידיה מצי למימר להו גבו מבינונית דלא ניחא לי בתקנתא דרבנן לוקח שני נמי מצי למימר להו גבו מבינונית דכי זבין לי לוקח ארעא דא בכל זכות דאית ליה בגווה זבנה ניהלי וכן הלכה:
3b:2,"אמר רבא ראובן @22א שמכר (א) כל שדותיו לשמעון והלך שמעון @13[דף ח ע""א]@77 ומכר שדה אחת ללוי ובא בע""ח דראובן רצה מזה גובה רצה מזה גובה ולא אמרן אלא דזבן בינונית אבל זבן עידית וזיבורית [מצי] א""ל להכי טרחי וזבני ארעא דלא [חזיא] לך ואפי' זבן בינונית נמי לא אמרן אלא דלא שייר בינונית דכוותה גבי שמעון אבל שייר בינונית דכוותה גבי שמעון [מצי] אמר ליה הנחתי לך מקום לגבות ממנו:"
3b:3,"אמר אביי ראובן (ב) שמכר @11א שדה לשמעון באחריות ובא בע""ח דראובן וקא טריף לה מיניה (ג) @14ד""ת מ""ז ע""פ כ""י של הרי""ף@77 (דינא הוא) ואזיל ראובן וקא משתעי דינא בהדיה לא מצי למימר ליה לאו בעל דברים דידי את דאמר ליה אי אפקת לה מיניה עלי דידי הדר ואיכא דאמרי אפי' שלא באחריות נמי דאמר ליה לא ניחא לי דתהוי לשמעון תרעומת עלי:"
3b:4,"ואמר אביי ראובן שמכר שדה לשמעון שלא באחריות @13דף ט.@77 ויצאו עליה עסיקין אם עד @22ב שלא החזיק בה יכול לחזור בו משהחזיק בה אינו יכול לחזור בו מ""ט דאמר ליה חייתא דקיטרי סברת וקבילת מאימתי מחזיק בה מכי דייש אמצרי (ד) איכא דאמרי אפילו באחריות נמי"
4a:1,"דא""ל @22א אחוי לי טרפך ואשלם לך יש שפירשו מכי דייש אמצרי כגון שהיתה אותה שדה שקנה סמוכה לשדה שלו והיה ביניהן מצר ועכשיו בשקנה אותה [השדה הסמוכה לשדהו] אם דש אותו המצר שביניהן [ומחה אותו עד שנתערבו שתי השדות ונעשו שתיהן] שדה אחת הרי כבר החזיק בה ואינו יכול לחזור בו (@67א) ואם עדיין המצר קיים ולא עירבו עם השדות יכול לחזור בו:"
4a:2,"איתמר (א) ג' @11א אחים שחלקו ובא בעל חוב ונטל (ב) חלקו של אחד מהן רב אמר בטלה מחלוקת ושמואל אמר ויתר ורב אסי אמר נוטל (@68א) רביע בקרקע ורביע במעות [רב אסי מספקא ליה אי כרב או כשמואל וכיון דמספקא ליה קי""ל ממון המוטל בספק חולקין] וכבר איפסיקא הלכתא בהדיא בפרק האומר לחבירו בית כור עפר אני מוכר לך @13ב""ב קז.@77 כרב דאמרינן התם והלכתא בטלה מחלוקת הלכך לגבי שני אחין שחלקו אחד נטל קרקע ואחד נטל כספים ובא בעל חוב ונטל את הקרקע דינא הוא דאזיל האי ושקיל פלגא @22ב בכספים ולא מצי אידך למימר ליה להכי שקלי כספים דאי מיגנבי לא משתלימנא מינך ולהכי שקלת ארעא דאי מיטרפא לא משתלימת מינאי:"
4a:3, <b><big>מתני'</big></b>  @13דף ט:@77 @11ב כל שחבתי בשמירתו הכשרתי את נזקו הכשרתי במקצת נזקו חבתי בתשלומי נזקו כהכשר כל נזקו נכסים שאין בהן מעילה נכסים שהם של בני ברית נכסים המיוחדים (@68ב) חוץ מרשות המיוחדת למזיק ורשות הניזק והמזיק וכשהזיק חב המזיק לשלם תשלומי נזק במיטב הארץ:
4a:4," <b><big>גמ'</big></b>  @13דף י.@77 ת""ר הכשרתי במקצת נזקו חבתי בתשלומי נזקו כהכשר כל נזקו כיצד החופר בור תשעה ברה""ר ובא אחר והשלימו לעשרה האחרון חייב מתקיף לה רב ששת ותו ליכא והא איכא @11ג מרבה @22ג בחבילות (ג) היכי דמי @13דף י:@77 אי דבלאו"
4b:1,"איהו לא אזלא פשיטא אלא דבלאו איהו נמי אזלא מאי קעביד (@14ד""ת מ""ז עד כחו נמי חבר@77 מתקיף לה רב פפא ותו ליכא והא איכא הא דתניא חמשה @11א שישבו על ספסל אחד ולא שברוהו ובא אחד וישב עליו ושברו האחרון חייב ואמר רב פפא (א) כגון (@67א) פפא בר אבא היכי דמי אי דבלאו איהו לא מתבר פשיטא אלא דבלאו איהו נמי מתבר מאי קעביד סוף סוף מתניתין היכי מיתרצא לא צריכא דבלאו איהו קא מיתבר בתרתי שעי והשתא איתבר בחדא שעתא דאמרינן ליה אי לאו את הוה יתיבנא פורתא וקיימינן ולימא להו אי לאו אתון בגואי דידי לא הוה מיתבר כלל לא צריכא דבהדי דקם מסמיך סמיך בהו פשיטא מהו דתימא כחו לאו כגופו דמי קמ""ל דכחו כגופו דמי וכל היכא דגופו תבר כחו נמי תבר):"
4b:2,חבתי בתשלומי נזקו: @11ב חבתי בנזקו לא קתני אלא (ב) בתשלומי נזקו תנינא להא דתנו רבנן תשלומי נזק מלמד שהבעלים מטפלין בנבלה:
4b:3,"תניא @16 שמות כב@77 אם טרוף יטרף יביאהו עד (הטרפה עד) @13דף יא.@77 יביא עדים שנטרפה באונס @14ד""ת מ""ז@77 (ופטור) אבא שאול אומר יביאהו עד יביא עדודה לבית דין ודכולי עלמא פחת נבלה דניזק הוי ובטורח נבילה קא מיפלגי כדתניא אחרים אומרים מנין לבעל בור שחייב להעלות שור מבורו שנאמר @13שם@77 כסף ישיב לבעליו והמת:"
4b:4,"אמר שמואל אין (ג) @11ג שמין לא לגנב ולא לגזלן אלא @22א לניזקין @14ואני אומר אף לשואל ואבא מודה לי. גי' ד""ת@77  ולשואל ההוא (ד) גברא דשאיל נרגא מחבריה תבריה אתא לקמיה דרב אמר ליה זיל שלים ליה נרגא מעליא אמרי ליה רב כהנא ורב אסי"
5a:1,"לרב דינא הכי שתיק רב @11א והלכתא שמין ההוא מנא תבירא כמה הוה שוה מעיקרא קמי דאיתבר וכמה הוא שוה השתא לבתר דאיתבר ושקיל מרי נרגא [לנרגא] דיליה וממלא ליה ההוא שואל דמי נרגא שלימא @14 בדפו""י ליטא@77 [ואם אמר מחמת מלאכה נשברה ולא שינה בה משתבע דלא שינה בו ופטור והכא דמחייב לשלומי משום דמודי דפשע בה ושינה בו]:"
5a:2,"@13דף יא:@77 אמר עולא א""ר אלעזר בכור @11ב שנטרף בתוך שלשים יום אין פודין אותו וכן תני רמי בר חמא מתוך שנאמר @16במדבר יח@77 אך פדה תפדה את בכור האדם יכול אפילו נטרף בתוך שלשים יום ת""ל אך חלק:"
5a:3,ואמר עולא אמר רבי אלעזר האחין @11ג שחלקו @22א מה שעליהן שמין פירוש שקנו מנכסי אביהן קודם חלוקה מה שעל בניהם ובנותיהם אין שמין:
5a:4,"ובירושלמי @13פ""ק דקדושין ה""ד@77 אמרו שבגדים של בניהם ובנותיהם של רגל ושל שבת שמין:"
5a:5,"אמר @14בגמ' איתא רב פפא@77 רבא פעמים אפי' מה שעליהן נמי אין שמין והיכי משכחת לה (א) בגדול אחי דניחא להו דלישתמעון מיליה (ב) ואמר רבא °שומר שמסר לשומר חייב @11ד ול""מ שומר שכר שמסר לשומר חנם דגרועי גרעי לשמירתו אלא אפילו שומר חנם שמסר לשומר שכר דעלויי עלייה לשמירתו חייב מ""ט דאמר ליה אנת מהימנת לי בשבועה היאך לא מהימן לי בשבועה:"
5a:6,@13דף יג:@77 נכסים שהם של בני ברית (ג) @11ה למעוטי מאי למעוטי דעובד כוכבים:
5a:7,"נכסים המיוחדין למעוטי מאי א""ר יהודה (ד) למעוטי זה אומר שורך הזיק וזה אומר שורך הזיק במתניתא תנא פרט לנכסי הפקר כגון דנגחיה תורא דהפקר לתורא דידן ומקמי דליתפסיה קדם וזכה בו אחר דפטור רבינא אמר למעוטי נגח ואחר כך הקדיש נגח ואחר כך הפקיר תניא נמי הכי יתר על כן א""ר יהודה אפילו נגח ואח""כ הקדיש (ה) אפילו נגח ואח""כ הפקיר פטור שנא' @16שמות כ""א@77 והועד בבעליו ולא ישמרנו והמית (@68א)"
5b:1,עד שתהא מיתה והעמדה בדין וגמר דין שוין כאחת:
5b:2,"חוץ מרשות המיוחדת למזיק דא""ל תורא דידך ברשותי מאי בעי:"
5b:3,ורשות הניזק והמזיק: אמר רב חסדא אמר אבימי @22א חצר השותפין (@67א) והבקעה חייב בה על השן ועל הרגל והכי קאמר חוץ מרשות המיוחדת למזיק דפטור ורשות הניזק והמזיק (@68א) וכשהזיק חב המזיק לשלם וכו' ור' אלעזר אמר חצר השותפין והבקעה פטור בה על השן ועל הרגל והכי קאמר @11א חוץ מרשות המיוחדת למזיק דפטור ורשות הניזק והמזיק נמי פטור וכשהזיק חב המזיק לשלם לאתויי קרן (א) @13דף יד.@77 איני והא תני רב יוסף חצר השותפין והפונדק חייב בה על השן ועל הרגל ותיובתא דר' אלעזר 
5b:4,"אמר לך ר""א ותסברא והא תניא ארבעה כללות היה אומר ר""ש בן אלעזר בניזקין כל שהוא רשות לניזק ולא למזיק חייב בכל למזיק ולא לניזק פטור בכל לזה ולזה כגון חצר השותפין והבקעה פטור בה על השן ועל הרגל על הנגיחה ועל הנגיפה ועל הנשיכה ועל הרביצה ועל הבעיטה תם משלם ח""נ מועד משלם נ""ש °לא לזה ולא לזה כגון חצר שאינה של שניהם חייב בה על השן ועל הרגל ועל הנגיחה ועל הנשיכה ועל הנגיפה ועל הרביצה ועל הבעיטה תם משלם ח""נ מועד משלם נזק שלם קתני מיהת חצר השותפין והבקעה פטור בה על השן ועל הרגל קשיא אהדדי לא קשיא כי תניא ההיא בחצר המיוחדת לזה ולזה בין לפירות בין לשוורים ודרב יוסף בחצר המיוחדת לפירות ואינו מיוחדת לשוורים דיקא נמי דקתני הכא פונדק דומיא דפונדק דהא פונדק מיוחד לפירות ואינו מיוחד לשוורים והכא דומיא דבקעה [דבקעה] מיוחדת בין לפירות בין לשוורים ש""מ וכן הלכתא:"
5b:5,"גופא ד' כללות היה רשב""א אומר בניזקין כל שהוא רשות לניזק ולא למזיק חייב בכל חייב על הכל לא קתני אלא חייב בכל מני ר' טרפון היא דאמר משונה קרן בחצר @11ב הניזק נזק שלם משלם אימא סיפא לא לזה ולא לזה כגון חצר שאינה של שניהם מאי לא לזה ולא לזה אילימא לא לזה ולא לזה כלל אלא לאחר והא בעינן ובער בשדה אחר וליכא אלא לאו לא לזה ולא לזה אלא דחד וקתני סיפא תם משלם חצי נזק ומועד משלם נ""ש אתאן לרבנן דאמרי קרן בחצר הניזק ח""נ הוא דמשלם רישא @22ב ר""ט וסיפא רבנן "
5b:6,"אין דהא א""ל שמואל לרב יהודה שיננא שבוק מתני' ותא אבתראי רישא ר""ט וסיפא רבנן רבינא משמיה דרבא אמר כולה ר""ט היא ומאי לא לזה ולא לזה לא לזה ולא @11ג לזה לפירות אלא לחד ולזה ולזה לשוורים דלגבי שן הויא לה כחצר הניזק ולגבי קרן הויא לה רה""ר."
5b:7,(ב) אי הכי ארבעה
6a:1,שלשה הוו אמר רב נחמן בר יצחק @13דף יד:@77 שלשה כללות בארבעה מקומות:
6a:2," <b><big>מתני'</big></b>  @11א שום כסף ושוה כסף בפני בית דין ע""פ עדים בני חורין ובני ברית והנשים בכלל הנזק והניזק והמזיק בתשלומין:"
6a:3, <b><big>גמ'</big></b>  מאי שום כסף אמר רב יהודה שום זה לא יהא אלא בכסף תנינא להא דתנו רבנן פרה שהזיקה טלית ° (א) וטלית שהזיקה פרה אין אומרים תצא פרה בטלית וטלית בפרה אלא שמין אותה בדמים:
6a:4,"שוה כסף (ב) כדתניא שוה כסף מלמד שאין ב""ד @11ב נזקקין אלא לנכסים שיש להם אחריות מאי משמע אמר רבא בר (רב) עולא דבר השוה כל כסף ומאי ניהו קרקע דאין להן אונאה אי הכי עבדים ושטרות נמי אלא אמר רב אשי שוה כסף ולא כסף עצמו והני כולהו כסף נינהו והתניא ישיב לרבות שוה כסף ואפילו סובין הכא במאי עסקינן ביתמי כלומר הא דתניא אין ב""ד נזקקין אלא לנכסים שיש להם אחריות ביתמי הוא דמטלטלי [דיתמי] לבעל חוב לא משתעבדי אימא סיפא קדם (@68א) ותפס מטלטלין בית דין גובין לו מהן ואי ביתמי אמאי גובין לו מהן כדאמר רבא אמר רב נחמן בשתפס מחיים הכא נמי בשתפס מחיים "
6a:5,"@69א] והשתא דתקינו רבנן לבע""ח לגבות מן המטלטלין גובה מיתמי בין ממקרקעי בין ממטלטלי @22א וכן הלכה (@67א) ואיכא מאן דפריש דכי תקינו רבנן לבעל חוב משום שלא תנעול דלת בפני לוין אבל לניזק לא תקינו מידי הלכך היכא דלית ליה למזיק קרקע ומת אין לניזק כלום ממטלטלין של יתומים:"
6a:6,"בפני @11ג ב""ד פרט לב""ד הדיוטות: ע""פ עדים @13דף טו.@77 @11ד בני חורין ובני ברית בני חורין למעוטי עבדים בני ברית למעוטי עובדי כוכבים דהני לאו בני עדות נינהו:"
6a:7,והנשים בכלל הנזק דאמר רב יהודה אמר רב וכן תני דבי רבי ישמעאל אמר קרא @16במדבר ה@77 איש או אשה כי יעשו מכל חטאת האדם השוה הכתוב אשה לאיש לכל עונשים שבתורה:
6a:8,והניזק והמזיק בתשלומין: ירושלמי מלמד שזה משלם חצי נזק וזה מפסיד חצי נזק:
6a:9,איתמר פלגא ניזקא רב פפא אמר פלגא ניזקא ממונא ורב הונא בריה דרב יהושע אמר פלגא ניזקא קנסא @13דף טו:@77 והלכתא פלגא ניזקא קנסא בר מחצי נזק צרורות דהלכתא גמירי לה דממונא הוא:
6a:10,והשתא דאמרת פלגא ניזקא קנסא האי @22ב כלבא דאכל אימרי ושונרא דאכל @11ה תרננולי [א] רברבין [משונה הוא] ולא מגבינן בבבל ודוקא רברבי אבל זוטרי אורחיה הוא ואי תפס לא מפקינן מיניה
6b:1,@11א ואי אמר @22א אזמינהו לדינא בהדאי לארץ ישראל מזמנינן ליה ואי לא אזיל משמתינן ליה בין כך ובין כך משמתינן ליה לסלוקי היזקיה מדר' נתן דתניא ר' נתן אומר מנין שלא יגדל אדם כלב רע בתוך ביתו ולא יעמיד סולם רעוע בתוך ביתו שנאמר @16דברים כב@77 ולא תשים דמים בביתך:
6b:2, <b><big>°מתני'</big></b>  חמשה תמין וחמשה מועדין הבהמה אינה מועדת לא ליגח ולא ליגוף ולא לישוך @22ב ולא @11ב לרבוץ ולא לבעוט:
6b:3,השן מועדת לאכול את הראוי לה והרגל מועדת לשבר בדרך הילוכה שור המועד ושור המזיק ברשות הניזק והאדם:
6b:4," <b><big>גמ'</big></b>  @13דף טז.@77 ותו ליכא והא איכא הזאב @22ג והארי והדוב והנמר והברדלס והנחש אמר רבינא חסורי מיחסרא והכי קתני חמשה תמין הן ואם הועדו חמשתן מועדים ושן ורגל מועדים מתחלתן וזה הוא שור המועד ושור המזיק ברשות הניזק מחלוקת ר' טרפון ורבנן רבי טרפון אומר נזק שלם וחכמים אומרים חצי נזק @14גי' מהר""ם@77 [והאדם] ויש מועדין אחרים כיוצא בהן:"
6b:5, <b><big>מתני'</big></b>  @13דף טו:@77 הזאב והארי והדוב והנמר והברדלס והנחש הרי אלו מועדים רבי אליעזר אומר בזמן שהן בני תרבות אינן מועדין והנחש מועד לעולם @13דף טז:@77 מה בין תם למועד אלא שהתם משלם חצי נזק מגופו ומועד משלם נזק שלם מן העלייה:
6b:6," <b><big>גמ'</big></b>  מאי עלייה א""ר אלעזר מעולה שבנכסיו וכן הוא אומר @16דה""ב לב@77 וישכב @14גי' ד""ת חזקיה@77 אסא עם אבותיו ויקברוהו במעלה קברי (@68א) בית דויד וא""ר אלעזר אצל מעולין שבמשפחה ומאן נינהו דוד ושלמה:"
6b:7,@16שם@77 וכבוד עשו לו במותו אמר רבא שהושיבו ישיבה על קברו פליגי בה ר' נתן ורבנן חד אמר ג' @13דף יז.@77 וחד אמר ז' ואמרי לה שלשים:
6b:8,סליקו להו ארבעה אבות
7a:1, @44@13דף יז.@77כיצד@55 @11א הרגל מועדת לשבר בדרך הלוכה הבהמה מועדת להלך כדרכה ולשבר היתה מבעטת או שהיו צרורות נתזין מתחת רגליה ושברה את הכלים משלם חצי נזק:
7a:3,° @11ב דרסה על הכלי ושברתו ונפל על כלי אחר ושברו על הראשון משלם נזק שלם ועל האחרון משלם חצי נזק:
7a:4,"@13דף יז:@77   <b><big>גמ'</big></b>  ת""ר הבהמה מועדת להלך כדרכה ולשבר כיצד בהמה שנכנסה לחצר הניזק והזיקה בגופה דרך הלוכה בשערה דרך הלוכה בשליף שעליה באוכף שעליה בפרומביא שבפיה בזוג שבצוארה וחמור במשאו משלמין נ""ש:"
