page.section,content
2a:3,"ומתקנין @11א את קלקולי המים שברה""ר וחוטטין אותן:"
2a:4,"@13דף ה.@77 חטיטה אין חפירה לא אמר ר' יעקב א""ר יוחנן לא שנו אלא שאין רבים צריכים להם אבל רבים צריכין להם אפילו חפירה נמי מותר וה""ה לבורות שיחין ומערות של רבים ובורות שיחין ומערות של יחיד חוטטין אותם ושפין את סדקיהן אבל לא חופרים אפי' כשהיחיד צריך להם ואם אינו צריך להם אין חוטטין אותן ואין שפין את סדקיהן ואין צריך לומר שאין חופרין אבל כונסין לתוכן מים ואע""פ שאינו צריך להם:"
2a:5,"ועושין כל צרכי הרבים: ת""ר יוצאין לקווץ את הדרכים ולתקן את הרחובות ואת האיסטרטות ולמוד את המקואות כל מקוה שאין בה מ' סאה מרגילין לתוכו ארבעים סאה ומנין שאם לא יצאו ולא עשו כל אלו שכל דמים שנשפכים שם מעלה עליהם הכתוב כאילו הם שפכום שנאמר @16דברים יט@77 והיה עליך דמים:"
2a:6,"ומציינין על הקברות. א""ר שמעון בן פזי רמז לציון הקברות מן התורה מנין ת""ל @16יחזקאל לט@77 וראה עצם אדם ובנה אצלו ציון רבי אבהו אמר מהכא @16ויקרא יג@77 וטמא טמא יקרא טומאה קוראה לו ואומרת לו פרוש אביי אמר מהכא @16שם יט@77 ולפני עור לא תתן מכשול:"
2a:7,"@13דף ו.@77 ויוצאין אף על הכלאים: מ""ש בחולו של מועד א""ר @14בגמ' וברא""ש אי' ר' יעקב@77 עקיבא א""ר יוחנן משום שכר פעולה דמוזלי גבן:"
2a:8, <b><big>מתני'</big></b>  @13דף ו:@77 ר' אליעזר בן יעקב אומר @11ב מושכין את המים מאילן לאילן ובלבד שלא ישקו את כל השדה כולה זרעים שלא שתו מלפני המועד לא ישקום במועד וחכמים מתירין בזה ובזה:
2a:9, <b><big>גמ'</big></b>  אמר רב יהודה ואם היתה שדה מטוננת מותר תניא נמי הכי וכו' ומסתברא דהלכתא
2b:1,"@22א כרבי אליעזר בן יעקב ואע""ג דהוא יחיד במקום רבים דהא שמעתא דרב יהודה כוותיה אזלא דקאמר ואם היתה שדה מטוננת מותר והא דדייק מיניה רבינא ואמר ש""מ האי תרביצא שרי לתרבוצי בחולא דמועדא (@66א) אקשינן ליה שדה גריד מ""ט לא אפלא לשוויי חרפא ה""נ אפלא לשוויי חרפא ולא פריק:"
2b:2, <b><big>מתני'</big></b>  צדין את האישות @22ב ואת העכברים בשדה האילן ובשדה הלבן כדרכו במועד ובשביעית ר' יהודה אומר בשדה אילן כדרכו ובשדה הלבן שלא כדרכו ומקרין את הפרצה במועד ובשביעית בונה כדדכו: 
2b:3, <b><big>גמ'</big></b>  מאי אישות אמר רב יהודה בריה שאין לה עינים:
2b:4,@13דף ז.@77 רבי יהודה אומר בשדה האילן כדרכו:
2b:5,"ת""ר כיצד כדרכו חופר גומא ותולה בה מצודה וכיצד שלא כדרכו נועץ שפוד ומכה בקרדום ומרדה האדמה תחתיה תניא ר' שמעון בן אלעזר אומר כשאמרו @22ג בשדה הלבן @14עי' בגמ' הגי' ובתוס' ד""ה תני נראה דגר' כגי' רב אלפס@77 כדרכו לא אמרו אלא בשדה הלבן הסמוכה לאילנות שמא יצאו משדה הלבן ויחריבו את האילנות:"
2b:6,"@11א ומקרין את הפרצה: כיצד מקרין את הפרצה רב יוסף אומר בהוצא ודפנא במתניתא תנא צר בצרור ואינו טח בטיט א""ר חסדא ל""ש אלא כותל גנה אבל כותל חצר בונה כדרכו ודוקא בונה אבל סותר לא וכותל גוהה סותרו ובונה כדתניא כותל גוהה לרה""ר סותר ובונה כדרכו מפני הסכנה:"
3a:1," <b><big>מתני'</big></b>  ר""מ אומר רואין את הנגעים במועד בתחלה להקל ולא להחמיר וחכ""א לא להקל ולא להחמיר @13דף ח.@77 ועוד אמר ר""מ @11א מלקט @22א אדם עצמות אביו ואמו מפני שהיא שמחה לו רבי יוסי אומר אבל הוא לו ולא יעורר על מתו ולא יספדנו קודם לרגל שלשים יום:"
3a:2," <b><big>גמ'</big></b>  וקי""ל דר""מ ור' יוסי הלכה כרבי יוסי:"
3a:3,ולא יעורר על מתו: וכו' (א) מאי שנא שלשים יום אמר רב כהנא מעשה באדם אחד שכנס מעותיו לעלות לרגל ובא הספדן ועמד על פתח ביתו ונטלתן אשתו ונתנתן לו ונמנע אותו האיש מלעלות לרגל באותה שעה אמרו לא יעורר על מתו ולא יספדנו קודם לרגל שלשים יום ושמואל אמר @13דף ח:@77 לפי שאין המת משתכח מן הלב אלא לאחר שלשים יום מאי בינייהו איכא בינייהו דקא @22ב עבדי בחנם:
3a:4, <b><big>מתני'</big></b>  @11ב אין חופרין @22ג כוכין וקברות במועד אבל מחנכין את הכוכין ועושין נברכת
3b:1,במועד וארון עם המת בחצר ר' יהודה אוסר אלא אם כן יש עמו נסרים:
3b:2," <b><big>גמ'</big></b>  אין חופרין כוכין וקברות במועד פי' להקבר בהן אחר המועד מאי כוכין ומאי קברות אמר רב יהודה כוכין בחפירה וקברות בבנין תנ""ה כוכין בחפירה וקברות בבנין:"
3b:3,אבל מחנכין את הכוכין: כיצד מחנכין אמר רב יהודה שאם היה ארוך מקצרו במתניתא תנא מאריך בו ומרחיב בו:
3b:4,"וארון עם המת בחצר: תנינא להא דתנו רבנן עושין כל צרכי המת גוזזין לו שערו ומכבסין לו כסותו ועושין לו ארון (א) ומנסרים המנוסרים מעיו""ט רשב""ג אומר אף מביא נסרים ומנסרן בתוך ביתו והלכתא כרשב""ג דסתם מתניתין כוותיה:"
3b:5,ירושלמי לא שנו אלא באדם שאינו מפורסם אבל אדם מפורסם עושין לו ארון ואפילו בשוק כד דמך רבי חנינא חברין עבדו ליה ארון בשוק והכל מודים שלא יקוץ לו ארזים ודכוותא לא יחצוב לו אבנים ואם היו חצובות פלוגתא דר' יהודה ורבנן:
3b:6, <b><big>מתני'</big></b>  @11א אין נושאין נשים במועד לא בתולות ולא אלמנות ולא מייבמין מפני ששמחה היא לו אבל מחזיר הוא את גרושתו ועושה אשה תכשיטיה במועד רבי יהודה אומר אשה לא תסוד מפני שניוול הוא לה:
3b:7, <b><big>גמ'</big></b>  מפני ששמחה היא לו וכי שמחה היא לו מאי הוי אמר רב יהודה אמר שמואל לפי שאין מערבין שמחה בשמחה:
3b:8,ואמר רב דניאל בר קטינא אמר רב מניין שאין נושאין נשים במועד שנאמר @16דברים טז@77 ושמחת בחגך בחגך ולא באשתך עולא אמר היינו טעמא דאין נושאין נשים במועד מפני הטורח רבי יצחק נפחא אמר מפני ביטול פריה ורביה:
3b:9,"תניא כל אלו שאמרו אסורים לישא אשה במועד מותרים לישא ערב המועד (פירוש) דלחד יומא לא משהי איניש אנפשיה ודאין מערבין @22א שמחה בשמחה מנלן דכתיב @16מ""א ח@77 ויעש שלמה בעת ההיא את החג וכל ישראל עמו קהל גדול שבעה ימים ושבעה ימים ארבע' עשר יום מכדי כתיב ארבעה עשר יום שבעה ימים ושבעה ימים למה לי אלא ש""מ הני לחוד והני לחוד כתיב @16שם@77 ביום השמיני שלח את העם וכתיב @16דה""ב ח@77 וביום עשרים (@66א) (ב) וארבעה לחדש השביעי שלח את העם מכאן לתלמיד הנפטר מרבו ולן באותו העיר שצריך ליפטר ממנו פעם שנייה:"
3b:10,"@13דף ט:@77 ועושה אשה תכשיטיה במועד: ת""ר אלו הן תכשיטיה של אשה כוחלת ופוקסת ומעברת סרק על פניה ואיכא דאמרי ומעברת סכין על פניה שלמטה:"
3b:11, <b><big>מתני'</big></b>  @13דף ח:@77 @11ב ההדיוט תופר כדרכו @22ב והאומן מכליב ומסרגין את המטות ר' יוסי אומר אף ממתחין:
3b:12, <b><big>גמ'</big></b>  @13דף י.@77 היכי דמי הדיוט כל שאינו יכול להוציא מלא המחט בבת אחת ר' יוסי אומר כל שאינו יכול לכוין אמרא בחפת חלוקו:
4a:1,"והאומן מכליב: מאי מכליב רבי יוחנן אמר מפסע רבה בר ( @14צ""ל רב@77 בר) שמואל אמר כלבתא:"
4a:2,ומסרגין את @22א המטות ר' יוסי אומר ממתחין תנא ושוין שאין מפשילין לכתחלה חבלים:
4a:3, <b><big>מתני'</big></b>  @11א מעמידין תנור וכירים וריחים במועד רבי יהודה אומר אין מכבשין את הריחים לכתחלה @13דף יא.@77 ועושין מעקה לגג ולמרפסת מעשה הדיוט אבל לא מעשה אומן ושפין את הסדקים ומעגילין אותן במעגלה ביד וברגל אבל לא במחצלים:
4a:4,הציר והצינור והקורה והמנעול והמפתח @22ב שנשברו מתקנם במועד ובלבד שלא יכוין מלאכתו במועד כבשין שהוא יכול לאכול מהן במועד כובשן:
4a:5, <b><big>גמ'</big></b>  מאי מכבשין אמר רב יהודה מנקר ריחיא (א) רבי חייא בר יחיאל אמר בת עינא:
4a:6,דרש רב חמא נוקרין ריחיא בחולו של מועד ומשום רבינו אמרו סוס שרוכב עליו וחמור שרוכב עליו מותר ליטול צפרניו בחולו של מועד @13דף י:@77 אבל חמרא דריחיא לא רב יהודה שרא למשקל טופרי דחמרי דריחיא בחולא דמועדא ולאוקומי ריחיא ולמבני אמת ריחיא ולמבני אוריא רב שרא לסרוקי סוסיא ולמבני קרפיטא ולמבני @22ג אצטבא:
4a:7,"רבא שרא למשקל דמא לחמרא בחולו של מועד א""ל אביי תניא דמסייע לך מקיזין דם לבהמה ואין מונעין רפואה מבהמה בחולו של מועד:"
4a:8,תוספתא @11ב שותין מי זבלין ומי דקלין וכוס העיקרין במועד [א] שבראשונה היו אומרים אין שותין מי זבלין ומי דקלין וכוס עיקרין במועד עד שבא רבי עקיבא ולמד שותין מי זבלין (@66א) ומי דקלין וכוס עיקרין במועד ומקיזין דם לבהמה לחיה ולעופות ואין מונעין רפואה מבהמה במועד:
4a:9,"רבא @11ג שרא לכסכוסי קידמי מ""ט מעשה הדיוט הוא אמר רב יצחק בר אמי אמר רב חסדא (@66ב) קיטורי @22ד בירא אסור מ""ט מעשה אומן הוא:"
4a:10,אמר רבא האי מאן @11ד דמתקן ארעא אדעתא (@66ג) דבי דרי שרי אדעתא דארעא אסיר היכי דמי מוליא במולי' ונצא בנצא אדעתא דבי דרי שקל מוליא ושדא בנצא אדעתא דארעא ואמר רבא האי מאן דזכי זוכיא אדעתא דציבי שרי אדעתא דארעא אסיר היכי דמי שקל רברבי ושבק זוטרי אדעתא דציבי שקל רברבי וזוטרי
4b:1,אדעתא דארעא:
4b:2,ואמר רבא האי מאן דפתח מיא לארעא אדעתא דכוארי שרי אדעתא דארעא אסיר היכי דמי פתח תרי בבי חד מעלאי וחד מתתאי אדעתא דכוארי פתח חד בבא אדעתא דארעא:
4b:3,"@11א ואמר רבא האי מאן דפשח דיקלא אדעתא דחיותא שרי אדעתא דדיקלא אסיר היכי דמי שקל כוליה מחד גיסא אדעתא דחיותא מהאי גיסא ומהאי גיסא אדעתא דדיקלא ואמר רבא האי תוחלני מגזרינהו שרי מיצינהו אסיר רב פפא אמר כיון דמתלעי כפרקמטיא האבודה דמי ושרי ואמר רבא פרקמטיא כל שהוא אסור א""ר יוסי ברבי אבין ובדבר האבד מותר רבינא הוה ליה ההוא עסקא דהוה מזדבן בשיתא אלפי דינרי שהייה לבתר חולא דמועדא זבניה בתריסר אלפי דינרי רבינא הוה מסיק זוזי בבני אקרא דשנואתא אתא לקמיה דרב אשי אמר ליה מהו למיזל עלייהו האידנא אמר ליה כיון דהאידנא משכחת להו וביומי אחריני לא משכחת להו @22א כפרקמטיא האבודה דמי ושרי:"
4b:4,"@13דף יא.@77 רב שרי ליה לרב חייא @11ב בר אשי למגדל אוהרי בחולא דמועדא מ""ט מעשה הדיוט הוא אבל אוזלי אסור מ""ט מעשה אומן הוא רב יהודה שרי לאמי (א) תנורא למגדל תנורא ולרבה בר עסבי למגדל מהולאתא איני והאמר רבה בר שמואל ושוין שאין גודלין תנור לכתחלה לא קשיא הא דשרא רב יהודה בימות ההמה דאפשר למיפא ביה בחולא דמועדא והא דאסר רבה בימות הגשמים:"
4b:5,ועושין מעקה לגג ולמרפסת מעשה הדיוט אבל לא מעשה אומן היכי דמי מעשה הדיוט רב יוסף אמר בהוצא ודפנא במתניתא תנא צר בצרור ואינו טח בטיט:
4b:6,(ב) שפין את הסדקין:השתא במעגל אמרת שרי ביד וברגל מבעיא הכי קאמר שפין את הסדקין ומעגלין אותן כעין מעגלה ביד וברגל (ג) ולא במחצלים:
4b:7,"אמר רבינא כמאן מדלינן האידנא קיבואתא דדשי בחולא דמועדא ולא בעינן שינוי בדבר האבד כר' יוסי דאמר זולף וגומר וגף כדרכו וקי""ל כוותיה:"
4b:8,"@11ג כבשין שהוא יכול לאכול מהן במועד כובשן בפומבדיתא לבאי כוארי אזול כולי עלמא ציוד ואייתי כוארי שרא להו רבא לממלח מינייהו א""ל אביי והא אנן תנן כבשין שיכול לאכול מהן במועד כובשן א""ל רבא כיון דמעיקרא אדעתא דאכילה אייתינהו ואי שביק להו פסדי כפרקמטיא האבודה דמי ושרו @22ב איכא דאמר שרי להו רבא למיזל ומיצד ואיתויי וממלח א""ל אביי והא אנן תנן כבשין שהוא יכול לאכול מהן במועד כובשן א""ל הני מתאכלי אגב איצצא כי"
5a:1,הא דשמואל עבדו שיתין איצצא ואכיל:
5a:2,סליקו להו משקין
5a:3,@11א @44מי@55 שהפך את זיתיו וארעו @22א אבל או אונס שהטעוהו פועליו טוען קורה הראשונה ומניחה לאחר המועד דברי רבי יהודה רבי יוסי אומר זולף וגומר וגף כדרכו @13דף יא:@77 וכן מי שהיה יינו בתוך הבור וארעו אבל או אונס או שהטעוהו פועליו טוען וזולף וגומר וגף כדרכו דברי רבי יוסי רבי יהודה אומר עושה לו לימודים בשביל שלא יחמיץ:
5a:5," <b><big>גמ'</big></b>  @13דף יא:@77 פתח באבל וסיים במועד אמר רב שישא בריה דרב אידי זאת אומרת דברים המותרין בחולו של מועד אסור @11ב לאבל לעשותם בידו בימי אבלו אלא אחרים עושין לו תניא כותיה דרב שישא בריה דרב אידי דברים שעושין לאבל בימי אבלו כגון זיתיו להפוך @14בס""י הגי' ובורו@77 וכדו לגוף ופשתנו לעלות מן המשרה וצמרו לעלות מן היורה @22ב מרביצין לו שדהו משתגיע עונת המים שלו האריסין והחכירים והקבלנים לשדה שלו (@66א) הרי אלו יעשו החמרין והגמלים והספנין בספינה שלו הרי אלו לא יעשו ואם היו (@66ב) מוחכרין או @22ג ממושכנים או מושכרין אצל אחרים מעיקרא הרי אלו יעשו."
5a:6,שכיר יום אפילו בעיר אחרת @22ד לא יעשה היתה מלאכת @22ה אחרים
5b:1,בידו בין קיבולת בין שאינה קיבולת לא יעשה היתה מלאכתו בביתו ביד אחרים לא יעשה בבית אחר @22א יעשה.
5b:2,ירושלמי שני אחים שני שותפין (א) שני חנונים שאירע לאחד מהם דבר הרי אלו נועלין חנותם:
5b:3,"@13דף יב.@77 אמר שמואל (ב) מקבלין קיבולת @11א בתוך התחום אסור @22ב חוץ לתחום @22ג מותר ואסיקנא הני מילי בשבתות ויו""ט והוא דליכא מתא דמיקרבא להתם אבל בחולו של מועד אע""ג דליכא מתא דמקרבא להתם כיון דשכיחי אינשי דאזלי מדוכתא לדוכתא אסור:"
5b:4,"ת""ר מקבלין קיבולת במועד לעשותה לאחר המועד ובמועד אסור כללו של דבר כל שהוא עושה אומר לנכרי ועושה כל שאינו עושה אינו אומר לנכרי ועושה תניא אידך מקבלין קיבולת במועד לעשותה לאחר המועד ובלבד שלא ישקול ושלא ימדוד ושלא ימנה כדרך שהוא עושה בחול:"
5b:5,"ת""ר @11ב אין מרביעין בהמה בחולו של מועד כיוצא בו אין מרביעין בבבור ולא בפסולי המוקדשין:"
5b:6,"ת""ר @11ג אין מדיירין שדה בחולו של מועד פירוש אין מכניסין צאן לדיר ליטול את זבלם ואם באו מאליהן מותרין ואין מסייעין אותם"
6a:1,ואין מוסרין להם שומר לנער את צאנם היה שכיר שבת שכיר חדש שכיר שנה שכיר שבוע מסייעין אותם ומוסרין להם שומר לנער את צאנם רבי אומר בשבת בטובה ביום טוב @22א במזונות במועד בשכר אמר רב יוסף הלכה כרבי:
6a:2,וכן מי @11א שהיה יינו בתוך הבור וכו':
6a:3,"א""ר יצחק מאן תנא שינוי במועד בדבר האבד דלא כרבי יוסי א""ר יוסף הלכה כר' יוסי בעו מיניה מרב נחמן בר יצחק מהו למישע חבית' דשכרא בחולא דמועדא א""ל סיני אמר הלכה כר' יוסי דחייש לפסידא ושיכרא נמי אית ביה משום פסידא:"
6a:4,"אמר רב חמא בר גוריא אמר רב הלכות מועד כהלכות כותים למאי הלכתא אמר רב דניאל בר רב קטינא @14ברא""ש ליתא תי' אמר רב@77 אמר רב לומר שהן עקרות ואין למדות זו מזו דאמר שמואל זופתין @22ב כוזתא ואין זופתין חביתא ורב דימי מנהרדעא אמר זופתין חביתא ואין זופתין כוזתא מר חייש לפסידא ומר חייש לטירחא:"
6a:5,אמר אביי נקיטינן הלכות מועד כהלכות שבת @13דף יב:@77 יש מהן פטור אבל אסור ויש מהן מותר לכתחילה:
6a:6,תנו רבנן @11ב טוחנים קמח במועד לצורך המועד ושלא לצורך המועד אסור ואם טחן והותיר הרי זה מותר קוצצין עצים במועד לצורך המועד ושלא לצורך המועד אסור ואם קיצץ והותיר הרי זה מותר @22ג מטילין שכר במועד לצורך המועד ושלא לצורך המועד אסור ואם הטיל והותיר מותר:
6a:7,"רב חצדו ליה חצדא בחולו של מועד שמע שמואל ואקפד לימא שמואל כיחידאה ס""ל דתניא דבר האבד מותר לעשותו במועד ושאינו אבד אסור בד""א בתלוש מן הקרקע אבל במחובר לקרקע אפילו כולו אבוד אסור וקי""ל דיחידאה היא [א] ל""א רב @11ג חצדא דחטי הוה ליה דאי שביק ליה לא פסיד ורב מ""ט עבד הכי אין לו מה יאכל הוה דתניא ואם אין לו מה יאכל קוצר ומעמר ודש וזורה וטוחן ובלבד שלא ידוש בפרות בחולא דמועדא ושמואל מ""ט אקפד לא סיימוה קמיה אי נמי אדם חשוב שאני:"
6a:8,"רב יהודה שרא למעקד כיתנא בחולא דמועדא משום דחזי לחפיפה ולמיקטל כשותא דחזי לשיכרא ולמעקר שומשמי דחזיאן לנאזיא דאית בהו רבי ינאי הוה ליה ההוא פרדיסא דמטא (א) בחולא דמועדא קטפיה לשנה שהו כו""ע לפרדיסיהו לחולא דמועדא אפקריה רבי ינאי לפרדיסיה ההוא שתא ירושלמי ילפינן מקלקלתא ולא ילפינן מתקנתא רבי יעקב בר אחא בשם רבנן אמר @11ד פרקמטיא אבודה שרי למטלטלא במועדא הדא שיירתא שרי @22ד מזבן מיניה במועדא:"
6b:1, <b><big>מתני'</big></b>  @11א מכניס אדם פירותיו מפני הגנבים ושולה פשתנו מן המשרה בשביל שלא תאבד ובלבד שלא יכוין את מלאכתו במועד וכולן אם כיונו את מלאכתם במועד @22א יאבדו:
6b:2, <b><big>גמ'</big></b>  תנא ובלבד שיכניסם בצנעה לתוך ביתו:
6b:3,"רב יוסף הוה ליה הנך כשורי עיילינהו ביממא א""ל אביי והתניא ובלבד שיכניס בצנעא בתוך ביתו א""ל צנעא דהאי יממא הוא דכיון דבליליא בעו גברי יתירי ובעו מדכורא דנורא אוושא מילתא:"
6b:4,"ובלבד שלא יכוין את מלאכתו במועד: בעא מיניה רבי ירמיה מרבי זירא כוון מלאכתו במועד ומת מהו שיקנסו בניו אחריו (@66א) אם תמצא לומר @13דף יג.@77 @11ב צרם באזן בכור ומת קנסו בניו אחריו משום איסורא דאורייתא ואת""ל מכר עבדו לעכו""ם ומת קנסו בניו אחריו משום דכל יומא מפקע ליה ממצות הכא מאי גברא קנסו רבנן והא ליתיה או דילמא ממונא קנסו רבנן והא איתא ופשט ליה לדידיה קנסו רבנן לבריה לא קנסו רבנן וכן הצורם באוזן בכור ומת והמוכר (@66ב) עבדו לעכו""ם ומת לא קנסו רבנן בניו אחריו והכין אסקוה לכל חדא וחדא מינייהו בדוכתא וכן הלכה: "
6b:5, <b><big>מתני'</big></b>  @11ג אין לוקחין בתים ועבדים ואבנים ובהמה אלא לצורך המועד או לצורך המוכר שאין לו מה יאכל אין מפנין מבית לבית אבל מפנה הוא לחצירו ואין מביאין כלים מבית האומן ואם חושש להם מפנן לחצר אחרת:
6b:6, <b><big>גמ'</big></b>  בעא מיניה רבא מרב נחמן שכר פעולה שאין לו מה יאכל @22ב מהו כלומר מהו לשכור את הפועל לעשות מלאכה שאינה לצורך המועד כדי שיטול שכרו מפני שאין לו מה יאכל ואסיקנא דשכר פעולה שאין לו מה יאכל שרי:
6b:7,ואין @11ד מפנין מבית לבית אבל מפנה הוא לחצרו והא אמרת רישא אין מפנין אמר אביי סיפא אתאן לבית שבחצר:
6b:8,"גרסינן בפרק מקום שנהגו @14פסחים נה:@77 ת""ר זבל שבחצר מסלקין אותו לצדדין שברפת ושבחצר מוציאין אותו לאשפה הא גופא קשיא אמרת מסלקין לצדדין והדר קתני מוציאין אותו לאשפה ותירצה רבא הכי קאמר ואם נעשית חצר כרפת בקר מוציאין אותו לאשפה וכן הלכתא."
6b:9,ואין
7a:1,"מביאין כלים @22א מבית האומן ואם חושש להם מפנן לחצר אחרת וה""מ כלים שאינן לצורך המועד אבל כלים שהן לצורך המועד מביאין דתניא @13דף יג:@77 מביאין כלים שהן לצורך המועד מבית האומן כגון @14בס""י הגי' כרים מבית הכרר@77 כדים מבית הכדר וכוסות מבית הזגג אבל לא צמר מבית הצבע ולא כלים מבית האומן ואם אין לו מה יאכל נותן לו שכרו ומניחו אצלו ואם אינו מאמינו מניחו בבית הסמוך לו ואם חושש שמא יגנבו מפנן לחצר אחרת:"
7a:2, <b><big>מתני'</big></b>  @11א מחפין את הקציעות בקש ר' יהודה אומר אף מעבין:
7a:3,מוכרי פירות כסות וכלים מוכרין בצינעא לצורך המועד הציידין @22ב והדשושות והגרוסות עושין בצינעא לצורך המועד ר' יוסי אומר הן החמירו על עצמן:
7a:4," <b><big>גמ'</big></b>  ת""ר חנות הפתוחה לסטיו פותח ונועל כדרכו הפתוחה לרה""ר פותח אחד ונועל אחד וערב יו""ט @22ג האחרון של חג מוציא ומעטר את השוק בפירות בשביל כבוד יו""ט האחרון של חג וכי אמרינן פותח אחד ונועל אחד בפירי אבל בתבלין מזבני כאורחייהו דהא רב יהודה שרא להו להנהו קרופיאיתא דפומבדיתא למיזל ולזבוני בשוקא כי אורחייהו (א):"
7a:5,סליקו להו מי שהפך
