page.section,content
2a:1,"ההיא דאמרינן @16תהלים קכז@77 @14נדה דף עא.@77 הנה נחלת ה' בנים וגו' א""ר חמא בר חנינא בשכר שמשהין עצמן על הבטן בשעת ביאה כדי שיזרעו נשותיהן תהלה הקב""ה נותן להן בשכרן בנים וכגון הא דאמר רב חמא @14שם דף יז.@77 ישראל קדושים הן ואין משמשין מטותיהם ביום וכו' וכגון הא דתנו רבנן @14גיטין דף ע.@77 הבא מבית הכסא אל ישמש מטתו עד שישהא שיעור חצי מיל מפני ששד של בית הכסא מלוהו ואם שמש הויין לו בנים נכפין וכגון הא דאמרינן הכא @14דף יח:@77 והזרתם את בני ישראל מטומאתם אזהרה לבני ישראל שיפרשו מנשותיהן סמוך לוסתן:"
2a:2,"גרסינן בנדה @14דף יב:@77 ת""ר כל @11א אשה שאין לה וסת אסורה לשמש ואין לה כתובה ולא פירות ולא מזונות ולא בלאות ויוציא ולא יחזיר עולמית דברי רבי מאיר רבי חנינא בן אנטיגנוס אומר משמשת בשני עדים והן עיוותיה ותיקוניה וככר פירשנוה ככתובות שילהי פרק אלמנה ניזונית אמר רב יהודה אמר שמואל הלכה כר' חנינא בן אנטיגנוס:"
2b:1,"ת""ר @11א נשאת וראתה דם מחמת תשמיש משמשת פעם ראשונה ושניה ושלישית מכאן ואילך לא תשמש אלא תתגרש @14נדה דף סו.@77 ותנשא לאחר [@14גי' ד""ת [וב""ח]@77 נשאת לאחר והיתה רואה דם בשעת תשמיש משמשת פעם ראשונה ושניה ושלישית מכאן ואילך לא תשמש אלא תתגרש ותנשא לאחר] עד כמה מותרת לינשא עד שלשה יתר מכן לא תנשא עד שתבדוק עצמה כיצד בודקת עצמה מביאה שפופרת ובתוכה מכחול ומוך מונח לו על ראשו נמצא דם על ראשו בידוע שהוא מן המקור ואם לאו בידוע שהוא מן הצדדין "
2b:2,ואם יש לה @22א @11ב וסת תולה בוסתה ואם יש לה מכה תולה במכתה ואם היתה דם מכתה משונה מדם דאייתה אינה תולה ונאמנת אשה לומר מכה יש לי בתוך המקור שממנה הדם יוצא 
2b:3,"שפופרת אבגורי מבגר לה אמר שמואל שפופרת של אבר ופיה רצוף לתוכה אמר [ליה] ר""ש [@14גי' ד""ת וב""ח@77 ב""ל לר' יוחנן] ותבדוק עצמה בביאה שלישית של בעל ראשון [א""ל] לפי שאין כל אצבעות שוות (א) ותבדוק עצמה בביאה ראשונה של בעל שלישי (א) לפי"
3a:1,שאין כל הכחות שוות.
3a:2,"@11א ת""ר @16ויקרא טו@77 ואשה כי תהיה זבה אין לי אלא אשה גמורה מנין לרבות את הקטנה ת""ל ואשה מכאן אמרו בת יום אחד לנדה בת עשרה ימים לזיבה פי' כיון דלא הויא זבה אלא עד שתראה ג' ימים אחר ז' ימי נדה לא משכחת לה למהוי זבה פחות מבת עשרה ימים כי תהיה זבה יכול אפילו זבה מ""מ תהא טמאה ת""ל והיא גלתה את מקור דמיה לימד על הדמים שאינן אלא מן המקור "
3a:3,"יכול כל מראה זוב תהא טמאה ת""ל דם אי דם יכול אין לי אלא מראה אחד כשהוא אומר דמיה מלמד שדמים הרבה טמאים בה (@67א) האדום והשחור וכקרן כרכום וכמימי אדמה וכמזוג בית שמאי אומרים אף כמימי תלתן וכמימי בשר צלי וב""ה מטהרין פירוש ב""ה דרשי והיא גלתה את מקור דמיה הרי כאן שנים וטהרה ממקור דמיה הרי כאן שנים הרי ארבעה והא אנן חמשה תנן אמר ר' חנינא האי שחור אדום הוא אלא שלקה וב""ש סברי הני תרתי אחריני נמי מילקי לקו @13נדה יט.@77 ומנא לן דאיכא דם טהור באשה דילמא כל דם דאתי מינה טמא א""ר חמא בר יוסף א""ר הושעיא דאמר קרא @14דברים יז@77 כי יפלא ממך דבר למשפט בין דם לדם וגו' בין דם טמא לדם טהור:"
3a:4,"@14תורת כהנים פרשה מצורע פרק ד' מזבים@77 בבשרה מלמד שהיא מיטמאה מבפנים כבחוץ והלא דין הוא ומה אם הזב שהוא טעון ביאת מים חיים אין מטמא בפנים כבחוץ נדה שאינה טעונה ביאת מים חיים אינו דין שלא תטמא בפנים כבחוץ ת""ל בבשרה מלמד שהיא מטמאה בפנים כבחוץ אין לי אלא נדה זבה מנין ת""ל זובה שבעת ימים תהיה בנדתה ולא בזיבתה כל שבעה יכול עד שתהא רואה דם כל שבעה ת""ל תהיה אע""פ שאינה רואה ומנין שאינה טובלת מבעוד יום ת""ל שבעת ימים תהיה בנדתה תהיה בנדתה כל ז':"
3a:5,"ואשה כי יזוב זוב דמה בין גיורת בין שפחה בין משוחררת בין בת ישראל ימים שנים יכול ימים הרבה אר""ע כל ששמועו מרובה ושמועו מועט תפשת מרובה לא תפשת תפשת מועט תפשת [@14מדפו""י@77 כולה] א""ר נחמיה וכי מה בא הכתוב לפתוח או לנעול והלא לא בא לנעול אלא לפתוח אם אתה אומר ימים י' אינן אלא מאה אלא מאתים"
3b:1,"אלא אלף אלא ריבוא וכשאתה אומר ימים שנים פתחת א""ר מונא משום ר' יהודה ימים שנים יכול ימים הרבה אם מרובים הם והלא כבר נאמר (ימים) רבים הא לא דבר הכתוב אלא בימים מועטים וכמה הן הוי אומר שנים רבים שלשה יכול רבים עשרה אמר ימים ואמר רבים מה ימים מיעוט ימים שנים אף רבים מיעוט רבים שלשה יכול שנים ושלשה הרי חמשה וכי נאמר ימים ורבים והלא לא נאמר אלא ימים רבים הא כיצד הרבים הללו יהו מרובים על השנים וכמה הן הוי אומר שלשה:"
3b:2,"@14ברייתא שלהי נדה@77 יכול הרואה שלשה [ימים רצופים] בתחלת [נדה] תהא זבה ומה אני מקיים ואשה כי תהיה זבה ברואה יום אחד אבל ברואה שלשה (א) בתחלה תהא זבה ת""ל על נדתה אחר נדתה היא מיטמא ואינה מיטמא בתחלה אין לי אלא סמוך לנדתה מופלג מנדתה מנין ת""ל @16ויקרא טו@77 או כי תזוב על נדתה אין לי אלא מופלג מנדתה יום אחד מנין שנים וג' וד' חמשה ששה שבעה שמונה תשעה עשרה [אמרת] מה מצינו ברביעי שהוא ראוי לספירה וראוי לזיבה אף אני אביא אלו שהן ראוין לספירה שיהו ראוין לזיבה "
3b:3,פי' מה מצינו ברביעי שהוא ראוי לספירה וראוי לזיבה שאם ראתה ג' ימים אחר נדתה הוחזקה זבה ומתחלת לספור מיום רביעי ואם לא ראתה ביום ראשון הסמוך לנדתה אלא שראתה דם ביום שני ובשלישי וברביעי נעשית זבה וסופרת מיום חמישי הנה הרביעי ראוי לספירה וראוי לזיבה אף אני אביא את הששה שהן תשלום י' שיהו ראוין לזיבה 
3b:4,"ומנין לרבות את י""א ת""ל בלא עת נדתה או יכול שאני מרבה את י""ב אמרת לאו מאי ראית לרבות את אחד עשר ולהוציא את שנים עשר מרבה אני את אחד עשר שראוי לספירת או כי תזוב ומוציא אני שנים עשר שאין ראוי לספירת או כי תזוב "
3b:5,(@67א) פירוש אם ראתה תשיעי ועשירי ואחד עשר הרי היא זבה גמורה וצריכה ספירת שבעה כענין שנאמר או כי תזוב וגו' אבל אם לא ראתה אלא עשירי ואחד עשר ושנים עשר אינה זבה גמורה ואינה צריכה ספירת שבעה ששנים עשר אינו מצטרף לאחד עשר לפי שאינו מימי זיבה אלא תחלת נדה הוא ולפיכך אינו מצטרף עמהן להיותן שלשה 
3b:6,"אין לי אלא הרואה שלשה שהיא זבה גדולה מנין לרואה שנים שתהא זבה קטנה ת""ל ימי ומנין אפי' יום אחד ת""ל כל (ב) ומנין ששומרת יום כנגד יום תלמוד לומר טמאה היא יכול כשם ששומרת אחד לאחד כך תשמור שנים לשנים ודין הוא ומה הזב שאינו סופר אחד לאחד סופר שבעה לשני ראיות זבה שהיא סופרת אחד לאחד אינו דין שתספור שנים לשנים ת""ל יהיה לה אין לה אלא יום אחד ואם טהרה מזובה כשתפסוק מזובה וספרה לה לעצמה שבעת ימים יכול בין סמוכין בין מפוזרין ת""ל ואחר תטהר [א] אחר אחר לכולן ר""ש אומר אחר תטהר אחר המעשה תטהר כיון שטבלה טהורה להתעסק בטהרות אכל אמרו חכמים לא תעשה כן שלא תבא לידי ספק @14ע""כ בספרא מצורע פרשת זבים בפרק ד' ובפרק ה@77 :"
3b:7,"והאי דמרבינן להני י""א יום שבין דם נדה לדם נדה מקראי לאו דברי הכל הוא דקי""ל י""א יום שבין דם נדה לדם נדה הלכה למשה מסיני כללא דנקטינן מהני מתניאתא דנדה דאורייתא היכא דאתחילא וחזיא דמא חד יומא ההוא יומא קמא דחזיא ביה תחלת נדה ומשלמת עליה שבעה יומי לא שנא חזיא דם בכולהו שבעה ול""ש לא חזיא אלא חד יומא וכד נפקן שבעה יומי טבלה ליל שמיני ומשתריא לבעלה "
3b:8,"ואי חזיא דם יום ח' הרי עיילא לה בתוך י""א יום שבין דם נדה לדם נדה שהן ימי זיבות וכיון דחזיא בהו חד יומא הויא לה זבה קטנה וחיישינן דלמא אתיא למיחזי למחר הלכך בעיא שימור יום תשיעי ואי לא חזיא יום ט' טבלה לערב [ליל י'] ומשתריא ואי חזיא [גם] ביום ט' בעיא שימור יום עשירי ועדיין זבה קטנה היא ואי לא חזיא ביום י' טבלה לאורתא ומשתריא ואי חזיא גם ביום י' הויא לה זבה גמורה דהא חזיא תלתא יומין רצופין ובעיא למיתב ז' נקיים "
3b:9,"הכין דינא בהלין יומי זיבות אי חזיא דם חד יומא [משמרת כנגדו חד יומא] ואי חזיא תרי יומי משמרת להו [נמי] חד יומא לבר מיומא דחד עשר דלא בעי שימור (@67ב) הואיל ונפקן יומי זיבות וה""ל יום י""ב תחלת נדה ואי חזיא ביה מידי הויא לה נדה "
3b:10,"כל הדין הוא דינא דאורייתא דהוו עבדן בנות ישראל כל זמן דהוו רבנן בקיאי בחזותא דדמא וכיון דאימעוט רבנן דהוו בקיאי בהכי וקלשא (ג) לה דעתייהו ולא הוו יכלי לאפרושי בין דם טמא לדם טהור כדאמרי' @14נדה דף כ:@77 א""ר יוחנן חוכמתיה דר' חנינא גרמא לי דלא אחזי דמא [דכי] מטמאנא מטהר מטהרנא מטמא:"
3b:11,"וא""ר זירא טיבעא דבבל גרם לי דלא אחזי דמא ומה רבא דידע בטיבעא לא חזי אנא אחזי וחזו נמי דלא ידעי נשי תיקון וסתות חשו רבנן דלמא"
4a:1,"משלמי דם טמא לדם טהור וטבלין ואתו לידי איסורא דכרת דהא אפשר למהוי כל דם דחזיא בשיתא יומי טהור וליכא טמא אלא הך דחזיא בשביעי בלחוד דצריכא (א) דמישלם עליה ז' יומי וכיון דסבירא להו דדם דכולהו ז' טמא הוא אמרי [כד] שלימו לן ז' יומי וטבלן לאורתא ואתו לידי איסורא הלכך חשו רבנן למילתא ועבדו הרחקה יתירה לסלוקי כל ספיקי ואצריכו למיתב שבעה נקיים על כל דם דלא ליגע (ב) לאיסורא דאוריי' והיינו דאמרינן [בריש פרק התינוקות] @14דף סו.@77 אמר רב יהודה אמר שמואל התקין רבי (@66א) בסוודית ראתה יום אחד תשב ששה ימים והוא שנים תשב @14ס""א ששה [וכ""ה הב""ח]@77 חמשה והן שלשה תשב שבעה נקיים אמר רבי זירא בנות ישראל הן החמירו על עצמן שאפי' רואות טיפת דם כחרדל יושבת עליה שבעה נקיים "
4a:2,"ואע""ג דהאי תקנתא [דרבי] בסוודית ליכא למיחש בה למילתא דאיסורא כלל עבדו רבנן הרחקה יתירה והנהגו בנות ישראל למיעבד כרבי זירא דהא אמרינן דהא דרבי זירא הלכה פסוקה היא כדאמרינן התם @14ברכות דף לא.@77 אין עומדין להתפלל מתוך דין או הלכה אלא מתוך הלכה פסוקה היכי דמי הלכה פסוקה אמר אביי כי הא דאמר רבי זירא בנות ישראל הן החמירו על עצמן שאפילו רואות טיפת דם כחרדל יושבת עליה שבעה נקיים "
4a:3,"והכין נמי עבדינן כימי טוהר דיולדת ואע""ג דקי""ל כרב דאמר @14דף לה:@77 מעין אחד הוא והתורה טימאתו והתורה טיהרתו כיון דאיכא יולדת בזוב דצריכה שבעה נקיים בימי טוהר עבדינן נמי הרחקה יתירה כר' זירא (@69א) וכל דם דחזיא בימי טוהר יתבה עליה שבעה נקיים ובתר הכי טבלה במי מקוה ומשתריא לבעלה ואע""ג דלא נפקן ימי טוהר כיון דיתבה שבעה נקיים ותו לא חזיא שריא:"
4a:4," <b><big>מתני'</big></b>  @13נדה דף סד:@77 @11א תינוקת שלא הגיע זמנה לראות ונישאת ב""ש אומרי' נותנין לה ד' לילות וב""ה אומרים עד שתחיה המכה הגיע זמנה לראות ונישאת ב""ש אומרים נותנין לה לילה הראשון וב""ה אומרים עד מוצאי שבת ד' לילות ראתה ועודה בבית אביה בית שמאי אומרים נותנין לה בעילת מצוה ובית הלל אומרים כל הלילה @14נ""א כולה@77 שלה:"
4a:5," <b><big>גמ'</big></b> עד שתחיה המכה אמר ר""נ בר יצחק ואפילו ראתה @14נ""א מדאפליג בסיפא בין ראתה ללא ראתה מכלל וכו' ד""ת@77 ממאי מדקתני סיפא ראתה ועודה בבית אביה ופליג בין ראתה ולא ראתה מכלל דרישא בין ראתה בין לא ראתה תניא נמי הכי בית הלל אומרים עד שתחיה המכה בין ראתה בין לא ראתה עד שתחיה המכה עד כמה אמר רב שמואל בר יצחק לדידי מיפרשא ליה מיניה דרב עומדת ורואה יושבת ואינה רואה ע""ג קרקע ורואה ע""ג כרים וכסתות ואינה רואה כידוע שלא חיתה המכה ע""ג כולם ורואה ע""ג כולם ואינה רואה כידוע שחיתה המכה וזה דם נדה הוא משמשת וראתה דם מחמת תשמיש הוא אינה משמשת וראתה דם מחמת נדה הוא "
4a:6,"ואמרינן על הדין פיסקא דמתני' כפירקא קמא @13דף יא:@77 א""ר גידל אמר שמואל לא שנו אלא שלא פסק דם מחמת תשמיש וראתה דם (@66ב) שלא מחמת תשמיש אבל פסק דם מחמת תשמיש וראתה דם שלא (@69ב) מחמת תשמיש טמאה עבר עליה לילה אחת בלא תשמיש וראתה טמאה נשתנו מראה דמים שלה טמאה:"
4a:7,"הגיע זמנה לראות ונישאת וכו' @14נדה דף סד:@77 איתמר שימשה בימים רב אמר לא הפסידה לילות ולוי אמר הפסידה לילות רב אמר שימשה בימים לא הפסידה לילות עד מוצ""ש תנן ולוי אמר שימשה בימים הפסידה לילות מאי ד' לילות דקתני ד' עונות ולרב ל""ל למיתנא ד' לילות ולוי נמי ניתני ד' עונות אורח ארעא קמ""ל @14[דדרכה בביאה]@77 בלילא [ולוי נמי] ניתני ד' לילות ותו לא עד מוצ""ש ל""ל הא קמ""ל דשרי למיבעל בתחלה בשבת"
4b:1,"כדשמואל דאמר שמואל פרצה דחוקה מותר ליכנס בה בשבת ואע""פ שמשיר צרורות:"
4b:2,"איתמר בעל ולא מצא דם [וחזר] ובעל ומצא דם ר' חנינא אמר טמאה ורב אסי אמר טהורה ר' חנינא אמר טמאה אם איתא דהוה דם בתולים מעיקרא הוה אתי רב אסי אמר טהורה דלמא איתרמי ליה כדשמואל דאמר שמואל יכול אני לבעול כמה בעילות בלא דם ואידך שאני שמואל דרב גובריה והלכתא כר' חנינא דספק איסור לחומרא אמר רב בוגרת נותנין לה לילה הראשון וה""מ דלא ראתה אבל ראתה אין נותנין לה אלא בעילת מצוה ותו לא:"
4b:3,"ראתה ועודה בבית אביה ב""ש אומרים נותנין לה בעילת מצוה וב""ה אומרים בל הלילה שלה @14נדה דף סה:@77 רב ושמואל דאמרי תרוייהו הלכתא בועל בעילת מצוה ופורש דתניא רבותינו חזרו ונמנו שיהא בועל בעילת מצוה ופורש:"
4b:4,אמר עולא כי הוו בה ר' יוחנן ור' שמעון בן לקיש בתינוקות לא הוו מסקי מינה [אלא] כדמסיק תעלא מבי כרבא ומסיימו (א) הכי בועל בעילת מצוה ופורש ירושלמי שמואל אמר כל ההיא הלכתא דרישא דפירקא אחרינא דנדה להלכה אבל לא למעשה ר' ינאי ערק אפי' מתינוקת שלא הגיע זמנה לראות ונשאת בעון קומי רבי יוחנן מהו לתלות בדם (@69א) המכה ולא (ב) הורה מהו לבעול בעילה שניה אמרין לתלות בדם המכה (ג) ולא הורה לבעול (ד) בעילה שניה הוא מורי וכו':
4b:5,"@11א אמר רבא @14נדה דף סו.@77 תבעוה להנשא ונתפייסה צריכה לישב ז' נקיים ל""ש גדולה דשכיחי בה דמים ול""ש קטנה גדולה מ""ט משום דמחמדא קטנה נמי מחמדא:"
4b:6,תנו רבנן @11ב החמרין והפועלין והבאין מבית האבל ומבית המשתה נשיהן להן בחזקת טהרה ובאין ושוהין עמהן
5a:1,בין ערות בין ישנות במה דברים אמורים כשהניחה בחזקת טהרה אבל הניחה בחזקת טמאה לעולם היא בחזקת טמאה עד שתאמר לו טהורה אני:
5a:2,גרסינן בכתובות @14כתובות דף עב.@77 אמר רב יהודה @11א הוחזקה נדה בשכנותיה בעלה לוקה עליה משום נדה:
5a:3,והיכא דלא הוחזקה נדה ותבעה בעלה @14שם כב@77 ואמרה לו טמאה אני וחזרה ואמרה (א) טהורה אני אינה נאמנת ואם נתנה אמתלא לדבריה נאמנת:
5a:4,"@14שבת דף סד:@77 ת""ר והדוה בנדתה זקנים הראשונים אמרו תהא בנדתה לא תכחול ולא תפרכס עד שתבא במים עד שבא ר""ע ולימד א""כ נמצאת מתגנה על בעלה ונמצא בעלה מגרשה הא מה אני מקיים והדוה בנדתה תהא בנדתה עד שתבא @11ב במים וקי""ל דנדה וזבה אינן צריכות מים חיים דתניא @14בתוספתא פ""ק דמגילה@77 אין בין זב לזבה אלא שהזב טעון ביאת מים חיים וזבה אינה טעונה ביאת מים חיים אלא מי מקוה בלבד שכל הגוף עולה בהן וכמה הן אמה על אמה ברום שלש אמות ושיערו חכמים מי מקוה מ' סאה:"
5a:5,"ת""ר אילו נאמר ומקוה מים יהיה טהור יכול @22א אפילו מילא על כתפו ועשה מקוה לכתחלה יהיה טהור"
5b:1,"ת""ל מעין מה מעין בידי שמים אף מקוה בבידי שמים אי מה מעין @11א מטהר בכל שהוא אף מקוה מטהר בכל שהוא ת""ל אך מעין המעין מטהר בכל שהוא והמקוה במ' סאה אי מה מעין מטהר בזוחלין אף מקוה מטהר זוחלין ת""ל אך המעין מטהר בזוחלין והמקוה מטהר באשבורן ותנן נמי @14מקואות פ""ה מ""ה@77 במתני' הזוחלין במעין והנוטפין במקוה העיד ר' צדוק על הזוחלין שרכו על הנוטפין שהן @22א כשרין:"
5b:2,"@14עדיות פרק א מ""ג@77 הלל אומר מלא @11ב הין מים שאובין פוסלין את המקוה שאדם חייב לומר בלשון רבו שמאי אומר תשעה קבין וחכ""א לא כדברי זה ולא כדברי זה אלא עד שבאו שני גרדיים משער האשפות שבירושלים והעידו משום שמעיה ואבטליון ששלשה לוגין מים שאובין פוסלין את המקוה וקיימו (א) את דבריהם."
5b:3,"הא דתנן ג' לוגין מים שאובין פוסלין את המקוה ה""מ דלית ביה שיעורא @22ב אבל אית ביה שיעורא לא מיפסל דתנן @14מקואות פ""ו מ""ח ע""ש@77 היה בו ארבעים סאה ממלא בכתף ונותן לתוכו והיכא דלית ביה מ' סאה ואייתי מים שאובין ואמשכי' מאבראי שפיר דמי דכי @14תמורה דף יב:@77 אתא רב דימי אמר שאובה שהמשיכוה טהורה (ב):"
5b:4,"ת""ר @11ג צנור שחקקו ולבסוף קבעו פוסל את המקוה קבעו ולבסוף חקקו אינו פוסל את"
6a:1,המקוה כל @11א חייבי טבילות טבילתן ביום נדה ויולדת טבילתן בלילה:
6a:2,"אמר רב נדה בזמנה לא תטבול אלא בלילה ושלא בזמנה תטבול בין ביום בין בלילה ור' יוחנן אמר נדה בין בזמנה בין שלא בזמנה לא תטבול אלא בלילה משום סרך בתה (א) אתקין רב אידי בר אבין בנרש למיטבל ביממא דתמניא משום אריואתא רב אחא בר יעקב בפפוניא משום גנבי ורב יהודה בפומבדיתא משום צנה רבא במחוזא משום אבולאי פי' פתחי מבואות שנסגרין בלילה אמר ליה רב @14בגמ' הגי' פפא וע""ש בגליון@77 פפי לרבא מכדי כולהו נשי דהאידנא ספק זבות משוינן להו ליטבלן ביממא דשבעה משום דרבי שמעון דתניא (@67א) אחר תטהר אחר אחר לכולן שלא תהא טומאה מפסקת ביניהן ר""ש אומר אחר תטהר אחר מעשה תטהר אבל אמרו חכמים אסור לעשות כן @14נ""א שלא@77 שמא תבא לידי ספק:"
6a:3,"(@67ב) אמר רבא @11ב אשה לא תחוף לא בנתר ולא באהל נתר מקטיף מזיא באהל מסריך מזיא אמר אמימר משמיה דרבא וא""ד דריש מרימר משמיה דרבא אשה לא תחוף אלא בחמין ואפי' בחמי חמה דחמין (@67ג) משרו מזיא (ב) ואמר רבא לעולם @11ג ילמד @22א אדם בתוך ביתו שתהא אשה מדיחה קמטיה בשעת טבילה ואע""ג דתנן בית הקמטין ובית הסתרים אין צריכין שיבואו בהן המים נהי דביאת המים לא בעינן מקום הראוי לבא בו מים בעינן כדר' זירא דאמר כל הראוי לבילה אין בילה מעכבת בו וכל שאינו ראוי לבילה בילה מעכבת בו אמר רבין בר רב אדא א""ר יצחק מעשה בשפחתה של ר' שטבלה @11ד ועלתה ונמצא עצם בין שיניה והצריכה רבי טבילה אחרת:"
6a:4,"ותנן במתני' @14מקואות פ""ח@77 נדה שנתנה מעות בפיה וירדה וטבלה טהורה מטומאתה אבל טמאה היא על גב רוקה נתנה שערה בפיה קפצה ידה קרצה שפתותיה כאילו לא טבלה האוחז באדם ובכלים ומטבילן טמאים [ואם] הדיח את ידיו במים טהורים ר""ש אומר ירפה"
6b:1,כדי שיבואו בהן המים בית הסתרים ובית הקמטין אינן צריכין שיבואו בהן המים:
