page.section,content
2b:4,@13דף י.@77 איתמר @11ב השוחט בסכין @22ג ונמצאת פגומה אמר רב הונא אפי' שיבר בה עצמות כל היום כולו פסולה חיישינן שמא בעור נפגמה ורב חסדא אמר כשירה אימור בעצם
3a:1,המפרקת נפגמה @13דף י:@77 והלכתא כוותיה דרב הונא @22א בשלא שיבר בה עצמות והלכתא כוותיה דרב חסדא בששיבר בה עצמות הילכך צריך בדיקה בין כל חדא וחדא דאי לא בדיק בין כל חדא וחדא ונמצאת הסכין פגומה כל מאי דשחיט בה אסור כדאמרי' הוה עובדא וטרף רב יוסף תליסר חיותא ואפי' קמייתא כדרב הונא דאמר חיישי' שמא בעור נפגמה וכי קא שחיט
3b:1,להו לסימנין בסכין פגומה קא שחיט להו  והיכא @11א דראה (@66א) אחד ששחט @22א ואזל ליה לעלמא ולא ידע אי גמיר אי לא גמיר אותה שחיטה מותרת דרוב מצויין אצל שחיטה מומחין הן דתניא @13דף יב.@77 הרי שמצא @22ב תרנגולת שחוטה בשוק או שאמר לשלוחו צא ושחוט לי והלך ומצאו שחוט חזקתו שחוט אלמא אמרינן רוב מצויין אצל שחיטה מומחין הן וכן הלכתא
3b:2," ואיכא מרבוואתא דס""ל כרבינא דאמר בלישנא קמא @13דף ג:@77 אבל אם אין יודעין אם יודע הלכות שחיטה אם לאו לא ישחוט ואם שחט בודקין אותו אם יודע הלכות שחיטה מותר לאכול משחיטתו ואם לאו אסור וקאמרי דהילכתא (@66ב) כרבינא משום דבתרא הוא ואנן לא סבירא לן הכי דקי""ל דרוב מצויין אצל שחיטה מומחין הן הלכה היא דהכין מסקנא דגמרא (@67א) @14גי' מהר""ם בתר דרבינא [וכ""ה הב""ח]@77 כלישנ""א בתר""א דרבינא ואי קשיא לך הא דאמר רב הונא @13דף ט.@77 בהמה בחייה בחזקת איסור עומדת עד שיודע לך במה נשחטה וכו' דשמעת מינה דספק שחיטה לחומרא וקי""ל דהלכתא הוא התם כגון דאיתילידא ריעותא בסכין אבל הכא כיון דקי""ל דרוב מצויין אצל שחיטה מומחין הן @14גי' ד""ת@77 [@14גי' ס""י מאי ריעותא אתיליד@77 כמאן דאיתיידע במה נשחטה היא] הילכך איתא להא ואיתא להא ולא קשיאן אהדדי:"
3b:3,@11ב חוץ מחרש שוטה @22ג וקטן שמא יקלקלו בשחיטתן:
3b:4,@13דף יב:@77 שמא קלקלו לא קתני אלא שמא יקלקלו אמר רבה זאת אומרת אין מוסרין להן חולין לכתחלה:
3b:5, וכולן @22ד ששחטו וכו': תני ר' אושעיא זעירא דמן חבריא זרק סכין לנעצה בכותל והלכה ושחטה כדרכה ר' נתן מכשיר וחכמים פוסלין הוא תאני לה והוא אמר לה הלכה כרבי נתן ודוקא דזרקה הוא אבל (@66ג) נפלה מאיליה ושחטה כדרכה פסולה:
3b:6,@13דף יג:@77 @11ג השוחט בלילה וכן הסומא וכו':
3b:7,ודוקא דיעבד אבל לכתחלה לא ישחוט ואי איכא אבוקה כנגדו שוחט בלילה
4a:1,לכתחלה כדתניא לעולם שוחטין בין ביום ובין בלילה בין בראש הגג בין בראש הספינה ואוקמא רב פפא כשאבוקה כנגדו:
4a:2,@11א השוחט @22א בשבת וביום הכפורים וכו': @13דף טו:@77 אמר רב דימי מנהרדעא הילכתא השוחט לחולה בשבת מותר לבריא באומצא מאי טעמא כיון דלא איפשר לכזית בשר בלא שחיטה כי קא שחיט אדעתא דחולה קא שחיט והמבשל לחולה בשבת אסור לבריא גזרה שמא ירבה בשבילו:
4b:1,  <b><big>מתני'</big></b>  @11א השוחט במגל יד בצור ובקנה שחיטתו כשרה הכל שוחטין ולעולם שוחטין ובכל שוחטין חוץ ממגל קציר (א) והשינים והמגרה והצפורן מפני שהן חונקין:
4b:2,@13דף יח.@77 השוחט במגל קציר בדרך הליכתה בית שמאי פוסלין ובית הלל מכשירין ואם החליקו שיניה הרי זו כסכין:
4b:3, <b><big>גמ'</big></b>  השוחט במגל יד @13דף טו:@77 דיעבד אין לכתחלה לא גזירה דילמא אתי למיעבד @22א באידך גיסא פירוש מגל יד צדו אחד סכין וצדו אחד מגל:
4b:4,בצור ובקנה לכתחלה לא. בתלוש @22ב ולבסוף חברו אבל במחובר מעיקרו אפילו דיעבד שחיטתו פסולה ובתלוש שוחטין לכתחלה דתניא בכל שוחטין בין בצור בין בזכובית בין בקרומית של קנה @13דף טז:@77 ומאי ניהו סימוניא דאגמא:
4b:5,"תניא נעץ סכין בכותל ושחט בה שחיטתו כשרה אמר רב ענן אמר שמואל לא שאנו אלא שהסכין למעלה וצואר בהמה למטה אבל סכין למטה וצואר בהמה למעלה חיישינן שמא ידרוס והא קתני בין שהסכין למעלה וצואר בהמה למטה בין שהסכין למטה וצואר בהמה למעלה א""ר זביד לצדדין קתני סכין למטה וצואר בהמה למעלה בתלושה סכין למעלה וצואר בהמה למטה במחוברת רב פפא אמר כי תניא ההיא @22ג בעופא דקליל:"
4b:6,"תנו רבנן @13דף יז:@77 @11ב סכין שיש בה פגימות הרבה @22ד תידון כמגירה ושאין בה אלא פגימה אחת אוגרת פסולה מסוכסכת כשרה והיכי דמי אוגרת והיכי דמי מסוכסכת א""ר אלעזר אוגרת משתי רוחות מסוכסכת מרוח אחת:"
4b:7,אמר רבה שלש מדות בסכין אוגרת לא ישחוט ואם שחט שחיטתו פסולה מסוכסכת לא ישחוט ואם שחט
5a:1,שחיטתו כשרה  עולה ויורדת מותר לשחוט בה לכתחלה @22א ומסוכסכת דקאמר רבא שחיטתו כשרה כשהוליך ולא הביא אבל אם הוליך והביא שחיטתו פסולה.
5a:2,וסכינא חריפא טובא דדמיא @22ב לסאסא כשרה במערבא בדקי לה לסכינא בשמשא בנהרדעא בדקי לה במיא רב ששת בדיק לה בלישניה רב אחא בר יעקב בדיק לה בשערא בסורא אמרי בשרא אכלה בשרא בדיק לה אמר רב פפא צריכה בדיקה אבישרא ואטופרא ואתלת רוחתא:
5a:3,אמר @13דף יח.@77 רב הונא האי @22ג טבחא דלא סר סכיניה קמי חכם משמתינן ליה רבא אמר מעברינן ליה ומכרזינן אבשריה דטרפה היא ולא פליגי כאן בשנמצאת סכינו יפה כאן שלא נמצאת סכינו יפה:
5a:4,"השוחט במגל קציר בדרך הולכתה וכו': אמר ר' חייא בר אבא אמר רבי יוחנן אף כשהכשירו ב""ה לא הכשירו אלא לטהרה מידי נבלה אבל באכילה אסורה:"
5a:5, <b><big>מתני'</big></b>  @11א השוחט מתוך הטבעת ושייר בה מלא החוט על פני כולה שחיטתו כשרה  רבי יוסי ברבי יהודה אומר מלא החוט על פני רובה:
5a:6, <b><big>גמ'</big></b>  @13דף יח:@77 אמר רב פפא משמיה דרבא שייר @22ד בחיטי כשרה @13דף יט.@77 רב נחמן אכשר משפוי כובע
5b:1,"ולמטה א""ל רב חנן בר קטינא לר""נ כמאן לא כרבנן ולא כר' יוסי ברבי יהודה א""ל לא חילק ידענא ולא בילק שמענא אנא שמעתתא ידענא דא""ר חייא בר אבא א""ר יוחנן ואמרי לה א""ר אבא בר זבדא א""ר חנינא ואמרי לה א""ר יעקב בר אידי א""ר יהושע ב""ל משפוי כובע ולמטה כשרה והיינו שייר בחיטי וכן הילכתא:"
5b:2," <b><big>מתני'</big></b>  @13דף יט:@77 השוחט מן הצדדין שחיטתו כשרה והמולק מן @11א הצדדין מליקתו פסולה השוחט מן העורף שחיטתו פסולה המולק מן העורף מליקתו כשרה [@14גי' ד""ת@77 השוחט מן הצואר שחיטתו כשרה המולק מן הצואר מליקתו פסולה] שכל העורף כשר למליקה וכל הצואר כשר לשחיטה:"
5b:3," <b><big>גמ'</big></b>  @13דף כ.@77 תאני רמי בר יחזקאל אין עיקור סימנין לעוף @13דף כ:@77 אמר רבינא אמר לי רבה בר קיסנא הא דתני רמי בר יחזקאל אין עיקור סימנין לעוף לא אמרן אלא במליקה אבל בשחיטה יש עיקור סימנין לעוף וקי""ל כרבינא:"
5b:4,אמר זעירי נשברה מפרקת ורוב בשר עמה נבלה:
5b:5,"@13דף כא.@77 אמר רב יהודה אמר שמואל נשברה מפרקת ורוב בשר עמה  מטמאה באהל וא""ת מעשה דעלי מפרקת בלא רוב בשר הוה זקנה שאני דכתיב @16ש""א ד@77 ויהי כהזכירו את ארון האלהים וגו' א""ר שמואל בר נחמני א""ר יוחנן קרעו כדג מטמא באהל א""ר שמואל בר רב יצחק ומגבו אמר חזקיה עשאה גיסטרא נבלה א""ר אלעזר ניטל הירך וחלל שלה [@14גי' חו""י@77 ניכר] נבילה היכי דמי חלל שלה א""ר אלעזר כל שרובצת ונראית חסרה:"
5b:6,הדרן עלך הכל שוחטין
5b:7,@13דף כז.@77  <b><big>השוחט</big></b>  @11ב אחד @22א בעוף ושנים בבהמה שחיטתו כשרה ורובו של אחר כמוהו ר' יהודה אומר עד שישחוט את @22ב הורידין
6a:1,חצי אחד בעוף ואחד וחצי בבהמה שחיטתו פסולה רוב אחד בעוף ורוב שנים בבהמה שחיטתו כשרה:
6a:2,(א)  <b><big>גמ'</big></b>  ורובו של אחד כמוהו ודוקא רוב הנראה לעינים ודוקא בדיעבד אבל לכתחלה (ב) מיבעי ליה למישחט כולי סימנין:
6a:3,@13דף כז:@77 תני בר קפרא @16ויקרא יא@77 זאת תורת הבהמה והעוף וכל נפש החיה הרומשת במים הטילו הכתוב לעוף בין בהמה לדגים לחייבו בשני סימנין אי אפשר שכבר הוקש לדגים לפוטרו בלא כלום לא אפשר שכבר הוקש לבהמה הא כיצד הכשרו בסימן אחד:
6a:4,@13דף כח.@77 תניא רבי אומר @16דברים יג@77 וזבחת וגו' כאשר צויתיך  מלמד שנצטווה משה על הושט ועל הקנה ועל רוב סימן אחד בעוף ועל רוב שנים בבהמה:
6a:5,השוחט אחד בעוף וכו': איתמר רב נחמן אמר או ושט או קנה אחד תנן או האי או האי רב אדא בר אהבה אמר ושט בלא קנה ומאי אחד המיוחד שבשניהם והילכתא כרב נחמן דאמר או ושט או קנה @11א ההוא בר אווזא דהוה בי רבא דנפק ואתא כי ממסמס @22א קועיה דמא אמר רבא היכי נעביד @13דף כח:@77 נשחטיה והדר ניבדקיה דילמא במקום נקב שחיט ניבדקיה והדר נשחטיה האמר רבה ושט אין לו בדיקה מבחוץ אלא מבפנים אמר ליה רב יוסף בריה ניבדקיה לקנה ונשחטיה ונכשריה והדר נהפכיה לושט ונבדקיה אמר רבא חכים יוסף ברי בטריפות כרבי יוחנן:
6a:6,"@13דף כח.@77 תנו רבנן @11ב שחט את הושט ואח""כ נשמטה הגרגרת שחיטתו כשרה נשמטה הגרגרת ואח""כ שחט את הושט שחיטתו פסולה."
6a:7,"שחט את הושט ואח""כ נמצאת הגרגרת שמוטה ואין ידוע אם קודם שחיטה נשמטה או אחר שחיטה נשמטה זה היה מעשה ואמרו כל ספק בשחיטה פסולה:"
6a:8,"@14דף נד.@77 שמוטה ושחיטה כשרה שאי אפשר לשמוטה שתעשה שחוטה פירוש שהגרגרת עצמה נמצאת שמוטה ושחוטה רבי יוחנן אמר יביא בהמה אחרת ויקיף ר""נ אמר לא אמרן אלא שלא תפס בסימנין ושחט אבל תפס בסימנין ושחט טרפה אפשר לשמוטה שתשחט:"
6a:9,גרסינן בפרק מפנין @14דף קכח:@77 אמר אביי האי מאן דשחיט תרנגולת לכבשינהו לכרעא בארעא אי נמי נידלינהו דילמא מקהה להו לטופריה בארעא ועקר להו לסימנין:
6a:10,@13דף כח:@77 רבי יהודה אומר עד
6b:1,"@11א שישחוט את הורידין @13דף כח:@77 אמר רב חסדא לא לכל א""ר יהודה אלא לעוף הואיל וצולהו כולו כאחת אבל בהמה הואיל ומנתחה אבר אבר לא צריך."
6b:2,תניא כותיה דרב חסדא שחט שני חצאי סימנין בעוף פסולה ואין צריך לומר בבהמה רבי יהודה אומר בעוף עד שישחוט את הושט ושני ורידין אמר רבי יוחנן ורידין לרבי יהודה מנקבן ואפילו בקוץ בשעת שחיטה וכשרין ומאי שנא בשעת שחיטה הואיל ודם חמים הוא ונפיק.
6b:3,שלא בשעת שחיטה קריר ולא נפיק: 
6b:4, <b><big>מתני'</big></b>   @11ב השוחט שני ראשים כאחד שחיטתו כשרה שנים אוחזין בסכין ושוחטין אפילו אחד מלמעלה ואחד מלמטה שחיטתן כשרה:
6b:5, <b><big>גמ'</big></b>  @13דף ל.@77 אמר רב יהודה אמר רב השוחט @22א בשנים ושלשה מקומות כשר כי אמריתה קמיה דשמואל אמר לי בעינן שחיטה מפורעת וליכא והלכתא כרב דקיימא לן הילכתא כרב באיסורי ועוד @13דף ל:@77 דההוא תורא דאישתחוט בשנים ושלשה מקומות עאל רב יצחק ושקל משופרי שופרי מיניה אמר ליה רבי זירא למדתנו רבינו משנתנו בשני סכינים ושני בני אדם.
6b:6,וכן שחיטה העשויה כמסרק ושחיטה העשויה כקולמוס כשרה אמר רב יהודה אמר רב @11ג החליד סכין בין סימן לסימן [ופסקו] פסולה.
6b:7,"תחת העור כשרה מאי קא משמע לן תנינא או שהחליד את הסכין תחת השני ופסקו רבי ישבב אומר נבלה ומטמאה במשא רבי עקיבא אומר טרפה אי ממתני' הוה אמינא הני מילי מלמטה למעלה דלא עביד כדרכה דשחיטה אבל הכא מלמעלה למטה דעביד כדרכה דשחיטה אימא שפיר דמי קמ""ל בי רב אמרינתחת העור איני יודע וכן תחת המטלית וכן תחת צמר מסובך"
7a:1,ולא איפשיטא (@67א) (בעי רב פפא  החליד @22א במיעוט סימנין מהו תיקו ולחומרא עבדינן דאיסורא הוא):
7a:2," <b><big>מתני'</big></b>  @13דף ל:@77 @11א התיז את הראש בבת אחת פסולה היה שוחט והתיז את הראש בבת אחת אם יש בסכין כמלא צואר כשרה היה שוחט והתיז שני ראשים כאחד אם יש בסכין כמלא צואר אחד כשרה בד""א בזמן שהוליך ולא @22ב הביא או שהביא ולא הוליך אבל אם הוליך והביא אפילו כל שהוא ואפי' באזמל כשר:"
7a:3, <b><big>גמ'</big></b>  התיז את הראש @22ג בבת אחת וכו':
7a:4,פירוש כגון שדקר את הצואר כמו שעושין בסייף או שהניח את הסכין על הצואר ודחקו למטה בתוך הצואר כמו שחותכין את הצנון פסולה שאין זה דרך השחיטה דבעינן הולכה והבאה בשחיטה וליכא:
7a:5,היה שוחט והתיז את הראש וכו' אם יש בסכין מלא צואר (א) אחד כשרה:
7a:6,@13דף לא.@77 אמר ר' זירא מלא צואר וחוץ לצואר ואסיקנא דבעינן כמלא צואר וחוץ לצואר [כמלא צואר] דהוו להו כשני צוארים וכן הילכתא:
7a:7,"בד""א בזמן שהוליך ולא הביא וכו'. אמר רב מנשה @22ד ובאזמל שאין לו קרנים ואיכא מ""ד ה""מ בעוף שצוארו דק אבל בהמה לא:"
7a:8, <b><big>מתני'</big></b>  נפלה @11ב הסכין ושחטה אפילו שחט כדרכה פסולה שנא' @16דברים יב@77 תזבח ואכלת בשר מה שאתה זובח אתה אוכל:
7a:9,@13דף לב.@77 נפלה הסכין והגביהה נפלו כליו והגביהם השחיז את הסכין ועף ובא חבירו ושחט אם שהה כדי שחיטה אחרת פסולה.
7a:10,"ר""ש אומר אם שהה כדי ביקור:"
7a:11," <b><big>גמ'</big></b>  טעמא @13דף לא.@77 דנפלה הא הפילה הוא כשרה ואע""ג דלא מיכוין הוא לשחיטה ואע""ג דתנינן חדא זימנא וכולן ששחטו ואחרים רואין אותן שחיטתן כשרה דאלמא לא בעינן כוונה לשחיטה (ב) איצטריך הכא לאשמעינן נפלה הסכין ושחטה דאי אשמעינן התם גבי חרש שוטה וקטן הוה אמינא התם הוא משום דקא מיכוין לחתיכה בעלמא אבל גבי נפלה (@66א) דלא מיכוין לחתיכה בעלמא אימא לא צריכא ואי אשמעינן הכא הוה אמינא הכא הוא משום דקא אתי מכח בן דעת אבל התם דלא אתי מכח בן דעת אימא לא קמ""ל:"
7a:12,@11ג השחיז @13דף לב.@77 את הסכין ועף ובא חבירו ושחט וכו':
7a:13,"מאי כדי שחיטה אחרת [@14גי' ד""ת@77 רב אמר כדי שחיטת בהמה לבהמה ועוף לעוף] שמואל  אמר אפילו בהמה לעוף וכן אמר רבי יוחנן אפילו בהמה לעוף (@14ד""ת מ""ז@77 ורב אמר כדי שחיטת בהמה אחרת בהמה לבהמה ועוף לעוף) במערבא אמרי משמיה דר' יוסי ברבי חנינא (@14ד""ת מ""ז@77 אפילו) כדי"
7b:1,שיגביהנה @22א וירביצנה וישחוט דקה לדקה וגסה לגסה והלכתא כשמואל ורבי יוחנן דהוו להו תרי ואין דבריו של אחד במקום שנים אמר רבא השוחט בסכין רעה אפי' הוליך והביא כל היום כולו שחיטתו כשרה:
7b:2,בעי רבא שהיות מהו שיצטרפו ותפשוט ליה מדידיה התם בדלא שהה בעי רב הונא בר נתן שהה @22ב במיעוט סימנין מהו תיקו וכל תיקו דאיסורא לחומרא:
7b:3, <b><big>מתני'</big></b>  @11א שחט את הושט ופסק את הגרגרת שחט את הגרגרת ופסק את הושט או ששחט אחד מהן והמתין לה עד שמתה או שהחליד את הסכין תחת השני ופסקו רבי ישבב אומר נבלה ומטמאה במשא רבי עקיבא אומר טרפה כלל אמר רבי ישבב משום רבי יהושע כל שנפסלה בשחיטתה נבלה וכל ששחיטתה בראוי ודבר אחר גורם לה להפסל טרפה והודה לו ר' עקיבא:
7b:4, <b><big>גמ'</big></b>  @13דף לג.@77 @11ב תניא הרוצה לאכול מבהמה (@66א) קודם שתצא נפשה חותך כזית בשר מבית טביחתה ומולחו יפה יפה ומדיחו יפה יפה וממתין לה עד שתצא נפשה ואוכלו אחד עובד כוכבים ואחד ישראל מותרין בו:
7b:5, <b><big>מתני'</big></b>  @11ג השוחט בהמה [חיה] ועוף ולא יצא מהן דם כשרין ונאכלין בידים מסואבות לפי שלא הוכשרו בדם רבי שמעון אומר הוכשרו בשחיטה @13דף לז.@77  @11ד השוחט המסוכנת רבן גמליאל אומר
8a:1,עד שתפרכס ביד וברגל רבי אליעזר אומר דיה אם זינקה אמר רבי שמעון אף השוחט בלילה ובשחר עמד ומצא כתלים [מלאים] דם כשרה שזינקה כמדת רבי אליעזר וחכמים אומרים עד שתפרכס ביד או ברגל או עד שתכשכש בזנבה. אחת בהמה דקה ואחת בהמה גסה. בהמה דקה שפשטה ידה ולא החזירה פסולה שאינה אלא הוצאת נפש בלבד במה דבדים אמורים שהיתה בחזקת מסוכנת אבל אם היתה בחזקת בריאה אפילו אין בה אחד מכל הסימנין האלו כשרה:
8a:2, <b><big>גמ'</big></b>  @13דף לז:@77 היכי דמי מסוכנת אמר רב יהודה אמר רב כל שמעמידין אותה ואינה עומדת ואפי' היא אוכלת בקעיות רב הונא בר שלמיא משמיה דרב אמר אפילו אוכלת קורות:
8a:3,"@13דף לח:@77 אמר רבא הלכתא כי הא מתניתא דתניא בהמה @22א דקה שפשטה ידה ולא כפפה פסולה במה דברים אמורים ביד אבל ברגל בין שפשטה ולא כפפה בין שכפפה ולא פשטה כשרה בד""א בדקה אבל בגסה בין ביד בין ברגל בין שכפפה ולא פשטה בין שפשטה ולא כפפה כשרה ועוף אפי' לא ריפדף אלא בעינו ולא כשכש אלא בזנבו הרי זה פרכוס:"
8a:4,וגרסינן בעבודה זרה בפרקא קמא @14דף טז.@77 אמר רב חנן בר אבא אמר רב חיה גסה הרי היא כבהמה דקה לפרכוס:
8a:5,@13דף לח.@77 אמר רבא פרכוס שאמרו בסוף שחיטה:
8a:6," <b><big>מתני'</big></b>  @13דף לח:@77 @11א השוחט לעובד כוכבים שחיטתו כשרה ור' אליעזר פוסל אמר רבי אליעזר אפילו שחטה שיאכל העובד כוכבים מחצר הכבד שלה פסולה שמחשבת העובד כוכבים לעבודת כוכבים אמר רבי יוסי ק""ו הדברים ומה במקום שהמחשבה פוסלת במוקדשין אין הכל הולך אלא אחר העובד מקום שאין המחשבה פוסלת בחולין אינו דין שלא יהא הכל הולך אלא אחר השוחט:"
8a:7," <b><big>גמ'</big></b>  @13דף לט:@77 א""ר יהודה אמר שמואל הלכה כר' יוסי דסבר זה מחשב וזה עובד לא אמרי':"
8a:8, <b><big>מתני'</big></b>  השוחט @22ב לשם הרים לשם גבעות לשם ימים לשם נהרות לשם מדברות שחיטתו פסולה
8b:1,@13דף מ.@77  שנים אוחזין בסכין ושוחטין אחד לשם אחד מכל אלו ואחד לשם דבר כשר שחיטתו פסולה:
8b:2,@13דף מא.@77 אין שוחטין לא @11א לתוך הימים ולא לתוך הנהרות ולא לתוך הכלים אבל שוחט הוא לתוך אוגן של מים ובספינה על גבי כלים אין שוחטין לגומא כל עיקר אבל עושה הוא גומא בתוך ביתו כדי שיכנס הדם בתוכה ובשוק לא יעשה כן כדי שלא יחקה את המינין:
8b:3, <b><big>גמ'</big></b>  @13דף מא:@77 מאי שנא לתוך הימים דלא דאמרינן לשרא דימא הוא דקא שחיט לתוך האוגן של מים נמי אמרינן לבבואה קא שחיט אמר רבא בעכורים שאנו:
8b:4,אין שוחטין @22א בגומא אבל עושה הוא גומא בתוך ביתו:
8b:5,והא אמרת אין שוחטין לגומא [כלל] אמר רבא הכי קתני אין שוחטין לגומא כל עיקר והרוצה לנקר את חצרו כיצד הוא עושה עושה מקום חוץ לגומא [ושוחט] ודם שותת ויורד לגומא ובשוק לא יעשה כן כדי שלא יחקה את המינין:
8b:6,הדרן עלך השוחט
8b:7,"@13דף מב.@77  <b><big>אלו</big></b>  @11ב טרפות בבהמה @22ב נקובת הושט ופסוקת הגרגרת ניקב קרום של מוח ניקב הלב לבית חללו נשברה השדרה ונפסק החוט שלה ניטלה הכבד ולא נשתייר ממנה כלום הריאה שניקבה או שחסרה ר""ש אומר עד שתנקב לבית הסמפונות ניקבה הקיבה ניקבה המרה ניקבו הדקין הכרס הפנימית שניקבה או שנקרעה רוב החיצונה ר' יהודה אומר בגדולה טפח ובקטנה רובה: "
8b:8, <b><big>גמ'</big></b>  @13דף מג.@77 אמר רבה שני עורות יש לו לושט חיצון אדום ופנימי לבן ניקב זה בלא זה וזה בלא זה כשר.
8b:9,למה לי למימר החיצון אדום והפנימי לבן דאי @22ג חליף טרפה ואם ניקבו שניהם זה שלא כנגד זה טרפה דזמנין דמתח ליה ומתרמו להו (@66א) אהדדי והוו להו כנקב (א) ואסור ואמר רבה קרום שעלה מחמת מכה בושט אינו קרום.
8b:10,ואמר רבה ושט
9a:1,אין לו בדיקה מבחוץ אלא מבפנים למאי נפקא מינה @13דף מג:@77 לספק דרוסה דכיון דדם אדום הוא וושט מבחוץ נמי אדום הוא לא מינכר הילכך בעי בדיקה מבפנים שהוא לבן:
9a:2,"ההיא ספק דרוסה @22א דאתאי לקמיה דרבה הוה קא בדיק לה מאבראי אמר ליה אביי והא מר הוא דאמר ושט אין לו בדיקה מבחוץ (@14ד""ת מ""ז@77 אלא מבפנים מפני שהוא אדום) אפכיה ובדקיה ואישתכח עליה תרי קורטי דמא וטרפה."
9a:3,"ורבה לחדודי לאביי הוא דבעא. ואם ישב (א) לה קוץ בושט חוששין שמא הבריא פי' דילמא נפק לברא אבל נמצא קוץ בושט אין חוששין מ""ט כל הני עיזי ברייתא קוצי אכלן @11א תורבץ הושט שניקב במשהו טרפה אע""ג דלאו מקום שחיטה הוא  הי ניהו תורבץ הושט רב ביבי בר אביי אמר כל שחותכו ועומד במקומו זהו תורבץ הושט כל שחותכו וכווץ זהו ושט עצמו."
9a:4,"יונה א""ר זירא מבלעתא וכמה אמר רב אויא פחות משעורתא ועדיף מחטתא ואסיקנא @22ב @13דף מד.@77 למעלה דלא חזי לשחיטה בושט עד כמה א""ר נחמן עד כדי תפיסת יד. ופרשי לה רבנן כדי שיתפוס בשני אצבעותיו."
9a:5,"למטה עד כמה הוא מקום שחיטה א""ר נחמן אמר רבה בר אבהו עד כדי שישעיר (ב) ושט פירוש ישעיר דקאי פרצי פרצי דדמיא לכריסא."
