page.section,content
1b:9,"ואתקיף לה רב חלקיה מהגרוניא טעמא דכתב רחמנא תורה אחת הא לאו הכי הוה אמינא נחלוק קרבן הני מרובין מקרבן יחיד מאי ליתו [ליתו] פר משיח בשאר מצות הוא דמייתי ליתו כשבה יחיד בשאר מצות הוא דמייתי ליתו שעיר נשיא בשאר מצות הוא דמייתי ליתו פר לעולה ושעיר לחטאת ציבור בעבודת כוכבים הוא דמייתו וא""א לאלו שיביאו קרבן ציבור דלא מייתו קרבן ציבור אלא ציבור שעשו בהוראת "
2a:1,"בית דין כדפרשינן אבל עיר הנדחת וכיוצא בהן לא ואלא מאי ליתו שעירה כלומר מה נשאר לנו מן הקרבנות שאפשר להן שיביאו שעירה יחיד נמי היינו קרבנו ולא חלקנו בקרבנותיהן כלום הלכך אי אתה מוצא דרך לעשות חלוקה בקרבנותיהן וא""כ לרבי למה הוצרך הכתוב לומר תורה אחת "
2a:2,"ופרקינן איצטריך הואיל וציבור בהוראה מייתו פר לעולה ושעיר לחטאת הני מרובין דעיר הנדחת ליתו איפכא [אי נמי] צריך ואין לו תקנה קמ""ל תורה אחת יהיה לכם ולומר לך שתקנתם בקרבן יחיד ואין אתה חולק בקרבנותיהן האי הוא פירושא דהאי שמעתא ופירושא ברירא ונהירא הוא וליכא בה קושיא כלל ולא ספק ולא אצטריכין למכתבה להא דרבי הכא אלא כי היכי לברור' משום דקשיא להני רבוותא:"
2a:3,מתניתין דקתני חמש עשרה נשים פוטרות צרותיהן וצרות צרותיהן @13מכילתין דף י.@77 ר' יהודה היא דאוסר באנוסת אביו ולפיכך קתני חמש עשרה נשים ותו לא וקתני לה לאמו גבי שש עריות שצרותיהן מותרות אבל רבנן דשרו באנוסת אביו שש עשרה נשים הן שפוטרות צרותיהן וצרות צרותיהן וכן תני לוי במתניתיה אמו פעמים פוטרת צרתה ופעמים שאינה פוטרת צרתה כיצד היתה אמו נשואת אביו ונשאת לאחיו מאביו ומת זו היא אמו שאינה פוטרת צרתה פי' משום דלא תפסי בה לאחיו קדושי' ולית ליה בה הויה משום דערוה היא היתה @13דף י:@77 אמו אנוסת אביו ונשאת לאחיו מאביו ומת זו היא אמו שפוטרת צרתה ואף על גב ששנו חכמים במשנתנו חמש עשרה נשים יש לך להוסיף שש עשרה כגון זאת:
2a:4,וכולן אם מתו או מיאנו וכו'. ירושלמי @14הלכה ב@77 ובתו ממאנת ולאו נשואי תורה הן תפתר בקטנה שהשיאה @22א אביה ונתגרשה שהיא כיתומה בחיי אביה:
2a:5,בבלי בפ' האיש מקדש בו ובשלוחו @14דף מד:@77 מותיב רב כהנא (@66א) וכולן אם מתו או מיאנו או נתגרשו או שנמצאו אילונית צרותיהן מותרות שקדשה מאן אילימא שקדשה אביה במיאון סגי לה גט מעליא בעיא ואלא לאו דקדיש איהי נפשה וקתני דבעיא מיאון הוא מותיב לה והוא מפרק לה כגון שנעשה לה מעשה יתומה בחיי אביה:
2a:6,"@13מכילתין דף יא:@77 בעי רבי יוחנן המחזיר גרושתו משנשאת צרתה מהו ת""ש @13דף יב.@77 המחזיר גרושתו משנשאת היא וצרתה חולצות היא וצרתה ס""ד אלא (א) או היא או צרתה א] ולאו תרוצי קא מתרצת לה תריץ הכי היא חולצת צרתה או חולצת או מתיבמת ומסקנא כי האי תירוצא בתרא דאמרינן @13דף יב.@77 כי אתא רבין אמר רבי יוחנן אחת צרת  צרת @11א ממאנת פירוש ממאנת ביבם ואחת צרת אילונית ואחת צרת מחזיר גרושתו משנשאת כולן מותרות ודוקא צרותיהן אבל אינהו גופייהו בדליכא בהדייהו צרות כל חדא מנייהו אית לה דינא באנפי נפשה ממאנת ביבם דלית לה צרה אע""ג דלגבי יבם דמיאנה בו לאו בת חליצה ויבום איהי לגבי אחיו של יבם שריא וחולצת או מתיבמת דאמר שמואל @13דף יב.@77 מיאנה בזה מותרת לזה ואילונית לא חולצת ולא מתיבמת דאמר קרא @16דברים כה@77 והיה הבכור אשר תלד פרט לאילונית שאינה יולדת ומחזיר גרושתו (@67א) משנשאת ומת חולצת ולא מתיבמת "
2a:7,@13דף יב.@77 אמר רבא הלכתא צרת אילונית מותרת ואפילו הכיר בה ואפילו צרת בתו אילונית והא דקתני וכולן אם מתו או מיאנו או נתגרשו או שנמצאו אילונית צרותיהן מותרות שנמצאו אין מעיקרא לא תני שהיו:
2a:8,@13דף יא.@77 אמר רב יהודה אמר רב צרת סוטה אסורה @22ב מאי טעמא טומאה כתיב בה
2b:1,"כעריות מותיב @14בגמ' איתא רב אשי כו' (ג""א)@77 רב יוסף נכנסה עמו לסתר או לחורבה ושהתה עמו כדי טומאה אסורה לבעלה ואסורה לאכול בתרומה ואם מת חולצת @13דף יא:@77 ולא מתיבמת א""ל אמינא לך אנא סוטה ודאי ואת אמרת לי סוטה ספק תניא רכי יוסי בן כיפר אומר משום רבי (א) אליעזר בן עזריה @11א המחזיר גרושתו מן הנשואין אסורה מן האירוסין מותרת שנאמר @16דברים כד@77 אחרי אשר הוטמאה וחכמים אומרים (ב) אחד זה ואחד זה אסורה אלא מה אני מקיים אחרי אשר הוטמאה לרבות סוטה שנסתרה וקי""ל כרבנן דאמרי בין מן הנשואין בין מן האירוסין אסורה ואם החזירה (ג) הולד כשר דכתיב @16שם@77 כי תועבה היא היא תועבה ואין בניה תועבין והני מילי ישראל אבל כהן הולד חלל ואפילו לא נתארסה וגרושה שזינתה לאחר שנתגרשה מותרת לחזור לבעלה מאי טעמא הויה ואישות כתיבה בה:"
2b:2,"ואי אתה יכול לומר בחמותו וכו': @13דף יב:@77 תני רב ביבי קמיה דרב נחמן @11ב שלש נשים משמשות @22א במוך ואלו הן קטנה מעוברת ומניקה קטנה שמא תתעבר ושמא תמות מניקה שמא תגמול את בנה וימות מעוברת שמא יעשה עוברה  סנדל ואי זו היא קטנה מבת אחת עשרה שנה ויום אחד ועד שתים עשרה שנה ויום אחד פחות מכן או יותר על כן משמשת כדרכה והולכת דברי ר""מ וחכמים אומרים א] זו וזו משמשות כדרכן והולכות ומן השמים ירחמו שנאמר @16תהלים קטז@77 שומר פתאים ה' "
2b:3,"מדקאמר שמא תתעבר ושמא תמות מכלל דאיכא קטנה דמיעברה ולא מתה א""כ מצינו חמותו ממאנת ותנן אי אתה יכול לומר בחמותו (ד) ובאם חמיו שנמצאו אילונית או שמיאנו ופריק רב ספרא בנים הרי הן כסימנין (ה) כלומר קטנה שילדה כנערה שהביאה סימנין דמיא ואינה ממאנת ואיכא דאמרי אמר רב ספרא בנים עדיפי מסימנין למאי נפקא מינה (ו) אפי' לר' יהודה דאמר עד שירבה השחור על הלבן בבנים מודה @13דף יג.@77 ורב זביד @22ב אמר אין בנים בלא סימנין ונבדוק חיישינן שמא נשרו ב] ואפילו למאן דאמר אין חוששין משום צער לידה חוששין:"
3a:1, <b><big>מתני'</big></b>  @11א כיצד פוטרות צרותיהן היתה בתו או אחת מכל העריות האלו נשואה לאחיו ולו אשה אחרת ומת כשם שבתו פטורה כך צרתה פטורה הלכה צרת בתו ונישאת לאחיו השני ולו אשה אחרת ומת כשם שצרת בתו פטורה כך צרת צרתה פטורה ואפי' הן מאה:
3a:2," <b><big>גמ'</big></b>  מה""מ אמר רב יהודה אמר קרא לצרור התורה ריבתה צרות הרבה אצל ערוה אחת רב אשי אמר צרת צרתה לא צריכא קרא סברא הוא צרה מאי טעמא אסירא דבמקום ערוה קיימא צרת צרתה נמי במקום צרה קיימא:"
3a:3, <b><big>מתני'</big></b>  כיצד אם מתו הן צרותיהן מותרות היתה בתו או אחת מכל העריות האלו נשואה לאחיו ולו אשה אחרת ומתה בתו או שנתגרשה ואחר כך מת אחיו צרתה מותרת וכל שיכולה למאן ולא מיאנה צרתה חולצת ולא מתיבמת:
3a:4, <b><big>גמ'</big></b>  לא שנא (@66א) גירש ולבסוף כנס ולא שנא כנס ולבסוף גירש צרתה מותרת:
3a:5,"וכל שיכולה למאן ולא @11ב מיאנה וכו': אמאי תמאן השתא ותעקרינהו לנישואין קמאי ותתייבם צרתה לימא מסייעא ליה לר' אושעיא דאמר כפרק ב""ש אומרים אין ממאנין אלא ארוסות @14דף קז.@77 ממאנת במאמרו ואין ממאנת בזיקתו לא צרת ערוה שאני דתאני רמי בר יחזקאל מיאנה בבעל מותרת לאביו מיאנה ביבם אסורה (@66ב) לאביו אלמא בשעת נפילה נראית ככלתו הכא נמי בשעת נפילה נראית כצרת בתו:"
3a:6,תוספתא @14ריש מכילתין@77 @11ג אימתי אמרו שאם מתו (@66ג) או נתגרשו צרותיהן מותרות בחיי הבעל אבל לאחר מיתת הבעל צרותיהן אסורות מיאנו בחיי הבעל צרותיהן מותרות לאחר מיתת הבעל צרותיהן חולצות ולא מתיבמות וכולן שנמצאו אילונית או שהיו נשואות לאחרים צרותיהן מותרות בין בחיי הבעל בין לאחר מיתת הבעל וכל היכולה למאן ולא מיאנה צרתה חולצת ולא מתיבמת:
3a:7, <b><big>מתני'</big></b>  שש @11ד עריות חמורות מאלו מפני שהן (@66ד) נשואות לאחרים צרותיהן מותרות אמו ואשת אביו ואחות אביו ואחותו מאביו ואשת אחיו מאביו ואשת אחי אביו:
3a:8, <b><big>גמ'</big></b>  (א) הכא כרת (@67א) והכא כרת הכא ממזר והכא ממזר מאי חמורות שאינן יכולין לינשא לאחים שלא בעבירה:
3a:9," <b><big>מתני'</big></b>  בית שמאי מתירין את הצרות לאחים וב""ה אוסרין @13דף יג:@77 חלצו ב""ש פוסלין מן הכהונה וב""ה מכשירין נתייבמו בית שמאי מכשירין וב""ה פוסלין ואע""פ א] שאלו מכשירין ואלו פוסלין לא נמנעו ב""ש מלישא נשים מב""ה וב""ה מב""ש וכל הטהרות והטמאות שהיו אלו מטהרין ואלו מטמאין לא נמנעו מלהיות עושין"
3b:1,טהרות אלו על גב אלו:
3b:2," <b><big>גמ'</big></b>  מקשינן (א) הא דתנן ב""ש מתירין את הצרות לאחים ותו אהא דתנן מגילה נקראת באחד עשר בשנים עשר בשלשה עשר בארבעה עשר בחמשה עשר קרי כאן @11א לא תתגודדו לא @22א תעשו א] אגודות אגודות ואסקה רבא @13דף יד.@77 כי אמרינן לא תתגודדו כגון בית דין אחד בעיר אחת פלג מורין כדברי בית שמאי ופלג מורין כדברי בית הלל אבל שני בתי דינין בעיר אחת לית לן בה וכ""ש ב' בתי דינין בשתי עיירות:"
3b:3,"(@66א) @11ב ת""ר @18יש חולצות או מתיבמות חולצות ולא מתיבמות מתיבמות ולא חולצות לא חולצות ולא מתיבמות @22ב עריות שאמרו לא חולצות ולא מתיבמות מוסיף עליהן אשת סריס חמה ואשת אנדרוגינוס ואשת אח מן האם ואשת גר ואשת עבד משוחרר ואילונית לא חולצות ולא מתיבמות החרשת והשוטה מתיבמות ולא חולצות איסור מצוה ואיסור קדושה חולצות ולא מתיבמות עקרה וזקנה ושאר כל הנשים או חולצות או מתיבמות"
3b:4,יש (ב) או חולצין או מיבמין חולצין ולא מיבמין מיבמין ולא חולצין לא חולצין ולא מיבמין עריות שאמרו לא חולצין ולא מיבמין מוסיף עליהן סריס חמה ואנדרוגינוס ואח מן האם וגר ועבד משוחרר (ג) דהיכא דאיכא ב' אחין תאומין והיתה הורתן שלא בקדושה ולידתן בקדושה לא חולצין ולא מיבמין אבל חייבין משום אשת אח החדש והשוטה מיבמין ולא חולצין הספיקות כגון שקידש אחת משתי אחיות ואין ידוע איזו מהן קידש או שנתערב ולדה בולד כלתה או מי שלא שהתה אחר בעלה ג' חדשים חולצין ולא מיבמין פצוע דכא וכרות שפכה סריס אדם והזקן חולצין ולא מיבמין ואם בעלו קנו ואסור לקיימן משום @16דברים כג@77 לא יבא פצוע דכא וגו' ושאר כל אדם או חולצין או מיבמין:
3b:5,סליק פירקא
3b:6,"@13דף יז.@77  <b><big>כיצד</big></b>  @11ג אשת אחיו שלא היה בעולמו ב' אחין ומת אחד מהן ונולד להן אח ואח""כ יבם השני את אשת אחיו ומת הראשונה יוצאה משום אשת אחיו שלא היה בעולמו והשניה משום צרתה עשה בה מאמר ומת שניה חולצת ולא מתייבמת @13דף יח:@77 שני אחים ומת אחד מהן ויבם השני את אשת אחיו ואח""כ נולד להן אח ומת הראשונה יוצאה משום אשת אחיו שלא היה בעולמו והשניה משום צרתה עשה בה @22ג מאמר ומת שניה חולצת ולא מתייבמת רבי שמעון אומר מייבם לאיזו שירצה או חולץ לאיזו שירצה:"
3b:7, <b><big>גמ'</big></b>  @13דף יז:@77 אשת אחיו שלא היה בעולמו היכא כתיבא אמר רב יהודה אמר רב אמר קרא @16דברים כה@77 כי ישבו אחים @11ד אחים שהיתה להם ישיבה אחת בעולם פרט לאשת אחיו שלא היה בעולמו יחדיו המיוחדין בנחלה פרט לאחין מן האם:
3b:8,"א""ר יהודה אמר שמואל שומרת @11ה יבם שמתה @22ד אסור באמה אלמא קא סבר יש זיקה ואזדא שמואל לטעמיה דאמר שמואל הלכה כר' יהודה בן בתירא דתנן @22ה שומרת יבם שקידש אחיו את אחותה משום ר' יהודה בן בתירא אמרו אומרין לו המתן עד שיעשה אחיך הגדול מעשה וצריכא"
4a:1,"דאי אשמעינן יש זיקה הוה אמינא ה""מ בחד אבל בתרי אין זיקה קמ""ל הלכה כר' יהודה בן בתירא ואי אשמעי' הלכה כר' יהודה בן בתירא הוה אמינא ה""מ מחיים אבל אחר מיתה פקעה לה זיקה קמ""ל דזיקה בכדי לא פקעה וכן הלכתא: "
4a:2, <b><big>מתני'</big></b>  @13דף כ.@77 כלל אמרו ביבמה כל שאיסורה איסור ערוה לא חולצת ולא מתייבמת איסור מצוה ואיסור קדושה חולצת ולא מתייבמת אחותה שהיא יבמתה או חולצת או מתייבמת איסור מצוה שניות מדברי סופרים איסור קדושה אלמנה לכהן גדול גרושה וחלוצה לכהן הדיוט ממזרת ונתינה לישראל בת ישראל לנתין ולממזר:
4a:3, <b><big>גמ'</big></b>  אחותה שהיא יבמתה או חולצת או מתיבמת.
4a:4,"אחותה דמאן אילימא אחותה דאיסור מצוה כיון דמדאורייתא רמיא קמיה קא פגע באחות זקוקתו אלא אחותה דאיסור ערוה @14לשון הרב אלפס (ג""א)@77 כגון שלשה אחים שנים מהן נשואים שתי אחיות ומתו הנשואין את האחיות והיתה אחת מהן אסורה עליו איסור ערוה אסור בה ומותר באחותה רצה חולץ רצה מיבם וזו היא שאמרו אחותה שהיא יבמתה או חולצת או מתיבמת:"
4a:5,איסור מצוה @22א שניות מדברי סופרים ואמאי קרו לה איסור מצוה אמר אביי מצוה לשמוע דברי חכמים:
4a:6,איסור קדושה אלמנה לכהן גדול א]. ואמאי קרו לה איסור קדושה דכתיב @16ויקרא כא@77 קדושים יהיו לאלהיהם:
4a:7,"אלמנה לכהן גדול וכו': לא שנא מן האירוסין ולא שנא מן הנשואין ב] @13דף כא.@77 ת""ר מה הן @11א שניות (@67א) אם אמו ואם אביו ואשת אבי אביו ואשת אבי אמו ואשת אחי האב מן האם ואשת אחי האם מן האב או מן האם וכלת בנו וכלת בתו ומותר אדם באשת @22ב חמיו ובאשת חורגו ואסור בבת חורגו וחורגו מותר באשתו ובבתו ואשת חורגו אומרת (א) אני מותרת לך ובתי אסורה לך:"
4a:8,בת חורגו דאורייתא היא דכתיב @16שם יח@77 את בת בנה ואת בת בתה אלא משום דקא בעי למיתני סיפא אשת חורגו אומרת אני מותרת לך ובתי אסורה לך דאף על גב דבתי אסורה לך מדאורייתא בדידי לא גזרו רבנן תנא רישא נמי בת חורגו אי הכי אשת חמיו נמי תימא אני מותרת לך ובתי אסורה לך הא פסיקא ליה והא לא פסיקא ליה @18 דזמנין
4b:1,דמתה אשתו ומותר באחותה:
4b:2,אמר רב ארבע נשים יש להן הפסק ונקיט רב בידיה תלת אשת אחי האם מן האב ואשת אחי האב מן האם וכלת @22א בתו וזעירי מוסיף אף אשת אבי אמו:
4b:3,@13דף כב.@77 תני רבי חייא שלישי שבבנו ושבבתו ושבבן אשתו ושבבת אשתו שניה רביעי שבחמיו ושבחמותו שניה אמר ליה רב אשי לרב כהנא שניות דבי ר' חייא יש להן הפסק או אין להן הפסק (@67א) ואתינן למיפשטה מהא דאמר רב ד' נשים יש להן הפסק ארבע ותו לא מידי דשמעת מינה דהני דר' חייא אין להן הפסק ודחינן כי קאמר רב לההיא מתניתא קאמר ואתיא למיפשטא מדרבי חייא גופיה דתני שלישי ורביעי שלישי ורביעי אין טפי לא ודחינן דילמא משלישי ואילך ומרביעי ואילך ולא @22ב אפשיטא בהדיא:
4b:4,ירושלמי @14הלכה ד@77 תני בר קפרא מוסיף אם אבי אביו ואם @22ג אבי אמו:
4b:5,"@14מס' ד""א פ""א ע""ש@77 אשת אחי אביו אסורה @22ד לו ובתו מותרת לו ואחי אביו מותר באשתו ובבתו אשת אחי אמו אסורה לו ובתו מותרת לו אחי אמו מותר באשתו ובבתו נושא אדם אשת בן אחיו ואשת בן אחותו ובת אחיו ובת אחותו המחזיר גרושתו (@66א) משנשאת חולצת ולא מתיבמת צרתה מתיבמת:"
4b:6,@14שם בריש הפרק@77 לעולם אין אדם פוסל את אשתו ואפי' בא על אחותה או על אמה או על בתה:
4b:7,"@11א @14הוא במשנה ריש פ""ו דף עג: בשנוי לשון@77 כל העריות האמורות בתורה הבא עליהן שוגג או מזיד פסלה מן הכהונה:"
4b:8,"ומה בין עריות לשניות עריות עבר ונשאה יוצאת בלא גט והולד ממזר שניות יוצאת בגט והולד כשר וזו וזו אין להן כתובה עריות פוטרות צרותיהן שניות חולצות ולא מתיבמות צרת שניה או חולצת או מתיבמת וגרים אסורים בעריות @13דף כב.@77 כדי שלא יאמרו באנו מקדושה חמורה לקדושה קלה אבל בשניות מותרין אמר ר""נ @11ב גרים הואיל ואתו לידן נימא בהו מילתא אחים מן האם לא יעידו ואם העידו עדותן עדות אחים מן האב מעידין לכתחלה אמימר אמר אפילו אחים מן האם נמי מעידין לכתחלה ומאי שנא מערוה ערוה לכל מסורה עדות לבית דין מסורה וגר @11ג שנתגייר כקטן שנולד דמי:"
4b:9," <b><big>מתני'</big></b>  @11ד מי שיש לו אח מכל מקום זוקק את אשת אחיו ליבום ואחיו הוא לכל דבר חוץ ממי שיש לו אח מן השפחה ומן העובדת כוכבים מי שיש לו בן מכ""מ פוטר את אשת אביו מן היבום וחייב על מכתו ועל קללתו ובנו הוא לכל דבר חוץ ממי שיש לו (א) מן השפחה ומן העובדת כוכבים:"
4b:10," <b><big>גמ'</big></b>  מ""מ לאיתויי מאי אמר רב יהודה לאיתויי @22ה ממזר @14לשון האלפסי@77 ושמע מינה דחייבי לאוין מדאורייתא בני יבום נינהו כדקיימא לן (ב) בכ""מ שאתה מוצא עשה ולא תעשה אם אתה יכול לקיים את שניהם מוטב"
5a:1,"ואם לאו יבא עשה וידחה לא תעשה אלא מ""ט אמור רבנן חייבי לאוין חולצין ולא מיבמין גזרה ביאה ראשונה אטו ביאה שנייה והיינו דקתני @14לעיל דף כ:@77 גבי פצוע דכא וכרות שפכה ואם בעלו קנו ואסור לקיימן בביאה שנייה משום שנאמר @16דברים כג@77 לא יבא פצוע דכא וכרות שפכה בקהל ה':"
5a:2,ואחיו הוא לכל דבר @13דף כב:@77 למאי הלכתא ליורשו וליטמא לו:
