page.section,content
2a:4,"איבעיא להו @11ג מהו לצאת בסנדל של @22ג @13דף עח:@77 שעם ביוה""כ עמד רבי יצחק בר נחמני על רגליו ואמר אני ראיתי את רבי יהושע בן לוי שיצא בסנדל של שעם ביוה""כ אמינא ליה בתענית צבור מאי אמר לי לא שנא אמר רבה בר בר חנה אני ראיתי את ר""א שיצא בסנדל של שעם בתענית צבור אמינא ליה ביוה""כ מאי אמר לי לא שנא רב יהודה נפיק בדהיטני אביי נפיק בדהוצי רבא נפיק בדיבלי"
2b:1,רבה בר רב הונא הוה כריך סודרא @22א אכרעיה ונפיק:
2b:2,תנו רבנן @11א התינוקות @22ב מותרין בכולן באכילה ובשתיה וברחיצה וסיכה חוץ ממנעל וסנדל
2b:3,"@13דף פא:@77 ת""ר @16ויקרא כג@77 ועניתם את נפשותיכם בתשעה לחדש יכול בתשעה ת""ל בערב אי בערב יכול משתחשך ת""ל בתשעה הא כיצד מתחיל ומתענה מבעו""י שכן מוסיפין מחול על הקדש אין לי אלא לפניו לאחריו מנין ת""ל מערב עד ערב אין לי אלא יוה""כ שבת בראשית מנין ת""ל תשבתו ימים טובים מנין תלמוד לומר שבתכם כל שביתה שאתה שובת אתה מוסיף @22ג לה בין מלפניה בין מלאחריה @13דף פא.@77 יכול יהא חייב כרת על התוספת ת""ל @16ויקרא כג@77 וכל הנפש אשר תעשה כל מלאכה בעצם היום הזה והאבדתי וגו' על (א) עצמו של יום ענוש כרת אבל אינו ענוש כרת על התוספת יכול לא יהו חייבין כרת על תוספת מלאכה @22ד אבל יהו חייבין כרת על תוספת עינוי ת""ל כי כל הנפש אשר לא תעונה בעצם היום הזה ונכרתה על (ב) עצמו של יום חייבין כרת ואין חייבין על תוספת עינוי:"
2b:4,"@13דף עח:@77 המלך @22ה והכלה @11ב ירחצו את פניהם מלך מ""ט אמר ר' אבא בר זבדא אמר רב @16ישעיה לג@77 מלך ביפיו תחזינה עיניך כלה מאי טעמא אמר רב כדי שלא תתגנה על בעלה בעא מיניה רב מרבי חייא עד אימת קרית לה כלה אמר ליה כדתניא אין מונעין תכשיטין לכלה כל שלשים יום ומיבעי ליה לאיניש ליקוריה ליומא דכיפורי בכסות נקיה @14שבת קיט:@77 דא""ל ריש גלותא לרב המנונא מאי דכתיב @16ישעיה נח@77 ולקדוש ה' מכובד א""ל זה יוה""כ שאין בו לא אכילה ולא שתיה אמרה תורה כבדהו @22ו בכסות נקיה:"
2b:5,@13דף עח:@77 והחיה תנעול את הסנדל וכו'. מאי טעמא משום צינה (ג) ושמואל אמר
3a:1,כל מחמת עקרב מותר:
3a:2, @13דף פב.@77  <b><big>מתני'</big></b>  @11א התינוקות אין מענין אותם ביום הכיפורים אבל מחנכין אותם קודם לשנה וקודם לשתים בשביל שיהו רגילין @22א במצות:
3a:3, <b><big>גמ'</big></b>  השתא לפני שתים מחנכין להו לפני שנה מיבעיא אמר רב חסדא לא קשיא כאן בחולה כאן בבריא:
3a:4,אמר רב הונא בן שמונה ובן תשע מחנכין אותו לשעות בן עשר בן אחת עשרה משלימין מדרבנן בן שתים עשרה משלימין מדאורייתא ורב נחמן אמר בן תשע בן עשר מחנכין אותן לשעות בן אחת עשר משלימין מדרבנן בן שתים עשרה משלימין מדאורייתא ור' יוחנן אמר בן עשר בן אחת עשרה מחנכין אותן
3b:1,לשעות בן שתים עשרה משלימין מדאורייתא בתינוקת ובן שלש עשרה משלימין מדאורייתא בתינוק אף על גב דקיימא לן כר' יוחנן דאמר תינוקת בת שתים עשרה ותינוק בן שלש עשרה משלימין מדאורייתא קיימא לן כרב הונא ורב נחמן דבתראי אינון דמשלימין מדרבנן כדי לחנכן מבן אחת עשרה בין לתינוק בין לתינוקת ובן תשע ובן עשר מחנכין אותן לשעות כדרב נחמן שאם היה רגיל לאכול בשתי שעות מאכילין אותו בשלש בשלש מאכילין אותו בארבע:
3b:2," <b><big>מתני'</big></b>  @11א עוברה שהריחה מאכילין אותה עד שתשוב נפשה חולה מאכילין אותו על פי בקיאין ואם אין שם בקיאין מאכילין אותו ע""פ עצמו עד שיאמר די:"
3b:3," <b><big>גמ'</big></b>  תנו רבנן עוברה שהריחה בשר קדש או בשר חזיר תוחבין לה כוש ברוטב ומכניסין לה בתוך פיה אם נתישבת דעתה @22א מוטב ואם לאו מביאין לה רוטב עצמו אם נתיישבה דעתה מוטב ואם לאו מביאין לה שומן עצמו שאין לך דבר שעומד בפני @11ב פקוח נפש חוץ מע""ז וג""ע וש""ד ע""ז מנא לן דתניא (@66א) ר""א אומר אם נאמר @16דברים ו@77 בכל נפשך למה נאמר בכל מאודך ואם נאמר בכל מאודך למה נאמר בכל"
4a:1,"נפשך אם יש לך אדם שגופו חביב עליו מממונו לכך נאמר בכל נפשך ואם יש לך אדם שממונו חביב עליו מגופו לכך נאמר בכל מאודך ג""ע מנא לן דתניא ר' אומר @16דברים כב@77 כי כאשר יקום איש על רעהו ורצחו נפש וגו' וכי מה למדנו מרוצח מעתה אלא הרי זה בא ללמד ונמצא למד מקיש רוצח לנערה מאורסה ומקיש נערה מאורסה לרוצח מה רוצח יהרג ואל יעבור אף נערה מאורסה תהרג ואל תעבור ומה נערה מאורסה נתנה להצילה בנפשו אף רוצח נתן להצילו בנפשו."
4a:2,"ש""ד @13דף פב:@77 סברא הוא כי ההוא דאתא לקמיה דרבא אמר ליה אמר לי מרי דוראי זיל קטליה לפלני' ואי לא קטלינא לך אמר ליה ליקטלך ולא תקטליה מאי חזית דדמא דידך סומק טפי דילמא דמא דחברך סומק טפי:"
4a:3,ההיא עוברה דאריחא (א) אתיא לקמיה דרבי אמר להו זילו לחישו לה דהאידנא יומא דכיפורי הוא לחישו לה ואילחישה קרא עליה @16ירמיה א@77 בטרם אצרך בבטן ידעתיך נפק מינה ר' יוחנן ההיא עוברה דאריחה אתו לקמיה דר' חנינא אמר לחישו לה ולא אילחישה קרא עליה @13דף פג.@77 @16תהלים נח@77 זורו רשעים מרחם נפק מינה שבתאי אוצר פירי:
4a:4,"@11א חולה מאכילין אותו @22א ע""פ בקיאין אמרי דבי ר' ינאי חולה אומר אני צריך ורופא אומר אינו צריך שומעין לחולה פשיטא ספק נפשות להקל מהו דתימא האי דקאמר חולה @22ב צריכנא בעותי הוא דקא מבעית סבר אי לא אכילנא מייתנא קמ""ל @16משלי יד@77 לב יודע מרת נפשו:"
4a:5,"חולה אמר איני צריך ורופא אומר צריך שומעין לרופא פשיטא ספק נפשות להקל מהו דתימא לב יודע מרת נפשו קמ""ל שומעין לרופא והאי דקאמר חולה לא צריכנא תונבא הוא דנקיט ליה ואי אמר איהו ואחרינא בהדיה לא צריכנא ואמרי תרי אחריני צריך מאכילין אותו על פיהן @14גי' מהר""ם@77 [אע""ג] (@66א) דכי אמרי' תרי כמאה ומאה כתרי הני מילי לענין עדות אבל גבי אומדנא בתר @22ג רוב דעות אזלינן"
4b:1,והני מילי בממונא אבל הכא ספק נפשות להקל ואי אמר איהו צריכנא ואף על גב דאמרי מאה לא צריך מאכילין אותו על פי עצמו מאי טעמא לב יודע מרת נפשו: 
4b:2," <b><big>מתני'</big></b>  מי שאחזו בולמוס מאכילין אותו אפילו דברים טמאים עד שיאורו עיניו מי שנשכו כלב שוטה אין מאכילין אותו מחצר @22א הכבד שלו ור' מתיה בן חרש מתיר ועוד א""ר מתיה בן חרש @11א החושש בפיו מטילין לו סם בשבת מפני שהוא ספק נפשות וספק נפשות דוחה את השבת:"
4b:3, <b><big>גמ'</big></b>  והילכתא כר' מתיה בן חרש דאמר החושש בפיו מטילין לו סם בשבת דלא פליגי רבנן עליה אלא בכלב שוטה אבל בהחושש בפיו לא פליגי עליה @13דף פד.@77 דהא רבי יוחנן נמי חש בצפדינא שהוא כאב השינים ועבד לה סם בשבת דכמכה של חלל היא דאמר רב נחמן בר יצחק שאני צפדינא הואיל ומתחלת בפה וגומרת בבני מעים מאי סימנה רמי מידי (א) מככיה ואתיה ליה דמא (ב) מדריה פי' הבשר של שיניו:
4b:4,מפני שהוא ספק נפשות וכל ספק נפשות דוחה את השבת @13דף פד:@77 לאיתויי מאי אמר רב יהודה אמר שמואל לאיתויי ספק שבת אחרת (@66א) היכי דמי כגון דאמדוה לתמניא יומי ויומא קמא שבתא מהו דתימא ניעכביה עד לאורתא כי היכי דלא ניחול עליה תרי שבי קא משמע לן:
4b:5,"תניא נמי הכי מחמין חמין לחולה בשבת בין להשקותו בין להברותו ואין אומרים נמתין לו עד שיבריא אלא מחמין לו מיד וספיקו דוחה את השבת ולא ספק שבת זו בלבד אלא ספק שבת אחרת ואין עושין @22ב דברים הללו לא על ידי נכרים ולא ע""י קטנים אלא ע""י גדולי ישראל ואין אומרים לעשות דברים הללו לא ע""י נשים ולא ע""י כותים מפני שמצטרפים לדעת אחרת:"
4b:6,"ת""ר מפקחים פקוח נפש בשבת והזריז הרי זה משובח ואינו צריך ליטול רשות מב""ד כיצד ראה תינוק שנפל לים פורס מצודה ומעלהו והזריז הרי זה משובח ואינו צריך ליטול רשות"
5a:1,"מב""ד ואע""ג דקא צייד כוורי ראה תינוק שנפל לבור עוקר חולי' ומעלהו והזריז הרי זה משובח ואינו צריך ליטול רשות מב""ד ואע""ג דקא מתקן דרגא לחול ננעלה דלת בפני תינוק שובר את הדלת ומוציאו והזריז הרי זה משובח ואינו צריך ליטול רשות מב""ד ואע""ג דקא מיתבר ליה שיפי:"
5a:2,"מכבין ומפסיקין @22א מפני הדליקה והזריז הרי זה משובח ואינו צריך ליטול רשות מב""ד ואע""ג דקא ממכיך מכוכי וצריכא דאי אשמועינן ים משום דאי לא מסיק ליה מיית אבל בור איפשר דיתיב אפומא דבירא ומכשכש ליה צריכא ואי אשמועינן בור משום דקא מבעית אבל דלת איפשר דיתיב ליה בהאי גיסא ומכשכש ליה באמגוזי צריכא מכבין ומפסיקין למה לי אמר ר' אלעזר לא נצרכה אלא לחצר אחרת:"
5a:3,אמר רב יוסף אמר רב יהודה אמר שמואל לא הלכו בפקוח נפש אחר הרוב היכי דמי אילימא דאיכא תשע' ישראל וחד עובד כוכבים הא רובא ישראל נינהו אי נמי מחצה על מחצה ספק נפשות להקל אלא דאיכא תשעה עובד כוכבים ואחד ישראל הא נמי פשיטא דהוה ליה קבוע וכל קבוע כמחצה על מחצה דמי לא צריכא דפריש חד מנייהו ואזל לחצר אחרת ונפלה בה דליקה מהו דתימא כל דפריש מרוב׳ קא פריש ולא מפקחינן קא משמע לן אין הולכין בפיקוח נפש אחר הרוב איני והאמר ר' אסי אמר רבי יוחנן אפי' תשעה עובדי כוכבים ואחד ישראל באותו חצר מפקחין בחצר אחרת אין מפקחין לא קשיא הא דפרוש כולהו (@66א) והא דפרוש מקצתייהו:
5a:4, <b><big>מתני'</big></b>  מי שנפלה עליו מפולת ספק הוא שם ספק אינו שם ספק חי ספק מת ספק עובד כוכבים ספק ישראל מפקחין עליו מצאוהו חי מפקחין עליו ואם מת יניחוהו:
5a:5," <b><big>גמ'</big></b>  @13דף פה.@77 מצאוהו חי מפקחין עליו פשיטא לא צריכא אלא אפי' לחיי שעה תנו רבנן עד היכן הוא בודק עד טבורו ויש אומרי' עד חוטמו בדק ומצא עליונים מתים לא יאמר כבר מתו התחתונים מעשה היה ונמצאו העליונים מתים והתחתונים חיים אמר רב פפא מחלוקת ממטה למעלה אבל ממעלה למטה כיון דבדק ליה עד חוטמו שוב אינו צריך דכתיב @16בראשית ו@77 כל אשר נשמת רוח חיים באפיו ומנא לן דפקוח נפש דחי שבת @13שם ע""ב@77 א""ר יהודה אמר שמואל אמר קרא @16ויקרא יח@77 אשר יעשה אותם האדם וחי בהם וחי בהם ולא שימות בהם:"
5a:6, <b><big>מתני'</big></b>  @11א חטאת ואשם ודאי מכפרין מיתה ויום הכפורים מכפרין עם התשובה והתשובה מכפרת על עבירות קלות על עשה ועל לא תעשה ועל חמורות הוא תולה עד שיבא יום הכפורים ויכפר: 
5a:7, <b><big>גמ'</big></b>  תשובה מכפרת על עבירות קלות על עשה ועל לא תעשה השתא על לא תעשה מכפרת על עשה מיבעיא אמר רב יהודה הכי קאמר על עשה ועל לא תעשה שניתק לעשה:
5a:8,"@13דף פו.@77 שאל רבי מתיה בן חרש את ר' אלעזר בן עזריה ברומי שמעת ארבעה חלוקי כפרה שהיה רבי ישמעאל דורש א""ל שלשה הן ותשובה עם כל אחת ואחת מהן עבר אדם על מצות עשה ועשה תשובה אינו זז משם עד שמוחלין לו שנא' @16ירמיה ג@77 שובו בנים שובבים ארפא משובותיכם עבר על לא תעשה ועשה תשובה תשובה תולה ויוה""כ מכפר @22ב שנאמר @16ויקרא יז@77 כי ביום הזה יכפר עליכם עבר אדם על כריתות ועל מיתות ב""ד ועשה תשובה תשובה ויוה""כ תולין ויסורים ממרקין שנא' @16תהלים פט@77 ופקדתי בשבט פשעם"
5b:1,ובנגעים עונם אבל כל מי שיש בידו חלול השם אין כח בתשובה לתלות ולא ביום הכפורים לכפר ולא ביסורין למרק אלא כולן תולין ומיתה ממרקת שנאמר @16ישעיה כב@77 ונגלה באזני יי' צבאות אם יכופר העון הזה לכם עד תמותון 
5b:2,היכי דמי חלול השם אמר רב כגון אנא דשקילנא בישרא מטבחא ולא יהיבנא דמי לאלתר ורבי יוחנן אמר כגון אנא דמסגינא ארבע אמות בלא תורה ובלא תפילין רב נחמן בר יצחק אמר כגון דאמרי אינשי שרא ליה מאריה לפלניא רב יצחק בר רב דימי אמר כגון שחביריו בושין משמועתו 
5b:3,"ת""ר בזמן @11א שאדם קורא ושונה ומשמש ת""ח ודיבורו בנחת עם הבריות ומקחו ומתנו בשוק נאה ונושא ונותן באמונה מה הבריות אומרות עליו אשרי איש פלוני שלמד תורה אשרי אביו ואשרי רבו שלמדוהו תורה אוי להן לבני אדם שלא למדו תורה פלוני שלמד תורה ראיתם כמה יפים דרכיו וכמה מתוקנין מעשיו עליו הכתוב אומר @16ישעיה מט@77 ויאמר לי עבדי אתה ישראל אשר בך אתפאר ובזמן שאדם קורא ושונה ואין דבורו בנחת עם הבריות ואין מקחו ומתנו נאה ואינו נושא ונותן באמונה מה הבריות אומרות עליו אוי לו לפלוני שלמד תורה אוי לו לאביו ולרבו שלמדוהו תורה אשריהם לבני אדם שלא למדו תורה פלוני שלמד תורה ראיתם כמה מכוערין מעשיו וכמה מקולקלין דרכיו עליו הכתוב אומר @16יחזקאל לו@77 באמור להם עם ה' אלה ומארצו יצאו "
5b:4,"א""ר חמא בר חנינא גדולה תשובה שמביאה רפואה לעולם שנא' @16ירמיה ג@77 שובו בנים שובבים ארפא משובותיכם אמר רבי לוי גדולה תשובה שמגעת עד כסא הכבוד שנא' @16הושע יד@77 שובה ישראל עד ה' אלהיך @13דף פו:@77 היכי @11ב דמי בעל תשובה @22א כגון שבא דבר עבירה לידו ופירש מחוי רב יהודה באותו מקום ובאותו פרק ובאותו אשה:"
5b:5,"אמר רב יהודה רב רמי כתיב @16משלי יד@77 מכסה פשעיו לא יצליח וכתיב @16תהלים לב@77 אשרי נשוי פשע כסוי חטאה לא קשיא כאן בעבירות שבין אדם למקום כאן בעבירות שבין אדם לחבירו תניא עבר אדם עבירה פעם ראשונה מוחלין לו שנייה מוחלין לו שלישית אין מוחלין לו שנא' @16איוב לג@77 הן כל אלה יפעל אל פעמים שלש עם גבר והתניא שלישית מוחלין לו רביעית אין מוחלין לו לא קשיא הא ביחיד הא בצבור וגרסינן בפרק סדר תעניות @14דף טז.@77 ת""ר אדם שיש בידו עבירה ומתודה @14בס""י ואינו חוזר [וכן הגי' הב""ח]@77 וחזר בה למה הוא דומהלאדם שתופס שרץ בידו שאפי' טובל בכל מימות שבעולם לא עלתה לו טבילה זרקו מידו מיד עלתה לו טבילה שנא' @16משלי כח@77 ומודה ועוזב ירוחם ואומר @16איכה ג@77 נשא לבבנו אל כפים אל אל בשמים:"
5b:6,"תניא עבירות שהתודה עליהן יוה""כ הזה לא יתודה עליהן יוה""כ אחר ואם שנה @22ב בהן צריך שיתודה עליהן ואם לא שנה בהן והתודה עליהן עליו הכתוב אומר @16משלי כו@77 ככלב שב על קיאו כסיל שונה באולתו רבי אליעזר בן יעקב אומר כל שכן הרי זה משובח שנאמר @16תהלים נא@77 כי פשעי אני אדע (א) אלא מה אני מקיים ככלב שב על קיאו כדרב הונא דאמר רב הונא כיון שעבר אדם עבירה אחת ושנה בה הותרה לו הותרה לו ס""ד אלא אימא נעשית לו כהיתר:"
5b:7,"וצריך לפרט @22ג את החטא שנאמר @16שמות לב@77 חטא העם הזה חטאה גדולה ויעשו להם אלהי זהב דברי ר' יהודה בן בבא ר' עקיבא אומר אינו צריך אלא מה אני מקיים ויעשו להם אלהי זהב כדר' ינאי דאמר ר' ינאי אמר משה לפני הקב""ה רבש""ע בשביל כסף וזהב שהשפעת להם לישראל עד שאמרו די הן גרמו להם לעשות אלהי זהב:"
5b:8,@11ג מפרסמין את החנפים מפני חלול השם שנאמר @16יחזקאל יט@77 ובשוב צדיק מצדקתו וגו' @13דף פז.@77 כל @11ד המזכה את הרבים אין מספיקין בידו לעבור עבירה כדי שלא יהו תלמידיו נוחלין העולם הבא והוא יורד לשאול שנא' @16תהלים טז@77 כי לא תעזוב נפשי לשאול לא תתן חסידך לראות שחת וכל המחטיא את הרבים אין מספיקין בידו לעשות תשובה שלא יהו תלמידיו יורדין לשאול הוא נוחל העולם הבא שנא' @16משלי כח@77 אדם עשוק בדם נפש עד בור ינוס אל יתמכו בו:
5b:9," <b><big>מתני'</big></b>  @13דף פה:@77 האומר אחטא ואשוב אחטא ואשוב אין מספיקין בידו לעשות תשובה אחטא ויוה""כ מכפר אין יוה""כ מכפר @11העבירות שבין אדם למקום יוה""כ מכפר עבירות שבינו לבין חבירו אין יוה""כ מכפר עד שירצה את חבירו את זו דרש ר' אלעזר בן עזריה מכל חטאתיכם לפני ה' תטהרו (ב) א""ר עקיבא אשריכם ישראל לפני מי אתם (ג) מטהרין ומי מטהר אתכם אביכם שבשמים מטהר אתכם שנא' @16יחזקאל ז@77 וזרקתי עליכם מים טהורים וטהרתם וגו' ואומר @16ירמיה יז@77 מקוה ישראל ה' מה מקוה"
6a:1,מטהר את הטמאים אף הקדוש ברוך הוא מטהר את ישראל:
6a:2, <b><big>גמ'</big></b>  אמר ר' יצחק כל המקניט את חבירו אפי' בדברים צריך לפייסו שנאמר @16משלי ו@77 בני אם ערבת לרעך תקעת לזר כפך נוקשת באמרי פיך נלכדת באמרי פיך עשה זאת איפא בני והנצל כי באת בכף רעך לך התרפס וגו' אם ממון יש לו בידך התר לו פסת היד ואם לאו הרבה עליו רעים.
6a:3,"אמר רב יהודה וצריך לפייסו בשלשה חבורות של שלש שלש בני אדם שנאמר @16איוב לג@77 ישור על אנשים ויאמר חטאתי וישר העויתי (א) ואם מת א""ר יוסי בר חנינא מביא עשרה בני אדם ומעמידן על קברו ואומר חטאתי ליי' אלהי ישראל ולפלוני זה שחבלתי בו א""ר יוסי בר חנינא כל המבקש מטו מחבירו אל יבקש ממנו יותר משלשה פעמים שנאמר @16בראשית נ@77 אנא שא נא ועתה שא נא ודוקא חבירו @13שם ע""ב ע""ש@77 אבל רבו מפייס ליה עד דמפייס:"
6a:4,"@11א עשרים וארבעה דברים מעכבין את התשובה ואלו הן (@66א) <small>א</small> רכילות לשון הרע <small>ב</small> ובעל חמה <small>ג</small> ובעל מחשבות רעות <small>ד</small> והמתחבר לרשע <small>ה</small> והמרגיל בסעודה שאינה מספקת לבעליה <small>ו</small> והמסתכל בעריות <small>ז</small> והחולק עם גנב <small>ח</small> והאומר אחטא ואשוב <small>ט</small> והמתכבד בקלון חבירו <small>י</small> והפורש מן הצבור <small>יא</small> (ב) והמבזה אבותיו <small>יב</small> והמבזה רבותיו <small>יג</small> והמקלל את הרבים <small>יד</small> והמעכב את הרבים מלעשו' מצוה <small>טו</small> והמטה את חבירו מדרך טובה לדרך רעה <small>טז</small> והמשתמש בעבוטו של עני <small>יז</small> והמקבל שוחד על מנת להטות אחרים בדין <small>יח</small> והמוצא אבידה ואינה מחזירה לבעליה <small>יט</small> והרואה את בנו יוצא לתרבות רעה ואינו ממחה בידו <small>כ</small> ואוכל <sup>*</sup><i class=""footnote"">בא""י הגי' שור</i> שוד עניים יתומים ואלמנות <small>כא</small> והחולק על דברי חכמים <small>כב</small> והחושד בכשרים <small>כג</small> והשונא את התוכחות <small>כד</small> והמלעיג על המצות:"
6a:5,"@13דף פז:@77 ת""ר @11ב מצות וידוי עי""כ עם חשכה דר""מ וחכ""א צריך שיתודה @22א קודם שיאכל וישתה שמא יארע דבר קלקלה בסעודתו ואף על פי שהתודה קודם שאכל ושתה צריך שיתודה אחר שיאכל וישתה ואף על פי שהתודה ערבית יתודה שחרית ויתודה במוסף ובמנחה ובנעילה והיכן אומרה יחיד אחר תפלתו ושליח צבור אומרה באמצע "
