page.section,content
2a:3, <b><big>מתני'</big></b>  @13דף ח.@77 ואלו @11ב אידיהן של עובדי כוכבים קלנדא וסטוריס [וקרטיסים] @22א ויום גנוסיא של מלכים ויום הלידה ויום המיתה דברי ר' מאיר וחכמים אומרים כל מיתה שיש בה שריפה יש בה עבודת כוכבים ומיתה שאין בה שריפה אין בה עבודת כוכבים  יום תגלחת זקנו [ובלוריתו] ויום שעלה בו מן הים ויום שיצא בו מבית האסורים [ועובד כוכבים שעשה משתה לבנו] אינו אסור אלא אותו היום (א) ואותו האיש בלבד:
2a:4," <b><big>גמ'</big></b>  א""ר חנן בר רבא קלנדא שמנה ימים אחר התקופה סטורניא שמונה ימים לפני התקופה וסימניך @16תהלים קלט@77 אחור לקדם צרתני (@68א):"
2a:5,בעי רב מתנה רומי שעשתה
2b:1,קלנדא וכל העיירות הסמוכות לה משתעבדות לה אותן העיירות אסורות או מותרות רבי יהושע בן לוי אומר קלנדא לכל אסורה ור' יוחנן אומר אין אסורה אלא לעובדיה בלבד והלכתא כר' יוחנן דתניא כותיה:
2b:2,"תניא ר""ש בן אלעזר אומר ישראל @11א שבחוצה לארץ עובד עבודת כוכבים בטהרה הן הא כיצד @22א עובד כוכבים שעשה משתה לבנו וזימן כל היהודים שבעירו אף על פי שאוכלין משלהן ושותין משלהן [ושמש שלהן] עומד עליהם מעלה עליהן הכתוב כאילו אכלו מזבחי מתים שנאמר @16שמות לד@77 וקרא לך ואכלת מזבחו מאי וקרא לך משעת קריאה:"
2b:3,@13דף ח:@77 כל תלתין יומין בין אמר מחמת הילולא בין לא אמר מחמת הילולא אסור מכאן ואילך אי אמר משום הילולא אסור ואי לא אמר משום הילולא שרי וכי אמר משום הילולא עד אימת אסור אמר רב פפא (א) עד תריסר ירחי שתא ומעיקרא מאימת אסור אמר רב פפא (@68א) מכי רמי שערי באסנתיה:
2b:4,"וחכמים אומרים כל מיתה שיש בה שריפה וכו' ת""ר @13דף יא.@77 @11ב שורפין על המלכים ולא מדרכי האמורי שנאמר @16ירמיה לד@77 בשלום תמות ובמשרפות אבותיך המלכים אשר היו לפניך כן ישרפו לך וגו' וכשם ששורפין על המלכים כן שורפין על הנשיאים ומה הם שורפין עליהן מטתן וכל כלי תשמישן מעשה ומת רבן גמליאל (@68ב) ושרף עליו אונקלוס הגר בשבעים מנה צורי:"
2b:5, <b><big>מתני'</big></b>  @13דף יא:@77 @11ג עיר שיש בה עבודת כוכבים חוצה לה מותר חוצה לה עבודת כוכבים  תוכה מותר מהו לילך לשם @22ב בזמן שהדרך מיוחדת לאותו מקום אסור ואם יכול לילך בה למקום אחר
3a:1,מותר @13דף יב:@77  עיר שיש בה עבודת כוכבים והיה בה חנויות מעוטרות ושאינן מעוטרות
3b:1,זה היה מעשה בבית שאן ואמרו חכמים המעוטרות אסורות ושאינן מעוטרות מותרות:
3b:2," <b><big>גמ'</big></b>  @13דף יג.@77 ת""ר עיר שיש בה עבודת כוכבים אסור ליכנס לתוכה ולא מתוכה לעיר אחרת דברי ר""מ וחכ""א בזמן שהדרך מיוחדת לאותו מקום אסור אין הדרך מיוחדת לאותו מקום מותר @11א ישב לו קוץ @22א בפני עבודת כוכבים לא ישחה ויטלנו מפני שנראה כמשתחוה לעבודת כוכבים ואם אינו נראה כמשתחוה מותר נתפזרו לו מעות בפני עבודת כוכבים לא ישחה ויטלם מפני שנראה כמשתחוה לעבודת כוכבים ואם אינו נראה מותר (@68א) [מעיין המושך לפני עבודת כוכבים לא ישחה וישתה מפני שנראה כמשתחוה לעבודת כוכבים ואם אינו נראה מותר] פרצופות מקלחין מים בפני עבודת כוכבים הרי זה לא יניח פיו על פיהם וישתה מפני שנראה כמנשק לעבודת כוכבים "
3b:3,"כיוצא בו לא @11ב יניח פיו ע""ג הסילון וישתה מפני הסכנה @13דף יב:@77 מאי סכנה סכנת עלוקה (@68ב) מסייע ליה לר' חנינא דא""ר @11ג חנינא הבולע נימא של מים מותר להחם לו מים בשבת ומעשה באחד שבלע נימא של מים והתיר לו ר' נחמיה להחם לו חמין בשבת אדהכי והכי [מאי] אמר רב הונא בריה דרב יהושע ניגמע חלא:"
3b:4,"ת""ר לא ישחה @11ד אדם מים [א] לא מן הנהרות ולא מן האגמים בלילה ואם שתה דמו בראשו מפני הסכנה מאי סכנה סכנת שברירי:"
3b:5,@11ה תניא @13דף יג.@77 רבי נתן אומר יום שעבודת כוכבים מנחת בו את המכס @22ב מכריזין ואומרים כל מי שיטול עטרה ויניח בראשו ובראש חמורו יניחו לו את המכס ואם לאו אל יניחו לו יהודי שנמצא שם מה יעשה יניח נמצא נהנה לא יניח נמצא מהנה מכאן אמרו הנושא ונותן @22ג ביריד של עבודת כוכבים בהמה תעקר [ב] כסות וכלים ירקבו מעות וכלי מתכות יוליך הנאה לים המלח אי זה עיקור מנשר פרסותיה מן הארכובה ולמטה 
3b:6,"וה""מ בלוקח מן התגר דשקלי מיניה מיכסא אבל בלוקח מבעה""ב דלא שקלי מיניה מיכסא שרי דתניא הולכים ליריד של עובדי כוכבים ולוקחין מהן בהמה ועבדים ושפחות בתים שדות וכרמים  וכותב ומעלה בערכאות שלהן מפני שהוא כמציל מידן ואם היה כהן @11ו מיטמא בחוצה לארץ לדון ולערער עמהן וכשם שמיטמא בחוצה לארץ כך מיטמא בבית הקברות בבית הקברות סלקא דעתך טומאה דאורייתא היא אלא אימא בית הפרס דרבנן ומיטמא ללמוד תורה ולישא אשה א""ר [ג] יהושע אימתי בזמן שאינו מוצא ללמוד אבל בזמן שמוצא ללמוד לא יטמא ר' יוסי אומר אף בזמן שמוצא ללמוד יטמא לפי שאין מן הכל אדם זוכה ללמוד אמר ר' יוסי מעשה ביוסף הכהן שהלך אחר"
4a:1,"רבו לצידן א""ר יוחנן הלכה כר' יוסי תניא אין @22א @11א מקדישין ואין מעריכין ואין מחרימין בזמן הזה ואם הקדיש או העריך או החרים בהמה @22ב תיעקר פירות ירקבו כסות וכלים @13דף יג:@77 @14וצ""ל ירקבו@77 יקברו מעות וכלי מתכות יוליך לים המלח ואיזה הוא עיקור נועל (א) דלת בפניה והיא מתה מאיליה."
4a:2,ואי פריק לה בשוה פרוטה שפיר דמי דאמר שמואל @14ערכין כט.@77 הקדש שוה מנה שחיללו על שוה פרוטה מחולל:
4a:3, <b><big>מתני'</big></b>  אלו @11ב דברים אסור למכור לעובדי כוכבים איסטרובילין ובנות שוח ופטוטרות @22ג ולבונה ותרנגול לבן רבי יהודה אומר מוכר הוא לו תרנגול לבן בין התרנגולין ובזמן שהוא בפני עצמו קוטע את אצבעו ומוכרו שאין מקריבין חסר לעבודת כוכבים ושאר כל הדברים סתמן מותר ופירושן אסור רבי מאיר אומר אף דקל טב וחצב ונקלבים אסור למכור לעובדי כוכבים:
4a:4," <b><big>גמ'</big></b>  @13דף יד.@77 מאי איסטרובילין אמר רב ספרא פירי דארזא פטוטרות אמר רבה בר בר חנה א""ר יוחנן כולן בפטוטרותיהן שנינו לבונה א""ר יצחק לבונה זכה תנא [א] וכולן מוכרין להן חבילה וכמה חבילה פירש ר' יהודה בן בתירה אין חבילה פחותה משלשת מנים וניחוש דילמא אזיל ומזבין לאחריני ומקטרי אמר אביי ולפני עור לא תתן מכשול (@68א) אלפני  מיפקדינן אלפני דלפני לא מיפקדינן (@67א) ותרנגול לבן א""ר יונה א""ר זירא תרנגול למי תרננול למי מותר למכור לו תרנגול לבן תרנגול לבן למי תרנגול לבן למי אסור למכור לו תרנגול לבן:"
4a:5,ושאר כל הדברים סתמן מותר ופירושן אסור: סתמן חיטי חיוארתא ופירושן [ב] לעבודת כוכבים:
4a:6, <b><big>מתני'</big></b>  @11ג @13דף יד:@77 מקום שנהגו למכור בהמה
4b:1,דקה לעובד כוכבים מוכרין מקום שנהגו שלא למכור אין מוכרין [א] ואל ישנה אדם מפני המחלוקת בכל מקום @22א אין מוכרין להן בהמה גסה עגלין וסייחים שלמין ושבורין ר' יהודה מתיר בשבורה בן בתירה מתיר בסוס:
4b:2," <b><big>גמ'</big></b>  אין מוכרין להן בהמה גסה @13דף טו.@77 מ""ט נהי דלהרבעה לא חיישינן דעובד כוכבים חס על בהמתו שלא תיעקר עביד בה מלאכה בשבת ונעביד כיון דזבנה קנייה גזרה משום שכירות גזרה משום שאלה  גזרה משום נסיוני דזימנין דמזבין לה ניהלי' סמוך לשקיעת החמה דמעלי שבתא וא""ל תא נסייה ניהלי ושמעה ליה לקליה ואזלא מחמתיה וניחא ליה דתיזיל והוה ליה כמחמר אחר בהמתו בשבת:"
4b:3,רב אחא שרא לזבוני חמרא אגב ספסירא אמר אי משום נסיוני הא לא ידעה ליה לקליה דאזלא מחמתיה אי משום שאלה אי משום שכירות ספסירא כיון דלפי שעתיה הוא דמזבין לא מושיל ולא מוגר ועוד חייש דילמא ניגלו מומא ומשום הכין לא מושיל ולא מוגר:
4b:4,רב הונא זבין ההיא פרה לעובד
5a:1,"כוכבים א""ל רב חסדא מ""ט עבד מר הכי א""ל אימור לשחיטה זבנה @13דף טו:@77 אמר ר""נ אמר רבה בר אבוה כדרך שאמרו אסור למכור לעובד כוכבים כך אסור למכור לישראל [א] החשוד למכור לעובד כוכבים:"
5a:2,"ת""ר @11א אין מעמידין בהמה בפונדקיות של עובדי כוכבים זכרים אצל זכרים ונקבות אצל נקבות ואין צריך לומר זכרים אצל נקבות ונקבות אצל זכרים ואין מוסרין בהמה לרועה שלהן ואין מתיחדין עמהן ואין מתלוין עמהן (@68א) ואין מוסרין להן תינוק ללמדו ספר וללמדו אומנות:"
5a:3,"ות""ר @11ב @22א אין מוכרין להן לא זיין ולא כלי זיין ואין משחיזין להן את הזיין ואין מוכרין להן לא @14סדן@77 (סכין) ולא קולרין ולא כבלים ולא שלשלאות של ברזל וכדרך שאמרו אסור למכור לעובד כוכבים כך אסור למכור לישראל החשוד למכור לעובד כוכבים אמר רמי בר אבא כדרך שאסור למכור לעובד כוכבים כך אסור למכור לליסטים ישראל ת""ר אין מוכרין להן תריסין [ויש אומרים מוכרין להם תריסין] מ""ט דתנא קמא @13דף טז.@77 דכי שלים זינייהו קטלי בהו וי""א מוכרין להן תריסין דכי שילם זינייהו מיערק ערקי אמר רב נחמן אמר רבה בר אבוה הלכה כיש אומרים אמר רב אדא בר אהבה אין מוכרין להן עששיות של ברזל אמר רב אדא בפרזלא הינדואה והאידנא דקא מזבנינן אמר רב אשי לפרסאי דמגנו עילואן:"
5a:4, בן בתירא מתיר בסוס תניא בן בתירא מתיר בסוס מפני שהוא עושה (@68ב) מלאכה שאין חייבין עליה חטאת אמר ר' יוחנן הלכה כבן בתירא:
5a:5, <b><big>מתני'</big></b>  אין מוכרין להן דובים ואריות ולא כל דבר שיש בו נזק לרבים אין בונין עמהן בסילקי וגרדום איצטדיא ובימה אבל בונין עמהן בימוסיאות ומרחצאות הגיע לכיפה שמעמידין בה עבודת כוכבים אסור לבנותה:
5b:1," <b><big>גמ'</big></b>  אמר רב חנן בר רבא @11א חיה גסה הרי היא כבהמה דקה לפירכוס אבל לא למכירה [@14גי' ד""ת@77 דבין במקום שנהגו למכור ובין במקום שנהגו שלא למכור אין מוכרין] וכן הלכתא:"
5b:2,@22א @11ב @13דף יז.@77 הרחק מעליה דרכך זו מינות @14זו שררה שעומדת מאליה נגד החוק@77 והרשות ואל תקרב אל פתח ביתה זו זונה וכמה אמר רב חסדא ארבע אמות:
5b:3,"@13דף יח:@77 ת""ר ההולך לאיצטדינין ולכרכום וראה את הנחשים ואת החברים בוקיון ומוקיון מוליון ולוליון סגדלין וסגדליון הרי זה מושב לצים ועליהם הכתוב אומר @16תהלים א@77 אשרי האיש אשר לא הלך וגו' כי אם בתורת ה' חפצו וגו' הא למדת שהדברים הללו מביאין את האדם לביטול תורה דרש ר""ש בן פזי מאי דכתיב אשרי האיש אשר לא הלך וגו' וכי מאחר שלא הלך מהיכן עמד ומאחר שלא עמד מהיכן ישב ומאחר שלא ישב מהיכן לץ לומר לך שאם הלך סופו לעמוד ואם עמד סופו לישב ואם ישב סופו ללוץ ואם לץ עליו הכתוב אומר @16משלי ט@77 אם חכמת חכמת לך ואם לצת לבדך תשא אמר רבי אלעזר כל המתלוצץ יסורים באין עליו שנאמר  ועתה אל תתלוצצו פן יחזקו מוסריכם וגו' אמר להו רבא לרבנן במטותא מינייכו לא תלוצון ולא ליתו יסורין עליכון אמר רב קטינא כל המתלוצץ מזונותיו מתמעטין שנאמר @16הושע ו@77 משך ידו את לוצצים @16תהלים קיב@77 @13דף יט.@77 אשרי איש ירא את ה' איש ולא אשה אמר רב עמרם א""ר ואמרי לה א""ר נחמן א""ר אשרי איש שיעשה תשובה כשהוא איש:"
5b:4,"על פלגי מים א""ר תנחום בר חנילאי @11ג לעולם @13דף יט:@77 ישלש אדם שנותיו שליש במקרא שליש במשנה שליש בתלמוד ומי ידע כמה חיי כי קאמרינן ליומי @16תהלים א@77 אשר פריו יתן בעתו אמר רבא אם פריו יתן בעתו עלהו לא יבול ואם לאו [א] יבול על הלמד ועל המלמד הכתוב אומר @16שם@77 לא כן הרשעים וגו' [ב] והיינו דא""ר אבא אמר רב הונא אמר רב מאי דכתיב @16משלי ו@77 כי רבים חללים הפילה @11ד זה תלמיד שלא הגיע להוראה ומורה  @16משלי ו@77 ועצומים כל הרוגיה זה תלמיד שהגיע להוראה ואינו מורה ועד כמה @11ד עד ארבעין שנין:"
5b:5,"הגיע @11ה לכיפה שמעמידין בה עבודת כוכבים אסור לבנותה א""ר אלעזר אם בנה שכרו מותר:"
5b:6," <b><big>מתני'</big></b>  @11ו אין מוכרין להן @22ב במחובר לקרקע אבל מוכר הוא משיקוץ ר' יהודה אומר מוכר הוא ע""מ לקוץ:"
5b:7," <b><big>גמ'</big></b>  מנא הני מילי א""ר יוסי בר' חנינא @13דף כ.@77 אמר קרא @16דברים טז@77 ולא תחנם לא תתן להם חנייה בקרקע תנ""ה ולא תחנם לא תתן להם חנייה בקרקע ד""א לא תתן להם חן"
6a:1,דבר אחר @22א לא תתן להם מתנת חנם.
6a:2,לא תתן להם חן מסייע ליה לרב דאמר רבי יהודה אמר רב אסור לאדם לומר כמה נאה עובד כוכבים זה:
6a:3,"תנו רבנן @11א @16דברים כג@77 ונשמרת מכל דבר רע שלא יסתכל אדם באשה נאה ואפילו פנויה באשת איש ואפילו מכוערת @13דף כ:@77 ולא בבגדי צבע אשה ולא בחמורה ולא בחמור ולא בחזיר ולא בחזירה ולא בעוף ולא בעופה בשעה שנזקקין זה לזה ולא בבגדי צבע אשה א""ר יהודה אמר שמואל אפי' שטוחין ומונחין ע""ג הכותל אמר רב פפא ובמכיר את בעליהן"
6a:4,"ת”ר ונשמרת מכל דבר רע שלא יהרהר אדם ביום ויבא לידי טומאה בלילה מכאן א""ר פנחס בן יאיר [@14גי' ד""ת@77 תורה מביאה לידי זהירות] זהירות מביאה לידי זריזות זריזות מביאה לידי נקיות נקיות מביאה לידי פרישות פרישות מביאה לידי טהרה (א) טהרה מביאה לידי קדושה קדושה מביאה לידי יראת חטא יראת חטא מביאה לידי ענוה ענוה מביאה לידי חסידות (@68א) חסידות גדולה מכולן שנאמר @16תהלים פט@77 אז דברת בחזון לחסידך ופליגא דר' יהושע בן לוי דאמר רבי יהושע בן לוי ענוה גדולה מכולן שנאמר @16ישעיה סא@77 רוח ה' אלהים עלי יען משח ה' אותי לבשר ענוים שלחני וגו' חסידים לא נאמר אלא ענוים הא למדת שהענוה גדולה מכולן"
6a:5,ופירשוה בירושלמי זריזות מביאה לידי נקיות דכתיב @16ויקרא טז@77 וכלה וכפר נקיות לידי טהרה שנא' וכפר עליו הכהן וטהר טהרה לידי קדושה שנא' @16שם@77 וטהרו וקדשו קדושה לידי ענוה דכתיב @16ישעיה נז@77 כי כה אמר רם ונשא שוכן עד וקדוש שמו מרום וקדוש אשכון ואת דכא ושפל רוח ענוה ליראת חטא דכתיב @16משלי כב@77 עקב ענוה יראת ה' אמר רבי יצחק בן אלעזר מה שעשאתו החכמה עטרה לראשה עשאתו ענוה עקב לסוליתה דכתיב @16תהלים קיא@77 ראשית חכמה יראת ה' וכתיב עקב ענוה יראת ה' יראת חטא לידי רוח הקודש דכתיב @16משלי ב@77 אז תבין יראת ה' ודעת אלהים תמצא רוח הקודש לידי חסידות דכתיב אז דברת בחזון לחסידך חסידות לידי תחיית המתים דכתיב @16יחזקאל לז@77 ונתתי רוחי בכם וחייתם (@68ב) תחיית המתים לידי אליהו זכור לטוב דכתיב @16מלאכי ג@77 הנה אנכי שולח לכם את אליה הנביא וגו':
6a:6," ר' יהודה אומר @11ב מוכר הוא לו ע""מ לקוץ ת""ר מוכר הוא לו על מנת לקוץ וקוצץ דברי ר' יהודה ר""מ אומר אינו מוכר לו אלא קצוץ קמה ע""מ לקצור וקוצר דברי ר' יהודה ר""מ אומר אינו מוכר לו אלא קצורה שחת ע""מ לגזוז וגוזז דברי רבי יהודה רבי מאיר אומר אינו מוכר לו אלא גזוזה איבעיא להו בהמה על מנת לשחוט ושוחט מהו התם הוא דלאו ברשותיה קיימא לא מצי משהי להו אבל בהמה כיון דברשותיה קיימא משהי לה או דילמא לא שנא תא שמע [א] בהמה ע""מ לשחוט ושוחט דברי רבי יהודה ר' מאיר אומר אין מוכר אלא שחוטה והילכתא כר""מ דסתם מתני' כותיה:"
6a:7," <b><big>מתני'</big></b>  @22ב אין משכירין להם בתים בארץ ישראל ואין צרך לומר שדות ובסוריא משכירין @13דף כא.@77 להם בתים אבל לא שדות ובחוצה לארץ מוכרין (@68ג) בתים ומשכירין (@68ג) שדות דברי ר""מ ר' יוסי אומר אף בארץ ישראל משכירין להם בתים אבל לא שדות ובסוריא מוכרין (@68ג) בתים ומשכירין (@68ג) שדות ובחוצה לארץ מוכרין"
6b:1,אלו אלו:
6b:2," <b><big>גמ'</big></b>  אמר רב יהודה אמר שמואל הלכה כר' יוסי א""ר יוסף ובלבד שלא יעשם שכונה תנא אין שכונה פחותה משלשה בני אדם:"
6b:3, <b><big>מתני'</big></b>  אף במקום שאמרו להשכיר לא לבית דירה אמרו מפני שמכניס לתוכה עבודת כוכבים שנאמר @16דברים ז@77 ולא תביא תועבה אל ביתך @22א ובכל מקום לא ישכיר לו את המרחץ מפני שנקראת על שמו:
6b:4," <b><big>גמ'</big></b>  @13דף כא:@77 תניא רשבג""א לא @11א ישכיר אדם מרחצו לעובד כוכבים מפני שנקראת על שמו ועובד כוכבים זה עושה בה מלאכה בשבתות וימים טובים אבל שדהו לעובד כוכבים מאי שרי  דאמרי אריסותיה קא עביד מרחץ נמי אמרי אריסותיה קא עביד אריסותא למרחץ לא עבדי אינשי @13דף כב.@77 הנהו מוריקא דעובד כוכבים נקיט בשבתא וישראל בחד בשבתא אתו לקמיה דרבא שרא להו רבא (א) איתיביה רבינא לרבא @22ב ישראל ועובד כוכבים שקבלו שדה בשותפות לא יאמר ישראל לעובד כובבים טול אתה חלקך בשבת ואני חלקי בחול ואם התנו מתחלה מותר ואם באו לחשבון אסור איכסיף לסוף איגלאי מילתא"
7a:1,דהתנו מעיקרא הוה:
7a:2,גרסינן בפרק ארבע מיתות @14דף סג:@77 אמר אבוה דשמואל @11א אסורי לישראל שיעשה שותפות עם העובד כוכבים שמא יתחייב לו שבועה ונשבע לו בעבודת כוכבים שלו והתורה אסרה @16שמות כג@77 לא ישמע על פיך:
7a:3,הדרן עלך לפני אידיהן
7a:4,@13דף כב.@77
7a:5, <b><big>אין</big></b>  @11ב מעמידין @22א בהמה בפונדקאות כותים מפני שחשודין על הרביעה לא תתיחד אשה עמהן מפני שחשודין העריות לא יתיחד אדם עמהן מפני שחשודין על שפיכות דמים:
7a:6,@13דף כו.@77 בת ישראל לא תילד את הכותית  אבל כותית מילדת בת ישראל בת ישראל לא תניק (@68א) בנה של כותית
7b:1,אבל כותית @22א מניקה (@68א) בנה של בת ישראל ברשותה: 
7b:2, <b><big>גמ'</big></b>  @13דף כב:@77 תני רב יוסף ארמלתא לא תרבי כלבא ולא תשרי בר בי רב (א) באושפיזא משום חשדא:
7b:3,לא @11א תתייחד @22ב אשה עמהן מפני שהן חשודין על העריות @13דף כה.@77 מאי איריא כותי אפילו ישראל נמי דהא תנן לא יתייחד איש אחד (ב) עם ב' נשים @13דף כה:@77 לא צריכא שאשתו עמו ישראל אשתו משמרתו כותי אין אשתו משמרתו:
7b:4,לא יתייחד אדם @11ב עמהם מפני שהן חשודין על שפיכות דמים:
7b:5,"ת""ר ישראל שנטפל לו כותי בדרך טופלו לימינו רבי ישמעאל בנו של רבי יוחנן בן ברוקה אומר בסייף טופלו לימינו ובמקל טופלו לשמאלו:"
7b:6,היו עולין במעלה [א] ויורדין בירידה לא יהא ישראל למטה וכותי למעלה אלא ישראל למעלה וכותי למטה ואל ישוח לפניו שמא ירוץ את גולגלתו שאלו לאין אתה הולך ירחיב לו הדרך כדרך שהרחיב יעקב לעשו דכתיב @16בראשית לג@77 עד אשר אבא אל אדוני שעירה וכתיב ויעקב נסע סכותה:
7b:7,"מעשה בתלמידי ר' עקיבא שהיו מהלכין לכזיב ופגעו בהן ליסטים אמרו להם לאין אתם הולכין אמרו להם לעכו כיון שהגיעו לכזיב פרשו אמרו להם [ב] תלמידי מי אתם אמרו להם תלמידי ר""ע אמרו להם אשרי ר""ע ותלמידיו שלא פגע בהן אדם רע מעולם:"
7b:8,"בת ישראל @11ג לא תיילד את הכותית: @13דף כו.@77 ת""ר בת ישראל לא תיילד את הכותית @22ג מפני שמילדת בן לעבודת כוכבים וכותית לא תיילד את בת ישראל מפני שהן חשודין על שפיכות דמים דברי ר""מ וחכ""א כותית מילדת את בת ישראל בזמן שאחרות עומדות על גבה אבל לא בינה לבינה:"
7b:9,"בת ישראל לא תניק בנה של כותית: ת""ר [ג] בת ישראל לא תניק בנה של כותית מפני שמגדלת בן לעבודת כוכבים וכותית לא תניק בנה של בת ישראל מפני שחשודין על שפיכות דמים דברי רבי מאיר וחכמים אומרים כותית מניקה בנה של בת ישראל בזמן שאחרות עומדות על גבה אבל לא בינה לבינה ורמינהי יהודית מילדת כותית בשכר אבל לא בחנם א""ר יוסף בשכר (ג) שרי משום איבה:"
7b:10,"סבר רב יוסף למימר אולודי (@68ב) בשבת בשכר שרי משום איבה א""ל אביי יכולה למימר לה דידן דמינטרי שבתא מחללינן עלייהו שבתא דידכו דלא מנטרי שבתא לא מחללינן עלייהו שבתא:"
7b:11,"סבר רב יוסף למימר אונוקי בשכר שרי משום איבה א""ל אביי יכלה למימר לה אי פנויה היא בעינא לאינסובי אי אשת איש היא לא מיזדהמנא באפי גבראי:"
7b:12,"סבר רב יוסף למימר הא דתניא @11ד הכותים והרועים בהמה דקה לא מעלין ולא מורידין אסוקי בשכר שרי משום איבה א""ל אביי יכיל למימר ליה קאי ברי אאיגרא א""נ נקיטא לי זימנא לבי דואר:"
7b:13,"תני ר' אבהו קמיה דרבי יוחנן העובדי כוכבים והרועים בהמה דקה לא מעלין @13דף כו:@77 ולא מורידין אבל @11ה המינים והמומרים והמסורות והאפיקורוסין היו מורידין @22ד אבל לא מעלין א""ל אני שונה @16דברים כב@77 לכל אבדת אחיך לרבות את המומר ואת אמרת מורידין סמי מכאן מומר ולישני ליה כאן במומר אוכל נבילות לתיאבון כאן במומר אוכל נבילות"
8a:1,להכעיס קסבר אוכל נבלות להכעיס מין הוי ושמעינן מהא דלדברי הכל מומר אוכל נבלות להכעיס לא קרינן ביה לכל אבידת אחיך  איתמר מומר פליגי בה רב אחא ורבינא חד אמר לתיאבון מומר להכעיס מין (@68א) וחד אמר אפילו להכעיס (@68ב) מומר ואי זה הוא מין זה העובד עבודת כוכבים:
