Index Title,Bader-Jewishspritualheroes-Vol1.
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.8","The fourth law about which Akabia held a dissenting opinion concerned a ""Sotah"". (Sotah is a woman who is suspected by her husband of infidelity.) The prescribed procedure in such a case was for the husband to bring the wife together with an offering of barley meal to the priest. The priest took a clay vessel filled with pure water and placed in it some earth from the temple; he then wrote the verses of the Torah pertaining to a Sotah on a paper and read them to the woman after which he washed the ink from the paper with the water which he gave to the woman to drink. If the water caused the woman no harm it was held as proof that she was innocent."
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.9","Akabia held that this procedure need not be applied to a Sotah who was a proselyte or a freed servant. In attempting to dissuade him, the scholars cited the case of Shemaiah and Abtalion who gave the water to a Sotah who was a freed servant. Akabia retorted that ""they gave it to one like themselves."""
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.10","The exact meaning of the words of Akabia is not clear. (The Hebrew word ""dugma"" means similar.) They are interpreted to indicate that Akabia was of the opinion that Shemaiah and Abtalion did not give the woman the prescribed water to drink nor did they write the prescribed passage. They merely attempted to influence her psychologically in order to obtain the truth. But some scholars thought these words to be a slurring reference to the origin of Shemaiah and Abtalion and they placed him under the ban. When Akabia died the people stoned his casket.<sup>*)</sup><i class=""footnote"">*) This story of the Sotah who was a freed woman is also related in Berachoth, 19. In commenting on it, Rashi states that when Akabia said <span dir=""rtl"">„דוגמא השקוה""</span> he referred to the fact that Shemaiah and Abtalion were proselytes and they therefore considered the freed servant equal to a Jewish woman and did give her the prescribed water.</i>"
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.11","But the statement of one, Rabbi Jehudah, elsewhere referred to as Rabbi Jehudah of Bathyra, is immediately quoted to the effect that one must not believe that a just man like Akabia could have been put under the ban, nor could he have slandered the names of Shemaiah and Abtalion in the case of the freed servant. Whoever assumes that Akabia was excommunicated is deserving of punishment. Rabbi Jehudah maintains that the matter of the excommunication crept in through an error and involved another person named Elazar ben Chanoch who was put under the ban because he ignored the commandment of ""washing hands"" in the belief that this commandment was not implied in the Torah."
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.12","The respect in which Akabia was held by the Jews can be seen from the fact that he was offered the position of the head of the Court if he would recall his decisions in the matter of the four above mentioned laws. But Akabia answered: ""I would rather be called a fool all the days of my life than be wicked in the eyes of God for one hour or that people should point at me and say that I betrayed my convictions in order to obtain an office."""
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.13",These four laws concerned subjects so rare that a court may have had no occasion to pass on them throughout its existence. We also find that later scholars held the same opinions as Akabia held.
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.14","We must also bear in mind that immorality was very widespread in the Judea of that day and the whole procedure of trial of a woman suspected of infidelity was done away with. The Biblical text, ""the woman shall be a curse within her people,"" was interpreted to apply only in case the people lead moral lives.<sup>2)</sup><i class=""footnote""><span dir=""rtl"">2) ירושלמי סוטה פּרק ט׳ הלכה ט׳.</span></i> There is therefore some doubt whether Akabia passed on these questions or whether his decisions caused any serious opposition."
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.15",Before Akabia died he instructed his son not to observe these four laws according to his interpretation.
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.16","His son asked him: ""Why then did you not recall your decisions?"" Akabia answered: ""I have heard them adopted by a majority and my opponents heard their views adopted by a majority. For this reason I clung to the law as I heard it and they observed it as they received it. But you heard the decisions from me, who am but one, and from my opponents who are many. It is therefore better that you give up the opinions of the individual and abide by the opinions of the majority."""
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.17","On this occasion Akabia's son also asked his father to instruct his colleagues that they should treat him better, but Akabia answered that he would not speak to them about this matter. His son then asked him: ""Have you found any evil in me?"" The father answered: ""I have seen no evil in you but I believe that intercession will not help you. Your own deeds will make you beloved among people and your own deeds will make them stay away from you."""
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.18","The editor of the Mishna in ""Pirke Aboth"" cites the following maxim in the name of Akabia ben Mahalalel: ""Keep in view three things and you will not come to sin."" Expounders interpreted these to be that a man should refrain from pride and sinful desires. Akabia stated further, ""Know whence you came, whither you go and before whom you have to give strict account. Consider how you came into the world, remember that you are bound for a place of dust and worms and that you will have to give account before the king of kings, the Holy one blest be He."""
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.19","In a somewhat different form we find this passage quoted in ""Aboth d'Rabbi Nathan"": ""Akabia ben Mahalalel said: 'He who ponders the following four subjects will sin no more. Think of whence you come, whither you are going, what will become of you, and who will be your judge. Whence you come? From a place of darkness. Whither you are going? To a place of darkness. What will become of you? Dust and worms. Who will be your judge? The king of kings, the Holy one blest be He.' """
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.20","Some people claim that the request to Akabia to recall his four opinions did not refer to the above described decisions concerning cleanliness and impurity, the wool of a first born crippled animal and a Sotah who was a proselyte but rather to those four maxims which he held that a man must take to heart in order to be saved from sin. These teachings placed Akabia in the category of one who spreads ideas that are dangerous for the world. By having people think constantly of death and of the sufferings in their grave, their desire to live is undermined."
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.21","It was then that he was called upon to revoke the four maxims which deprive people of the desire to live and he would be appointed head of the court. However, it is difficult to explain how it could happen that a man who was under the ban for following an original system of interpreting the law should be considered a desirable candidate to head the Court."
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.22","But this explanation is not based in fact, for it seems evident that Akabia was excommunicated, despite the denial of Rabbi Jehudah ben Bathyra. In the Talmud we find a passage of a later date which seriously poses the question why Akabia was not executed, as was the law regarding a ""dissenting elder,"" if he really ridiculed Shemaiah and Abtalion. The answer given to this question was that Akabia's words regarding a Sotah who was also a freed woman had only a theoretical implication and were not meant to be taken as a law to be practiced.<sup>3)</sup><i class=""footnote""><span dir=""rtl"">3) סנהדרין פּ""ח א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.23","The time of Akabia's life has not been definitely established. It is certain that he lived after the death of Shammai in whose stead he was to be appointed as head of the court. When Akabia refused this office, it was thenceforth abolished."
"Bader-Jewishspritualheroes-Vol1., Akabia Ben Mahalalel.24","<img src='data:image/jpg;base64,/9j/4AAQSkZJRgABAQEBLAEsAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCABJASoDASIAAhEBAxEB/8QAGwABAAIDAQEAAAAAAAAAAAAAAAcIBQYJAwT/xAA1EAACAQMEAQQBAwIEBgMAAAABAgMABAUGBxESEwgUISIVFiMxMlEJJTNyNDdBdoG0NURS/8QAFAEBAAAAAAAAAAAAAAAAAAAAAP/EABQRAQAAAAAAAAAAAAAAAAAAAAD/2gAMAwEAAhEDEQA/APD1a+pvM2uor7QO297NjFx8stplsqI+s0kw7RvDD2HMaoeeZRwxYDoVVez1GyX5W8753I+9uPfXMva+uOz+4nHV5eZG/rceRGb5J+6k/wAirDeiLSmAg9RGRw2t7eFdQ4OKYY+xuOjxi9hlCyMrB+HljAcqoVxwGkBUxqT0FoOM9bNo3cHXGjfGultW5rEQx3IuvbW14627yjr9ni56PyFUEMpBAAPI+K6Gbj+mXaPWnhk/Afpu5i6r58AI7Tug7fVo+hiPJbkt07/VR24HFVN3d9KO4+i+97gIv1jiV4/cx0JF2n9A+1tyWPLMQPGZPqhZuooMnoD1j7l4SZI9U2uM1VaGVnkaSIWlzwU4VEeIeNVDAN8xMTyw5/jrZ/Zr1I7cbj+2x/v/ANP5+Xqn43JOE8sh6DrDL/RLy79VX6yN1J6AVQfaXdPVG2k2STBpjLzHZaIQ5TGZKzWe2vUCSKqSD4bqPK54VlB/huR8Vue0u0Gkd1tFW9vpjXUOJ3CglkS6w2ZKrBegsWR7ZkHfqsKuW+sh7L8hFKswdK6VQCz3D359NGcstN6ui/L4BuRZ297N57eaCNkQm1uB94uEQBY2+EEgZouWFW52a3p0FuvDKmmMhNHkbeLzXGMvYvFcxJ3Kh+ASrr8AkozBe6BupYCgkalKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClQzvL6kduNuPc4/wB/+oM/F2T8bjXD+KQdx1ml/oi4dOrL9pF7A9CKqBuT6kd3NxMo8GEv73TthF5LiKxwLyJKscayOXlmX9x+sRJfgrHxH26LxzQXs1/u9tpoOZ7fVOssZZXccqxSWcbm4uYyyd1LwxBpFUrwexUD5X5+w5hLWXrW0Pj/ACRaW0xms7NHcmPyXLpZW8kQ7fuo33f5IXhWjU8MeeCODVPXWitI6BvsBHfazxmuJbqKeXKWemL5VjtQD1hC3jJIrM3yxUxAqF444ZXqOaC1mpPW5rSe+R9OaN0/jrQRAPFfyTXchfk8sHRogF46jr1J5BPPzwPt0364M/BYumo9A4zI3ZlJSWwv3tIwnA4Uo6yktz2PbsBwQOPjkwNtjs1uPuJcWv6c0xemwufsMpdRmCyVBII3bysOH6sTyqdn+rcKeDU86b9D+fnsXfUevsZjrsSkJFYWD3cZTgcMXdoiG57Dr1I4APPzwAnnZr1I7cbj+2x/v/0/n5eqfjck4TyyHoOsMv8ARLy79VX6yN1J6AVM1cx98dktabH32MzU2WhurSa+kGOyeNM0ckDxENE0hKgQysPsqq7HmN+CevNbnYes/di2sbe3mxekryWKJUe4msphJMQOC7BJlUMf5PVVHJ+AB8UEzepj003WpdRDcHa2eHEanWU3V3aiY263My8us8Lr/p3BcAEkqrEhyyMGLzztXh9Saf28wuG1dn/z+ctLYR3l/wBT+63JIHJ+X6qQnduGfr2YAsRWzUoFKUoIG9Qfpo0juRDdZrBxw6e1V4pGSeCNUtryZn783KKvLMSXHkX7fflvJ1Vao1uVt3r3aDVVpDqC1mxl2JTPjMjaT8xzGJ+BLDKp5VgQrcHq6hkJVeRXV6sZqrAYbVOnb3T2ocdDkcXfReK4t5R9XH8ggj5VgQCGBBUgEEEA0FBtsfUX+Xt7XQ++uOstXaRl/aN/dWve9sSYxGkvZfl+ql+XA837jMHYgKfHdXaLGeHDbjenO51BqXC3F9Kjpj45JbnE3Ub94woAE6LwR1Lr2XorF28iU9Qfpc1Rt7Ddag0xJNqTTEEUlxcS9FW5sED/AAJEB/cUIQTIg4+rllRQCYz2a3V1dtPqKXMaWuYStzF4ruyulZ7a5A56l1VlPZSSVYEEckc9WYELM7HeseOeaDC7r2sNqoiIGdsonKkqi8eaBAx7MQ5Lx/HLKBGq8sLf2F3a39jb31jcw3VpcxLNBPDIHjlRhyrqw+GUgggj4INU5m0ztH6p8XkMto6H9GbiWdsZbiydY0iu5HZXaWUICZk8jOnnULIC4MikeNTo2gNzNy/TNr1NAa2gmvtM28rO9gvDqYZG/wCJs5WAJXlWYISFJMisEcsyh0FpWp7U7iaX3N0qNR6Uupp7RZfBOk0DRSQTdEdomBHBZRIvJUsvP8Ma2ygUpSgUpSgUpSgUpSgUpSgUpSgUpSgUpVYPUZ6rMBpmxvdObcXcOa1C8SBcrCUmsLQOCSysCRNKo68KAUBb7ElGjITZuzufo3a/Bx5TV2U9t7jutnaxIZLi7dF7FY0H/gdmKoCyhmXsKpBuj6jd0t4JpdH6TxE2Lx2RieFsViY3ury8TorOjyBezL9HJEaoCjMr9x818W1e0et97dRXG42vspNj9KzSy3WW1FeyxxtKkXHdYQ3wqgDqH6iKMRsPnp4zs+qN8NBbXaVk0j6crKa3u7mWJ8lqa9t+8lwEReCizDlmJLghkREJk6J9+yhBl7phdEbkrprc/FZO2is5YxlLXG3cHuY0kjDq0b8PGWCurdT8H+nlSeR9us9w5MjNa2+kcTDo7F22IGJeLHlEub+Eoiym9niSM3LSFAWDKF+PheSzNrF7d5/VmolmvLnJ57NX8scKvLI9zc3L/CIgJ5Z2+FUD5P8AAFWT9P8A6StSZvKWGe3Mtvw+AXiY4sykXt2OqsiuF/0UPYhuSJR0K9VJDgIG2v261duTqKLC6UxM10xlRLi7KMLazDdiHmkAIReEcj/q3UhQzcA3S2a9IOjdM+2ymurj9VZZOsnteDHYQuOjcdP6puGVxy5COrcNGDVgNG6U03o3Bx4TS2FssRYR8HxW0YXuwVV7uf5dyqqC7EseByTWZoFfFnspYYPB3+byk/t7DH20l1dS9GbxxRqWduFBJ4UE8AE/2r7a+LPYuwzmDv8ACZSD3FhkLaS1uou7L5IpFKuvKkEcqSOQQf7UFB/ULvJk/UPmcDoDQGmsmLQXxmggmMZnvZjGArsoBEKxgz8nyFSrdm69fiX8F6KtA/g7D87n9TflvbR++9leQe38/UeTx97ft07c9e3zxxz81Oe3G1m323fmbR2l7LGTT9hJc8vNcMrdeU8shZ+nKKenbryOeOeTW50ClKUClKUClKUCq8+oP0uaX3CmutQaYkh03qeeWS4uJejNbX7lPgSID+2xcAmRBz9nLK7EEWGpQch9SYDV232qks81jsnp7NWcomgZw0UilHIWaJx/UvdD1kQkEryCatNtTu5pHf2xG2W92Lxi5qeL2+FzcMSwyNIwQEK558NwzorDrxHIfoUH1SS026O3WkdydOy4XVeJhulMTpb3YRRc2ZbqS8MhBKNyiE/9G6gMGXkHnZ6idi9SbO5S2a5uPzGAvOFtctFAY1MvXlopE5bxv8EgdiGUcg8h1UNn13oXcf0sbh4zVWAynv8AGy8RQZJbcpb3XIBktLmLsevPUkDt8hQ6MHQ9Lf8Ap23003vFi7lba3/D5+z5a6xMs4kYRduFljfhfInyAT1BVjwRwUZqgbF+ou505i10Vudjv1joT2ywRWU9rDPLa+Ni8YUScCVO3UdJD9AqFCoTq2T3O2GjjsY9z/T9nptT4X3ySx2WLZ5L/FORG8YQqTIzIzAlSFljBQsG4dwHQWlVT9M/qstdSzHTW6V3jMRkViBtMwSLe2uQqDssxY9Y5TwWDDqjclQEIUPaygUpSgUpSgUpSgUpSgUpSgVjNVZ/DaW07e6h1DkYcdi7GLy3FxKfqg/gAAfLMSQAoBLEgAEkCtG303r0btLi2/M3Xu85NbNPYYiAny3HDBQWYAiJO3P3b+Qr9Q5UrVOb9t5vVZrW4exhmsdNxysYIppZUxNgY1+qs4UiS4IlALBS58nPCxjhQzXqD9Qmrt09RXWgdq4cmdPXMUlq0dlaM95mAPs7dQpkSLqh4ReCUL+T4bomf0Ts/txsRg7TXW/F/ZZLLXls62OnPai5RJurF168lZ3ClF7N1ijd/lmJjceOqtX7aem7Tt7pbax4c7uZJF+Py2dljLraFfs5AbmMN2YAQpyAYx5izR8PWDN5TUmudXzZLJT3ubz+XuVBIQvLcSsQqIiKP9qqijgABVAAAoN53s3317ujfXcORyc2O09JKTBhbWTrAicoVWUgAzsDGrdn5AbkqEB4HjtFsXuPud0ucBhva4luf82yJMFoeO4+rcFpftGUPjV+rEduoPNWM9P/AKQfxeUsNTbo3FlevDxNHgIR5Yu/VSvuJP4fqxcNEoKMVX7spKm3NhaWthY29jY20NraW0SwwQQxhI4kUcKiqPhVAAAA+ABQRZ6dti9N7O4u5a2uPzGfvOVustLAI2MXblYo05bxp8AkdiWYck8BFWWaUoFKUoFKUoFKUoFKUoFKUoFKUoFKUoFeN/aWt/Y3FjfW0N1aXMTQzwTRh45UYcMjKfhlIJBB+CDXtSgpn6m/Sj/8prXa+L+08+m4of8AcZGtSD/tIg4//QQ/0R1W3bXcTXu0GqrubT91NjLsSiDJ467g5jmMT8mKaJhyrAhl5HV1DOAy8mur1RZv5sbpHd+xgfLGbG5qzieOzylqq+RQQ3WOVSP3Ig57deQQeerL2bkKtX+N209TF9cSaMsodA7nzytd3Fne3BaxywJ4k6Oo/wBVUUSkrGpYtJyr/aRGzW9uvdhtRS6I3ZxOoLnCrFxDbTjvc2Yj5jRrZpGCyW58fTqG6fXsh+GDxxu7spuPs9nHyjWt7NibK5EljqHHAhF6snjkYoS1u/Z0ADkfcEIzgdjsGm9+cdqTSr6N30wM2sMcIjFYZu3WJctjB0A5jdgPIxeOIlmYE/buZQQlB0G0bqvTessHHm9LZqyy9hJwPLbSBujFVbo4/lHCspKMAw5HIFZmuYGXy9/s7q8ZnZvc33+AyneS0mglXylULp4r20kUcOndurSRhWDB04PIW0Gx3q80vqSGDE7jLDpvNPKUW8ijb8dKC6hAWLM0LfY8l/oAhYuOeoCz9Uz3l3Y9QW0G79ze53/NdDtkmexj9jEtpcWshcx2/uUiDpMqAjhiWDR9iHT+q41hd2t/Y299Y3MN1aXMSzQTwyB45UYcq6sPhlIIII+CDVf/AF55/SMGx+T07lMjjDqG5ltJsXZSFXuQROO0yL8si+NJ18nwPll55bghIF/vBpdNh7jd+x80+HWxaeCGZGikebv4lt24VurGbiMsAyg/bkr81WDZ7fH1Bbobv4mHGN/kH5K0/L22OxUXtLS15Bl7TSKzp2SOUjtJ2LchPnhawuptHaktP8P7B39y97cQ/qQZloLkGP2FnIstvGEDtyyPI6SjqBz7gtwRyxsB6Ccppu62BscXiJ7I5axuZzmYYkCSrLJM5ieQcAt2iEYD/IITqDyhACf6UqDN9PU1ofbS4bEWS/qjPr2ElnY3KCK2ZZAjJPN9vG/w/wBArMCnDBQwJCbb+7tbCxuL6+uYbW0tommnnmkCRxIo5Z2Y/CqACST8ACqs+oP1b4bBw3WntsHhzOUeKSJ8z/8AWspA/XmNWXi4bgMQwPj+UPMgLKIAv8/vrv3fXD3WRyY05PK0V5KC9pgbCOM+djO4/bCxKQ3aQtJwqfLHqDi8JqS22I3Lhymh83pnXV/HjWgubqbHzG1s7pnKyrbv3UycKnCzqQrpKw4+TQbnitoMrm/d7t+pDVF7pXC31y6T+5Rlyt3OeEjVIfG3jT4bhQhISE8IsfDjAbo+oHM5fTsugNv7CHR2gIontLewtk4ubi3PXnzyksezEMzBCO3ldXaXksY/1Jnte7s61S7ycuT1RqG5iEMMVvbd5CkalukcMS8KoAZiFUDksx+STVmdjvRxJPDBmt17qa1YSkjBWUqFiFdePNOhYdWAcFI/nhlIkVuVAV/2O2d1duxqKCzw9nNa4cSlb3MywMba2C9SwB+A8vDrxGDyewJ6ryw6DbF7KaN2lxa/hrX3ecmtlgv8vOD5bjhixCqSREnbj6L/ACFTsXKhq3/CYnFYPFw4vCYyyxlhB28VrZwLDFH2YseqKAByxJPA/kk19tApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlB439pa39jcWN9bQ3VpcxNDPBNGHjlRhwyMp+GUgkEH4INVz3W9H+gtU3xyWlL6bR13LL3nihg9zaOCXZisJZTGxLKAFcIqpwEHPNWSpQc4Na+kzeDTdiLy1sMZqKJYpJZlxF2XkiCAHjpKsbOzfPVYw5JUjjkjmINT6T1Vpf2/6m01msJ7nt7f8jYy2/l68duvdR247Lzx/HI/vXX6lByN29xOvrzKNlNv8Zqa4v8AH8drrBwTtLbeRWUcvCOU7KHH8jkdh/erAbO+k/WWs8p+pN1Lu9wthed7iWI3AfK3UjqHDv2DCPlnJbycycoVKDt2F8qUGv6q0dgNR6CvdEXlhDDhbqx9ksEEKKtugXhDEpUqjR8KyfXhSqkD4rnbuJspu5s9qefKYm1zU1lZeaS01DhBIOsCp95HMRL2/wBHIYOQPhwGdQWPTKlByH1JrfWmpbFLHUer9QZm0jlEyQX+SmuI1cAgOFdiA3DMOf54J/vWGspo4JmeW0hulMUiBJS4UFkKhx0ZT2UkMPnjlR2DLypvx/iO/wDJDDf9yQf+tc0/w4v+SGZ/7kn/APWtqCptzh9692vxF22B1NnbButrimgxzRY23UdYesIRVt4EHjVWK9VHTlv4JqX9r/RfqjKwxX2v85Dp2LyoWx9oq3VyyB2Dq0gbxxsVClWXyj7/ACAR1N7KUGmbTbYaN2vwcmL0ji/be46NeXUrmS4u3ReoaRz/AOT1UKgLMVVexrc6UoFKUoFKUoFKUoFKUoFKUoFKUoP/2Q==' />"
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.1",Simon the Just was the last of the generation which considered that knowledge of the Torah and its interpretations was the exclusive privilege of the priests. He had numerous disciples among whom were many non-priests. Antigonos of Socho was one of the latter and he came to occupy the position of Simon the Just in the continuation of scholastic development.
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.2","There is even some doubt as to whether Antigonos was the direct successor of Simon the Just or whether he lived some generations later. But since history does not mention any intermediate personality between the two, we can rely on the Mishnah <sup>1)</sup><i class=""footnote""><span dir=""rtl"">1) אָבות פּרק א׳ משנה ג׳.</span></i> that Antigonos received his knowledge directly from Simon the Just."
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.3","The name Antigonos, which is Greek, is characteristic of the time. We already described how the name Alexander came to be accepted among Jews and it is possible that the name Antigonos was popularized in a similar manner. One of the Greek governors of Palestine, Antigonos by name, showed kindness to the Jews and out of gratitude to him they decided to immortalize his name. However, it is more logical to assume that the Hellenist movement which sought to bring the Jews closer to Greek customs was already in vogue at that time, for we find many Greek names in popular use such as Antigonos, Aristobul, Boetus and others. Even the ""Great Court"" in Jerusalem was known by the Greek name ""Synhedrion"" and this name was later sanctified through popular use. During the time of Antigonos there developed a crisis in Jewish thought; it is probable that the spirit of philosophic doubt became prevalent in the country and, against his will, Antigonos contributed to its spread."
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.4","He frequently used to say: When you serve God, be not like servants who serve the master with the expectation of receiving gifts but rather be like servants who serve the master without expecting gifts and the fear of Heaven will be upon you. Two of his pupils, Zadok and Boetus, who heard his words said: What can be the meaning of these words? Can a person expect that his servant work for him all day without receiving compensation? We must conclude that our teacher would not say so if he believed in a life to come and the resurrection of the dead."
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.5","Zadok and Boetus thereupon founded a new mode of living and organized a new party which came to be known as Sadducees or Boetusians. This party began to imitate the extravagant mode of living of the Greeks under the following pretext: Why should a person deny himself the pleasures of life if he can await nothing after death? In time this party evolved new forms of observing Judaism which were different from those of the majority of the people, they clung to the literal meaning of the commandments of the Torah as against the traditions of the scholars. For that reason they denied the resurrection of the dead and also the theory of compensation and punishment in a life to come. They ridiculed the belief of the masses that a new redemption would be brought by a Messiah since the conditions then prevailing could not be the culmination of the dreams of the prophets."
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.6","Jews very particularly observed all regulations pertaining to the ""uncleanliness of the dead."" Upon dying a person ceased to exist for his family and friends and the body was given over to strangers for burial. The Sadducees considered this procedure disrespectful toward one's parents since one could not be sure what was done with the bodies. In rejecting the traditions they insisted that the commandment ""an eye for an eye"" should be interpreted literally and not, as the Talmudic scholars claimed, that monetary compensation was sufficient."
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.7","Antigonos lived in a time of constant wars between the kings of Egypt and Syria. Palestine was frequently the battle-ground of the warring armies and it was impossible to maintain order and to assure the security of life. Plunderers invaded the land from outside and when these left, the population was further impoverished by domestic banditry. Learning was on the decline. In a time of changes it was necessary to modify the Torah to adapt it to the needs of the day, but there was no one capable of doing this. As a result of this the people neglected their studies and Judaism was being forgotten. For nearly a hundred years the people lived in ignorance and spiritual poverty until the historical circumstances changed when the throne of Syria was occupied by a king who interfered with the religious life of the Jews and undertook to destroy the entire Jewish religion"
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.8",Alexander the Great followed the principle of religious tolerance toward the peoples of his empire. This principle was adhered to by his followers. Any deviation from the religious observances on the part of the Jews occurred as a result of their own neglect. This condition lasted until Antiochus Epiphanes of Syria attempted to impose his religion on all the peoples of his kingdom. Among the Jews this attempt led to the revolt of the Hasmoneans which started a new epoch in Jewish history.
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.9",The belief that God protects the Jewish nation and will punish their enemies was deeply rooted among the people. They believed that the historical events chronicled in the Torah were not related just as historical events but that their aim was to teach the people to understand the rules according to which the world was being governed This was held to be the intention of Moses in describing the war with Amalek so that coming generations may know how to deal with the Amalekites who warred against the Jews in their wanderings in the desert after their first liberation.
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.10","Considerable attention was also given to the Hebrew language. Upon returning from Babylonia the people spoke a mixture of the neighboring languages together with Hebrew. Later the Syrian Greek language predominated. The court of the Hasmoneans then commanded that Hebrew should be employed as the spoken language. This ancient language had lost some of the power of its expression, but it developed again until it could be used to express all concepts."
"Bader-Jewishspritualheroes-Vol1., Antigonos of Socho.11","In the development of the Hebrew language, both Aramaic and Greek were borrowed from extensively for certain new expressions."
