"Torah, Genesis, On the Book of Genesis and Its Structure",9,"Ironically, however, the undercurrent in Genesis points not to life and its continuation, but rather to its threatened extinction. In story after story the protagonist, his people, and occasionally the entire world are threatened. In at least one case (Avraham) a perfectly legal and natural solution is found—the birth of Yishmael as his heir—only to be rejected by God in favor of a more difficult one: a son born to an elderly woman."
"Torah, Genesis, On the Book of Genesis and Its Structure",10,"It is clear that the stress on continuity and discontinuity has one purpose: to make clear that God is in control of history. Human fertility and continuity in history come not from magical rites or from the arbitrary decisions of the gods, but from a God who bases his rule on justice. Nature disappears as a ruling factor in human affairs, replaced by a principle of morality which is unshakable precisely because it comes from a God who is beyond the rules of nature."
"Torah, Genesis, On the Book of Genesis and Its Structure",11,"But the result is a book which abounds in tension. From the beginnings of human history (Chap. 4) we encounter contradictions and opposites, whether on a small scale (fertility and barrenness) or a large one (promise and delayed fulfillment). Nowhere is this so clear as in the dramatic high point of the book, Chap. 22. As Avraham stands with knife upraised, the entire enterprise of Genesis hangs in the balance. But the entire book is replete with such tensions and continuity-threatening situations. There are barren wives, brothers vowing to kill brothers, cities and even a world being destroyed by an angry God. The main characters of Genesis thus emerge as survivors, above all else. Noah sets the pattern, but he is merely the first, and too passive an example. The Patriarchs must brave hostile foreigners, bitter intrafamily struggles, and long wanderings before they can find peace."
"Torah, Genesis, On the Book of Genesis and Its Structure",12,"While by the end of the book many of the tensions have been resolved, one conspicuously has not: God’s promise of the land of Canaan. As the book ends, “in Egypt,” we are left to ponder how this God, who keeps his promises to “those who love him” (Ex. 20:6), will bring the people back to their land—a land inhabited by someone else and in which the Children of Israel own only a burial site. Yet despite the tension, we may assume from the experiences of the Patriarchs that God will indeed “take account of” the Israelites (50:24), that he will take whatever ill has been planned against them and “plan-it-over for good” (50:20)."
"Torah, Genesis, On the Book of Genesis and Its Structure",13,"A word should also be said here about hero traditions. In the great epics of the ancient world the hero often stands as a lonely figure. He must overcome obstacles, fight monsters, acquire helpers (whether women, “sidekicks,” or magic objects); and his triumph in the end signals man’s triumph over his archenemy, Death. Every battle won, every obstacle hurdled, is psychologically a victory for us, the audience, a cathartic release from our own frustrating battle against death."
"Torah, Genesis, On the Book of Genesis and Its Structure",14,"The Bible sees things rather differently. Death is also overcome, but not only by the individual’s struggle. It is rather through the covenant community, bound together by God’s laws and his promises, that the heroic vision is lived out. Despite the triumphs of the characters in Genesis, it is really in the book of Exodus that the great battle scenes (the plagues in Egypt, the Red Sea) and meetings with the divine (Mount Sinai) take place. And it is therefore God himself who is most properly the “hero” of these stories. No major character in Genesis achieves success without depending fully on God, and the standards that are held up to them are ultimately seen as God’s own, to be imitated by imperfect humankind."
"Torah, Genesis, On the Book of Genesis and Its Structure",15,"The book of Genesis falls naturally into four large sections. The first, usually termed the “Primeval History” (Chaps, 11–11), begins with creation and progresses through the early generations of humanity, ending in Mesopotamia. The second (Chaps. 12 through 25:18) is the cycle of stories concerning Avraham, the father of the people of Israel. Part III (Gen. 25:19 through Chap. 36) deals in the main with stories about his grandson Yaakov. The final section (Chaps. 37–50) is the tale of Yosef and of how the Children of Israel came to live in Egypt (thus paving the way for the book of Exodus)."
"Torah, Genesis, On the Book of Genesis and Its Structure",16,"The following skeletal outline will lay out some of the interesting structural features of the book. There is an elemental symmetry that emerges from the four sections; further comments, especially about how the sections cohere, will be found in the explanatory material accompanying the text in this volume."
"Torah, Genesis, On the Book of Genesis and Its Structure",17,I. Chosen Figure (Noah)
"Torah, Genesis, On the Book of Genesis and Its Structure",18,"Sibling Hatred (Kayin–Hevel), with sympathy for youngest"
"Torah, Genesis, On the Book of Genesis and Its Structure",19,Family Continuity Threatened (Hevel murdered)
"Torah, Genesis, On the Book of Genesis and Its Structure",20,"Ends with Death (Haran, Terah; Sarai barren)"
"Torah, Genesis, On the Book of Genesis and Its Structure",21,Humanity Threatened (Flood)
"Torah, Genesis, On the Book of Genesis and Its Structure",22,Ends Away from Land of Israel (“In Harran”)
"Torah, Genesis, On the Book of Genesis and Its Structure",23,II. Chosen Figure (Avraham)
"Torah, Genesis, On the Book of Genesis and Its Structure",24,"Sibling Hatred (Yishmael–Yitzhak) Implied, with sympathy for youngest"
"Torah, Genesis, On the Book of Genesis and Its Structure",25,"Family Continuity Threatened (Sarai barren, Yitzhak almost sacrificed)"
"Torah, Genesis, On the Book of Genesis and Its Structure",26,"Ends with Death (Sara, Avraham)"
"Torah, Genesis, On the Book of Genesis and Its Structure",27,Rivalry Between Wives (Hagar–Sarai)
"Torah, Genesis, On the Book of Genesis and Its Structure",28,Barren Wife (Sarai)
"Torah, Genesis, On the Book of Genesis and Its Structure",29,Wife–Sister Story (Chaps. 12 and 20)
"Torah, Genesis, On the Book of Genesis and Its Structure",30,Ends with Genealogy of Non-Covenant Line (Yishmael)
"Torah, Genesis, On the Book of Genesis and Its Structure",31,III: Chosen Figure (Yaakov)
"Torah, Genesis, On the Book of Genesis and Its Structure",32,"Sibling Hatred (Esav–Yaakov), with sympathy for youngest"
"Torah, Genesis, On the Book of Genesis and Its Structure",33,Family Continuity Threatened (Yaakov almost killed)
"Torah, Genesis, On the Book of Genesis and Its Structure",34,"Ends with Death (Devora, Rahel, Yitzhak)"
"Torah, Genesis, On the Book of Genesis and Its Structure",35,Rivalry Between Wives (Lea–Rahel)
"Torah, Genesis, On the Book of Genesis and Its Structure",36,Barren Wife (Rahel)
"Torah, Genesis, On the Book of Genesis and Its Structure",37,Wife–Sister Story (Chap. 26)
"Torah, Genesis, On the Book of Genesis and Its Structure",38,Ends with Genealogy of Non-Covenant Line (Esav)
"Torah, Genesis, On the Book of Genesis and Its Structure",39,IV Chosen Figure (Yosef)
"Torah, Genesis, On the Book of Genesis and Its Structure",40,"Sibling Hatred (Brothers–Yosef), with sympathy for youngest"
"Torah, Genesis, On the Book of Genesis and Its Structure",41,Family Continuity Threatened (Yehuda’s sons die; Yosef almost killed; family almost dies in famine)
"Torah, Genesis, On the Book of Genesis and Its Structure",42,"Ends with Death (Yaakov, Yosef)"
"Torah, Genesis, On the Book of Genesis and Its Structure",43,Humanity Threatened (Famine)
"Torah, Genesis, On the Book of Genesis and Its Structure",44,Ends Away from Land of Israel (“In Egypt”)
"Torah, Genesis, On the Book of Genesis and Its Structure",45,"There is of course great variety within this bare structure; each version of a motif has its own special characteristics and emphases. Yet the patterning observed above gives the book a general coherence, above and beyond differences. It also demonstrates a conscious hand at work, one concerned about the texture of the book as a whole and able, despite the possible rigidity of what had been handed down, to shape the received material into a plastic and breathing unity."
"Torah, Genesis, On the Book of Genesis and Its Structure",46,"Two general observations about Genesis will round out the picture here. First, as the book progresses there is a tendency for the style of the literature to become smoother. The abrupt changes and sometimes fragmentary nature of the material in Part I, and the vignettes built around Avraham’s life in Part II, give way to a greater coherence and concentration in Part III, and finally to a relatively flowing and psychologically complete narrative in Part IV Along with this, the characters in the latter half of the book seem to be more changeable and human, in contrast to Noah and Avraham, who often appear almost perfect models of piety."
"Torah, Genesis, On the Book of Genesis and Its Structure",47,"Second, contact with God becomes less and less direct as Genesis moves on. Avraham’s dreams and visions seem a far cry from Adam’s conversations with God in the garden (although see Chap. 18); Yaakov’s encounters with God are less frequent than Avraham’s; and finally, Yosef never has a conversation with God, although he receives dream interpretations from him. This process of distancing may reflect an often-observed tendency in religions to think of primeval times as a “golden age” of closeness between gods and men, as contrasted to today (whenever one is writing), when humankind finds itself tragically distant from the divine and in need of communication."
"Torah, Genesis, I: the Primeval History",1,(1-2)
"Torah, Genesis, I: the Primeval History",2,T<small>HE COLLECTION OF STORIES WHICH FORMS PART I OF</small> G<small>ENESIS HAS BEEN ASSEMBLED</small> for a number of purposes:
"Torah, Genesis, I: the Primeval History",3,"1. History is traced from the creation of the world, in a direct line, down to Avraham, father of the People of Israel. Through use of the leading-word <i>toledot</i>, “begettings,” we are meant to view him as the logical end point in God’s preliminary plan in history."
"Torah, Genesis, I: the Primeval History",4,"2. The nature of God, as he will appear throughout the Hebrew Bible, is firmly established. He is seen as a Creator who is beyond fate, nature, and sexuality; as an all-powerful orderer and giver of meaning to history; as a bestower of blessing to living creatures; as a giver of choice to human beings; as a just punisher of evil and, simultaneously, a merciful ruler; and as a maker of covenants. The one quality of God which does not unfold until the Patriarchal stories (Parts II-IV) is his shaping of human destiny through focusing on the People of Israel. It is portrayed as the logical outcome of the characteristics just mentioned."
"Torah, Genesis, I: the Primeval History",5,"3. It appears that the Mesopotamian origins of Israel are reflected in such narratives as the Creation, the Flood, and the Tower of Babel, and are transformed or repudiated in the biblical versions. What in the older culture appears arbitrary and chaotic has been changed in the Bible into stories that stress morality and order. Further, human beings in Genesis Chapters 1–11, despite their failure to five up to God’s expectations, are nevertheless considered capable of doing so, in contrast to the Mesopotamian view that humankind was created merely to be slaves to the gods."
"Torah, Genesis, I: the Primeval History",6,"4. Like virtually all other creation stories, Part I is concerned with the origin of the world and its institutions. Chapter 1 expounds on the origins of earth, sky, vegetation, animals, and human beings (as well as the Sabbath); Chapter 2, of sexuality, death, pain in childbirth, and work; Chapter 4, of sin, hatred, and murder, as well as of cities and crafts; Chapter 6, of giants; and Chapter 10, of nations (including the low status of the Canaanites) and languages."
"Torah, Genesis, I: the Primeval History",7,"In sum, Part I serves as a fitting Prologue, not only to Genesis but to the entire Bible. The reader’s chief task in interpreting it is to be able to determine the reason for the inclusion of any one section into the whole."
"Torah, Genesis, The Patriarchal Narratives",1,(12-50)
"Torah, Genesis, The Patriarchal Narratives",2,"T<small>HE STORIES ABOUT THE FATHERS AND MOTHERS OF</small> I<small>SRAEL, AS A COLLECTION, ARE</small> almost contrapuntal in their richness. Life experiences are repeated and common themes recur; yet at the same time there is a remarkable variety of personalities."
"Torah, Genesis, The Patriarchal Narratives",3,"Two prominent themes throughout are God’s promises (of land and descendants) and his blessing. The texts revolve around the question of whether and how God will fulfill his promises, and how people will effect the transfer of the blessing. Each generation portrayed in the narratives must deal with the inherent tensions raised by these questions, since their resolution does not occur easily."
"Torah, Genesis, The Patriarchal Narratives",4,"The stories are also marked by each figure’s struggle to develop a concept of the religious life, of “walking in accord with God.” Each one carves out his own distinct path, to arrive at a mature understanding of what it means to be a father of the people of Israel. In order to bring about such an understanding, God apparently “tests” them in both obvious and more oblique ways, often against a backdrop of bitter sibling rivalry. One also observes a physical unsettledness about the Patriarchs’ quest; only Yitzhak is spared the wanderings that occur so regularly in the stories."
"Torah, Genesis, The Patriarchal Narratives",5,"Rather interestingly, although the texts purport to be about “fathers,” it is God himself who most consistently fits that role for the characters. God acts <i>in loco parentis</i> for each of the Patriarchs, always, significantly, after the loss of the human father. He first appears to Avraham after the death of Terah; to Yitzhak after that of Avraham; to Yaakov after he leaves home (and a seemingly dying father); and he helps Yosef directly, after he has left his father’s home."
"Torah, Genesis, The Patriarchal Narratives",6,"Numbers play an important role in the Patriarchal stories, as they did in Part I. It has been pointed out (see Sarna 1966) that the life spans of the Patriarchs fit into a highly ordered pattern. Avraham lives for 175 years, equaling 7 × 5<sup>2</sup>; Yitzhak, for 180 years, equaling 5 × 6<sup>2</sup>; and Yaakov, for 147 years, or 3 × 7<sup>2</sup>. This is unmistakably a purposeful scheme, meant to convey that human history is orderly and meaningful. Similarly an examination of the stories reveals that Avraham lives for 75 years in the lifetime of his father and 75 years in the lifetime of his son, while Yaakov spends 20 years away from his father, with Yosef roughly following suit in the next generation."
"Torah, Genesis, The Patriarchal Narratives",7,"Last, it should be noted that the Patriarchal stories in various details anticipate the later Exodus of the Israelites from Egypt. The specific references will be mentioned in the Notes."
"Torah, Genesis, Ii: Avraham",1,<b>(12:1–25:18)</b>
"Torah, Genesis, Ii: Avraham",2,"A<small>LTHOUGH</small> A<small>VRAHAM IS THE BIOLOGICAL FATHER OF</small> I<small>SRAEL, THE DIVERSE TRADITIONS</small> about him which have been collected and connected to form a cycle of stories give evidence of much more. The cycle portrays an active <i>Homo religiosis</i> who converses with God, sometimes with an air of doubt and questioning, who proclaims God’s name at various sacred sites, who is concerned about justice and the treatment of the oppressed, and who makes dramatic life decisions without flinching. The stories thus reveal struggle, despite the fact that Avraham often appears to be the “perfect” man, always obeying God’s bidding and prospering."
"Torah, Genesis, Ii: Avraham",3,"Buber (1982), noting the unifying effect of the verb “see” throughout the cycle, understood Avraham as the father of the Prophets of Israel (formerly called “seers”). He also viewed the cycle as based around the series of tests that Avraham must undergo, tests quite different, we might add, from the labors of Hercules and other such ancient challenges."
"Torah, Genesis, Ii: Avraham",4,"Other than “see,” a number of leading-words launch the major concerns of the Patriarchs: “bless,” “seed,” and “land.” At the same time the cycle contains previously encountered motifs, albeit with interesting refinements: punishment for sin (this time, with human questioning), intimacy with God (here through visions), and sibling rivalry (with more complex results than murder). Above all we note the singling out of one man to perform the will of God, a man very different from the rather passive Noah."
"Torah, Genesis, Ii: Avraham",5,"Avraham stands at the core of the entire book of Genesis, as his experiences will in many ways be reflected in those who follow him. At the core of both the book and the cycle looms the disturbing Chapter 22, which brings together and resolves, for the moment, the major themes encountered so far."
"Torah, Genesis, Iii: Yaakov",1,(25:19–36:43); See also 37–50
"Torah, Genesis, Iii: Yaakov",2,"B<small>EFORE COMMENTING ON THE</small> Y<small>AAKOV CYCLE, IT IS APPROPRIATE TO CONSIDER WHY HIS</small> father Yitzhak, the second of the Patriarchs, receives no true separate group of stories on his own."
"Torah, Genesis, Iii: Yaakov",3,"Yitzhak functions in Genesis as a classic second generation—that is, as a transmitter and stabilizing force, rather than as an active participant in the process of building the people. There hardly exists a story about him in which he is anything but a son and heir, a husband, or a father. His main task in life seems to be to take roots in the land of Canaan, an admittedly important task in the larger context of God’s promises in Genesis. What this means, unfortunately, is that he has almost no personality of his own. By Chapter 27, a scant two chapters after his father dies, he appears as (prematurely?) old, blind in both a literal and figurative sense, and as we will see, he fades out of the text entirely, only to die several chapters, and many years, later."
"Torah, Genesis, Iii: Yaakov",4,"The true dynamic figure of the second generation here is Rivka. It is she to whom God reveals his plan, and she who puts into motion the mechanism for seeing that it is properly carried out. She is ultimately the one responsible for bridging the gap between the dream, as typified by Avraham, and the hard-won reality, as realized by Yaakov."
"Torah, Genesis, Iii: Yaakov",5,"Avraham is a towering figure, almost unapproachable as a model in his intimacy with God and his ability to hurdle nearly every obstacle. Adding to this the fact that Yitzhak is practically a noncharacter, and that Yosef, once his rise begins, also lacks dimension as a personality, it becomes increasingly clear that it is Yaakov who emerges as the most dynamic and most human personality in the book. The stories about him cover fully half of Genesis, and reveal a man who is both troubled and triumphant. Most interestingly, he, and not Avraham, gives his name to the people of Israel."
"Torah, Genesis, Iii: Yaakov",6,"Distinctive themes of the cycle include physical struggle, deception, and confrontation. These are expressed through the key words of Yaakov’s name (“Heel-Holder” and “Heel-Sneak,” then Yisrael, “God-Fighter”), “deceive” and similar words, and “face.” Also recurring are the terms “love,” “bless,” “firstborn-right,” and “wages/hire” (one word in Hebrew). The cycle is structured partly around etiologies (folk explanations of place-names and personal names) and also around Yaakov’s use of stones in several of the stories."
"Torah, Genesis, Iii: Yaakov",7,"Continuing from the Avraham cycle are such earlier themes as wandering, sibling rivalry, the barren wife, wives in conflict, the renaming of the protagonist, God perceived in dreams and visions; and particular geographical locations such as Bet-El, Shekhem, and the Negev (Cassuto 1974)."
"Torah, Genesis, Iii: Yaakov",8,"Finally, it should be mentioned that the Yaakov stories are notable in the manner in which they portray the two levels of biblical reality: divine and human. Throughout the stories human beings act according to normal (though often strong) emotions, which God then uses to carry out his master plan. In this cycle one comes to feel the interpretive force of the biblical mind at work, understanding human events in the context of what God wills. It is a fascinating play between the ideas of fate and free will, destiny and choice—a paradox which nevertheless lies at the heart of the biblical conception of God and humankind."
"Torah, Genesis, Iii: Yaakov",9,"<img src=""images/Art_P2.jpg"" alt=""art""/>"
"Torah, Genesis, Iii: Yaakov",10,"<b><i>Gen. 28:12</i> And he dreamt:/Here, a ladder was set up on the earth,/its top reaching the heavens …</b>"
"Torah, Genesis, Iv: Yosef",1,(37–50)
"Torah, Genesis, Iv: Yosef",2,"T<small>HE STORIES ABOUT THE LAST</small> P<small>ATRIARCH FORM A COHERENT WHOLE, LEADING SOME</small> to dub it a “novella.” It stands well on its own, although it has been consciously and artfully woven together into both the Yaakov cycle and the entire book."
"Torah, Genesis, Iv: Yosef",3,"Initially the tale is one of family emotions, and it is in fact extreme emotions which give it a distinctive flavor. All the major characters are painfully expressive of their feelings, from the doting father to the spoiled son, from the malicious brothers to the lustful wife of Potifar, from the nostalgic adult Yosef to the grief-stricken old Yaakov. It is only through the subconscious medium of dreams, in three sets, that we are made to realize that a higher plan is at work which will supersede the destructive force of these emotions."
"Torah, Genesis, Iv: Yosef",4,"For this is a story of how “ill”—with all its connotations of fate, evil, and disaster—is changed to good. Despite the constant threat of death to Yosef, to the Egyptians, and to Binyamin, the hidden, optimistic thrust of the story is “life,” a word that appears in various guises throughout. Even “face,” the key word of the Yaakov cycle which often meant something negative, is here given a kinder meaning, as the resolution to Yaakov’s life."
"Torah, Genesis, Iv: Yosef",5,"A major subtheme of the plot is the struggle for power between Re’uven and Yehuda. Its resolution has implications that are as much tribal as personal, for the tribe of Yehuda later became the historical force in ancient Israel as the seat of the monarchy."
"Torah, Genesis, Iv: Yosef",6,"Although many details of the narrative confirm Egyptian practices, those practices actually reflect an Egypt considerably later than the period of the Patriarchs (Redford). Of interest also is the prominence of the number five in the story, a detail that is unexplained but that gives some unity to the various sections of text."
"Torah, Genesis, Iv: Yosef",7,"In many ways the Yosef material repeats elements in the Yaakov traditions. A long list could be compiled, but let us at least mention here sibling hatred, exile of the hero, foreign names, love and hate, dreams, and deception—even so detailed as to duplicate the use of a goat-kid. But its focusing on a classic rags-to-riches plot, with the addition of a moralistic theme, make the Yosef story a distinctive and always popular tale, accessible in a way that the more difficult stories of the first three parts of Genesis are not."
"Torah, Exodus, On the Book of Exodus and Its Structure",1,(1-40)
"Torah, Exodus, On the Book of Exodus and Its Structure",2,"T<small>HE BOOK OF</small> E<small>XODUS IS</small> I<small>SRAEL’S SECOND BOOK OF ORIGINS</small>. G<small>ENESIS HAD CONCERNED</small> itself with the beginnings of the world, of human beings and their institutions, and of the people of Israel as a tribal family. Exodus continues this thrust as it recounts the origin of the people on a religious and political level (here inseparable as concepts). A number of biblical ideas receive their fullest early treatment in this book: God’s acting directly in history; making himself “known” to both Israelites and foreigners; covenant as a reciprocal agreement between God and humans; law as an expression of total worldview; and the use of sacred structure (Tabernacle or “Dwelling”) as a vehicle for and expression of perceived truths about the world. In addition, several biblical institutions make their first appearance in Exodus: Passover, Sabbath, rudimentary leadership/government, and cult/priesthood. All this is presented in a general narrative framework, raising the question as to whether what we have here is story or history. Is Exodus a fanciful reconstruction of what happened to Moshe (Moses) and his generation, riddled with anachronisms? Or is it a faithful and reliable handing-down of eyewitness data which only the cynical or irreligious would doubt?"
"Torah, Exodus, On the Book of Exodus and Its Structure",3,"For the first position there are several supports. We possess virtually no extra-biblical references to the events recorded in our book, either in Egypt or elsewhere. Then, too, there seem to be inconsistencies of time within the story (Chaps. 16 and 18 appear to presuppose laws which were given later), and patterns within the telling of the tale that are too symmetrical (the Plagues) or too stereotyped (the constant use of stylized language) to be simple reporting of fact. Finally, Exodus is lacking in the citation of personal and geographical names, especially as compared to the books that precede and follow (Genesis and Numbers)."
"Torah, Exodus, On the Book of Exodus and Its Structure",4,"For the second position, that of Exodus as a reliable historical record, there exist no methods of proof other than evaluation of literary form—that is, accepting that oral literature is able to preserve facts without later coloration. But even if it could be shown that Exodus is oral literature—an evaluation which is too sweeping, given the present form of the book—modern scholarship has come to cast doubt on the absolute historical reliability of oral tradition (see Vansina)."
"Torah, Exodus, On the Book of Exodus and Its Structure",5,"Despite these observations, there is still something unsettling about writing Exodus off as a work of fiction, however pious that fiction may have been. For the rest of the Hebrew Bible abounds in emotional references to the experience of the exodus. At every stage of biblical literature, that experience is invoked for the purpose of directing behavior (see especially Judg. 2, I Sam. 8, II Sam. 7, II Kings 17, Neh. 9, and Ps. 78; and most of Deuteronomy is rhetorically grounded in it). The entire structure and emotional force of biblical law rest upon such exhortations as “A sojourner you are not to oppress:/you yourselves know (well) the feelings of the sojourner,/for sojourners were you in the land of Egypt” (Ex. 23:9) and such situations as that of the Hebrew serf (Ex. 21:2ff.). Apparently the experience of the exodus period was crucial in forming the group consciousness of the Israelites, and ever since it has provided a model from which both later Judaism and Christianity were to draw frequently and profoundly."
"Torah, Exodus, On the Book of Exodus and Its Structure",6,"A hypothetical analogy, based on American history, may help to shed light on the historicity of Exodus. Imagine a book based on the following outline: first, a section on the American Revolution, with some biographical material on a few of the Founding Fathers, focusing mostly on the outbreak of the war and key battles; second, a description of the Constitutional Convention, including some of the more important speeches and discussions; third, the text of the Constitution itself; and finally, L’Enfant’s original blueprints for the building of the new capital, Washington, D.C., interspersed with accounts of the first few presidents’ inaugural addresses. What would be the underlying message of such a book? We are certainly dealing here with more than a straight journalistic description of the events, more than a legalistic discussion of constitutional law, and more than a technical presentation for architects. Such a book would actually be presenting the ideals of America’s self-image: a nation founded on the willingness to fight for particular rights against Old World tyranny, established under democratic laws based on reason and providing governmental checks and balances, and whose ideals would be embodied in the construction of a brand-new, centrally located capital city that used classically grounded forms of architecture to express grace and reason as the basis for the new society."
"Torah, Exodus, On the Book of Exodus and Its Structure",7,"Now this portrayal is very simplistic, but it gets its point across (and I would be willing to wager that, somewhere in this country, there exists a school textbook written along these lines). In a similar manner, although with much more weight given to God’s role in the process, the book of Exodus unfolds. The dramatic story of Israel’s deliverance from bondage, coupled with Moshe’s own early development, is only the first part of the book, and accounts for less than half of it. It is followed by several stories of desert wanderings, and then by a presentation of the covenant made between God and Israel at Sinai, against a stunning natural backdrop. The second half of the book enumerates a series of laws which constitute the covenant, and the details of construction of a portable sanctuary designed both to symbolize and actually to accommodate God’s presence among the Israelites (with the interruption of a major rebellion). So, like our theoretical American model, Exodus conveys far more than information about events. It is, rather, the narration of a worldview, a laying out of different types of texts bearing the <i>meaning</i> of Israel’s historical experience."
"Torah, Exodus, On the Book of Exodus and Its Structure",8,"I stress the word “experience” because that is what is at stake here. Human memory is always selective. We remember what we wish to remember, giving weight to particular emotions, sometimes over and above the facts (or, as the poet Maya Angelou puts it autobiographically, “The facts sometimes obscure the truth”). The same thing appears to be true of group memory. What a people remembers of substance is not nearly as important as how they process their experience."
"Torah, Exodus, On the Book of Exodus and Its Structure",9,"In our Exodus text one can perceive a characteristically Israelite process at work. The book emerges as a mix of historical recollection, mythical processing, and didactic retelling, what Buber and others have called a “saga.” What is preserved in the book of Exodus, therefore, is a Teaching (Heb. <i>Tora</i>) based on a set of experiences, which became history for ancient Israel. Hence, to understand better the workings of the book, we need to turn to its themes and its structure. This will be more fruitful than trying to find the exact location of the Sea of Reeds or Mount Sinai, or the “Lost Ark,” or Moshe’s burial site— of whose location “no man has knowledge until this day” (Deut. 34:6). These have all receded into archeological oblivion. What has survived of ancient Israel is its approach to history and to life, and its literature. In that sense, the book of Exodus is an attempt to distill history and to learn from it, using echoes from the past to shape the present and the future."
"Torah, Exodus, On the Book of Exodus and Its Structure",10,"When we turn to a closer consideration of the structure of Exodus, we must proceed on the assumption that a work of art stems from both artful and unconscious design. Therefore, any structuring of such a book can only be hypothetical and must not limit itself to ironclad categories."
